species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_C01738g,S. cerevisiae,gene-YLR179C,Cluster2435
S. cerevisiae,gene-YAL036C,K. lactis,gene:KLLA0_F23287g,Cluster2436
S. cerevisiae,gene-YJR016C,K. lactis,gene:KLLA0_F22022g,Cluster2437
S. cerevisiae,gene-YNL219C,K. lactis,gene:KLLA0_D19404g,Cluster2452
K. lactis,gene:KLLA0_D19338g,S. cerevisiae,gene-YDL235C,Cluster2453
S. cerevisiae,gene-YER005W,K. lactis,gene:KLLA0_D13662g,Cluster2454
S. cerevisiae,gene-YER008C,K. lactis,gene:KLLA0_D13530g,Cluster2455
S. cerevisiae,gene-YML105C,K. lactis,gene:KLLA0_D01925g,Cluster2456
K. lactis,gene:KLLA0_D06105g,S. cerevisiae,gene-YPL160W,Cluster2457
S. cerevisiae,gene-YDR180W,K. lactis,gene:KLLA0_D18194g,Cluster2458
S. cerevisiae,gene-YDR100W,K. lactis,gene:KLLA0_F12078g,Cluster2460
K. lactis,gene:KLLA0_B05115g,S. cerevisiae,gene-YLR440C,Cluster2461
K. lactis,gene:KLLA0_F22539g,S. cerevisiae,gene-YJL019W,Cluster2462
K. lactis,gene:KLLA0_B14322g,S. cerevisiae,gene-YJR075W,Cluster2463
K. lactis,gene:KLLA0_B09812g,S. cerevisiae,gene-YBR159W,Cluster2465
S. cerevisiae,gene-YLL053C,K. lactis,gene:KLLA0_B10010g,Cluster2466
K. lactis,gene:KLLA0_B10010g,S. cerevisiae,gene-YPR192W,Cluster2466
S. cerevisiae,gene-YDL100C,K. lactis,gene:KLLA0_E01497g,Cluster2468
S. cerevisiae,gene-YKR071C,K. lactis,gene:KLLA0_F16236g,Cluster2469
K. lactis,gene:KLLA0_F22220g,S. cerevisiae,gene-YGL038C,Cluster2470
K. lactis,gene:KLLA0_C06809g,S. cerevisiae,gene-YMR225C,Cluster2471
K. lactis,gene:KLLA0_A09493g,S. cerevisiae,gene-YHR187W,Cluster2472
S. cerevisiae,gene-YGR174C,K. lactis,gene:KLLA0_F15246g,Cluster2487
S. cerevisiae,gene-YEL024W,K. lactis,gene:KLLA0_E22573g,Cluster2488
K. lactis,gene:KLLA0_E17711g,S. cerevisiae,gene-YDL008W,Cluster2489
K. lactis,gene:KLLA0_F23551g,S. cerevisiae,gene-YOR109W,Cluster249
S. cerevisiae,gene-YLR032W,K. lactis,gene:KLLA0_F17479g,Cluster2490
S. cerevisiae,gene-YKR083C,K. lactis,gene:KLLA0_A07887g,Cluster2491
S. cerevisiae,gene-YBR287W,K. lactis,gene:KLLA0_D06380g,Cluster2492
K. lactis,gene:KLLA0_F08019g,S. cerevisiae,gene-YAL011W,Cluster2493
K. lactis,gene:KLLA0_B06974g,S. cerevisiae,gene-YNCN0012C,Cluster2494
S. cerevisiae,gene-YKR008W,K. lactis,gene:KLLA0_A02959g,Cluster2495
S. cerevisiae,gene-YOL133W,K. lactis,gene:KLLA0_E07151g,Cluster2496
S. cerevisiae,gene-YPR116W,K. lactis,gene:KLLA0_D15125g,Cluster2497
K. lactis,gene:KLLA0_E23519g,S. cerevisiae,gene-YBR196C,Cluster2498
S. cerevisiae,gene-YMR097C,K. lactis,gene:KLLA0_F02904g,Cluster2499
K. lactis,gene:KLLA0_C14520g,S. cerevisiae,gene-YBR080C,Cluster2500
S. cerevisiae,gene-YOR259C,K. lactis,gene:KLLA0_C09592g,Cluster2501
K. lactis,gene:KLLA0_A08107g,S. cerevisiae,gene-YML048W,Cluster2502
K. lactis,gene:KLLA0_B03234g,S. cerevisiae,gene-YLR397C,Cluster2503
S. cerevisiae,gene-YBR122C,K. lactis,gene:KLLA0_B08888g,Cluster2504
S. cerevisiae,gene-YJR088C,K. lactis,gene:KLLA0_E06117g,Cluster2505
K. lactis,gene:KLLA0_E04929g,S. cerevisiae,gene-YPR182W,Cluster2506
S. cerevisiae,gene-YOR002W,K. lactis,gene:KLLA0_D01221g,Cluster2507
S. cerevisiae,gene-YKL110C,K. lactis,gene:KLLA0_F02926g,Cluster2508
K. lactis,gene:KLLA0_C12859g,S. cerevisiae,gene-YMR027W,Cluster2509
S. cerevisiae,gene-YIL051C,K. lactis,gene:KLLA0_C08349g,Cluster251
K. lactis,gene:KLLA0_C08107g,S. cerevisiae,gene-YER065C,Cluster2513
K. lactis,gene:KLLA0_D01386g,S. cerevisiae,gene-YMR283C,Cluster2514
K. lactis,gene:KLLA0_F07689g,S. cerevisiae,gene-YAL016W,Cluster2515
S. cerevisiae,gene-YML070W,K. lactis,gene:KLLA0_B04884g,Cluster2516
K. lactis,gene:KLLA0_B04884g,S. cerevisiae,gene-YFL053W,Cluster2516
S. cerevisiae,gene-YNL257C,K. lactis,gene:KLLA0_C02717g,Cluster2517
S. cerevisiae,gene-YPR081C,K. lactis,gene:KLLA0_B08932g,Cluster2518
K. lactis,gene:KLLA0_B08932g,S. cerevisiae,gene-YBR121C,Cluster2518
S. cerevisiae,gene-YPR125W,K. lactis,gene:KLLA0_B11341g,Cluster2519
S. cerevisiae,gene-YPR074C,K. lactis,gene:KLLA0_B09152g,Cluster2520
K. lactis,gene:KLLA0_A10197g,S. cerevisiae,gene-YMR312W,Cluster2521
K. lactis,gene:KLLA0_D10439g,S. cerevisiae,gene-YML128C,Cluster2522
K. lactis,gene:KLLA0_E12475g,S. cerevisiae,gene-YBR084W,Cluster2523
K. lactis,gene:KLLA0_E15731g,S. cerevisiae,gene-YGR231C,Cluster2524
S. cerevisiae,gene-YFR044C,K. lactis,gene:KLLA0_A01001g,Cluster2525
S. cerevisiae,gene-YPL121C,K. lactis,gene:KLLA0_F01100g,Cluster2526
K. lactis,gene:KLLA0_C13255g,S. cerevisiae,gene-YNL102W,Cluster2527
K. lactis,gene:KLLA0_C03113g,S. cerevisiae,gene-YNL243W,Cluster2528
S. cerevisiae,gene-YOR075W,K. lactis,gene:KLLA0_A07821g,Cluster2529
S. cerevisiae,gene-YPL198W,K. lactis,gene:KLLA0_D03410g,Cluster253
S. cerevisiae,gene-YNL163C,K. lactis,gene:KLLA0_D07898g,Cluster2530
S. cerevisiae,gene-YDR164C,K. lactis,gene:KLLA0_D17028g,Cluster2531
S. cerevisiae,gene-YPL001W,K. lactis,gene:KLLA0_E14301g,Cluster2532
K. lactis,gene:KLLA0_F10087g,S. cerevisiae,gene-YGL201C,Cluster2533
S. cerevisiae,gene-YAL038W,K. lactis,gene:KLLA0_F23397g,Cluster2541
K. lactis,gene:KLLA0_B05808g,S. cerevisiae,gene-YLR343W,Cluster2542
K. lactis,gene:KLLA0_C01694g,S. cerevisiae,gene-YDR506C,Cluster2546
S. cerevisiae,gene-YGR136W,K. lactis,gene:KLLA0_E03873g,Cluster2564
S. cerevisiae,gene-YLR330W,K. lactis,gene:KLLA0_D04422g,Cluster2566
K. lactis,gene:KLLA0_E16545g,S. cerevisiae,gene-YGR204W,Cluster2571
K. lactis,gene:KLLA0_E21143g,S. cerevisiae,gene-YOR118W,Cluster2577
S. cerevisiae,gene-YDR131C,K. lactis,gene:KLLA0_F19943g,Cluster2578
K. lactis,gene:KLLA0_B10824g,S. cerevisiae,gene-YLR456W,Cluster258
K. lactis,gene:KLLA0_B01375g,S. cerevisiae,gene-YDR444W,Cluster2581
S. cerevisiae,gene-YOL081W,K. lactis,gene:KLLA0_E17887g,Cluster2582
K. lactis,gene:KLLA0_F19866g,S. cerevisiae,gene-YLR105C,Cluster2583
S. cerevisiae,gene-YER171W,K. lactis,gene:KLLA0_C17776g,Cluster2584
K. lactis,gene:KLLA0_A03905g,S. cerevisiae,gene-YOR326W,Cluster2587
K. lactis,gene:KLLA0_E14829g,S. cerevisiae,gene-YGL144C,Cluster2588
K. lactis,gene:KLLA0_E14829g,S. cerevisiae,gene-YDL109C,Cluster2588
S. cerevisiae,gene-YOR114W,K. lactis,gene:KLLA0_F23804g,Cluster2590
K. lactis,gene:KLLA0_B08657g,S. cerevisiae,gene-YMR257C,Cluster2592
K. lactis,gene:KLLA0_D19899g,S. cerevisiae,gene-YNL242W,Cluster2599
K. lactis,gene:KLLA0_A06017g,S. cerevisiae,gene-YKR063C,Cluster2600
S. cerevisiae,gene-YPL007C,K. lactis,gene:KLLA0_F27159g,Cluster2601
S. cerevisiae,gene-YLR090W,K. lactis,gene:KLLA0_F19184g,Cluster2604
S. cerevisiae,gene-YJL099W,K. lactis,gene:KLLA0_F14102g,Cluster2606
S. cerevisiae,gene-YDR313C,K. lactis,gene:KLLA0_C14542g,Cluster261
S. cerevisiae,gene-YER025W,K. lactis,gene:KLLA0_D10571g,Cluster262
S. cerevisiae,gene-YHR152W,K. lactis,gene:KLLA0_E15753g,Cluster2624
K. lactis,gene:KLLA0_E15753g,S. cerevisiae,gene-YGR230W,Cluster2624
S. cerevisiae,gene-YDR138W,K. lactis,gene:KLLA0_F11528g,Cluster2628
K. lactis,gene:KLLA0_A10439g,S. cerevisiae,gene-YHL040C,Cluster2629
K. lactis,gene:KLLA0_E14609g,S. cerevisiae,gene-YHL040C,Cluster2629
K. lactis,gene:KLLA0_C15851g,S. cerevisiae,gene-YPR089W,Cluster263
K. lactis,gene:KLLA0_A11528g,S. cerevisiae,gene-YNL151C,Cluster2632
S. cerevisiae,gene-YBL037W,K. lactis,gene:KLLA0_B12243g,Cluster2633
K. lactis,gene:KLLA0_F04950g,S. cerevisiae,gene-YLR214W,Cluster2635
S. cerevisiae,gene-YER169W,K. lactis,gene:KLLA0_C17710g,Cluster2636
K. lactis,gene:KLLA0_D19945g,S. cerevisiae,gene-YKR106W,Cluster2639
K. lactis,gene:KLLA0_D19945g,S. cerevisiae,gene-YCL073C,Cluster2639
K. lactis,gene:KLLA0_E22595g,S. cerevisiae,gene-YEL023C,Cluster264
S. cerevisiae,gene-YNL158W,K. lactis,gene:KLLA0_F27951g,Cluster2641
K. lactis,gene:KLLA0_C11671g,S. cerevisiae,gene-YER156C,Cluster2642
K. lactis,gene:KLLA0_F20449g,S. cerevisiae,gene-YOR168W,Cluster2645
S. cerevisiae,gene-YPR168W,K. lactis,gene:KLLA0_B10714g,Cluster2646
S. cerevisiae,gene-YLR377C,K. lactis,gene:KLLA0_E01211g,Cluster2647
S. cerevisiae,gene-YIL146C,K. lactis,gene:KLLA0_A00660g,Cluster2648
K. lactis,gene:KLLA0_A00781g,S. cerevisiae,gene-YGL242C,Cluster265
S. cerevisiae,gene-YEL036C,K. lactis,gene:KLLA0_E22155g,Cluster2650
S. cerevisiae,gene-YGR135W,K. lactis,gene:KLLA0_E03917g,Cluster266
K. lactis,gene:KLLA0_D18238g,S. cerevisiae,gene-YDR182W,Cluster2669
S. cerevisiae,gene-YOR237W,K. lactis,gene:KLLA0_D07480g,Cluster2671
S. cerevisiae,gene-YPL145C,K. lactis,gene:KLLA0_D07480g,Cluster2671
K. lactis,gene:KLLA0_F01056g,S. cerevisiae,gene-YPL122C,Cluster2672
K. lactis,gene:KLLA0_C13453g,S. cerevisiae,gene-YOR099W,Cluster2674
K. lactis,gene:KLLA0_C07755g,S. cerevisiae,gene-YIL069C,Cluster2676
K. lactis,gene:KLLA0_C07755g,S. cerevisiae,gene-YER074W,Cluster2676
S. cerevisiae,gene-YER043C,K. lactis,gene:KLLA0_A01199g,Cluster2677
K. lactis,gene:KLLA0_D10505g,S. cerevisiae,gene-YML126C,Cluster268
K. lactis,gene:KLLA0_D00704g,S. cerevisiae,gene-YDR533C,Cluster2682
K. lactis,gene:KLLA0_F10879g,S. cerevisiae,gene-YIL160C,Cluster2684
S. cerevisiae,gene-YLR304C,K. lactis,gene:KLLA0_C17314g,Cluster2687
S. cerevisiae,gene-YMR146C,K. lactis,gene:KLLA0_F07403g,Cluster2688
S. cerevisiae,gene-YKL092C,K. lactis,gene:KLLA0_B06457g,Cluster2689
K. lactis,gene:KLLA0_F08811g,S. cerevisiae,gene-YLR055C,Cluster269
K. lactis,gene:KLLA0_A07018g,S. cerevisiae,gene-YDR339C,Cluster2690
S. cerevisiae,gene-YPL167C,K. lactis,gene:KLLA0_C09911g,Cluster2691
K. lactis,gene:KLLA0_C10571g,S. cerevisiae,gene-YDR293C,Cluster2692
S. cerevisiae,gene-YNL021W,K. lactis,gene:KLLA0_E08383g,Cluster2693
S. cerevisiae,gene-YOR143C,K. lactis,gene:KLLA0_E03257g,Cluster2694
S. cerevisiae,gene-YPR049C,K. lactis,gene:KLLA0_B12133g,Cluster2695
S. cerevisiae,gene-YGL140C,K. lactis,gene:KLLA0_C02497g,Cluster2696
S. cerevisiae,gene-YPL146C,K. lactis,gene:KLLA0_F11506g,Cluster2697
S. cerevisiae,gene-YAL009W,K. lactis,gene:KLLA0_F08063g,Cluster2698
S. cerevisiae,gene-YIR011C,K. lactis,gene:KLLA0_D15851g,Cluster2699
S. cerevisiae,gene-YDR076W,K. lactis,gene:KLLA0_E01079g,Cluster2702
S. cerevisiae,gene-YER153C,K. lactis,gene:KLLA0_E00947g,Cluster2703
S. cerevisiae,gene-YGR246C,K. lactis,gene:KLLA0_A05434g,Cluster271
K. lactis,gene:KLLA0_A10923g,S. cerevisiae,gene-YOL023W,Cluster2710
S. cerevisiae,gene-YCL004W,K. lactis,gene:KLLA0_A08580g,Cluster2712
K. lactis,gene:KLLA0_F09955g,S. cerevisiae,gene-YER026C,Cluster2713
K. lactis,gene:KLLA0_B09680g,S. cerevisiae,gene-YBR163W,Cluster2714
K. lactis,gene:KLLA0_F08041g,S. cerevisiae,gene-YAL010C,Cluster2715
K. lactis,gene:KLLA0_F12386g,S. cerevisiae,gene-YNL005C,Cluster2716
S. cerevisiae,gene-YJR132W,K. lactis,gene:KLLA0_B04202g,Cluster2717
K. lactis,gene:KLLA0_D14663g,S. cerevisiae,gene-YPR108W,Cluster2718
S. cerevisiae,gene-YML042W,K. lactis,gene:KLLA0_A02123g,Cluster2719
S. cerevisiae,gene-YGL012W,K. lactis,gene:KLLA0_A05071g,Cluster272
S. cerevisiae,gene-YKL084W,K. lactis,gene:KLLA0_F25982g,Cluster2721
K. lactis,gene:KLLA0_D02728g,S. cerevisiae,gene-YLR424W,Cluster2722
S. cerevisiae,gene-YBR255W,K. lactis,gene:KLLA0_D15807g,Cluster2732
K. lactis,gene:KLLA0_F08789g,S. cerevisiae,gene-YFL027C,Cluster2733
S. cerevisiae,gene-YMR055C,K. lactis,gene:KLLA0_F26422g,Cluster2734
K. lactis,gene:KLLA0_C11209g,S. cerevisiae,gene-YOL082W,Cluster2735
K. lactis,gene:KLLA0_E04511g,S. cerevisiae,gene-YIL041W,Cluster2736
S. cerevisiae,gene-YNR013C,K. lactis,gene:KLLA0_F06160g,Cluster2737
S. cerevisiae,gene-YCR037C,K. lactis,gene:KLLA0_C03454g,Cluster2738
S. cerevisiae,gene-YJL198W,K. lactis,gene:KLLA0_C03454g,Cluster2738
S. cerevisiae,gene-YDR123C,K. lactis,gene:KLLA0_F19558g,Cluster2740
S. cerevisiae,gene-YNL164C,K. lactis,gene:KLLA0_D07920g,Cluster2749
K. lactis,gene:KLLA0_D19162g,S. cerevisiae,gene-YNL212W,Cluster2751
S. cerevisiae,gene-YGR061C,K. lactis,gene:KLLA0_B08063g,Cluster2753
K. lactis,gene:KLLA0_D19140g,S. cerevisiae,gene-YNL211C,Cluster2754
S. cerevisiae,gene-YJR013W,K. lactis,gene:KLLA0_D09647g,Cluster2755
K. lactis,gene:KLLA0_F15411g,S. cerevisiae,gene-YGR186W,Cluster2756
S. cerevisiae,gene-YER105C,K. lactis,gene:KLLA0_E20615g,Cluster2757
K. lactis,gene:KLLA0_E20615g,S. cerevisiae,gene-YBL079W,Cluster2757
S. cerevisiae,gene-YKL029C,K. lactis,gene:KLLA0_E18635g,Cluster2759
S. cerevisiae,gene-YML024W,K. lactis,gene:KLLA0_B01474g,Cluster2761
K. lactis,gene:KLLA0_B01474g,S. cerevisiae,gene-YDR447C,Cluster2761
S. cerevisiae,gene-YHR188C,K. lactis,gene:KLLA0_A09515g,Cluster2762
K. lactis,gene:KLLA0_A05929g,S. cerevisiae,gene-YJL147C,Cluster2763
K. lactis,gene:KLLA0_B10780g,S. cerevisiae,gene-YPR171W,Cluster2770
S. cerevisiae,gene-YER180C,K. lactis,gene:KLLA0_F11891g,Cluster2771
S. cerevisiae,gene-YPR199C,K. lactis,gene:KLLA0_E00265g,Cluster2781
K. lactis,gene:KLLA0_F21054g,S. cerevisiae,gene-YOL086W-A,Cluster2804
K. lactis,gene:KLLA0_C09801g,S. cerevisiae,gene-YPL169C,Cluster2805
K. lactis,gene:KLLA0_C00935g,S. cerevisiae,gene-YDR525W-A,Cluster2806
K. lactis,gene:KLLA0_E16083g,S. cerevisiae,gene-YGR217W,Cluster2811
K. lactis,gene:KLLA0_C03916g,S. cerevisiae,gene-YOL061W,Cluster2812
S. cerevisiae,gene-YML103C,K. lactis,gene:KLLA0_E11067g,Cluster2813
S. cerevisiae,gene-YDR070C,K. lactis,gene:KLLA0_E10253g,Cluster2815
K. lactis,gene:KLLA0_D13948g,S. cerevisiae,gene-YEL005C,Cluster2816
K. lactis,gene:KLLA0_E15907g,S. cerevisiae,gene-YGR222W,Cluster2820
S. cerevisiae,gene-YHL006C,K. lactis,gene:KLLA0_B13541g,Cluster2821
S. cerevisiae,gene-YER147C,K. lactis,gene:KLLA0_E10121g,Cluster2823
K. lactis,gene:KLLA0_E10165g,S. cerevisiae,gene-YDR073W,Cluster2824
K. lactis,gene:KLLA0_F23375g,S. cerevisiae,gene-YOR346W,Cluster2825
S. cerevisiae,gene-YFL023W,K. lactis,gene:KLLA0_F25168g,Cluster2826
S. cerevisiae,gene-YNL040W,K. lactis,gene:KLLA0_D02794g,Cluster2827
S. cerevisiae,gene-YNL206C,K. lactis,gene:KLLA0_D18986g,Cluster2828
S. cerevisiae,gene-YPL226W,K. lactis,gene:KLLA0_C16115g,Cluster2829
K. lactis,gene:KLLA0_C15675g,S. cerevisiae,gene-YPR094W,Cluster2830
K. lactis,gene:KLLA0_E18525g,S. cerevisiae,gene-YMR071C,Cluster2831
S. cerevisiae,gene-YIL079C,K. lactis,gene:KLLA0_F05896g,Cluster2832
S. cerevisiae,gene-YDL175C,K. lactis,gene:KLLA0_F05896g,Cluster2832
K. lactis,gene:KLLA0_B02651g,S. cerevisiae,gene-YKL185W,Cluster2833
S. cerevisiae,gene-YOR303W,K. lactis,gene:KLLA0_F24882g,Cluster2834
K. lactis,gene:KLLA0_C04818g,S. cerevisiae,gene-YOR184W,Cluster2836
K. lactis,gene:KLLA0_E19053g,S. cerevisiae,gene-YPL186C,Cluster2845
K. lactis,gene:KLLA0_E22287g,S. cerevisiae,gene-YJR046W,Cluster2849
K. lactis,gene:KLLA0_E13025g,S. cerevisiae,gene-YIL143C,Cluster285
K. lactis,gene:KLLA0_F05610g,S. cerevisiae,gene-YDL180W,Cluster2850
S. cerevisiae,gene-YIL099W,K. lactis,gene:KLLA0_F04059g,Cluster2859
K. lactis,gene:KLLA0_F24816g,S. cerevisiae,gene-YMR239C,Cluster286
S. cerevisiae,gene-YCR036W,K. lactis,gene:KLLA0_C03498g,Cluster2860
S. cerevisiae,gene-YOL148C,K. lactis,gene:KLLA0_E01849g,Cluster2861
S. cerevisiae,gene-YIR037W,K. lactis,gene:KLLA0_F06732g,Cluster2862
S. cerevisiae,gene-YOR354C,K. lactis,gene:KLLA0_C13101g,Cluster2869
S. cerevisiae,gene-YDR297W,K. lactis,gene:KLLA0_C10406g,Cluster287
K. lactis,gene:KLLA0_B14014g,S. cerevisiae,gene-YKL204W,Cluster2872
K. lactis,gene:KLLA0_F05071g,S. cerevisiae,gene-YDL140C,Cluster288
K. lactis,gene:KLLA0_F10439g,S. cerevisiae,gene-YGL106W,Cluster2885
K. lactis,gene:KLLA0_C09669g,S. cerevisiae,gene-YOR257W,Cluster2886
K. lactis,gene:KLLA0_E20241g,S. cerevisiae,gene-YER095W,Cluster2887
K. lactis,gene:KLLA0_F11957g,S. cerevisiae,gene-YER179W,Cluster2888
K. lactis,gene:KLLA0_C16159g,S. cerevisiae,gene-YPL225W,Cluster2889
S. cerevisiae,gene-YEL046C,K. lactis,gene:KLLA0_F16775g,Cluster289
K. lactis,gene:KLLA0_D19624g,S. cerevisiae,gene-YNL229C,Cluster2890
S. cerevisiae,gene-YBR207W,K. lactis,gene:KLLA0_F28039g,Cluster2892
K. lactis,gene:KLLA0_A03025g,S. cerevisiae,gene-YER145C,Cluster2893
S. cerevisiae,gene-YDR004W,K. lactis,gene:KLLA0_E17513g,Cluster2894
K. lactis,gene:KLLA0_E08735g,S. cerevisiae,gene-YNL026W,Cluster2895
K. lactis,gene:KLLA0_B09526g,S. cerevisiae,gene-YPR066W,Cluster290
S. cerevisiae,gene-YDR191W,K. lactis,gene:KLLA0_D18535g,Cluster2907
K. lactis,gene:KLLA0_E01871g,S. cerevisiae,gene-YOL147C,Cluster2909
S. cerevisiae,gene-YOR116C,K. lactis,gene:KLLA0_E21253g,Cluster291
S. cerevisiae,gene-YPL049C,K. lactis,gene:KLLA0_D11572g,Cluster2914
S. cerevisiae,gene-YNL187W,K. lactis,gene:KLLA0_D08514g,Cluster2917
K. lactis,gene:KLLA0_F01364g,S. cerevisiae,gene-YJL050W,Cluster292
K. lactis,gene:KLLA0_F06875g,S. cerevisiae,gene-YCR082W,Cluster2920
S. cerevisiae,gene-YDR037W,K. lactis,gene:KLLA0_F18392g,Cluster2921
K. lactis,gene:KLLA0_F04796g,S. cerevisiae,gene-YNL073W,Cluster2922
K. lactis,gene:KLLA0_F18106g,S. cerevisiae,gene-YLL028W,Cluster2924
K. lactis,gene:KLLA0_C03091g,S. cerevisiae,gene-YNL244C,Cluster2927
S. cerevisiae,gene-YHR066W,K. lactis,gene:KLLA0_C14586g,Cluster2929
K. lactis,gene:KLLA0_B03179g,S. cerevisiae,gene-YLR398C,Cluster293
S. cerevisiae,gene-YOR159C,K. lactis,gene:KLLA0_A02299g,Cluster2931
K. lactis,gene:KLLA0_D10956g,S. cerevisiae,gene-YER020W,Cluster294
S. cerevisiae,gene-YLR354C,K. lactis,gene:KLLA0_A02607g,Cluster2945
S. cerevisiae,gene-YDR429C,K. lactis,gene:KLLA0_B00847g,Cluster2946
S. cerevisiae,gene-YAL030W,K. lactis,gene:KLLA0_A03883g,Cluster2947
S. cerevisiae,gene-YMR115W,K. lactis,gene:KLLA0_B12419g,Cluster2957
K. lactis,gene:KLLA0_E19427g,S. cerevisiae,gene-YGL079W,Cluster2959
S. cerevisiae,gene-YOL057W,K. lactis,gene:KLLA0_C04059g,Cluster296
K. lactis,gene:KLLA0_D09955g,S. cerevisiae,gene-YMR167W,Cluster2960
S. cerevisiae,gene-YOL065C,K. lactis,gene:KLLA0_F24772g,Cluster2961
S. cerevisiae,gene-YPL191C,K. lactis,gene:KLLA0_E19273g,Cluster2962
K. lactis,gene:KLLA0_A02937g,S. cerevisiae,gene-YKR007W,Cluster2964
S. cerevisiae,gene-YCR004C,K. lactis,gene:KLLA0_F12782g,Cluster2966
K. lactis,gene:KLLA0_D13112g,S. cerevisiae,gene-YDR322C-A,Cluster2969
S. cerevisiae,gene-YLR093C,K. lactis,gene:KLLA0_F19448g,Cluster2971
S. cerevisiae,gene-YML081W,K. lactis,gene:KLLA0_B04477g,Cluster2973
S. cerevisiae,gene-YKR075C,K. lactis,gene:KLLA0_F16489g,Cluster2978
K. lactis,gene:KLLA0_F16489g,S. cerevisiae,gene-YOR062C,Cluster2978
S. cerevisiae,gene-YMR188C,K. lactis,gene:KLLA0_D12782g,Cluster2982
K. lactis,gene:KLLA0_E19471g,S. cerevisiae,gene-YNL111C,Cluster2983
K. lactis,gene:KLLA0_D01639g,S. cerevisiae,gene-YMR272C,Cluster2984
S. cerevisiae,gene-YNL254C,K. lactis,gene:KLLA0_C02827g,Cluster2985
K. lactis,gene:KLLA0_D13244g,S. cerevisiae,gene-YDR325W,Cluster2986
K. lactis,gene:KLLA0_A02761g,S. cerevisiae,gene-YGR054W,Cluster2987
K. lactis,gene:KLLA0_E00727g,S. cerevisiae,gene-YHL030W,Cluster2988
S. cerevisiae,gene-YGL071W,K. lactis,gene:KLLA0_D03256g,Cluster2989
S. cerevisiae,gene-YIL126W,K. lactis,gene:KLLA0_F04521g,Cluster2990
S. cerevisiae,gene-YOR290C,K. lactis,gene:KLLA0_B08327g,Cluster2991
K. lactis,gene:KLLA0_C08756g,S. cerevisiae,gene-YCR066W,Cluster2993
S. cerevisiae,gene-YLR323C,K. lactis,gene:KLLA0_C18260g,Cluster2994
S. cerevisiae,gene-YBR245C,K. lactis,gene:KLLA0_F06710g,Cluster2995
K. lactis,gene:KLLA0_F24838g,S. cerevisiae,gene-YOR304W,Cluster2996
K. lactis,gene:KLLA0_E08999g,S. cerevisiae,gene-YGL150C,Cluster2997
K. lactis,gene:KLLA0_E12585g,S. cerevisiae,gene-YBR081C,Cluster2998
S. cerevisiae,gene-YDR265W,K. lactis,gene:KLLA0_E16677g,Cluster2999
S. cerevisiae,gene-YLR427W,K. lactis,gene:KLLA0_D02552g,Cluster3000
S. cerevisiae,gene-YLR213C,K. lactis,gene:KLLA0_F04906g,Cluster3005
K. lactis,gene:KLLA0_F13200g,S. cerevisiae,gene-YDR222W,Cluster3006
K. lactis,gene:KLLA0_F13200g,S. cerevisiae,gene-YLR225C,Cluster3006
S. cerevisiae,gene-YML119W,K. lactis,gene:KLLA0_C06292g,Cluster3008
K. lactis,gene:KLLA0_F12001g,S. cerevisiae,gene-YER178W,Cluster3020
S. cerevisiae,gene-YDL090C,K. lactis,gene:KLLA0_F07161g,Cluster3021
S. cerevisiae,gene-YOR301W,K. lactis,gene:KLLA0_F24904g,Cluster3022
S. cerevisiae,gene-YKR011C,K. lactis,gene:KLLA0_C09372g,Cluster3023
K. lactis,gene:KLLA0_C05764g,S. cerevisiae,gene-YGL062W,Cluster3024
K. lactis,gene:KLLA0_C05764g,S. cerevisiae,gene-YBR218C,Cluster3024
K. lactis,gene:KLLA0_D01815g,S. cerevisiae,gene-YML112W,Cluster3025
K. lactis,gene:KLLA0_F14366g,S. cerevisiae,gene-YJL088W,Cluster3026
S. cerevisiae,gene-YLR015W,K. lactis,gene:KLLA0_C10945g,Cluster3028
K. lactis,gene:KLLA0_F17138g,S. cerevisiae,gene-YMR135C,Cluster3030
K. lactis,gene:KLLA0_B11550g,S. cerevisiae,gene-YER016W,Cluster3031
K. lactis,gene:KLLA0_B09504g,S. cerevisiae,gene-YPR067W,Cluster3033
K. lactis,gene:KLLA0_F11935g,S. cerevisiae,gene-YDR105C,Cluster3034
S. cerevisiae,gene-YOR164C,K. lactis,gene:KLLA0_F20295g,Cluster3035
K. lactis,gene:KLLA0_F10131g,S. cerevisiae,gene-YML038C,Cluster3036
S. cerevisiae,gene-YOR163W,K. lactis,gene:KLLA0_F20273g,Cluster3037
K. lactis,gene:KLLA0_F05401g,S. cerevisiae,gene-YDL185W,Cluster3038
K. lactis,gene:KLLA0_A05797g,S. cerevisiae,gene-YJL140W,Cluster3039
S. cerevisiae,gene-YPL116W,K. lactis,gene:KLLA0_F00858g,Cluster3040
S. cerevisiae,gene-YGL036W,K. lactis,gene:KLLA0_F22275g,Cluster3041
S. cerevisiae,gene-YJL047C,K. lactis,gene:KLLA0_F02145g,Cluster3042
K. lactis,gene:KLLA0_D05731g,S. cerevisiae,gene-YFL046W,Cluster3052
S. cerevisiae,gene-YOR084W,K. lactis,gene:KLLA0_E13091g,Cluster3053
S. cerevisiae,gene-YBL033C,K. lactis,gene:KLLA0_B12375g,Cluster3056
K. lactis,gene:KLLA0_C11451g,S. cerevisiae,gene-YIL142W,Cluster3057
K. lactis,gene:KLLA0_B11792g,S. cerevisiae,gene-YIR015W,Cluster3058
