species1,gene1,species2,gene2,cluster_id
S. cerevisiae,gene-YAR003W,C. albicans,orf19.5388,Cluster1469
C. glabrata,CAGL0M06875g,S. cerevisiae,gene-YNL025C,Cluster1471
C. glabrata,CAGL0M06875g,C. albicans,orf19.7355,Cluster1471
S. cerevisiae,gene-YNL025C,C. albicans,orf19.7355,Cluster1471
C. albicans,orf19.109,C. glabrata,CAGL0H05775g,Cluster1472
C. albicans,orf19.109,S. cerevisiae,gene-YPL097W,Cluster1472
C. albicans,orf19.109,K. lactis,gene:KLLA0_E24267g,Cluster1472
C. glabrata,CAGL0H05775g,S. cerevisiae,gene-YPL097W,Cluster1472
C. glabrata,CAGL0H05775g,K. lactis,gene:KLLA0_E24267g,Cluster1472
S. cerevisiae,gene-YPL097W,K. lactis,gene:KLLA0_E24267g,Cluster1472
K. lactis,gene:KLLA0_F16621g,S. cerevisiae,gene-YOR067C,Cluster1473
K. lactis,gene:KLLA0_F16621g,C. glabrata,CAGL0L10450g,Cluster1473
K. lactis,gene:KLLA0_F16621g,C. albicans,orf19.1659,Cluster1473
S. cerevisiae,gene-YOR067C,C. glabrata,CAGL0L10450g,Cluster1473
S. cerevisiae,gene-YOR067C,C. albicans,orf19.1659,Cluster1473
C. glabrata,CAGL0L10450g,C. albicans,orf19.1659,Cluster1473
C. albicans,orf19.2745,K. lactis,gene:KLLA0_F20680g,Cluster1476
C. albicans,orf19.2745,C. glabrata,CAGL0F05357g,Cluster1476
C. albicans,orf19.2745,S. cerevisiae,gene-YDR207C,Cluster1476
K. lactis,gene:KLLA0_F20680g,C. glabrata,CAGL0F05357g,Cluster1476
K. lactis,gene:KLLA0_F20680g,S. cerevisiae,gene-YDR207C,Cluster1476
C. glabrata,CAGL0F05357g,S. cerevisiae,gene-YDR207C,Cluster1476
K. lactis,gene:KLLA0_C16489g,C. albicans,orf19.1168,Cluster1478
K. lactis,gene:KLLA0_D16654g,S. cerevisiae,gene-YDR153C,Cluster1479
K. lactis,gene:KLLA0_D16654g,C. glabrata,CAGL0E01199g,Cluster1479
S. cerevisiae,gene-YDR153C,C. glabrata,CAGL0E01199g,Cluster1479
S. cerevisiae,gene-YBR240C,K. lactis,gene:KLLA0_F10373g,Cluster1480
S. cerevisiae,gene-YBR240C,C. albicans,orf19.7381,Cluster1480
K. lactis,gene:KLLA0_F10373g,C. albicans,orf19.7381,Cluster1480
K. lactis,gene:KLLA0_D03949g,S. cerevisiae,gene-YLL038C,Cluster1481
K. lactis,gene:KLLA0_D03949g,C. glabrata,CAGL0E03806g,Cluster1481
S. cerevisiae,gene-YLL038C,C. glabrata,CAGL0E03806g,Cluster1481
S. cerevisiae,gene-YML118W,C. glabrata,CAGL0B02387g,Cluster1482
S. cerevisiae,gene-YOL042W,C. glabrata,CAGL0F01001g,Cluster1483
S. cerevisiae,gene-YOL042W,K. lactis,gene:KLLA0_F07733g,Cluster1483
C. glabrata,CAGL0F01001g,K. lactis,gene:KLLA0_F07733g,Cluster1483
S. cerevisiae,gene-YNL199C,C. glabrata,CAGL0G05379g,Cluster149
S. cerevisiae,gene-YNL199C,K. lactis,gene:KLLA0_F20790g,Cluster149
C. glabrata,CAGL0G05379g,K. lactis,gene:KLLA0_F20790g,Cluster149
C. glabrata,CAGL0G04301r,S. cerevisiae,gene-YNCB0007W,Cluster1492
K. lactis,gene:KLLA0_D08305g,C. glabrata,CAGL0J11220g,Cluster1495
K. lactis,gene:KLLA0_D08305g,S. cerevisiae,gene-YNL178W,Cluster1495
K. lactis,gene:KLLA0_D08305g,C. albicans,orf19.6312,Cluster1495
C. glabrata,CAGL0J11220g,S. cerevisiae,gene-YNL178W,Cluster1495
C. glabrata,CAGL0J11220g,C. albicans,orf19.6312,Cluster1495
S. cerevisiae,gene-YNL178W,C. albicans,orf19.6312,Cluster1495
S. cerevisiae,gene-YGL025C,C. glabrata,CAGL0A01325g,Cluster150
K. lactis,gene:KLLA0_A01782g,C. glabrata,CAGL0K07271g,Cluster1508
K. lactis,gene:KLLA0_A01782g,S. cerevisiae,gene-YML006C,Cluster1508
C. glabrata,CAGL0K07271g,S. cerevisiae,gene-YML006C,Cluster1508
C. albicans,orf19.6246,K. lactis,gene:KLLA0_B11275g,Cluster1509
C. albicans,orf19.6246,C. glabrata,CAGL0D04796g,Cluster1509
C. albicans,orf19.6246,S. cerevisiae,gene-YPR131C,Cluster1509
K. lactis,gene:KLLA0_B11275g,C. glabrata,CAGL0D04796g,Cluster1509
K. lactis,gene:KLLA0_B11275g,S. cerevisiae,gene-YPR131C,Cluster1509
C. glabrata,CAGL0D04796g,S. cerevisiae,gene-YPR131C,Cluster1509
K. lactis,gene:KLLA0_B13497g,C. glabrata,CAGL0K02739g,Cluster1511
K. lactis,gene:KLLA0_B13497g,S. cerevisiae,gene-YHL003C,Cluster1511
C. glabrata,CAGL0K02739g,S. cerevisiae,gene-YHL003C,Cluster1511
C. glabrata,CAGL0I04136g,S. cerevisiae,gene-YGL226W,Cluster1514
C. glabrata,CAGL0I04136g,K. lactis,gene:KLLA0_A01297g,Cluster1514
S. cerevisiae,gene-YGL226W,K. lactis,gene:KLLA0_A01297g,Cluster1514
C. glabrata,CAGL0C03806r,S. cerevisiae,gene-YNCM0033C,Cluster1520
C. albicans,orf19.6585,C. glabrata,CAGL0M12232g,Cluster1525
C. albicans,orf19.6585,S. cerevisiae,gene-YAL046C,Cluster1525
C. albicans,orf19.6585,K. lactis,gene:KLLA0_A03553g,Cluster1525
C. glabrata,CAGL0M12232g,S. cerevisiae,gene-YAL046C,Cluster1525
C. glabrata,CAGL0M12232g,K. lactis,gene:KLLA0_A03553g,Cluster1525
S. cerevisiae,gene-YAL046C,K. lactis,gene:KLLA0_A03553g,Cluster1525
C. albicans,orf19.5104,K. lactis,gene:KLLA0_B09174g,Cluster1528
C. albicans,orf19.5104,C. glabrata,CAGL0D01320g,Cluster1528
C. albicans,orf19.5104,S. cerevisiae,gene-YPR073C,Cluster1528
K. lactis,gene:KLLA0_B09174g,C. glabrata,CAGL0D01320g,Cluster1528
K. lactis,gene:KLLA0_B09174g,S. cerevisiae,gene-YPR073C,Cluster1528
C. glabrata,CAGL0D01320g,S. cerevisiae,gene-YPR073C,Cluster1528
K. lactis,gene:KLLA0_B06622g,C. glabrata,CAGL0I09064g,Cluster1529
K. lactis,gene:KLLA0_B06622g,S. cerevisiae,gene-YFR028C,Cluster1529
K. lactis,gene:KLLA0_B06622g,C. albicans,orf19.4192,Cluster1529
C. glabrata,CAGL0I09064g,S. cerevisiae,gene-YFR028C,Cluster1529
C. glabrata,CAGL0I09064g,C. albicans,orf19.4192,Cluster1529
S. cerevisiae,gene-YFR028C,C. albicans,orf19.4192,Cluster1529
S. cerevisiae,gene-YFL004W,C. glabrata,CAGL0F02145g,Cluster1530
S. cerevisiae,gene-YFL004W,K. lactis,gene:KLLA0_E12101g,Cluster1530
S. cerevisiae,gene-YFL004W,C. albicans,orf19.4381,Cluster1530
S. cerevisiae,gene-YPL019C,C. glabrata,CAGL0F02145g,Cluster1530
S. cerevisiae,gene-YPL019C,K. lactis,gene:KLLA0_E12101g,Cluster1530
S. cerevisiae,gene-YPL019C,C. albicans,orf19.4381,Cluster1530
C. glabrata,CAGL0F02145g,K. lactis,gene:KLLA0_E12101g,Cluster1530
C. glabrata,CAGL0F02145g,C. albicans,orf19.4381,Cluster1530
K. lactis,gene:KLLA0_E12101g,C. albicans,orf19.4381,Cluster1530
C. albicans,orf19.6132,S. cerevisiae,gene-YBR262C,Cluster1531
C. albicans,orf19.6132,C. glabrata,CAGL0I09262g,Cluster1531
C. albicans,orf19.6132,K. lactis,gene:KLLA0_F02079g,Cluster1531
S. cerevisiae,gene-YBR262C,C. glabrata,CAGL0I09262g,Cluster1531
S. cerevisiae,gene-YBR262C,K. lactis,gene:KLLA0_F02079g,Cluster1531
C. glabrata,CAGL0I09262g,K. lactis,gene:KLLA0_F02079g,Cluster1531
C. albicans,orf19.808,C. glabrata,CAGL0H06347g,Cluster1532
C. albicans,orf19.808,S. cerevisiae,gene-YAL013W,Cluster1532
C. albicans,orf19.808,K. lactis,gene:KLLA0_F07821g,Cluster1532
C. glabrata,CAGL0H06347g,S. cerevisiae,gene-YAL013W,Cluster1532
C. glabrata,CAGL0H06347g,K. lactis,gene:KLLA0_F07821g,Cluster1532
S. cerevisiae,gene-YAL013W,K. lactis,gene:KLLA0_F07821g,Cluster1532
C. albicans,orf19.7665,K. lactis,gene:KLLA0_F13024g,Cluster1533
C. albicans,orf19.7665,S. cerevisiae,gene-YJL003W,Cluster1533
C. albicans,orf19.7665,C. glabrata,CAGL0D03102g,Cluster1533
K. lactis,gene:KLLA0_F13024g,S. cerevisiae,gene-YJL003W,Cluster1533
K. lactis,gene:KLLA0_F13024g,C. glabrata,CAGL0D03102g,Cluster1533
S. cerevisiae,gene-YJL003W,C. glabrata,CAGL0D03102g,Cluster1533
C. albicans,orf19.1237,K. lactis,gene:KLLA0_D11110g,Cluster1534
C. albicans,orf19.1237,S. cerevisiae,gene-YHR137W,Cluster1534
C. albicans,orf19.1237,C. glabrata,CAGL0G06028g,Cluster1534
K. lactis,gene:KLLA0_D11110g,S. cerevisiae,gene-YHR137W,Cluster1534
K. lactis,gene:KLLA0_D11110g,C. glabrata,CAGL0G06028g,Cluster1534
S. cerevisiae,gene-YHR137W,C. glabrata,CAGL0G06028g,Cluster1534
K. lactis,gene:KLLA0_E02509g,S. cerevisiae,gene-YOR126C,Cluster1535
K. lactis,gene:KLLA0_E02509g,C. glabrata,CAGL0K10296g,Cluster1535
K. lactis,gene:KLLA0_E02509g,C. albicans,orf19.7667,Cluster1535
S. cerevisiae,gene-YOR126C,C. glabrata,CAGL0K10296g,Cluster1535
S. cerevisiae,gene-YOR126C,C. albicans,orf19.7667,Cluster1535
C. glabrata,CAGL0K10296g,C. albicans,orf19.7667,Cluster1535
C. albicans,orf19.7664,K. lactis,gene:KLLA0_F10219g,Cluster1536
C. albicans,orf19.7664,S. cerevisiae,gene-YCR087C-A,Cluster1536
C. albicans,orf19.7664,C. glabrata,CAGL0E00517g,Cluster1536
K. lactis,gene:KLLA0_F10219g,S. cerevisiae,gene-YCR087C-A,Cluster1536
K. lactis,gene:KLLA0_F10219g,C. glabrata,CAGL0E00517g,Cluster1536
S. cerevisiae,gene-YCR087C-A,C. glabrata,CAGL0E00517g,Cluster1536
C. glabrata,CAGL0L05038g,S. cerevisiae,gene-YKL074C,Cluster1537
C. glabrata,CAGL0L05038g,K. lactis,gene:KLLA0_F26433g,Cluster1537
C. glabrata,CAGL0L05038g,C. albicans,orf19.5828,Cluster1537
S. cerevisiae,gene-YKL074C,K. lactis,gene:KLLA0_F26433g,Cluster1537
S. cerevisiae,gene-YKL074C,C. albicans,orf19.5828,Cluster1537
K. lactis,gene:KLLA0_F26433g,C. albicans,orf19.5828,Cluster1537
S. cerevisiae,gene-YGL210W,C. glabrata,CAGL0K09394g,Cluster1538
S. cerevisiae,gene-YGL210W,K. lactis,gene:KLLA0_B00671g,Cluster1538
C. glabrata,CAGL0K09394g,K. lactis,gene:KLLA0_B00671g,Cluster1538
S. cerevisiae,gene-YKR003W,K. lactis,gene:KLLA0_A02827g,Cluster1540
S. cerevisiae,gene-YKR018C,C. glabrata,CAGL0G03245g,Cluster1541
S. cerevisiae,gene-YKR018C,K. lactis,gene:KLLA0_D02244g,Cluster1541
C. glabrata,CAGL0G03245g,K. lactis,gene:KLLA0_D02244g,Cluster1541
S. cerevisiae,gene-YPL075W,C. glabrata,CAGL0H05379g,Cluster1544
S. cerevisiae,gene-YPL075W,K. lactis,gene:KLLA0_E23431g,Cluster1544
C. glabrata,CAGL0H05379g,K. lactis,gene:KLLA0_E23431g,Cluster1544
K. lactis,gene:KLLA0_A09977g,S. cerevisiae,gene-YBR139W,Cluster1545
K. lactis,gene:KLLA0_A09977g,C. glabrata,CAGL0M13651g,Cluster1545
S. cerevisiae,gene-YBR139W,C. glabrata,CAGL0M13651g,Cluster1545
C. albicans,orf19.5321,K. lactis,gene:KLLA0_D12188g,Cluster1549
C. albicans,orf19.5321,S. cerevisiae,gene-YPL023C,Cluster1549
C. albicans,orf19.5321,C. glabrata,CAGL0J09504g,Cluster1549
K. lactis,gene:KLLA0_D12188g,S. cerevisiae,gene-YPL023C,Cluster1549
K. lactis,gene:KLLA0_D12188g,C. glabrata,CAGL0J09504g,Cluster1549
S. cerevisiae,gene-YPL023C,C. glabrata,CAGL0J09504g,Cluster1549
C. glabrata,CAGL0M11220g,S. cerevisiae,gene-YMR224C,Cluster1550
C. glabrata,CAGL0M11220g,K. lactis,gene:KLLA0_C06930g,Cluster1550
C. glabrata,CAGL0M11220g,C. albicans,orf19.6915,Cluster1550
S. cerevisiae,gene-YMR224C,K. lactis,gene:KLLA0_C06930g,Cluster1550
S. cerevisiae,gene-YMR224C,C. albicans,orf19.6915,Cluster1550
K. lactis,gene:KLLA0_C06930g,C. albicans,orf19.6915,Cluster1550
C. albicans,orf19.6220.3,S. cerevisiae,gene-YER057C,Cluster1551
C. glabrata,CAGL0B03597g,S. cerevisiae,gene-YEL058W,Cluster1553
C. glabrata,CAGL0B03597g,K. lactis,gene:KLLA0_D00858g,Cluster1553
C. glabrata,CAGL0B03597g,C. albicans,orf19.5013,Cluster1553
S. cerevisiae,gene-YEL058W,K. lactis,gene:KLLA0_D00858g,Cluster1553
S. cerevisiae,gene-YEL058W,C. albicans,orf19.5013,Cluster1553
K. lactis,gene:KLLA0_D00858g,C. albicans,orf19.5013,Cluster1553
C. albicans,orf19.6155,C. glabrata,CAGL0I03410g,Cluster1554
C. albicans,orf19.6155,S. cerevisiae,gene-YDL164C,Cluster1554
C. glabrata,CAGL0I03410g,S. cerevisiae,gene-YDL164C,Cluster1554
S. cerevisiae,gene-YBR140C,C. glabrata,CAGL0M09999g,Cluster1555
K. lactis,gene:KLLA0_F04433g,C. glabrata,CAGL0J09922g,Cluster1557
K. lactis,gene:KLLA0_F04433g,S. cerevisiae,gene-YNL066W,Cluster1557
K. lactis,gene:KLLA0_F04433g,S. cerevisiae,gene-YIL123W,Cluster1557
K. lactis,gene:KLLA0_F04433g,C. glabrata,CAGL0G08668g,Cluster1557
C. glabrata,CAGL0J09922g,S. cerevisiae,gene-YNL066W,Cluster1557
C. glabrata,CAGL0J09922g,S. cerevisiae,gene-YIL123W,Cluster1557
S. cerevisiae,gene-YNL066W,C. glabrata,CAGL0G08668g,Cluster1557
S. cerevisiae,gene-YIL123W,C. glabrata,CAGL0G08668g,Cluster1557
C. albicans,orf19.2417,K. lactis,gene:KLLA0_F07997g,Cluster156
C. albicans,orf19.2417,C. glabrata,CAGL0F01155g,Cluster156
C. albicans,orf19.2417,S. cerevisiae,gene-YOL034W,Cluster156
K. lactis,gene:KLLA0_F07997g,C. glabrata,CAGL0F01155g,Cluster156
K. lactis,gene:KLLA0_F07997g,S. cerevisiae,gene-YOL034W,Cluster156
C. glabrata,CAGL0F01155g,S. cerevisiae,gene-YOL034W,Cluster156
K. lactis,gene:KLLA0_B05225g,S. cerevisiae,gene-YML059C,Cluster1561
K. lactis,gene:KLLA0_B05225g,C. glabrata,CAGL0L11154g,Cluster1561
K. lactis,gene:KLLA0_B05225g,C. albicans,orf19.6396,Cluster1561
S. cerevisiae,gene-YML059C,C. glabrata,CAGL0L11154g,Cluster1561
S. cerevisiae,gene-YML059C,C. albicans,orf19.6396,Cluster1561
C. glabrata,CAGL0L11154g,C. albicans,orf19.6396,Cluster1561
C. albicans,orf19.4378,K. lactis,gene:KLLA0_E10055g,Cluster1562
C. albicans,orf19.4378,S. cerevisiae,gene-YDR075W,Cluster1562
C. albicans,orf19.4378,C. glabrata,CAGL0K10208g,Cluster1562
K. lactis,gene:KLLA0_E10055g,S. cerevisiae,gene-YDR075W,Cluster1562
K. lactis,gene:KLLA0_E10055g,C. glabrata,CAGL0K10208g,Cluster1562
S. cerevisiae,gene-YDR075W,C. glabrata,CAGL0K10208g,Cluster1562
K. lactis,gene:KLLA0_D03652g,C. glabrata,CAGL0K01331g,Cluster1563
K. lactis,gene:KLLA0_D03652g,S. cerevisiae,gene-YDL047W,Cluster1563
K. lactis,gene:KLLA0_D03652g,C. albicans,orf19.5200,Cluster1563
C. glabrata,CAGL0K01331g,S. cerevisiae,gene-YDL047W,Cluster1563
C. glabrata,CAGL0K01331g,C. albicans,orf19.5200,Cluster1563
S. cerevisiae,gene-YDL047W,C. albicans,orf19.5200,Cluster1563
S. cerevisiae,gene-YHR154W,C. glabrata,CAGL0I01958g,Cluster1566
S. cerevisiae,gene-YOR011W,C. glabrata,CAGL0F01419g,Cluster1569
S. cerevisiae,gene-YOL033W,C. glabrata,CAGL0F01133g,Cluster157
S. cerevisiae,gene-YOL033W,K. lactis,gene:KLLA0_F07975g,Cluster157
S. cerevisiae,gene-YOL033W,C. albicans,orf19.2415,Cluster157
C. glabrata,CAGL0F01133g,K. lactis,gene:KLLA0_F07975g,Cluster157
C. glabrata,CAGL0F01133g,C. albicans,orf19.2415,Cluster157
K. lactis,gene:KLLA0_F07975g,C. albicans,orf19.2415,Cluster157
K. lactis,gene:KLLA0_F19371g,S. cerevisiae,gene-YDR119W-A,Cluster1570
K. lactis,gene:KLLA0_F19371g,C. glabrata,CAGL0B01875g,Cluster1570
K. lactis,gene:KLLA0_F19382g,S. cerevisiae,gene-YDR119W-A,Cluster1570
K. lactis,gene:KLLA0_F19382g,C. glabrata,CAGL0B01875g,Cluster1570
S. cerevisiae,gene-YDR119W-A,C. glabrata,CAGL0B01875g,Cluster1570
S. cerevisiae,gene-YDR518W,C. glabrata,CAGL0H01727g,Cluster1572
C. glabrata,CAGL0A02431g,S. cerevisiae,gene-YDR349C,Cluster1573
C. glabrata,CAGL0A02431g,K. lactis,gene:KLLA0_F22088g,Cluster1573
S. cerevisiae,gene-YDR349C,K. lactis,gene:KLLA0_F22088g,Cluster1573
C. albicans,orf19.603,S. cerevisiae,gene-YNL075W,Cluster1574
C. albicans,orf19.603,C. glabrata,CAGL0J10252g,Cluster1574
C. albicans,orf19.603,K. lactis,gene:KLLA0_E07833g,Cluster1574
S. cerevisiae,gene-YNL075W,C. glabrata,CAGL0J10252g,Cluster1574
S. cerevisiae,gene-YNL075W,K. lactis,gene:KLLA0_E07833g,Cluster1574
C. glabrata,CAGL0J10252g,K. lactis,gene:KLLA0_E07833g,Cluster1574
K. lactis,gene:KLLA0_F11022g,C. glabrata,CAGL0F02167g,Cluster158
K. lactis,gene:KLLA0_F11022g,S. cerevisiae,gene-YFL003C,Cluster158
K. lactis,gene:KLLA0_F11022g,C. albicans,orf19.2579,Cluster158
C. glabrata,CAGL0F02167g,S. cerevisiae,gene-YFL003C,Cluster158
C. glabrata,CAGL0F02167g,C. albicans,orf19.2579,Cluster158
S. cerevisiae,gene-YFL003C,C. albicans,orf19.2579,Cluster158
S. cerevisiae,gene-YCR039C,K. lactis,gene:KLLA0_C00374g,Cluster1583
K. lactis,gene:KLLA0_B02871g,C. glabrata,CAGL0M09867g,Cluster1587
K. lactis,gene:KLLA0_B02871g,S. cerevisiae,gene-YLR408C,Cluster1587
C. glabrata,CAGL0M09867g,S. cerevisiae,gene-YLR408C,Cluster1587
S. cerevisiae,gene-YDR113C,K. lactis,gene:KLLA0_F19206g,Cluster1588
C. glabrata,CAGL0L09603g,S. cerevisiae,gene-YIR010W,Cluster1589
C. glabrata,CAGL0L09603g,K. lactis,gene:KLLA0_D15741g,Cluster1589
S. cerevisiae,gene-YIR010W,K. lactis,gene:KLLA0_D15741g,Cluster1589
C. glabrata,CAGL0F05335g,S. cerevisiae,gene-YDR208W,Cluster159
C. glabrata,CAGL0F05335g,K. lactis,gene:KLLA0_A04301g,Cluster159
C. glabrata,CAGL0F05335g,C. albicans,orf19.3153,Cluster159
S. cerevisiae,gene-YDR208W,K. lactis,gene:KLLA0_A04301g,Cluster159
S. cerevisiae,gene-YDR208W,C. albicans,orf19.3153,Cluster159
K. lactis,gene:KLLA0_A04301g,C. albicans,orf19.3153,Cluster159
S. cerevisiae,gene-YLR227C,K. lactis,gene:KLLA0_F13090g,Cluster1591
C. glabrata,CAGL0L09108g,S. cerevisiae,gene-YPR002W,Cluster1593
C. glabrata,CAGL0L09108g,K. lactis,gene:KLLA0_E14213g,Cluster1593
S. cerevisiae,gene-YPR002W,K. lactis,gene:KLLA0_E14213g,Cluster1593
C. glabrata,CAGL0K08162g,S. cerevisiae,gene-YKR067W,Cluster1597
C. glabrata,CAGL0K08162g,K. lactis,gene:KLLA0_F16104g,Cluster1597
C. glabrata,CAGL0K08162g,C. albicans,orf19.5815,Cluster1597
S. cerevisiae,gene-YKR067W,K. lactis,gene:KLLA0_F16104g,Cluster1597
S. cerevisiae,gene-YKR067W,C. albicans,orf19.5815,Cluster1597
K. lactis,gene:KLLA0_F16104g,C. albicans,orf19.5815,Cluster1597
C. albicans,orf19.4056,S. cerevisiae,gene-YMR136W,Cluster1598
K. lactis,gene:KLLA0_F17116g,S. cerevisiae,gene-YIR013C,Cluster1599
K. lactis,gene:KLLA0_F17116g,C. glabrata,CAGL0I00902g,Cluster1599
K. lactis,gene:KLLA0_F17116g,C. albicans,orf19.1577,Cluster1599
S. cerevisiae,gene-YIR013C,C. glabrata,CAGL0I00902g,Cluster1599
S. cerevisiae,gene-YIR013C,C. albicans,orf19.1577,Cluster1599
C. glabrata,CAGL0I00902g,C. albicans,orf19.1577,Cluster1599
C. albicans,orf19.1150,C. glabrata,CAGL0L06776g,Cluster1600
C. albicans,orf19.1150,S. cerevisiae,gene-YLR013W,Cluster1600
C. glabrata,CAGL0L06776g,S. cerevisiae,gene-YLR013W,Cluster1600
K. lactis,gene:KLLA0_D03674g,S. cerevisiae,gene-YOL072W,Cluster1601
K. lactis,gene:KLLA0_D03674g,C. glabrata,CAGL0I08063g,Cluster1601
K. lactis,gene:KLLA0_D03674g,C. albicans,orf19.5276,Cluster1601
S. cerevisiae,gene-YOL072W,C. glabrata,CAGL0I08063g,Cluster1601
S. cerevisiae,gene-YOL072W,C. albicans,orf19.5276,Cluster1601
C. glabrata,CAGL0I08063g,C. albicans,orf19.5276,Cluster1601
C. albicans,orf19.3409,S. cerevisiae,gene-YCR067C,Cluster1603
C. albicans,orf19.3409,C. glabrata,CAGL0J03564g,Cluster1603
S. cerevisiae,gene-YCR067C,C. glabrata,CAGL0J03564g,Cluster1603
S. cerevisiae,gene-YBL011W,C. glabrata,CAGL0E02849g,Cluster1604
S. cerevisiae,gene-YBL011W,K. lactis,gene:KLLA0_B10538g,Cluster1604
S. cerevisiae,gene-YBL011W,C. albicans,orf19.1289,Cluster1604
C. glabrata,CAGL0E02849g,K. lactis,gene:KLLA0_B10538g,Cluster1604
C. glabrata,CAGL0E02849g,C. albicans,orf19.1289,Cluster1604
K. lactis,gene:KLLA0_B10538g,C. albicans,orf19.1289,Cluster1604
K. lactis,gene:KLLA0_F09757g,S. cerevisiae,gene-YPL021W,Cluster1605
K. lactis,gene:KLLA0_F09757g,S. cerevisiae,gene-YCR018C,Cluster1605
K. lactis,gene:KLLA0_F09757g,C. glabrata,CAGL0D03608g,Cluster1605
K. lactis,gene:KLLA0_F09757g,C. albicans,orf19.4869,Cluster1605
S. cerevisiae,gene-YPL021W,C. glabrata,CAGL0D03608g,Cluster1605
S. cerevisiae,gene-YPL021W,C. albicans,orf19.4869,Cluster1605
S. cerevisiae,gene-YCR018C,C. glabrata,CAGL0D03608g,Cluster1605
S. cerevisiae,gene-YCR018C,C. albicans,orf19.4869,Cluster1605
C. glabrata,CAGL0D03608g,C. albicans,orf19.4869,Cluster1605
C. albicans,orf19.1275,K. lactis,gene:KLLA0_A01342g,Cluster1606
C. albicans,orf19.1275,S. cerevisiae,gene-YFL021W,Cluster1606
C. albicans,orf19.1275,C. glabrata,CAGL0K07634g,Cluster1606
K. lactis,gene:KLLA0_A01342g,S. cerevisiae,gene-YFL021W,Cluster1606
K. lactis,gene:KLLA0_A01342g,C. glabrata,CAGL0K07634g,Cluster1606
S. cerevisiae,gene-YFL021W,C. glabrata,CAGL0K07634g,Cluster1606
S. cerevisiae,gene-YIL113W,K. lactis,gene:KLLA0_F03597g,Cluster1607
S. cerevisiae,gene-YLR238W,C. glabrata,CAGL0G08426g,Cluster1608
C. albicans,orf19.1382,S. cerevisiae,gene-YEL004W,Cluster161
C. albicans,orf19.1382,K. lactis,gene:KLLA0_D13926g,Cluster161
S. cerevisiae,gene-YEL004W,K. lactis,gene:KLLA0_D13926g,Cluster161
C. albicans,orf19.2404,C. glabrata,CAGL0K05049g,Cluster1613
C. albicans,orf19.2404,S. cerevisiae,gene-YNL221C,Cluster1613
C. albicans,orf19.2404,K. lactis,gene:KLLA0_D19448g,Cluster1613
C. glabrata,CAGL0K05049g,S. cerevisiae,gene-YNL221C,Cluster1613
C. glabrata,CAGL0K05049g,K. lactis,gene:KLLA0_D19448g,Cluster1613
S. cerevisiae,gene-YNL221C,K. lactis,gene:KLLA0_D19448g,Cluster1613
K. lactis,gene:KLLA0_F08393g,S. cerevisiae,gene-YDR009W,Cluster1614
K. lactis,gene:KLLA0_F08393g,S. cerevisiae,gene-YBR020W,Cluster1614
K. lactis,gene:KLLA0_F08393g,C. albicans,orf19.3670,Cluster1614
S. cerevisiae,gene-YDR009W,C. albicans,orf19.3670,Cluster1614
S. cerevisiae,gene-YBR020W,C. albicans,orf19.3670,Cluster1614
C. albicans,orf19.2391,K. lactis,gene:KLLA0_F13882g,Cluster1615
C. albicans,orf19.2391,S. cerevisiae,gene-YKR023W,Cluster1615
C. albicans,orf19.2391,C. glabrata,CAGL0L03069g,Cluster1615
K. lactis,gene:KLLA0_F13882g,S. cerevisiae,gene-YKR023W,Cluster1615
K. lactis,gene:KLLA0_F13882g,C. glabrata,CAGL0L03069g,Cluster1615
S. cerevisiae,gene-YKR023W,C. glabrata,CAGL0L03069g,Cluster1615
C. albicans,orf19.2973,S. cerevisiae,gene-YOR359W,Cluster1616
C. albicans,orf19.2973,C. glabrata,CAGL0K09922g,Cluster1616
C. albicans,orf19.2973,K. lactis,gene:KLLA0_A03641g,Cluster1616
S. cerevisiae,gene-YOR359W,C. glabrata,CAGL0K09922g,Cluster1616
S. cerevisiae,gene-YOR359W,K. lactis,gene:KLLA0_A03641g,Cluster1616
C. glabrata,CAGL0K09922g,K. lactis,gene:KLLA0_A03641g,Cluster1616
K. lactis,gene:KLLA0_B13453g,S. cerevisiae,gene-YKL007W,Cluster1617
K. lactis,gene:KLLA0_B13453g,C. glabrata,CAGL0K02783g,Cluster1617
K. lactis,gene:KLLA0_B13453g,C. albicans,orf19.3235,Cluster1617
S. cerevisiae,gene-YKL007W,C. glabrata,CAGL0K02783g,Cluster1617
S. cerevisiae,gene-YKL007W,C. albicans,orf19.3235,Cluster1617
C. glabrata,CAGL0K02783g,C. albicans,orf19.3235,Cluster1617
K. lactis,gene:KLLA0_D12474g,C. glabrata,CAGL0A03905g,Cluster1618
K. lactis,gene:KLLA0_D12474g,S. cerevisiae,gene-YLR205C,Cluster1618
K. lactis,gene:KLLA0_D12474g,C. albicans,orf19.6073,Cluster1618
C. glabrata,CAGL0A03905g,S. cerevisiae,gene-YLR205C,Cluster1618
C. glabrata,CAGL0A03905g,C. albicans,orf19.6073,Cluster1618
S. cerevisiae,gene-YLR205C,C. albicans,orf19.6073,Cluster1618
C. albicans,orf19.6744,S. cerevisiae,gene-YMR262W,Cluster1619
C. albicans,orf19.6744,C. glabrata,CAGL0H02365g,Cluster1619
C. albicans,orf19.6744,K. lactis,gene:KLLA0_E11243g,Cluster1619
S. cerevisiae,gene-YMR262W,C. glabrata,CAGL0H02365g,Cluster1619
S. cerevisiae,gene-YMR262W,K. lactis,gene:KLLA0_E11243g,Cluster1619
