species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_E23035g,C. glabrata,CAGL0M05467g,Cluster3171
C. glabrata,CAGL0A02970g,K. lactis,gene:KLLA0_E02443g,Cluster3174
K. lactis,gene:KLLA0_A07469g,C. glabrata,CAGL0M03663g,Cluster3175
K. lactis,gene:KLLA0_B13431g,C. glabrata,CAGL0M10235g,Cluster3177
K. lactis,gene:KLLA0_F25476g,C. glabrata,CAGL0L01859g,Cluster3178
C. glabrata,CAGL0F07821g,K. lactis,gene:KLLA0_E14697g,Cluster3179
C. glabrata,CAGL0B01969g,K. lactis,gene:KLLA0_F19624g,Cluster3181
K. lactis,gene:KLLA0_B06116g,C. glabrata,CAGL0G00924g,Cluster3182
C. glabrata,CAGL0C03597g,K. lactis,gene:KLLA0_F10175g,Cluster3183
K. lactis,gene:KLLA0_E23365g,C. glabrata,CAGL0M05357g,Cluster3184
K. lactis,gene:KLLA0_D03839g,C. glabrata,CAGL0D06556g,Cluster3185
K. lactis,gene:KLLA0_E09043g,C. glabrata,CAGL0H10516g,Cluster3186
K. lactis,gene:KLLA0_A04983g,C. glabrata,CAGL0E02783g,Cluster3187
K. lactis,gene:KLLA0_D16874g,C. glabrata,CAGL0E01045g,Cluster3188
C. glabrata,CAGL0G06842g,K. lactis,gene:KLLA0_F14575g,Cluster3189
K. lactis,gene:KLLA0_E11133g,C. glabrata,CAGL0H02299g,Cluster319
K. lactis,gene:KLLA0_E11155g,C. glabrata,CAGL0H02299g,Cluster319
C. glabrata,CAGL0I04488g,K. lactis,gene:KLLA0_C04279g,Cluster3192
K. lactis,gene:KLLA0_C07744g,C. glabrata,CAGL0J03245g,Cluster3193
C. glabrata,CAGL0J05874g,K. lactis,gene:KLLA0_F27973g,Cluster3208
C. glabrata,CAGL0K11814g,K. lactis,gene:KLLA0_F04345g,Cluster3211
C. glabrata,CAGL0M13629g,K. lactis,gene:KLLA0_A09933g,Cluster3214
C. glabrata,CAGL0J04620g,K. lactis,gene:KLLA0_D02882g,Cluster3217
K. lactis,gene:KLLA0_C17226g,C. glabrata,CAGL0D06490g,Cluster3219
K. lactis,gene:KLLA0_E16897g,C. glabrata,CAGL0M08822g,Cluster322
C. glabrata,CAGL0D03982g,K. lactis,gene:KLLA0_C10549g,Cluster3224
K. lactis,gene:KLLA0_A09713g,C. glabrata,CAGL0M13541g,Cluster3225
K. lactis,gene:KLLA0_A07931g,C. glabrata,CAGL0L10516g,Cluster323
C. glabrata,CAGL0F00935g,K. lactis,gene:KLLA0_F07667g,Cluster3230
C. glabrata,CAGL0J06622g,K. lactis,gene:KLLA0_D01881g,Cluster3231
K. lactis,gene:KLLA0_B12397g,C. glabrata,CAGL0D02112g,Cluster3232
C. glabrata,CAGL0G08019g,K. lactis,gene:KLLA0_D02178g,Cluster3233
C. glabrata,CAGL0I00616g,K. lactis,gene:KLLA0_C05104g,Cluster3235
C. glabrata,CAGL0H08778g,K. lactis,gene:KLLA0_E06029g,Cluster324
K. lactis,gene:KLLA0_F06754g,C. glabrata,CAGL0J10340g,Cluster3247
K. lactis,gene:KLLA0_B02112g,C. glabrata,CAGL0E05830g,Cluster3248
K. lactis,gene:KLLA0_D13640g,C. glabrata,CAGL0K07964g,Cluster3249
K. lactis,gene:KLLA0_D08690g,C. glabrata,CAGL0G05610g,Cluster3250
C. glabrata,CAGL0L09471g,K. lactis,gene:KLLA0_B11682g,Cluster3251
K. lactis,gene:KLLA0_E20351g,C. glabrata,CAGL0A04477g,Cluster3252
C. glabrata,CAGL0D01738g,K. lactis,gene:KLLA0_B12221g,Cluster3253
C. glabrata,CAGL0F00473g,K. lactis,gene:KLLA0_B13970g,Cluster3254
C. glabrata,CAGL0L08646g,K. lactis,gene:KLLA0_F11000g,Cluster3255
C. glabrata,CAGL0B04191g,K. lactis,gene:KLLA0_D15059g,Cluster3256
C. glabrata,CAGL0B04191g,K. lactis,gene:KLLA0_D10868g,Cluster3256
K. lactis,gene:KLLA0_D15059g,C. glabrata,CAGL0H00572g,Cluster3256
C. glabrata,CAGL0H00572g,K. lactis,gene:KLLA0_D10868g,Cluster3256
C. glabrata,CAGL0I03630g,K. lactis,gene:KLLA0_C16379g,Cluster3257
C. glabrata,CAGL0H08349g,K. lactis,gene:KLLA0_F11792g,Cluster3258
K. lactis,gene:KLLA0_E08559g,C. glabrata,CAGL0M06611g,Cluster3259
C. glabrata,CAGL0K08184g,K. lactis,gene:KLLA0_B07557g,Cluster326
K. lactis,gene:KLLA0_F02387g,C. glabrata,CAGL0E05434g,Cluster3262
K. lactis,gene:KLLA0_F23892g,C. glabrata,CAGL0L03960g,Cluster3267
C. glabrata,CAGL0F05929g,K. lactis,gene:KLLA0_F27049g,Cluster327
C. glabrata,CAGL0H04631g,K. lactis,gene:KLLA0_A01760g,Cluster3279
K. lactis,gene:KLLA0_E14169g,C. glabrata,CAGL0F02255g,Cluster328
C. glabrata,CAGL0K10494g,K. lactis,gene:KLLA0_A10791g,Cluster3281
K. lactis,gene:KLLA0_D12584g,C. glabrata,CAGL0H00737g,Cluster3282
K. lactis,gene:KLLA0_D18733g,C. glabrata,CAGL0F05533g,Cluster3284
C. glabrata,CAGL0G01826g,K. lactis,gene:KLLA0_F08261g,Cluster3286
K. lactis,gene:KLLA0_D18282g,C. glabrata,CAGL0F05731g,Cluster3296
C. glabrata,CAGL0J07436g,K. lactis,gene:KLLA0_C02519g,Cluster330
K. lactis,gene:KLLA0_C02519g,C. glabrata,CAGL0J08074g,Cluster330
C. glabrata,CAGL0D00594g,K. lactis,gene:KLLA0_B02915g,Cluster3306
K. lactis,gene:KLLA0_E16721g,C. glabrata,CAGL0M08712g,Cluster3307
C. glabrata,CAGL0D01100g,K. lactis,gene:KLLA0_F03773g,Cluster331
K. lactis,gene:KLLA0_F03773g,C. glabrata,CAGL0C01397g,Cluster331
K. lactis,gene:KLLA0_F14773g,C. glabrata,CAGL0C04455g,Cluster3310
C. glabrata,CAGL0K06677g,K. lactis,gene:KLLA0_C05544g,Cluster3311
C. glabrata,CAGL0B00352g,K. lactis,gene:KLLA0_C00506g,Cluster3312
C. glabrata,CAGL0A00319g,K. lactis,gene:KLLA0_A04862g,Cluster3313
K. lactis,gene:KLLA0_A07953g,C. glabrata,CAGL0G02189g,Cluster3314
C. glabrata,CAGL0D06600g,K. lactis,gene:KLLA0_F22297g,Cluster3316
K. lactis,gene:KLLA0_C13057g,C. glabrata,CAGL0M11990g,Cluster3318
K. lactis,gene:KLLA0_B02783g,C. glabrata,CAGL0D00550g,Cluster3319
K. lactis,gene:KLLA0_F04015g,C. glabrata,CAGL0G02739g,Cluster332
K. lactis,gene:KLLA0_E11507g,C. glabrata,CAGL0J00605g,Cluster3320
C. glabrata,CAGL0L08140g,K. lactis,gene:KLLA0_B07667g,Cluster3321
K. lactis,gene:KLLA0_E17491g,C. glabrata,CAGL0C04191g,Cluster3322
C. glabrata,CAGL0M13937g,K. lactis,gene:KLLA0_F03080g,Cluster3324
C. glabrata,CAGL0L00495g,K. lactis,gene:KLLA0_D12958g,Cluster3325
C. glabrata,CAGL0K05775g,K. lactis,gene:KLLA0_C01430g,Cluster3326
K. lactis,gene:KLLA0_F10978g,C. glabrata,CAGL0L02585g,Cluster3327
C. glabrata,CAGL0K02959g,K. lactis,gene:KLLA0_E18613g,Cluster3328
C. glabrata,CAGL0F06633g,K. lactis,gene:KLLA0_F26026g,Cluster3329
K. lactis,gene:KLLA0_E05193g,C. glabrata,CAGL0H06501g,Cluster3330
K. lactis,gene:KLLA0_F00968g,C. glabrata,CAGL0L02937g,Cluster3331
C. glabrata,CAGL0H05577g,K. lactis,gene:KLLA0_E23915g,Cluster3332
C. glabrata,CAGL0F03201g,K. lactis,gene:KLLA0_B01089g,Cluster3335
C. glabrata,CAGL0I10296g,K. lactis,gene:KLLA0_E03785g,Cluster3339
K. lactis,gene:KLLA0_B13365g,C. glabrata,CAGL0M10329g,Cluster3341
C. glabrata,CAGL0F04367g,K. lactis,gene:KLLA0_B12265g,Cluster3343
K. lactis,gene:KLLA0_A02211g,C. glabrata,CAGL0F02761g,Cluster3344
C. glabrata,CAGL0H05863g,K. lactis,gene:KLLA0_E24355g,Cluster3345
C. glabrata,CAGL0K02827g,K. lactis,gene:KLLA0_B13343g,Cluster3347
K. lactis,gene:KLLA0_B13321g,C. glabrata,CAGL0L02321g,Cluster3348
K. lactis,gene:KLLA0_E07437g,C. glabrata,CAGL0E01683g,Cluster3349
K. lactis,gene:KLLA0_C15587g,C. glabrata,CAGL0K01067g,Cluster3350
K. lactis,gene:KLLA0_B09790g,C. glabrata,CAGL0H07535g,Cluster3351
C. glabrata,CAGL0L04796g,K. lactis,gene:KLLA0_B11297g,Cluster3352
C. glabrata,CAGL0B04301g,K. lactis,gene:KLLA0_F24618g,Cluster3353
C. glabrata,CAGL0D02002g,K. lactis,gene:KLLA0_E12145g,Cluster3354
C. glabrata,CAGL0E05720g,K. lactis,gene:KLLA0_B02332g,Cluster3355
K. lactis,gene:KLLA0_B08415g,C. glabrata,CAGL0D01540g,Cluster3357
K. lactis,gene:KLLA0_A03663g,C. glabrata,CAGL0M12166g,Cluster3358
K. lactis,gene:KLLA0_C14410g,C. glabrata,CAGL0H02607g,Cluster3359
K. lactis,gene:KLLA0_D11990g,C. glabrata,CAGL0L12474g,Cluster3360
K. lactis,gene:KLLA0_B11385g,C. glabrata,CAGL0L04774g,Cluster3361
K. lactis,gene:KLLA0_E06909g,C. glabrata,CAGL0H04565g,Cluster3362
C. glabrata,CAGL0F03421g,K. lactis,gene:KLLA0_D01683g,Cluster3364
C. glabrata,CAGL0J06688g,K. lactis,gene:KLLA0_D01683g,Cluster3364
C. glabrata,CAGL0H02409g,K. lactis,gene:KLLA0_E11287g,Cluster3365
C. glabrata,CAGL0M04191g,K. lactis,gene:KLLA0_E04049g,Cluster3367
K. lactis,gene:KLLA0_D05929g,C. glabrata,CAGL0M02211g,Cluster3368
C. glabrata,CAGL0G02321g,K. lactis,gene:KLLA0_A07711g,Cluster3370
C. glabrata,CAGL0K05753g,K. lactis,gene:KLLA0_A06930g,Cluster3372
C. glabrata,CAGL0L03267g,K. lactis,gene:KLLA0_A06930g,Cluster3372
K. lactis,gene:KLLA0_C17204g,C. glabrata,CAGL0E03454g,Cluster3374
K. lactis,gene:KLLA0_F22110g,C. glabrata,CAGL0A01848g,Cluster3376
K. lactis,gene:KLLA0_D13398g,C. glabrata,CAGL0J01892g,Cluster3377
C. glabrata,CAGL0H10494g,K. lactis,gene:KLLA0_E09087g,Cluster3378
C. glabrata,CAGL0C00407g,K. lactis,gene:KLLA0_F19492g,Cluster3379
C. glabrata,CAGL0F06721g,K. lactis,gene:KLLA0_E18261g,Cluster3380
C. glabrata,CAGL0L05390g,K. lactis,gene:KLLA0_E18217g,Cluster3381
C. glabrata,CAGL0L04818g,K. lactis,gene:KLLA0_B11253g,Cluster3382
K. lactis,gene:KLLA0_D18458g,C. glabrata,CAGL0G08272g,Cluster3383
C. glabrata,CAGL0F06567g,K. lactis,gene:KLLA0_F26202g,Cluster3384
C. glabrata,CAGL0F06655g,K. lactis,gene:KLLA0_F26004g,Cluster3386
C. glabrata,CAGL0H07821g,K. lactis,gene:KLLA0_A00869g,Cluster3387
C. glabrata,CAGL0H07843g,K. lactis,gene:KLLA0_A00891g,Cluster3388
K. lactis,gene:KLLA0_C14300g,C. glabrata,CAGL0K03289g,Cluster3389
K. lactis,gene:KLLA0_C00891g,C. glabrata,CAGL0H01573g,Cluster339
C. glabrata,CAGL0D06154g,K. lactis,gene:KLLA0_F09339g,Cluster3393
K. lactis,gene:KLLA0_B13882g,C. glabrata,CAGL0F00539g,Cluster3394
C. glabrata,CAGL0M07007g,K. lactis,gene:KLLA0_F27379g,Cluster3397
K. lactis,gene:KLLA0_E10891g,C. glabrata,CAGL0A01584g,Cluster3398
C. glabrata,CAGL0J01958g,K. lactis,gene:KLLA0_D13486g,Cluster3406
C. glabrata,CAGL0D01012g,K. lactis,gene:KLLA0_E05413g,Cluster3414
K. lactis,gene:KLLA0_F14663g,C. glabrata,CAGL0C05357g,Cluster3417
K. lactis,gene:KLLA0_A09999g,C. glabrata,CAGL0M13673g,Cluster3437
K. lactis,gene:KLLA0_D05797g,C. glabrata,CAGL0L13222g,Cluster3451
K. lactis,gene:KLLA0_E01189g,C. glabrata,CAGL0I04026g,Cluster3453
C. glabrata,CAGL0G05720g,K. lactis,gene:KLLA0_C03938g,Cluster3454
K. lactis,gene:KLLA0_C03938g,C. glabrata,CAGL0K01661g,Cluster3454
K. lactis,gene:KLLA0_B01914g,C. glabrata,CAGL0H08888g,Cluster3477
K. lactis,gene:KLLA0_B01914g,C. glabrata,CAGL0E05940g,Cluster3477
C. glabrata,CAGL0L09713g,K. lactis,gene:KLLA0_E18107g,Cluster3478
C. glabrata,CAGL0K03795g,K. lactis,gene:KLLA0_F17435g,Cluster3479
K. lactis,gene:KLLA0_C08261g,C. glabrata,CAGL0L00693g,Cluster3480
K. lactis,gene:KLLA0_D04884g,C. glabrata,CAGL0H03773g,Cluster3481
C. glabrata,CAGL0F08129g,K. lactis,gene:KLLA0_A05456g,Cluster3482
C. glabrata,CAGL0C01749g,K. lactis,gene:KLLA0_F06798g,Cluster3484
C. glabrata,CAGL0J10362g,K. lactis,gene:KLLA0_F06798g,Cluster3484
C. glabrata,CAGL0E01111g,K. lactis,gene:KLLA0_D16775g,Cluster3485
C. glabrata,CAGL0J01089g,K. lactis,gene:KLLA0_D09438g,Cluster3486
K. lactis,gene:KLLA0_A06281g,C. glabrata,CAGL0G07529g,Cluster3502
K. lactis,gene:KLLA0_A09361g,C. glabrata,CAGL0M13365g,Cluster3505
C. glabrata,CAGL0B03113g,K. lactis,gene:KLLA0_A02519g,Cluster3509
C. glabrata,CAGL0K05071g,K. lactis,gene:KLLA0_D19514g,Cluster3511
K. lactis,gene:KLLA0_E12849g,C. glabrata,CAGL0L12804g,Cluster3513
C. glabrata,CAGL0J11440g,K. lactis,gene:KLLA0_D08580g,Cluster3515
C. glabrata,CAGL0G04015g,K. lactis,gene:KLLA0_C17534g,Cluster3516
C. glabrata,CAGL0J04004g,K. lactis,gene:KLLA0_D07238g,Cluster3517
C. glabrata,CAGL0L11264g,K. lactis,gene:KLLA0_B05016g,Cluster3518
K. lactis,gene:KLLA0_F01639g,C. glabrata,CAGL0I09394g,Cluster3519
C. glabrata,CAGL0J09130g,K. lactis,gene:KLLA0_F05291g,Cluster3520
K. lactis,gene:KLLA0_F15180g,C. glabrata,CAGL0D03410g,Cluster3521
C. glabrata,CAGL0G00990g,K. lactis,gene:KLLA0_B05918g,Cluster3522
C. glabrata,CAGL0J01111g,K. lactis,gene:KLLA0_D09394g,Cluster3523
K. lactis,gene:KLLA0_C15477g,C. glabrata,CAGL0K11231g,Cluster3524
K. lactis,gene:KLLA0_D03905g,C. glabrata,CAGL0I00242g,Cluster3537
K. lactis,gene:KLLA0_E04665g,C. glabrata,CAGL0I10560g,Cluster3538
K. lactis,gene:KLLA0_B14454g,C. glabrata,CAGL0F00231g,Cluster3540
C. glabrata,CAGL0I08635g,K. lactis,gene:KLLA0_C11935g,Cluster3541
C. glabrata,CAGL0B01639g,K. lactis,gene:KLLA0_F11572g,Cluster3543
C. glabrata,CAGL0I06028g,K. lactis,gene:KLLA0_A06061g,Cluster3549
K. lactis,gene:KLLA0_F11638g,C. glabrata,CAGL0M01848g,Cluster3550
C. glabrata,CAGL0E03366g,K. lactis,gene:KLLA0_C17237g,Cluster3552
C. glabrata,CAGL0M11110g,K. lactis,gene:KLLA0_C11979g,Cluster3553
K. lactis,gene:KLLA0_F08657g,C. glabrata,CAGL0K07414g,Cluster3554
C. glabrata,CAGL0J01441g,K. lactis,gene:KLLA0_F13530g,Cluster3557
C. glabrata,CAGL0I07843g,K. lactis,gene:KLLA0_F18260g,Cluster3558
K. lactis,gene:KLLA0_B05511g,C. glabrata,CAGL0K10780g,Cluster3561
C. glabrata,CAGL0C00495g,K. lactis,gene:KLLA0_C15807g,Cluster3563
K. lactis,gene:KLLA0_F01122g,C. glabrata,CAGL0L02871g,Cluster3564
C. glabrata,CAGL0L13068g,K. lactis,gene:KLLA0_F24354g,Cluster3566
K. lactis,gene:KLLA0_A07359g,C. glabrata,CAGL0E02101g,Cluster3575
C. glabrata,CAGL0C03553g,K. lactis,gene:KLLA0_E01739g,Cluster3576
K. lactis,gene:KLLA0_E01343g,C. glabrata,CAGL0L07216g,Cluster3577
K. lactis,gene:KLLA0_D13156g,C. glabrata,CAGL0J10670g,Cluster3578
K. lactis,gene:KLLA0_E03037g,C. glabrata,CAGL0M01672g,Cluster358
C. glabrata,CAGL0K07205g,K. lactis,gene:KLLA0_B00495g,Cluster3582
C. glabrata,CAGL0B01397g,K. lactis,gene:KLLA0_E01937g,Cluster3589
K. lactis,gene:KLLA0_E19845g,C. glabrata,CAGL0A04213g,Cluster3590
K. lactis,gene:KLLA0_E19845g,C. glabrata,CAGL0I05082g,Cluster3590
K. lactis,gene:KLLA0_F25828g,C. glabrata,CAGL0J01529g,Cluster3592
K. lactis,gene:KLLA0_F01232g,C. glabrata,CAGL0I09306g,Cluster3593
C. glabrata,CAGL0J00671g,K. lactis,gene:KLLA0_E11573g,Cluster3594
C. glabrata,CAGL0J09988g,K. lactis,gene:KLLA0_F03355g,Cluster3596
K. lactis,gene:KLLA0_B01155g,C. glabrata,CAGL0G04829g,Cluster3597
K. lactis,gene:KLLA0_B01155g,C. glabrata,CAGL0J10582g,Cluster3597
C. glabrata,CAGL0J08635g,K. lactis,gene:KLLA0_C13728g,Cluster3598
K. lactis,gene:KLLA0_D02376g,C. glabrata,CAGL0G07689g,Cluster3599
C. glabrata,CAGL0E00385g,K. lactis,gene:KLLA0_C01991g,Cluster360
K. lactis,gene:KLLA0_A09449g,C. glabrata,CAGL0F08371g,Cluster3613
C. glabrata,CAGL0A02134g,K. lactis,gene:KLLA0_A08382g,Cluster3614
K. lactis,gene:KLLA0_B00627g,C. glabrata,CAGL0C02497g,Cluster3621
C. glabrata,CAGL0E02079g,K. lactis,gene:KLLA0_A07337g,Cluster3626
C. glabrata,CAGL0I02134g,K. lactis,gene:KLLA0_E15467g,Cluster3627
C. glabrata,CAGL0F08019g,K. lactis,gene:KLLA0_E15467g,Cluster3627
C. glabrata,CAGL0I06985g,K. lactis,gene:KLLA0_A01551g,Cluster3630
K. lactis,gene:KLLA0_F14509g,C. glabrata,CAGL0C03696g,Cluster3644
C. glabrata,CAGL0F06215g,K. lactis,gene:KLLA0_F26763g,Cluster3645
K. lactis,gene:KLLA0_B10802g,C. glabrata,CAGL0H00308g,Cluster3646
C. glabrata,CAGL0F07172g,K. lactis,gene:KLLA0_B00539g,Cluster3648
C. glabrata,CAGL0M04653g,K. lactis,gene:KLLA0_D17182g,Cluster3650
K. lactis,gene:KLLA0_E01431g,C. glabrata,CAGL0M09614g,Cluster3651
K. lactis,gene:KLLA0_F00660g,C. glabrata,CAGL0J07040g,Cluster3652
C. glabrata,CAGL0L09735g,K. lactis,gene:KLLA0_E18085g,Cluster3653
K. lactis,gene:KLLA0_C01628g,C. glabrata,CAGL0K05731g,Cluster3654
K. lactis,gene:KLLA0_D05599g,C. glabrata,CAGL0K12782g,Cluster3655
K. lactis,gene:KLLA0_D15103g,C. glabrata,CAGL0G03201g,Cluster3657
C. glabrata,CAGL0M02695g,K. lactis,gene:KLLA0_D06941g,Cluster3659
C. glabrata,CAGL0G03795g,K. lactis,gene:KLLA0_D04224g,Cluster3661
K. lactis,gene:KLLA0_D19041g,C. glabrata,CAGL0G03289g,Cluster3662
K. lactis,gene:KLLA0_D19041g,C. glabrata,CAGL0K04741g,Cluster3662
K. lactis,gene:KLLA0_D19041g,C. glabrata,CAGL0C05379g,Cluster3662
K. lactis,gene:KLLA0_F20383g,C. glabrata,CAGL0K06061g,Cluster3663
K. lactis,gene:KLLA0_F20383g,C. glabrata,CAGL0L04510g,Cluster3663
K. lactis,gene:KLLA0_F03993g,C. glabrata,CAGL0G01496g,Cluster3664
K. lactis,gene:KLLA0_F19085g,C. glabrata,CAGL0L12188g,Cluster3665
C. glabrata,CAGL0J09526g,K. lactis,gene:KLLA0_D12210g,Cluster3666
C. glabrata,CAGL0A01914g,K. lactis,gene:KLLA0_F22066g,Cluster3667
C. glabrata,CAGL0J07766g,K. lactis,gene:KLLA0_C02959g,Cluster3668
K. lactis,gene:KLLA0_E23189g,C. glabrata,CAGL0M05423g,Cluster3669
K. lactis,gene:KLLA0_D18480g,C. glabrata,CAGL0F05665g,Cluster367
K. lactis,gene:KLLA0_B12199g,C. glabrata,CAGL0F04411g,Cluster3670
C. glabrata,CAGL0G08129g,K. lactis,gene:KLLA0_C17732g,Cluster3671
C. glabrata,CAGL0H06479g,K. lactis,gene:KLLA0_E05171g,Cluster3672
C. glabrata,CAGL0J05478g,K. lactis,gene:KLLA0_C11297g,Cluster3673
C. glabrata,CAGL0M03707g,K. lactis,gene:KLLA0_A07425g,Cluster3674
K. lactis,gene:KLLA0_E22529g,C. glabrata,CAGL0I03234g,Cluster3678
K. lactis,gene:KLLA0_D04334g,C. glabrata,CAGL0J01699g,Cluster3679
K. lactis,gene:KLLA0_E05633g,C. glabrata,CAGL0F04477g,Cluster368
C. glabrata,CAGL0M10769g,K. lactis,gene:KLLA0_C08591g,Cluster3680
C. glabrata,CAGL0J11880g,K. lactis,gene:KLLA0_A01991g,Cluster3682
K. lactis,gene:KLLA0_C02123g,C. glabrata,CAGL0J08294g,Cluster3683
K. lactis,gene:KLLA0_F02409g,C. glabrata,CAGL0E05412g,Cluster3684
C. glabrata,CAGL0F02915g,K. lactis,gene:KLLA0_A01969g,Cluster3685
C. glabrata,CAGL0G04917g,K. lactis,gene:KLLA0_B07843g,Cluster3686
K. lactis,gene:KLLA0_E21803g,C. glabrata,CAGL0I00990g,Cluster3687
K. lactis,gene:KLLA0_E22309g,C. glabrata,CAGL0I01496g,Cluster3688
K. lactis,gene:KLLA0_E22309g,C. glabrata,CAGL0I03322g,Cluster3688
C. glabrata,CAGL0D02948g,K. lactis,gene:KLLA0_D09559g,Cluster3689
K. lactis,gene:KLLA0_E01145g,C. glabrata,CAGL0H04961g,Cluster3690
C. glabrata,CAGL0L09207g,K. lactis,gene:KLLA0_E14059g,Cluster3691
C. glabrata,CAGL0E06424g,K. lactis,gene:KLLA0_D04488g,Cluster3692
K. lactis,gene:KLLA0_B14476g,C. glabrata,CAGL0L06666g,Cluster3693
C. glabrata,CAGL0F02409r,K. lactis,gene:KLLA0_D14421g,Cluster3700
K. lactis,gene:KLLA0_D16709g,C. glabrata,CAGL0E01155g,Cluster3715
C. glabrata,CAGL0G02959g,K. lactis,gene:KLLA0_D14707g,Cluster3717
K. lactis,gene:KLLA0_E08977g,C. glabrata,CAGL0E05060g,Cluster3720
C. glabrata,CAGL0H06677g,K. lactis,gene:KLLA0_A00440g,Cluster3722
K. lactis,gene:KLLA0_D07964g,C. glabrata,CAGL0J06138g,Cluster3741
K. lactis,gene:KLLA0_C11407g,C. glabrata,CAGL0L08294g,Cluster3758
C. glabrata,CAGL0E00737g,K. lactis,gene:KLLA0_D18029g,Cluster3759
C. glabrata,CAGL0J02442g,K. lactis,gene:KLLA0_D16214g,Cluster3760
C. glabrata,CAGL0K06303g,K. lactis,gene:KLLA0_B01804g,Cluster3761
K. lactis,gene:KLLA0_E07349g,C. glabrata,CAGL0E01595g,Cluster3762
C. glabrata,CAGL0M01430g,K. lactis,gene:KLLA0_D13222g,Cluster3763
K. lactis,gene:KLLA0_E10099g,C. glabrata,CAGL0I06688g,Cluster3764
C. glabrata,CAGL0E04510g,K. lactis,gene:KLLA0_E09373g,Cluster3765
K. lactis,gene:KLLA0_D06787g,C. glabrata,CAGL0L02761g,Cluster3766
K. lactis,gene:KLLA0_B14410g,C. glabrata,CAGL0K00275g,Cluster3767
K. lactis,gene:KLLA0_B00583g,C. glabrata,CAGL0K09350g,Cluster3768
K. lactis,gene:KLLA0_B00583g,C. glabrata,CAGL0A03696g,Cluster3768
K. lactis,gene:KLLA0_F18810g,C. glabrata,CAGL0E04158g,Cluster3769
K. lactis,gene:KLLA0_F18810g,C. glabrata,CAGL0H08305g,Cluster3769
C. glabrata,CAGL0J05082g,K. lactis,gene:KLLA0_F01507g,Cluster377
K. lactis,gene:KLLA0_E18899g,C. glabrata,CAGL0C01441g,Cluster3770
K. lactis,gene:KLLA0_F10791g,C. glabrata,CAGL0F07337g,Cluster3771
K. lactis,gene:KLLA0_D16390g,C. glabrata,CAGL0M04279g,Cluster3772
C. glabrata,CAGL0M02277g,K. lactis,gene:KLLA0_F11231g,Cluster3773
C. glabrata,CAGL0M08316g,K. lactis,gene:KLLA0_A06776g,Cluster378
C. glabrata,CAGL0M02321g,K. lactis,gene:KLLA0_F11341g,Cluster3782
C. glabrata,CAGL0K05643g,K. lactis,gene:KLLA0_E13113g,Cluster3789
C. glabrata,CAGL0I07513g,K. lactis,gene:KLLA0_C12485g,Cluster379
K. lactis,gene:KLLA0_C12485g,C. glabrata,CAGL0G04609g,Cluster379
K. lactis,gene:KLLA0_A11033g,C. glabrata,CAGL0L07700g,Cluster3791
C. glabrata,CAGL0M13497g,K. lactis,gene:KLLA0_A09603g,Cluster3796
K. lactis,gene:KLLA0_C06952g,C. glabrata,CAGL0L11066g,Cluster3797
K. lactis,gene:KLLA0_F00352g,C. glabrata,CAGL0J07238g,Cluster3798
K. lactis,gene:KLLA0_B01177g,C. glabrata,CAGL0G07018g,Cluster3799
C. glabrata,CAGL0K06479g,K. lactis,gene:KLLA0_E03587g,Cluster380
C. glabrata,CAGL0E04752g,K. lactis,gene:KLLA0_E12563g,Cluster3800
C. glabrata,CAGL0I00352g,K. lactis,gene:KLLA0_C05632g,Cluster3801
K. lactis,gene:KLLA0_D16676g,C. glabrata,CAGL0E01177g,Cluster3802
C. glabrata,CAGL0E01177g,K. lactis,gene:KLLA0_C10208g,Cluster3802
K. lactis,gene:KLLA0_A09427g,C. glabrata,CAGL0F08327g,Cluster3803
C. glabrata,CAGL0G08063g,K. lactis,gene:KLLA0_C17622g,Cluster3805
K. lactis,gene:KLLA0_E04027g,C. glabrata,CAGL0I10450g,Cluster3806
C. glabrata,CAGL0K01991g,K. lactis,gene:KLLA0_F12562g,Cluster3807
K. lactis,gene:KLLA0_E22507g,C. glabrata,CAGL0I01628g,Cluster3808
K. lactis,gene:KLLA0_F24288g,C. glabrata,CAGL0L04180g,Cluster381
C. glabrata,CAGL0L12606g,K. lactis,gene:KLLA0_D11858g,Cluster382
C. glabrata,CAGL0L11484g,K. lactis,gene:KLLA0_B04664g,Cluster3820
K. lactis,gene:KLLA0_B04664g,C. glabrata,CAGL0M00638g,Cluster3820
C. glabrata,CAGL0M02981g,K. lactis,gene:KLLA0_D01573g,Cluster3823
K. lactis,gene:KLLA0_D03212g,C. glabrata,CAGL0H03531g,Cluster3824
K. lactis,gene:KLLA0_E06183g,C. glabrata,CAGL0M09207g,Cluster3825
K. lactis,gene:KLLA0_C15411g,C. glabrata,CAGL0J09592g,Cluster3826
K. lactis,gene:KLLA0_F05984g,C. glabrata,CAGL0L10824g,Cluster3827
C. glabrata,CAGL0M11286g,K. lactis,gene:KLLA0_B08283g,Cluster3828
C. glabrata,CAGL0J09834g,K. lactis,gene:KLLA0_B08844g,Cluster3829
K. lactis,gene:KLLA0_D07073g,C. glabrata,CAGL0J04114g,Cluster383
K. lactis,gene:KLLA0_E19977g,C. glabrata,CAGL0A04301g,Cluster3830
K. lactis,gene:KLLA0_E19977g,C. glabrata,CAGL0I05038g,Cluster3830
K. lactis,gene:KLLA0_D03234g,C. glabrata,CAGL0H03509g,Cluster3831
