species1,gene1,species2,gene2,cluster_id
S. cerevisiae,gene-YOR238W,C. glabrata,CAGL0J03938g,Cluster2331
C. glabrata,CAGL0H01617g,S. cerevisiae,gene-YDR524C,Cluster2332
S. cerevisiae,gene-YNL078W,C. glabrata,CAGL0J10318g,Cluster2336
C. glabrata,CAGL0F04235g,S. cerevisiae,gene-YBL031W,Cluster2337
S. cerevisiae,gene-YDR062W,C. glabrata,CAGL0G05071g,Cluster2348
S. cerevisiae,gene-YDR061W,C. glabrata,CAGL0G05093g,Cluster2349
C. glabrata,CAGL0G05225g,S. cerevisiae,gene-YDR068W,Cluster2350
C. glabrata,CAGL0D04004g,S. cerevisiae,gene-YGR017W,Cluster2351
S. cerevisiae,gene-YDL208W,C. glabrata,CAGL0J09614g,Cluster2352
C. glabrata,CAGL0M12859g,S. cerevisiae,gene-YIL075C,Cluster2353
C. glabrata,CAGL0D00352g,S. cerevisiae,gene-YKL188C,Cluster2354
S. cerevisiae,gene-YPL117C,C. glabrata,CAGL0J06952g,Cluster2356
C. glabrata,CAGL0M02343g,S. cerevisiae,gene-YPL149W,Cluster2357
C. glabrata,CAGL0L02563g,S. cerevisiae,gene-YKR100C,Cluster236
C. glabrata,CAGL0K12408g,S. cerevisiae,gene-YFL025C,Cluster2360
S. cerevisiae,gene-YPR118W,C. glabrata,CAGL0D04576g,Cluster2361
S. cerevisiae,gene-YHR121W,C. glabrata,CAGL0L13024g,Cluster2363
S. cerevisiae,gene-YML010W,C. glabrata,CAGL0H04697g,Cluster2364
C. glabrata,CAGL0J07150g,S. cerevisiae,gene-YOR363C,Cluster2366
S. cerevisiae,gene-YLR130C,C. glabrata,CAGL0M04301g,Cluster2367
C. glabrata,CAGL0I06831g,S. cerevisiae,gene-YER141W,Cluster2376
C. glabrata,CAGL0I00814g,S. cerevisiae,gene-YDL081C,Cluster2377
C. glabrata,CAGL0L11946g,S. cerevisiae,gene-YER172C,Cluster2380
C. glabrata,CAGL0L00473g,S. cerevisiae,gene-YMR187C,Cluster2383
C. glabrata,CAGL0G04675g,S. cerevisiae,gene-YDR494W,Cluster2388
S. cerevisiae,gene-YMR243C,C. glabrata,CAGL0K07392g,Cluster240
S. cerevisiae,gene-YLR016C,C. glabrata,CAGL0D02970g,Cluster2402
S. cerevisiae,gene-YDL130W-A,C. glabrata,CAGL0J06380g,Cluster241
S. cerevisiae,gene-YDL130W-A,C. glabrata,CAGL0J09262g,Cluster241
S. cerevisiae,gene-YDL181W,C. glabrata,CAGL0J06380g,Cluster241
S. cerevisiae,gene-YDL181W,C. glabrata,CAGL0J09262g,Cluster241
S. cerevisiae,gene-YOR138C,C. glabrata,CAGL0I07205g,Cluster2427
C. glabrata,CAGL0H07733g,S. cerevisiae,gene-YGL243W,Cluster2428
S. cerevisiae,gene-YHR189W,C. glabrata,CAGL0M07073g,Cluster2430
C. glabrata,CAGL0A04191g,S. cerevisiae,gene-YER019C-A,Cluster2431
C. glabrata,CAGL0A04191g,S. cerevisiae,gene-YER087C-B,Cluster2431
S. cerevisiae,gene-YER019C-A,C. glabrata,CAGL0I05098g,Cluster2431
C. glabrata,CAGL0I05098g,S. cerevisiae,gene-YER087C-B,Cluster2431
S. cerevisiae,gene-YJL194W,C. glabrata,CAGL0K00605g,Cluster2432
S. cerevisiae,gene-YDL167C,C. glabrata,CAGL0I03344g,Cluster2434
S. cerevisiae,gene-YAL036C,C. glabrata,CAGL0M12122g,Cluster2436
S. cerevisiae,gene-YJR016C,C. glabrata,CAGL0B03993g,Cluster2437
C. glabrata,CAGL0K00385g,S. cerevisiae,gene-YKL208W,Cluster2439
C. glabrata,CAGL0K05005g,S. cerevisiae,gene-YNL219C,Cluster2452
C. glabrata,CAGL0K04961g,S. cerevisiae,gene-YDL235C,Cluster2453
C. glabrata,CAGL0H09746g,S. cerevisiae,gene-YER005W,Cluster2454
S. cerevisiae,gene-YER008C,C. glabrata,CAGL0H09680g,Cluster2455
S. cerevisiae,gene-YML105C,C. glabrata,CAGL0J06578g,Cluster2456
C. glabrata,CAGL0J03652g,S. cerevisiae,gene-YPL160W,Cluster2457
C. glabrata,CAGL0F05797g,S. cerevisiae,gene-YDR180W,Cluster2458
C. glabrata,CAGL0H07293g,S. cerevisiae,gene-YDR314C,Cluster2459
S. cerevisiae,gene-YDR100W,C. glabrata,CAGL0L06292g,Cluster2460
C. glabrata,CAGL0M00836g,S. cerevisiae,gene-YLR440C,Cluster2461
S. cerevisiae,gene-YJL019W,C. glabrata,CAGL0G06864g,Cluster2462
S. cerevisiae,gene-YJR075W,C. glabrata,CAGL0F00297g,Cluster2463
S. cerevisiae,gene-YBR159W,C. glabrata,CAGL0H07513g,Cluster2465
S. cerevisiae,gene-YLL053C,C. glabrata,CAGL0D00154g,Cluster2466
S. cerevisiae,gene-YLL053C,C. glabrata,CAGL0A01221g,Cluster2466
C. glabrata,CAGL0D00154g,S. cerevisiae,gene-YPR192W,Cluster2466
S. cerevisiae,gene-YPR192W,C. glabrata,CAGL0A01221g,Cluster2466
C. glabrata,CAGL0L07304g,S. cerevisiae,gene-YDL100C,Cluster2468
C. glabrata,CAGL0G01947g,S. cerevisiae,gene-YKR071C,Cluster2469
S. cerevisiae,gene-YGL038C,C. glabrata,CAGL0A01738g,Cluster2470
C. glabrata,CAGL0M11236g,S. cerevisiae,gene-YMR225C,Cluster2471
S. cerevisiae,gene-YHR187W,C. glabrata,CAGL0M13431g,Cluster2472
C. glabrata,CAGL0D05962g,S. cerevisiae,gene-YGR174C,Cluster2487
C. glabrata,CAGL0I03190g,S. cerevisiae,gene-YEL024W,Cluster2488
S. cerevisiae,gene-YDL008W,C. glabrata,CAGL0I04576g,Cluster2489
C. glabrata,CAGL0B04631g,S. cerevisiae,gene-YOR109W,Cluster249
C. glabrata,CAGL0A03432g,S. cerevisiae,gene-YLR032W,Cluster2490
S. cerevisiae,gene-YKR083C,C. glabrata,CAGL0G02233g,Cluster2491
S. cerevisiae,gene-YBR287W,C. glabrata,CAGL0G07601g,Cluster2492
S. cerevisiae,gene-YAL011W,C. glabrata,CAGL0H06391g,Cluster2493
C. glabrata,CAGL0L02189g,S. cerevisiae,gene-YKR008W,Cluster2495
S. cerevisiae,gene-YOL133W,C. glabrata,CAGL0E01567g,Cluster2496
C. glabrata,CAGL0D04488g,S. cerevisiae,gene-YPR116W,Cluster2497
C. glabrata,CAGL0H05445g,S. cerevisiae,gene-YBR196C,Cluster2498
C. glabrata,CAGL0J01221g,S. cerevisiae,gene-YMR097C,Cluster2499
C. glabrata,CAGL0E04642g,S. cerevisiae,gene-YBR080C,Cluster2500
S. cerevisiae,gene-YBR080C,C. glabrata,CAGL0M01782g,Cluster2500
S. cerevisiae,gene-YOR259C,C. glabrata,CAGL0K08910g,Cluster2501
C. glabrata,CAGL0L01485g,S. cerevisiae,gene-YML048W,Cluster2502
S. cerevisiae,gene-YLR397C,C. glabrata,CAGL0C02585g,Cluster2503
C. glabrata,CAGL0J09856g,S. cerevisiae,gene-YBR122C,Cluster2504
C. glabrata,CAGL0M09185g,S. cerevisiae,gene-YJR088C,Cluster2505
C. glabrata,CAGL0G09933g,S. cerevisiae,gene-YPR182W,Cluster2506
S. cerevisiae,gene-YOR002W,C. glabrata,CAGL0E02629g,Cluster2507
S. cerevisiae,gene-YKL110C,C. glabrata,CAGL0K08646g,Cluster2508
C. glabrata,CAGL0M07447g,S. cerevisiae,gene-YMR027W,Cluster2509
C. glabrata,CAGL0M12386g,S. cerevisiae,gene-YIL051C,Cluster251
S. cerevisiae,gene-YJL048C,C. glabrata,CAGL0J04884g,Cluster2512
S. cerevisiae,gene-YER065C,C. glabrata,CAGL0J03058g,Cluster2513
C. glabrata,CAGL0H06281g,S. cerevisiae,gene-YAL016W,Cluster2515
S. cerevisiae,gene-YAL016W,C. glabrata,CAGL0F00957g,Cluster2515
C. glabrata,CAGL0L11374g,S. cerevisiae,gene-YML070W,Cluster2516
C. glabrata,CAGL0L11374g,S. cerevisiae,gene-YFL053W,Cluster2516
S. cerevisiae,gene-YNL257C,C. glabrata,CAGL0J07942g,Cluster2517
C. glabrata,CAGL0G01364g,S. cerevisiae,gene-YPR081C,Cluster2518
C. glabrata,CAGL0G01364g,S. cerevisiae,gene-YBR121C,Cluster2518
C. glabrata,CAGL0D04730g,S. cerevisiae,gene-YPR125W,Cluster2519
S. cerevisiae,gene-YPR074C,C. glabrata,CAGL0D01298g,Cluster2520
C. glabrata,CAGL0M13959g,S. cerevisiae,gene-YMR312W,Cluster2521
C. glabrata,CAGL0B02563g,S. cerevisiae,gene-YML128C,Cluster2522
S. cerevisiae,gene-YBR084W,C. glabrata,CAGL0M01694g,Cluster2523
C. glabrata,CAGL0L06490g,S. cerevisiae,gene-YGR231C,Cluster2524
S. cerevisiae,gene-YFR044C,C. glabrata,CAGL0C02035g,Cluster2525
S. cerevisiae,gene-YPL121C,C. glabrata,CAGL0J06864g,Cluster2526
C. glabrata,CAGL0G06666g,S. cerevisiae,gene-YNL102W,Cluster2527
S. cerevisiae,gene-YNL243W,C. glabrata,CAGL0J07656g,Cluster2528
C. glabrata,CAGL0K05489g,S. cerevisiae,gene-YOR075W,Cluster2529
S. cerevisiae,gene-YNL163C,C. glabrata,CAGL0J06094g,Cluster2530
S. cerevisiae,gene-YDR164C,C. glabrata,CAGL0E01001g,Cluster2531
S. cerevisiae,gene-YPL001W,C. glabrata,CAGL0L09042g,Cluster2532
S. cerevisiae,gene-YGL201C,C. glabrata,CAGL0J06424g,Cluster2533
C. glabrata,CAGL0E02651g,S. cerevisiae,gene-YOR003W,Cluster2536
C. glabrata,CAGL0A01826g,S. cerevisiae,gene-YHR096C,Cluster2540
C. glabrata,CAGL0M12034g,S. cerevisiae,gene-YAL038W,Cluster2541
S. cerevisiae,gene-YLR343W,C. glabrata,CAGL0G01056g,Cluster2542
S. cerevisiae,gene-YDR506C,C. glabrata,CAGL0J08481g,Cluster2546
C. glabrata,CAGL0A01782g,S. cerevisiae,gene-YLR081W,Cluster2548
C. glabrata,CAGL0C01771g,S. cerevisiae,gene-YBR241C,Cluster2560
C. glabrata,CAGL0F04829g,S. cerevisiae,gene-YPR154W,Cluster2563
S. cerevisiae,gene-YLR330W,C. glabrata,CAGL0G00814g,Cluster2566
S. cerevisiae,gene-YGR204W,C. glabrata,CAGL0K00913g,Cluster2571
C. glabrata,CAGL0L11616g,S. cerevisiae,gene-YOR118W,Cluster2577
C. glabrata,CAGL0L06468g,S. cerevisiae,gene-YDR131C,Cluster2578
S. cerevisiae,gene-YLR456W,C. glabrata,CAGL0H00286g,Cluster258
S. cerevisiae,gene-YDR444W,C. glabrata,CAGL0M10043g,Cluster2581
C. glabrata,CAGL0I07909g,S. cerevisiae,gene-YOL081W,Cluster2582
C. glabrata,CAGL0M11594g,S. cerevisiae,gene-YLR105C,Cluster2583
S. cerevisiae,gene-YER171W,C. glabrata,CAGL0L11924g,Cluster2584
S. cerevisiae,gene-YNCM0018C,C. glabrata,CAGL0A02068r,Cluster2585
C. glabrata,CAGL0A02068r,S. cerevisiae,gene-YNCP0022W,Cluster2585
S. cerevisiae,gene-YOR326W,C. glabrata,CAGL0F00671g,Cluster2587
C. glabrata,CAGL0E04950g,S. cerevisiae,gene-YGL144C,Cluster2588
C. glabrata,CAGL0E04950g,S. cerevisiae,gene-YDL109C,Cluster2588
S. cerevisiae,gene-YOR114W,C. glabrata,CAGL0I02794g,Cluster2590
S. cerevisiae,gene-YMR257C,C. glabrata,CAGL0H02475g,Cluster2592
C. glabrata,CAGL0J03883r,S. cerevisiae,gene-YNCO0025W,Cluster2597
C. glabrata,CAGL0J07634g,S. cerevisiae,gene-YNL242W,Cluster2599
S. cerevisiae,gene-YKR063C,C. glabrata,CAGL0M05885g,Cluster2600
C. glabrata,CAGL0L08866g,S. cerevisiae,gene-YPL007C,Cluster2601
C. glabrata,CAGL0L12276g,S. cerevisiae,gene-YLR090W,Cluster2604
S. cerevisiae,gene-YMR237W,C. glabrata,CAGL0M05027g,Cluster2607
S. cerevisiae,gene-YDR313C,C. glabrata,CAGL0H07315g,Cluster261
S. cerevisiae,gene-YLR190W,C. glabrata,CAGL0A04169g,Cluster2611
C. glabrata,CAGL0A02277g,S. cerevisiae,gene-YCL049C,Cluster2617
S. cerevisiae,gene-YER025W,C. glabrata,CAGL0I08327g,Cluster262
C. glabrata,CAGL0I01914g,S. cerevisiae,gene-YHR152W,Cluster2624
C. glabrata,CAGL0I01914g,S. cerevisiae,gene-YGR230W,Cluster2624
S. cerevisiae,gene-YHR152W,C. glabrata,CAGL0L06512g,Cluster2624
C. glabrata,CAGL0L06512g,S. cerevisiae,gene-YGR230W,Cluster2624
C. glabrata,CAGL0B02343g,S. cerevisiae,gene-YML116W,Cluster2625
C. glabrata,CAGL0A01628g,S. cerevisiae,gene-YGL035C,Cluster2626
S. cerevisiae,gene-YDR138W,C. glabrata,CAGL0B01617g,Cluster2628
S. cerevisiae,gene-YPR089W,C. glabrata,CAGL0K08008g,Cluster263
S. cerevisiae,gene-YNL151C,C. glabrata,CAGL0J05698g,Cluster2632
C. glabrata,CAGL0F04389g,S. cerevisiae,gene-YBL037W,Cluster2633
S. cerevisiae,gene-YER169W,C. glabrata,CAGL0L11880g,Cluster2636
C. glabrata,CAGL0I03168g,S. cerevisiae,gene-YEL023C,Cluster264
S. cerevisiae,gene-YNL158W,C. glabrata,CAGL0J05896g,Cluster2641
C. glabrata,CAGL0I08547g,S. cerevisiae,gene-YER156C,Cluster2642
C. glabrata,CAGL0L04532g,S. cerevisiae,gene-YOR168W,Cluster2645
C. glabrata,CAGL0I08525g,S. cerevisiae,gene-YPR168W,Cluster2646
C. glabrata,CAGL0I04048g,S. cerevisiae,gene-YLR377C,Cluster2647
S. cerevisiae,gene-YLR377C,C. glabrata,CAGL0H04939g,Cluster2647
S. cerevisiae,gene-YIL146C,C. glabrata,CAGL0H06545g,Cluster2648
C. glabrata,CAGL0M00594g,S. cerevisiae,gene-YJR127C,Cluster2649
C. glabrata,CAGL0H07755g,S. cerevisiae,gene-YGL242C,Cluster265
S. cerevisiae,gene-YEL036C,C. glabrata,CAGL0L01331g,Cluster2650
C. glabrata,CAGL0I10648g,S. cerevisiae,gene-YPR145W,Cluster2651
C. glabrata,CAGL0G02937g,S. cerevisiae,gene-YDL080C,Cluster2657
S. cerevisiae,gene-YGR135W,C. glabrata,CAGL0I10406g,Cluster266
C. glabrata,CAGL0F06171g,S. cerevisiae,gene-YMR047C,Cluster2663
C. glabrata,CAGL0F05753g,S. cerevisiae,gene-YDR182W,Cluster2669
C. glabrata,CAGL0J03916g,S. cerevisiae,gene-YOR237W,Cluster2671
C. glabrata,CAGL0J03916g,S. cerevisiae,gene-YPL145C,Cluster2671
S. cerevisiae,gene-YOR237W,C. glabrata,CAGL0M02431g,Cluster2671
S. cerevisiae,gene-YPL145C,C. glabrata,CAGL0M02431g,Cluster2671
S. cerevisiae,gene-YPL122C,C. glabrata,CAGL0J06842g,Cluster2672
C. glabrata,CAGL0G09449g,S. cerevisiae,gene-YGR189C,Cluster2673
C. glabrata,CAGL0B04565g,S. cerevisiae,gene-YOR099W,Cluster2674
S. cerevisiae,gene-YIL069C,C. glabrata,CAGL0J03234g,Cluster2676
C. glabrata,CAGL0J03234g,S. cerevisiae,gene-YER074W,Cluster2676
C. glabrata,CAGL0C02189g,S. cerevisiae,gene-YER043C,Cluster2677
C. glabrata,CAGL0H04081g,S. cerevisiae,gene-YML126C,Cluster268
S. cerevisiae,gene-YIL160C,C. glabrata,CAGL0H06787g,Cluster2684
S. cerevisiae,gene-YLR304C,C. glabrata,CAGL0D06424g,Cluster2687
S. cerevisiae,gene-YMR146C,C. glabrata,CAGL0L06952g,Cluster2688
C. glabrata,CAGL0J10428g,S. cerevisiae,gene-YKL092C,Cluster2689
S. cerevisiae,gene-YLR055C,C. glabrata,CAGL0F01837g,Cluster269
S. cerevisiae,gene-YDR339C,C. glabrata,CAGL0M01056g,Cluster2690
C. glabrata,CAGL0M02035g,S. cerevisiae,gene-YPL167C,Cluster2691
C. glabrata,CAGL0H01287g,S. cerevisiae,gene-YDR293C,Cluster2692
S. cerevisiae,gene-YNL021W,C. glabrata,CAGL0J03454g,Cluster2693
C. glabrata,CAGL0I07117g,S. cerevisiae,gene-YOR143C,Cluster2694
S. cerevisiae,gene-YPR049C,C. glabrata,CAGL0H08558g,Cluster2695
C. glabrata,CAGL0K08206g,S. cerevisiae,gene-YGL140C,Cluster2696
S. cerevisiae,gene-YPL146C,C. glabrata,CAGL0M02409g,Cluster2697
S. cerevisiae,gene-YAL009W,C. glabrata,CAGL0C02717g,Cluster2698
S. cerevisiae,gene-YIR011C,C. glabrata,CAGL0L09625g,Cluster2699
S. cerevisiae,gene-YDR076W,C. glabrata,CAGL0K10186g,Cluster2702
S. cerevisiae,gene-YER153C,C. glabrata,CAGL0I06556g,Cluster2703
C. glabrata,CAGL0F08151g,S. cerevisiae,gene-YGR246C,Cluster271
S. cerevisiae,gene-YOL023W,C. glabrata,CAGL0A01980g,Cluster2710
S. cerevisiae,gene-YCL004W,C. glabrata,CAGL0B04741g,Cluster2712
C. glabrata,CAGL0C03069g,S. cerevisiae,gene-YER026C,Cluster2713
C. glabrata,CAGL0M05577g,S. cerevisiae,gene-YBR163W,Cluster2714
C. glabrata,CAGL0C02695g,S. cerevisiae,gene-YAL010C,Cluster2715
C. glabrata,CAGL0H03883g,S. cerevisiae,gene-YNL005C,Cluster2716
S. cerevisiae,gene-YJR132W,C. glabrata,CAGL0M00506g,Cluster2717
S. cerevisiae,gene-YPR108W,C. glabrata,CAGL0G01672g,Cluster2718
C. glabrata,CAGL0J11836g,S. cerevisiae,gene-YML042W,Cluster2719
S. cerevisiae,gene-YGL012W,C. glabrata,CAGL0A00429g,Cluster272
C. glabrata,CAGL0J04708g,S. cerevisiae,gene-YLR424W,Cluster2722
C. glabrata,CAGL0C00209g,S. cerevisiae,gene-YCR104W,Cluster2729
S. cerevisiae,gene-YBR255W,C. glabrata,CAGL0D05324g,Cluster2732
C. glabrata,CAGL0K12452g,S. cerevisiae,gene-YFL027C,Cluster2733
C. glabrata,CAGL0F06391g,S. cerevisiae,gene-YMR055C,Cluster2734
S. cerevisiae,gene-YIL041W,C. glabrata,CAGL0L00891g,Cluster2736
C. glabrata,CAGL0I05632g,S. cerevisiae,gene-YNR013C,Cluster2737
C. glabrata,CAGL0F02387g,S. cerevisiae,gene-YCR037C,Cluster2738
C. glabrata,CAGL0F02387g,S. cerevisiae,gene-YJL198W,Cluster2738
C. glabrata,CAGL0B01947g,S. cerevisiae,gene-YDR123C,Cluster2740
C. glabrata,CAGL0J06116g,S. cerevisiae,gene-YNL164C,Cluster2749
C. glabrata,CAGL0K04807g,S. cerevisiae,gene-YNL212W,Cluster2751
S. cerevisiae,gene-YGR061C,C. glabrata,CAGL0K04499g,Cluster2753
C. glabrata,CAGL0K04785g,S. cerevisiae,gene-YNL211C,Cluster2754
C. glabrata,CAGL0B03905g,S. cerevisiae,gene-YJR013W,Cluster2755
C. glabrata,CAGL0D05478g,S. cerevisiae,gene-YGR186W,Cluster2756
S. cerevisiae,gene-YER105C,C. glabrata,CAGL0G03355g,Cluster2757
S. cerevisiae,gene-YBL079W,C. glabrata,CAGL0G03355g,Cluster2757
S. cerevisiae,gene-YKL029C,C. glabrata,CAGL0L02035g,Cluster2759
C. glabrata,CAGL0M13453g,S. cerevisiae,gene-YHR188C,Cluster2762
C. glabrata,CAGL0I05984g,S. cerevisiae,gene-YJL147C,Cluster2763
C. glabrata,CAGL0F01969g,S. cerevisiae,gene-YLR049C,Cluster2764
S. cerevisiae,gene-YPR171W,C. glabrata,CAGL0I06446g,Cluster2770
C. glabrata,CAGL0L12122g,S. cerevisiae,gene-YER180C,Cluster2771
S. cerevisiae,gene-YOL086W-A,C. glabrata,CAGL0I07837g,Cluster2804
C. glabrata,CAGL0F03531g,S. cerevisiae,gene-YPL169C,Cluster2805
C. glabrata,CAGL0H01606g,S. cerevisiae,gene-YDR525W-A,Cluster2806
C. glabrata,CAGL0K03179g,S. cerevisiae,gene-YHL017W,Cluster2807
C. glabrata,CAGL0M08552g,S. cerevisiae,gene-YDR276C,Cluster2808
C. glabrata,CAGL0J09416g,S. cerevisiae,gene-YDL123W,Cluster2809
S. cerevisiae,gene-YGR217W,C. glabrata,CAGL0B02211g,Cluster2811
S. cerevisiae,gene-YOL061W,C. glabrata,CAGL0C05181g,Cluster2812
S. cerevisiae,gene-YML103C,C. glabrata,CAGL0J06534g,Cluster2813
S. cerevisiae,gene-YDR070C,C. glabrata,CAGL0G05269g,Cluster2815
C. glabrata,CAGL0L02409g,S. cerevisiae,gene-YEL005C,Cluster2816
S. cerevisiae,gene-YGR222W,C. glabrata,CAGL0B02123g,Cluster2820
S. cerevisiae,gene-YHL006C,C. glabrata,CAGL0K02695g,Cluster2821
S. cerevisiae,gene-YER147C,C. glabrata,CAGL0I06710g,Cluster2823
C. glabrata,CAGL0G05329g,S. cerevisiae,gene-YDR073W,Cluster2824
S. cerevisiae,gene-YOR346W,C. glabrata,CAGL0E05588g,Cluster2825
S. cerevisiae,gene-YFL023W,C. glabrata,CAGL0K07700g,Cluster2826
C. glabrata,CAGL0G01606g,S. cerevisiae,gene-YNL040W,Cluster2827
S. cerevisiae,gene-YNL206C,C. glabrata,CAGL0H08041g,Cluster2828
S. cerevisiae,gene-YPL226W,C. glabrata,CAGL0D03674g,Cluster2829
S. cerevisiae,gene-YPR094W,C. glabrata,CAGL0K08074g,Cluster2830
S. cerevisiae,gene-YMR071C,C. glabrata,CAGL0K03025g,Cluster2831
S. cerevisiae,gene-YIL079C,C. glabrata,CAGL0J09460g,Cluster2832
S. cerevisiae,gene-YIL079C,C. glabrata,CAGL0J03388g,Cluster2832
S. cerevisiae,gene-YDL175C,C. glabrata,CAGL0J09460g,Cluster2832
S. cerevisiae,gene-YDL175C,C. glabrata,CAGL0J03388g,Cluster2832
S. cerevisiae,gene-YKL185W,C. glabrata,CAGL0D00462g,Cluster2833
S. cerevisiae,gene-YOR303W,C. glabrata,CAGL0I09592g,Cluster2834
S. cerevisiae,gene-YOR184W,C. glabrata,CAGL0G09691g,Cluster2836
C. glabrata,CAGL0G02849g,S. cerevisiae,gene-YPL186C,Cluster2845
C. glabrata,CAGL0I01474g,S. cerevisiae,gene-YJR046W,Cluster2849
S. cerevisiae,gene-YIL143C,C. glabrata,CAGL0L08250g,Cluster285
C. glabrata,CAGL0J06358g,S. cerevisiae,gene-YDL180W,Cluster2850
S. cerevisiae,gene-YIL099W,C. glabrata,CAGL0G02717g,Cluster2859
C. glabrata,CAGL0M05159g,S. cerevisiae,gene-YMR239C,Cluster286
C. glabrata,CAGL0L08228g,S. cerevisiae,gene-YCR036W,Cluster2860
C. glabrata,CAGL0B01353g,S. cerevisiae,gene-YOL148C,Cluster2861
S. cerevisiae,gene-YIR037W,C. glabrata,CAGL0I00264g,Cluster2862
C. glabrata,CAGL0B03179g,S. cerevisiae,gene-YKR010C,Cluster2864
S. cerevisiae,gene-YOR354C,C. glabrata,CAGL0D02310g,Cluster2869
C. glabrata,CAGL0H01375g,S. cerevisiae,gene-YDR297W,Cluster287
C. glabrata,CAGL0F06787g,S. cerevisiae,gene-YIR025W,Cluster2870
S. cerevisiae,gene-YKL204W,C. glabrata,CAGL0K00495g,Cluster2872
C. glabrata,CAGL0I03828g,S. cerevisiae,gene-YDL140C,Cluster288
S. cerevisiae,gene-YGL106W,C. glabrata,CAGL0F07491g,Cluster2885
C. glabrata,CAGL0K08954g,S. cerevisiae,gene-YOR257W,Cluster2886
C. glabrata,CAGL0I05544g,S. cerevisiae,gene-YER095W,Cluster2887
C. glabrata,CAGL0L12100g,S. cerevisiae,gene-YER179W,Cluster2888
C. glabrata,CAGL0H08800g,S. cerevisiae,gene-YPL225W,Cluster2889
C. glabrata,CAGL0I01342g,S. cerevisiae,gene-YEL046C,Cluster289
C. glabrata,CAGL0J07392g,S. cerevisiae,gene-YNL229C,Cluster2890
S. cerevisiae,gene-YBR078W,C. glabrata,CAGL0M01826g,Cluster2891
S. cerevisiae,gene-YBR207W,C. glabrata,CAGL0M05511g,Cluster2892
C. glabrata,CAGL0I06743g,S. cerevisiae,gene-YER145C,Cluster2893
S. cerevisiae,gene-YDR004W,C. glabrata,CAGL0M10373g,Cluster2894
S. cerevisiae,gene-YNL026W,C. glabrata,CAGL0M06853g,Cluster2895
C. glabrata,CAGL0I02618r,S. cerevisiae,gene-YNCF0007W,Cluster2896
S. cerevisiae,gene-YNCF0007W,C. glabrata,CAGL0K10538r,Cluster2896
S. cerevisiae,gene-YPR066W,C. glabrata,CAGL0D01518g,Cluster290
S. cerevisiae,gene-YNR009W,C. glabrata,CAGL0I05764g,Cluster2900
C. glabrata,CAGL0F05621g,S. cerevisiae,gene-YDR191W,Cluster2907
S. cerevisiae,gene-YOL147C,C. glabrata,CAGL0D02618g,Cluster2909
C. glabrata,CAGL0L11660g,S. cerevisiae,gene-YOR116C,Cluster291
S. cerevisiae,gene-YPL049C,C. glabrata,CAGL0L12782g,Cluster2914
S. cerevisiae,gene-YNL187W,C. glabrata,CAGL0J11396g,Cluster2917
C. glabrata,CAGL0J04928g,S. cerevisiae,gene-YJL050W,Cluster292
C. glabrata,CAGL0E00605g,S. cerevisiae,gene-YCR082W,Cluster2920
S. cerevisiae,gene-YDR037W,C. glabrata,CAGL0K12012g,Cluster2921
S. cerevisiae,gene-YNL073W,C. glabrata,CAGL0J10230g,Cluster2922
C. glabrata,CAGL0E03674g,S. cerevisiae,gene-YLL028W,Cluster2924
C. glabrata,CAGL0G03927g,S. cerevisiae,gene-YLL028W,Cluster2924
S. cerevisiae,gene-YBL042C,C. glabrata,CAGL0F04499g,Cluster2926
S. cerevisiae,gene-YNL244C,C. glabrata,CAGL0J07678g,Cluster2927
C. glabrata,CAGL0J10890g,S. cerevisiae,gene-YHR066W,Cluster2929
S. cerevisiae,gene-YLR398C,C. glabrata,CAGL0C02563g,Cluster293
S. cerevisiae,gene-YOR159C,C. glabrata,CAGL0L04350g,Cluster2931
C. glabrata,CAGL0I08195g,S. cerevisiae,gene-YER020W,Cluster294
S. cerevisiae,gene-YLR354C,C. glabrata,CAGL0B03069g,Cluster2945
S. cerevisiae,gene-YDR429C,C. glabrata,CAGL0H04675g,Cluster2946
C. glabrata,CAGL0E05258g,S. cerevisiae,gene-YAL030W,Cluster2947
C. glabrata,CAGL0J06050g,S. cerevisiae,gene-YNL160W,Cluster2951
S. cerevisiae,gene-YHR139C,C. glabrata,CAGL0G05984g,Cluster2953
C. glabrata,CAGL0K03597g,S. cerevisiae,gene-YMR115W,Cluster2957
S. cerevisiae,gene-YGL079W,C. glabrata,CAGL0H03355g,Cluster2959
S. cerevisiae,gene-YOL057W,C. glabrata,CAGL0C05093g,Cluster296
C. glabrata,CAGL0F07733g,S. cerevisiae,gene-YMR167W,Cluster2960
S. cerevisiae,gene-YOL065C,C. glabrata,CAGL0C05269g,Cluster2961
S. cerevisiae,gene-YPL191C,C. glabrata,CAGL0G09251g,Cluster2962
S. cerevisiae,gene-YKR007W,C. glabrata,CAGL0L02211g,Cluster2964
C. glabrata,CAGL0H03971g,S. cerevisiae,gene-YCR004C,Cluster2966
S. cerevisiae,gene-YCR004C,C. glabrata,CAGL0B03685g,Cluster2966
C. glabrata,CAGL0H07023g,S. cerevisiae,gene-YDR322C-A,Cluster2969
C. glabrata,CAGL0I06644g,S. cerevisiae,gene-YDR077W,Cluster2970
C. glabrata,CAGL0C00429g,S. cerevisiae,gene-YLR093C,Cluster2971
S. cerevisiae,gene-YNCH0009C,C. glabrata,CAGL0F06281r,Cluster2972
