species1,gene1,species2,gene2,cluster_id
C. albicans,orf19.3822,K. lactis,gene:KLLA0_D01639g,Cluster2984
C. albicans,orf19.580,K. lactis,gene:KLLA0_C02827g,Cluster2985
C. albicans,orf19.1622,K. lactis,gene:KLLA0_D13244g,Cluster2986
K. lactis,gene:KLLA0_A02761g,C. albicans,orf19.2930,Cluster2987
C. albicans,orf19.6773,K. lactis,gene:KLLA0_E00727g,Cluster2988
C. albicans,orf19.239,K. lactis,gene:KLLA0_F04521g,Cluster2990
K. lactis,gene:KLLA0_B08327g,C. albicans,orf19.1526,Cluster2991
C. albicans,orf19.3407,K. lactis,gene:KLLA0_C08756g,Cluster2993
C. albicans,orf19.2105,K. lactis,gene:KLLA0_C18260g,Cluster2994
K. lactis,gene:KLLA0_F06710g,C. albicans,orf19.4437,Cluster2995
K. lactis,gene:KLLA0_F24838g,C. albicans,orf19.7401,Cluster2996
K. lactis,gene:KLLA0_E08999g,C. albicans,orf19.1734,Cluster2997
C. albicans,orf19.7572,K. lactis,gene:KLLA0_E12585g,Cluster2998
C. albicans,orf19.5660,K. lactis,gene:KLLA0_E16677g,Cluster2999
K. lactis,gene:KLLA0_D02552g,C. albicans,orf19.5676,Cluster3000
C. albicans,orf19.3097,K. lactis,gene:KLLA0_F12001g,Cluster3020
K. lactis,gene:KLLA0_F07161g,C. albicans,orf19.5046,Cluster3021
K. lactis,gene:KLLA0_F24904g,C. albicans,orf19.5903,Cluster3022
K. lactis,gene:KLLA0_C05764g,C. albicans,orf19.789,Cluster3024
C. albicans,orf19.5610,K. lactis,gene:KLLA0_F14366g,Cluster3026
C. albicans,orf19.3964,K. lactis,gene:KLLA0_C10945g,Cluster3028
K. lactis,gene:KLLA0_F17138g,C. albicans,orf19.3806,Cluster3030
C. albicans,orf19.676,K. lactis,gene:KLLA0_B11550g,Cluster3031
K. lactis,gene:KLLA0_B09504g,C. albicans,orf19.6811,Cluster3033
C. albicans,orf19.3758,K. lactis,gene:KLLA0_F11935g,Cluster3034
K. lactis,gene:KLLA0_F20295g,C. albicans,orf19.4228,Cluster3035
K. lactis,gene:KLLA0_F10131g,C. albicans,orf19.6480,Cluster3036
C. albicans,orf19.4229,K. lactis,gene:KLLA0_F20273g,Cluster3037
C. albicans,orf19.1680,K. lactis,gene:KLLA0_F05401g,Cluster3038
K. lactis,gene:KLLA0_A05797g,C. albicans,orf19.145,Cluster3039
C. albicans,orf19.2772,K. lactis,gene:KLLA0_F00858g,Cluster3040
K. lactis,gene:KLLA0_D05731g,C. albicans,orf19.2939,Cluster3052
K. lactis,gene:KLLA0_E13091g,C. albicans,orf19.164,Cluster3053
C. albicans,orf19.2862,K. lactis,gene:KLLA0_B12375g,Cluster3056
C. albicans,orf19.1402,K. lactis,gene:KLLA0_C11451g,Cluster3057
C. albicans,orf19.544,K. lactis,gene:KLLA0_B11792g,Cluster3058
K. lactis,gene:KLLA0_C02783g,C. albicans,orf19.579,Cluster3059
K. lactis,gene:KLLA0_E18657g,C. albicans,orf19.4851,Cluster3068
C. albicans,orf19.6732,K. lactis,gene:KLLA0_A11044g,Cluster3069
K. lactis,gene:KLLA0_C01364g,C. albicans,orf19.3533,Cluster3070
K. lactis,gene:KLLA0_E06403g,C. albicans,orf19.1198,Cluster3071
C. albicans,orf19.412,K. lactis,gene:KLLA0_F02057g,Cluster3072
K. lactis,gene:KLLA0_D05973g,C. albicans,orf19.6510,Cluster3075
K. lactis,gene:KLLA0_B03333g,C. albicans,orf19.5212,Cluster3077
C. albicans,orf19.1701,K. lactis,gene:KLLA0_C13541g,Cluster3078
K. lactis,gene:KLLA0_A06534g,C. albicans,orf19.2492,Cluster308
K. lactis,gene:KLLA0_F14256g,C. albicans,orf19.5970,Cluster309
C. albicans,orf19.3175,K. lactis,gene:KLLA0_C12991g,Cluster3111
C. albicans,orf19.898,K. lactis,gene:KLLA0_F09273g,Cluster3123
C. albicans,orf19.897,K. lactis,gene:KLLA0_F09295g,Cluster3124
K. lactis,gene:KLLA0_B09702g,C. albicans,orf19.5079,Cluster3125
C. albicans,orf19.5963,K. lactis,gene:KLLA0_F05203g,Cluster3127
C. albicans,orf19.6866,K. lactis,gene:KLLA0_C08019g,Cluster3128
C. albicans,orf19.2310,K. lactis,gene:KLLA0_D16049g,Cluster3129
K. lactis,gene:KLLA0_D13420g,C. albicans,orf19.1045,Cluster3130
K. lactis,gene:KLLA0_C02277g,C. albicans,orf19.4142,Cluster3131
K. lactis,gene:KLLA0_E14917g,C. albicans,orf19.192,Cluster3132
C. albicans,orf19.7076,K. lactis,gene:KLLA0_D05016g,Cluster3133
K. lactis,gene:KLLA0_A06083g,C. albicans,orf19.240,Cluster3134
C. albicans,orf19.3370,K. lactis,gene:KLLA0_D08459g,Cluster3149
K. lactis,gene:KLLA0_D08536g,C. albicans,orf19.1352,Cluster3150
C. albicans,orf19.7223,K. lactis,gene:KLLA0_B07161g,Cluster3154
K. lactis,gene:KLLA0_E12541g,C. albicans,orf19.921,Cluster3155
C. albicans,orf19.2876,K. lactis,gene:KLLA0_B13761g,Cluster3157
C. albicans,orf19.2499,K. lactis,gene:KLLA0_E22705g,Cluster3158
C. albicans,orf19.6501,K. lactis,gene:KLLA0_E23035g,Cluster3171
K. lactis,gene:KLLA0_E23035g,C. albicans,orf19.782,Cluster3171
K. lactis,gene:KLLA0_B08800g,C. albicans,orf19.5169,Cluster3173
C. albicans,orf19.1939,K. lactis,gene:KLLA0_E02443g,Cluster3174
K. lactis,gene:KLLA0_A07469g,C. albicans,orf19.3176,Cluster3175
K. lactis,gene:KLLA0_D12628g,C. albicans,orf19.6557,Cluster3176
K. lactis,gene:KLLA0_B13431g,C. albicans,orf19.3234.1,Cluster3177
C. albicans,orf19.6283,K. lactis,gene:KLLA0_F25476g,Cluster3178
C. albicans,orf19.2067,K. lactis,gene:KLLA0_F25476g,Cluster3178
C. albicans,orf19.4191.1,K. lactis,gene:KLLA0_E14697g,Cluster3179
K. lactis,gene:KLLA0_F19624g,C. albicans,orf19.6958,Cluster3181
C. albicans,orf19.4363,K. lactis,gene:KLLA0_B06116g,Cluster3182
C. albicans,orf19.2699,K. lactis,gene:KLLA0_F10175g,Cluster3183
K. lactis,gene:KLLA0_E23365g,C. albicans,orf19.4645,Cluster3184
C. albicans,orf19.2407,K. lactis,gene:KLLA0_D03839g,Cluster3185
K. lactis,gene:KLLA0_E09043g,C. albicans,orf19.6240,Cluster3186
K. lactis,gene:KLLA0_A04983g,C. albicans,orf19.1474,Cluster3187
C. albicans,orf19.177,K. lactis,gene:KLLA0_D16874g,Cluster3188
C. albicans,orf19.6242,K. lactis,gene:KLLA0_F14575g,Cluster3189
K. lactis,gene:KLLA0_F14575g,C. albicans,orf19.2791,Cluster3189
K. lactis,gene:KLLA0_C04279g,C. albicans,orf19.3556,Cluster3192
C. albicans,orf19.5825.1,K. lactis,gene:KLLA0_C07744g,Cluster3193
K. lactis,gene:KLLA0_E05941g,C. albicans,orf19.3942.1,Cluster321
C. albicans,orf19.2005,K. lactis,gene:KLLA0_F04345g,Cluster3211
K. lactis,gene:KLLA0_E16897g,C. albicans,orf19.882,Cluster322
C. albicans,orf19.3974,K. lactis,gene:KLLA0_C10549g,Cluster3224
K. lactis,gene:KLLA0_A09713g,C. albicans,orf19.5911,Cluster3225
C. albicans,orf19.3553,K. lactis,gene:KLLA0_A07931g,Cluster323
K. lactis,gene:KLLA0_B12397g,C. albicans,orf19.1195,Cluster3232
K. lactis,gene:KLLA0_D02178g,C. albicans,orf19.6720,Cluster3233
K. lactis,gene:KLLA0_C05104g,C. albicans,orf19.4180,Cluster3235
C. albicans,orf19.4262,K. lactis,gene:KLLA0_E06029g,Cluster324
K. lactis,gene:KLLA0_F06754g,C. albicans,orf19.2186,Cluster3247
C. albicans,orf19.5515,K. lactis,gene:KLLA0_B02112g,Cluster3248
K. lactis,gene:KLLA0_D13640g,C. albicans,orf19.3059,Cluster3249
K. lactis,gene:KLLA0_D08690g,C. albicans,orf19.297,Cluster3250
C. albicans,orf19.4030,K. lactis,gene:KLLA0_B11682g,Cluster3251
K. lactis,gene:KLLA0_E20351g,C. albicans,orf19.2026,Cluster3252
C. albicans,orf19.2029,K. lactis,gene:KLLA0_B12221g,Cluster3253
C. albicans,orf19.7037,K. lactis,gene:KLLA0_B13970g,Cluster3254
C. albicans,orf19.4353,K. lactis,gene:KLLA0_F11000g,Cluster3255
C. albicans,orf19.3051,K. lactis,gene:KLLA0_D15059g,Cluster3256
C. albicans,orf19.3051,K. lactis,gene:KLLA0_D10868g,Cluster3256
C. albicans,orf19.2715,K. lactis,gene:KLLA0_C16379g,Cluster3257
C. albicans,orf19.5368,K. lactis,gene:KLLA0_F11792g,Cluster3258
K. lactis,gene:KLLA0_B07557g,C. albicans,orf19.238,Cluster326
K. lactis,gene:KLLA0_B07557g,C. albicans,orf19.584,Cluster326
C. albicans,orf19.5663,K. lactis,gene:KLLA0_F27049g,Cluster327
K. lactis,gene:KLLA0_E14169g,C. albicans,orf19.7227,Cluster328
K. lactis,gene:KLLA0_A10791g,C. albicans,orf19.6063,Cluster3281
K. lactis,gene:KLLA0_D12584g,C. albicans,orf19.5340,Cluster3282
C. albicans,orf19.1027,K. lactis,gene:KLLA0_C02519g,Cluster330
C. albicans,orf19.3568,K. lactis,gene:KLLA0_B02915g,Cluster3306
K. lactis,gene:KLLA0_E16721g,C. albicans,orf19.4950,Cluster3307
C. albicans,orf19.4753,K. lactis,gene:KLLA0_F03773g,Cluster331
K. lactis,gene:KLLA0_F14773g,C. albicans,orf19.7678,Cluster3310
C. albicans,orf19.6780,K. lactis,gene:KLLA0_C05544g,Cluster3311
K. lactis,gene:KLLA0_C00506g,C. albicans,orf19.661,Cluster3312
K. lactis,gene:KLLA0_A04862g,C. albicans,orf19.2110,Cluster3313
C. albicans,orf19.3810,K. lactis,gene:KLLA0_A07953g,Cluster3314
K. lactis,gene:KLLA0_F22297g,C. albicans,orf19.4979,Cluster3316
C. albicans,orf19.3207,K. lactis,gene:KLLA0_C02233g,Cluster3317
C. albicans,orf19.1960,K. lactis,gene:KLLA0_C13057g,Cluster3318
K. lactis,gene:KLLA0_B02783g,C. albicans,orf19.969,Cluster3319
C. albicans,orf19.5210,K. lactis,gene:KLLA0_F04015g,Cluster332
C. albicans,orf19.4956,K. lactis,gene:KLLA0_E11507g,Cluster3320
K. lactis,gene:KLLA0_B07667g,C. albicans,orf19.6261,Cluster3321
K. lactis,gene:KLLA0_E17491g,C. albicans,orf19.345,Cluster3322
K. lactis,gene:KLLA0_F12628g,C. albicans,orf19.4543,Cluster3323
K. lactis,gene:KLLA0_F03080g,C. albicans,orf19.2710,Cluster3324
K. lactis,gene:KLLA0_D12958g,C. albicans,orf19.6515,Cluster3325
C. albicans,orf19.6328,K. lactis,gene:KLLA0_C01430g,Cluster3326
K. lactis,gene:KLLA0_F10978g,C. albicans,orf19.3809,Cluster3327
C. albicans,orf19.4657,K. lactis,gene:KLLA0_E18613g,Cluster3328
K. lactis,gene:KLLA0_F26026g,C. albicans,orf19.1359,Cluster3329
C. albicans,orf19.6411,K. lactis,gene:KLLA0_E05193g,Cluster3330
C. albicans,orf19.183,K. lactis,gene:KLLA0_F00968g,Cluster3331
C. albicans,orf19.4346,K. lactis,gene:KLLA0_E23915g,Cluster3332
C. albicans,orf19.1639,K. lactis,gene:KLLA0_E14433g,Cluster3333
C. albicans,orf19.6377,K. lactis,gene:KLLA0_B01089g,Cluster3335
C. albicans,orf19.1357,K. lactis,gene:KLLA0_C08283g,Cluster3337
C. albicans,orf19.1800,K. lactis,gene:KLLA0_E03785g,Cluster3339
K. lactis,gene:KLLA0_F26158g,C. albicans,orf19.1167,Cluster3340
K. lactis,gene:KLLA0_F26158g,C. albicans,orf19.6398,Cluster3340
C. albicans,orf19.947,K. lactis,gene:KLLA0_B13365g,Cluster3341
K. lactis,gene:KLLA0_B12265g,C. albicans,orf19.2794,Cluster3343
K. lactis,gene:KLLA0_A02211g,C. albicans,orf19.5789,Cluster3344
C. albicans,orf19.3759,K. lactis,gene:KLLA0_E24355g,Cluster3345
C. albicans,orf19.1325,K. lactis,gene:KLLA0_F23012g,Cluster3346
C. albicans,orf19.945,K. lactis,gene:KLLA0_B13343g,Cluster3347
C. albicans,orf19.946,K. lactis,gene:KLLA0_B13321g,Cluster3348
K. lactis,gene:KLLA0_E07437g,C. albicans,orf19.3459,Cluster3349
K. lactis,gene:KLLA0_C15587g,C. albicans,orf19.2953,Cluster3350
K. lactis,gene:KLLA0_B09790g,C. albicans,orf19.3856,Cluster3351
C. albicans,orf19.6250,K. lactis,gene:KLLA0_B11297g,Cluster3352
C. albicans,orf19.6275,K. lactis,gene:KLLA0_F24618g,Cluster3353
K. lactis,gene:KLLA0_E12145g,C. albicans,orf19.1619,Cluster3354
K. lactis,gene:KLLA0_B02332g,C. albicans,orf19.3474,Cluster3355
C. albicans,orf19.131.2,K. lactis,gene:KLLA0_B08415g,Cluster3357
K. lactis,gene:KLLA0_A03663g,C. albicans,orf19.7041,Cluster3358
C. albicans,orf19.568,K. lactis,gene:KLLA0_C14410g,Cluster3359
C. albicans,orf19.5423,K. lactis,gene:KLLA0_D14289g,Cluster336
C. albicans,orf19.6846,K. lactis,gene:KLLA0_D11990g,Cluster3360
K. lactis,gene:KLLA0_B11385g,C. albicans,orf19.7136,Cluster3361
K. lactis,gene:KLLA0_E06909g,C. albicans,orf19.2852,Cluster3362
C. albicans,orf19.3823,K. lactis,gene:KLLA0_D01683g,Cluster3364
K. lactis,gene:KLLA0_E11287g,C. albicans,orf19.5351,Cluster3365
K. lactis,gene:KLLA0_E04049g,C. albicans,orf19.6928,Cluster3367
C. albicans,orf19.1891,K. lactis,gene:KLLA0_D05929g,Cluster3368
C. albicans,orf19.3836,K. lactis,gene:KLLA0_A08712g,Cluster3369
C. albicans,orf19.3827,K. lactis,gene:KLLA0_A07711g,Cluster3370
K. lactis,gene:KLLA0_A06930g,C. albicans,orf19.6993,Cluster3372
K. lactis,gene:KLLA0_C17204g,C. albicans,orf19.2410,Cluster3374
K. lactis,gene:KLLA0_C05896g,C. albicans,orf19.326,Cluster3375
C. albicans,orf19.880,K. lactis,gene:KLLA0_F22110g,Cluster3376
K. lactis,gene:KLLA0_D13398g,C. albicans,orf19.886,Cluster3377
K. lactis,gene:KLLA0_E09087g,C. albicans,orf19.1298,Cluster3378
C. albicans,orf19.6003,K. lactis,gene:KLLA0_F19492g,Cluster3379
C. albicans,orf19.3259,K. lactis,gene:KLLA0_E18261g,Cluster3380
C. albicans,orf19.3251,K. lactis,gene:KLLA0_E18217g,Cluster3381
C. albicans,orf19.6255,K. lactis,gene:KLLA0_B11253g,Cluster3382
K. lactis,gene:KLLA0_D18458g,C. albicans,orf19.3126,Cluster3383
K. lactis,gene:KLLA0_F26004g,C. albicans,orf19.215,Cluster3386
K. lactis,gene:KLLA0_A00869g,C. albicans,orf19.1229,Cluster3387
K. lactis,gene:KLLA0_A00891g,C. albicans,orf19.1228,Cluster3388
K. lactis,gene:KLLA0_C14300g,C. albicans,orf19.1946,Cluster3389
C. albicans,orf19.2288,K. lactis,gene:KLLA0_B13882g,Cluster3394
K. lactis,gene:KLLA0_E05413g,C. albicans,orf19.5855,Cluster3414
C. albicans,orf19.4761,K. lactis,gene:KLLA0_F14663g,Cluster3417
K. lactis,gene:KLLA0_C03938g,C. albicans,orf19.6980,Cluster3454
K. lactis,gene:KLLA0_B01914g,C. albicans,orf19.2501,Cluster3477
C. albicans,orf19.2785,K. lactis,gene:KLLA0_E18107g,Cluster3478
K. lactis,gene:KLLA0_F17435g,C. albicans,orf19.2090,Cluster3479
C. albicans,orf19.209,K. lactis,gene:KLLA0_C08261g,Cluster3480
K. lactis,gene:KLLA0_D04884g,C. albicans,orf19.3867,Cluster3481
K. lactis,gene:KLLA0_A05456g,C. albicans,orf19.6648,Cluster3482
K. lactis,gene:KLLA0_A08492g,C. albicans,orf19.3065,Cluster3483
K. lactis,gene:KLLA0_F06798g,C. albicans,orf19.2426,Cluster3484
C. albicans,orf19.1555,K. lactis,gene:KLLA0_D16775g,Cluster3485
K. lactis,gene:KLLA0_D09438g,C. albicans,orf19.1040,Cluster3486
K. lactis,gene:KLLA0_A06281g,C. albicans,orf19.3687,Cluster3502
C. albicans,orf19.1355,K. lactis,gene:KLLA0_C08415g,Cluster3507
C. albicans,orf19.606,K. lactis,gene:KLLA0_A02519g,Cluster3509
C. albicans,orf19.2402,K. lactis,gene:KLLA0_D19514g,Cluster3511
C. albicans,orf19.7383,K. lactis,gene:KLLA0_E12849g,Cluster3513
C. albicans,orf19.5682,K. lactis,gene:KLLA0_D08580g,Cluster3515
K. lactis,gene:KLLA0_C17534g,C. albicans,orf19.832,Cluster3516
C. albicans,orf19.6550,K. lactis,gene:KLLA0_D07238g,Cluster3517
C. albicans,orf19.3000,K. lactis,gene:KLLA0_B05016g,Cluster3518
K. lactis,gene:KLLA0_F01639g,C. albicans,orf19.1588,Cluster3519
C. albicans,orf19.5967,K. lactis,gene:KLLA0_F05291g,Cluster3520
C. albicans,orf19.1589,K. lactis,gene:KLLA0_F15180g,Cluster3521
C. albicans,orf19.7015,K. lactis,gene:KLLA0_B05918g,Cluster3522
K. lactis,gene:KLLA0_D09394g,C. albicans,orf19.6094,Cluster3523
C. albicans,orf19.5658,K. lactis,gene:KLLA0_C15477g,Cluster3524
K. lactis,gene:KLLA0_D18964g,C. albicans,orf19.1181,Cluster3531
K. lactis,gene:KLLA0_D03905g,C. albicans,orf19.87,Cluster3537
C. albicans,orf19.5436,K. lactis,gene:KLLA0_E04665g,Cluster3538
K. lactis,gene:KLLA0_B14454g,C. albicans,orf19.4885,Cluster3540
K. lactis,gene:KLLA0_C11935g,C. albicans,orf19.2736,Cluster3541
K. lactis,gene:KLLA0_C11979g,C. albicans,orf19.6828,Cluster3553
C. albicans,orf19.4632,K. lactis,gene:KLLA0_F08657g,Cluster3554
C. albicans,orf19.18,K. lactis,gene:KLLA0_B05511g,Cluster3561
C. albicans,orf19.1282,K. lactis,gene:KLLA0_C15807g,Cluster3563
C. albicans,orf19.5850,K. lactis,gene:KLLA0_F01122g,Cluster3564
C. albicans,orf19.5171,K. lactis,gene:KLLA0_E01343g,Cluster3577
K. lactis,gene:KLLA0_D13156g,C. albicans,orf19.864,Cluster3578
K. lactis,gene:KLLA0_E01937g,C. albicans,orf19.1091,Cluster3589
C. albicans,orf19.2534,K. lactis,gene:KLLA0_E19845g,Cluster3590
C. albicans,orf19.2114,K. lactis,gene:KLLA0_E10935g,Cluster3591
K. lactis,gene:KLLA0_F25828g,C. albicans,orf19.6506,Cluster3592
C. albicans,orf19.2975,K. lactis,gene:KLLA0_F01232g,Cluster3593
K. lactis,gene:KLLA0_E11573g,C. albicans,orf19.6295,Cluster3594
C. albicans,orf19.499,K. lactis,gene:KLLA0_F03355g,Cluster3596
C. albicans,orf19.1630,K. lactis,gene:KLLA0_B01155g,Cluster3597
C. albicans,orf19.589,K. lactis,gene:KLLA0_C13728g,Cluster3598
K. lactis,gene:KLLA0_D02376g,C. albicans,orf19.7216,Cluster3599
C. albicans,orf19.2615,K. lactis,gene:KLLA0_C01991g,Cluster360
K. lactis,gene:KLLA0_A09449g,C. albicans,orf19.4335,Cluster3613
K. lactis,gene:KLLA0_A08382g,C. albicans,orf19.697,Cluster3614
C. albicans,orf19.3208,K. lactis,gene:KLLA0_D11330g,Cluster3616
K. lactis,gene:KLLA0_B00627g,C. albicans,orf19.2621,Cluster3621
C. albicans,orf19.1897,K. lactis,gene:KLLA0_A07337g,Cluster3626
C. albicans,orf19.7489.3,K. lactis,gene:KLLA0_A01551g,Cluster3630
C. albicans,orf19.1306,K. lactis,gene:KLLA0_D13002g,Cluster364
K. lactis,gene:KLLA0_F14509g,C. albicans,orf19.6805,Cluster3644
K. lactis,gene:KLLA0_F26763g,C. albicans,orf19.7023,Cluster3645
K. lactis,gene:KLLA0_B10802g,C. albicans,orf19.3428,Cluster3646
C. albicans,orf19.4575,K. lactis,gene:KLLA0_E24795g,Cluster3647
K. lactis,gene:KLLA0_B00539g,C. albicans,orf19.3331,Cluster3648
K. lactis,gene:KLLA0_D17182g,C. albicans,orf19.5543,Cluster3650
C. albicans,orf19.1546,K. lactis,gene:KLLA0_E01431g,Cluster3651
K. lactis,gene:KLLA0_F00660g,C. albicans,orf19.3936,Cluster3652
K. lactis,gene:KLLA0_E18085g,C. albicans,orf19.6199,Cluster3653
C. albicans,orf19.670,K. lactis,gene:KLLA0_C01628g,Cluster3654
C. albicans,orf19.2933,K. lactis,gene:KLLA0_D05599g,Cluster3655
K. lactis,gene:KLLA0_B10769g,C. albicans,orf19.5269.1,Cluster3656
C. albicans,orf19.1910,K. lactis,gene:KLLA0_D15103g,Cluster3657
K. lactis,gene:KLLA0_D06941g,C. albicans,orf19.6541,Cluster3659
K. lactis,gene:KLLA0_D04224g,C. albicans,orf19.4980,Cluster3661
K. lactis,gene:KLLA0_D19041g,C. albicans,orf19.6367,Cluster3662
K. lactis,gene:KLLA0_F20383g,C. albicans,orf19.7048.1,Cluster3663
C. albicans,orf19.5209,K. lactis,gene:KLLA0_F03993g,Cluster3664
C. albicans,orf19.964,K. lactis,gene:KLLA0_F19085g,Cluster3665
C. albicans,orf19.5318,K. lactis,gene:KLLA0_D12210g,Cluster3666
C. albicans,orf19.139,K. lactis,gene:KLLA0_F22066g,Cluster3667
K. lactis,gene:KLLA0_C02959g,C. albicans,orf19.2017,Cluster3668
K. lactis,gene:KLLA0_E23189g,C. albicans,orf19.202,Cluster3669
C. albicans,orf19.3128,K. lactis,gene:KLLA0_D18480g,Cluster367
K. lactis,gene:KLLA0_B12199g,C. albicans,orf19.2019,Cluster3670
C. albicans,orf19.4945,K. lactis,gene:KLLA0_C17732g,Cluster3671
K. lactis,gene:KLLA0_E05171g,C. albicans,orf19.6407,Cluster3672
K. lactis,gene:KLLA0_C11297g,C. albicans,orf19.6406,Cluster3673
K. lactis,gene:KLLA0_A07425g,C. albicans,orf19.4939,Cluster3674
C. albicans,orf19.3345,K. lactis,gene:KLLA0_A02189g,Cluster3675
C. albicans,orf19.3364,K. lactis,gene:KLLA0_D10175g,Cluster3676
K. lactis,gene:KLLA0_E22529g,C. albicans,orf19.5885,Cluster3678
K. lactis,gene:KLLA0_D04334g,C. albicans,orf19.804.1,Cluster3679
K. lactis,gene:KLLA0_E05633g,C. albicans,orf19.2755,Cluster368
K. lactis,gene:KLLA0_C08591g,C. albicans,orf19.5164,Cluster3680
K. lactis,gene:KLLA0_F23111g,C. albicans,orf19.868,Cluster3681
K. lactis,gene:KLLA0_A01991g,C. albicans,orf19.2895,Cluster3682
K. lactis,gene:KLLA0_C02123g,C. albicans,orf19.2898,Cluster3683
K. lactis,gene:KLLA0_F02409g,C. albicans,orf19.290,Cluster3684
K. lactis,gene:KLLA0_A01969g,C. albicans,orf19.2893,Cluster3685
C. albicans,orf19.7179,K. lactis,gene:KLLA0_B07843g,Cluster3686
K. lactis,gene:KLLA0_E21803g,C. albicans,orf19.4294,Cluster3687
C. albicans,orf19.1896,K. lactis,gene:KLLA0_E22309g,Cluster3688
K. lactis,gene:KLLA0_D09559g,C. albicans,orf19.2013,Cluster3689
K. lactis,gene:KLLA0_E01145g,C. albicans,orf19.6176,Cluster3690
C. albicans,orf19.2149,K. lactis,gene:KLLA0_E14059g,Cluster3691
C. albicans,orf19.3507,K. lactis,gene:KLLA0_D04488g,Cluster3692
K. lactis,gene:KLLA0_B14476g,C. albicans,orf19.3707,Cluster3693
K. lactis,gene:KLLA0_C11407g,C. albicans,orf19.5292,Cluster3758
C. albicans,orf19.6645,K. lactis,gene:KLLA0_D18029g,Cluster3759
C. albicans,orf19.5444,K. lactis,gene:KLLA0_D16214g,Cluster3760
C. albicans,orf19.5776,K. lactis,gene:KLLA0_B01804g,Cluster3761
C. albicans,orf19.377,K. lactis,gene:KLLA0_E07349g,Cluster3762
C. albicans,orf19.1633,K. lactis,gene:KLLA0_D13222g,Cluster3763
C. albicans,orf19.1837,K. lactis,gene:KLLA0_E10099g,Cluster3764
K. lactis,gene:KLLA0_E09373g,C. albicans,orf19.5782,Cluster3765
K. lactis,gene:KLLA0_D06787g,C. albicans,orf19.799,Cluster3766
C. albicans,orf19.4829,K. lactis,gene:KLLA0_B14410g,Cluster3767
C. albicans,orf19.4084,K. lactis,gene:KLLA0_B00583g,Cluster3768
C. albicans,orf19.6747,K. lactis,gene:KLLA0_F18810g,Cluster3769
C. albicans,orf19.428,K. lactis,gene:KLLA0_F01507g,Cluster377
C. albicans,orf19.2143,K. lactis,gene:KLLA0_E18899g,Cluster3770
K. lactis,gene:KLLA0_F10791g,C. albicans,orf19.122,Cluster3771
K. lactis,gene:KLLA0_D16390g,C. albicans,orf19.5106,Cluster3772
C. albicans,orf19.5413,K. lactis,gene:KLLA0_F11231g,Cluster3773
C. albicans,orf19.846,K. lactis,gene:KLLA0_A06776g,Cluster378
C. albicans,orf19.5224,K. lactis,gene:KLLA0_C12485g,Cluster379
C. albicans,orf19.5837,K. lactis,gene:KLLA0_A09603g,Cluster3796
C. albicans,orf19.1769,K. lactis,gene:KLLA0_C06952g,Cluster3797
K. lactis,gene:KLLA0_F00352g,C. albicans,orf19.6785,Cluster3798
K. lactis,gene:KLLA0_B01177g,C. albicans,orf19.7427,Cluster3799
C. albicans,orf19.1196,K. lactis,gene:KLLA0_E03587g,Cluster380
K. lactis,gene:KLLA0_E12563g,C. albicans,orf19.7571,Cluster3800
K. lactis,gene:KLLA0_C05632g,C. albicans,orf19.7195,Cluster3801
K. lactis,gene:KLLA0_D16676g,C. albicans,orf19.6472,Cluster3802
C. albicans,orf19.6472,K. lactis,gene:KLLA0_C10208g,Cluster3802
K. lactis,gene:KLLA0_A09427g,C. albicans,orf19.1324,Cluster3803
C. albicans,orf19.933,K. lactis,gene:KLLA0_C17622g,Cluster3805
C. albicans,orf19.4041,K. lactis,gene:KLLA0_E04027g,Cluster3806
C. albicans,orf19.518,K. lactis,gene:KLLA0_F12562g,Cluster3807
C. albicans,orf19.5880,K. lactis,gene:KLLA0_E22507g,Cluster3808
C. albicans,orf19.3699,K. lactis,gene:KLLA0_F24288g,Cluster381
C. albicans,orf19.2382,K. lactis,gene:KLLA0_D11858g,Cluster382
C. albicans,orf19.1030,K. lactis,gene:KLLA0_B04664g,Cluster3820
C. albicans,orf19.6739,K. lactis,gene:KLLA0_D01573g,Cluster3823
K. lactis,gene:KLLA0_D03212g,C. albicans,orf19.2275,Cluster3824
K. lactis,gene:KLLA0_E06183g,C. albicans,orf19.6551.1,Cluster3825
C. albicans,orf19.674,K. lactis,gene:KLLA0_C15411g,Cluster3826
C. albicans,orf19.1967,K. lactis,gene:KLLA0_F05984g,Cluster3827
C. albicans,orf19.1528,K. lactis,gene:KLLA0_B08283g,Cluster3828
C. albicans,orf19.6638,K. lactis,gene:KLLA0_B08844g,Cluster3829
C. albicans,orf19.3518,K. lactis,gene:KLLA0_D07073g,Cluster383
K. lactis,gene:KLLA0_E19977g,C. albicans,orf19.2538,Cluster3830
K. lactis,gene:KLLA0_D03234g,C. albicans,orf19.2276,Cluster3831
K. lactis,gene:KLLA0_B02717g,C. albicans,orf19.979,Cluster3832
K. lactis,gene:KLLA0_C02629g,C. albicans,orf19.2368,Cluster3837
K. lactis,gene:KLLA0_A07843g,C. albicans,orf19.3549,Cluster384
C. albicans,orf19.6623,K. lactis,gene:KLLA0_F21868g,Cluster385
C. albicans,orf19.5669,K. lactis,gene:KLLA0_F26829g,Cluster3852
C. albicans,orf19.1564,K. lactis,gene:KLLA0_B03091g,Cluster3853
K. lactis,gene:KLLA0_E11089g,C. albicans,orf19.4807,Cluster3856
