cluster_id,original_id,species
Cluster1744,gene-YGR079W,S_cerevisiae
Cluster1744,CAGL0K01155g,C_glabrata
Cluster1745,tR(UCU)5,unknown
Cluster1746,orf19.5992,C_albicans
Cluster1746,gene:KLLA0_A03421g,K_lactis
Cluster1747,gene-YOR368W,S_cerevisiae
Cluster1747,CAGL0J07216g,C_glabrata
Cluster1747,gene:KLLA0_F00330g,K_lactis
Cluster1747,orf19.366,C_albicans
Cluster1748,gene:KLLA0_F20603g,K_lactis
Cluster1749,gene:KLLA0_A05302g,K_lactis
Cluster1750,orf19.3113,C_albicans
Cluster1751,orf19.3107,C_albicans
Cluster1752,gene-YDR366C,S_cerevisiae
Cluster1753,orf19.5145,C_albicans
Cluster1754,gene-YNCD0016C,S_cerevisiae
Cluster1755,gene-YDR169C-A,S_cerevisiae
Cluster1756,orf19.3109,C_albicans
Cluster1757,gene:KLLA0_C14740g,K_lactis
Cluster1758,gene-YGR002C,S_cerevisiae
Cluster1758,CAGL0F08613g,C_glabrata
Cluster1758,gene:KLLA0_C18315g,K_lactis
Cluster1758,orf19.7492,C_albicans
Cluster1759,orf19.3115,C_albicans
Cluster1760,CAGL0F03597g,C_glabrata
Cluster1761,gene:KLLA0_E09615g,K_lactis
Cluster1761,gene-YLR005W,S_cerevisiae
Cluster1761,CAGL0G04059g,C_glabrata
Cluster1761,orf19.1457,C_albicans
Cluster1762,CAGL0A01496r,C_glabrata
Cluster1762,CAGL0E03377r,C_glabrata
Cluster1762,gene-YNCF0005C,S_cerevisiae
Cluster1763,orf19.4894,C_albicans
Cluster1763,gene-YER010C,S_cerevisiae
Cluster1763,CAGL0H09636g,C_glabrata
Cluster1763,gene:KLLA0_D13442g,K_lactis
Cluster1764,gene:KLLA0_C07579g,K_lactis
Cluster1764,CAGL0J03322g,C_glabrata
Cluster1764,gene-YER080W,S_cerevisiae
Cluster1764,orf19.3312,C_albicans
Cluster1765,gene-YMR194C-B,S_cerevisiae
Cluster1765,CAGL0K10879g,C_glabrata
Cluster1765,orf19.3577.1,C_albicans
Cluster1766,orf19.1617,C_albicans
Cluster1766,CAGL0H01045g,C_glabrata
Cluster1766,gene-YDR282C,S_cerevisiae
Cluster1766,gene:KLLA0_C11165g,K_lactis
Cluster1767,gene:KLLA0_F07293g,K_lactis
Cluster1767,CAGL0I00682g,C_glabrata
Cluster1767,gene-YMR150C,S_cerevisiae
Cluster1767,orf19.3061,C_albicans
Cluster1768,orf19.2209,C_albicans
Cluster1768,gene:KLLA0_C13772g,K_lactis
Cluster1768,CAGL0J08613g,C_glabrata
Cluster1768,gene-YOR087W,S_cerevisiae
Cluster1769,gene-YBR222C,S_cerevisiae
Cluster1769,CAGL0K06853g,C_glabrata
Cluster1770,orf19.3550,C_albicans
Cluster1771,gene:KLLA0_F20504g,K_lactis
Cluster1771,gene-YOR171C,S_cerevisiae
Cluster1771,CAGL0K05995g,C_glabrata
Cluster1772,orf19.4783,C_albicans
Cluster1773,orf19.7379,C_albicans
Cluster1774,gene-YGR256W,S_cerevisiae
Cluster1774,CAGL0M13343g,C_glabrata
Cluster1775,gene:KLLA0_E06931g,K_lactis
Cluster1775,CAGL0G03619g,C_glabrata
Cluster1775,gene-YER119C,S_cerevisiae
Cluster1775,orf19.1210,C_albicans
Cluster1776,orf19.2158,C_albicans
Cluster1777,gene:KLLA0_D10615g,K_lactis
Cluster1777,CAGL0H00440g,C_glabrata
Cluster1777,gene-YJR124C,S_cerevisiae
Cluster1777,orf19.3218,C_albicans
Cluster1778,orf19.4909.1,C_albicans
Cluster1778,gene-YHR141C,S_cerevisiae
Cluster1778,gene:KLLA0_D07832g,K_lactis
Cluster1778,gene-YNL162W,S_cerevisiae
Cluster1779,orf19.2458,C_albicans
Cluster1779,CAGL0I00836g,C_glabrata
Cluster1779,gene-YMR140W,S_cerevisiae
Cluster1779,gene:KLLA0_E22045g,K_lactis
Cluster1780,orf19.2185,C_albicans
Cluster1780,gene:KLLA0_F10593g,K_lactis
Cluster1780,CAGL0F07403g,C_glabrata
Cluster1780,gene-YGL111W,S_cerevisiae
Cluster1781,orf19.5420,C_albicans
Cluster1781,gene-YEL050C,S_cerevisiae
Cluster1781,CAGL0J11858g,C_glabrata
Cluster1781,gene:KLLA0_A02035g,K_lactis
Cluster1782,orf19.905,C_albicans
Cluster1782,gene-YBL089W,S_cerevisiae
Cluster1782,CAGL0H04587g,C_glabrata
Cluster1783,orf19.2160,C_albicans
Cluster1784,orf19.729.1,C_albicans
Cluster1784,gene:KLLA0_D05819g,K_lactis
Cluster1784,CAGL0K12892g,C_glabrata
Cluster1784,gene-YFL047W,S_cerevisiae
Cluster1785,gene:KLLA0_B06237g,K_lactis
Cluster1785,gene-YGR024C,S_cerevisiae
Cluster1785,CAGL0J00209g,C_glabrata
Cluster1785,orf19.7063,C_albicans
Cluster1786,gene-YBL086C,S_cerevisiae
Cluster1786,CAGL0C01815g,C_glabrata
Cluster1786,gene:KLLA0_E20923g,K_lactis
Cluster1786,orf19.6457,C_albicans
Cluster1787,orf19.794,C_albicans
Cluster1787,gene:KLLA0_D11814g,K_lactis
Cluster1787,CAGL0L12650g,C_glabrata
Cluster1787,gene-YPL042C,S_cerevisiae
Cluster1788,gene-YER155C,S_cerevisiae
Cluster1788,CAGL0I06512g,C_glabrata
Cluster1788,gene:KLLA0_E00903g,K_lactis
Cluster1788,orf19.2771,C_albicans
Cluster1788,CAGL0J06996g,C_glabrata
Cluster1788,gene-YPL115C,S_cerevisiae
Cluster1788,gene:KLLA0_F00814g,K_lactis
Cluster1789,CAGL0M09383g,C_glabrata
Cluster1789,gene-YBL104C,S_cerevisiae
Cluster1789,gene:KLLA0_E06469g,K_lactis
Cluster1789,orf19.5897,C_albicans
Cluster1790,orf19.2943.5,C_albicans
Cluster1791,orf19.2936,C_albicans
Cluster1792,orf19.2691,C_albicans
Cluster1793,orf19.27,C_albicans
Cluster1794,gene-YAL064W-B,S_cerevisiae
Cluster1795,orf19.4593,C_albicans
Cluster1795,CAGL0I07249g,C_glabrata
Cluster1795,gene-YOR134W,S_cerevisiae
Cluster1795,gene-YDR379W,S_cerevisiae
Cluster1795,CAGL0A03058g,C_glabrata
Cluster1795,gene:KLLA0_E02597g,K_lactis
Cluster1796,gene-YNCC0002W,S_cerevisiae
Cluster1797,CAGL0B01034r,C_glabrata
Cluster1798,orf19.6936,C_albicans
Cluster1798,gene-YPL153C,S_cerevisiae
Cluster1798,CAGL0M02233g,C_glabrata
Cluster1798,gene:KLLA0_F11143g,K_lactis
Cluster1799,orf19.270,C_albicans
Cluster1800,gene:KLLA0_D15961g,K_lactis
Cluster1800,CAGL0J02332g,C_glabrata
Cluster1800,gene-YIL017C,S_cerevisiae
Cluster1801,orf19.5996.1,C_albicans
Cluster1801,gene-YNL302C,S_cerevisiae
Cluster1801,gene:KLLA0_A07194g,K_lactis
Cluster1801,gene-YOL121C,S_cerevisiae
Cluster1802,gene-YNR075W,S_cerevisiae
Cluster1803,gene:KLLA0_A04961g,K_lactis
Cluster1803,CAGL0A00363g,C_glabrata
Cluster1803,gene-YGL009C,S_cerevisiae
Cluster1803,orf19.7498,C_albicans
Cluster1804,orf19.7387,C_albicans
Cluster1804,gene:KLLA0_E23937g,K_lactis
Cluster1804,gene-YPL086C,S_cerevisiae
Cluster1804,CAGL0M06369g,C_glabrata
Cluster1805,orf19.4882,C_albicans
Cluster1805,gene:KLLA0_A05951g,K_lactis
Cluster1805,gene-YKR062W,S_cerevisiae
Cluster1805,CAGL0M05863g,C_glabrata
Cluster1806,orf19.7522,C_albicans
Cluster1807,orf19.4879.2,C_albicans
Cluster1807,gene-YER009W,S_cerevisiae
Cluster1807,CAGL0H09658g,C_glabrata
Cluster1807,gene:KLLA0_D13508g,K_lactis
Cluster1808,orf19.1234,C_albicans
Cluster1809,gene:KLLA0_F07249g,K_lactis
Cluster1809,gene-YDL087C,S_cerevisiae
Cluster1809,CAGL0L07040g,C_glabrata
Cluster1809,orf19.3116,C_albicans
Cluster1810,gene-YAR027W,S_cerevisiae
Cluster1811,orf19.1214,C_albicans
Cluster1811,gene-YBL091C,S_cerevisiae
Cluster1811,CAGL0G03641g,C_glabrata
Cluster1811,gene:KLLA0_E06887g,K_lactis
Cluster1812,CAGL0I03014g,C_glabrata
Cluster1813,orf19.6659,C_albicans
Cluster1813,gene-YGR191W,S_cerevisiae
Cluster1813,CAGL0B03773g,C_glabrata
Cluster1813,gene:KLLA0_A11770g,K_lactis
Cluster1814,gene:KLLA0_F18909g,K_lactis
Cluster1814,gene-YBR072W,S_cerevisiae
Cluster1815,CAGL0D02178g,C_glabrata
Cluster1815,gene-YOL020W,S_cerevisiae
Cluster1815,gene:KLLA0_A10813g,K_lactis
Cluster1815,orf19.3195,C_albicans
Cluster1816,gene-YNCB0017C,S_cerevisiae
Cluster1816,CAGL0H02915r,C_glabrata
Cluster1817,CAGL0H08393g,C_glabrata
Cluster1817,gene-YBR069C,S_cerevisiae
Cluster1817,gene-YDR046C,S_cerevisiae
Cluster1817,orf19.1799,C_albicans
Cluster1818,gene-YHL044W,S_cerevisiae
Cluster1819,orf19.7566,C_albicans
Cluster1819,CAGL0L07546g,C_glabrata
Cluster1819,gene-YBR068C,S_cerevisiae
Cluster1819,gene:KLLA0_C01606g,K_lactis
Cluster1820,gene-YAR031W,S_cerevisiae
Cluster1821,orf19.2445,C_albicans
Cluster1821,gene:KLLA0_B14685g,K_lactis
Cluster1822,CAGL0M05555r,C_glabrata
Cluster1823,orf19.4679,C_albicans
Cluster1823,CAGL0C00539g,C_glabrata
Cluster1823,gene-YBR132C,S_cerevisiae
Cluster1823,gene:KLLA0_C15873g,K_lactis
Cluster1824,gene-YNL093W,S_cerevisiae
Cluster1825,gene-YPL265W,S_cerevisiae
Cluster1825,CAGL0A01199g,C_glabrata
Cluster1825,gene:KLLA0_E16281g,K_lactis
Cluster1825,orf19.2942,C_albicans
Cluster1826,gene-YPL274W,S_cerevisiae
Cluster1826,orf19.4456,C_albicans
Cluster1826,gene-YLL061W,S_cerevisiae
Cluster1826,gene:KLLA0_B06776g,K_lactis
Cluster1827,orf19.3671,C_albicans
Cluster1828,orf19.3678,C_albicans
Cluster1829,gene:KLLA0_D00269g,K_lactis
Cluster1830,gene-YPL161C,S_cerevisiae
Cluster1830,CAGL0M02079g,C_glabrata
Cluster1830,gene:KLLA0_C10098g,K_lactis
Cluster1831,gene:KLLA0_F19800g,K_lactis
Cluster1832,orf19.692,C_albicans
Cluster1833,CAGL0E04466g,C_glabrata
Cluster1834,gene:KLLA0_D06193g,K_lactis
Cluster1835,gene:KLLA0_B02376g,K_lactis
Cluster1836,gene-YFL015C,S_cerevisiae
Cluster1837,CAGL0B00484g,C_glabrata
Cluster1837,gene-YCL054W,S_cerevisiae
Cluster1837,gene:KLLA0_C00737g,K_lactis
Cluster1837,orf19.76,C_albicans
Cluster1838,orf19.1290,C_albicans
Cluster1838,gene:KLLA0_E09769g,K_lactis
Cluster1838,gene-YGR194C,S_cerevisiae
Cluster1838,CAGL0G09339g,C_glabrata
Cluster1839,gene:KLLA0_F20570g,K_lactis
Cluster1839,CAGL0K02035g,C_glabrata
Cluster1839,gene-YER134C,S_cerevisiae
Cluster1839,orf19.6929,C_albicans
Cluster1840,gene:KLLA0_F18414g,K_lactis
Cluster1840,CAGL0H10252g,C_glabrata
Cluster1840,gene-YBR061C,S_cerevisiae
Cluster1840,orf19.6751,C_albicans
Cluster1841,orf19.7364,C_albicans
Cluster1841,gene:KLLA0_B14619g,K_lactis
Cluster1842,orf19.7601,C_albicans
Cluster1842,gene:KLLA0_B01980g,K_lactis
Cluster1842,CAGL0H08954g,C_glabrata
Cluster1842,gene-YGL136C,S_cerevisiae
Cluster1843,CAGL0F05951g,C_glabrata
Cluster1843,gene-YMR035W,S_cerevisiae
Cluster1843,gene:KLLA0_F27027g,K_lactis
Cluster1843,orf19.1981,C_albicans
Cluster1844,orf19.6858,C_albicans
Cluster1844,gene:KLLA0_A11308g,K_lactis
Cluster1844,CAGL0M03333g,C_glabrata
Cluster1844,gene-YEL015W,S_cerevisiae
Cluster1845,orf19.307,C_albicans
Cluster1845,CAGL0H00616g,C_glabrata
Cluster1845,gene-YPL254W,S_cerevisiae
Cluster1845,gene:KLLA0_B10351g,K_lactis
Cluster1846,CAGL0J03894g,C_glabrata
Cluster1846,gene-YOR236W,S_cerevisiae
Cluster1846,gene:KLLA0_D07458g,K_lactis
Cluster1846,orf19.5142,C_albicans
Cluster1847,orf19.7228,C_albicans
Cluster1847,CAGL0L03113g,C_glabrata
Cluster1847,gene-YKR030W,S_cerevisiae
Cluster1847,gene:KLLA0_F21230g,K_lactis
Cluster1848,orf19.478,C_albicans
Cluster1848,gene-YGL124C,S_cerevisiae
Cluster1848,CAGL0F07051g,C_glabrata
Cluster1848,gene:KLLA0_F09768g,K_lactis
Cluster1849,orf19.1961,C_albicans
Cluster1849,gene:KLLA0_C13035g,K_lactis
Cluster1850,orf19.6236,C_albicans
Cluster1850,gene:KLLA0_D08393g,K_lactis
Cluster1850,gene-YDL213C,S_cerevisiae
Cluster1850,CAGL0G05742g,C_glabrata
Cluster1851,orf19.7291,C_albicans
Cluster1851,gene:KLLA0_E15225g,K_lactis
Cluster1851,gene-YJL125C,S_cerevisiae
Cluster1851,CAGL0L05566g,C_glabrata
Cluster1852,orf19.7059,C_albicans
Cluster1852,CAGL0L04488g,C_glabrata
Cluster1852,gene-YOR166C,S_cerevisiae
Cluster1852,gene:KLLA0_F20361g,K_lactis
Cluster1853,gene-YPL231W,S_cerevisiae
Cluster1853,CAGL0E06138g,C_glabrata
Cluster1853,gene:KLLA0_C15983g,K_lactis
Cluster1853,orf19.5949,C_albicans
Cluster1854,orf19.4306,C_albicans
Cluster1854,CAGL0M07876g,C_glabrata
Cluster1854,gene-YJR024C,S_cerevisiae
Cluster1854,gene:KLLA0_E16435g,K_lactis
Cluster1855,gene-YBL035C,S_cerevisiae
Cluster1855,CAGL0F04323g,C_glabrata
Cluster1855,gene:KLLA0_B12309g,K_lactis
Cluster1855,orf19.2796,C_albicans
Cluster1856,CAGL0J07980g,C_glabrata
Cluster1856,gene-YNL259C,S_cerevisiae
Cluster1856,gene:KLLA0_C02673g,K_lactis
Cluster1856,orf19.2369.1,C_albicans
Cluster1857,CAGL0M11682g,C_glabrata
Cluster1857,gene-YLR108C,S_cerevisiae
Cluster1857,gene-YDR132C,S_cerevisiae
Cluster1857,CAGL0L06446g,C_glabrata
Cluster1857,gene:KLLA0_F19965g,K_lactis
Cluster1857,orf19.2749,C_albicans
Cluster1858,orf19.91,C_albicans
Cluster1858,gene:KLLA0_A02739g,K_lactis
Cluster1858,gene-YGR053C,S_cerevisiae
Cluster1858,CAGL0K04323g,C_glabrata
Cluster1859,orf19.2479,C_albicans
Cluster1859,gene:KLLA0_E14675g,K_lactis
Cluster1860,orf19.2281,C_albicans
Cluster1861,orf19.4690,C_albicans
Cluster1861,gene:KLLA0_D09581g,K_lactis
Cluster1861,CAGL0J00407g,C_glabrata
Cluster1861,gene-YHR050W,S_cerevisiae
Cluster1861,orf19.5022,C_albicans
Cluster1862,gene-YOR234C,S_cerevisiae
Cluster1863,orf19.4952.1,C_albicans
Cluster1863,gene:KLLA0_C01045g,K_lactis
Cluster1863,CAGL0H01705g,C_glabrata
Cluster1863,gene-YDR519W,S_cerevisiae
Cluster1864,orf19.2285,C_albicans
Cluster1865,orf19.1955,C_albicans
Cluster1865,gene:KLLA0_A07535g,K_lactis
Cluster1865,gene-YOL110W,S_cerevisiae
Cluster1865,CAGL0E02189g,C_glabrata
Cluster1866,gene:KLLA0_A11704g,K_lactis
Cluster1866,CAGL0K09724g,C_glabrata
Cluster1866,gene-YNL135C,S_cerevisiae
Cluster1866,orf19.6452,C_albicans
Cluster1867,orf19.3124,C_albicans
Cluster1867,gene:KLLA0_D18436g,K_lactis
Cluster1867,gene-YLR244C,S_cerevisiae
Cluster1867,CAGL0G08250g,C_glabrata
Cluster1868,gene:KLLA0_F11979g,K_lactis
Cluster1868,CAGL0L06314g,C_glabrata
Cluster1868,gene-YDR101C,S_cerevisiae
Cluster1868,orf19.3015,C_albicans
Cluster1869,gene-YAL005C,S_cerevisiae
Cluster1870,orf19.4781,C_albicans
Cluster1871,orf19.6852.1,C_albicans
Cluster1872,orf19.685.1,C_albicans
Cluster1873,gene:KLLA0_F25872g,K_lactis
Cluster1873,CAGL0F06693g,C_glabrata
Cluster1873,gene-YHR005C-A,S_cerevisiae
Cluster1873,orf19.4577.3,C_albicans
Cluster1874,gene:KLLA0_B12034g,K_lactis
Cluster1874,gene-YBR091C,S_cerevisiae
Cluster1874,CAGL0H08525g,C_glabrata
Cluster1874,orf19.4620,C_albicans
Cluster1875,CAGL0I00660g,C_glabrata
Cluster1875,gene-YLR289W,S_cerevisiae
Cluster1875,gene:KLLA0_C04862g,K_lactis
Cluster1875,orf19.5483,C_albicans
Cluster1876,orf19.401,C_albicans
Cluster1876,gene:KLLA0_A04191g,K_lactis
Cluster1876,CAGL0F07887g,C_glabrata
Cluster1876,gene-YDR212W,S_cerevisiae
Cluster1877,orf19.1761,C_albicans
Cluster1877,gene:KLLA0_C13365g,K_lactis
Cluster1877,CAGL0B04499g,C_glabrata
Cluster1877,gene-YOR103C,S_cerevisiae
Cluster1878,gene:KLLA0_A00528g,K_lactis
Cluster1878,gene-YIL151C,S_cerevisiae
Cluster1878,gene-YKR096W,S_cerevisiae
Cluster1878,CAGL0G02541g,C_glabrata
Cluster1878,CAGL0H06611g,C_glabrata
Cluster1878,orf19.4686,C_albicans
Cluster1879,gene-YDR400W,S_cerevisiae
Cluster1879,CAGL0F02585g,C_glabrata
Cluster1879,gene:KLLA0_C06721g,K_lactis
Cluster1879,orf19.1888,C_albicans
Cluster1880,gene:KLLA0_C11869g,K_lactis
Cluster1880,CAGL0K09988g,C_glabrata
Cluster1880,gene-YDR084C,S_cerevisiae
Cluster1880,orf19.4862,C_albicans
Cluster1881,gene:KLLA0_C04169g,K_lactis
Cluster1881,gene-YAR035W,S_cerevisiae
Cluster1881,CAGL0C05027g,C_glabrata
Cluster1881,CAGL0K01771g,C_glabrata
Cluster1881,orf19.4551,C_albicans
Cluster1882,gene-YAL041W,S_cerevisiae
Cluster1882,CAGL0M11968g,C_glabrata
Cluster1882,gene:KLLA0_C12969g,K_lactis
Cluster1882,orf19.3174,C_albicans
Cluster1883,gene-YLR010C,S_cerevisiae
Cluster1884,CAGL0K13002g,C_glabrata
Cluster1885,snR70,unknown
Cluster1886,CAGL0L01683g,C_glabrata
Cluster1886,gene-YKL061W,S_cerevisiae
Cluster1887,gene:KLLA0_D01001g,K_lactis
Cluster1888,gene-YOR011W-A,S_cerevisiae
Cluster1889,CAGL0B04829g,C_glabrata
Cluster1890,gene-YNR075C-A,S_cerevisiae
Cluster1891,gene:KLLA0_D17006g,K_lactis
Cluster1892,CAGL0F02948r,C_glabrata
Cluster1893,CAGL0H00341r,C_glabrata
Cluster1894,gene:KLLA0_E04577g,K_lactis
Cluster1895,gene-YOR034C-A,S_cerevisiae
Cluster1896,gene-YKR049C,S_cerevisiae
Cluster1896,CAGL0M05951g,C_glabrata
Cluster1896,gene:KLLA0_E15137g,K_lactis
Cluster1897,gene:KLLA0_E04599g,K_lactis
Cluster1898,gene-YOR214C,S_cerevisiae
Cluster1899,orf19.6436,C_albicans
Cluster1900,orf19.5906,C_albicans
Cluster1900,gene-YOR128C,S_cerevisiae
Cluster1900,CAGL0K10340g,C_glabrata
Cluster1900,gene:KLLA0_E02685g,K_lactis
Cluster1901,gene-YGR181W,S_cerevisiae
Cluster1901,CAGL0H09306g,C_glabrata
Cluster1901,gene:KLLA0_F15312g,K_lactis
Cluster1901,orf19.2754,C_albicans
Cluster1902,CAGL0C05401g,C_glabrata
Cluster1903,orf19.1836,C_albicans
Cluster1903,gene:KLLA0_E10473g,K_lactis
Cluster1903,gene-YBL019W,S_cerevisiae
Cluster1903,CAGL0J04356g,C_glabrata
Cluster1904,gene-YDL112W,S_cerevisiae
Cluster1904,CAGL0H10406g,C_glabrata
Cluster1904,gene:KLLA0_E09197g,K_lactis
Cluster1904,orf19.5038,C_albicans
Cluster1905,gene:KLLA0_E10803g,K_lactis
Cluster1905,CAGL0E02959g,C_glabrata
Cluster1905,gene-YGR150C,S_cerevisiae
Cluster1905,orf19.5704,C_albicans
Cluster1906,orf19.3591,C_albicans
Cluster1906,gene-YBR286W,S_cerevisiae
Cluster1906,CAGL0G07623g,C_glabrata
Cluster1906,gene:KLLA0_D06424g,K_lactis
Cluster1907,orf19.6524,C_albicans
Cluster1907,gene:KLLA0_F06292g,K_lactis
Cluster1907,gene-YMR203W,S_cerevisiae
Cluster1907,CAGL0I05720g,C_glabrata
Cluster1908,gene:KLLA0_E19537g,K_lactis
Cluster1908,CAGL0A04059g,C_glabrata
Cluster1908,gene-YLR195C,S_cerevisiae
Cluster1908,orf19.4641,C_albicans
Cluster1909,orf19.2738,C_albicans
Cluster1909,CAGL0L12342g,C_glabrata
Cluster1909,gene-YBR294W,S_cerevisiae
Cluster1909,gene-YLR092W,S_cerevisiae
Cluster1909,gene:KLLA0_F19338g,K_lactis
Cluster1910,gene:KLLA0_C18216g,K_lactis
Cluster1910,CAGL0A00979g,C_glabrata
Cluster1910,gene-YLR325C,S_cerevisiae
Cluster1910,orf19.2111.2,C_albicans
Cluster1911,gene-YOL091W,S_cerevisiae
Cluster1912,gene:KLLA0_F09427g,K_lactis
Cluster1912,orf19.552,C_albicans
Cluster1913,tK(UUU)4,unknown
Cluster1914,orf19.2883,C_albicans
Cluster1915,orf19.6048,C_albicans
Cluster1916,orf19.6486,C_albicans
Cluster1917,orf19.4861,C_albicans
Cluster1918,orf19.4861.1,C_albicans
Cluster1919,orf19.6922,C_albicans
Cluster1920,orf19.4283,C_albicans
Cluster1921,orf19.3572,C_albicans
Cluster1922,orf19.3571,C_albicans
Cluster1923,gene:KLLA0_B04818g,K_lactis
Cluster1923,orf19.5250,C_albicans
Cluster1924,orf19.4848,C_albicans
Cluster1924,gene:KLLA0_B03520g,K_lactis
Cluster1924,CAGL0G10087g,C_glabrata
Cluster1924,gene-YPR189W,S_cerevisiae
Cluster1925,gene-YGR020C,S_cerevisiae
Cluster1925,CAGL0D04048g,C_glabrata
Cluster1925,gene:KLLA0_D04400g,K_lactis
Cluster1925,orf19.806,C_albicans
Cluster1926,CAGL0L12892g,C_glabrata
Cluster1926,gene:KLLA0_C12595g,K_lactis
Cluster1926,CAGL0M13101g,C_glabrata
Cluster1926,gene-YKL051W,S_cerevisiae
Cluster1926,orf19.2726,C_albicans
Cluster1927,orf19.3003,C_albicans
Cluster1927,gene-YML072C,S_cerevisiae
Cluster1927,CAGL0L11440g,C_glabrata
Cluster1927,gene:KLLA0_B04708g,K_lactis
Cluster1928,orf19.5352,C_albicans
Cluster1928,gene:KLLA0_E11309g,K_lactis
Cluster1929,orf19.5346,C_albicans
Cluster1929,gene:KLLA0_D01617g,K_lactis
Cluster1929,gene-YML114C,S_cerevisiae
Cluster1929,CAGL0B02299g,C_glabrata
Cluster1930,gene:KLLA0_C16687g,K_lactis
Cluster1930,orf19.7595,C_albicans
Cluster1931,gene-YBR022W,S_cerevisiae
Cluster1931,CAGL0B04411g,C_glabrata
Cluster1931,orf19.1950,C_albicans
Cluster1932,orf19.2447,C_albicans
Cluster1932,gene:KLLA0_F14080g,K_lactis
Cluster1932,gene-YJL100W,S_cerevisiae
Cluster1933,gene:KLLA0_C05456g,K_lactis
Cluster1934,gene-YOL083W,S_cerevisiae
Cluster1935,gene:KLLA0_C04994g,K_lactis
Cluster1935,gene-YDR534C,S_cerevisiae
Cluster1936,gene:KLLA0_E00991g,K_lactis
Cluster1936,CAGL0K10142g,C_glabrata
Cluster1936,gene-YDR078C,S_cerevisiae
Cluster1937,CAGL0G03751g,C_glabrata
Cluster1937,gene-YLL022C,S_cerevisiae
Cluster1938,CAGL0H03465g,C_glabrata
Cluster1939,gene-YGL222C,S_cerevisiae
Cluster1940,gene:KLLA0_D00660g,K_lactis
Cluster1941,orf19.4951,C_albicans
Cluster1942,gene:KLLA0_B14531g,K_lactis
Cluster1943,gene:KLLA0_C18117g,K_lactis
Cluster1943,gene-YGR008C,S_cerevisiae
Cluster1943,CAGL0F08745g,C_glabrata
Cluster1944,orf19.3431,C_albicans
Cluster1944,gene-YOR330C,S_cerevisiae
Cluster1944,CAGL0E05324g,C_glabrata
Cluster1945,CAGL0E06336g,C_glabrata
Cluster1945,gene-YKL154W,S_cerevisiae
Cluster1945,gene:KLLA0_E11705g,K_lactis
Cluster1945,orf19.6284,C_albicans
Cluster1946,CAGL0M09823g,C_glabrata
Cluster1946,gene-YLR410W,S_cerevisiae
Cluster1946,gene:KLLA0_B02805g,K_lactis
Cluster1946,orf19.980,C_albicans
Cluster1947,orf19.665,C_albicans
Cluster1947,CAGL0B01232g,C_glabrata
Cluster1947,gene-YLR186W,S_cerevisiae
Cluster1947,gene:KLLA0_C01914g,K_lactis
Cluster1948,orf19.124,C_albicans
Cluster1948,gene:KLLA0_F21846g,K_lactis
Cluster1948,gene-YHR052W,S_cerevisiae
Cluster1948,CAGL0J00473g,C_glabrata
Cluster1949,orf19.154,C_albicans
Cluster1949,gene:KLLA0_A05753g,K_lactis
Cluster1949,gene-YKR060W,S_cerevisiae
Cluster1949,CAGL0H02673g,C_glabrata
Cluster1950,orf19.5073,C_albicans
Cluster1950,CAGL0G09955g,C_glabrata
Cluster1950,gene-YPR183W,S_cerevisiae
Cluster1950,gene:KLLA0_B03377g,K_lactis
Cluster1951,orf19.2837,C_albicans
Cluster1951,CAGL0E06028g,C_glabrata
Cluster1951,gene-YPL227C,S_cerevisiae
Cluster1951,gene:KLLA0_C16071g,K_lactis
Cluster1952,orf19.4931,C_albicans
Cluster1952,CAGL0J07744g,C_glabrata
Cluster1952,gene-YNL247W,S_cerevisiae
Cluster1952,gene:KLLA0_C03025g,K_lactis
Cluster1953,orf19.671,C_albicans
Cluster1953,gene-YLR177W,S_cerevisiae
Cluster1953,CAGL0J08459g,C_glabrata
Cluster1954,orf19.6263,C_albicans
Cluster1954,gene:KLLA0_F03168g,K_lactis
Cluster1955,orf19.5720,C_albicans
Cluster1955,gene:KLLA0_A07249g,K_lactis
Cluster1955,CAGL0E02035g,C_glabrata
Cluster1955,gene-YOL119C,S_cerevisiae
Cluster1956,orf19.1584,C_albicans
Cluster1956,CAGL0I09724g,C_glabrata
Cluster1956,gene:KLLA0_F08525g,K_lactis
Cluster1957,gene:KLLA0_F18931g,K_lactis
Cluster1957,CAGL0B01683g,C_glabrata
Cluster1957,gene-YLR083C,S_cerevisiae
Cluster1957,gene-YDR107C,S_cerevisiae
Cluster1957,orf19.2746,C_albicans
Cluster1958,orf19.4798,C_albicans
Cluster1958,gene:KLLA0_C07326g,K_lactis
Cluster1958,gene-YMR212C,S_cerevisiae
Cluster1958,CAGL0F03773g,C_glabrata
Cluster1959,gene-YOL103W-A,S_cerevisiae
Cluster1960,orf19.2462,C_albicans
Cluster1960,gene:KLLA0_D01243g,K_lactis
Cluster1960,CAGL0I08151g,C_glabrata
Cluster1961,orf19.4043,C_albicans
Cluster1961,CAGL0B04213g,C_glabrata
Cluster1962,orf19.3505,C_albicans
Cluster1962,gene-YNL047C,S_cerevisiae
Cluster1963,gene:KLLA0_E23013g,K_lactis
Cluster1963,CAGL0F08437g,C_glabrata
Cluster1963,gene-YGR263C,S_cerevisiae
Cluster1963,orf19.1917,C_albicans
Cluster1964,CAGL0B02882g,C_glabrata
Cluster1964,orf19.3282,C_albicans
Cluster1965,gene:KLLA0_B07040g,K_lactis
Cluster1965,gene-YOR390W,S_cerevisiae
