species1,gene1,species2,gene2,source,pillar_id,gene_pair
K. lactis,KLLA0C06930g,C. albicans,orf19.6915,CGOB/YGOB_bridge,-1,"('KLLA0C06930g', 'orf19.6915')"
C. albicans,orf19.6195,K. lactis,KLLA0A10065g,CGOB/YGOB_bridge,-1,"('orf19.6195', 'KLLA0A10065g')"
K. lactis,KLLA0A10065g,C. albicans,orf19.6195,CGOB/YGOB_bridge,-1,"('KLLA0A10065g', 'orf19.6195')"
C. albicans,orf19.5757,K. lactis,KLLA0C16137g,CGOB/YGOB_bridge,-1,"('orf19.5757', 'KLLA0C16137g')"
K. lactis,KLLA0C16137g,C. albicans,orf19.5757,CGOB/YGOB_bridge,-1,"('KLLA0C16137g', 'orf19.5757')"
C. albicans,orf19.7504,K. lactis,KLLA0C11539g,CGOB/YGOB_bridge,-1,"('orf19.7504', 'KLLA0C11539g')"
K. lactis,KLLA0C11539g,C. albicans,orf19.7504,CGOB/YGOB_bridge,-1,"('KLLA0C11539g', 'orf19.7504')"
C. albicans,orf19.6653,K. lactis,KLLA0A05225g,CGOB/YGOB_bridge,-1,"('orf19.6653', 'KLLA0A05225g')"
K. lactis,KLLA0A05225g,C. albicans,orf19.6653,CGOB/YGOB_bridge,-1,"('KLLA0A05225g', 'orf19.6653')"
C. albicans,orf19.51,K. lactis,KLLA0F25322g,CGOB/YGOB_bridge,-1,"('orf19.51', 'KLLA0F25322g')"
K. lactis,KLLA0F25322g,C. albicans,orf19.51,CGOB/YGOB_bridge,-1,"('KLLA0F25322g', 'orf19.51')"
C. albicans,orf19.7413,K. lactis,KLLA0A11462g,CGOB/YGOB_bridge,-1,"('orf19.7413', 'KLLA0A11462g')"
K. lactis,KLLA0A11462g,C. albicans,orf19.7413,CGOB/YGOB_bridge,-1,"('KLLA0A11462g', 'orf19.7413')"
C. albicans,orf19.717,K. lactis,KLLA0F09449g,CGOB/YGOB_bridge,-1,"('orf19.717', 'KLLA0F09449g')"
K. lactis,KLLA0F09449g,C. albicans,orf19.717,CGOB/YGOB_bridge,-1,"('KLLA0F09449g', 'orf19.717')"
C. albicans,orf19.4164,K. lactis,KLLA0F21934g,CGOB/YGOB_bridge,-1,"('orf19.4164', 'KLLA0F21934g')"
K. lactis,KLLA0F21934g,C. albicans,orf19.4164,CGOB/YGOB_bridge,-1,"('KLLA0F21934g', 'orf19.4164')"
C. albicans,orf19.6937,K. lactis,KLLA0E12915g,CGOB/YGOB_bridge,-1,"('orf19.6937', 'KLLA0E12915g')"
K. lactis,KLLA0E12915g,C. albicans,orf19.6937,CGOB/YGOB_bridge,-1,"('KLLA0E12915g', 'orf19.6937')"
C. albicans,orf19.4499,K. lactis,KLLA0E23629g,CGOB/YGOB_bridge,-1,"('orf19.4499', 'KLLA0E23629g')"
K. lactis,KLLA0E23629g,C. albicans,orf19.4499,CGOB/YGOB_bridge,-1,"('KLLA0E23629g', 'orf19.4499')"
C. albicans,orf19.3760,K. lactis,KLLA0F11957g,CGOB/YGOB_bridge,-1,"('orf19.3760', 'KLLA0F11957g')"
K. lactis,KLLA0F11957g,C. albicans,orf19.3760,CGOB/YGOB_bridge,-1,"('KLLA0F11957g', 'orf19.3760')"
C. albicans,orf19.2190,K. lactis,KLLA0B06039g,CGOB/YGOB_bridge,-1,"('orf19.2190', 'KLLA0B06039g')"
K. lactis,KLLA0B06039g,C. albicans,orf19.2190,CGOB/YGOB_bridge,-1,"('KLLA0B06039g', 'orf19.2190')"
C. albicans,orf19.1697,K. lactis,KLLA0C13673g,CGOB/YGOB_bridge,-1,"('orf19.1697', 'KLLA0C13673g')"
K. lactis,KLLA0C13673g,C. albicans,orf19.1697,CGOB/YGOB_bridge,-1,"('KLLA0C13673g', 'orf19.1697')"
C. albicans,orf19.1187,K. lactis,KLLA0E16765g,CGOB/YGOB_bridge,-1,"('orf19.1187', 'KLLA0E16765g')"
K. lactis,KLLA0E16765g,C. albicans,orf19.1187,CGOB/YGOB_bridge,-1,"('KLLA0E16765g', 'orf19.1187')"
C. albicans,orf19.7621,K. lactis,KLLA0E03301g,CGOB/YGOB_bridge,-1,"('orf19.7621', 'KLLA0E03301g')"
K. lactis,KLLA0E03301g,C. albicans,orf19.7621,CGOB/YGOB_bridge,-1,"('KLLA0E03301g', 'orf19.7621')"
C. albicans,orf19.2432,K. lactis,KLLA0F08976g,CGOB/YGOB_bridge,-1,"('orf19.2432', 'KLLA0F08976g')"
K. lactis,KLLA0F08976g,C. albicans,orf19.2432,CGOB/YGOB_bridge,-1,"('KLLA0F08976g', 'orf19.2432')"
C. albicans,orf19.1542,K. lactis,KLLA0C04411g,CGOB/YGOB_bridge,-1,"('orf19.1542', 'KLLA0C04411g')"
K. lactis,KLLA0C04411g,C. albicans,orf19.1542,CGOB/YGOB_bridge,-1,"('KLLA0C04411g', 'orf19.1542')"
C. albicans,orf19.6632,K. lactis,KLLA0C03432g,CGOB/YGOB_bridge,-1,"('orf19.6632', 'KLLA0C03432g')"
K. lactis,KLLA0C03432g,C. albicans,orf19.6632,CGOB/YGOB_bridge,-1,"('KLLA0C03432g', 'orf19.6632')"
C. albicans,orf19.4160,K. lactis,KLLA0D09911g,CGOB/YGOB_bridge,-1,"('orf19.4160', 'KLLA0D09911g')"
K. lactis,KLLA0D09911g,C. albicans,orf19.4160,CGOB/YGOB_bridge,-1,"('KLLA0D09911g', 'orf19.4160')"
C. albicans,orf19.3369,K. lactis,KLLA0E05875g,CGOB/YGOB_bridge,-1,"('orf19.3369', 'KLLA0E05875g')"
K. lactis,KLLA0E05875g,C. albicans,orf19.3369,CGOB/YGOB_bridge,-1,"('KLLA0E05875g', 'orf19.3369')"
C. albicans,orf19.6720,K. lactis,KLLA0D02178g,CGOB/YGOB_bridge,-1,"('orf19.6720', 'KLLA0D02178g')"
K. lactis,KLLA0D02178g,C. albicans,orf19.6720,CGOB/YGOB_bridge,-1,"('KLLA0D02178g', 'orf19.6720')"
C. albicans,orf19.441,K. lactis,KLLA0E13773g,CGOB/YGOB_bridge,-1,"('orf19.441', 'KLLA0E13773g')"
K. lactis,KLLA0E13773g,C. albicans,orf19.441,CGOB/YGOB_bridge,-1,"('KLLA0E13773g', 'orf19.441')"
C. albicans,orf19.5884,K. lactis,KLLA0E22485g,CGOB/YGOB_bridge,-1,"('orf19.5884', 'KLLA0E22485g')"
K. lactis,KLLA0E22485g,C. albicans,orf19.5884,CGOB/YGOB_bridge,-1,"('KLLA0E22485g', 'orf19.5884')"
C. albicans,orf19.5671,K. lactis,KLLA0A06105g,CGOB/YGOB_bridge,-1,"('orf19.5671', 'KLLA0A06105g')"
K. lactis,KLLA0A06105g,C. albicans,orf19.5671,CGOB/YGOB_bridge,-1,"('KLLA0A06105g', 'orf19.5671')"
C. albicans,orf19.5732,K. lactis,KLLA0C18843g,CGOB/YGOB_bridge,-1,"('orf19.5732', 'KLLA0C18843g')"
K. lactis,KLLA0C18843g,C. albicans,orf19.5732,CGOB/YGOB_bridge,-1,"('KLLA0C18843g', 'orf19.5732')"
C. albicans,orf19.6073,K. lactis,KLLA0D12474g,CGOB/YGOB_bridge,-1,"('orf19.6073', 'KLLA0D12474g')"
K. lactis,KLLA0D12474g,C. albicans,orf19.6073,CGOB/YGOB_bridge,-1,"('KLLA0D12474g', 'orf19.6073')"
C. albicans,orf19.2326,K. lactis,KLLA0E21275g,CGOB/YGOB_bridge,-1,"('orf19.2326', 'KLLA0E21275g')"
K. lactis,KLLA0E21275g,C. albicans,orf19.2326,CGOB/YGOB_bridge,-1,"('KLLA0E21275g', 'orf19.2326')"
C. albicans,orf19.1578,K. lactis,KLLA0B08239g,CGOB/YGOB_bridge,-1,"('orf19.1578', 'KLLA0B08239g')"
K. lactis,KLLA0B08239g,C. albicans,orf19.1578,CGOB/YGOB_bridge,-1,"('KLLA0B08239g', 'orf19.1578')"
C. albicans,orf19.5749,K. lactis,KLLA0C14322g,CGOB/YGOB_bridge,-1,"('orf19.5749', 'KLLA0C14322g')"
K. lactis,KLLA0C14322g,C. albicans,orf19.5749,CGOB/YGOB_bridge,-1,"('KLLA0C14322g', 'orf19.5749')"
C. albicans,orf19.275,K. lactis,KLLA0F02453g,CGOB/YGOB_bridge,-1,"('orf19.275', 'KLLA0F02453g')"
K. lactis,KLLA0F02453g,C. albicans,orf19.275,CGOB/YGOB_bridge,-1,"('KLLA0F02453g', 'orf19.275')"
C. albicans,orf19.6573,K. lactis,KLLA0E00903g,CGOB/YGOB_bridge,-1,"('orf19.6573', 'KLLA0E00903g')"
K. lactis,KLLA0E00903g,C. albicans,orf19.6573,CGOB/YGOB_bridge,-1,"('KLLA0E00903g', 'orf19.6573')"
C. albicans,orf19.4503,K. lactis,KLLA0F14916g,CGOB/YGOB_bridge,-1,"('orf19.4503', 'KLLA0F14916g')"
K. lactis,KLLA0F14916g,C. albicans,orf19.4503,CGOB/YGOB_bridge,-1,"('KLLA0F14916g', 'orf19.4503')"
C. albicans,orf19.172,K. lactis,KLLA0F23760g,CGOB/YGOB_bridge,-1,"('orf19.172', 'KLLA0F23760g')"
K. lactis,KLLA0F23760g,C. albicans,orf19.172,CGOB/YGOB_bridge,-1,"('KLLA0F23760g', 'orf19.172')"
C. albicans,orf19.3123.2,K. lactis,KLLA0D18414g,CGOB/YGOB_bridge,-1,"('orf19.3123.2', 'KLLA0D18414g')"
K. lactis,KLLA0D18414g,C. albicans,orf19.3123.2,CGOB/YGOB_bridge,-1,"('KLLA0D18414g', 'orf19.3123.2')"
C. albicans,orf19.6917,K. lactis,KLLA0E07305g,CGOB/YGOB_bridge,-1,"('orf19.6917', 'KLLA0E07305g')"
K. lactis,KLLA0E07305g,C. albicans,orf19.6917,CGOB/YGOB_bridge,-1,"('KLLA0E07305g', 'orf19.6917')"
C. albicans,orf19.6071,K. lactis,KLLA0E17777g,CGOB/YGOB_bridge,-1,"('orf19.6071', 'KLLA0E17777g')"
K. lactis,KLLA0E17777g,C. albicans,orf19.6071,CGOB/YGOB_bridge,-1,"('KLLA0E17777g', 'orf19.6071')"
C. albicans,orf19.6406,K. lactis,KLLA0C11297g,CGOB/YGOB_bridge,-1,"('orf19.6406', 'KLLA0C11297g')"
K. lactis,KLLA0C11297g,C. albicans,orf19.6406,CGOB/YGOB_bridge,-1,"('KLLA0C11297g', 'orf19.6406')"
C. albicans,orf19.1289,K. lactis,KLLA0B10538g,CGOB/YGOB_bridge,-1,"('orf19.1289', 'KLLA0B10538g')"
K. lactis,KLLA0B10538g,C. albicans,orf19.1289,CGOB/YGOB_bridge,-1,"('KLLA0B10538g', 'orf19.1289')"
C. albicans,orf19.2524,K. lactis,KLLA0D07326g,CGOB/YGOB_bridge,-1,"('orf19.2524', 'KLLA0D07326g')"
K. lactis,KLLA0D07326g,C. albicans,orf19.2524,CGOB/YGOB_bridge,-1,"('KLLA0D07326g', 'orf19.2524')"
C. albicans,orf19.637,K. lactis,KLLA0E00683g,CGOB/YGOB_bridge,-1,"('orf19.637', 'KLLA0E00683g')"
K. lactis,KLLA0E00683g,C. albicans,orf19.637,CGOB/YGOB_bridge,-1,"('KLLA0E00683g', 'orf19.637')"
C. albicans,orf19.3649,K. lactis,KLLA0E11375g,CGOB/YGOB_bridge,-1,"('orf19.3649', 'KLLA0E11375g')"
K. lactis,KLLA0E11375g,C. albicans,orf19.3649,CGOB/YGOB_bridge,-1,"('KLLA0E11375g', 'orf19.3649')"
C. albicans,orf19.5342,K. lactis,KLLA0B03674g,CGOB/YGOB_bridge,-1,"('orf19.5342', 'KLLA0B03674g')"
K. lactis,KLLA0B03674g,C. albicans,orf19.5342,CGOB/YGOB_bridge,-1,"('KLLA0B03674g', 'orf19.5342')"
C. albicans,orf19.3870,K. lactis,KLLA0B13189g,CGOB/YGOB_bridge,-1,"('orf19.3870', 'KLLA0B13189g')"
K. lactis,KLLA0B13189g,C. albicans,orf19.3870,CGOB/YGOB_bridge,-1,"('KLLA0B13189g', 'orf19.3870')"
C. albicans,orf19.71,K. lactis,KLLA0C01133g,CGOB/YGOB_bridge,-1,"('orf19.71', 'KLLA0C01133g')"
K. lactis,KLLA0C01133g,C. albicans,orf19.71,CGOB/YGOB_bridge,-1,"('KLLA0C01133g', 'orf19.71')"
C. albicans,orf19.1324,K. lactis,KLLA0A09427g,CGOB/YGOB_bridge,-1,"('orf19.1324', 'KLLA0A09427g')"
K. lactis,KLLA0A09427g,C. albicans,orf19.1324,CGOB/YGOB_bridge,-1,"('KLLA0A09427g', 'orf19.1324')"
C. albicans,orf19.1939,K. lactis,KLLA0E02443g,CGOB/YGOB_bridge,-1,"('orf19.1939', 'KLLA0E02443g')"
K. lactis,KLLA0E02443g,C. albicans,orf19.1939,CGOB/YGOB_bridge,-1,"('KLLA0E02443g', 'orf19.1939')"
C. albicans,orf19.4236,K. lactis,KLLA0D11396g,CGOB/YGOB_bridge,-1,"('orf19.4236', 'KLLA0D11396g')"
K. lactis,KLLA0D11396g,C. albicans,orf19.4236,CGOB/YGOB_bridge,-1,"('KLLA0D11396g', 'orf19.4236')"
C. albicans,orf19.2143,K. lactis,KLLA0E18899g,CGOB/YGOB_bridge,-1,"('orf19.2143', 'KLLA0E18899g')"
K. lactis,KLLA0E18899g,C. albicans,orf19.2143,CGOB/YGOB_bridge,-1,"('KLLA0E18899g', 'orf19.2143')"
C. albicans,orf19.2825,K. lactis,KLLA0F16236g,CGOB/YGOB_bridge,-1,"('orf19.2825', 'KLLA0F16236g')"
K. lactis,KLLA0F16236g,C. albicans,orf19.2825,CGOB/YGOB_bridge,-1,"('KLLA0F16236g', 'orf19.2825')"
C. albicans,orf19.1902,K. lactis,KLLA0B10890g,CGOB/YGOB_bridge,-1,"('orf19.1902', 'KLLA0B10890g')"
K. lactis,KLLA0B10890g,C. albicans,orf19.1902,CGOB/YGOB_bridge,-1,"('KLLA0B10890g', 'orf19.1902')"
C. albicans,orf19.2172,K. lactis,KLLA0F02728g,CGOB/YGOB_bridge,-1,"('orf19.2172', 'KLLA0F02728g')"
K. lactis,KLLA0F02728g,C. albicans,orf19.2172,CGOB/YGOB_bridge,-1,"('KLLA0F02728g', 'orf19.2172')"
C. albicans,orf19.4939,K. lactis,KLLA0A07425g,CGOB/YGOB_bridge,-1,"('orf19.4939', 'KLLA0A07425g')"
K. lactis,KLLA0A07425g,C. albicans,orf19.4939,CGOB/YGOB_bridge,-1,"('KLLA0A07425g', 'orf19.4939')"
C. albicans,orf19.3034,K. lactis,KLLA0C17556g,CGOB/YGOB_bridge,-1,"('orf19.3034', 'KLLA0C17556g')"
K. lactis,KLLA0C17556g,C. albicans,orf19.3034,CGOB/YGOB_bridge,-1,"('KLLA0C17556g', 'orf19.3034')"
C. albicans,orf19.4191.1,K. lactis,KLLA0E14697g,CGOB/YGOB_bridge,-1,"('orf19.4191.1', 'KLLA0E14697g')"
K. lactis,KLLA0E14697g,C. albicans,orf19.4191.1,CGOB/YGOB_bridge,-1,"('KLLA0E14697g', 'orf19.4191.1')"
C. albicans,orf19.3663,K. lactis,KLLA0F06160g,CGOB/YGOB_bridge,-1,"('orf19.3663', 'KLLA0F06160g')"
K. lactis,KLLA0F06160g,C. albicans,orf19.3663,CGOB/YGOB_bridge,-1,"('KLLA0F06160g', 'orf19.3663')"
C. albicans,orf19.4557,K. lactis,KLLA0E18943g,CGOB/YGOB_bridge,-1,"('orf19.4557', 'KLLA0E18943g')"
K. lactis,KLLA0E18943g,C. albicans,orf19.4557,CGOB/YGOB_bridge,-1,"('KLLA0E18943g', 'orf19.4557')"
C. albicans,orf19.3764,K. lactis,KLLA0F18953g,CGOB/YGOB_bridge,-1,"('orf19.3764', 'KLLA0F18953g')"
K. lactis,KLLA0F18953g,C. albicans,orf19.3764,CGOB/YGOB_bridge,-1,"('KLLA0F18953g', 'orf19.3764')"
C. albicans,orf19.1880,K. lactis,KLLA0F20141g,CGOB/YGOB_bridge,-1,"('orf19.1880', 'KLLA0F20141g')"
K. lactis,KLLA0F20141g,C. albicans,orf19.1880,CGOB/YGOB_bridge,-1,"('KLLA0F20141g', 'orf19.1880')"
C. albicans,orf19.7403,K. lactis,KLLA0B01243g,CGOB/YGOB_bridge,-1,"('orf19.7403', 'KLLA0B01243g')"
K. lactis,KLLA0B01243g,C. albicans,orf19.7403,CGOB/YGOB_bridge,-1,"('KLLA0B01243g', 'orf19.7403')"
C. albicans,orf19.1490,K. lactis,KLLA0C17985g,CGOB/YGOB_bridge,-1,"('orf19.1490', 'KLLA0C17985g')"
K. lactis,KLLA0C17985g,C. albicans,orf19.1490,CGOB/YGOB_bridge,-1,"('KLLA0C17985g', 'orf19.1490')"
C. albicans,orf19.2694,K. lactis,KLLA0F15389g,CGOB/YGOB_bridge,-1,"('orf19.2694', 'KLLA0F15389g')"
K. lactis,KLLA0F15389g,C. albicans,orf19.2694,CGOB/YGOB_bridge,-1,"('KLLA0F15389g', 'orf19.2694')"
C. albicans,orf19.5833,K. lactis,KLLA0C02475g,CGOB/YGOB_bridge,-1,"('orf19.5833', 'KLLA0C02475g')"
K. lactis,KLLA0C02475g,C. albicans,orf19.5833,CGOB/YGOB_bridge,-1,"('KLLA0C02475g', 'orf19.5833')"
C. albicans,orf19.966,K. lactis,KLLA0B02959g,CGOB/YGOB_bridge,-1,"('orf19.966', 'KLLA0B02959g')"
K. lactis,KLLA0B02959g,C. albicans,orf19.966,CGOB/YGOB_bridge,-1,"('KLLA0B02959g', 'orf19.966')"
C. albicans,orf19.1166,K. lactis,KLLA0E05787g,CGOB/YGOB_bridge,-1,"('orf19.1166', 'KLLA0E05787g')"
K. lactis,KLLA0E05787g,C. albicans,orf19.1166,CGOB/YGOB_bridge,-1,"('KLLA0E05787g', 'orf19.1166')"
C. albicans,orf19.4812,K. lactis,KLLA0F11418g,CGOB/YGOB_bridge,-1,"('orf19.4812', 'KLLA0F11418g')"
K. lactis,KLLA0F11418g,C. albicans,orf19.4812,CGOB/YGOB_bridge,-1,"('KLLA0F11418g', 'orf19.4812')"
C. albicans,orf19.1676,K. lactis,KLLA0F05423g,CGOB/YGOB_bridge,-1,"('orf19.1676', 'KLLA0F05423g')"
K. lactis,KLLA0F05423g,C. albicans,orf19.1676,CGOB/YGOB_bridge,-1,"('KLLA0F05423g', 'orf19.1676')"
C. albicans,orf19.5832,K. lactis,KLLA0C06655g,CGOB/YGOB_bridge,-1,"('orf19.5832', 'KLLA0C06655g')"
K. lactis,KLLA0C06655g,C. albicans,orf19.5832,CGOB/YGOB_bridge,-1,"('KLLA0C06655g', 'orf19.5832')"
C. albicans,orf19.7232,K. lactis,KLLA0F27797g,CGOB/YGOB_bridge,-1,"('orf19.7232', 'KLLA0F27797g')"
K. lactis,KLLA0F27797g,C. albicans,orf19.7232,CGOB/YGOB_bridge,-1,"('KLLA0F27797g', 'orf19.7232')"
C. albicans,orf19.6691,K. lactis,KLLA0F21802g,CGOB/YGOB_bridge,-1,"('orf19.6691', 'KLLA0F21802g')"
K. lactis,KLLA0F21802g,C. albicans,orf19.6691,CGOB/YGOB_bridge,-1,"('KLLA0F21802g', 'orf19.6691')"
C. albicans,orf19.5510,K. lactis,KLLA0B02090g,CGOB/YGOB_bridge,-1,"('orf19.5510', 'KLLA0B02090g')"
K. lactis,KLLA0B02090g,C. albicans,orf19.5510,CGOB/YGOB_bridge,-1,"('KLLA0B02090g', 'orf19.5510')"
C. albicans,orf19.7153,K. lactis,KLLA0B14036g,CGOB/YGOB_bridge,-1,"('orf19.7153', 'KLLA0B14036g')"
K. lactis,KLLA0B14036g,C. albicans,orf19.7153,CGOB/YGOB_bridge,-1,"('KLLA0B14036g', 'orf19.7153')"
C. albicans,orf19.386,K. lactis,KLLA0D01551g,CGOB/YGOB_bridge,-1,"('orf19.386', 'KLLA0D01551g')"
K. lactis,KLLA0D01551g,C. albicans,orf19.386,CGOB/YGOB_bridge,-1,"('KLLA0D01551g', 'orf19.386')"
C. albicans,orf19.552,K. lactis,KLLA0C01188g,CGOB/YGOB_bridge,-1,"('orf19.552', 'KLLA0C01188g')"
K. lactis,KLLA0C01188g,C. albicans,orf19.552,CGOB/YGOB_bridge,-1,"('KLLA0C01188g', 'orf19.552')"
C. albicans,orf19.3964,K. lactis,KLLA0C10945g,CGOB/YGOB_bridge,-1,"('orf19.3964', 'KLLA0C10945g')"
K. lactis,KLLA0C10945g,C. albicans,orf19.3964,CGOB/YGOB_bridge,-1,"('KLLA0C10945g', 'orf19.3964')"
C. albicans,orf19.6357,K. lactis,KLLA0E19141g,CGOB/YGOB_bridge,-1,"('orf19.6357', 'KLLA0E19141g')"
K. lactis,KLLA0E19141g,C. albicans,orf19.6357,CGOB/YGOB_bridge,-1,"('KLLA0E19141g', 'orf19.6357')"
C. albicans,orf19.719,K. lactis,KLLA0C05874g,CGOB/YGOB_bridge,-1,"('orf19.719', 'KLLA0C05874g')"
K. lactis,KLLA0C05874g,C. albicans,orf19.719,CGOB/YGOB_bridge,-1,"('KLLA0C05874g', 'orf19.719')"
C. albicans,orf19.7307,K. lactis,KLLA0C16918g,CGOB/YGOB_bridge,-1,"('orf19.7307', 'KLLA0C16918g')"
K. lactis,KLLA0C16918g,C. albicans,orf19.7307,CGOB/YGOB_bridge,-1,"('KLLA0C16918g', 'orf19.7307')"
C. albicans,orf19.5618,K. lactis,KLLA0E18833g,CGOB/YGOB_bridge,-1,"('orf19.5618', 'KLLA0E18833g')"
K. lactis,KLLA0E18833g,C. albicans,orf19.5618,CGOB/YGOB_bridge,-1,"('KLLA0E18833g', 'orf19.5618')"
C. albicans,orf19.5432,K. lactis,KLLA0C12397g,CGOB/YGOB_bridge,-1,"('orf19.5432', 'KLLA0C12397g')"
K. lactis,KLLA0C12397g,C. albicans,orf19.5432,CGOB/YGOB_bridge,-1,"('KLLA0C12397g', 'orf19.5432')"
C. albicans,orf19.2442,K. lactis,KLLA0F02189g,CGOB/YGOB_bridge,-1,"('orf19.2442', 'KLLA0F02189g')"
K. lactis,KLLA0F02189g,C. albicans,orf19.2442,CGOB/YGOB_bridge,-1,"('KLLA0F02189g', 'orf19.2442')"
C. albicans,orf19.2799,K. lactis,KLLA0E17051g,CGOB/YGOB_bridge,-1,"('orf19.2799', 'KLLA0E17051g')"
K. lactis,KLLA0E17051g,C. albicans,orf19.2799,CGOB/YGOB_bridge,-1,"('KLLA0E17051g', 'orf19.2799')"
C. albicans,orf19.3628,K. lactis,KLLA0E13575g,CGOB/YGOB_bridge,-1,"('orf19.3628', 'KLLA0E13575g')"
K. lactis,KLLA0E13575g,C. albicans,orf19.3628,CGOB/YGOB_bridge,-1,"('KLLA0E13575g', 'orf19.3628')"
C. albicans,orf19.5195,K. lactis,KLLA0E08053g,CGOB/YGOB_bridge,-1,"('orf19.5195', 'KLLA0E08053g')"
K. lactis,KLLA0E08053g,C. albicans,orf19.5195,CGOB/YGOB_bridge,-1,"('KLLA0E08053g', 'orf19.5195')"
C. albicans,orf19.6423,K. lactis,KLLA0B07513g,CGOB/YGOB_bridge,-1,"('orf19.6423', 'KLLA0B07513g')"
K. lactis,KLLA0B07513g,C. albicans,orf19.6423,CGOB/YGOB_bridge,-1,"('KLLA0B07513g', 'orf19.6423')"
C. albicans,orf19.4640,K. lactis,KLLA0E19515g,CGOB/YGOB_bridge,-1,"('orf19.4640', 'KLLA0E19515g')"
K. lactis,KLLA0E19515g,C. albicans,orf19.4640,CGOB/YGOB_bridge,-1,"('KLLA0E19515g', 'orf19.4640')"
C. albicans,orf19.4262,K. lactis,KLLA0E06029g,CGOB/YGOB_bridge,-1,"('orf19.4262', 'KLLA0E06029g')"
K. lactis,KLLA0E06029g,C. albicans,orf19.4262,CGOB/YGOB_bridge,-1,"('KLLA0E06029g', 'orf19.4262')"
C. albicans,orf19.3411,K. lactis,KLLA0C08701g,CGOB/YGOB_bridge,-1,"('orf19.3411', 'KLLA0C08701g')"
K. lactis,KLLA0C08701g,C. albicans,orf19.3411,CGOB/YGOB_bridge,-1,"('KLLA0C08701g', 'orf19.3411')"
C. albicans,orf19.184,K. lactis,KLLA0F08041g,CGOB/YGOB_bridge,-1,"('orf19.184', 'KLLA0F08041g')"
K. lactis,KLLA0F08041g,C. albicans,orf19.184,CGOB/YGOB_bridge,-1,"('KLLA0F08041g', 'orf19.184')"
C. albicans,orf19.5968,K. lactis,KLLA0F05313g,CGOB/YGOB_bridge,-1,"('orf19.5968', 'KLLA0F05313g')"
K. lactis,KLLA0F05313g,C. albicans,orf19.5968,CGOB/YGOB_bridge,-1,"('KLLA0F05313g', 'orf19.5968')"
C. albicans,orf19.1193,K. lactis,KLLA0C01606g,CGOB/YGOB_bridge,-1,"('orf19.1193', 'KLLA0C01606g')"
K. lactis,KLLA0C01606g,C. albicans,orf19.1193,CGOB/YGOB_bridge,-1,"('KLLA0C01606g', 'orf19.1193')"
C. albicans,orf19.3541,K. lactis,KLLA0C11231g,CGOB/YGOB_bridge,-1,"('orf19.3541', 'KLLA0C11231g')"
K. lactis,KLLA0C11231g,C. albicans,orf19.3541,CGOB/YGOB_bridge,-1,"('KLLA0C11231g', 'orf19.3541')"
C. albicans,orf19.4521,K. lactis,KLLA0D06127g,CGOB/YGOB_bridge,-1,"('orf19.4521', 'KLLA0D06127g')"
K. lactis,KLLA0D06127g,C. albicans,orf19.4521,CGOB/YGOB_bridge,-1,"('KLLA0D06127g', 'orf19.4521')"
C. albicans,orf19.5773,K. lactis,KLLA0C04059g,CGOB/YGOB_bridge,-1,"('orf19.5773', 'KLLA0C04059g')"
K. lactis,KLLA0C04059g,C. albicans,orf19.5773,CGOB/YGOB_bridge,-1,"('KLLA0C04059g', 'orf19.5773')"
C. albicans,orf19.5148,K. lactis,KLLA0F15708g,CGOB/YGOB_bridge,-1,"('orf19.5148', 'KLLA0F15708g')"
K. lactis,KLLA0F15708g,C. albicans,orf19.5148,CGOB/YGOB_bridge,-1,"('KLLA0F15708g', 'orf19.5148')"
C. albicans,orf19.6264.4,K. lactis,Klac_YGOB_RPL39,CGOB/YGOB_bridge,-1,"('orf19.6264.4', 'Klac_YGOB_RPL39')"
K. lactis,Klac_YGOB_RPL39,C. albicans,orf19.6264.4,CGOB/YGOB_bridge,-1,"('Klac_YGOB_RPL39', 'orf19.6264.4')"
C. albicans,orf19.2439.1,K. lactis,KLLA0E13839g,CGOB/YGOB_bridge,-1,"('orf19.2439.1', 'KLLA0E13839g')"
K. lactis,KLLA0E13839g,C. albicans,orf19.2439.1,CGOB/YGOB_bridge,-1,"('KLLA0E13839g', 'orf19.2439.1')"
C. albicans,orf19.2370,K. lactis,KLLA0C02695g,CGOB/YGOB_bridge,-1,"('orf19.2370', 'KLLA0C02695g')"
K. lactis,KLLA0C02695g,C. albicans,orf19.2370,CGOB/YGOB_bridge,-1,"('KLLA0C02695g', 'orf19.2370')"
C. albicans,orf19.3054,K. lactis,KLLA0D10824g,CGOB/YGOB_bridge,-1,"('orf19.3054', 'KLLA0D10824g')"
K. lactis,KLLA0D10824g,C. albicans,orf19.3054,CGOB/YGOB_bridge,-1,"('KLLA0D10824g', 'orf19.3054')"
C. albicans,orf19.3175,K. lactis,KLLA0C12991g,CGOB/YGOB_bridge,-1,"('orf19.3175', 'KLLA0C12991g')"
K. lactis,KLLA0C12991g,C. albicans,orf19.3175,CGOB/YGOB_bridge,-1,"('KLLA0C12991g', 'orf19.3175')"
C. albicans,orf19.1613,K. lactis,KLLA0B12584g,CGOB/YGOB_bridge,-1,"('orf19.1613', 'KLLA0B12584g')"
K. lactis,KLLA0B12584g,C. albicans,orf19.1613,CGOB/YGOB_bridge,-1,"('KLLA0B12584g', 'orf19.1613')"
C. albicans,orf19.3494,K. lactis,KLLA0B10142g,CGOB/YGOB_bridge,-1,"('orf19.3494', 'KLLA0B10142g')"
