species1,gene1,species2,gene2,source,pillar_id,gene_pair
K. lactis,KLLA0C17666g,C. glabrata,CAGL0L11836g,YGOB,2220,"('KLLA0C17666g', 'CAGL0L11836g')"
C. glabrata,CAGL0L11858g,K. lactis,KLLA0C17688g,YGOB,2225,"('CAGL0L11858g', 'KLLA0C17688g')"
K. lactis,KLLA0C17688g,C. glabrata,CAGL0L11858g,YGOB,2225,"('KLLA0C17688g', 'CAGL0L11858g')"
C. glabrata,CAGL0L11902g,K. lactis,KLLA0C17754g,YGOB,2230,"('CAGL0L11902g', 'KLLA0C17754g')"
K. lactis,KLLA0C17754g,C. glabrata,CAGL0L11902g,YGOB,2230,"('KLLA0C17754g', 'CAGL0L11902g')"
C. glabrata,CAGL0L11924g,K. lactis,KLLA0C17776g,YGOB,2237,"('CAGL0L11924g', 'KLLA0C17776g')"
K. lactis,KLLA0C17776g,C. glabrata,CAGL0L11924g,YGOB,2237,"('KLLA0C17776g', 'CAGL0L11924g')"
C. glabrata,CAGL0F04477g,K. lactis,KLLA0E05633g,YGOB,2240,"('CAGL0F04477g', 'KLLA0E05633g')"
K. lactis,KLLA0E05633g,C. glabrata,CAGL0F04477g,YGOB,2240,"('KLLA0E05633g', 'CAGL0F04477g')"
C. glabrata,CAGL0L11946g,K. lactis,KLLA0C17798g,YGOB,2241,"('CAGL0L11946g', 'KLLA0C17798g')"
K. lactis,KLLA0C17798g,C. glabrata,CAGL0L11946g,YGOB,2241,"('KLLA0C17798g', 'CAGL0L11946g')"
C. glabrata,CAGL0L11968g,K. lactis,KLLA0C17820g,YGOB,2243,"('CAGL0L11968g', 'KLLA0C17820g')"
K. lactis,KLLA0C17820g,C. glabrata,CAGL0L11968g,YGOB,2243,"('KLLA0C17820g', 'CAGL0L11968g')"
C. glabrata,CAGL0L12012g,K. lactis,KLLA0C17864g,YGOB,2248,"('CAGL0L12012g', 'KLLA0C17864g')"
K. lactis,KLLA0C17864g,C. glabrata,CAGL0L12012g,YGOB,2248,"('KLLA0C17864g', 'CAGL0L12012g')"
C. glabrata,CAGL0L12078g,K. lactis,KLLA0F12001g,YGOB,2255,"('CAGL0L12078g', 'KLLA0F12001g')"
K. lactis,KLLA0F12001g,C. glabrata,CAGL0L12078g,YGOB,2255,"('KLLA0F12001g', 'CAGL0L12078g')"
C. glabrata,CAGL0L12100g,K. lactis,KLLA0F11957g,YGOB,2258,"('CAGL0L12100g', 'KLLA0F11957g')"
K. lactis,KLLA0F11957g,C. glabrata,CAGL0L12100g,YGOB,2258,"('KLLA0F11957g', 'CAGL0L12100g')"
C. glabrata,CAGL0L12122g,K. lactis,KLLA0F11891g,YGOB,2260,"('CAGL0L12122g', 'KLLA0F11891g')"
K. lactis,KLLA0F11891g,C. glabrata,CAGL0L12122g,YGOB,2260,"('KLLA0F11891g', 'CAGL0L12122g')"
C. glabrata,CAGL0F09163g,K. lactis,KLLA0A10263g,YGOB,2263,"('CAGL0F09163g', 'KLLA0A10263g')"
K. lactis,KLLA0A10263g,C. glabrata,CAGL0F09163g,YGOB,2263,"('KLLA0A10263g', 'CAGL0F09163g')"
C. glabrata,CAGL0F09185g,K. lactis,KLLA0A10285g,YGOB,2264,"('CAGL0F09185g', 'KLLA0A10285g')"
K. lactis,KLLA0A10285g,C. glabrata,CAGL0F09185g,YGOB,2264,"('KLLA0A10285g', 'CAGL0F09185g')"
C. glabrata,CAGL0F04455g,K. lactis,KLLA0E05611g,YGOB,2279,"('CAGL0F04455g', 'KLLA0E05611g')"
K. lactis,KLLA0E05611g,C. glabrata,CAGL0F04455g,YGOB,2279,"('KLLA0E05611g', 'CAGL0F04455g')"
C. glabrata,CAGL0I09196g,K. lactis,KLLA0F02167g,YGOB,2301,"('CAGL0I09196g', 'KLLA0F02167g')"
K. lactis,KLLA0F02167g,C. glabrata,CAGL0I09196g,YGOB,2301,"('KLLA0F02167g', 'CAGL0I09196g')"
C. glabrata,CAGL0F04433g,K. lactis,KLLA0E05545g,YGOB,2338,"('CAGL0F04433g', 'KLLA0E05545g')"
K. lactis,KLLA0E05545g,C. glabrata,CAGL0F04433g,YGOB,2338,"('KLLA0E05545g', 'CAGL0F04433g')"
C. glabrata,CAGL0F04411g,K. lactis,KLLA0B12199g,YGOB,2401,"('CAGL0F04411g', 'KLLA0B12199g')"
K. lactis,KLLA0B12199g,C. glabrata,CAGL0F04411g,YGOB,2401,"('KLLA0B12199g', 'CAGL0F04411g')"
C. glabrata,CAGL0E01617g,K. lactis,KLLA0E07261g,YGOB,2421,"('CAGL0E01617g', 'KLLA0E07261g')"
K. lactis,KLLA0E07261g,C. glabrata,CAGL0E01617g,YGOB,2421,"('KLLA0E07261g', 'CAGL0E01617g')"
C. glabrata,CAGL0K12936g,K. lactis,KLLA0D05885g,YGOB,2428,"('CAGL0K12936g', 'KLLA0D05885g')"
K. lactis,KLLA0D05885g,C. glabrata,CAGL0K12936g,YGOB,2428,"('KLLA0D05885g', 'CAGL0K12936g')"
C. glabrata,CAGL0L13244g,K. lactis,KLLA0D05863g,YGOB,2430,"('CAGL0L13244g', 'KLLA0D05863g')"
K. lactis,KLLA0D05863g,C. glabrata,CAGL0L13244g,YGOB,2430,"('KLLA0D05863g', 'CAGL0L13244g')"
C. glabrata,CAGL0K12892g,K. lactis,KLLA0D05819g,YGOB,2431,"('CAGL0K12892g', 'KLLA0D05819g')"
K. lactis,KLLA0D05819g,C. glabrata,CAGL0K12892g,YGOB,2431,"('KLLA0D05819g', 'CAGL0K12892g')"
C. glabrata,CAGL0K12870g,K. lactis,KLLA0D05731g,YGOB,2432,"('CAGL0K12870g', 'KLLA0D05731g')"
K. lactis,KLLA0D05731g,C. glabrata,CAGL0K12870g,YGOB,2432,"('KLLA0D05731g', 'CAGL0K12870g')"
C. glabrata,CAGL0K12848g,K. lactis,KLLA0D05709g,YGOB,2433,"('CAGL0K12848g', 'KLLA0D05709g')"
K. lactis,KLLA0D05709g,C. glabrata,CAGL0K12848g,YGOB,2433,"('KLLA0D05709g', 'CAGL0K12848g')"
C. glabrata,CAGL0K12782g,K. lactis,KLLA0D05599g,YGOB,2434,"('CAGL0K12782g', 'KLLA0D05599g')"
K. lactis,KLLA0D05599g,C. glabrata,CAGL0K12782g,YGOB,2434,"('KLLA0D05599g', 'CAGL0K12782g')"
C. glabrata,CAGL0M12298g,K. lactis,KLLA0A03443g,YGOB,2435,"('CAGL0M12298g', 'KLLA0A03443g')"
K. lactis,KLLA0A03443g,C. glabrata,CAGL0M12298g,YGOB,2435,"('KLLA0A03443g', 'CAGL0M12298g')"
C. glabrata,CAGL0F04389g,K. lactis,KLLA0B12243g,YGOB,2436,"('CAGL0F04389g', 'KLLA0B12243g')"
K. lactis,KLLA0B12243g,C. glabrata,CAGL0F04389g,YGOB,2436,"('KLLA0B12243g', 'CAGL0F04389g')"
C. glabrata,CAGL0K12760g,K. lactis,KLLA0D05555g,YGOB,2437,"('CAGL0K12760g', 'KLLA0D05555g')"
K. lactis,KLLA0D05555g,C. glabrata,CAGL0K12760g,YGOB,2437,"('KLLA0D05555g', 'CAGL0K12760g')"
C. glabrata,CAGL0K12738g,K. lactis,KLLA0D05489g,YGOB,2438,"('CAGL0K12738g', 'KLLA0D05489g')"
K. lactis,KLLA0D05489g,C. glabrata,CAGL0K12738g,YGOB,2438,"('KLLA0D05489g', 'CAGL0K12738g')"
C. glabrata,CAGL0K12716g,K. lactis,KLLA0D05379g,YGOB,2439,"('CAGL0K12716g', 'KLLA0D05379g')"
K. lactis,KLLA0D05379g,C. glabrata,CAGL0K12716g,YGOB,2439,"('KLLA0D05379g', 'CAGL0K12716g')"
C. glabrata,CAGL0K12694g,K. lactis,KLLA0D05357g,YGOB,2440,"('CAGL0K12694g', 'KLLA0D05357g')"
K. lactis,KLLA0D05357g,C. glabrata,CAGL0K12694g,YGOB,2440,"('KLLA0D05357g', 'CAGL0K12694g')"
C. glabrata,CAGL0K12672g,K. lactis,KLLA0D05313g,YGOB,2441,"('CAGL0K12672g', 'KLLA0D05313g')"
K. lactis,KLLA0D05313g,C. glabrata,CAGL0K12672g,YGOB,2441,"('KLLA0D05313g', 'CAGL0K12672g')"
C. glabrata,CAGL0K12650g,K. lactis,KLLA0D05269g,YGOB,2443,"('CAGL0K12650g', 'KLLA0D05269g')"
K. lactis,KLLA0D05269g,C. glabrata,CAGL0K12650g,YGOB,2443,"('KLLA0D05269g', 'CAGL0K12650g')"
C. glabrata,CAGL0K12628g,K. lactis,KLLA0D05247g,YGOB,2444,"('CAGL0K12628g', 'KLLA0D05247g')"
K. lactis,KLLA0D05247g,C. glabrata,CAGL0K12628g,YGOB,2444,"('KLLA0D05247g', 'CAGL0K12628g')"
C. glabrata,CAGL0K12606g,K. lactis,KLLA0D05225g,YGOB,2445,"('CAGL0K12606g', 'KLLA0D05225g')"
K. lactis,KLLA0D05225g,C. glabrata,CAGL0K12606g,YGOB,2445,"('KLLA0D05225g', 'CAGL0K12606g')"
C. glabrata,CAGL0F01683g,K. lactis,KLLA0D05181g,YGOB,2446,"('CAGL0F01683g', 'KLLA0D05181g')"
K. lactis,KLLA0D05181g,C. glabrata,CAGL0F01683g,YGOB,2446,"('KLLA0D05181g', 'CAGL0F01683g')"
C. glabrata,CAGL0K12584g,K. lactis,KLLA0D05159g,YGOB,2447,"('CAGL0K12584g', 'KLLA0D05159g')"
K. lactis,KLLA0D05159g,C. glabrata,CAGL0K12584g,YGOB,2447,"('KLLA0D05159g', 'CAGL0K12584g')"
C. glabrata,CAGL0F04367g,K. lactis,KLLA0B12265g,YGOB,2448,"('CAGL0F04367g', 'KLLA0B12265g')"
K. lactis,KLLA0B12265g,C. glabrata,CAGL0F04367g,YGOB,2448,"('KLLA0B12265g', 'CAGL0F04367g')"
C. glabrata,CAGL0K12562g,K. lactis,Klac_YGOB_Anc_8.34,YGOB,2449,"('CAGL0K12562g', 'Klac_YGOB_Anc_8.34')"
K. lactis,Klac_YGOB_Anc_8.34,C. glabrata,CAGL0K12562g,YGOB,2449,"('Klac_YGOB_Anc_8.34', 'CAGL0K12562g')"
C. glabrata,CAGL0K12540g,K. lactis,KLLA0F08976g,YGOB,2450,"('CAGL0K12540g', 'KLLA0F08976g')"
K. lactis,KLLA0F08976g,C. glabrata,CAGL0K12540g,YGOB,2450,"('KLLA0F08976g', 'CAGL0K12540g')"
C. glabrata,CAGL0K12518g,K. lactis,KLLA0F08954g,YGOB,2451,"('CAGL0K12518g', 'KLLA0F08954g')"
K. lactis,KLLA0F08954g,C. glabrata,CAGL0K12518g,YGOB,2451,"('KLLA0F08954g', 'CAGL0K12518g')"
C. glabrata,CAGL0K12496g,K. lactis,KLLA0F08877g,YGOB,2452,"('CAGL0K12496g', 'KLLA0F08877g')"
K. lactis,KLLA0F08877g,C. glabrata,CAGL0K12496g,YGOB,2452,"('KLLA0F08877g', 'CAGL0K12496g')"
C. glabrata,CAGL0K12474g,K. lactis,KLLA0F08833g,YGOB,2453,"('CAGL0K12474g', 'KLLA0F08833g')"
K. lactis,KLLA0F08833g,C. glabrata,CAGL0K12474g,YGOB,2453,"('KLLA0F08833g', 'CAGL0K12474g')"
C. glabrata,CAGL0K12452g,K. lactis,KLLA0F08789g,YGOB,2454,"('CAGL0K12452g', 'KLLA0F08789g')"
K. lactis,KLLA0F08789g,C. glabrata,CAGL0K12452g,YGOB,2454,"('KLLA0F08789g', 'CAGL0K12452g')"
C. glabrata,CAGL0K12430g,K. lactis,KLLA0F25102g,YGOB,2455,"('CAGL0K12430g', 'KLLA0F25102g')"
K. lactis,KLLA0F25102g,C. glabrata,CAGL0K12430g,YGOB,2455,"('KLLA0F25102g', 'CAGL0K12430g')"
C. glabrata,CAGL0K12408g,K. lactis,KLLA0F25124g,YGOB,2456,"('CAGL0K12408g', 'KLLA0F25124g')"
K. lactis,KLLA0F25124g,C. glabrata,CAGL0K12408g,YGOB,2456,"('KLLA0F25124g', 'CAGL0K12408g')"
C. glabrata,CAGL0K12386g,K. lactis,KLLA0F25146g,YGOB,2457,"('CAGL0K12386g', 'KLLA0F25146g')"
K. lactis,KLLA0F25146g,C. glabrata,CAGL0K12386g,YGOB,2457,"('KLLA0F25146g', 'CAGL0K12386g')"
C. glabrata,CAGL0K07700g,K. lactis,KLLA0F25168g,YGOB,2458,"('CAGL0K07700g', 'KLLA0F25168g')"
K. lactis,KLLA0F25168g,C. glabrata,CAGL0K07700g,YGOB,2458,"('KLLA0F25168g', 'CAGL0K07700g')"
C. glabrata,CAGL0F04323g,K. lactis,KLLA0B12309g,YGOB,2459,"('CAGL0F04323g', 'KLLA0B12309g')"
K. lactis,KLLA0B12309g,C. glabrata,CAGL0F04323g,YGOB,2459,"('KLLA0B12309g', 'CAGL0F04323g')"
C. glabrata,CAGL0K07656g,K. lactis,KLLA0F25234g,YGOB,2460,"('CAGL0K07656g', 'KLLA0F25234g')"
K. lactis,KLLA0F25234g,C. glabrata,CAGL0K07656g,YGOB,2460,"('KLLA0F25234g', 'CAGL0K07656g')"
C. glabrata,CAGL0K07634g,K. lactis,KLLA0F25300g,YGOB,2461,"('CAGL0K07634g', 'KLLA0F25300g')"
K. lactis,KLLA0F25300g,C. glabrata,CAGL0K07634g,YGOB,2461,"('KLLA0F25300g', 'CAGL0K07634g')"
C. glabrata,CAGL0F01947g,K. lactis,KLLA0D11154g,YGOB,2463,"('CAGL0F01947g', 'KLLA0D11154g')"
K. lactis,KLLA0D11154g,C. glabrata,CAGL0F01947g,YGOB,2463,"('KLLA0D11154g', 'CAGL0F01947g')"
C. glabrata,CAGL0D02150g,K. lactis,KLLA0D07678g,YGOB,2464,"('CAGL0D02150g', 'KLLA0D07678g')"
K. lactis,KLLA0D07678g,C. glabrata,CAGL0D02150g,YGOB,2464,"('KLLA0D07678g', 'CAGL0D02150g')"
C. glabrata,CAGL0D02156g,K. lactis,KLLA0D07700g,YGOB,2465,"('CAGL0D02156g', 'KLLA0D07700g')"
K. lactis,KLLA0D07700g,C. glabrata,CAGL0D02156g,YGOB,2465,"('KLLA0D07700g', 'CAGL0D02156g')"
C. glabrata,CAGL0J04224g,K. lactis,KLLA0D07656g,YGOB,2466,"('CAGL0J04224g', 'KLLA0D07656g')"
K. lactis,KLLA0D07656g,C. glabrata,CAGL0J04224g,YGOB,2466,"('KLLA0D07656g', 'CAGL0J04224g')"
C. glabrata,CAGL0J04202g,K. lactis,KLLA0D07634g,YGOB,2467,"('CAGL0J04202g', 'KLLA0D07634g')"
K. lactis,KLLA0D07634g,C. glabrata,CAGL0J04202g,YGOB,2467,"('KLLA0D07634g', 'CAGL0J04202g')"
C. glabrata,CAGL0J04180g,K. lactis,KLLA0D07590g,YGOB,2468,"('CAGL0J04180g', 'KLLA0D07590g')"
K. lactis,KLLA0D07590g,C. glabrata,CAGL0J04180g,YGOB,2468,"('KLLA0D07590g', 'CAGL0J04180g')"
C. glabrata,CAGL0F04301g,K. lactis,KLLA0B12331g,YGOB,2470,"('CAGL0F04301g', 'KLLA0B12331g')"
K. lactis,KLLA0B12331g,C. glabrata,CAGL0F04301g,YGOB,2470,"('KLLA0B12331g', 'CAGL0F04301g')"
C. glabrata,CAGL0F02013g,K. lactis,KLLA0C05346g,YGOB,2472,"('CAGL0F02013g', 'KLLA0C05346g')"
K. lactis,KLLA0C05346g,C. glabrata,CAGL0F02013g,YGOB,2472,"('KLLA0C05346g', 'CAGL0F02013g')"
C. glabrata,CAGL0F02079g,K. lactis,KLLA0D07502g,YGOB,2473,"('CAGL0F02079g', 'KLLA0D07502g')"
K. lactis,KLLA0D07502g,C. glabrata,CAGL0F02079g,YGOB,2473,"('KLLA0D07502g', 'CAGL0F02079g')"
C. glabrata,CAGL0F02101g,K. lactis,KLLA0E12057g,YGOB,2474,"('CAGL0F02101g', 'KLLA0E12057g')"
K. lactis,KLLA0E12057g,C. glabrata,CAGL0F02101g,YGOB,2474,"('KLLA0E12057g', 'CAGL0F02101g')"
C. glabrata,CAGL0F02123g,K. lactis,KLLA0E12079g,YGOB,2475,"('CAGL0F02123g', 'KLLA0E12079g')"
K. lactis,KLLA0E12079g,C. glabrata,CAGL0F02123g,YGOB,2475,"('KLLA0E12079g', 'CAGL0F02123g')"
C. glabrata,CAGL0F02145g,K. lactis,KLLA0E12101g,YGOB,2476,"('CAGL0F02145g', 'KLLA0E12101g')"
K. lactis,KLLA0E12101g,C. glabrata,CAGL0F02145g,YGOB,2476,"('KLLA0E12101g', 'CAGL0F02145g')"
C. glabrata,CAGL0F02167g,K. lactis,KLLA0F11022g,YGOB,2477,"('CAGL0F02167g', 'KLLA0F11022g')"
K. lactis,KLLA0F11022g,C. glabrata,CAGL0F02167g,YGOB,2477,"('KLLA0F11022g', 'CAGL0F02167g')"
C. glabrata,CAGL0L08976g,K. lactis,KLLA0E14367g,YGOB,2478,"('CAGL0L08976g', 'KLLA0E14367g')"
K. lactis,KLLA0E14367g,C. glabrata,CAGL0L08976g,YGOB,2478,"('KLLA0E14367g', 'CAGL0L08976g')"
C. glabrata,CAGL0L08998g,K. lactis,KLLA0E14345g,YGOB,2479,"('CAGL0L08998g', 'KLLA0E14345g')"
K. lactis,KLLA0E14345g,C. glabrata,CAGL0L08998g,YGOB,2479,"('KLLA0E14345g', 'CAGL0L08998g')"
C. glabrata,CAGL0F02299g,K. lactis,KLLA0E14257g,YGOB,2480,"('CAGL0F02299g', 'KLLA0E14257g')"
K. lactis,KLLA0E14257g,C. glabrata,CAGL0F02299g,YGOB,2480,"('KLLA0E14257g', 'CAGL0F02299g')"
C. glabrata,CAGL0F04279g,K. lactis,KLLA0B12375g,YGOB,2481,"('CAGL0F04279g', 'KLLA0B12375g')"
K. lactis,KLLA0B12375g,C. glabrata,CAGL0F04279g,YGOB,2481,"('KLLA0B12375g', 'CAGL0F04279g')"
C. glabrata,CAGL0L09130g,K. lactis,KLLA0E14191g,YGOB,2482,"('CAGL0L09130g', 'KLLA0E14191g')"
K. lactis,KLLA0E14191g,C. glabrata,CAGL0L09130g,YGOB,2482,"('KLLA0E14191g', 'CAGL0L09130g')"
C. glabrata,CAGL0F02255g,K. lactis,KLLA0E14169g,YGOB,2483,"('CAGL0F02255g', 'KLLA0E14169g')"
K. lactis,KLLA0E14169g,C. glabrata,CAGL0F02255g,YGOB,2483,"('KLLA0E14169g', 'CAGL0F02255g')"
C. glabrata,CAGL0L09152g,K. lactis,KLLA0E14147g,YGOB,2484,"('CAGL0L09152g', 'KLLA0E14147g')"
K. lactis,KLLA0E14147g,C. glabrata,CAGL0L09152g,YGOB,2484,"('KLLA0E14147g', 'CAGL0L09152g')"
C. glabrata,CAGL0L09174g,K. lactis,KLLA0E14125g,YGOB,2485,"('CAGL0L09174g', 'KLLA0E14125g')"
K. lactis,KLLA0E14125g,C. glabrata,CAGL0L09174g,YGOB,2485,"('KLLA0E14125g', 'CAGL0L09174g')"
C. glabrata,CAGL0F02233g,K. lactis,KLLA0E14103g,YGOB,2487,"('CAGL0F02233g', 'KLLA0E14103g')"
K. lactis,KLLA0E14103g,C. glabrata,CAGL0F02233g,YGOB,2487,"('KLLA0E14103g', 'CAGL0F02233g')"
C. glabrata,CAGL0F02343g,K. lactis,KLLA0E13971g,YGOB,2488,"('CAGL0F02343g', 'KLLA0E13971g')"
K. lactis,KLLA0E13971g,C. glabrata,CAGL0F02343g,YGOB,2488,"('KLLA0E13971g', 'CAGL0F02343g')"
C. glabrata,CAGL0F02365g,K. lactis,KLLA0A03003g,YGOB,2489,"('CAGL0F02365g', 'KLLA0A03003g')"
K. lactis,KLLA0A03003g,C. glabrata,CAGL0F02365g,YGOB,2489,"('KLLA0A03003g', 'CAGL0F02365g')"
C. glabrata,CAGL0K10472g,K. lactis,KLLA0A10857g,YGOB,2490,"('CAGL0K10472g', 'KLLA0A10857g')"
K. lactis,KLLA0A10857g,C. glabrata,CAGL0K10472g,YGOB,2490,"('KLLA0A10857g', 'CAGL0K10472g')"
C. glabrata,CAGL0M05401g,K. lactis,KLLA0E23211g,YGOB,2491,"('CAGL0M05401g', 'KLLA0E23211g')"
K. lactis,KLLA0E23211g,C. glabrata,CAGL0M05401g,YGOB,2491,"('KLLA0E23211g', 'CAGL0M05401g')"
C. glabrata,CAGL0K10494g,K. lactis,KLLA0A10791g,YGOB,2492,"('CAGL0K10494g', 'KLLA0A10791g')"
K. lactis,KLLA0A10791g,C. glabrata,CAGL0K10494g,YGOB,2492,"('KLLA0A10791g', 'CAGL0K10494g')"
C. glabrata,CAGL0K10516g,K. lactis,KLLA0A10769g,YGOB,2493,"('CAGL0K10516g', 'KLLA0A10769g')"
K. lactis,KLLA0A10769g,C. glabrata,CAGL0K10516g,YGOB,2493,"('KLLA0A10769g', 'CAGL0K10516g')"
C. glabrata,CAGL0F04257g,K. lactis,KLLA0E12321g,YGOB,2494,"('CAGL0F04257g', 'KLLA0E12321g')"
K. lactis,KLLA0E12321g,C. glabrata,CAGL0F04257g,YGOB,2494,"('KLLA0E12321g', 'CAGL0F04257g')"
C. glabrata,CAGL0G08954g,K. lactis,KLLA0A10703g,YGOB,2495,"('CAGL0G08954g', 'KLLA0A10703g')"
K. lactis,KLLA0A10703g,C. glabrata,CAGL0G08954g,YGOB,2495,"('KLLA0A10703g', 'CAGL0G08954g')"
C. glabrata,CAGL0K10582g,K. lactis,KLLA0F23199g,YGOB,2496,"('CAGL0K10582g', 'KLLA0F23199g')"
K. lactis,KLLA0F23199g,C. glabrata,CAGL0K10582g,YGOB,2496,"('KLLA0F23199g', 'CAGL0K10582g')"
C. glabrata,CAGL0F04741g,K. lactis,KLLA0F23155g,YGOB,2497,"('CAGL0F04741g', 'KLLA0F23155g')"
K. lactis,KLLA0F23155g,C. glabrata,CAGL0F04741g,YGOB,2497,"('KLLA0F23155g', 'CAGL0F04741g')"
C. glabrata,CAGL0K10626g,K. lactis,KLLA0F23133g,YGOB,2498,"('CAGL0K10626g', 'KLLA0F23133g')"
K. lactis,KLLA0F23133g,C. glabrata,CAGL0K10626g,YGOB,2498,"('KLLA0F23133g', 'CAGL0K10626g')"
C. glabrata,CAGL0K10648g,K. lactis,KLLA0F23089g,YGOB,2499,"('CAGL0K10648g', 'KLLA0F23089g')"
K. lactis,KLLA0F23089g,C. glabrata,CAGL0K10648g,YGOB,2499,"('KLLA0F23089g', 'CAGL0K10648g')"
C. glabrata,CAGL0A02002g,K. lactis,KLLA0A10967g,YGOB,2500,"('CAGL0A02002g', 'KLLA0A10967g')"
K. lactis,KLLA0A10967g,C. glabrata,CAGL0A02002g,YGOB,2500,"('KLLA0A10967g', 'CAGL0A02002g')"
C. glabrata,CAGL0K10406g,K. lactis,KLLA0D04576g,YGOB,2501,"('CAGL0K10406g', 'KLLA0D04576g')"
K. lactis,KLLA0D04576g,C. glabrata,CAGL0K10406g,YGOB,2501,"('KLLA0D04576g', 'CAGL0K10406g')"
C. glabrata,CAGL0K10384g,K. lactis,KLLA0D04598g,YGOB,2502,"('CAGL0K10384g', 'KLLA0D04598g')"
K. lactis,KLLA0D04598g,C. glabrata,CAGL0K10384g,YGOB,2502,"('KLLA0D04598g', 'CAGL0K10384g')"
C. glabrata,CAGL0F04235g,K. lactis,KLLA0E12343g,YGOB,2503,"('CAGL0F04235g', 'KLLA0E12343g')"
K. lactis,KLLA0E12343g,C. glabrata,CAGL0F04235g,YGOB,2503,"('KLLA0E12343g', 'CAGL0F04235g')"
C. glabrata,CAGL0K10692g,K. lactis,KLLA0D04664g,YGOB,2504,"('CAGL0K10692g', 'KLLA0D04664g')"
K. lactis,KLLA0D04664g,C. glabrata,CAGL0K10692g,YGOB,2504,"('KLLA0D04664g', 'CAGL0K10692g')"
C. glabrata,CAGL0A02046g,K. lactis,KLLA0D04708g,YGOB,2505,"('CAGL0A02046g', 'KLLA0D04708g')"
K. lactis,KLLA0D04708g,C. glabrata,CAGL0A02046g,YGOB,2505,"('KLLA0D04708g', 'CAGL0A02046g')"
C. glabrata,CAGL0I08943g,K. lactis,KLLA0A08338g,YGOB,2506,"('CAGL0I08943g', 'KLLA0A08338g')"
K. lactis,KLLA0A08338g,C. glabrata,CAGL0I08943g,YGOB,2506,"('KLLA0A08338g', 'CAGL0I08943g')"
C. glabrata,CAGL0I08965g,K. lactis,KLLA0A08360g,YGOB,2507,"('CAGL0I08965g', 'KLLA0A08360g')"
K. lactis,KLLA0A08360g,C. glabrata,CAGL0I08965g,YGOB,2507,"('KLLA0A08360g', 'CAGL0I08965g')"
C. glabrata,CAGL0I09009g,K. lactis,KLLA0A08470g,YGOB,2508,"('CAGL0I09009g', 'KLLA0A08470g')"
K. lactis,KLLA0A08470g,C. glabrata,CAGL0I09009g,YGOB,2508,"('KLLA0A08470g', 'CAGL0I09009g')"
C. glabrata,CAGL0I09042g,K. lactis,KLLA0B06644g,YGOB,2510,"('CAGL0I09042g', 'KLLA0B06644g')"
K. lactis,KLLA0B06644g,C. glabrata,CAGL0I09042g,YGOB,2510,"('KLLA0B06644g', 'CAGL0I09042g')"
C. glabrata,CAGL0I09064g,K. lactis,KLLA0B06622g,YGOB,2511,"('CAGL0I09064g', 'KLLA0B06622g')"
K. lactis,KLLA0B06622g,C. glabrata,CAGL0I09064g,YGOB,2511,"('KLLA0B06622g', 'CAGL0I09064g')"
C. glabrata,CAGL0I09130g,K. lactis,KLLA0F02255g,YGOB,2512,"('CAGL0I09130g', 'KLLA0F02255g')"
K. lactis,KLLA0F02255g,C. glabrata,CAGL0I09130g,YGOB,2512,"('KLLA0F02255g', 'CAGL0I09130g')"
C. glabrata,CAGL0D05280g,K. lactis,KLLA0D15983g,YGOB,2513,"('CAGL0D05280g', 'KLLA0D15983g')"
K. lactis,KLLA0D15983g,C. glabrata,CAGL0D05280g,YGOB,2513,"('KLLA0D15983g', 'CAGL0D05280g')"
C. glabrata,CAGL0F04213g,K. lactis,KLLA0E12365g,YGOB,2514,"('CAGL0F04213g', 'KLLA0E12365g')"
K. lactis,KLLA0E12365g,C. glabrata,CAGL0F04213g,YGOB,2514,"('KLLA0E12365g', 'CAGL0F04213g')"
C. glabrata,CAGL0D05258g,K. lactis,KLLA0D16005g,YGOB,2515,"('CAGL0D05258g', 'KLLA0D16005g')"
K. lactis,KLLA0D16005g,C. glabrata,CAGL0D05258g,YGOB,2515,"('KLLA0D16005g', 'CAGL0D05258g')"
C. glabrata,CAGL0J02354g,K. lactis,KLLA0D16027g,YGOB,2516,"('CAGL0J02354g', 'KLLA0D16027g')"
K. lactis,KLLA0D16027g,C. glabrata,CAGL0J02354g,YGOB,2516,"('KLLA0D16027g', 'CAGL0J02354g')"
C. glabrata,CAGL0D05236g,K. lactis,KLLA0D16049g,YGOB,2517,"('CAGL0D05236g', 'KLLA0D16049g')"
K. lactis,KLLA0D16049g,C. glabrata,CAGL0D05236g,YGOB,2517,"('KLLA0D16049g', 'CAGL0D05236g')"
C. glabrata,CAGL0D05214g,K. lactis,KLLA0D16071g,YGOB,2518,"('CAGL0D05214g', 'KLLA0D16071g')"
K. lactis,KLLA0D16071g,C. glabrata,CAGL0D05214g,YGOB,2518,"('KLLA0D16071g', 'CAGL0D05214g')"
C. glabrata,CAGL0D05192g,K. lactis,KLLA0D16093g,YGOB,2519,"('CAGL0D05192g', 'KLLA0D16093g')"
K. lactis,KLLA0D16093g,C. glabrata,CAGL0D05192g,YGOB,2519,"('KLLA0D16093g', 'CAGL0D05192g')"
C. glabrata,CAGL0D05170g,K. lactis,KLLA0D16115g,YGOB,2520,"('CAGL0D05170g', 'KLLA0D16115g')"
K. lactis,KLLA0D16115g,C. glabrata,CAGL0D05170g,YGOB,2520,"('KLLA0D16115g', 'CAGL0D05170g')"
C. glabrata,CAGL0J02618g,K. lactis,KLLA0F27753g,YGOB,2522,"('CAGL0J02618g', 'KLLA0F27753g')"
