species1,gene1,species2,gene2,source,pillar_id,gene_pair
C. glabrata,CAGL0M11924g,C. albicans,orf19.1367,CGOB/YGOB_bridge,-1,"('CAGL0M11924g', 'orf19.1367')"
C. albicans,orf19.6163,C. glabrata,CAGL0M13145g,CGOB/YGOB_bridge,-1,"('orf19.6163', 'CAGL0M13145g')"
C. glabrata,CAGL0M13145g,C. albicans,orf19.6163,CGOB/YGOB_bridge,-1,"('CAGL0M13145g', 'orf19.6163')"
C. albicans,orf19.5702,C. glabrata,CAGL0L03718g,CGOB/YGOB_bridge,-1,"('orf19.5702', 'CAGL0L03718g')"
C. glabrata,CAGL0L03718g,C. albicans,orf19.5702,CGOB/YGOB_bridge,-1,"('CAGL0L03718g', 'orf19.5702')"
C. albicans,orf19.1548,C. glabrata,CAGL0L07260g,CGOB/YGOB_bridge,-1,"('orf19.1548', 'CAGL0L07260g')"
C. glabrata,CAGL0L07260g,C. albicans,orf19.1548,CGOB/YGOB_bridge,-1,"('CAGL0L07260g', 'orf19.1548')"
C. albicans,orf19.3967,C. glabrata,CAGL0F08041g,CGOB/YGOB_bridge,-1,"('orf19.3967', 'CAGL0F08041g')"
C. glabrata,CAGL0F08041g,C. albicans,orf19.3967,CGOB/YGOB_bridge,-1,"('CAGL0F08041g', 'orf19.3967')"
C. albicans,orf19.930,C. glabrata,CAGL0F04213g,CGOB/YGOB_bridge,-1,"('orf19.930', 'CAGL0F04213g')"
C. glabrata,CAGL0F04213g,C. albicans,orf19.930,CGOB/YGOB_bridge,-1,"('CAGL0F04213g', 'orf19.930')"
C. albicans,orf19.6907,C. glabrata,CAGL0I03542g,CGOB/YGOB_bridge,-1,"('orf19.6907', 'CAGL0I03542g')"
C. glabrata,CAGL0I03542g,C. albicans,orf19.6907,CGOB/YGOB_bridge,-1,"('CAGL0I03542g', 'orf19.6907')"
C. albicans,orf19.2029,C. glabrata,CAGL0D01738g,CGOB/YGOB_bridge,-1,"('orf19.2029', 'CAGL0D01738g')"
C. glabrata,CAGL0D01738g,C. albicans,orf19.2029,CGOB/YGOB_bridge,-1,"('CAGL0D01738g', 'orf19.2029')"
C. albicans,orf19.745,C. glabrata,CAGL0M03355g,CGOB/YGOB_bridge,-1,"('orf19.745', 'CAGL0M03355g')"
C. glabrata,CAGL0M03355g,C. albicans,orf19.745,CGOB/YGOB_bridge,-1,"('CAGL0M03355g', 'orf19.745')"
C. albicans,orf19.5507,C. glabrata,CAGL0C01639g,CGOB/YGOB_bridge,-1,"('orf19.5507', 'CAGL0C01639g')"
C. glabrata,CAGL0C01639g,C. albicans,orf19.5507,CGOB/YGOB_bridge,-1,"('CAGL0C01639g', 'orf19.5507')"
C. albicans,orf19.5429,C. glabrata,CAGL0K05599g,CGOB/YGOB_bridge,-1,"('orf19.5429', 'CAGL0K05599g')"
C. glabrata,CAGL0K05599g,C. albicans,orf19.5429,CGOB/YGOB_bridge,-1,"('CAGL0K05599g', 'orf19.5429')"
C. albicans,orf19.970,C. glabrata,CAGL0F05093g,CGOB/YGOB_bridge,-1,"('orf19.970', 'CAGL0F05093g')"
C. glabrata,CAGL0F05093g,C. albicans,orf19.970,CGOB/YGOB_bridge,-1,"('CAGL0F05093g', 'orf19.970')"
C. albicans,orf19.1478,C. glabrata,CAGL0A00209g,CGOB/YGOB_bridge,-1,"('orf19.1478', 'CAGL0A00209g')"
C. glabrata,CAGL0A00209g,C. albicans,orf19.1478,CGOB/YGOB_bridge,-1,"('CAGL0A00209g', 'orf19.1478')"
C. albicans,orf19.5869,C. glabrata,CAGL0L02101g,CGOB/YGOB_bridge,-1,"('orf19.5869', 'CAGL0L02101g')"
C. glabrata,CAGL0L02101g,C. albicans,orf19.5869,CGOB/YGOB_bridge,-1,"('CAGL0L02101g', 'orf19.5869')"
C. albicans,orf19.3898,C. glabrata,CAGL0K06501g,CGOB/YGOB_bridge,-1,"('orf19.3898', 'CAGL0K06501g')"
C. glabrata,CAGL0K06501g,C. albicans,orf19.3898,CGOB/YGOB_bridge,-1,"('CAGL0K06501g', 'orf19.3898')"
C. albicans,orf19.3084,C. glabrata,CAGL0F05775g,CGOB/YGOB_bridge,-1,"('orf19.3084', 'CAGL0F05775g')"
C. glabrata,CAGL0F05775g,C. albicans,orf19.3084,CGOB/YGOB_bridge,-1,"('CAGL0F05775g', 'orf19.3084')"
C. albicans,orf19.6638,C. glabrata,CAGL0J09834g,CGOB/YGOB_bridge,-1,"('orf19.6638', 'CAGL0J09834g')"
C. glabrata,CAGL0J09834g,C. albicans,orf19.6638,CGOB/YGOB_bridge,-1,"('CAGL0J09834g', 'orf19.6638')"
C. albicans,orf19.1089,C. glabrata,CAGL0D02618g,CGOB/YGOB_bridge,-1,"('orf19.1089', 'CAGL0D02618g')"
C. glabrata,CAGL0D02618g,C. albicans,orf19.1089,CGOB/YGOB_bridge,-1,"('CAGL0D02618g', 'orf19.1089')"
C. albicans,orf19.2270,C. glabrata,CAGL0E01969g,CGOB/YGOB_bridge,-1,"('orf19.2270', 'CAGL0E01969g')"
C. glabrata,CAGL0E01969g,C. albicans,orf19.2270,CGOB/YGOB_bridge,-1,"('CAGL0E01969g', 'orf19.2270')"
C. albicans,orf19.4089,C. glabrata,CAGL0L10230g,CGOB/YGOB_bridge,-1,"('orf19.4089', 'CAGL0L10230g')"
C. glabrata,CAGL0L10230g,C. albicans,orf19.4089,CGOB/YGOB_bridge,-1,"('CAGL0L10230g', 'orf19.4089')"
C. albicans,orf19.4492,C. glabrata,CAGL0L00341g,CGOB/YGOB_bridge,-1,"('orf19.4492', 'CAGL0L00341g')"
C. glabrata,CAGL0L00341g,C. albicans,orf19.4492,CGOB/YGOB_bridge,-1,"('CAGL0L00341g', 'orf19.4492')"
C. albicans,orf19.445,C. glabrata,CAGL0C03674g,CGOB/YGOB_bridge,-1,"('orf19.445', 'CAGL0C03674g')"
C. glabrata,CAGL0C03674g,C. albicans,orf19.445,CGOB/YGOB_bridge,-1,"('CAGL0C03674g', 'orf19.445')"
C. albicans,orf19.6993,C. glabrata,CAGL0L03267g,CGOB/YGOB_bridge,-1,"('orf19.6993', 'CAGL0L03267g')"
C. glabrata,CAGL0L03267g,C. albicans,orf19.6993,CGOB/YGOB_bridge,-1,"('CAGL0L03267g', 'orf19.6993')"
C. albicans,orf19.3128,C. glabrata,CAGL0F05665g,CGOB/YGOB_bridge,-1,"('orf19.3128', 'CAGL0F05665g')"
C. glabrata,CAGL0F05665g,C. albicans,orf19.3128,CGOB/YGOB_bridge,-1,"('CAGL0F05665g', 'orf19.3128')"
C. albicans,orf19.1670,C. glabrata,CAGL0M06413g,CGOB/YGOB_bridge,-1,"('orf19.1670', 'CAGL0M06413g')"
C. glabrata,CAGL0M06413g,C. albicans,orf19.1670,CGOB/YGOB_bridge,-1,"('CAGL0M06413g', 'orf19.1670')"
C. albicans,orf19.7044,C. glabrata,CAGL0K12562g,CGOB/YGOB_bridge,-1,"('orf19.7044', 'CAGL0K12562g')"
C. glabrata,CAGL0K12562g,C. albicans,orf19.7044,CGOB/YGOB_bridge,-1,"('CAGL0K12562g', 'orf19.7044')"
C. albicans,orf19.5837,C. glabrata,CAGL0M13497g,CGOB/YGOB_bridge,-1,"('orf19.5837', 'CAGL0M13497g')"
C. glabrata,CAGL0M13497g,C. albicans,orf19.5837,CGOB/YGOB_bridge,-1,"('CAGL0M13497g', 'orf19.5837')"
C. albicans,orf19.2167,C. glabrata,CAGL0L05170g,CGOB/YGOB_bridge,-1,"('orf19.2167', 'CAGL0L05170g')"
C. glabrata,CAGL0L05170g,C. albicans,orf19.2167,CGOB/YGOB_bridge,-1,"('CAGL0L05170g', 'orf19.2167')"
C. albicans,orf19.783,C. glabrata,CAGL0L00715g,CGOB/YGOB_bridge,-1,"('orf19.783', 'CAGL0L00715g')"
C. glabrata,CAGL0L00715g,C. albicans,orf19.783,CGOB/YGOB_bridge,-1,"('CAGL0L00715g', 'orf19.783')"
C. albicans,orf19.5430,C. glabrata,CAGL0K05555g,CGOB/YGOB_bridge,-1,"('orf19.5430', 'CAGL0K05555g')"
C. glabrata,CAGL0K05555g,C. albicans,orf19.5430,CGOB/YGOB_bridge,-1,"('CAGL0K05555g', 'orf19.5430')"
C. albicans,orf19.6798,C. glabrata,CAGL0D01364g,CGOB/YGOB_bridge,-1,"('orf19.6798', 'CAGL0D01364g')"
C. glabrata,CAGL0D01364g,C. albicans,orf19.6798,CGOB/YGOB_bridge,-1,"('CAGL0D01364g', 'orf19.6798')"
C. albicans,orf19.2967,C. glabrata,CAGL0L06952g,CGOB/YGOB_bridge,-1,"('orf19.2967', 'CAGL0L06952g')"
C. glabrata,CAGL0L06952g,C. albicans,orf19.2967,CGOB/YGOB_bridge,-1,"('CAGL0L06952g', 'orf19.2967')"
C. albicans,orf19.5647,C. glabrata,CAGL0L06908g,CGOB/YGOB_bridge,-1,"('orf19.5647', 'CAGL0L06908g')"
C. glabrata,CAGL0L06908g,C. albicans,orf19.5647,CGOB/YGOB_bridge,-1,"('CAGL0L06908g', 'orf19.5647')"
C. albicans,orf19.3590,C. glabrata,CAGL0H09878g,CGOB/YGOB_bridge,-1,"('orf19.3590', 'CAGL0H09878g')"
C. glabrata,CAGL0H09878g,C. albicans,orf19.3590,CGOB/YGOB_bridge,-1,"('CAGL0H09878g', 'orf19.3590')"
C. albicans,orf19.961.2,C. glabrata,CAGL0B01793g,CGOB/YGOB_bridge,-1,"('orf19.961.2', 'CAGL0B01793g')"
C. glabrata,CAGL0B01793g,C. albicans,orf19.961.2,CGOB/YGOB_bridge,-1,"('CAGL0B01793g', 'orf19.961.2')"
C. albicans,orf19.6640,C. glabrata,CAGL0J09812g,CGOB/YGOB_bridge,-1,"('orf19.6640', 'CAGL0J09812g')"
C. glabrata,CAGL0J09812g,C. albicans,orf19.6640,CGOB/YGOB_bridge,-1,"('CAGL0J09812g', 'orf19.6640')"
C. albicans,orf19.4308,C. glabrata,CAGL0K08514g,CGOB/YGOB_bridge,-1,"('orf19.4308', 'CAGL0K08514g')"
C. glabrata,CAGL0K08514g,C. albicans,orf19.4308,CGOB/YGOB_bridge,-1,"('CAGL0K08514g', 'orf19.4308')"
C. albicans,orf19.3759,C. glabrata,CAGL0H05863g,CGOB/YGOB_bridge,-1,"('orf19.3759', 'CAGL0H05863g')"
C. glabrata,CAGL0H05863g,C. albicans,orf19.3759,CGOB/YGOB_bridge,-1,"('CAGL0H05863g', 'orf19.3759')"
C. albicans,orf19.2019,C. glabrata,CAGL0F04411g,CGOB/YGOB_bridge,-1,"('orf19.2019', 'CAGL0F04411g')"
C. glabrata,CAGL0F04411g,C. albicans,orf19.2019,CGOB/YGOB_bridge,-1,"('CAGL0F04411g', 'orf19.2019')"
C. albicans,orf19.336,C. glabrata,CAGL0H00660g,CGOB/YGOB_bridge,-1,"('orf19.336', 'CAGL0H00660g')"
C. glabrata,CAGL0H00660g,C. albicans,orf19.336,CGOB/YGOB_bridge,-1,"('CAGL0H00660g', 'orf19.336')"
C. albicans,orf19.7141,C. glabrata,CAGL0K05489g,CGOB/YGOB_bridge,-1,"('orf19.7141', 'CAGL0K05489g')"
C. glabrata,CAGL0K05489g,C. albicans,orf19.7141,CGOB/YGOB_bridge,-1,"('CAGL0K05489g', 'orf19.7141')"
C. albicans,orf19.2454,C. glabrata,CAGL0F02387g,CGOB/YGOB_bridge,-1,"('orf19.2454', 'CAGL0F02387g')"
C. glabrata,CAGL0F02387g,C. albicans,orf19.2454,CGOB/YGOB_bridge,-1,"('CAGL0F02387g', 'orf19.2454')"
C. albicans,orf19.7264,C. glabrata,CAGL0L09152g,CGOB/YGOB_bridge,-1,"('orf19.7264', 'CAGL0L09152g')"
C. glabrata,CAGL0L09152g,C. albicans,orf19.7264,CGOB/YGOB_bridge,-1,"('CAGL0L09152g', 'orf19.7264')"
C. albicans,orf19.6851,C. glabrata,CAGL0B02673g,CGOB/YGOB_bridge,-1,"('orf19.6851', 'CAGL0B02673g')"
C. glabrata,CAGL0B02673g,C. albicans,orf19.6851,CGOB/YGOB_bridge,-1,"('CAGL0B02673g', 'orf19.6851')"
C. albicans,orf19.657,C. glabrata,CAGL0J08415g,CGOB/YGOB_bridge,-1,"('orf19.657', 'CAGL0J08415g')"
C. glabrata,CAGL0J08415g,C. albicans,orf19.657,CGOB/YGOB_bridge,-1,"('CAGL0J08415g', 'orf19.657')"
C. albicans,orf19.7672,C. glabrata,CAGL0F02827g,CGOB/YGOB_bridge,-1,"('orf19.7672', 'CAGL0F02827g')"
C. glabrata,CAGL0F02827g,C. albicans,orf19.7672,CGOB/YGOB_bridge,-1,"('CAGL0F02827g', 'orf19.7672')"
C. albicans,orf19.6180,C. glabrata,CAGL0D01056g,CGOB/YGOB_bridge,-1,"('orf19.6180', 'CAGL0D01056g')"
C. glabrata,CAGL0D01056g,C. albicans,orf19.6180,CGOB/YGOB_bridge,-1,"('CAGL0D01056g', 'orf19.6180')"
C. albicans,orf19.55,C. glabrata,CAGL0G04631g,CGOB/YGOB_bridge,-1,"('orf19.55', 'CAGL0G04631g')"
C. glabrata,CAGL0G04631g,C. albicans,orf19.55,CGOB/YGOB_bridge,-1,"('CAGL0G04631g', 'orf19.55')"
C. albicans,orf19.5552,C. glabrata,CAGL0C05225g,CGOB/YGOB_bridge,-1,"('orf19.5552', 'CAGL0C05225g')"
C. glabrata,CAGL0C05225g,C. albicans,orf19.5552,CGOB/YGOB_bridge,-1,"('CAGL0C05225g', 'orf19.5552')"
C. albicans,orf19.4450,C. glabrata,CAGL0L03674g,CGOB/YGOB_bridge,-1,"('orf19.4450', 'CAGL0L03674g')"
C. glabrata,CAGL0L03674g,C. albicans,orf19.4450,CGOB/YGOB_bridge,-1,"('CAGL0L03674g', 'orf19.4450')"
C. albicans,orf19.5959,C. glabrata,CAGL0J08844g,CGOB/YGOB_bridge,-1,"('orf19.5959', 'CAGL0J08844g')"
C. glabrata,CAGL0J08844g,C. albicans,orf19.5959,CGOB/YGOB_bridge,-1,"('CAGL0J08844g', 'orf19.5959')"
C. albicans,orf19.1795,C. glabrata,CAGL0D05544g,CGOB/YGOB_bridge,-1,"('orf19.1795', 'CAGL0D05544g')"
C. glabrata,CAGL0D05544g,C. albicans,orf19.1795,CGOB/YGOB_bridge,-1,"('CAGL0D05544g', 'orf19.1795')"
C. albicans,orf19.1505,C. glabrata,CAGL0M10021g,CGOB/YGOB_bridge,-1,"('orf19.1505', 'CAGL0M10021g')"
C. glabrata,CAGL0M10021g,C. albicans,orf19.1505,CGOB/YGOB_bridge,-1,"('CAGL0M10021g', 'orf19.1505')"
C. albicans,orf19.3446,C. glabrata,CAGL0F00319g,CGOB/YGOB_bridge,-1,"('orf19.3446', 'CAGL0F00319g')"
C. glabrata,CAGL0F00319g,C. albicans,orf19.3446,CGOB/YGOB_bridge,-1,"('CAGL0F00319g', 'orf19.3446')"
C. albicans,orf19.3986,C. glabrata,CAGL0D02904g,CGOB/YGOB_bridge,-1,"('orf19.3986', 'CAGL0D02904g')"
C. glabrata,CAGL0D02904g,C. albicans,orf19.3986,CGOB/YGOB_bridge,-1,"('CAGL0D02904g', 'orf19.3986')"
C. albicans,orf19.6948,C. glabrata,CAGL0C00693g,CGOB/YGOB_bridge,-1,"('orf19.6948', 'CAGL0C00693g')"
C. glabrata,CAGL0C00693g,C. albicans,orf19.6948,CGOB/YGOB_bridge,-1,"('CAGL0C00693g', 'orf19.6948')"
C. albicans,orf19.268,C. glabrata,CAGL0K11836g,CGOB/YGOB_bridge,-1,"('orf19.268', 'CAGL0K11836g')"
C. glabrata,CAGL0K11836g,C. albicans,orf19.268,CGOB/YGOB_bridge,-1,"('CAGL0K11836g', 'orf19.268')"
C. albicans,orf19.5675,C. glabrata,CAGL0G09493g,CGOB/YGOB_bridge,-1,"('orf19.5675', 'CAGL0G09493g')"
C. glabrata,CAGL0G09493g,C. albicans,orf19.5675,CGOB/YGOB_bridge,-1,"('CAGL0G09493g', 'orf19.5675')"
C. albicans,orf19.425,C. glabrata,CAGL0E02123g,CGOB/YGOB_bridge,-1,"('orf19.425', 'CAGL0E02123g')"
C. glabrata,CAGL0E02123g,C. albicans,orf19.425,CGOB/YGOB_bridge,-1,"('CAGL0E02123g', 'orf19.425')"
C. albicans,orf19.2952,C. glabrata,CAGL0M08756g,CGOB/YGOB_bridge,-1,"('orf19.2952', 'CAGL0M08756g')"
C. glabrata,CAGL0M08756g,C. albicans,orf19.2952,CGOB/YGOB_bridge,-1,"('CAGL0M08756g', 'orf19.2952')"
C. albicans,orf19.1525,C. glabrata,CAGL0G05005g,CGOB/YGOB_bridge,-1,"('orf19.1525', 'CAGL0G05005g')"
C. glabrata,CAGL0G05005g,C. albicans,orf19.1525,CGOB/YGOB_bridge,-1,"('CAGL0G05005g', 'orf19.1525')"
C. albicans,orf19.5701,C. glabrata,CAGL0H05027g,CGOB/YGOB_bridge,-1,"('orf19.5701', 'CAGL0H05027g')"
C. glabrata,CAGL0H05027g,C. albicans,orf19.5701,CGOB/YGOB_bridge,-1,"('CAGL0H05027g', 'orf19.5701')"
C. albicans,orf19.2434,C. glabrata,CAGL0M06105g,CGOB/YGOB_bridge,-1,"('orf19.2434', 'CAGL0M06105g')"
C. glabrata,CAGL0M06105g,C. albicans,orf19.2434,CGOB/YGOB_bridge,-1,"('CAGL0M06105g', 'orf19.2434')"
C. albicans,orf19.7297,C. glabrata,CAGL0I01276g,CGOB/YGOB_bridge,-1,"('orf19.7297', 'CAGL0I01276g')"
C. glabrata,CAGL0I01276g,C. albicans,orf19.7297,CGOB/YGOB_bridge,-1,"('CAGL0I01276g', 'orf19.7297')"
C. albicans,orf19.30,C. glabrata,CAGL0L01419g,CGOB/YGOB_bridge,-1,"('orf19.30', 'CAGL0L01419g')"
C. glabrata,CAGL0L01419g,C. albicans,orf19.30,CGOB/YGOB_bridge,-1,"('CAGL0L01419g', 'orf19.30')"
C. albicans,orf19.3806,C. glabrata,CAGL0K03949g,CGOB/YGOB_bridge,-1,"('orf19.3806', 'CAGL0K03949g')"
C. glabrata,CAGL0K03949g,C. albicans,orf19.3806,CGOB/YGOB_bridge,-1,"('CAGL0K03949g', 'orf19.3806')"
C. albicans,orf19.4136,C. glabrata,CAGL0J08250g,CGOB/YGOB_bridge,-1,"('orf19.4136', 'CAGL0J08250g')"
C. glabrata,CAGL0J08250g,C. albicans,orf19.4136,CGOB/YGOB_bridge,-1,"('CAGL0J08250g', 'orf19.4136')"
C. albicans,orf19.1267.1,C. glabrata,CAGL0J02794g,CGOB/YGOB_bridge,-1,"('orf19.1267.1', 'CAGL0J02794g')"
C. glabrata,CAGL0J02794g,C. albicans,orf19.1267.1,CGOB/YGOB_bridge,-1,"('CAGL0J02794g', 'orf19.1267.1')"
C. albicans,orf19.6740,C. glabrata,CAGL0D02772g,CGOB/YGOB_bridge,-1,"('orf19.6740', 'CAGL0D02772g')"
C. glabrata,CAGL0D02772g,C. albicans,orf19.6740,CGOB/YGOB_bridge,-1,"('CAGL0D02772g', 'orf19.6740')"
C. albicans,orf19.4531,C. glabrata,CAGL0I08019g,CGOB/YGOB_bridge,-1,"('orf19.4531', 'CAGL0I08019g')"
C. glabrata,CAGL0I08019g,C. albicans,orf19.4531,CGOB/YGOB_bridge,-1,"('CAGL0I08019g', 'orf19.4531')"
C. albicans,orf19.3050,C. glabrata,CAGL0H01617g,CGOB/YGOB_bridge,-1,"('orf19.3050', 'CAGL0H01617g')"
C. glabrata,CAGL0H01617g,C. albicans,orf19.3050,CGOB/YGOB_bridge,-1,"('CAGL0H01617g', 'orf19.3050')"
C. albicans,orf19.7177,C. glabrata,CAGL0J06776g,CGOB/YGOB_bridge,-1,"('orf19.7177', 'CAGL0J06776g')"
C. glabrata,CAGL0J06776g,C. albicans,orf19.7177,CGOB/YGOB_bridge,-1,"('CAGL0J06776g', 'orf19.7177')"
C. albicans,orf19.1815,C. glabrata,CAGL0K02497g,CGOB/YGOB_bridge,-1,"('orf19.1815', 'CAGL0K02497g')"
C. glabrata,CAGL0K02497g,C. albicans,orf19.1815,CGOB/YGOB_bridge,-1,"('CAGL0K02497g', 'orf19.1815')"
C. albicans,orf19.808,C. glabrata,CAGL0H06347g,CGOB/YGOB_bridge,-1,"('orf19.808', 'CAGL0H06347g')"
C. glabrata,CAGL0H06347g,C. albicans,orf19.808,CGOB/YGOB_bridge,-1,"('CAGL0H06347g', 'orf19.808')"
C. albicans,orf19.4747,C. glabrata,CAGL0H09504g,CGOB/YGOB_bridge,-1,"('orf19.4747', 'CAGL0H09504g')"
C. glabrata,CAGL0H09504g,C. albicans,orf19.4747,CGOB/YGOB_bridge,-1,"('CAGL0H09504g', 'orf19.4747')"
C. albicans,orf19.7312,C. glabrata,CAGL0H04081g,CGOB/YGOB_bridge,-1,"('orf19.7312', 'CAGL0H04081g')"
C. glabrata,CAGL0H04081g,C. albicans,orf19.7312,CGOB/YGOB_bridge,-1,"('CAGL0H04081g', 'orf19.7312')"
C. albicans,orf19.6832,C. glabrata,CAGL0K07073g,CGOB/YGOB_bridge,-1,"('orf19.6832', 'CAGL0K07073g')"
C. glabrata,CAGL0K07073g,C. albicans,orf19.6832,CGOB/YGOB_bridge,-1,"('CAGL0K07073g', 'orf19.6832')"
C. albicans,orf19.6400,C. glabrata,CAGL0F01111g,CGOB/YGOB_bridge,-1,"('orf19.6400', 'CAGL0F01111g')"
C. glabrata,CAGL0F01111g,C. albicans,orf19.6400,CGOB/YGOB_bridge,-1,"('CAGL0F01111g', 'orf19.6400')"
C. albicans,orf19.1648,C. glabrata,CAGL0J07788g,CGOB/YGOB_bridge,-1,"('orf19.1648', 'CAGL0J07788g')"
C. glabrata,CAGL0J07788g,C. albicans,orf19.1648,CGOB/YGOB_bridge,-1,"('CAGL0J07788g', 'orf19.1648')"
C. albicans,orf19.6455,C. glabrata,CAGL0L13046g,CGOB/YGOB_bridge,-1,"('orf19.6455', 'CAGL0L13046g')"
C. glabrata,CAGL0L13046g,C. albicans,orf19.6455,CGOB/YGOB_bridge,-1,"('CAGL0L13046g', 'orf19.6455')"
C. albicans,orf19.5007,C. glabrata,CAGL0K12694g,CGOB/YGOB_bridge,-1,"('orf19.5007', 'CAGL0K12694g')"
C. glabrata,CAGL0K12694g,C. albicans,orf19.5007,CGOB/YGOB_bridge,-1,"('CAGL0K12694g', 'orf19.5007')"
C. albicans,orf19.213,C. glabrata,CAGL0A04807g,CGOB/YGOB_bridge,-1,"('orf19.213', 'CAGL0A04807g')"
C. glabrata,CAGL0A04807g,C. albicans,orf19.213,CGOB/YGOB_bridge,-1,"('CAGL0A04807g', 'orf19.213')"
C. albicans,orf19.4801,C. glabrata,CAGL0L10934g,CGOB/YGOB_bridge,-1,"('orf19.4801', 'CAGL0L10934g')"
C. glabrata,CAGL0L10934g,C. albicans,orf19.4801,CGOB/YGOB_bridge,-1,"('CAGL0L10934g', 'orf19.4801')"
C. albicans,orf19.4490,C. glabrata,CAGL0M08118g,CGOB/YGOB_bridge,-1,"('orf19.4490', 'CAGL0M08118g')"
C. glabrata,CAGL0M08118g,C. albicans,orf19.4490,CGOB/YGOB_bridge,-1,"('CAGL0M08118g', 'orf19.4490')"
C. albicans,orf19.3534,C. glabrata,CAGL0G08558g,CGOB/YGOB_bridge,-1,"('orf19.3534', 'CAGL0G08558g')"
C. glabrata,CAGL0G08558g,C. albicans,orf19.3534,CGOB/YGOB_bridge,-1,"('CAGL0G08558g', 'orf19.3534')"
C. albicans,orf19.2492,C. glabrata,CAGL0M08184g,CGOB/YGOB_bridge,-1,"('orf19.2492', 'CAGL0M08184g')"
C. glabrata,CAGL0M08184g,C. albicans,orf19.2492,CGOB/YGOB_bridge,-1,"('CAGL0M08184g', 'orf19.2492')"
C. albicans,orf19.2606,C. glabrata,CAGL0J03454g,CGOB/YGOB_bridge,-1,"('orf19.2606', 'CAGL0J03454g')"
C. glabrata,CAGL0J03454g,C. albicans,orf19.2606,CGOB/YGOB_bridge,-1,"('CAGL0J03454g', 'orf19.2606')"
C. albicans,orf19.6860,C. glabrata,CAGL0G03157g,CGOB/YGOB_bridge,-1,"('orf19.6860', 'CAGL0G03157g')"
C. glabrata,CAGL0G03157g,C. albicans,orf19.6860,CGOB/YGOB_bridge,-1,"('CAGL0G03157g', 'orf19.6860')"
C. albicans,orf19.6604,C. glabrata,CAGL0A03993g,CGOB/YGOB_bridge,-1,"('orf19.6604', 'CAGL0A03993g')"
C. glabrata,CAGL0A03993g,C. albicans,orf19.6604,CGOB/YGOB_bridge,-1,"('CAGL0A03993g', 'orf19.6604')"
C. albicans,orf19.3862,C. glabrata,CAGL0H03729g,CGOB/YGOB_bridge,-1,"('orf19.3862', 'CAGL0H03729g')"
C. glabrata,CAGL0H03729g,C. albicans,orf19.3862,CGOB/YGOB_bridge,-1,"('CAGL0H03729g', 'orf19.3862')"
C. albicans,orf19.243,C. glabrata,CAGL0G09152g,CGOB/YGOB_bridge,-1,"('orf19.243', 'CAGL0G09152g')"
C. glabrata,CAGL0G09152g,C. albicans,orf19.243,CGOB/YGOB_bridge,-1,"('CAGL0G09152g', 'orf19.243')"
C. albicans,orf19.6891,C. glabrata,CAGL0L02673g,CGOB/YGOB_bridge,-1,"('orf19.6891', 'CAGL0L02673g')"
C. glabrata,CAGL0L02673g,C. albicans,orf19.6891,CGOB/YGOB_bridge,-1,"('CAGL0L02673g', 'orf19.6891')"
C. albicans,orf19.5892,C. glabrata,CAGL0I01672g,CGOB/YGOB_bridge,-1,"('orf19.5892', 'CAGL0I01672g')"
C. glabrata,CAGL0I01672g,C. albicans,orf19.5892,CGOB/YGOB_bridge,-1,"('CAGL0I01672g', 'orf19.5892')"
C. albicans,orf19.418,C. glabrata,CAGL0M13409g,CGOB/YGOB_bridge,-1,"('orf19.418', 'CAGL0M13409g')"
C. glabrata,CAGL0M13409g,C. albicans,orf19.418,CGOB/YGOB_bridge,-1,"('CAGL0M13409g', 'orf19.418')"
C. albicans,orf19.801,C. glabrata,CAGL0M02761g,CGOB/YGOB_bridge,-1,"('orf19.801', 'CAGL0M02761g')"
C. glabrata,CAGL0M02761g,C. albicans,orf19.801,CGOB/YGOB_bridge,-1,"('CAGL0M02761g', 'orf19.801')"
C. albicans,orf19.3298,C. glabrata,CAGL0B02211g,CGOB/YGOB_bridge,-1,"('orf19.3298', 'CAGL0B02211g')"
C. glabrata,CAGL0B02211g,C. albicans,orf19.3298,CGOB/YGOB_bridge,-1,"('CAGL0B02211g', 'orf19.3298')"
C. albicans,orf19.5231.2,C. glabrata,CAGL0I07969g,CGOB/YGOB_bridge,-1,"('orf19.5231.2', 'CAGL0I07969g')"
C. glabrata,CAGL0I07969g,C. albicans,orf19.5231.2,CGOB/YGOB_bridge,-1,"('CAGL0I07969g', 'orf19.5231.2')"
C. albicans,orf19.3531,C. glabrata,CAGL0L10340g,CGOB/YGOB_bridge,-1,"('orf19.3531', 'CAGL0L10340g')"
C. glabrata,CAGL0L10340g,C. albicans,orf19.3531,CGOB/YGOB_bridge,-1,"('CAGL0L10340g', 'orf19.3531')"
C. albicans,orf19.4420,C. glabrata,CAGL0E02893g,CGOB/YGOB_bridge,-1,"('orf19.4420', 'CAGL0E02893g')"
C. glabrata,CAGL0E02893g,C. albicans,orf19.4420,CGOB/YGOB_bridge,-1,"('CAGL0E02893g', 'orf19.4420')"
C. albicans,orf19.6934,C. glabrata,CAGL0C02871g,CGOB/YGOB_bridge,-1,"('orf19.6934', 'CAGL0C02871g')"
C. glabrata,CAGL0C02871g,C. albicans,orf19.6934,CGOB/YGOB_bridge,-1,"('CAGL0C02871g', 'orf19.6934')"
C. albicans,orf19.2711,C. glabrata,CAGL0K00957g,CGOB/YGOB_bridge,-1,"('orf19.2711', 'CAGL0K00957g')"
