species1,gene1,species2,gene2,source,pillar_id,gene_pair
K. lactis,KLLA0A01364g,S. cerevisiae,YER039C,YGOB,1707,"('KLLA0A01364g', 'YER039C')"
S. cerevisiae,YER039C,K. lactis,KLLA0A01364g,YGOB,1707,"('YER039C', 'KLLA0A01364g')"
K. lactis,KLLA0A01342g,S. cerevisiae,YER040W,YGOB,1717,"('KLLA0A01342g', 'YER040W')"
S. cerevisiae,YER040W,K. lactis,KLLA0A01342g,YGOB,1717,"('YER040W', 'KLLA0A01342g')"
K. lactis,KLLA0A01320g,S. cerevisiae,YER041W,YGOB,1719,"('KLLA0A01320g', 'YER041W')"
S. cerevisiae,YER041W,K. lactis,KLLA0A01320g,YGOB,1719,"('YER041W', 'KLLA0A01320g')"
K. lactis,KLLA0A01309g,S. cerevisiae,YER042W,YGOB,1724,"('KLLA0A01309g', 'YER042W')"
S. cerevisiae,YER042W,K. lactis,KLLA0A01309g,YGOB,1724,"('YER042W', 'KLLA0A01309g')"
K. lactis,KLLA0E19933g,S. cerevisiae,YBL054W,YGOB,1728,"('KLLA0E19933g', 'YBL054W')"
S. cerevisiae,YBL054W,K. lactis,KLLA0E19933g,YGOB,1728,"('YBL054W', 'KLLA0E19933g')"
K. lactis,KLLA0A01199g,S. cerevisiae,YER043C,YGOB,1729,"('KLLA0A01199g', 'YER043C')"
S. cerevisiae,YER043C,K. lactis,KLLA0A01199g,YGOB,1729,"('YER043C', 'KLLA0A01199g')"
K. lactis,KLLA0E04203g,S. cerevisiae,YER044C,YGOB,1732,"('KLLA0E04203g', 'YER044C')"
S. cerevisiae,YER044C,K. lactis,KLLA0E04203g,YGOB,1732,"('YER044C', 'KLLA0E04203g')"
K. lactis,Klac_YGOB_MEI4,S. cerevisiae,YER044C-A,YGOB,1740,"('Klac_YGOB_MEI4', 'YER044C-A')"
S. cerevisiae,YER044C-A,K. lactis,Klac_YGOB_MEI4,YGOB,1740,"('YER044C-A', 'Klac_YGOB_MEI4')"
K. lactis,KLLA0E04269g,S. cerevisiae,YER045C,YGOB,1748,"('KLLA0E04269g', 'YER045C')"
S. cerevisiae,YER045C,K. lactis,KLLA0E04269g,YGOB,1748,"('YER045C', 'KLLA0E04269g')"
K. lactis,KLLA0E04291g,S. cerevisiae,YER046W,YGOB,1752,"('KLLA0E04291g', 'YER046W')"
S. cerevisiae,YER046W,K. lactis,KLLA0E04291g,YGOB,1752,"('YER046W', 'KLLA0E04291g')"
K. lactis,KLLA0E04379g,S. cerevisiae,YER047C,YGOB,1756,"('KLLA0E04379g', 'YER047C')"
S. cerevisiae,YER047C,K. lactis,KLLA0E04379g,YGOB,1756,"('YER047C', 'KLLA0E04379g')"
K. lactis,KLLA0E04423g,S. cerevisiae,YER048C,YGOB,1759,"('KLLA0E04423g', 'YER048C')"
S. cerevisiae,YER048C,K. lactis,KLLA0E04423g,YGOB,1759,"('YER048C', 'KLLA0E04423g')"
K. lactis,KLLA0E04467g,S. cerevisiae,YER048W-A,YGOB,1763,"('KLLA0E04467g', 'YER048W-A')"
S. cerevisiae,YER048W-A,K. lactis,KLLA0E04467g,YGOB,1763,"('YER048W-A', 'KLLA0E04467g')"
K. lactis,KLLA0E04489g,S. cerevisiae,YER049W,YGOB,1766,"('KLLA0E04489g', 'YER049W')"
S. cerevisiae,YER049W,K. lactis,KLLA0E04489g,YGOB,1766,"('YER049W', 'KLLA0E04489g')"
K. lactis,KLLA0E04555g,S. cerevisiae,YER050C,YGOB,1769,"('KLLA0E04555g', 'YER050C')"
S. cerevisiae,YER050C,K. lactis,KLLA0E04555g,YGOB,1769,"('YER050C', 'KLLA0E04555g')"
K. lactis,KLLA0F27643g,S. cerevisiae,YER051W,YGOB,1774,"('KLLA0F27643g', 'YER051W')"
S. cerevisiae,YER051W,K. lactis,KLLA0F27643g,YGOB,1774,"('YER051W', 'KLLA0F27643g')"
K. lactis,KLLA0F27599g,S. cerevisiae,YER052C,YGOB,1777,"('KLLA0F27599g', 'YER052C')"
S. cerevisiae,YER052C,K. lactis,KLLA0F27599g,YGOB,1777,"('YER052C', 'KLLA0F27599g')"
K. lactis,Klac_YGOB_YER053C-A,S. cerevisiae,YER053C-A,YGOB,1786,"('Klac_YGOB_YER053C-A', 'YER053C-A')"
S. cerevisiae,YER053C-A,K. lactis,Klac_YGOB_YER053C-A,YGOB,1786,"('YER053C-A', 'Klac_YGOB_YER053C-A')"
K. lactis,KLLA0F27533g,S. cerevisiae,YER054C,YGOB,1793,"('KLLA0F27533g', 'YER054C')"
S. cerevisiae,YER054C,K. lactis,KLLA0F27533g,YGOB,1793,"('YER054C', 'KLLA0F27533g')"
K. lactis,KLLA0F27489g,S. cerevisiae,YER055C,YGOB,1795,"('KLLA0F27489g', 'YER055C')"
S. cerevisiae,YER055C,K. lactis,KLLA0F27489g,YGOB,1795,"('YER055C', 'KLLA0F27489g')"
K. lactis,KLLA0C08283g,S. cerevisiae,YER056C,YGOB,1800,"('KLLA0C08283g', 'YER056C')"
S. cerevisiae,YER056C,K. lactis,KLLA0C08283g,YGOB,1800,"('YER056C', 'KLLA0C08283g')"
K. lactis,KLLA0C08371g,S. cerevisiae,YER056C-A,YGOB,1804,"('KLLA0C08371g', 'YER056C-A')"
S. cerevisiae,YER056C-A,K. lactis,KLLA0C08371g,YGOB,1804,"('YER056C-A', 'KLLA0C08371g')"
K. lactis,KLLA0C08349g,S. cerevisiae,YER057C,YGOB,1812,"('KLLA0C08349g', 'YER057C')"
S. cerevisiae,YER057C,K. lactis,KLLA0C08349g,YGOB,1812,"('YER057C', 'KLLA0C08349g')"
K. lactis,KLLA0C08327g,S. cerevisiae,YER058W,YGOB,1820,"('KLLA0C08327g', 'YER058W')"
S. cerevisiae,YER058W,K. lactis,KLLA0C08327g,YGOB,1820,"('YER058W', 'KLLA0C08327g')"
K. lactis,KLLA0E19911g,S. cerevisiae,YBL052C,YGOB,1822,"('KLLA0E19911g', 'YBL052C')"
S. cerevisiae,YBL052C,K. lactis,KLLA0E19911g,YGOB,1822,"('YBL052C', 'KLLA0E19911g')"
K. lactis,KLLA0C08305g,S. cerevisiae,YER059W,YGOB,1823,"('KLLA0C08305g', 'YER059W')"
S. cerevisiae,YER059W,K. lactis,KLLA0C08305g,YGOB,1823,"('YER059W', 'KLLA0C08305g')"
K. lactis,KLLA0C08239g,S. cerevisiae,YER061C,YGOB,1828,"('KLLA0C08239g', 'YER061C')"
S. cerevisiae,YER061C,K. lactis,KLLA0C08239g,YGOB,1828,"('YER061C', 'KLLA0C08239g')"
K. lactis,KLLA0C08217g,S. cerevisiae,YER062C,YGOB,1836,"('KLLA0C08217g', 'YER062C')"
S. cerevisiae,YER062C,K. lactis,KLLA0C08217g,YGOB,1836,"('YER062C', 'KLLA0C08217g')"
K. lactis,KLLA0C08195g,S. cerevisiae,YER063W,YGOB,1844,"('KLLA0C08195g', 'YER063W')"
S. cerevisiae,YER063W,K. lactis,KLLA0C08195g,YGOB,1844,"('YER063W', 'KLLA0C08195g')"
K. lactis,KLLA0C08151g,S. cerevisiae,YER064C,YGOB,1850,"('KLLA0C08151g', 'YER064C')"
S. cerevisiae,YER064C,K. lactis,KLLA0C08151g,YGOB,1850,"('YER064C', 'KLLA0C08151g')"
K. lactis,KLLA0C08107g,S. cerevisiae,YER065C,YGOB,1854,"('KLLA0C08107g', 'YER065C')"
S. cerevisiae,YER065C,K. lactis,KLLA0C08107g,YGOB,1854,"('YER065C', 'KLLA0C08107g')"
K. lactis,KLLA0C08063g,S. cerevisiae,YER067W,YGOB,1863,"('KLLA0C08063g', 'YER067W')"
S. cerevisiae,YER067W,K. lactis,KLLA0C08063g,YGOB,1863,"('YER067W', 'KLLA0C08063g')"
K. lactis,KLLA0C08041g,S. cerevisiae,YER068W,YGOB,1867,"('KLLA0C08041g', 'YER068W')"
S. cerevisiae,YER068W,K. lactis,KLLA0C08041g,YGOB,1867,"('YER068W', 'KLLA0C08041g')"
K. lactis,KLLA0E19845g,S. cerevisiae,YBL051C,YGOB,1872,"('KLLA0E19845g', 'YBL051C')"
S. cerevisiae,YBL051C,K. lactis,KLLA0E19845g,YGOB,1872,"('YBL051C', 'KLLA0E19845g')"
K. lactis,KLLA0C07997g,S. cerevisiae,YER069W,YGOB,1873,"('KLLA0C07997g', 'YER069W')"
S. cerevisiae,YER069W,K. lactis,KLLA0C07997g,YGOB,1873,"('YER069W', 'KLLA0C07997g')"
K. lactis,KLLA0C07887g,S. cerevisiae,YER070W,YGOB,1884,"('KLLA0C07887g', 'YER070W')"
S. cerevisiae,YER070W,K. lactis,KLLA0C07887g,YGOB,1884,"('YER070W', 'KLLA0C07887g')"
K. lactis,KLLA0C07821g,S. cerevisiae,YER071C,YGOB,1894,"('KLLA0C07821g', 'YER071C')"
S. cerevisiae,YER071C,K. lactis,KLLA0C07821g,YGOB,1894,"('YER071C', 'KLLA0C07821g')"
K. lactis,KLLA0C07799g,S. cerevisiae,YER072W,YGOB,1899,"('KLLA0C07799g', 'YER072W')"
S. cerevisiae,YER072W,K. lactis,KLLA0C07799g,YGOB,1899,"('YER072W', 'KLLA0C07799g')"
K. lactis,KLLA0C07777g,S. cerevisiae,YER073W,YGOB,1905,"('KLLA0C07777g', 'YER073W')"
S. cerevisiae,YER073W,K. lactis,KLLA0C07777g,YGOB,1905,"('YER073W', 'KLLA0C07777g')"
K. lactis,KLLA0C07755g,S. cerevisiae,YER074W,YGOB,1907,"('KLLA0C07755g', 'YER074W')"
S. cerevisiae,YER074W,K. lactis,KLLA0C07755g,YGOB,1907,"('YER074W', 'KLLA0C07755g')"
K. lactis,KLLA0C07744g,S. cerevisiae,YER074W-A,YGOB,1912,"('KLLA0C07744g', 'YER074W-A')"
S. cerevisiae,YER074W-A,K. lactis,KLLA0C07744g,YGOB,1912,"('YER074W-A', 'KLLA0C07744g')"
K. lactis,KLLA0C07733g,S. cerevisiae,YER075C,YGOB,1918,"('KLLA0C07733g', 'YER075C')"
S. cerevisiae,YER075C,K. lactis,KLLA0C07733g,YGOB,1918,"('YER075C', 'KLLA0C07733g')"
K. lactis,KLLA0C07689g,S. cerevisiae,YER077C,YGOB,1928,"('KLLA0C07689g', 'YER077C')"
S. cerevisiae,YER077C,K. lactis,KLLA0C07689g,YGOB,1928,"('YER077C', 'KLLA0C07689g')"
K. lactis,KLLA0E05919g,S. cerevisiae,YBL050W,YGOB,1933,"('KLLA0E05919g', 'YBL050W')"
S. cerevisiae,YBL050W,K. lactis,KLLA0E05919g,YGOB,1933,"('YBL050W', 'KLLA0E05919g')"
K. lactis,KLLA0C07645g,S. cerevisiae,YER078C,YGOB,1934,"('KLLA0C07645g', 'YER078C')"
S. cerevisiae,YER078C,K. lactis,KLLA0C07645g,YGOB,1934,"('YER078C', 'KLLA0C07645g')"
K. lactis,KLLA0C07601g,S. cerevisiae,YER079W,YGOB,1945,"('KLLA0C07601g', 'YER079W')"
S. cerevisiae,YER079W,K. lactis,KLLA0C07601g,YGOB,1945,"('YER079W', 'KLLA0C07601g')"
K. lactis,KLLA0C07579g,S. cerevisiae,YER080W,YGOB,1953,"('KLLA0C07579g', 'YER080W')"
S. cerevisiae,YER080W,K. lactis,KLLA0C07579g,YGOB,1953,"('YER080W', 'KLLA0C07579g')"
K. lactis,KLLA0C09306g,S. cerevisiae,YER081W,YGOB,1955,"('KLLA0C09306g', 'YER081W')"
S. cerevisiae,YER081W,K. lactis,KLLA0C09306g,YGOB,1955,"('YER081W', 'KLLA0C09306g')"
K. lactis,KLLA0C09262g,S. cerevisiae,YER082C,YGOB,1957,"('KLLA0C09262g', 'YER082C')"
S. cerevisiae,YER082C,K. lactis,KLLA0C09262g,YGOB,1957,"('YER082C', 'KLLA0C09262g')"
K. lactis,KLLA0C09196g,S. cerevisiae,YER083C,YGOB,1958,"('KLLA0C09196g', 'YER083C')"
S. cerevisiae,YER083C,K. lactis,KLLA0C09196g,YGOB,1958,"('YER083C', 'KLLA0C09196g')"
K. lactis,KLLA0E19779g,S. cerevisiae,YER086W,YGOB,1967,"('KLLA0E19779g', 'YER086W')"
S. cerevisiae,YER086W,K. lactis,KLLA0E19779g,YGOB,1967,"('YER086W', 'KLLA0E19779g')"
K. lactis,KLLA0E19801g,S. cerevisiae,YER087W,YGOB,1974,"('KLLA0E19801g', 'YER087W')"
S. cerevisiae,YER087W,K. lactis,KLLA0E19801g,YGOB,1974,"('YER087W', 'KLLA0E19801g')"
K. lactis,KLLA0A03355g,S. cerevisiae,YAL053W,YGOB,1982,"('KLLA0A03355g', 'YAL053W')"
S. cerevisiae,YAL053W,K. lactis,KLLA0A03355g,YGOB,1982,"('YAL053W', 'KLLA0A03355g')"
K. lactis,KLLA0E05875g,S. cerevisiae,YBL049W,YGOB,1983,"('KLLA0E05875g', 'YBL049W')"
S. cerevisiae,YBL049W,K. lactis,KLLA0E05875g,YGOB,1983,"('YBL049W', 'KLLA0E05875g')"
K. lactis,KLLA0E19999g,S. cerevisiae,YER090W,YGOB,1984,"('KLLA0E19999g', 'YER090W')"
S. cerevisiae,YER090W,K. lactis,KLLA0E19999g,YGOB,1984,"('YER090W', 'KLLA0E19999g')"
K. lactis,KLLA0E20065g,S. cerevisiae,YER091C,YGOB,1995,"('KLLA0E20065g', 'YER091C')"
S. cerevisiae,YER091C,K. lactis,KLLA0E20065g,YGOB,1995,"('YER091C', 'KLLA0E20065g')"
K. lactis,KLLA0E20109g,S. cerevisiae,YER092W,YGOB,2001,"('KLLA0E20109g', 'YER092W')"
S. cerevisiae,YER092W,K. lactis,KLLA0E20109g,YGOB,2001,"('YER092W', 'KLLA0E20109g')"
K. lactis,KLLA0E20131g,S. cerevisiae,YER093C,YGOB,2005,"('KLLA0E20131g', 'YER093C')"
S. cerevisiae,YER093C,K. lactis,KLLA0E20131g,YGOB,2005,"('YER093C', 'KLLA0E20131g')"
K. lactis,KLLA0E20197g,S. cerevisiae,YER094C,YGOB,2016,"('KLLA0E20197g', 'YER094C')"
S. cerevisiae,YER094C,K. lactis,KLLA0E20197g,YGOB,2016,"('YER094C', 'KLLA0E20197g')"
K. lactis,KLLA0E20241g,S. cerevisiae,YER095W,YGOB,2018,"('KLLA0E20241g', 'YER095W')"
S. cerevisiae,YER095W,K. lactis,KLLA0E20241g,YGOB,2018,"('YER095W', 'KLLA0E20241g')"
K. lactis,KLLA0E20395g,S. cerevisiae,YER100W,YGOB,2020,"('KLLA0E20395g', 'YER100W')"
S. cerevisiae,YER100W,K. lactis,KLLA0E20395g,YGOB,2020,"('YER100W', 'KLLA0E20395g')"
K. lactis,KLLA0E20571g,S. cerevisiae,YER104W,YGOB,2024,"('KLLA0E20571g', 'YER104W')"
S. cerevisiae,YER104W,K. lactis,KLLA0E20571g,YGOB,2024,"('YER104W', 'KLLA0E20571g')"
K. lactis,KLLA0E20637g,S. cerevisiae,YER106W,YGOB,2030,"('KLLA0E20637g', 'YER106W')"
S. cerevisiae,YER106W,K. lactis,KLLA0E20637g,YGOB,2030,"('YER106W', 'KLLA0E20637g')"
K. lactis,KLLA0E20703g,S. cerevisiae,YER107C,YGOB,2033,"('KLLA0E20703g', 'YER107C')"
S. cerevisiae,YER107C,K. lactis,KLLA0E20703g,YGOB,2033,"('YER107C', 'KLLA0E20703g')"
K. lactis,KLLA0E05787g,S. cerevisiae,YBL047C,YGOB,2034,"('KLLA0E05787g', 'YBL047C')"
S. cerevisiae,YBL047C,K. lactis,KLLA0E05787g,YGOB,2034,"('YBL047C', 'KLLA0E05787g')"
K. lactis,KLLA0E20725g,S. cerevisiae,YER109C,YGOB,2035,"('KLLA0E20725g', 'YER109C')"
S. cerevisiae,YER109C,K. lactis,KLLA0E20725g,YGOB,2035,"('YER109C', 'KLLA0E20725g')"
K. lactis,KLLA0E20769g,S. cerevisiae,YER110C,YGOB,2039,"('KLLA0E20769g', 'YER110C')"
S. cerevisiae,YER110C,K. lactis,KLLA0E20769g,YGOB,2039,"('YER110C', 'KLLA0E20769g')"
K. lactis,KLLA0E20791g,S. cerevisiae,YER111C,YGOB,2047,"('KLLA0E20791g', 'YER111C')"
S. cerevisiae,YER111C,K. lactis,KLLA0E20791g,YGOB,2047,"('YER111C', 'KLLA0E20791g')"
K. lactis,KLLA0E20813g,S. cerevisiae,YER112W,YGOB,2058,"('KLLA0E20813g', 'YER112W')"
S. cerevisiae,YER112W,K. lactis,KLLA0E20813g,YGOB,2058,"('YER112W', 'KLLA0E20813g')"
K. lactis,KLLA0E20835g,S. cerevisiae,YER113C,YGOB,2061,"('KLLA0E20835g', 'YER113C')"
S. cerevisiae,YER113C,K. lactis,KLLA0E20835g,YGOB,2061,"('YER113C', 'KLLA0E20835g')"
K. lactis,KLLA0E07041g,S. cerevisiae,YER115C,YGOB,2064,"('KLLA0E07041g', 'YER115C')"
S. cerevisiae,YER115C,K. lactis,KLLA0E07041g,YGOB,2064,"('YER115C', 'KLLA0E07041g')"
K. lactis,KLLA0E07019g,S. cerevisiae,YER116C,YGOB,2067,"('KLLA0E07019g', 'YER116C')"
S. cerevisiae,YER116C,K. lactis,KLLA0E07019g,YGOB,2067,"('YER116C', 'KLLA0E07019g')"
K. lactis,KLLA0E06953g,S. cerevisiae,YER118C,YGOB,2075,"('KLLA0E06953g', 'YER118C')"
S. cerevisiae,YER118C,K. lactis,KLLA0E06953g,YGOB,2075,"('YER118C', 'KLLA0E06953g')"
K. lactis,KLLA0E06799g,S. cerevisiae,YER122C,YGOB,2077,"('KLLA0E06799g', 'YER122C')"
S. cerevisiae,YER122C,K. lactis,KLLA0E06799g,YGOB,2077,"('YER122C', 'KLLA0E06799g')"
K. lactis,KLLA0E13531g,S. cerevisiae,YER123W,YGOB,2079,"('KLLA0E13531g', 'YER123W')"
S. cerevisiae,YER123W,K. lactis,KLLA0E13531g,YGOB,2079,"('YER123W', 'KLLA0E13531g')"
K. lactis,KLLA0E05721g,S. cerevisiae,YBL046W,YGOB,2080,"('KLLA0E05721g', 'YBL046W')"
S. cerevisiae,YBL046W,K. lactis,KLLA0E05721g,YGOB,2080,"('YBL046W', 'KLLA0E05721g')"
K. lactis,KLLA0E13553g,S. cerevisiae,YER124C,YGOB,2081,"('KLLA0E13553g', 'YER124C')"
S. cerevisiae,YER124C,K. lactis,KLLA0E13553g,YGOB,2081,"('YER124C', 'KLLA0E13553g')"
K. lactis,KLLA0E13575g,S. cerevisiae,YER125W,YGOB,2083,"('KLLA0E13575g', 'YER125W')"
S. cerevisiae,YER125W,K. lactis,KLLA0E13575g,YGOB,2083,"('YER125W', 'KLLA0E13575g')"
K. lactis,KLLA0E13619g,S. cerevisiae,YER126C,YGOB,2088,"('KLLA0E13619g', 'YER126C')"
S. cerevisiae,YER126C,K. lactis,KLLA0E13619g,YGOB,2088,"('YER126C', 'KLLA0E13619g')"
K. lactis,KLLA0E13641g,S. cerevisiae,YER127W,YGOB,2092,"('KLLA0E13641g', 'YER127W')"
S. cerevisiae,YER127W,K. lactis,KLLA0E13641g,YGOB,2092,"('YER127W', 'KLLA0E13641g')"
K. lactis,KLLA0E13663g,S. cerevisiae,YER128W,YGOB,2097,"('KLLA0E13663g', 'YER128W')"
S. cerevisiae,YER128W,K. lactis,KLLA0E13663g,YGOB,2097,"('YER128W', 'KLLA0E13663g')"
K. lactis,KLLA0D09328g,S. cerevisiae,YER129W,YGOB,2103,"('KLLA0D09328g', 'YER129W')"
S. cerevisiae,YER129W,K. lactis,KLLA0D09328g,YGOB,2103,"('YER129W', 'KLLA0D09328g')"
K. lactis,KLLA0C17072g,S. cerevisiae,YER130C,YGOB,2109,"('KLLA0C17072g', 'YER130C')"
S. cerevisiae,YER130C,K. lactis,KLLA0C17072g,YGOB,2109,"('YER130C', 'KLLA0C17072g')"
K. lactis,KLLA0D05115g,S. cerevisiae,YER131W,YGOB,2111,"('KLLA0D05115g', 'YER131W')"
S. cerevisiae,YER131W,K. lactis,KLLA0D05115g,YGOB,2111,"('YER131W', 'KLLA0D05115g')"
K. lactis,KLLA0F12452g,S. cerevisiae,YER132C,YGOB,2113,"('KLLA0F12452g', 'YER132C')"
S. cerevisiae,YER132C,K. lactis,KLLA0F12452g,YGOB,2113,"('YER132C', 'KLLA0F12452g')"
K. lactis,KLLA0F12496g,S. cerevisiae,YER133W,YGOB,2118,"('KLLA0F12496g', 'YER133W')"
S. cerevisiae,YER133W,K. lactis,KLLA0F12496g,YGOB,2118,"('YER133W', 'KLLA0F12496g')"
K. lactis,KLLA0E05699g,S. cerevisiae,YBL045C,YGOB,2124,"('KLLA0E05699g', 'YBL045C')"
S. cerevisiae,YBL045C,K. lactis,KLLA0E05699g,YGOB,2124,"('YBL045C', 'KLLA0E05699g')"
K. lactis,KLLA0F20570g,S. cerevisiae,YER134C,YGOB,2125,"('KLLA0F20570g', 'YER134C')"
S. cerevisiae,YER134C,K. lactis,KLLA0F20570g,YGOB,2125,"('YER134C', 'KLLA0F20570g')"
K. lactis,KLLA0F19371g,S. cerevisiae,YDR119W-A,YGOB,2127,"('KLLA0F19371g', 'YDR119W-A')"
S. cerevisiae,YDR119W-A,K. lactis,KLLA0F19371g,YGOB,2127,"('YDR119W-A', 'KLLA0F19371g')"
K. lactis,KLLA0F09185g,S. cerevisiae,YER136W,YGOB,2129,"('KLLA0F09185g', 'YER136W')"
S. cerevisiae,YER136W,K. lactis,KLLA0F09185g,YGOB,2129,"('YER136W', 'KLLA0F09185g')"
K. lactis,KLLA0F09229g,S. cerevisiae,YER137C,YGOB,2134,"('KLLA0F09229g', 'YER137C')"
S. cerevisiae,YER137C,K. lactis,KLLA0F09229g,YGOB,2134,"('YER137C', 'KLLA0F09229g')"
K. lactis,KLLA0F12650g,S. cerevisiae,YER140W,YGOB,2145,"('KLLA0F12650g', 'YER140W')"
S. cerevisiae,YER140W,K. lactis,KLLA0F12650g,YGOB,2145,"('YER140W', 'KLLA0F12650g')"
K. lactis,KLLA0E10385g,S. cerevisiae,YER141W,YGOB,2153,"('KLLA0E10385g', 'YER141W')"
S. cerevisiae,YER141W,K. lactis,KLLA0E10385g,YGOB,2153,"('YER141W', 'KLLA0E10385g')"
K. lactis,KLLA0E10363g,S. cerevisiae,YER142C,YGOB,2161,"('KLLA0E10363g', 'YER142C')"
S. cerevisiae,YER142C,K. lactis,KLLA0E10363g,YGOB,2161,"('YER142C', 'KLLA0E10363g')"
K. lactis,KLLA0E10341g,S. cerevisiae,YER143W,YGOB,2162,"('KLLA0E10341g', 'YER143W')"
S. cerevisiae,YER143W,K. lactis,KLLA0E10341g,YGOB,2162,"('YER143W', 'KLLA0E10341g')"
K. lactis,KLLA0E10209g,S. cerevisiae,YER146W,YGOB,2166,"('KLLA0E10209g', 'YER146W')"
S. cerevisiae,YER146W,K. lactis,KLLA0E10209g,YGOB,2166,"('YER146W', 'KLLA0E10209g')"
K. lactis,KLLA0E05677g,S. cerevisiae,YBL043W,YGOB,2167,"('KLLA0E05677g', 'YBL043W')"
S. cerevisiae,YBL043W,K. lactis,KLLA0E05677g,YGOB,2167,"('YBL043W', 'KLLA0E05677g')"
K. lactis,KLLA0E10121g,S. cerevisiae,YER147C,YGOB,2168,"('KLLA0E10121g', 'YER147C')"
S. cerevisiae,YER147C,K. lactis,KLLA0E10121g,YGOB,2168,"('YER147C', 'KLLA0E10121g')"
K. lactis,KLLA0E10099g,S. cerevisiae,YER148W,YGOB,2172,"('KLLA0E10099g', 'YER148W')"
S. cerevisiae,YER148W,K. lactis,KLLA0E10099g,YGOB,2172,"('YER148W', 'KLLA0E10099g')"
K. lactis,KLLA0E10077g,S. cerevisiae,YER149C,YGOB,2178,"('KLLA0E10077g', 'YER149C')"
S. cerevisiae,YER149C,K. lactis,KLLA0E10077g,YGOB,2178,"('YER149C', 'KLLA0E10077g')"
K. lactis,KLLA0E01013g,S. cerevisiae,YER151C,YGOB,2181,"('KLLA0E01013g', 'YER151C')"
S. cerevisiae,YER151C,K. lactis,KLLA0E01013g,YGOB,2181,"('YER151C', 'KLLA0E01013g')"
K. lactis,KLLA0E00969g,S. cerevisiae,YER152C,YGOB,2186,"('KLLA0E00969g', 'YER152C')"
S. cerevisiae,YER152C,K. lactis,KLLA0E00969g,YGOB,2186,"('YER152C', 'KLLA0E00969g')"
K. lactis,KLLA0E00947g,S. cerevisiae,YER153C,YGOB,2187,"('KLLA0E00947g', 'YER153C')"
S. cerevisiae,YER153C,K. lactis,KLLA0E00947g,YGOB,2187,"('YER153C', 'KLLA0E00947g')"
K. lactis,KLLA0E00925g,S. cerevisiae,YER154W,YGOB,2188,"('KLLA0E00925g', 'YER154W')"
S. cerevisiae,YER154W,K. lactis,KLLA0E00925g,YGOB,2188,"('YER154W', 'KLLA0E00925g')"
K. lactis,KLLA0E00903g,S. cerevisiae,YER155C,YGOB,2189,"('KLLA0E00903g', 'YER155C')"
S. cerevisiae,YER155C,K. lactis,KLLA0E00903g,YGOB,2189,"('YER155C', 'KLLA0E00903g')"
K. lactis,KLLA0C11671g,S. cerevisiae,YER156C,YGOB,2190,"('KLLA0C11671g', 'YER156C')"
S. cerevisiae,YER156C,K. lactis,KLLA0C11671g,YGOB,2190,"('YER156C', 'KLLA0C11671g')"
K. lactis,KLLA0E05479g,S. cerevisiae,YBL042C,YGOB,2191,"('KLLA0E05479g', 'YBL042C')"
S. cerevisiae,YBL042C,K. lactis,KLLA0E05479g,YGOB,2191,"('YBL042C', 'KLLA0E05479g')"
K. lactis,KLLA0C11715g,S. cerevisiae,YER157W,YGOB,2192,"('KLLA0C11715g', 'YER157W')"
S. cerevisiae,YER157W,K. lactis,KLLA0C11715g,YGOB,2192,"('YER157W', 'KLLA0C11715g')"
K. lactis,KLLA0C11935g,S. cerevisiae,YER159C,YGOB,2195,"('KLLA0C11935g', 'YER159C')"
S. cerevisiae,YER159C,K. lactis,KLLA0C11935g,YGOB,2195,"('YER159C', 'KLLA0C11935g')"
K. lactis,KLLA0F14487g,S. cerevisiae,YER161C,YGOB,2200,"('KLLA0F14487g', 'YER161C')"
S. cerevisiae,YER161C,K. lactis,KLLA0F14487g,YGOB,2200,"('YER161C', 'KLLA0F14487g')"
K. lactis,KLLA0C17578g,S. cerevisiae,YER164W,YGOB,2210,"('KLLA0C17578g', 'YER164W')"
S. cerevisiae,YER164W,K. lactis,KLLA0C17578g,YGOB,2210,"('YER164W', 'KLLA0C17578g')"
K. lactis,KLLA0C14916g,S. cerevisiae,YDR461C-A,YGOB,2211,"('KLLA0C14916g', 'YDR461C-A')"
S. cerevisiae,YDR461C-A,K. lactis,KLLA0C14916g,YGOB,2211,"('YDR461C-A', 'KLLA0C14916g')"
K. lactis,KLLA0C17600g,S. cerevisiae,YER165W,YGOB,2213,"('KLLA0C17600g', 'YER165W')"
S. cerevisiae,YER165W,K. lactis,KLLA0C17600g,YGOB,2213,"('YER165W', 'KLLA0C17600g')"
K. lactis,KLLA0C17666g,S. cerevisiae,YER167W,YGOB,2220,"('KLLA0C17666g', 'YER167W')"
S. cerevisiae,YER167W,K. lactis,KLLA0C17666g,YGOB,2220,"('YER167W', 'KLLA0C17666g')"
K. lactis,KLLA0C17688g,S. cerevisiae,YER168C,YGOB,2225,"('KLLA0C17688g', 'YER168C')"
S. cerevisiae,YER168C,K. lactis,KLLA0C17688g,YGOB,2225,"('YER168C', 'KLLA0C17688g')"
K. lactis,KLLA0C17754g,S. cerevisiae,YER170W,YGOB,2230,"('KLLA0C17754g', 'YER170W')"
S. cerevisiae,YER170W,K. lactis,KLLA0C17754g,YGOB,2230,"('YER170W', 'KLLA0C17754g')"
K. lactis,KLLA0C17776g,S. cerevisiae,YER171W,YGOB,2237,"('KLLA0C17776g', 'YER171W')"
S. cerevisiae,YER171W,K. lactis,KLLA0C17776g,YGOB,2237,"('YER171W', 'KLLA0C17776g')"
