species1,gene1,species2,gene2,source,pillar_id,gene_pair
S. cerevisiae,YGR147C,C. glabrata,CAGL0E03003g,YGOB,2929,"('YGR147C', 'CAGL0E03003g')"
C. glabrata,CAGL0E02981g,S. cerevisiae,YGR149W,YGOB,2930,"('CAGL0E02981g', 'YGR149W')"
S. cerevisiae,YGR149W,C. glabrata,CAGL0E02981g,YGOB,2930,"('YGR149W', 'CAGL0E02981g')"
C. glabrata,CAGL0E02959g,S. cerevisiae,YGR150C,YGOB,2931,"('CAGL0E02959g', 'YGR150C')"
S. cerevisiae,YGR150C,C. glabrata,CAGL0E02959g,YGOB,2931,"('YGR150C', 'CAGL0E02959g')"
C. glabrata,CAGL0E03113g,S. cerevisiae,YGR152C,YGOB,2932,"('CAGL0E03113g', 'YGR152C')"
S. cerevisiae,YGR152C,C. glabrata,CAGL0E03113g,YGOB,2932,"('YGR152C', 'CAGL0E03113g')"
C. glabrata,CAGL0E03157g,S. cerevisiae,YGR155W,YGOB,2936,"('CAGL0E03157g', 'YGR155W')"
S. cerevisiae,YGR155W,C. glabrata,CAGL0E03157g,YGOB,2936,"('YGR155W', 'CAGL0E03157g')"
C. glabrata,CAGL0E03179g,S. cerevisiae,YGR156W,YGOB,2937,"('CAGL0E03179g', 'YGR156W')"
S. cerevisiae,YGR156W,C. glabrata,CAGL0E03179g,YGOB,2937,"('YGR156W', 'CAGL0E03179g')"
C. glabrata,CAGL0E03201g,S. cerevisiae,YGR157W,YGOB,2938,"('CAGL0E03201g', 'YGR157W')"
S. cerevisiae,YGR157W,C. glabrata,CAGL0E03201g,YGOB,2938,"('YGR157W', 'CAGL0E03201g')"
C. glabrata,CAGL0E03223g,S. cerevisiae,YGR158C,YGOB,2939,"('CAGL0E03223g', 'YGR158C')"
S. cerevisiae,YGR158C,C. glabrata,CAGL0E03223g,YGOB,2939,"('YGR158C', 'CAGL0E03223g')"
C. glabrata,CAGL0E03245g,S. cerevisiae,YGR159C,YGOB,2940,"('CAGL0E03245g', 'YGR159C')"
S. cerevisiae,YGR159C,C. glabrata,CAGL0E03245g,YGOB,2940,"('YGR159C', 'CAGL0E03245g')"
C. glabrata,CAGL0E03267g,S. cerevisiae,YGR161C,YGOB,2941,"('CAGL0E03267g', 'YGR161C')"
S. cerevisiae,YGR161C,C. glabrata,CAGL0E03267g,YGOB,2941,"('YGR161C', 'CAGL0E03267g')"
C. glabrata,CAGL0E03311g,S. cerevisiae,YGR163W,YGOB,2942,"('CAGL0E03311g', 'YGR163W')"
S. cerevisiae,YGR163W,C. glabrata,CAGL0E03311g,YGOB,2942,"('YGR163W', 'CAGL0E03311g')"
C. glabrata,CAGL0I08877g,S. cerevisiae,YGR165W,YGOB,2943,"('CAGL0I08877g', 'YGR165W')"
S. cerevisiae,YGR165W,C. glabrata,CAGL0I08877g,YGOB,2943,"('YGR165W', 'CAGL0I08877g')"
C. glabrata,CAGL0I08855g,S. cerevisiae,YGR166W,YGOB,2944,"('CAGL0I08855g', 'YGR166W')"
S. cerevisiae,YGR166W,C. glabrata,CAGL0I08855g,YGOB,2944,"('YGR166W', 'CAGL0I08855g')"
C. glabrata,CAGL0I08833g,S. cerevisiae,YGR167W,YGOB,2945,"('CAGL0I08833g', 'YGR167W')"
S. cerevisiae,YGR167W,C. glabrata,CAGL0I08833g,YGOB,2945,"('YGR167W', 'CAGL0I08833g')"
C. glabrata,CAGL0I08811g,S. cerevisiae,YGR168C,YGOB,2946,"('CAGL0I08811g', 'YGR168C')"
S. cerevisiae,YGR168C,C. glabrata,CAGL0I08811g,YGOB,2946,"('YGR168C', 'CAGL0I08811g')"
C. glabrata,CAGL0I08789g,S. cerevisiae,YGR169C,YGOB,2947,"('CAGL0I08789g', 'YGR169C')"
S. cerevisiae,YGR169C,C. glabrata,CAGL0I08789g,YGOB,2947,"('YGR169C', 'CAGL0I08789g')"
C. glabrata,CAGL0I08745g,S. cerevisiae,YGR170W,YGOB,2948,"('CAGL0I08745g', 'YGR170W')"
S. cerevisiae,YGR170W,C. glabrata,CAGL0I08745g,YGOB,2948,"('YGR170W', 'CAGL0I08745g')"
C. glabrata,CAGL0I08723g,S. cerevisiae,YGR171C,YGOB,2949,"('CAGL0I08723g', 'YGR171C')"
S. cerevisiae,YGR171C,C. glabrata,CAGL0I08723g,YGOB,2949,"('YGR171C', 'CAGL0I08723g')"
C. glabrata,CAGL0I08701g,S. cerevisiae,YGR172C,YGOB,2950,"('CAGL0I08701g', 'YGR172C')"
S. cerevisiae,YGR172C,C. glabrata,CAGL0I08701g,YGOB,2950,"('YGR172C', 'CAGL0I08701g')"
C. glabrata,CAGL0D03454g,S. cerevisiae,YGR173W,YGOB,2951,"('CAGL0D03454g', 'YGR173W')"
S. cerevisiae,YGR173W,C. glabrata,CAGL0D03454g,YGOB,2951,"('YGR173W', 'CAGL0D03454g')"
C. glabrata,CAGL0D05962g,S. cerevisiae,YGR174C,YGOB,2952,"('CAGL0D05962g', 'YGR174C')"
S. cerevisiae,YGR174C,C. glabrata,CAGL0D05962g,YGOB,2952,"('YGR174C', 'CAGL0D05962g')"
C. glabrata,CAGL0H09878g,S. cerevisiae,YBR011C,YGOB,2954,"('CAGL0H09878g', 'YBR011C')"
S. cerevisiae,YBR011C,C. glabrata,CAGL0H09878g,YGOB,2954,"('YBR011C', 'CAGL0H09878g')"
C. glabrata,CAGL0D05940g,S. cerevisiae,YGR175C,YGOB,2955,"('CAGL0D05940g', 'YGR175C')"
S. cerevisiae,YGR175C,C. glabrata,CAGL0D05940g,YGOB,2955,"('YGR175C', 'CAGL0D05940g')"
C. glabrata,CAGL0D05896g,S. cerevisiae,YGR178C,YGOB,2956,"('CAGL0D05896g', 'YGR178C')"
S. cerevisiae,YGR178C,C. glabrata,CAGL0D05896g,YGOB,2956,"('YGR178C', 'CAGL0D05896g')"
C. glabrata,CAGL0G04191g,S. cerevisiae,YGR179C,YGOB,2957,"('CAGL0G04191g', 'YGR179C')"
S. cerevisiae,YGR179C,C. glabrata,CAGL0G04191g,YGOB,2957,"('YGR179C', 'CAGL0G04191g')"
C. glabrata,CAGL0D03432g,S. cerevisiae,YGR180C,YGOB,2958,"('CAGL0D03432g', 'YGR180C')"
S. cerevisiae,YGR180C,C. glabrata,CAGL0D03432g,YGOB,2958,"('YGR180C', 'CAGL0D03432g')"
C. glabrata,CAGL0H09306g,S. cerevisiae,YGR181W,YGOB,2959,"('CAGL0H09306g', 'YGR181W')"
S. cerevisiae,YGR181W,C. glabrata,CAGL0H09306g,YGOB,2959,"('YGR181W', 'CAGL0H09306g')"
C. glabrata,CAGL0H09328g,S. cerevisiae,YGR183C,YGOB,2960,"('CAGL0H09328g', 'YGR183C')"
S. cerevisiae,YGR183C,C. glabrata,CAGL0H09328g,YGOB,2960,"('YGR183C', 'CAGL0H09328g')"
C. glabrata,CAGL0H09350g,S. cerevisiae,YGR184C,YGOB,2961,"('CAGL0H09350g', 'YGR184C')"
S. cerevisiae,YGR184C,C. glabrata,CAGL0H09350g,YGOB,2961,"('YGR184C', 'CAGL0H09350g')"
C. glabrata,CAGL0H09372g,S. cerevisiae,YGR185C,YGOB,2962,"('CAGL0H09372g', 'YGR185C')"
S. cerevisiae,YGR185C,C. glabrata,CAGL0H09372g,YGOB,2962,"('YGR185C', 'CAGL0H09372g')"
C. glabrata,CAGL0D05478g,S. cerevisiae,YGR186W,YGOB,2964,"('CAGL0D05478g', 'YGR186W')"
S. cerevisiae,YGR186W,C. glabrata,CAGL0D05478g,YGOB,2964,"('YGR186W', 'CAGL0D05478g')"
C. glabrata,CAGL0D05500g,S. cerevisiae,YGR187C,YGOB,2966,"('CAGL0D05500g', 'YGR187C')"
S. cerevisiae,YGR187C,C. glabrata,CAGL0D05500g,YGOB,2966,"('YGR187C', 'CAGL0D05500g')"
C. glabrata,CAGL0G06930g,S. cerevisiae,YGR188C,YGOB,2967,"('CAGL0G06930g', 'YGR188C')"
S. cerevisiae,YGR188C,C. glabrata,CAGL0G06930g,YGOB,2967,"('YGR188C', 'CAGL0G06930g')"
C. glabrata,CAGL0G09449g,S. cerevisiae,YGR189C,YGOB,2968,"('CAGL0G09449g', 'YGR189C')"
S. cerevisiae,YGR189C,C. glabrata,CAGL0G09449g,YGOB,2968,"('YGR189C', 'CAGL0G09449g')"
C. glabrata,CAGL0B03773g,S. cerevisiae,YGR191W,YGOB,2969,"('CAGL0B03773g', 'YGR191W')"
S. cerevisiae,YGR191W,C. glabrata,CAGL0B03773g,YGOB,2969,"('YGR191W', 'CAGL0B03773g')"
C. glabrata,CAGL0G09383g,S. cerevisiae,YGR192C,YGOB,2970,"('CAGL0G09383g', 'YGR192C')"
S. cerevisiae,YGR192C,C. glabrata,CAGL0G09383g,YGOB,2970,"('YGR192C', 'CAGL0G09383g')"
C. glabrata,CAGL0G09361g,S. cerevisiae,YGR193C,YGOB,2971,"('CAGL0G09361g', 'YGR193C')"
S. cerevisiae,YGR193C,C. glabrata,CAGL0G09361g,YGOB,2971,"('YGR193C', 'CAGL0G09361g')"
C. glabrata,CAGL0G09339g,S. cerevisiae,YGR194C,YGOB,2972,"('CAGL0G09339g', 'YGR194C')"
S. cerevisiae,YGR194C,C. glabrata,CAGL0G09339g,YGOB,2972,"('YGR194C', 'CAGL0G09339g')"
C. glabrata,CAGL0G09317g,S. cerevisiae,YGR195W,YGOB,2973,"('CAGL0G09317g', 'YGR195W')"
S. cerevisiae,YGR195W,C. glabrata,CAGL0G09317g,YGOB,2973,"('YGR195W', 'CAGL0G09317g')"
C. glabrata,CAGL0G09295g,S. cerevisiae,YGR196C,YGOB,2974,"('CAGL0G09295g', 'YGR196C')"
S. cerevisiae,YGR196C,C. glabrata,CAGL0G09295g,YGOB,2974,"('YGR196C', 'CAGL0G09295g')"
C. glabrata,CAGL0B03971g,S. cerevisiae,YGR197C,YGOB,2975,"('CAGL0B03971g', 'YGR197C')"
S. cerevisiae,YGR197C,C. glabrata,CAGL0B03971g,YGOB,2975,"('YGR197C', 'CAGL0B03971g')"
C. glabrata,CAGL0K01001g,S. cerevisiae,YGR198W,YGOB,2976,"('CAGL0K01001g', 'YGR198W')"
S. cerevisiae,YGR198W,C. glabrata,CAGL0K01001g,YGOB,2976,"('YGR198W', 'CAGL0K01001g')"
C. glabrata,CAGL0K00979g,S. cerevisiae,YGR199W,YGOB,2977,"('CAGL0K00979g', 'YGR199W')"
S. cerevisiae,YGR199W,C. glabrata,CAGL0K00979g,YGOB,2977,"('YGR199W', 'CAGL0K00979g')"
C. glabrata,CAGL0K00957g,S. cerevisiae,YGR200C,YGOB,2978,"('CAGL0K00957g', 'YGR200C')"
S. cerevisiae,YGR200C,C. glabrata,CAGL0K00957g,YGOB,2978,"('YGR200C', 'CAGL0K00957g')"
C. glabrata,CAGL0B04015g,S. cerevisiae,YGR202C,YGOB,2980,"('CAGL0B04015g', 'YGR202C')"
S. cerevisiae,YGR202C,C. glabrata,CAGL0B04015g,YGOB,2980,"('YGR202C', 'CAGL0B04015g')"
C. glabrata,CAGL0K00935g,S. cerevisiae,YGR203W,YGOB,2981,"('CAGL0K00935g', 'YGR203W')"
S. cerevisiae,YGR203W,C. glabrata,CAGL0K00935g,YGOB,2981,"('YGR203W', 'CAGL0K00935g')"
C. glabrata,CAGL0K00913g,S. cerevisiae,YGR204W,YGOB,2982,"('CAGL0K00913g', 'YGR204W')"
S. cerevisiae,YGR204W,C. glabrata,CAGL0K00913g,YGOB,2982,"('YGR204W', 'CAGL0K00913g')"
C. glabrata,CAGL0K00891g,S. cerevisiae,YGR205W,YGOB,2983,"('CAGL0K00891g', 'YGR205W')"
S. cerevisiae,YGR205W,C. glabrata,CAGL0K00891g,YGOB,2983,"('YGR205W', 'CAGL0K00891g')"
C. glabrata,CAGL0K00869g,S. cerevisiae,YGR206W,YGOB,2984,"('CAGL0K00869g', 'YGR206W')"
S. cerevisiae,YGR206W,C. glabrata,CAGL0K00869g,YGOB,2984,"('YGR206W', 'CAGL0K00869g')"
C. glabrata,CAGL0M12210g,S. cerevisiae,YAL044W-A,YGOB,2985,"('CAGL0M12210g', 'YAL044W-A')"
S. cerevisiae,YAL044W-A,C. glabrata,CAGL0M12210g,YGOB,2985,"('YAL044W-A', 'CAGL0M12210g')"
C. glabrata,CAGL0I04554g,S. cerevisiae,YBR014C,YGOB,2986,"('CAGL0I04554g', 'YBR014C')"
S. cerevisiae,YBR014C,C. glabrata,CAGL0I04554g,YGOB,2986,"('YBR014C', 'CAGL0I04554g')"
C. glabrata,CAGL0K00847g,S. cerevisiae,YGR207C,YGOB,2987,"('CAGL0K00847g', 'YGR207C')"
S. cerevisiae,YGR207C,C. glabrata,CAGL0K00847g,YGOB,2987,"('YGR207C', 'CAGL0K00847g')"
C. glabrata,CAGL0K00825g,S. cerevisiae,YGR208W,YGOB,2988,"('CAGL0K00825g', 'YGR208W')"
S. cerevisiae,YGR208W,C. glabrata,CAGL0K00825g,YGOB,2988,"('YGR208W', 'CAGL0K00825g')"
C. glabrata,CAGL0K00803g,S. cerevisiae,YGR209C,YGOB,2989,"('CAGL0K00803g', 'YGR209C')"
S. cerevisiae,YGR209C,C. glabrata,CAGL0K00803g,YGOB,2989,"('YGR209C', 'CAGL0K00803g')"
C. glabrata,CAGL0K00781g,S. cerevisiae,YGR210C,YGOB,2990,"('CAGL0K00781g', 'YGR210C')"
S. cerevisiae,YGR210C,C. glabrata,CAGL0K00781g,YGOB,2990,"('YGR210C', 'CAGL0K00781g')"
C. glabrata,CAGL0K00759g,S. cerevisiae,YGR211W,YGOB,2991,"('CAGL0K00759g', 'YGR211W')"
S. cerevisiae,YGR211W,C. glabrata,CAGL0K00759g,YGOB,2991,"('YGR211W', 'CAGL0K00759g')"
C. glabrata,CAGL0K00737g,S. cerevisiae,YGR212W,YGOB,2992,"('CAGL0K00737g', 'YGR212W')"
S. cerevisiae,YGR212W,C. glabrata,CAGL0K00737g,YGOB,2992,"('YGR212W', 'CAGL0K00737g')"
C. glabrata,CAGL0K00715g,S. cerevisiae,YGR213C,YGOB,2993,"('CAGL0K00715g', 'YGR213C')"
S. cerevisiae,YGR213C,C. glabrata,CAGL0K00715g,YGOB,2993,"('YGR213C', 'CAGL0K00715g')"
C. glabrata,CAGL0M02849g,S. cerevisiae,YGR214W,YGOB,2994,"('CAGL0M02849g', 'YGR214W')"
S. cerevisiae,YGR214W,C. glabrata,CAGL0M02849g,YGOB,2994,"('YGR214W', 'CAGL0M02849g')"
C. glabrata,CAGL0B02255g,S. cerevisiae,YGR215W,YGOB,2995,"('CAGL0B02255g', 'YGR215W')"
S. cerevisiae,YGR215W,C. glabrata,CAGL0B02255g,YGOB,2995,"('YGR215W', 'CAGL0B02255g')"
C. glabrata,CAGL0B02233g,S. cerevisiae,YGR216C,YGOB,2996,"('CAGL0B02233g', 'YGR216C')"
S. cerevisiae,YGR216C,C. glabrata,CAGL0B02233g,YGOB,2996,"('YGR216C', 'CAGL0B02233g')"
C. glabrata,CAGL0I04532g,S. cerevisiae,YBR015C,YGOB,2997,"('CAGL0I04532g', 'YBR015C')"
S. cerevisiae,YBR015C,C. glabrata,CAGL0I04532g,YGOB,2997,"('YBR015C', 'CAGL0I04532g')"
C. glabrata,CAGL0B02211g,S. cerevisiae,YGR217W,YGOB,2998,"('CAGL0B02211g', 'YGR217W')"
S. cerevisiae,YGR217W,C. glabrata,CAGL0B02211g,YGOB,2998,"('YGR217W', 'CAGL0B02211g')"
C. glabrata,CAGL0B02189g,S. cerevisiae,YGR218W,YGOB,3000,"('CAGL0B02189g', 'YGR218W')"
S. cerevisiae,YGR218W,C. glabrata,CAGL0B02189g,YGOB,3000,"('YGR218W', 'CAGL0B02189g')"
C. glabrata,CAGL0B02167g,S. cerevisiae,YGR220C,YGOB,3001,"('CAGL0B02167g', 'YGR220C')"
S. cerevisiae,YGR220C,C. glabrata,CAGL0B02167g,YGOB,3001,"('YGR220C', 'CAGL0B02167g')"
C. glabrata,CAGL0I01848g,S. cerevisiae,YGR221C,YGOB,3002,"('CAGL0I01848g', 'YGR221C')"
S. cerevisiae,YGR221C,C. glabrata,CAGL0I01848g,YGOB,3002,"('YGR221C', 'CAGL0I01848g')"
C. glabrata,CAGL0B02123g,S. cerevisiae,YGR222W,YGOB,3003,"('CAGL0B02123g', 'YGR222W')"
S. cerevisiae,YGR222W,C. glabrata,CAGL0B02123g,YGOB,3003,"('YGR222W', 'CAGL0B02123g')"
C. glabrata,CAGL0B02101g,S. cerevisiae,YGR223C,YGOB,3004,"('CAGL0B02101g', 'YGR223C')"
S. cerevisiae,YGR223C,C. glabrata,CAGL0B02101g,YGOB,3004,"('YGR223C', 'CAGL0B02101g')"
C. glabrata,CAGL0B02079g,S. cerevisiae,YGR224W,YGOB,3005,"('CAGL0B02079g', 'YGR224W')"
S. cerevisiae,YGR224W,C. glabrata,CAGL0B02079g,YGOB,3005,"('YGR224W', 'CAGL0B02079g')"
C. glabrata,CAGL0L06578g,S. cerevisiae,YGR225W,YGOB,3006,"('CAGL0L06578g', 'YGR225W')"
S. cerevisiae,YGR225W,C. glabrata,CAGL0L06578g,YGOB,3006,"('YGR225W', 'CAGL0L06578g')"
C. glabrata,CAGL0L06556g,S. cerevisiae,YGR227W,YGOB,3007,"('CAGL0L06556g', 'YGR227W')"
S. cerevisiae,YGR227W,C. glabrata,CAGL0L06556g,YGOB,3007,"('YGR227W', 'CAGL0L06556g')"
C. glabrata,CAGL0L06534g,S. cerevisiae,YGR229C,YGOB,3008,"('CAGL0L06534g', 'YGR229C')"
S. cerevisiae,YGR229C,C. glabrata,CAGL0L06534g,YGOB,3008,"('YGR229C', 'CAGL0L06534g')"
C. glabrata,CAGL0I01914g,S. cerevisiae,YGR230W,YGOB,3009,"('CAGL0I01914g', 'YGR230W')"
S. cerevisiae,YGR230W,C. glabrata,CAGL0I01914g,YGOB,3009,"('YGR230W', 'CAGL0I01914g')"
C. glabrata,CAGL0L06490g,S. cerevisiae,YGR231C,YGOB,3010,"('CAGL0L06490g', 'YGR231C')"
S. cerevisiae,YGR231C,C. glabrata,CAGL0L06490g,YGOB,3010,"('YGR231C', 'CAGL0L06490g')"
C. glabrata,CAGL0L06600g,S. cerevisiae,YGR232W,YGOB,3011,"('CAGL0L06600g', 'YGR232W')"
S. cerevisiae,YGR232W,C. glabrata,CAGL0L06600g,YGOB,3011,"('YGR232W', 'CAGL0L06600g')"
C. glabrata,CAGL0L06622g,S. cerevisiae,YGR233C,YGOB,3012,"('CAGL0L06622g', 'YGR233C')"
S. cerevisiae,YGR233C,C. glabrata,CAGL0L06622g,YGOB,3012,"('YGR233C', 'CAGL0L06622g')"
C. glabrata,CAGL0L06666g,S. cerevisiae,YGR234W,YGOB,3013,"('CAGL0L06666g', 'YGR234W')"
S. cerevisiae,YGR234W,C. glabrata,CAGL0L06666g,YGOB,3013,"('YGR234W', 'CAGL0L06666g')"
C. glabrata,CAGL0F07931g,S. cerevisiae,YGR235C,YGOB,3014,"('CAGL0F07931g', 'YGR235C')"
S. cerevisiae,YGR235C,C. glabrata,CAGL0F07931g,YGOB,3014,"('YGR235C', 'CAGL0F07931g')"
C. glabrata,CAGL0F07953g,S. cerevisiae,YGR236C,YGOB,3015,"('CAGL0F07953g', 'YGR236C')"
S. cerevisiae,YGR236C,C. glabrata,CAGL0F07953g,YGOB,3015,"('YGR236C', 'CAGL0F07953g')"
C. glabrata,CAGL0F07975g,S. cerevisiae,YGR237C,YGOB,3016,"('CAGL0F07975g', 'YGR237C')"
S. cerevisiae,YGR237C,C. glabrata,CAGL0F07975g,YGOB,3016,"('YGR237C', 'CAGL0F07975g')"
C. glabrata,CAGL0I02090g,S. cerevisiae,YGR238C,YGOB,3017,"('CAGL0I02090g', 'YGR238C')"
S. cerevisiae,YGR238C,C. glabrata,CAGL0I02090g,YGOB,3017,"('YGR238C', 'CAGL0I02090g')"
C. glabrata,CAGL0I04488g,S. cerevisiae,YBR017C,YGOB,3018,"('CAGL0I04488g', 'YBR017C')"
S. cerevisiae,YBR017C,C. glabrata,CAGL0I04488g,YGOB,3018,"('YBR017C', 'CAGL0I04488g')"
C. glabrata,CAGL0F08019g,S. cerevisiae,YGR239C,YGOB,3019,"('CAGL0F08019g', 'YGR239C')"
S. cerevisiae,YGR239C,C. glabrata,CAGL0F08019g,YGOB,3019,"('YGR239C', 'CAGL0F08019g')"
C. glabrata,CAGL0F08041g,S. cerevisiae,YGR240C,YGOB,3020,"('CAGL0F08041g', 'YGR240C')"
S. cerevisiae,YGR240C,C. glabrata,CAGL0F08041g,YGOB,3020,"('YGR240C', 'CAGL0F08041g')"
C. glabrata,CAGL0I02156g,S. cerevisiae,YGR241C,YGOB,3021,"('CAGL0I02156g', 'YGR241C')"
S. cerevisiae,YGR241C,C. glabrata,CAGL0I02156g,YGOB,3021,"('YGR241C', 'CAGL0I02156g')"
C. glabrata,CAGL0F08085g,S. cerevisiae,YGR243W,YGOB,3022,"('CAGL0F08085g', 'YGR243W')"
S. cerevisiae,YGR243W,C. glabrata,CAGL0F08085g,YGOB,3022,"('YGR243W', 'CAGL0F08085g')"
C. glabrata,CAGL0F08107g,S. cerevisiae,YGR244C,YGOB,3023,"('CAGL0F08107g', 'YGR244C')"
S. cerevisiae,YGR244C,C. glabrata,CAGL0F08107g,YGOB,3023,"('YGR244C', 'CAGL0F08107g')"
C. glabrata,CAGL0F08129g,S. cerevisiae,YGR245C,YGOB,3024,"('CAGL0F08129g', 'YGR245C')"
S. cerevisiae,YGR245C,C. glabrata,CAGL0F08129g,YGOB,3024,"('YGR245C', 'CAGL0F08129g')"
C. glabrata,CAGL0F08151g,S. cerevisiae,YGR246C,YGOB,3025,"('CAGL0F08151g', 'YGR246C')"
S. cerevisiae,YGR246C,C. glabrata,CAGL0F08151g,YGOB,3025,"('YGR246C', 'CAGL0F08151g')"
C. glabrata,CAGL0F08173g,S. cerevisiae,YGR247W,YGOB,3026,"('CAGL0F08173g', 'YGR247W')"
S. cerevisiae,YGR247W,C. glabrata,CAGL0F08173g,YGOB,3026,"('YGR247W', 'CAGL0F08173g')"
C. glabrata,CAGL0I02200g,S. cerevisiae,YGR248W,YGOB,3027,"('CAGL0I02200g', 'YGR248W')"
S. cerevisiae,YGR248W,C. glabrata,CAGL0I02200g,YGOB,3027,"('YGR248W', 'CAGL0I02200g')"
C. glabrata,CAGL0F08217g,S. cerevisiae,YGR250C,YGOB,3030,"('CAGL0F08217g', 'YGR250C')"
S. cerevisiae,YGR250C,C. glabrata,CAGL0F08217g,YGOB,3030,"('YGR250C', 'CAGL0F08217g')"
C. glabrata,CAGL0I02376g,S. cerevisiae,YGR251W,YGOB,3032,"('CAGL0I02376g', 'YGR251W')"
S. cerevisiae,YGR251W,C. glabrata,CAGL0I02376g,YGOB,3032,"('YGR251W', 'CAGL0I02376g')"
C. glabrata,CAGL0F08283g,S. cerevisiae,YGR252W,YGOB,3033,"('CAGL0F08283g', 'YGR252W')"
S. cerevisiae,YGR252W,C. glabrata,CAGL0F08283g,YGOB,3033,"('YGR252W', 'CAGL0F08283g')"
C. glabrata,CAGL0I02486g,S. cerevisiae,YGR254W,YGOB,3035,"('CAGL0I02486g', 'YGR254W')"
S. cerevisiae,YGR254W,C. glabrata,CAGL0I02486g,YGOB,3035,"('YGR254W', 'CAGL0I02486g')"
C. glabrata,CAGL0F08239g,S. cerevisiae,YGR255C,YGOB,3036,"('CAGL0F08239g', 'YGR255C')"
S. cerevisiae,YGR255C,C. glabrata,CAGL0F08239g,YGOB,3036,"('YGR255C', 'CAGL0F08239g')"
C. glabrata,CAGL0M13343g,S. cerevisiae,YGR256W,YGOB,3037,"('CAGL0M13343g', 'YGR256W')"
S. cerevisiae,YGR256W,C. glabrata,CAGL0M13343g,YGOB,3037,"('YGR256W', 'CAGL0M13343g')"
C. glabrata,CAGL0F08305g,S. cerevisiae,YGR257C,YGOB,3038,"('CAGL0F08305g', 'YGR257C')"
S. cerevisiae,YGR257C,C. glabrata,CAGL0F08305g,YGOB,3038,"('YGR257C', 'CAGL0F08305g')"
C. glabrata,CAGL0F08327g,S. cerevisiae,YGR258C,YGOB,3039,"('CAGL0F08327g', 'YGR258C')"
S. cerevisiae,YGR258C,C. glabrata,CAGL0F08327g,YGOB,3039,"('YGR258C', 'CAGL0F08327g')"
C. glabrata,CAGL0F08371g,S. cerevisiae,YGR260W,YGOB,3041,"('CAGL0F08371g', 'YGR260W')"
S. cerevisiae,YGR260W,C. glabrata,CAGL0F08371g,YGOB,3041,"('YGR260W', 'CAGL0F08371g')"
C. glabrata,CAGL0F08393g,S. cerevisiae,YGR261C,YGOB,3042,"('CAGL0F08393g', 'YGR261C')"
S. cerevisiae,YGR261C,C. glabrata,CAGL0F08393g,YGOB,3042,"('YGR261C', 'CAGL0F08393g')"
C. glabrata,CAGL0F08415g,S. cerevisiae,YGR262C,YGOB,3043,"('CAGL0F08415g', 'YGR262C')"
S. cerevisiae,YGR262C,C. glabrata,CAGL0F08415g,YGOB,3043,"('YGR262C', 'CAGL0F08415g')"
C. glabrata,CAGL0F08437g,S. cerevisiae,YGR263C,YGOB,3044,"('CAGL0F08437g', 'YGR263C')"
S. cerevisiae,YGR263C,C. glabrata,CAGL0F08437g,YGOB,3044,"('YGR263C', 'CAGL0F08437g')"
C. glabrata,CAGL0F08459g,S. cerevisiae,YGR264C,YGOB,3045,"('CAGL0F08459g', 'YGR264C')"
S. cerevisiae,YGR264C,C. glabrata,CAGL0F08459g,YGOB,3045,"('YGR264C', 'CAGL0F08459g')"
C. glabrata,CAGL0F08481g,S. cerevisiae,YGR266W,YGOB,3046,"('CAGL0F08481g', 'YGR266W')"
S. cerevisiae,YGR266W,C. glabrata,CAGL0F08481g,YGOB,3046,"('YGR266W', 'CAGL0F08481g')"
C. glabrata,CAGL0F08503g,S. cerevisiae,YGR267C,YGOB,3047,"('CAGL0F08503g', 'YGR267C')"
S. cerevisiae,YGR267C,C. glabrata,CAGL0F08503g,YGOB,3047,"('YGR267C', 'CAGL0F08503g')"
C. glabrata,CAGL0G00550g,S. cerevisiae,YGR268C,YGOB,3048,"('CAGL0G00550g', 'YGR268C')"
S. cerevisiae,YGR268C,C. glabrata,CAGL0G00550g,YGOB,3048,"('YGR268C', 'CAGL0G00550g')"
C. glabrata,CAGL0G00528g,S. cerevisiae,YGR270W,YGOB,3049,"('CAGL0G00528g', 'YGR270W')"
S. cerevisiae,YGR270W,C. glabrata,CAGL0G00528g,YGOB,3049,"('YGR270W', 'CAGL0G00528g')"
C. glabrata,CAGL0G00506g,S. cerevisiae,YGR271W,YGOB,3050,"('CAGL0G00506g', 'YGR271W')"
S. cerevisiae,YGR271W,C. glabrata,CAGL0G00506g,YGOB,3050,"('YGR271W', 'CAGL0G00506g')"
C. glabrata,CAGL0G00484g,S. cerevisiae,YGR271C-A,YGOB,3052,"('CAGL0G00484g', 'YGR271C-A')"
S. cerevisiae,YGR271C-A,C. glabrata,CAGL0G00484g,YGOB,3052,"('YGR271C-A', 'CAGL0G00484g')"
C. glabrata,CAGL0M13629g,S. cerevisiae,YGR273C,YGOB,3053,"('CAGL0M13629g', 'YGR273C')"
S. cerevisiae,YGR273C,C. glabrata,CAGL0M13629g,YGOB,3053,"('YGR273C', 'CAGL0M13629g')"
C. glabrata,CAGL0G00418g,S. cerevisiae,YGR274C,YGOB,3054,"('CAGL0G00418g', 'YGR274C')"
S. cerevisiae,YGR274C,C. glabrata,CAGL0G00418g,YGOB,3054,"('YGR274C', 'CAGL0G00418g')"
C. glabrata,CAGL0G00396g,S. cerevisiae,YGR275W,YGOB,3055,"('CAGL0G00396g', 'YGR275W')"
S. cerevisiae,YGR275W,C. glabrata,CAGL0G00396g,YGOB,3055,"('YGR275W', 'CAGL0G00396g')"
