species1,gene1,species2,gene2,source,pillar_id,gene_pair
C. albicans,orf19.1510,S. cerevisiae,YOL019W,CGOB,6409,"('orf19.1510', 'YOL019W')"
S. cerevisiae,YOL019W,C. albicans,orf19.1510,CGOB,6409,"('YOL019W', 'orf19.1510')"
C. albicans,orf19.1513,S. cerevisiae,YFR019W,CGOB,6420,"('orf19.1513', 'YFR019W')"
S. cerevisiae,YFR019W,C. albicans,orf19.1513,CGOB,6420,"('YFR019W', 'orf19.1513')"
C. albicans,orf19.1514,S. cerevisiae,YDR372C,CGOB,6431,"('orf19.1514', 'YDR372C')"
S. cerevisiae,YDR372C,C. albicans,orf19.1514,CGOB,6431,"('YDR372C', 'orf19.1514')"
C. albicans,orf19.3356,S. cerevisiae,YGR098C,CGOB,6442,"('orf19.3356', 'YGR098C')"
S. cerevisiae,YGR098C,C. albicans,orf19.3356,CGOB,6442,"('YGR098C', 'orf19.3356')"
C. albicans,orf19.1515,S. cerevisiae,YDR371W,CGOB,6443,"('orf19.1515', 'YDR371W')"
S. cerevisiae,YDR371W,C. albicans,orf19.1515,CGOB,6443,"('YDR371W', 'orf19.1515')"
C. albicans,orf19.1516,S. cerevisiae,YBR058C,CGOB,6454,"('orf19.1516', 'YBR058C')"
S. cerevisiae,YBR058C,C. albicans,orf19.1516,CGOB,6454,"('YBR058C', 'orf19.1516')"
C. albicans,orf19.1517,S. cerevisiae,YDR035W,CGOB,6465,"('orf19.1517', 'YDR035W')"
S. cerevisiae,YDR035W,C. albicans,orf19.1517,CGOB,6465,"('YDR035W', 'orf19.1517')"
C. albicans,orf19.1524,S. cerevisiae,YGR059W,CGOB,6509,"('orf19.1524', 'YGR059W')"
S. cerevisiae,YGR059W,C. albicans,orf19.1524,CGOB,6509,"('YGR059W', 'orf19.1524')"
C. albicans,orf19.1525,S. cerevisiae,YLR363C,CGOB,6520,"('orf19.1525', 'YLR363C')"
S. cerevisiae,YLR363C,C. albicans,orf19.1525,CGOB,6520,"('YLR363C', 'orf19.1525')"
C. albicans,orf19.1526,S. cerevisiae,YOR290C,CGOB,6531,"('orf19.1526', 'YOR290C')"
S. cerevisiae,YOR290C,C. albicans,orf19.1526,CGOB,6531,"('YOR290C', 'orf19.1526')"
C. albicans,orf19.3357,S. cerevisiae,YHR059W,CGOB,6553,"('orf19.3357', 'YHR059W')"
S. cerevisiae,YHR059W,C. albicans,orf19.3357,CGOB,6553,"('YHR059W', 'orf19.3357')"
C. albicans,orf19.1528,S. cerevisiae,YMR228W,CGOB,6554,"('orf19.1528', 'YMR228W')"
S. cerevisiae,YMR228W,C. albicans,orf19.1528,CGOB,6554,"('YMR228W', 'orf19.1528')"
C. albicans,orf19.1531,S. cerevisiae,YMR061W,CGOB,6587,"('orf19.1531', 'YMR061W')"
S. cerevisiae,YMR061W,C. albicans,orf19.1531,CGOB,6587,"('YMR061W', 'orf19.1531')"
C. albicans,orf19.1532,S. cerevisiae,YMR060C,CGOB,6598,"('orf19.1532', 'YMR060C')"
S. cerevisiae,YMR060C,C. albicans,orf19.1532,CGOB,6598,"('YMR060C', 'orf19.1532')"
C. albicans,orf19.1533,S. cerevisiae,YKL077W,CGOB,6609,"('orf19.1533', 'YKL077W')"
S. cerevisiae,YKL077W,C. albicans,orf19.1533,CGOB,6609,"('YKL077W', 'orf19.1533')"
C. albicans,orf19.1534,S. cerevisiae,YKL175W,CGOB,6620,"('orf19.1534', 'YKL175W')"
S. cerevisiae,YKL175W,C. albicans,orf19.1534,CGOB,6620,"('YKL175W', 'orf19.1534')"
C. albicans,orf19.1536,S. cerevisiae,YMR243C,CGOB,6642,"('orf19.1536', 'YMR243C')"
S. cerevisiae,YMR243C,C. albicans,orf19.1536,CGOB,6642,"('YMR243C', 'orf19.1536')"
C. albicans,orf19.1538,S. cerevisiae,YOL018C,CGOB,6653,"('orf19.1538', 'YOL018C')"
S. cerevisiae,YOL018C,C. albicans,orf19.1538,CGOB,6653,"('YOL018C', 'orf19.1538')"
C. albicans,orf19.6091,S. cerevisiae,YGL045W,CGOB,6664,"('orf19.6091', 'YGL045W')"
S. cerevisiae,YGL045W,C. albicans,orf19.6091,CGOB,6664,"('YGL045W', 'orf19.6091')"
C. albicans,orf19.3358,S. cerevisiae,YOR142W,CGOB,6665,"('orf19.3358', 'YOR142W')"
S. cerevisiae,YOR142W,C. albicans,orf19.3358,CGOB,6665,"('YOR142W', 'orf19.3358')"
C. albicans,orf19.1542,S. cerevisiae,YDL013W,CGOB,6688,"('orf19.1542', 'YDL013W')"
S. cerevisiae,YDL013W,C. albicans,orf19.1542,CGOB,6688,"('YDL013W', 'orf19.1542')"
C. albicans,orf19.1543,S. cerevisiae,YHL020C,CGOB,6699,"('orf19.1543', 'YHL020C')"
S. cerevisiae,YHL020C,C. albicans,orf19.1543,CGOB,6699,"('YHL020C', 'orf19.1543')"
C. albicans,orf19.1544,S. cerevisiae,YDL099W,CGOB,6710,"('orf19.1544', 'YDL099W')"
S. cerevisiae,YDL099W,C. albicans,orf19.1544,CGOB,6710,"('YDL099W', 'orf19.1544')"
C. albicans,orf19.1545,S. cerevisiae,YMR158W,CGOB,6721,"('orf19.1545', 'YMR158W')"
S. cerevisiae,YMR158W,C. albicans,orf19.1545,CGOB,6721,"('YMR158W', 'orf19.1545')"
C. albicans,orf19.1546,S. cerevisiae,YMR157C,CGOB,6732,"('orf19.1546', 'YMR157C')"
S. cerevisiae,YMR157C,C. albicans,orf19.1546,CGOB,6732,"('YMR157C', 'orf19.1546')"
C. albicans,orf19.1547,S. cerevisiae,YMR156C,CGOB,6743,"('orf19.1547', 'YMR156C')"
S. cerevisiae,YMR156C,C. albicans,orf19.1547,CGOB,6743,"('YMR156C', 'orf19.1547')"
C. albicans,orf19.1548,S. cerevisiae,YDL098C,CGOB,6754,"('orf19.1548', 'YDL098C')"
S. cerevisiae,YDL098C,C. albicans,orf19.1548,CGOB,6754,"('YDL098C', 'orf19.1548')"
C. albicans,orf19.3359,S. cerevisiae,YOR141C,CGOB,6776,"('orf19.3359', 'YOR141C')"
S. cerevisiae,YOR141C,C. albicans,orf19.3359,CGOB,6776,"('YOR141C', 'orf19.3359')"
C. albicans,orf19.1552,S. cerevisiae,YML078W,CGOB,6777,"('orf19.1552', 'YML078W')"
S. cerevisiae,YML078W,C. albicans,orf19.1552,CGOB,6777,"('YML078W', 'orf19.1552')"
C. albicans,orf19.1553,S. cerevisiae,YJR125C,CGOB,6799,"('orf19.1553', 'YJR125C')"
S. cerevisiae,YJR125C,C. albicans,orf19.1553,CGOB,6799,"('YJR125C', 'orf19.1553')"
C. albicans,orf19.1555,S. cerevisiae,YDR159W,CGOB,6810,"('orf19.1555', 'YDR159W')"
S. cerevisiae,YDR159W,C. albicans,orf19.1555,CGOB,6810,"('YDR159W', 'orf19.1555')"
C. albicans,orf19.1557,S. cerevisiae,YLR137W,CGOB,6821,"('orf19.1557', 'YLR137W')"
S. cerevisiae,YLR137W,C. albicans,orf19.1557,CGOB,6821,"('YLR137W', 'orf19.1557')"
C. albicans,orf19.1559,S. cerevisiae,YDR158W,CGOB,6832,"('orf19.1559', 'YDR158W')"
S. cerevisiae,YDR158W,C. albicans,orf19.1559,CGOB,6832,"('YDR158W', 'orf19.1559')"
C. albicans,orf19.1560,S. cerevisiae,YML069W,CGOB,6843,"('orf19.1560', 'YML069W')"
S. cerevisiae,YML069W,C. albicans,orf19.1560,CGOB,6843,"('YML069W', 'orf19.1560')"
C. albicans,orf19.1563,S. cerevisiae,YOR092W,CGOB,6865,"('orf19.1563', 'YOR092W')"
S. cerevisiae,YOR092W,C. albicans,orf19.1563,CGOB,6865,"('YOR092W', 'orf19.1563')"
C. albicans,orf19.1564,S. cerevisiae,YDL072C,CGOB,6876,"('orf19.1564', 'YDL072C')"
S. cerevisiae,YDL072C,C. albicans,orf19.1564,CGOB,6876,"('YDL072C', 'orf19.1564')"
C. albicans,orf19.1565,S. cerevisiae,YLR401C,CGOB,6888,"('orf19.1565', 'YLR401C')"
S. cerevisiae,YLR401C,C. albicans,orf19.1565,CGOB,6888,"('YLR401C', 'orf19.1565')"
C. albicans,orf19.1566,S. cerevisiae,YLR409C,CGOB,6899,"('orf19.1566', 'YLR409C')"
S. cerevisiae,YLR409C,C. albicans,orf19.1566,CGOB,6899,"('YLR409C', 'orf19.1566')"
C. albicans,orf19.1567,S. cerevisiae,YDL077C,CGOB,6910,"('orf19.1567', 'YDL077C')"
S. cerevisiae,YDL077C,C. albicans,orf19.1567,CGOB,6910,"('YDL077C', 'orf19.1567')"
C. albicans,orf19.1569,S. cerevisiae,YGR090W,CGOB,6921,"('orf19.1569', 'YGR090W')"
S. cerevisiae,YGR090W,C. albicans,orf19.1569,CGOB,6921,"('YGR090W', 'orf19.1569')"
C. albicans,orf19.1570,S. cerevisiae,YHR072W,CGOB,6931,"('orf19.1570', 'YHR072W')"
S. cerevisiae,YHR072W,C. albicans,orf19.1570,CGOB,6931,"('YHR072W', 'orf19.1570')"
C. albicans,orf19.1573,S. cerevisiae,YOR291W,CGOB,6953,"('orf19.1573', 'YOR291W')"
S. cerevisiae,YOR291W,C. albicans,orf19.1573,CGOB,6953,"('YOR291W', 'orf19.1573')"
C. albicans,orf19.1574,S. cerevisiae,YMR227C,CGOB,6964,"('orf19.1574', 'YMR227C')"
S. cerevisiae,YMR227C,C. albicans,orf19.1574,CGOB,6964,"('YMR227C', 'orf19.1574')"
C. albicans,orf19.1575,S. cerevisiae,YHL011C,CGOB,6974,"('orf19.1575', 'YHL011C')"
S. cerevisiae,YHL011C,C. albicans,orf19.1575,CGOB,6974,"('YHL011C', 'orf19.1575')"
C. albicans,orf19.1576,S. cerevisiae,YHL010C,CGOB,6985,"('orf19.1576', 'YHL010C')"
S. cerevisiae,YHL010C,C. albicans,orf19.1576,CGOB,6985,"('YHL010C', 'orf19.1576')"
C. albicans,orf19.4551,S. cerevisiae,YAR035W,CGOB,6996,"('orf19.4551', 'YAR035W')"
S. cerevisiae,YAR035W,C. albicans,orf19.4551,CGOB,6996,"('YAR035W', 'orf19.4551')"
C. albicans,orf19.1577,S. cerevisiae,YMR136W,CGOB,6997,"('orf19.1577', 'YMR136W')"
S. cerevisiae,YMR136W,C. albicans,orf19.1577,CGOB,6997,"('YMR136W', 'orf19.1577')"
C. albicans,orf19.1578,S. cerevisiae,YMR229C,CGOB,7006,"('orf19.1578', 'YMR229C')"
S. cerevisiae,YMR229C,C. albicans,orf19.1578,CGOB,7006,"('YMR229C', 'orf19.1578')"
C. albicans,orf19.1585,S. cerevisiae,YLR130C,CGOB,7058,"('orf19.1585', 'YLR130C')"
S. cerevisiae,YLR130C,C. albicans,orf19.1585,CGOB,7058,"('YLR130C', 'orf19.1585')"
C. albicans,orf19.1588,S. cerevisiae,YBR269C,CGOB,7090,"('orf19.1588', 'YBR269C')"
S. cerevisiae,YBR269C,C. albicans,orf19.1588,CGOB,7090,"('YBR269C', 'orf19.1588')"
C. albicans,orf19.4550,S. cerevisiae,YCR023C,CGOB,7100,"('orf19.4550', 'YCR023C')"
S. cerevisiae,YCR023C,C. albicans,orf19.4550,CGOB,7100,"('YCR023C', 'orf19.4550')"
C. albicans,orf19.1589,S. cerevisiae,YJL025W,CGOB,7101,"('orf19.1589', 'YJL025W')"
S. cerevisiae,YJL025W,C. albicans,orf19.1589,CGOB,7101,"('YJL025W', 'orf19.1589')"
C. albicans,orf19.5840,S. cerevisiae,YER071C,CGOB,7136,"('orf19.5840', 'YER071C')"
S. cerevisiae,YER071C,C. albicans,orf19.5840,CGOB,7136,"('YER071C', 'orf19.5840')"
C. albicans,orf19.5838,S. cerevisiae,YGR208W,CGOB,7156,"('orf19.5838', 'YGR208W')"
S. cerevisiae,YGR208W,C. albicans,orf19.5838,CGOB,7156,"('YGR208W', 'orf19.5838')"
C. albicans,orf19.5837,S. cerevisiae,YMR289W,CGOB,7167,"('orf19.5837', 'YMR289W')"
S. cerevisiae,YMR289W,C. albicans,orf19.5837,CGOB,7167,"('YMR289W', 'orf19.5837')"
C. albicans,orf19.5835,S. cerevisiae,YCL031C,CGOB,7178,"('orf19.5835', 'YCL031C')"
S. cerevisiae,YCL031C,C. albicans,orf19.5835,CGOB,7178,"('YCL031C', 'orf19.5835')"
C. albicans,orf19.5834,S. cerevisiae,YDR395W,CGOB,7189,"('orf19.5834', 'YDR395W')"
S. cerevisiae,YDR395W,C. albicans,orf19.5834,CGOB,7189,"('YDR395W', 'orf19.5834')"
C. albicans,orf19.5833,S. cerevisiae,YGR048W,CGOB,7200,"('orf19.5833', 'YGR048W')"
S. cerevisiae,YGR048W,C. albicans,orf19.5833,CGOB,7200,"('YGR048W', 'orf19.5833')"
C. albicans,orf19.5832,S. cerevisiae,YDR399W,CGOB,7211,"('orf19.5832', 'YDR399W')"
S. cerevisiae,YDR399W,C. albicans,orf19.5832,CGOB,7211,"('YDR399W', 'orf19.5832')"
C. albicans,orf19.5830,S. cerevisiae,YKL073W,CGOB,7232,"('orf19.5830', 'YKL073W')"
S. cerevisiae,YKL073W,C. albicans,orf19.5830,CGOB,7232,"('YKL073W', 'orf19.5830')"
C. albicans,orf19.5828,S. cerevisiae,YKL074C,CGOB,7243,"('orf19.5828', 'YKL074C')"
S. cerevisiae,YKL074C,C. albicans,orf19.5828,CGOB,7243,"('YKL074C', 'orf19.5828')"
C. albicans,orf19.5827,S. cerevisiae,YMR055C,CGOB,7253,"('orf19.5827', 'YMR055C')"
S. cerevisiae,YMR055C,C. albicans,orf19.5827,CGOB,7253,"('YMR055C', 'orf19.5827')"
C. albicans,orf19.5825.1,S. cerevisiae,YER074W-A,CGOB,7275,"('orf19.5825.1', 'YER074W-A')"
S. cerevisiae,YER074W-A,C. albicans,orf19.5825.1,CGOB,7275,"('YER074W-A', 'orf19.5825.1')"
C. albicans,orf19.5825,S. cerevisiae,YDR397C,CGOB,7284,"('orf19.5825', 'YDR397C')"
S. cerevisiae,YDR397C,C. albicans,orf19.5825,CGOB,7284,"('YDR397C', 'orf19.5825')"
C. albicans,orf19.5824,S. cerevisiae,YGR015C,CGOB,7294,"('orf19.5824', 'YGR015C')"
S. cerevisiae,YGR015C,C. albicans,orf19.5824,CGOB,7294,"('YGR015C', 'orf19.5824')"
C. albicans,orf19.4548,S. cerevisiae,YCR019W,CGOB,7304,"('orf19.4548', 'YCR019W')"
S. cerevisiae,YCR019W,C. albicans,orf19.4548,CGOB,7304,"('YCR019W', 'orf19.4548')"
C. albicans,orf19.5823,S. cerevisiae,YOR007C,CGOB,7305,"('orf19.5823', 'YOR007C')"
S. cerevisiae,YOR007C,C. albicans,orf19.5823,CGOB,7305,"('YOR007C', 'orf19.5823')"
C. albicans,orf19.5821,S. cerevisiae,YML002W,CGOB,7316,"('orf19.5821', 'YML002W')"
S. cerevisiae,YML002W,C. albicans,orf19.5821,CGOB,7316,"('YML002W', 'orf19.5821')"
C. albicans,orf19.5818,S. cerevisiae,YDR297W,CGOB,7336,"('orf19.5818', 'YDR297W')"
S. cerevisiae,YDR297W,C. albicans,orf19.5818,CGOB,7336,"('YDR297W', 'orf19.5818')"
C. albicans,orf19.5817,S. cerevisiae,YKR068C,CGOB,7345,"('orf19.5817', 'YKR068C')"
S. cerevisiae,YKR068C,C. albicans,orf19.5817,CGOB,7345,"('YKR068C', 'orf19.5817')"
C. albicans,orf19.5815,S. cerevisiae,YKR067W,CGOB,7364,"('orf19.5815', 'YKR067W')"
S. cerevisiae,YKR067W,C. albicans,orf19.5815,CGOB,7364,"('YKR067W', 'orf19.5815')"
C. albicans,orf19.5813,S. cerevisiae,YOR052C,CGOB,7396,"('orf19.5813', 'YOR052C')"
S. cerevisiae,YOR052C,C. albicans,orf19.5813,CGOB,7396,"('YOR052C', 'orf19.5813')"
C. albicans,orf19.5812,S. cerevisiae,YOR051C,CGOB,7407,"('orf19.5812', 'YOR051C')"
S. cerevisiae,YOR051C,C. albicans,orf19.5812,CGOB,7407,"('YOR051C', 'orf19.5812')"
C. albicans,orf19.5811,S. cerevisiae,YKR069W,CGOB,7418,"('orf19.5811', 'YKR069W')"
S. cerevisiae,YKR069W,C. albicans,orf19.5811,CGOB,7418,"('YKR069W', 'orf19.5811')"
C. albicans,orf19.5809,S. cerevisiae,YJL060W,CGOB,7429,"('orf19.5809', 'YJL060W')"
S. cerevisiae,YJL060W,C. albicans,orf19.5809,CGOB,7429,"('YJL060W', 'orf19.5809')"
C. albicans,orf19.5808,S. cerevisiae,YBR271W,CGOB,7440,"('orf19.5808', 'YBR271W')"
S. cerevisiae,YBR271W,C. albicans,orf19.5808,CGOB,7440,"('YBR271W', 'orf19.5808')"
C. albicans,orf19.5806,S. cerevisiae,YER073W,CGOB,7451,"('orf19.5806', 'YER073W')"
S. cerevisiae,YER073W,C. albicans,orf19.5806,CGOB,7451,"('YER073W', 'orf19.5806')"
C. albicans,orf19.5804,S. cerevisiae,YKL215C,CGOB,7471,"('orf19.5804', 'YKL215C')"
S. cerevisiae,YKL215C,C. albicans,orf19.5804,CGOB,7471,"('YKL215C', 'orf19.5804')"
C. albicans,orf19.5802,S. cerevisiae,YOR006C,CGOB,7482,"('orf19.5802', 'YOR006C')"
S. cerevisiae,YOR006C,C. albicans,orf19.5802,CGOB,7482,"('YOR006C', 'orf19.5802')"
C. albicans,orf19.5801,S. cerevisiae,YJL026W,CGOB,7493,"('orf19.5801', 'YJL026W')"
S. cerevisiae,YJL026W,C. albicans,orf19.5801,CGOB,7493,"('YJL026W', 'orf19.5801')"
C. albicans,orf19.5799,S. cerevisiae,YJL016W,CGOB,7504,"('orf19.5799', 'YJL016W')"
S. cerevisiae,YJL016W,C. albicans,orf19.5799,CGOB,7504,"('YJL016W', 'orf19.5799')"
C. albicans,orf19.4545,S. cerevisiae,YER111C,CGOB,7514,"('orf19.4545', 'YER111C')"
S. cerevisiae,YER111C,C. albicans,orf19.4545,CGOB,7514,"('YER111C', 'orf19.4545')"
C. albicans,orf19.5798,S. cerevisiae,YOR005C,CGOB,7515,"('orf19.5798', 'YOR005C')"
S. cerevisiae,YOR005C,C. albicans,orf19.5798,CGOB,7515,"('YOR005C', 'orf19.5798')"
C. albicans,orf19.5796,S. cerevisiae,YDR393W,CGOB,7535,"('orf19.5796', 'YDR393W')"
S. cerevisiae,YDR393W,C. albicans,orf19.5796,CGOB,7535,"('YDR393W', 'orf19.5796')"
C. albicans,orf19.5793,S. cerevisiae,YDR394W,CGOB,7546,"('orf19.5793', 'YDR394W')"
S. cerevisiae,YDR394W,C. albicans,orf19.5793,CGOB,7546,"('YDR394W', 'orf19.5793')"
C. albicans,orf19.5792,S. cerevisiae,YOR149C,CGOB,7555,"('orf19.5792', 'YOR149C')"
S. cerevisiae,YOR149C,C. albicans,orf19.5792,CGOB,7555,"('YOR149C', 'orf19.5792')"
C. albicans,orf19.5791,S. cerevisiae,YOR136W,CGOB,7565,"('orf19.5791', 'YOR136W')"
S. cerevisiae,YOR136W,C. albicans,orf19.5791,CGOB,7565,"('YOR136W', 'orf19.5791')"
C. albicans,orf19.5789,S. cerevisiae,YDR408C,CGOB,7574,"('orf19.5789', 'YDR408C')"
S. cerevisiae,YDR408C,C. albicans,orf19.5789,CGOB,7574,"('YDR408C', 'orf19.5789')"
C. albicans,orf19.5788,S. cerevisiae,YOR133W,CGOB,7581,"('orf19.5788', 'YOR133W')"
S. cerevisiae,YOR133W,C. albicans,orf19.5788,CGOB,7581,"('YOR133W', 'orf19.5788')"
C. albicans,orf19.5783,S. cerevisiae,YOR021C,CGOB,7613,"('orf19.5783', 'YOR021C')"
S. cerevisiae,YOR021C,C. albicans,orf19.5783,CGOB,7613,"('YOR021C', 'orf19.5783')"
C. albicans,orf19.5782,S. cerevisiae,YOR022C,CGOB,7618,"('orf19.5782', 'YOR022C')"
S. cerevisiae,YOR022C,C. albicans,orf19.5782,CGOB,7618,"('YOR022C', 'orf19.5782')"
C. albicans,orf19.5780,S. cerevisiae,YIL067C,CGOB,7629,"('orf19.5780', 'YIL067C')"
S. cerevisiae,YIL067C,C. albicans,orf19.5780,CGOB,7629,"('YIL067C', 'orf19.5780')"
C. albicans,orf19.5779,S. cerevisiae,YER070W,CGOB,7637,"('orf19.5779', 'YER070W')"
S. cerevisiae,YER070W,C. albicans,orf19.5779,CGOB,7637,"('YER070W', 'orf19.5779')"
C. albicans,orf19.5777,S. cerevisiae,YBR096W,CGOB,7644,"('orf19.5777', 'YBR096W')"
S. cerevisiae,YBR096W,C. albicans,orf19.5777,CGOB,7644,"('YBR096W', 'orf19.5777')"
C. albicans,orf19.5776,S. cerevisiae,YDR457W,CGOB,7655,"('orf19.5776', 'YDR457W')"
S. cerevisiae,YDR457W,C. albicans,orf19.5776,CGOB,7655,"('YDR457W', 'orf19.5776')"
C. albicans,orf19.910,S. cerevisiae,YDR473C,CGOB,7664,"('orf19.910', 'YDR473C')"
S. cerevisiae,YDR473C,C. albicans,orf19.910,CGOB,7664,"('YDR473C', 'orf19.910')"
C. albicans,orf19.909,S. cerevisiae,YLR375W,CGOB,7683,"('orf19.909', 'YLR375W')"
S. cerevisiae,YLR375W,C. albicans,orf19.909,CGOB,7683,"('YLR375W', 'orf19.909')"
C. albicans,orf19.908,S. cerevisiae,YLR372W,CGOB,7692,"('orf19.908', 'YLR372W')"
S. cerevisiae,YLR372W,C. albicans,orf19.908,CGOB,7692,"('YLR372W', 'orf19.908')"
C. albicans,orf19.6090,S. cerevisiae,YGR159C,CGOB,7703,"('orf19.6090', 'YGR159C')"
S. cerevisiae,YGR159C,C. albicans,orf19.6090,CGOB,7703,"('YGR159C', 'orf19.6090')"
C. albicans,orf19.906,S. cerevisiae,YLR371W,CGOB,7705,"('orf19.906', 'YLR371W')"
S. cerevisiae,YLR371W,C. albicans,orf19.906,CGOB,7705,"('YLR371W', 'orf19.906')"
C. albicans,orf19.905,S. cerevisiae,YIL088C,CGOB,7716,"('orf19.905', 'YIL088C')"
S. cerevisiae,YIL088C,C. albicans,orf19.905,CGOB,7716,"('YIL088C', 'orf19.905')"
C. albicans,orf19.903,S. cerevisiae,YKL152C,CGOB,7735,"('orf19.903', 'YKL152C')"
S. cerevisiae,YKL152C,C. albicans,orf19.903,CGOB,7735,"('YKL152C', 'orf19.903')"
C. albicans,orf19.900,S. cerevisiae,YJL041W,CGOB,7743,"('orf19.900', 'YJL041W')"
S. cerevisiae,YJL041W,C. albicans,orf19.900,CGOB,7743,"('YJL041W', 'orf19.900')"
C. albicans,orf19.898,S. cerevisiae,YGL040C,CGOB,7759,"('orf19.898', 'YGL040C')"
S. cerevisiae,YGL040C,C. albicans,orf19.898,CGOB,7759,"('YGL040C', 'orf19.898')"
C. albicans,orf19.897,S. cerevisiae,YMR077C,CGOB,7766,"('orf19.897', 'YMR077C')"
S. cerevisiae,YMR077C,C. albicans,orf19.897,CGOB,7766,"('YMR077C', 'orf19.897')"
C. albicans,orf19.895,S. cerevisiae,YLR113W,CGOB,7784,"('orf19.895', 'YLR113W')"
S. cerevisiae,YLR113W,C. albicans,orf19.895,CGOB,7784,"('YLR113W', 'orf19.895')"
C. albicans,orf19.4542,S. cerevisiae,YPR025C,CGOB,7792,"('orf19.4542', 'YPR025C')"
S. cerevisiae,YPR025C,C. albicans,orf19.4542,CGOB,7792,"('YPR025C', 'orf19.4542')"
C. albicans,orf19.894,S. cerevisiae,YDR137W,CGOB,7793,"('orf19.894', 'YDR137W')"
S. cerevisiae,YDR137W,C. albicans,orf19.894,CGOB,7793,"('YDR137W', 'orf19.894')"
C. albicans,orf19.891,S. cerevisiae,YML035C,CGOB,7812,"('orf19.891', 'YML035C')"
S. cerevisiae,YML035C,C. albicans,orf19.891,CGOB,7812,"('YML035C', 'orf19.891')"
C. albicans,orf19.889,S. cerevisiae,YOL055C,CGOB,7823,"('orf19.889', 'YOL055C')"
S. cerevisiae,YOL055C,C. albicans,orf19.889,CGOB,7823,"('YOL055C', 'orf19.889')"
C. albicans,orf19.886,S. cerevisiae,YIR006C,CGOB,7834,"('orf19.886', 'YIR006C')"
S. cerevisiae,YIR006C,C. albicans,orf19.886,CGOB,7834,"('YIR006C', 'orf19.886')"
C. albicans,orf19.882,S. cerevisiae,YDR258C,CGOB,7840,"('orf19.882', 'YDR258C')"
S. cerevisiae,YDR258C,C. albicans,orf19.882,CGOB,7840,"('YDR258C', 'orf19.882')"
C. albicans,orf19.881,S. cerevisiae,YOR030W,CGOB,7846,"('orf19.881', 'YOR030W')"
S. cerevisiae,YOR030W,C. albicans,orf19.881,CGOB,7846,"('YOR030W', 'orf19.881')"
C. albicans,orf19.880,S. cerevisiae,YHR098C,CGOB,7852,"('orf19.880', 'YHR098C')"
S. cerevisiae,YHR098C,C. albicans,orf19.880,CGOB,7852,"('YHR098C', 'orf19.880')"
C. albicans,orf19.879,S. cerevisiae,YOR035C,CGOB,7861,"('orf19.879', 'YOR035C')"
S. cerevisiae,YOR035C,C. albicans,orf19.879,CGOB,7861,"('YOR035C', 'orf19.879')"
C. albicans,orf19.878,S. cerevisiae,YHR090C,CGOB,7870,"('orf19.878', 'YHR090C')"
S. cerevisiae,YHR090C,C. albicans,orf19.878,CGOB,7870,"('YHR090C', 'orf19.878')"
C. albicans,orf19.4540,S. cerevisiae,YEL012W,CGOB,7881,"('orf19.4540', 'YEL012W')"
S. cerevisiae,YEL012W,C. albicans,orf19.4540,CGOB,7881,"('YEL012W', 'orf19.4540')"
C. albicans,orf19.874,S. cerevisiae,YCL044C,CGOB,7902,"('orf19.874', 'YCL044C')"
S. cerevisiae,YCL044C,C. albicans,orf19.874,CGOB,7902,"('YCL044C', 'orf19.874')"
C. albicans,orf19.873.1,S. cerevisiae,YHR051W,CGOB,7911,"('orf19.873.1', 'YHR051W')"
S. cerevisiae,YHR051W,C. albicans,orf19.873.1,CGOB,7911,"('YHR051W', 'orf19.873.1')"
C. albicans,orf19.871,S. cerevisiae,YKL176C,CGOB,7938,"('orf19.871', 'YKL176C')"
S. cerevisiae,YKL176C,C. albicans,orf19.871,CGOB,7938,"('YKL176C', 'orf19.871')"
C. albicans,orf19.867,S. cerevisiae,YGL160W,CGOB,7953,"('orf19.867', 'YGL160W')"
S. cerevisiae,YGL160W,C. albicans,orf19.867,CGOB,7953,"('YGL160W', 'orf19.867')"
C. albicans,orf19.866,S. cerevisiae,YDR419W,CGOB,7960,"('orf19.866', 'YDR419W')"
S. cerevisiae,YDR419W,C. albicans,orf19.866,CGOB,7960,"('YDR419W', 'orf19.866')"
C. albicans,orf19.864,S. cerevisiae,YHR077C,CGOB,7971,"('orf19.864', 'YHR077C')"
S. cerevisiae,YHR077C,C. albicans,orf19.864,CGOB,7971,"('YHR077C', 'orf19.864')"
C. albicans,orf19.863,S. cerevisiae,YDR322W,CGOB,7978,"('orf19.863', 'YDR322W')"
S. cerevisiae,YDR322W,C. albicans,orf19.863,CGOB,7978,"('YDR322W', 'orf19.863')"
C. albicans,orf19.4538,S. cerevisiae,YGL044C,CGOB,8058,"('orf19.4538', 'YGL044C')"
S. cerevisiae,YGL044C,C. albicans,orf19.4538,CGOB,8058,"('YGL044C', 'orf19.4538')"
C. albicans,orf19.850,S. cerevisiae,YJR062C,CGOB,8089,"('orf19.850', 'YJR062C')"
S. cerevisiae,YJR062C,C. albicans,orf19.850,CGOB,8089,"('YJR062C', 'orf19.850')"
C. albicans,orf19.849,S. cerevisiae,YKL201C,CGOB,8100,"('orf19.849', 'YKL201C')"
S. cerevisiae,YKL201C,C. albicans,orf19.849,CGOB,8100,"('YKL201C', 'orf19.849')"
C. albicans,orf19.847,S. cerevisiae,YMR152W,CGOB,8120,"('orf19.847', 'YMR152W')"
S. cerevisiae,YMR152W,C. albicans,orf19.847,CGOB,8120,"('YMR152W', 'orf19.847')"
