root_000008;70	CAGL0F09141g	97.143	100	3.64e-45	137
root_007342;908	CAGL0L03784g	26.245	97	4.56e-16	80.9
root_007342;1077	CAGL0J00781g	30.000	34	5.58e-11	64.7
root_007343;285	CAGL0M02167g	46.000	51	1.59e-36	128
root_007343;282	CAGL0M02167g	43.796	48	9.09e-31	113
root_007344;525	CAGL0F03883g	68.677	82	0.0	644
root_007344;525	CAGL0E01595g	47.688	65	1.11e-102	314
root_007344;525	CAGL0F01287g	40.099	76	8.18e-80	255
root_007344;525	CAGL0G00286g	39.766	65	2.46e-68	228
root_007344;525	CAGL0G01056g	37.465	67	5.83e-67	223
root_007344;525	CAGL0M13849g	38.855	63	7.14e-67	224
root_007345;695	CAGL0L02959g	98.993	100	0.0	1418
root_007345;695	CAGL0M03135g	38.660	66	2.20e-76	263
root_007345;695	CAGL0M03135g	32.479	66	4.01e-11	64.3
root_007345;695	CAGL0K10714g	21.864	38	2.24e-12	68.2
root_007346;307	CAGL0C05357g	23.958	88	1.60e-11	62.4
root_007346;307	CAGL0K01463g	25.379	80	4.87e-11	60.8
root_007347;371	CAGL0F05621g	54.521	98	5.27e-140	400
root_007347;371	CAGL0H08239g	31.481	80	2.49e-45	159
root_007347;371	CAGL0C05357g	25.970	84	2.79e-18	84.0
root_007347;371	CAGL0K01463g	29.151	65	1.37e-16	79.0
root_007347;371	CAGL0L08668g	25.207	60	3.77e-12	64.7
root_007348;301	CAGL0G05445g	27.723	94	2.51e-41	144
root_007348;301	CAGL0G03707g	33.333	34	2.35e-14	70.9
root_007348;301	CAGL0L00825g	40.000	21	4.57e-12	62.8
root_007349;707	CAGL0H01793g	36.404	31	1.44e-30	126
root_007349;707	CAGL0H09130g	36.842	28	2.23e-29	122
root_007350;305	CAGL0G02849g	43.939	43	7.48e-30	111
root_007351;598	CAGL0L02013g	84.971	29	2.02e-104	322
root_007351;598	CAGL0K03047g	28.667	25	6.92e-22	92.0
root_007351;797	CAGL0L02013g	100.000	63	0.0	1036
root_007351;797	CAGL0K03047g	33.793	18	9.38e-25	100
root_007351;465	CAGL0L02013g	68.571	38	9.79e-85	267
root_007351;465	CAGL0K03047g	32.639	31	3.13e-22	92.4
root_007352;184	CAGL0L02013g	39.752	88	1.85e-36	130
root_007352;184	CAGL0K03047g	44.118	73	8.28e-33	114
root_007352;267	CAGL0K03047g	99.502	75	4.63e-146	405
root_007352;267	CAGL0L02013g	30.667	56	2.31e-24	99.4
root_007352;267	CAGL0H08541g	37.500	24	2.64e-11	57.0
root_007353;508	CAGL0I09086g	29.299	91	1.55e-66	224
root_007353;508	CAGL0I09108g	29.935	88	9.80e-56	194
root_007353;508	CAGL0I09724g	22.255	62	4.39e-13	69.3
root_007353;508	CAGL0E02035g	23.448	75	2.27e-12	67.0
root_007354;508	CAGL0I09086g	29.299	91	1.55e-66	224
root_007354;508	CAGL0I09108g	29.935	88	9.80e-56	194
root_007354;508	CAGL0I09724g	22.255	62	4.39e-13	69.3
root_007354;508	CAGL0E02035g	23.448	75	2.27e-12	67.0
root_007355;508	CAGL0I09086g	29.299	91	8.51e-67	224
root_007355;508	CAGL0I09108g	29.501	88	3.11e-55	193
root_007355;508	CAGL0I09724g	22.255	62	6.41e-13	68.6
root_007355;508	CAGL0E02035g	23.218	75	1.08e-11	64.7
root_007356;508	CAGL0I09086g	29.299	91	1.55e-66	224
root_007356;508	CAGL0I09108g	29.935	88	9.80e-56	194
root_007356;508	CAGL0I09724g	22.255	62	4.39e-13	69.3
root_007356;508	CAGL0E02035g	23.448	75	2.27e-12	67.0
root_007357;508	CAGL0I09086g	29.299	91	1.55e-66	224
root_007357;508	CAGL0I09108g	29.935	88	9.80e-56	194
root_007357;508	CAGL0I09724g	22.255	62	4.39e-13	69.3
root_007357;508	CAGL0E02035g	23.448	75	2.27e-12	67.0
root_007361;1219	CAGL0E03982g	35.545	99	0.0	850
root_007361;1219	CAGL0E03982g	24.051	99	1.24e-14	77.0
root_007361;1219	CAGL0C03289g	34.054	99	0.0	725
root_007361;1219	CAGL0L06402g	29.489	65	1.69e-94	331
root_007361;1219	CAGL0L06402g	26.822	65	3.50e-22	101
root_007361;1219	CAGL0E03355g	27.462	64	1.96e-81	291
root_007361;1219	CAGL0E03355g	26.370	64	2.18e-16	82.8
root_007361;1219	CAGL0G00242g	24.936	57	1.38e-58	219
root_007361;1219	CAGL0G00242g	24.723	57	8.70e-14	74.3
root_007361;1219	CAGL0A01133g	31.780	19	3.41e-23	104
root_007361;1219	CAGL0K00363g	29.224	35	5.45e-20	94.4
root_007361;1219	CAGL0K00363g	25.806	35	4.74e-17	84.7
root_007361;1219	CAGL0M13739g	23.269	29	2.45e-17	85.5
root_007361;1219	CAGL0E00385g	33.136	13	4.56e-14	74.3
root_007362;835	CaglfMp05	89.286	7	8.76e-25	106
root_007362;835	CaglfMp06	89.286	7	1.45e-24	106
root_007362;835	CaglfMp04	89.286	7	4.83e-24	105
root_007362;835	CaglfMp07	89.286	7	8.63e-24	104
root_007364;445	CaglfMp05	91.814	100	0.0	538
root_007364;445	CaglfMp06	98.750	18	3.68e-45	162
root_007364;445	CaglfMp04	98.750	18	1.69e-44	160
root_007364;445	CaglfMp07	98.750	18	6.62e-44	160
root_007365;556	CaglfMp07	70.339	42	2.11e-101	317
root_007365;556	CaglfMp04	68.699	44	7.13e-101	313
root_007365;556	CaglfMp06	61.240	23	1.94e-46	168
root_007365;556	CaglfMp05	59.494	14	1.78e-23	101
root_007366;436	CAGL0D04642g	50.900	87	2.78e-136	395
root_007366;436	CAGL0M11066g	50.357	63	5.59e-96	290
root_007366;436	CAGL0D04620g	38.820	72	7.16e-67	219
root_007366;436	CAGL0J08822g	36.330	60	1.31e-54	186
root_007366;436	CAGL0I03564g	42.647	47	2.14e-54	186
root_007366;436	CAGL0M11044g	33.735	37	2.44e-23	99.0
root_007366;409	CAGL0D04642g	46.250	77	3.80e-90	276
root_007366;409	CAGL0M11066g	35.938	74	2.14e-69	220
root_007366;409	CAGL0D04620g	37.282	70	3.27e-52	179
root_007366;409	CAGL0I03564g	41.584	49	4.49e-49	171
root_007366;409	CAGL0J08822g	37.004	56	8.65e-47	164
root_007366;409	CAGL0M11044g	33.758	38	6.67e-21	91.3
root_007367;381	CAGL0D04642g	49.533	81	2.23e-112	332
root_007367;381	CAGL0M11066g	47.119	75	1.23e-98	294
root_007367;381	CAGL0D04620g	46.018	59	4.19e-67	218
root_007367;381	CAGL0I03564g	39.506	62	1.04e-52	179
root_007367;381	CAGL0J08822g	39.091	57	8.67e-49	169
root_007367;381	CAGL0M11044g	31.016	49	8.03e-21	90.9
root_007372;784	CAGL0B02926g	20.921	59	1.33e-17	85.1
root_007372;784	CAGL0B02882g	22.699	59	4.31e-17	83.2
root_007372;784	CAGL0D00286g	23.864	34	1.16e-12	69.3
root_007373;790	CAGL0D00286g	25.765	46	2.05e-24	107
root_007373;790	CAGL0B02904g	22.454	46	2.03e-22	100
root_007373;790	CAGL0B02882g	24.359	46	3.63e-21	96.3
root_007373;790	CAGL0B02948g	24.103	46	5.84e-21	95.5
root_007373;790	CAGL0B02970g	25.000	46	5.93e-21	95.5
root_007373;790	CAGL0B02926g	22.879	46	1.41e-18	88.2
root_007374;561	CAGL0J05126g	22.535	60	7.93e-17	80.9
root_007375;391	CAGL0J05126g	26.059	73	1.57e-16	78.6
root_007377;151	CAGL0M03465g	37.008	84	2.76e-28	103
root_007377;151	CAGL0L07766g	39.850	87	8.24e-27	100
root_007377;151	CAGL0A03212g	31.667	79	9.33e-16	70.1
root_007378;282	CAGL0M03465g	46.552	82	3.68e-60	190
root_007378;282	CAGL0L07766g	42.672	82	1.90e-58	187
root_007378;282	CAGL0A03212g	33.478	81	2.48e-37	131
root_007379;278	CAGL0M03465g	41.264	92	5.41e-65	202
root_007379;278	CAGL0L07766g	41.410	81	8.59e-56	181
root_007379;278	CAGL0A03212g	28.519	95	6.31e-31	114
root_007380;579	CAGL0L06842g	35.043	94	7.46e-116	356
root_007380;579	CAGL0M07920g	35.420	92	2.06e-113	347
root_007380;579	CAGL0G02937g	33.333	91	4.34e-101	315
root_007380;579	CAGL0A03102g	25.902	92	4.96e-48	175
root_007381;561	CAGL0M03245g	55.536	98	0.0	578
root_007381;561	CAGL0K03465g	22.908	84	3.79e-21	95.1
root_007381;561	CAGL0M07920g	22.790	85	9.72e-14	71.6
root_007381;561	CAGL0G02937g	21.707	90	2.39e-13	70.5
root_007383;523	CAGL0M06787g	58.420	89	0.0	595
root_007383;523	CAGL0H07403g	37.709	67	3.88e-68	224
root_007383;523	CAGL0I04378g	34.384	66	3.91e-64	213
root_007383;523	CAGL0M05841g	33.908	67	1.76e-62	208
root_007383;523	CAGL0B04565g	34.857	67	8.98e-62	206
root_007383;523	CAGL0M05489g	30.738	63	4.32e-33	128
root_007383;523	CAGL0M05489g	47.423	63	8.46e-25	104
root_007383;523	CAGL0M07381g	31.351	34	7.15e-21	93.2
root_007384;447	CAGL0H07403g	33.755	99	1.54e-101	308
root_007384;447	CAGL0M07381g	36.364	80	3.09e-82	259
root_007384;447	CAGL0B04565g	37.003	73	1.22e-81	255
root_007384;447	CAGL0M05489g	35.179	68	1.37e-71	230
root_007384;447	CAGL0I04378g	32.803	67	4.60e-57	192
root_007384;447	CAGL0M05841g	30.625	68	1.99e-50	174
root_007384;447	CAGL0M06787g	24.883	67	3.63e-20	90.9
root_007384;447	CAGL0M06787g	35.556	67	1.48e-15	76.6
root_007386;220	CAGL0J07392g	31.837	96	1.80e-34	124
root_007390;309	CAGL0J03520g	29.022	96	2.26e-35	128
root_007390;309	CAGL0H01529g	33.714	55	2.06e-18	80.1
root_007392;542	CAGL0D06688g	29.224	80	8.01e-62	210
root_007392;542	CAGL0J03212g	28.298	86	5.67e-60	204
root_007392;542	CAGL0H05137g	29.957	85	2.53e-55	192
root_007392;542	CAGL0C04191g	26.424	80	1.99e-51	181
root_007392;542	CAGL0F07777g	27.686	88	1.43e-48	173
root_007392;542	CAGL0F08965g	26.839	89	4.21e-41	155
root_007392;542	CAGL0D03982g	25.670	77	5.30e-27	112
root_007392;542	CAGL0K03509g	26.087	50	2.25e-17	82.8
root_007393;479	CAGL0D06688g	29.978	92	1.33e-58	199
root_007393;479	CAGL0C04191g	33.621	72	1.31e-48	172
root_007393;479	CAGL0F07777g	27.609	94	1.07e-45	164
root_007393;479	CAGL0J03212g	28.371	73	1.56e-45	164
root_007393;479	CAGL0H05137g	30.814	70	6.80e-41	150
root_007393;479	CAGL0F08965g	25.277	89	6.66e-34	132
root_007393;479	CAGL0K03509g	28.198	70	3.25e-29	118
root_007393;479	CAGL0D03982g	25.819	99	1.20e-25	107
root_007394;264	CAGL0I06160g	41.414	37	2.48e-13	65.5
root_007395;275	CAGL0I06160g	46.316	34	8.50e-17	75.5
root_007395;275	CAGL0M08492g	43.478	33	3.80e-14	69.3
root_007395;275	CAGL0M08514g	40.741	37	1.81e-13	65.9
root_007395;275	CAGL0I06204g	42.391	33	5.79e-13	65.9
root_007395;275	CAGL0I06182g	42.391	33	7.66e-13	65.5
root_007396;252	CAGL0I06160g	40.385	39	1.70e-15	71.2
root_007396;252	CAGL0M08492g	39.560	36	2.35e-13	66.6
root_007396;252	CAGL0M08514g	36.538	39	5.64e-12	61.2
root_007397;248	CAGL0I06160g	39.252	41	8.95e-14	66.6
root_007398;355	CAGL0I06160g	41.667	27	4.11e-13	66.2
root_007398;355	CAGL0M08514g	39.815	29	4.70e-13	65.5
root_007398;355	CAGL0M08492g	28.261	49	2.63e-12	64.7
root_007399;357	CAGL0I06160g	44.565	25	7.82e-15	70.9
root_007399;357	CAGL0M08492g	42.697	25	6.47e-13	66.6
root_007399;357	CAGL0M08514g	40.860	26	7.61e-13	64.7
root_007400;871	CAGL0J08272g	33.562	17	2.91e-19	88.2
root_007400;871	CAGL0M12837g	27.273	22	2.56e-12	67.8
root_007401;389	CAGL0E05170g	41.253	96	3.96e-80	248
root_007401;389	CAGL0E05280g	39.418	96	1.37e-73	231
root_007402;348	CAGL0E05280g	36.257	95	1.84e-65	209
root_007402;348	CAGL0E05170g	34.808	94	1.15e-60	196
root_007403;644	CAGL0E03674g	33.193	73	4.28e-77	254
root_007403;644	CAGL0G03927g	30.144	84	2.45e-75	249
root_007403;644	CAGL0J00363g	31.938	70	1.35e-66	224
root_007403;644	CAGL0H06017g	29.883	77	6.14e-66	224
root_007403;644	CAGL0I10384g	28.704	83	2.30e-64	221
root_007403;644	CAGL0H06039g	28.601	72	1.06e-54	194
root_007403;644	CAGL0L10912g	25.919	75	2.71e-54	194
root_007403;644	CAGL0M06281g	21.628	62	4.57e-22	98.2
root_007403;644	CAGL0G08624g	20.629	79	4.16e-11	63.5
root_007404;562	CAGL0I10384g	34.944	95	7.68e-94	298
root_007404;562	CAGL0G03927g	31.936	87	1.26e-75	248
root_007404;562	CAGL0E03674g	29.603	98	2.48e-74	245
root_007404;562	CAGL0J00363g	30.181	85	4.09e-69	229
root_007404;562	CAGL0L10912g	29.209	83	3.00e-62	214
root_007404;562	CAGL0H06039g	29.020	94	7.01e-60	206
root_007404;562	CAGL0H06017g	28.317	88	1.50e-59	205
root_007404;562	CAGL0M06281g	23.325	67	4.78e-24	103
root_007404;562	CAGL0J09944g	21.396	72	1.90e-15	77.0
root_007404;562	CAGL0G08624g	21.014	69	6.30e-15	75.5
root_007405;582	CAGL0I10384g	39.286	81	2.73e-99	313
root_007405;582	CAGL0E03674g	30.981	97	6.52e-80	260
root_007405;582	CAGL0G03927g	31.514	95	7.47e-79	257
root_007405;582	CAGL0J00363g	31.760	79	1.05e-70	234
root_007405;582	CAGL0L10912g	31.276	79	2.46e-65	223
root_007405;582	CAGL0H06039g	29.520	91	1.47e-60	209
root_007405;582	CAGL0H06017g	29.666	85	8.81e-60	206
root_007405;582	CAGL0M06281g	24.129	64	1.08e-22	99.8
root_007405;582	CAGL0J09944g	22.526	75	3.27e-19	89.0
root_007405;582	CAGL0G08624g	20.979	87	3.72e-13	70.1
root_007406;167	CAGL0I10604g	38.235	74	1.28e-19	79.7
root_007406;231	CAGL0I10604g	50.649	100	1.95e-65	199
root_007406;231	CAGL0I10384g	38.636	38	2.29e-11	60.8
root_007420;561	CAGL0L03091g	32.952	70	8.31e-75	251
root_007420;561	CAGL0G04499g	42.672	40	1.60e-57	194
root_007420;475	CAGL0G04499g	100.000	74	0.0	727
root_007420;475	CAGL0L03091g	36.900	55	1.06e-50	182
root_007429;749	CAGL0D01364g	27.577	51	3.37e-27	116
root_007430;356	CAGL0J01870g	30.201	80	3.82e-30	119
root_007430;356	CAGL0I04312g	31.071	75	5.52e-26	107
root_007430;356	CAGL0A00495g	26.201	64	1.88e-20	90.9
root_007430;356	CAGL0K12034g	28.151	66	8.02e-19	85.9
root_007431;655	CAGL0I04312g	30.046	98	3.84e-69	240
root_007431;655	CAGL0J01870g	29.205	98	1.13e-60	216
root_007431;655	CAGL0K12034g	25.000	82	4.06e-38	149
root_007431;655	CAGL0A00517g	33.068	38	2.30e-35	141
root_007431;655	CAGL0M11308g	23.540	70	3.13e-22	100
root_007431;655	CAGL0A00495g	23.689	83	7.69e-20	92.0
root_007431;655	CAGL0L01419g	24.173	55	7.82e-20	92.4
root_007431;655	CAGL0G06270g	21.330	96	1.91e-14	75.1
root_007431;655	CAGL0H04477g	25.283	35	9.23e-13	69.7
root_007432;261	CAGL0I07777g	34.252	97	8.02e-37	128
root_007432;278	CAGL0I07777g	35.659	92	4.13e-47	155
root_007433;518	CAGL0B00704g	43.983	92	3.59e-149	435
root_007433;518	CAGL0H01727g	42.469	92	4.47e-142	417
root_007434;231	CAGL0F05731g	45.699	78	2.12e-51	164
root_007434;222	CAGL0F05731g	43.114	75	1.18e-44	146
root_007435;407	CAGL0F02717g	48.042	94	8.49e-124	389
root_007435;407	CAGL0M01760g	47.382	93	7.05e-118	372
root_007435;407	CAGL0I04862g	29.211	93	1.97e-51	183
root_007435;407	CAGL0M07293g	28.645	96	6.19e-49	176
root_007435;407	CAGL0F01419g	28.099	88	2.93e-36	139
root_007436;580	CAGL0I08019g	27.660	99	6.09e-59	211
root_007436;580	CAGL0I08019g	28.492	99	2.85e-55	200
root_007436;580	CAGL0I04862g	27.883	93	2.79e-47	176
root_007436;580	CAGL0I04862g	22.022	93	1.15e-33	135
root_007436;580	CAGL0M01760g	25.899	89	1.66e-43	165
root_007436;580	CAGL0M01760g	24.156	89	6.48e-37	145
root_007436;580	CAGL0F02717g	24.561	91	2.76e-43	164
root_007436;580	CAGL0F02717g	24.156	91	6.05e-33	132
root_007436;580	CAGL0L07744g	37.603	41	3.20e-43	164
root_007436;580	CAGL0F01419g	26.126	89	9.67e-42	159
root_007436;580	CAGL0F01419g	22.928	89	1.29e-27	116
root_007436;580	CAGL0M07293g	34.815	89	1.50e-35	140
root_007436;580	CAGL0M07293g	23.393	89	1.55e-34	137
root_007436;580	CAGL0E00385g	29.787	38	4.21e-16	79.3
root_007436;580	CAGL0M13739g	26.639	40	1.32e-12	68.6
root_007436;580	CAGL0L06402g	25.551	39	3.51e-11	64.3
root_007436;580	CAGL0C02343g	28.877	29	4.57e-11	63.5
root_007436;580	CAGL0A01133g	29.255	31	6.67e-11	63.2
root_007437;1412	CAGL0F01419g	66.175	99	0.0	1921
root_007437;1412	CAGL0I04862g	34.714	95	0.0	854
root_007437;1412	CAGL0M07293g	32.717	95	0.0	745
root_007437;1412	CAGL0M07293g	21.988	95	2.88e-17	85.9
root_007437;1412	CAGL0F02717g	31.394	94	0.0	693
root_007437;1412	CAGL0M01760g	30.836	94	0.0	661
root_007437;1412	CAGL0M01760g	24.012	94	6.89e-22	101
root_007437;1412	CAGL0I08019g	23.888	82	1.10e-59	223
root_007437;1412	CAGL0I08019g	25.237	82	1.11e-28	123
root_007437;1412	CAGL0L07744g	30.935	33	1.22e-28	122
root_007437;1412	CAGL0L07744g	26.291	33	6.37e-13	71.6
root_007438;1395	CAGL0F01419g	71.327	99	0.0	2046
root_007438;1395	CAGL0I04862g	36.741	96	0.0	892
root_007438;1395	CAGL0I04862g	22.741	96	4.04e-29	124
root_007438;1395	CAGL0M07293g	32.413	96	0.0	731
root_007438;1395	CAGL0M07293g	21.910	96	4.36e-15	79.0
root_007438;1395	CAGL0F02717g	30.944	95	0.0	670
root_007438;1395	CAGL0M01760g	30.692	95	0.0	654
root_007438;1395	CAGL0I08019g	23.058	82	1.35e-52	200
root_007438;1395	CAGL0L07744g	33.333	56	4.43e-28	120
root_007438;1395	CAGL0L07744g	21.659	56	3.74e-20	95.1
root_007442;702	CAGL0A02431g	29.206	57	2.39e-30	124
root_007442;702	CAGL0M04191g	25.074	46	3.74e-14	73.6
root_007445;597	CAGL0A02431g	42.697	86	1.07e-121	370
root_007445;597	CAGL0M04191g	27.036	48	2.86e-14	73.6
root_007445;597	CAGL0E01793g	27.066	56	1.87e-13	70.9
root_007445;597	CAGL0E01749g	24.830	48	6.94e-11	62.4
root_007445;559	CAGL0A02431g	36.224	98	2.24e-101	316
root_007445;559	CAGL0M04191g	27.667	52	1.18e-19	90.5
root_007445;559	CAGL0E01771g	24.651	72	1.88e-13	70.5
root_007445;559	CAGL0E01419g	25.296	43	9.37e-11	62.4
root_007446;516	CAGL0M02211g	23.729	66	7.28e-16	77.4
root_007448;436	CAGL0J02288g	25.135	75	8.78e-15	73.9
root_007464;398	CAGL0M01650g	22.881	56	1.77e-11	63.2
root_007465;320	CAGL0H10516g	38.554	26	7.50e-13	67.0
root_007466;670	CAGL0F05885g	51.376	48	2.41e-104	331
root_007466;608	CAGL0F05885g	32.448	99	4.35e-86	281
root_007467;956	CAGL0G04279g	98.790	69	0.0	1363
root_007467;956	CAGL0C04048g	30.745	67	3.43e-106	341
root_007467;956	CAGL0C04004g	30.394	66	3.16e-103	333
root_007467;956	CAGL0H09262g	30.247	68	1.44e-99	323
root_007467;956	CAGL0C03916g	31.220	66	1.86e-99	323
root_007467;956	CAGL0H09240g	29.833	62	1.33e-93	308
root_007467;956	CAGL0C03982g	28.707	66	2.39e-93	306
root_007467;956	CAGL0C03960g	31.054	56	3.26e-91	301
root_007467;956	CAGL0C03938g	31.169	56	6.77e-90	298
root_007467;956	CAGL0C04026g	26.962	61	1.58e-76	261
root_007467;956	CAGL0C03894g	26.550	53	1.09e-54	199
root_007467;956	CAGL0B02981g	31.193	21	4.40e-30	121
root_007467;956	CAGL0B03014g	27.928	22	4.03e-24	101
root_007468;376	CAGL0B02981g	98.404	100	0.0	768
root_007468;376	CAGL0H09240g	31.402	86	1.19e-39	147
root_007468;376	CAGL0C04048g	30.293	80	8.37e-35	133
root_007468;376	CAGL0C03960g	30.222	60	1.05e-32	127
root_007468;376	CAGL0C03916g	29.562	72	3.58e-32	125
root_007468;376	CAGL0C03938g	28.485	86	5.76e-32	125
root_007468;376	CAGL0H09262g	33.032	58	1.42e-31	124
root_007468;376	CAGL0C03982g	30.222	60	1.61e-31	123
root_007468;376	CAGL0G04279g	30.734	58	5.72e-30	119
root_007468;376	CAGL0C04004g	26.875	83	5.09e-29	116
root_007468;376	CAGL0C04026g	25.806	87	9.01e-28	112
root_007469;720	CAGL0C04004g	28.194	31	1.17e-14	75.5
root_007469;720	CAGL0C04026g	25.843	36	4.06e-13	70.5
root_007470;709	CAGL0C04048g	99.678	88	0.0	1288
root_007470;709	CAGL0C03916g	44.089	86	0.0	571
root_007470;709	CAGL0H09240g	43.423	87	0.0	567
root_007470;709	CAGL0C04004g	41.746	87	0.0	561
root_007470;709	CAGL0C03938g	42.536	87	0.0	542
root_007470;709	CAGL0C03982g	41.667	86	0.0	539
root_007470;709	CAGL0C03960g	41.129	87	0.0	536
root_007470;709	CAGL0H09262g	42.357	87	1.49e-177	519
root_007470;709	CAGL0C04026g	37.816	87	5.42e-155	461
root_007470;709	CAGL0G04279g	31.230	86	1.46e-107	339
root_007470;709	CAGL0C03894g	30.864	67	1.82e-86	282
root_007470;709	CAGL0B03014g	39.269	30	1.64e-48	170
root_007470;709	CAGL0B02981g	30.619	39	2.45e-36	138
root_007471;757	CAGL0I04532g	27.968	64	9.04e-48	177
root_007471;757	CAGL0M02871g	33.442	37	5.51e-44	166
root_007471;757	CAGL0L08096g	26.462	41	4.05e-27	114
root_007472;176	CAGL0G08063g	28.169	81	2.60e-13	62.0
root_007473;555	CAGL0C03333g	24.094	79	3.16e-22	98.6
root_007474;639	CAGL0C03333g	25.994	97	9.59e-59	208
root_007477;713	CAGL0C03333g	38.943	96	1.90e-164	489
root_007478;687	CAGL0C03333g	23.211	72	3.48e-36	143
root_007479;761	CAGL0C03333g	25.166	96	2.05e-70	243
root_007480;540	CAGL0G04081g	25.991	83	1.86e-43	159
root_007480;540	CAGL0F08371g	20.663	93	8.07e-21	93.6
root_007480;540	CAGL0F00209g	21.350	93	1.25e-19	90.1
root_007481;502	CAGL0F08371g	24.221	81	1.58e-30	122
root_007481;502	CAGL0F00209g	28.933	70	6.03e-30	120
root_007481;502	CAGL0L08052g	23.881	53	9.34e-16	77.4
root_007481;502	CAGL0K04609g	24.344	81	3.19e-15	76.3
root_007481;502	CAGL0K04565g	25.610	32	1.63e-12	67.4
root_007481;502	CAGL0G04081g	24.335	51	9.22e-12	65.1
root_007482;532	CAGL0G04081g	23.800	89	2.53e-45	164
root_007482;532	CAGL0F08371g	22.374	91	4.03e-22	97.4
root_007482;532	CAGL0F00209g	23.448	51	2.35e-17	82.8
root_007482;532	CAGL0L08052g	22.449	53	7.44e-11	62.0
root_007484;170	CAGL0G04081g	27.564	91	4.00e-12	61.2
root_007485;524	CAGL0K04609g	25.926	86	5.35e-36	139
root_007485;524	CAGL0L08052g	25.000	84	3.17e-34	132
root_007485;524	CAGL0K04565g	24.028	97	5.83e-32	127
root_007485;524	CAGL0F00209g	21.305	93	1.30e-19	89.7
root_007485;524	CAGL0F08371g	20.779	59	4.13e-14	72.4
root_007486;594	CAGL0K04609g	72.968	98	0.0	918
root_007486;594	CAGL0K04565g	61.192	99	0.0	775
root_007486;594	CAGL0L08052g	25.602	75	3.70e-40	150
root_007486;594	CAGL0F00209g	28.631	40	2.05e-23	102
root_007486;594	CAGL0F08371g	22.727	77	8.72e-12	65.5
root_007487;506	CAGL0K06919g	63.477	96	0.0	653
root_007488;565	CAGL0M06435g	40.000	79	2.87e-98	306
root_007488;565	CAGL0J09350g	27.305	49	2.94e-14	73.6
root_007488;554	CAGL0M06435g	36.000	63	5.15e-65	218
root_007488;554	CAGL0J09350g	25.212	58	4.63e-15	76.3
root_007488;554	CAGL0M01782g	25.128	35	3.26e-13	70.1
root_007488;554	CAGL0K03971g	29.534	34	2.11e-12	66.6
root_007488;522	CAGL0M06435g	99.042	100	0.0	1059
root_007488;522	CAGL0J09350g	32.121	31	3.65e-15	76.3
root_007489;607	CAGL0E04092g	32.692	85	1.57e-84	275
root_007490;616	CAGL0E04092g	49.107	91	0.0	569
root_007491;640	CAGL0E04092g	46.914	99	0.0	629
root_007492;554	CAGL0L02519g	23.282	45	6.03e-11	62.8
root_007493;605	CAGL0J01375g	26.016	60	2.42e-26	111
root_007493;605	CAGL0B02079g	21.042	76	4.09e-24	104
root_007493;605	CAGL0E04092g	24.694	61	7.75e-17	82.0
root_007494;561	CAGL0B02079g	22.705	93	3.14e-32	129
root_007494;561	CAGL0J01375g	25.573	84	1.39e-27	114
root_007494;561	CAGL0E04092g	24.795	81	3.36e-19	89.0
root_007494;561	CAGL0L02519g	25.939	51	2.42e-12	67.0
root_007495;616	CAGL0E04092g	48.929	91	0.0	567
root_007496;572	CAGL0J01375g	54.839	96	0.0	613
root_007496;572	CAGL0B02079g	26.415	36	4.95e-16	79.0
root_007561;1535	CAGL0I01782g	99.430	69	0.0	2142
root_007561;1535	CAGL0B02189g	24.279	67	4.65e-93	325
root_007564;584	CAGL0I06226g	47.200	21	9.38e-26	108
root_007566;275	CAGL0J02750g	37.500	35	1.59e-12	64.7
root_007566;275	CAGL0G07469g	37.500	26	2.24e-11	61.6
root_007567;637	CAGL0J10296g	36.232	20	1.24e-13	71.2
root_007567;637	CAGL0F03729g	44.928	11	8.69e-12	65.1
root_007567;637	CAGL0L00957g	34.167	19	3.09e-11	63.2
root_007567;637	CAGL0H03707g	46.970	10	6.19e-11	62.4
root_007568;495	CAGL0J05522g	62.233	85	0.0	520
root_007568;495	CAGL0J01661g	28.837	41	2.32e-17	80.9
root_007568;495	CAGL0B04543g	27.168	35	5.81e-13	67.8
root_007568;495	CAGL0K02915g	23.464	36	2.36e-12	66.2
root_007569;303	CAGL0D01606g	41.447	97	1.89e-63	200
root_007569;303	CAGL0K12210g	38.514	93	6.16e-61	194
root_007569;303	CAGL0B04543g	27.244	97	6.56e-35	126
root_007569;303	CAGL0K10362g	30.820	91	2.44e-28	108
root_007569;303	CAGL0B03883g	27.937	95	1.11e-22	93.6
root_007569;303	CAGL0K02365g	28.269	90	1.46e-22	95.9
root_007569;303	CAGL0G03135g	25.926	91	6.36e-20	85.9
root_007569;303	CAGL0G08910g	27.719	89	4.08e-19	83.6
root_007569;303	CAGL0J01661g	27.575	90	3.48e-18	81.3
root_007569;303	CAGL0J01661g	28.421	90	1.90e-16	76.3
root_007569;303	CAGL0L05742g	25.874	89	9.95e-16	73.9
root_007569;303	CAGL0J04114g	28.000	85	1.06e-15	73.9
root_007569;303	CAGL0K08250g	24.503	96	1.21e-14	70.9
root_007569;303	CAGL0M09020g	29.084	77	2.01e-14	70.5
root_007569;303	CAGL0K02915g	23.615	99	1.70e-13	67.8
root_007569;303	CAGL0K02915g	26.906	99	1.14e-11	62.4
root_007569;303	CAGL0J09790g	24.555	85	5.16e-13	66.2
root_007570;573	CAGL0J05522g	47.576	92	2.98e-175	504
