cluster_id,gene_id,species,homology_class,ohnolog_partner,ohnolog_evidence,outgroup_orthologs
Cluster714,CAGL0K06325g,C_glabrata,ohnolog,CAGL0G07403g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5569', 'K_lactis': 'gene:KLLA0_B01826g'}"
Cluster714,CAGL0G07403g,C_glabrata,ohnolog,CAGL0K06325g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5569', 'K_lactis': 'gene:KLLA0_B01826g'}"
Cluster1620,gene-YDR441C,S_cerevisiae,ohnolog,gene-YML022W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1448', 'K_lactis': 'gene:KLLA0_B01309g'}"
Cluster1620,gene-YML022W,S_cerevisiae,ohnolog,gene-YDR441C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1448', 'K_lactis': 'gene:KLLA0_B01309g'}"
Cluster1620,CAGL0J10494g,C_glabrata,ohnolog,CAGL0G07106g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1448', 'K_lactis': 'gene:KLLA0_B01309g'}"
Cluster1620,CAGL0G07106g,C_glabrata,ohnolog,CAGL0J10494g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1448', 'K_lactis': 'gene:KLLA0_B01309g'}"
Cluster3484,gene-YGL101W,S_cerevisiae,ohnolog,gene-YBR242W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2426', 'K_lactis': 'gene:KLLA0_F06798g'}"
Cluster3484,gene-YBR242W,S_cerevisiae,ohnolog,gene-YGL101W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2426', 'K_lactis': 'gene:KLLA0_F06798g'}"
Cluster3484,CAGL0C01749g,C_glabrata,ohnolog,CAGL0J10362g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2426', 'K_lactis': 'gene:KLLA0_F06798g'}"
Cluster3484,CAGL0J10362g,C_glabrata,ohnolog,CAGL0C01749g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2426', 'K_lactis': 'gene:KLLA0_F06798g'}"
Cluster5011,gene-YDR111C,S_cerevisiae,ohnolog,gene-YLR089C,WGD_2:1_pattern,"{'C_albicans': 'orf19.346', 'K_lactis': 'gene:KLLA0_F19162g'}"
Cluster5011,gene-YLR089C,S_cerevisiae,ohnolog,gene-YDR111C,WGD_2:1_pattern,"{'C_albicans': 'orf19.346', 'K_lactis': 'gene:KLLA0_F19162g'}"
Cluster8300,gene-YDR507C,S_cerevisiae,ohnolog,gene-YCL024W,WGD_2:1_pattern,"{'C_albicans': 'orf19.663', 'K_lactis': 'gene:KLLA0_C01650g'}"
Cluster8300,gene-YCL024W,S_cerevisiae,ohnolog,gene-YDR507C,WGD_2:1_pattern,"{'C_albicans': 'orf19.663', 'K_lactis': 'gene:KLLA0_C01650g'}"
Cluster3590,CAGL0A04213g,C_glabrata,ohnolog,CAGL0I05082g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2534', 'K_lactis': 'gene:KLLA0_E19845g'}"
Cluster3590,CAGL0I05082g,C_glabrata,ohnolog,CAGL0A04213g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2534', 'K_lactis': 'gene:KLLA0_E19845g'}"
Cluster8418,gene-YDL079C,S_cerevisiae,ohnolog,gene-YMR139W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F17006g'}
Cluster8418,gene-YMR139W,S_cerevisiae,ohnolog,gene-YDL079C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F17006g'}
Cluster8260,gene-YOL017W,S_cerevisiae,ohnolog,gene-YFR013W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2266', 'K_lactis': 'gene:KLLA0_F23199g'}"
Cluster8260,gene-YFR013W,S_cerevisiae,ohnolog,gene-YOL017W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2266', 'K_lactis': 'gene:KLLA0_F23199g'}"
Cluster8260,CAGL0F04763g,C_glabrata,ohnolog,CAGL0K10582g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2266', 'K_lactis': 'gene:KLLA0_F23199g'}"
Cluster8260,CAGL0K10582g,C_glabrata,ohnolog,CAGL0F04763g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2266', 'K_lactis': 'gene:KLLA0_F23199g'}"
Cluster6582,gene-YOR190W,S_cerevisiae,ohnolog,gene-YLR300W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2990', 'K_lactis': 'gene:KLLA0_C05324g'}"
Cluster6582,gene-YLR300W,S_cerevisiae,ohnolog,gene-YOR190W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2990', 'K_lactis': 'gene:KLLA0_C05324g'}"
Cluster6582,CAGL0I00484g,C_glabrata,ohnolog,CAGL0G09515g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2990', 'K_lactis': 'gene:KLLA0_C05324g'}"
Cluster6582,CAGL0G09515g,C_glabrata,ohnolog,CAGL0I00484g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2990', 'K_lactis': 'gene:KLLA0_C05324g'}"
Cluster5628,gene-YPL137C,S_cerevisiae,ohnolog,gene-YOR227W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6544', 'K_lactis': 'gene:KLLA0_D07216g'}"
Cluster5628,gene-YOR227W,S_cerevisiae,ohnolog,gene-YPL137C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6544', 'K_lactis': 'gene:KLLA0_D07216g'}"
Cluster5628,CAGL0M02607g,C_glabrata,ohnolog,CAGL0J04026g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6544', 'K_lactis': 'gene:KLLA0_D07216g'}"
Cluster5628,CAGL0J04026g,C_glabrata,ohnolog,CAGL0M02607g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6544', 'K_lactis': 'gene:KLLA0_D07216g'}"
Cluster4150,gene-YKR076W,S_cerevisiae,ohnolog,gene-YMR251W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2613', 'K_lactis': 'gene:KLLA0_F12056g'}"
Cluster4150,gene-YMR251W,S_cerevisiae,ohnolog,gene-YKR076W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2613', 'K_lactis': 'gene:KLLA0_F12056g'}"
Cluster6607,gene-YOR172W,S_cerevisiae,ohnolog,gene-YOR162C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7583', 'K_lactis': 'gene:KLLA0_D10153g'}"
Cluster6607,gene-YOR162C,S_cerevisiae,ohnolog,gene-YOR172W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7583', 'K_lactis': 'gene:KLLA0_D10153g'}"
Cluster6607,CAGL0L04576g,C_glabrata,ohnolog,CAGL0L04400g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7583', 'K_lactis': 'gene:KLLA0_D10153g'}"
Cluster6607,CAGL0L04400g,C_glabrata,ohnolog,CAGL0L04576g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7583', 'K_lactis': 'gene:KLLA0_D10153g'}"
Cluster6453,gene-YGR221C,S_cerevisiae,ohnolog,gene-YHR149C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1426', 'K_lactis': 'gene:KLLA0_E15973g'}"
Cluster6453,gene-YHR149C,S_cerevisiae,ohnolog,gene-YGR221C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1426', 'K_lactis': 'gene:KLLA0_E15973g'}"
Cluster6453,CAGL0I01848g,C_glabrata,ohnolog,CAGL0B02145g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1426', 'K_lactis': 'gene:KLLA0_E15973g'}"
Cluster6453,CAGL0B02145g,C_glabrata,ohnolog,CAGL0I01848g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1426', 'K_lactis': 'gene:KLLA0_E15973g'}"
Cluster1614,gene-YDR009W,S_cerevisiae,ohnolog,gene-YBR020W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3670', 'K_lactis': 'gene:KLLA0_F08393g'}"
Cluster1614,gene-YBR020W,S_cerevisiae,ohnolog,gene-YDR009W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3670', 'K_lactis': 'gene:KLLA0_F08393g'}"
Cluster1683,gene-YPL037C,S_cerevisiae,ohnolog,gene-YDR252W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1154', 'K_lactis': 'gene:KLLA0_D11924g'}"
Cluster1683,gene-YDR252W,S_cerevisiae,ohnolog,gene-YPL037C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1154', 'K_lactis': 'gene:KLLA0_D11924g'}"
Cluster3325,gene-YMR186W,S_cerevisiae,ohnolog,gene-YPL240C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6515', 'K_lactis': 'gene:KLLA0_D12958g'}"
Cluster3325,gene-YPL240C,S_cerevisiae,ohnolog,gene-YMR186W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6515', 'K_lactis': 'gene:KLLA0_D12958g'}"
Cluster1605,gene-YPL021W,S_cerevisiae,ohnolog,gene-YCR018C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4869', 'K_lactis': 'gene:KLLA0_F09757g'}"
Cluster1605,gene-YCR018C,S_cerevisiae,ohnolog,gene-YPL021W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4869', 'K_lactis': 'gene:KLLA0_F09757g'}"
Cluster7166,gene-YDL161W,S_cerevisiae,ohnolog,gene-YLR206W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1444', 'K_lactis': 'gene:KLLA0_C16731g'}"
Cluster7166,gene-YLR206W,S_cerevisiae,ohnolog,gene-YDL161W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1444', 'K_lactis': 'gene:KLLA0_C16731g'}"
Cluster9177,gene-YPR080W,S_cerevisiae,ohnolog,gene-YBR118W,WGD_2:1_pattern,"{'C_albicans': 'orf19.382', 'K_lactis': 'gene:KLLA0_B08998g'}"
Cluster9177,gene-YBR118W,S_cerevisiae,ohnolog,gene-YPR080W,WGD_2:1_pattern,"{'C_albicans': 'orf19.382', 'K_lactis': 'gene:KLLA0_B08998g'}"
Cluster9177,CAGL0K07832g,C_glabrata,ohnolog,CAGL0D01188g,WGD_2:1_pattern,"{'C_albicans': 'orf19.382', 'K_lactis': 'gene:KLLA0_B08998g'}"
Cluster9177,CAGL0D01188g,C_glabrata,ohnolog,CAGL0K07832g,WGD_2:1_pattern,"{'C_albicans': 'orf19.382', 'K_lactis': 'gene:KLLA0_B08998g'}"
Cluster2624,gene-YHR152W,S_cerevisiae,ohnolog,gene-YGR230W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E15753g'}
Cluster2624,gene-YGR230W,S_cerevisiae,ohnolog,gene-YHR152W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E15753g'}
Cluster2624,CAGL0I01914g,C_glabrata,ohnolog,CAGL0L06512g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E15753g'}
Cluster2624,CAGL0L06512g,C_glabrata,ohnolog,CAGL0I01914g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E15753g'}
Cluster3339,gene-YPR157W,S_cerevisiae,ohnolog,gene-YGR141W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1800', 'K_lactis': 'gene:KLLA0_E03785g'}"
Cluster3339,gene-YGR141W,S_cerevisiae,ohnolog,gene-YPR157W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1800', 'K_lactis': 'gene:KLLA0_E03785g'}"
Cluster6658,CAGL0D03586g,C_glabrata,ohnolog,CAGL0J04664g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D02838g'}
Cluster6658,CAGL0J04664g,C_glabrata,ohnolog,CAGL0D03586g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D02838g'}
Cluster8886,gene-YDL246C,S_cerevisiae,ohnolog,gene-YJR159W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7676', 'K_lactis': 'gene:KLLA0_D05511g'}"
Cluster8886,gene-YJR159W,S_cerevisiae,ohnolog,gene-YDL246C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7676', 'K_lactis': 'gene:KLLA0_D05511g'}"
Cluster1926,CAGL0L12892g,C_glabrata,ohnolog,CAGL0M13101g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2726', 'K_lactis': 'gene:KLLA0_C12595g'}"
Cluster1926,CAGL0M13101g,C_glabrata,ohnolog,CAGL0L12892g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2726', 'K_lactis': 'gene:KLLA0_C12595g'}"
Cluster2924,CAGL0E03674g,C_glabrata,ohnolog,CAGL0G03927g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7148', 'K_lactis': 'gene:KLLA0_F18106g'}"
Cluster2924,CAGL0G03927g,C_glabrata,ohnolog,CAGL0E03674g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7148', 'K_lactis': 'gene:KLLA0_F18106g'}"
Cluster4975,gene-YER064C,S_cerevisiae,ohnolog,gene-YIL056W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7468', 'K_lactis': 'gene:KLLA0_C08151g'}"
Cluster4975,gene-YIL056W,S_cerevisiae,ohnolog,gene-YER064C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7468', 'K_lactis': 'gene:KLLA0_C08151g'}"
Cluster4975,CAGL0J03014g,C_glabrata,ohnolog,CAGL0M12496g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7468', 'K_lactis': 'gene:KLLA0_C08151g'}"
Cluster4975,CAGL0M12496g,C_glabrata,ohnolog,CAGL0J03014g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7468', 'K_lactis': 'gene:KLLA0_C08151g'}"
Cluster851,gene-YOR178C,S_cerevisiae,ohnolog,gene-YLR273C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7053', 'K_lactis': 'gene:KLLA0_D09240g'}"
Cluster851,gene-YLR273C,S_cerevisiae,ohnolog,gene-YOR178C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7053', 'K_lactis': 'gene:KLLA0_D09240g'}"
Cluster851,CAGL0H04037g,C_glabrata,ohnolog,CAGL0F04917g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7053', 'K_lactis': 'gene:KLLA0_D09240g'}"
Cluster851,CAGL0F04917g,C_glabrata,ohnolog,CAGL0H04037g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7053', 'K_lactis': 'gene:KLLA0_D09240g'}"
Cluster9107,gene-YLR357W,S_cerevisiae,ohnolog,gene-YGR056W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2964', 'K_lactis': 'gene:KLLA0_B13211g'}"
Cluster9107,gene-YGR056W,S_cerevisiae,ohnolog,gene-YLR357W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2964', 'K_lactis': 'gene:KLLA0_B13211g'}"
Cluster9107,CAGL0B02816g,C_glabrata,ohnolog,CAGL0K04389g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2964', 'K_lactis': 'gene:KLLA0_B13211g'}"
Cluster9107,CAGL0K04389g,C_glabrata,ohnolog,CAGL0B02816g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2964', 'K_lactis': 'gene:KLLA0_B13211g'}"
Cluster4630,gene-YBR119W,S_cerevisiae,ohnolog,gene-YIR009W,WGD_2:1_pattern,{'C_albicans': 'orf19.7375'}
Cluster4630,gene-YIR009W,S_cerevisiae,ohnolog,gene-YBR119W,WGD_2:1_pattern,{'C_albicans': 'orf19.7375'}
Cluster4630,CAGL0D01166g,C_glabrata,ohnolog,CAGL0L09449g,WGD_2:1_pattern,{'C_albicans': 'orf19.7375'}
Cluster4630,CAGL0L09449g,C_glabrata,ohnolog,CAGL0D01166g,WGD_2:1_pattern,{'C_albicans': 'orf19.7375'}
Cluster1624,gene-YOR192C,S_cerevisiae,ohnolog,gene-YLR237W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D00550g'}
Cluster1624,gene-YLR237W,S_cerevisiae,ohnolog,gene-YOR192C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D00550g'}
Cluster1624,CAGL0M14113g,C_glabrata,ohnolog,CAGL0L13354g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D00550g'}
Cluster1624,CAGL0L13354g,C_glabrata,ohnolog,CAGL0M14113g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D00550g'}
Cluster582,gene-YMR205C,S_cerevisiae,ohnolog,gene-YGR240C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3967', 'K_lactis': 'gene:KLLA0_A05544g'}"
Cluster582,gene-YGR240C,S_cerevisiae,ohnolog,gene-YMR205C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3967', 'K_lactis': 'gene:KLLA0_A05544g'}"
Cluster582,CAGL0I05698g,C_glabrata,ohnolog,CAGL0F08041g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3967', 'K_lactis': 'gene:KLLA0_A05544g'}"
Cluster582,CAGL0F08041g,C_glabrata,ohnolog,CAGL0I05698g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3967', 'K_lactis': 'gene:KLLA0_A05544g'}"
Cluster5467,gene-YGR034W,S_cerevisiae,ohnolog,gene-YLR344W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3690.2', 'K_lactis': 'gene:KLLA0_B05742g'}"
Cluster5467,gene-YLR344W,S_cerevisiae,ohnolog,gene-YGR034W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3690.2', 'K_lactis': 'gene:KLLA0_B05742g'}"
Cluster7525,gene-YBL003C,S_cerevisiae,ohnolog,gene-YDR225W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1051', 'K_lactis': 'gene:KLLA0_F13332g'}"
Cluster7525,gene-YDR225W,S_cerevisiae,ohnolog,gene-YBL003C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1051', 'K_lactis': 'gene:KLLA0_F13332g'}"
Cluster7525,CAGL0C04411g,C_glabrata,ohnolog,CAGL0K11440g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1051', 'K_lactis': 'gene:KLLA0_F13332g'}"
Cluster7525,CAGL0K11440g,C_glabrata,ohnolog,CAGL0C04411g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1051', 'K_lactis': 'gene:KLLA0_F13332g'}"
Cluster5839,CAGL0H05005g,C_glabrata,ohnolog,CAGL0D00946g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5711', 'K_lactis': 'gene:KLLA0_E05369g'}"
Cluster5839,CAGL0D00946g,C_glabrata,ohnolog,CAGL0H05005g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5711', 'K_lactis': 'gene:KLLA0_E05369g'}"
Cluster543,CAGL0K02805g,C_glabrata,ohnolog,CAGL0M10307g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1945', 'K_lactis': 'gene:KLLA0_B13387g'}"
Cluster543,CAGL0M10307g,C_glabrata,ohnolog,CAGL0K02805g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1945', 'K_lactis': 'gene:KLLA0_B13387g'}"
Cluster6716,CAGL0L10582g,C_glabrata,ohnolog,CAGL0H00682g,WGD_2:1_pattern,"{'C_albicans': 'orf19.338', 'K_lactis': 'gene:KLLA0_B10263g'}"
Cluster6716,CAGL0H00682g,C_glabrata,ohnolog,CAGL0L10582g,WGD_2:1_pattern,"{'C_albicans': 'orf19.338', 'K_lactis': 'gene:KLLA0_B10263g'}"
Cluster6907,gene-YNCP0012W,S_cerevisiae,ohnolog,gene-YNCE0015C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C08063g'}
Cluster6907,gene-YNCE0015C,S_cerevisiae,ohnolog,gene-YNCP0012W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C08063g'}
Cluster7263,gene-YMR120C,S_cerevisiae,ohnolog,gene-YLR028C,WGD_2:1_pattern,"{'C_albicans': 'orf19.492', 'K_lactis': 'gene:KLLA0_F17655g'}"
Cluster7263,gene-YLR028C,S_cerevisiae,ohnolog,gene-YMR120C,WGD_2:1_pattern,"{'C_albicans': 'orf19.492', 'K_lactis': 'gene:KLLA0_F17655g'}"
Cluster4367,gene-YKR052C,S_cerevisiae,ohnolog,gene-YJL133W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2178', 'K_lactis': 'gene:KLLA0_E15445g'}"
Cluster4367,gene-YJL133W,S_cerevisiae,ohnolog,gene-YKR052C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2178', 'K_lactis': 'gene:KLLA0_E15445g'}"
Cluster4367,CAGL0K08250g,C_glabrata,ohnolog,CAGL0L05742g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2178', 'K_lactis': 'gene:KLLA0_E15445g'}"
Cluster4367,CAGL0L05742g,C_glabrata,ohnolog,CAGL0K08250g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2178', 'K_lactis': 'gene:KLLA0_E15445g'}"
Cluster1139,gene-YGL135W,S_cerevisiae,ohnolog,gene-YPL220W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3465', 'K_lactis': 'gene:KLLA0_B02002g'}"
Cluster1139,gene-YPL220W,S_cerevisiae,ohnolog,gene-YGL135W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3465', 'K_lactis': 'gene:KLLA0_B02002g'}"
Cluster7418,CAGL0F07381g,C_glabrata,ohnolog,CAGL0F07249g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7454', 'K_lactis': 'gene:KLLA0_F10659g'}"
Cluster7418,CAGL0F07249g,C_glabrata,ohnolog,CAGL0F07381g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7454', 'K_lactis': 'gene:KLLA0_F10659g'}"
Cluster6239,gene-YML101C,S_cerevisiae,ohnolog,gene-YMR264W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6668', 'K_lactis': 'gene:KLLA0_E11199g'}"
Cluster6239,gene-YMR264W,S_cerevisiae,ohnolog,gene-YML101C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6668', 'K_lactis': 'gene:KLLA0_E11199g'}"
Cluster6239,CAGL0J06490g,C_glabrata,ohnolog,CAGL0H02321g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6668', 'K_lactis': 'gene:KLLA0_E11199g'}"
Cluster6239,CAGL0H02321g,C_glabrata,ohnolog,CAGL0J06490g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6668', 'K_lactis': 'gene:KLLA0_E11199g'}"
Cluster8686,gene-YDR541C,S_cerevisiae,ohnolog,gene-YOL151W,WGD_2:1_pattern,{'C_albicans': 'orf19.5611'}
Cluster8686,gene-YOL151W,S_cerevisiae,ohnolog,gene-YDR541C,WGD_2:1_pattern,{'C_albicans': 'orf19.5611'}
Cluster330,gene-YNL231C,S_cerevisiae,ohnolog,gene-YNL264C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1027', 'K_lactis': 'gene:KLLA0_C02519g'}"
Cluster330,gene-YNL264C,S_cerevisiae,ohnolog,gene-YNL231C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1027', 'K_lactis': 'gene:KLLA0_C02519g'}"
Cluster330,CAGL0J07436g,C_glabrata,ohnolog,CAGL0J08074g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1027', 'K_lactis': 'gene:KLLA0_C02519g'}"
Cluster330,CAGL0J08074g,C_glabrata,ohnolog,CAGL0J07436g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1027', 'K_lactis': 'gene:KLLA0_C02519g'}"
Cluster4411,CAGL0J02750g,C_glabrata,ohnolog,CAGL0L00957g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1267', 'K_lactis': 'gene:KLLA0_E04423g'}"
Cluster4411,CAGL0L00957g,C_glabrata,ohnolog,CAGL0J02750g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1267', 'K_lactis': 'gene:KLLA0_E04423g'}"
Cluster4368,gene-YLR293C,S_cerevisiae,ohnolog,gene-YOR185C,WGD_2:1_pattern,{'C_albicans': 'orf19.5493'}
Cluster4368,gene-YOR185C,S_cerevisiae,ohnolog,gene-YLR293C,WGD_2:1_pattern,{'C_albicans': 'orf19.5493'}
Cluster3789,gene-YOR083W,S_cerevisiae,ohnolog,gene-YKR091W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E13113g'}
Cluster3789,gene-YKR091W,S_cerevisiae,ohnolog,gene-YOR083W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E13113g'}
Cluster7240,gene-YCL050C,S_cerevisiae,ohnolog,gene-YDR530C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5630', 'K_lactis': 'gene:KLLA0_C00847g'}"
Cluster7240,gene-YDR530C,S_cerevisiae,ohnolog,gene-YCL050C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5630', 'K_lactis': 'gene:KLLA0_C00847g'}"
Cluster5094,gene-YNL095C,S_cerevisiae,ohnolog,gene-YOR092W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C13607g'}
Cluster5094,gene-YOR092W,S_cerevisiae,ohnolog,gene-YNL095C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C13607g'}
Cluster5094,CAGL0L03696g,C_glabrata,ohnolog,CAGL0G06468g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C13607g'}
Cluster5094,CAGL0G06468g,C_glabrata,ohnolog,CAGL0L03696g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C13607g'}
Cluster400,gene-YBR189W,S_cerevisiae,ohnolog,gene-YPL081W,WGD_2:1_pattern,"{'C_albicans': 'orf19.838.1', 'K_lactis': 'gene:KLLA0_E23673g'}"
Cluster400,gene-YPL081W,S_cerevisiae,ohnolog,gene-YBR189W,WGD_2:1_pattern,"{'C_albicans': 'orf19.838.1', 'K_lactis': 'gene:KLLA0_E23673g'}"
Cluster3162,CAGL0H09086g,C_glabrata,ohnolog,CAGL0K09812g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A11616g'}
Cluster3162,CAGL0K09812g,C_glabrata,ohnolog,CAGL0H09086g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_A11616g'}
Cluster5232,gene-YOL120C,S_cerevisiae,ohnolog,gene-YNL301C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5982', 'K_lactis': 'gene:KLLA0_A07227g'}"
Cluster5232,gene-YNL301C,S_cerevisiae,ohnolog,gene-YOL120C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5982', 'K_lactis': 'gene:KLLA0_A07227g'}"
Cluster5567,gene-YEL071W,S_cerevisiae,ohnolog,gene-YDL178W,WGD_2:1_pattern,"{'C_albicans': 'orf19.300', 'K_lactis': 'gene:KLLA0_F05753g'}"
Cluster5567,gene-YDL178W,S_cerevisiae,ohnolog,gene-YEL071W,WGD_2:1_pattern,"{'C_albicans': 'orf19.300', 'K_lactis': 'gene:KLLA0_F05753g'}"
Cluster3454,CAGL0G05720g,C_glabrata,ohnolog,CAGL0K01661g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6980', 'K_lactis': 'gene:KLLA0_C03938g'}"
Cluster3454,CAGL0K01661g,C_glabrata,ohnolog,CAGL0G05720g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6980', 'K_lactis': 'gene:KLLA0_C03938g'}"
Cluster5412,CAGL0I09020r,C_glabrata,ohnolog,CAGL0H02761r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E14851g'}
Cluster5412,CAGL0H02761r,C_glabrata,ohnolog,CAGL0I09020r,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E14851g'}
