cluster_id,gene_id,species,homology_class
Cluster2985,orf19.580,C_albicans,pure_ortholog
Cluster2985,CAGL0J07876g,C_glabrata,pure_ortholog
Cluster2985,gene-YNL254C,S_cerevisiae,pure_ortholog
Cluster2985,gene:KLLA0_C02827g,K_lactis,pure_ortholog
Cluster2986,orf19.1622,C_albicans,pure_ortholog
Cluster2986,gene:KLLA0_D13244g,K_lactis,pure_ortholog
Cluster2986,gene-YDR325W,S_cerevisiae,pure_ortholog
Cluster2986,CAGL0M01408g,C_glabrata,pure_ortholog
Cluster2987,gene:KLLA0_A02761g,K_lactis,pure_ortholog
Cluster2987,CAGL0K04345g,C_glabrata,pure_ortholog
Cluster2987,gene-YGR054W,S_cerevisiae,pure_ortholog
Cluster2987,orf19.2930,C_albicans,pure_ortholog
Cluster2988,orf19.6773,C_albicans,pure_ortholog
Cluster2988,gene:KLLA0_E00727g,K_lactis,pure_ortholog
Cluster2988,gene-YHL030W,S_cerevisiae,pure_ortholog
Cluster2988,CAGL0E03828g,C_glabrata,pure_ortholog
Cluster2990,orf19.239,C_albicans,pure_ortholog
Cluster2990,CAGL0G08756g,C_glabrata,pure_ortholog
Cluster2990,gene-YIL126W,S_cerevisiae,pure_ortholog
Cluster2990,gene:KLLA0_F04521g,K_lactis,pure_ortholog
Cluster2991,CAGL0M04807g,C_glabrata,pure_ortholog
Cluster2991,gene-YOR290C,S_cerevisiae,pure_ortholog
Cluster2991,gene:KLLA0_B08327g,K_lactis,pure_ortholog
Cluster2991,orf19.1526,C_albicans,pure_ortholog
Cluster2993,orf19.3407,C_albicans,pure_ortholog
Cluster2993,gene:KLLA0_C08756g,K_lactis,pure_ortholog
Cluster2993,CAGL0J03586g,C_glabrata,pure_ortholog
Cluster2993,gene-YCR066W,S_cerevisiae,pure_ortholog
Cluster2994,orf19.2105,C_albicans,pure_ortholog
Cluster2994,CAGL0A00935g,C_glabrata,pure_ortholog
Cluster2994,gene-YLR323C,S_cerevisiae,pure_ortholog
Cluster2994,gene:KLLA0_C18260g,K_lactis,pure_ortholog
Cluster2995,gene-YBR245C,S_cerevisiae,pure_ortholog
Cluster2995,CAGL0C01683g,C_glabrata,pure_ortholog
Cluster2995,gene:KLLA0_F06710g,K_lactis,pure_ortholog
Cluster2995,orf19.4437,C_albicans,pure_ortholog
Cluster2996,gene:KLLA0_F24838g,K_lactis,pure_ortholog
Cluster2996,CAGL0I09614g,C_glabrata,pure_ortholog
Cluster2996,gene-YOR304W,S_cerevisiae,pure_ortholog
Cluster2996,orf19.7401,C_albicans,pure_ortholog
Cluster2997,gene:KLLA0_E08999g,K_lactis,pure_ortholog
Cluster2997,gene-YGL150C,S_cerevisiae,pure_ortholog
Cluster2997,CAGL0E05038g,C_glabrata,pure_ortholog
Cluster2997,orf19.1734,C_albicans,pure_ortholog
Cluster2998,orf19.7572,C_albicans,pure_ortholog
Cluster2998,gene:KLLA0_E12585g,K_lactis,pure_ortholog
Cluster2998,gene-YBR081C,S_cerevisiae,pure_ortholog
Cluster2998,CAGL0M01738g,C_glabrata,pure_ortholog
Cluster2999,orf19.5660,C_albicans,pure_ortholog
Cluster2999,CAGL0M08690g,C_glabrata,pure_ortholog
Cluster2999,gene-YDR265W,S_cerevisiae,pure_ortholog
Cluster2999,gene:KLLA0_E16677g,K_lactis,pure_ortholog
Cluster3000,gene-YLR427W,S_cerevisiae,pure_ortholog
Cluster3000,CAGL0J04796g,C_glabrata,pure_ortholog
Cluster3000,gene:KLLA0_D02552g,K_lactis,pure_ortholog
Cluster3000,orf19.5676,C_albicans,pure_ortholog
Cluster3020,orf19.3097,C_albicans,pure_ortholog
Cluster3020,gene:KLLA0_F12001g,K_lactis,pure_ortholog
Cluster3020,CAGL0L12078g,C_glabrata,pure_ortholog
Cluster3020,gene-YER178W,S_cerevisiae,pure_ortholog
Cluster3021,gene-YDL090C,S_cerevisiae,pure_ortholog
Cluster3021,CAGL0L07106g,C_glabrata,pure_ortholog
Cluster3021,gene:KLLA0_F07161g,K_lactis,pure_ortholog
Cluster3021,orf19.5046,C_albicans,pure_ortholog
Cluster3022,gene-YOR301W,S_cerevisiae,pure_ortholog
Cluster3022,CAGL0A03828g,C_glabrata,pure_ortholog
Cluster3022,gene:KLLA0_F24904g,K_lactis,pure_ortholog
Cluster3022,orf19.5903,C_albicans,pure_ortholog
Cluster3026,orf19.5610,C_albicans,pure_ortholog
Cluster3026,gene:KLLA0_F14366g,K_lactis,pure_ortholog
Cluster3026,gene-YJL088W,S_cerevisiae,pure_ortholog
Cluster3026,CAGL0I10791g,C_glabrata,pure_ortholog
Cluster3028,orf19.3964,C_albicans,pure_ortholog
Cluster3028,CAGL0D02926g,C_glabrata,pure_ortholog
Cluster3028,gene-YLR015W,S_cerevisiae,pure_ortholog
Cluster3028,gene:KLLA0_C10945g,K_lactis,pure_ortholog
Cluster3030,gene:KLLA0_F17138g,K_lactis,pure_ortholog
Cluster3030,gene-YMR135C,S_cerevisiae,pure_ortholog
Cluster3030,CAGL0K03949g,C_glabrata,pure_ortholog
Cluster3030,orf19.3806,C_albicans,pure_ortholog
Cluster3031,orf19.676,C_albicans,pure_ortholog
Cluster3031,gene:KLLA0_B11550g,K_lactis,pure_ortholog
Cluster3031,CAGL0H09438g,C_glabrata,pure_ortholog
Cluster3031,gene-YER016W,S_cerevisiae,pure_ortholog
Cluster3033,gene:KLLA0_B09504g,K_lactis,pure_ortholog
Cluster3033,gene-YPR067W,S_cerevisiae,pure_ortholog
Cluster3033,CAGL0D01496g,C_glabrata,pure_ortholog
Cluster3033,orf19.6811,C_albicans,pure_ortholog
Cluster3034,orf19.3758,C_albicans,pure_ortholog
Cluster3034,gene:KLLA0_F11935g,K_lactis,pure_ortholog
Cluster3034,gene-YDR105C,S_cerevisiae,pure_ortholog
Cluster3034,CAGL0L06358g,C_glabrata,pure_ortholog
Cluster3035,gene-YOR164C,S_cerevisiae,pure_ortholog
Cluster3035,CAGL0L04444g,C_glabrata,pure_ortholog
Cluster3035,gene:KLLA0_F20295g,K_lactis,pure_ortholog
Cluster3035,orf19.4228,C_albicans,pure_ortholog
Cluster3036,gene:KLLA0_F10131g,K_lactis,pure_ortholog
Cluster3036,CAGL0E04290g,C_glabrata,pure_ortholog
Cluster3036,gene-YML038C,S_cerevisiae,pure_ortholog
Cluster3036,orf19.6480,C_albicans,pure_ortholog
Cluster3037,orf19.4229,C_albicans,pure_ortholog
Cluster3037,gene-YOR163W,S_cerevisiae,pure_ortholog
Cluster3037,CAGL0L04422g,C_glabrata,pure_ortholog
Cluster3037,gene:KLLA0_F20273g,K_lactis,pure_ortholog
Cluster3038,orf19.1680,C_albicans,pure_ortholog
Cluster3038,gene:KLLA0_F05401g,K_lactis,pure_ortholog
Cluster3038,gene-YDL185W,S_cerevisiae,pure_ortholog
Cluster3038,CAGL0I03960g,C_glabrata,pure_ortholog
Cluster3039,gene:KLLA0_A05797g,K_lactis,pure_ortholog
Cluster3039,CAGL0I04400g,C_glabrata,pure_ortholog
Cluster3039,gene-YJL140W,S_cerevisiae,pure_ortholog
Cluster3039,orf19.145,C_albicans,pure_ortholog
Cluster3040,orf19.2772,C_albicans,pure_ortholog
Cluster3040,gene-YPL116W,S_cerevisiae,pure_ortholog
Cluster3040,CAGL0J06974g,C_glabrata,pure_ortholog
Cluster3040,gene:KLLA0_F00858g,K_lactis,pure_ortholog
Cluster3052,gene:KLLA0_D05731g,K_lactis,pure_ortholog
Cluster3052,gene-YFL046W,S_cerevisiae,pure_ortholog
Cluster3052,CAGL0K12870g,C_glabrata,pure_ortholog
Cluster3052,orf19.2939,C_albicans,pure_ortholog
Cluster3053,gene-YOR084W,S_cerevisiae,pure_ortholog
Cluster3053,CAGL0J08547g,C_glabrata,pure_ortholog
Cluster3053,gene:KLLA0_E13091g,K_lactis,pure_ortholog
Cluster3053,orf19.164,C_albicans,pure_ortholog
Cluster3056,orf19.2862,C_albicans,pure_ortholog
Cluster3056,CAGL0F04279g,C_glabrata,pure_ortholog
Cluster3056,gene-YBL033C,S_cerevisiae,pure_ortholog
Cluster3056,gene:KLLA0_B12375g,K_lactis,pure_ortholog
Cluster3057,orf19.1402,C_albicans,pure_ortholog
Cluster3057,gene:KLLA0_C11451g,K_lactis,pure_ortholog
Cluster3057,gene-YIL142W,S_cerevisiae,pure_ortholog
Cluster3057,CAGL0L08272g,C_glabrata,pure_ortholog
Cluster3059,gene-YNL256W,S_cerevisiae,pure_ortholog
Cluster3059,CAGL0J07920g,C_glabrata,pure_ortholog
Cluster3059,gene:KLLA0_C02783g,K_lactis,pure_ortholog
Cluster3059,orf19.579,C_albicans,pure_ortholog
Cluster3068,CAGL0L02057g,C_glabrata,pure_ortholog
Cluster3068,gene-YKL028W,S_cerevisiae,pure_ortholog
Cluster3068,gene:KLLA0_E18657g,K_lactis,pure_ortholog
Cluster3068,orf19.4851,C_albicans,pure_ortholog
Cluster3069,orf19.6732,C_albicans,pure_ortholog
Cluster3069,gene:KLLA0_A11044g,K_lactis,pure_ortholog
Cluster3069,gene-YCR015C,S_cerevisiae,pure_ortholog
Cluster3069,CAGL0B03531g,C_glabrata,pure_ortholog
Cluster3070,gene-YDR512C,S_cerevisiae,pure_ortholog
Cluster3070,CAGL0K05797g,C_glabrata,pure_ortholog
Cluster3070,gene:KLLA0_C01364g,K_lactis,pure_ortholog
Cluster3070,orf19.3533,C_albicans,pure_ortholog
Cluster3071,gene:KLLA0_E06403g,K_lactis,pure_ortholog
Cluster3071,gene-YBL107C,S_cerevisiae,pure_ortholog
Cluster3071,CAGL0M09339g,C_glabrata,pure_ortholog
Cluster3071,orf19.1198,C_albicans,pure_ortholog
Cluster3072,orf19.412,C_albicans,pure_ortholog
Cluster3072,CAGL0B03245g,C_glabrata,pure_ortholog
Cluster3072,gene-YBR283C,S_cerevisiae,pure_ortholog
Cluster3072,gene:KLLA0_F02057g,K_lactis,pure_ortholog
Cluster3077,gene:KLLA0_B03333g,K_lactis,pure_ortholog
Cluster3077,gene-YLR394W,S_cerevisiae,pure_ortholog
Cluster3077,CAGL0C02629g,C_glabrata,pure_ortholog
Cluster3077,orf19.5212,C_albicans,pure_ortholog
Cluster3078,orf19.1701,C_albicans,pure_ortholog
Cluster3078,gene-YOR095C,S_cerevisiae,pure_ortholog
Cluster3078,CAGL0L03740g,C_glabrata,pure_ortholog
Cluster3078,gene:KLLA0_C13541g,K_lactis,pure_ortholog
Cluster308,gene-YKL178C,S_cerevisiae,pure_ortholog
Cluster308,CAGL0M08184g,C_glabrata,pure_ortholog
Cluster308,gene:KLLA0_A06534g,K_lactis,pure_ortholog
Cluster308,orf19.2492,C_albicans,pure_ortholog
Cluster3111,orf19.3175,C_albicans,pure_ortholog
Cluster3111,CAGL0G06402g,C_glabrata,pure_ortholog
Cluster3111,gene-YOR356W,S_cerevisiae,pure_ortholog
Cluster3111,gene:KLLA0_C12991g,K_lactis,pure_ortholog
Cluster3123,orf19.898,C_albicans,pure_ortholog
Cluster3123,gene:KLLA0_F09273g,K_lactis,pure_ortholog
Cluster3123,gene-YGL040C,S_cerevisiae,pure_ortholog
Cluster3123,CAGL0D06138g,C_glabrata,pure_ortholog
Cluster3124,orf19.897,C_albicans,pure_ortholog
Cluster3124,CAGL0D04246g,C_glabrata,pure_ortholog
Cluster3124,gene-YMR077C,S_cerevisiae,pure_ortholog
Cluster3124,gene:KLLA0_F09295g,K_lactis,pure_ortholog
Cluster3125,gene:KLLA0_B09702g,K_lactis,pure_ortholog
Cluster3125,gene-YPL058C,S_cerevisiae,pure_ortholog
Cluster3125,CAGL0M07293g,C_glabrata,pure_ortholog
Cluster3125,orf19.5079,C_albicans,pure_ortholog
Cluster3128,orf19.6866,C_albicans,pure_ortholog
Cluster3128,gene:KLLA0_C08019g,K_lactis,pure_ortholog
Cluster3128,gene-YIL061C,S_cerevisiae,pure_ortholog
Cluster3128,CAGL0M12573g,C_glabrata,pure_ortholog
Cluster3129,orf19.2310,C_albicans,pure_ortholog
Cluster3129,gene:KLLA0_D16049g,K_lactis,pure_ortholog
Cluster3129,CAGL0D05236g,C_glabrata,pure_ortholog
Cluster3129,gene-YFR032C,S_cerevisiae,pure_ortholog
Cluster3130,gene:KLLA0_D13420g,K_lactis,pure_ortholog
Cluster3130,CAGL0J01914g,C_glabrata,pure_ortholog
Cluster3130,gene-YIR005W,S_cerevisiae,pure_ortholog
Cluster3130,orf19.1045,C_albicans,pure_ortholog
Cluster3133,orf19.7076,C_albicans,pure_ortholog
Cluster3133,gene-YNL004W,S_cerevisiae,pure_ortholog
Cluster3133,CAGL0H03861g,C_glabrata,pure_ortholog
Cluster3133,gene:KLLA0_D05016g,K_lactis,pure_ortholog
Cluster3134,CAGL0M05929g,C_glabrata,pure_ortholog
Cluster3134,gene-YKR065C,S_cerevisiae,pure_ortholog
Cluster3134,gene:KLLA0_A06083g,K_lactis,pure_ortholog
Cluster3134,orf19.240,C_albicans,pure_ortholog
Cluster3149,orf19.3370,C_albicans,pure_ortholog
Cluster3149,gene:KLLA0_D08459g,K_lactis,pure_ortholog
Cluster3149,gene-YNL186W,S_cerevisiae,pure_ortholog
Cluster3149,CAGL0J11352g,C_glabrata,pure_ortholog
Cluster3150,gene:KLLA0_D08536g,K_lactis,pure_ortholog
Cluster3150,CAGL0G05654g,C_glabrata,pure_ortholog
Cluster3150,gene-YDL217C,S_cerevisiae,pure_ortholog
Cluster3150,orf19.1352,C_albicans,pure_ortholog
Cluster3154,orf19.7223,C_albicans,pure_ortholog
Cluster3154,gene-YBR030W,S_cerevisiae,pure_ortholog
Cluster3154,CAGL0B04279g,C_glabrata,pure_ortholog
Cluster3154,gene:KLLA0_B07161g,K_lactis,pure_ortholog
Cluster3157,orf19.2876,C_albicans,pure_ortholog
Cluster3157,gene:KLLA0_B13761g,K_lactis,pure_ortholog
Cluster3157,gene-YJR060W,S_cerevisiae,pure_ortholog
Cluster3157,CAGL0H01815g,C_glabrata,pure_ortholog
Cluster3158,orf19.2499,C_albicans,pure_ortholog
Cluster3158,CAGL0M08030g,C_glabrata,pure_ortholog
Cluster3158,gene-YJR032W,S_cerevisiae,pure_ortholog
Cluster3158,gene:KLLA0_E22705g,K_lactis,pure_ortholog
Cluster3174,orf19.1939,C_albicans,pure_ortholog
Cluster3174,gene-YDR374C,S_cerevisiae,pure_ortholog
Cluster3174,CAGL0A02970g,C_glabrata,pure_ortholog
Cluster3174,gene:KLLA0_E02443g,K_lactis,pure_ortholog
Cluster3175,gene:KLLA0_A07469g,K_lactis,pure_ortholog
Cluster3175,gene-YNL294C,S_cerevisiae,pure_ortholog
Cluster3175,CAGL0M03663g,C_glabrata,pure_ortholog
Cluster3175,orf19.3176,C_albicans,pure_ortholog
Cluster3177,gene:KLLA0_B13431g,K_lactis,pure_ortholog
Cluster3177,gene-YKL006C-A,S_cerevisiae,pure_ortholog
Cluster3177,CAGL0M10235g,C_glabrata,pure_ortholog
Cluster3177,orf19.3234.1,C_albicans,pure_ortholog
Cluster3179,orf19.4191.1,C_albicans,pure_ortholog
Cluster3179,gene-YGL141W,S_cerevisiae,pure_ortholog
Cluster3179,CAGL0F07821g,C_glabrata,pure_ortholog
Cluster3179,gene:KLLA0_E14697g,K_lactis,pure_ortholog
Cluster3181,gene-YDR125C,S_cerevisiae,pure_ortholog
Cluster3181,CAGL0B01969g,C_glabrata,pure_ortholog
Cluster3181,gene:KLLA0_F19624g,K_lactis,pure_ortholog
Cluster3181,orf19.6958,C_albicans,pure_ortholog
Cluster3182,orf19.4363,C_albicans,pure_ortholog
Cluster3182,gene:KLLA0_B06116g,K_lactis,pure_ortholog
Cluster3182,CAGL0G00924g,C_glabrata,pure_ortholog
Cluster3182,gene-YLR336C,S_cerevisiae,pure_ortholog
Cluster3183,orf19.2699,C_albicans,pure_ortholog
Cluster3183,CAGL0C03597g,C_glabrata,pure_ortholog
Cluster3183,gene-YCR088W,S_cerevisiae,pure_ortholog
Cluster3183,gene:KLLA0_F10175g,K_lactis,pure_ortholog
Cluster3184,gene:KLLA0_E23365g,K_lactis,pure_ortholog
Cluster3184,CAGL0M05357g,C_glabrata,pure_ortholog
Cluster3184,gene-YBR200W,S_cerevisiae,pure_ortholog
Cluster3184,orf19.4645,C_albicans,pure_ortholog
Cluster3185,orf19.2407,C_albicans,pure_ortholog
Cluster3185,gene:KLLA0_D03839g,K_lactis,pure_ortholog
Cluster3185,gene-YLL018C,S_cerevisiae,pure_ortholog
Cluster3185,CAGL0D06556g,C_glabrata,pure_ortholog
Cluster3186,gene:KLLA0_E09043g,K_lactis,pure_ortholog
Cluster3186,CAGL0H10516g,C_glabrata,pure_ortholog
Cluster3186,gene-YDL117W,S_cerevisiae,pure_ortholog
Cluster3186,orf19.6240,C_albicans,pure_ortholog
Cluster3187,gene:KLLA0_A04983g,K_lactis,pure_ortholog
Cluster3187,gene-YBL007C,S_cerevisiae,pure_ortholog
Cluster3187,CAGL0E02783g,C_glabrata,pure_ortholog
Cluster3187,orf19.1474,C_albicans,pure_ortholog
Cluster3188,orf19.177,C_albicans,pure_ortholog
Cluster3188,gene:KLLA0_D16874g,K_lactis,pure_ortholog
Cluster3188,CAGL0E01045g,C_glabrata,pure_ortholog
Cluster3188,gene-YDR162C,S_cerevisiae,pure_ortholog
Cluster3192,CAGL0I04488g,C_glabrata,pure_ortholog
Cluster3192,gene-YBR017C,S_cerevisiae,pure_ortholog
Cluster3192,gene:KLLA0_C04279g,K_lactis,pure_ortholog
Cluster3192,orf19.3556,C_albicans,pure_ortholog
Cluster3193,orf19.5825.1,C_albicans,pure_ortholog
Cluster3193,gene:KLLA0_C07744g,K_lactis,pure_ortholog
Cluster3193,gene-YER074W-A,S_cerevisiae,pure_ortholog
Cluster3193,CAGL0J03245g,C_glabrata,pure_ortholog
Cluster3211,orf19.2005,C_albicans,pure_ortholog
Cluster3211,gene-YDR028C,S_cerevisiae,pure_ortholog
Cluster3211,CAGL0K11814g,C_glabrata,pure_ortholog
Cluster3211,gene:KLLA0_F04345g,K_lactis,pure_ortholog
Cluster322,gene:KLLA0_E16897g,K_lactis,pure_ortholog
Cluster322,gene-YDR258C,S_cerevisiae,pure_ortholog
Cluster322,CAGL0M08822g,C_glabrata,pure_ortholog
Cluster322,orf19.882,C_albicans,pure_ortholog
Cluster3224,orf19.3974,C_albicans,pure_ortholog
Cluster3224,CAGL0D03982g,C_glabrata,pure_ortholog
Cluster3224,gene-YHR037W,S_cerevisiae,pure_ortholog
Cluster3224,gene:KLLA0_C10549g,K_lactis,pure_ortholog
Cluster3225,gene:KLLA0_A09713g,K_lactis,pure_ortholog
Cluster3225,gene-YMR291W,S_cerevisiae,pure_ortholog
Cluster3225,CAGL0M13541g,C_glabrata,pure_ortholog
Cluster3225,orf19.5911,C_albicans,pure_ortholog
Cluster323,orf19.3553,C_albicans,pure_ortholog
Cluster323,gene:KLLA0_A07931g,K_lactis,pure_ortholog
Cluster323,CAGL0L10516g,C_glabrata,pure_ortholog
Cluster323,gene-YKR081C,S_cerevisiae,pure_ortholog
Cluster3232,gene:KLLA0_B12397g,K_lactis,pure_ortholog
Cluster3232,gene-YKL134C,S_cerevisiae,pure_ortholog
Cluster3232,CAGL0D02112g,C_glabrata,pure_ortholog
Cluster3232,orf19.1195,C_albicans,pure_ortholog
Cluster3233,gene-YDR090C,S_cerevisiae,pure_ortholog
Cluster3233,CAGL0G08019g,C_glabrata,pure_ortholog
Cluster3233,gene:KLLA0_D02178g,K_lactis,pure_ortholog
Cluster3233,orf19.6720,C_albicans,pure_ortholog
Cluster3235,gene-YLR292C,S_cerevisiae,pure_ortholog
Cluster3235,CAGL0I00616g,C_glabrata,pure_ortholog
Cluster3235,gene:KLLA0_C05104g,K_lactis,pure_ortholog
Cluster3235,orf19.4180,C_albicans,pure_ortholog
Cluster324,orf19.4262,C_albicans,pure_ortholog
Cluster324,CAGL0H08778g,C_glabrata,pure_ortholog
Cluster324,gene-YPR042C,S_cerevisiae,pure_ortholog
Cluster324,gene:KLLA0_E06029g,K_lactis,pure_ortholog
Cluster3247,gene:KLLA0_F06754g,K_lactis,pure_ortholog
Cluster3247,CAGL0J10340g,C_glabrata,pure_ortholog
Cluster3247,gene-YGL100W,S_cerevisiae,pure_ortholog
Cluster3247,orf19.2186,C_albicans,pure_ortholog
Cluster3248,orf19.5515,C_albicans,pure_ortholog
Cluster3248,gene:KLLA0_B02112g,K_lactis,pure_ortholog
Cluster3248,gene-YPL215W,S_cerevisiae,pure_ortholog
Cluster3248,CAGL0E05830g,C_glabrata,pure_ortholog
Cluster3249,gene:KLLA0_D13640g,K_lactis,pure_ortholog
Cluster3249,CAGL0K07964g,C_glabrata,pure_ortholog
Cluster3249,gene-YPR086W,S_cerevisiae,pure_ortholog
Cluster3249,orf19.3059,C_albicans,pure_ortholog
Cluster3250,gene:KLLA0_D08690g,K_lactis,pure_ortholog
Cluster3250,gene-YDL219W,S_cerevisiae,pure_ortholog
Cluster3250,CAGL0G05610g,C_glabrata,pure_ortholog
Cluster3250,orf19.297,C_albicans,pure_ortholog
Cluster3251,orf19.4030,C_albicans,pure_ortholog
Cluster3251,gene-YIR008C,S_cerevisiae,pure_ortholog
Cluster3251,CAGL0L09471g,C_glabrata,pure_ortholog
Cluster3251,gene:KLLA0_B11682g,K_lactis,pure_ortholog
Cluster3252,gene:KLLA0_E20351g,K_lactis,pure_ortholog
Cluster3252,CAGL0A04477g,C_glabrata,pure_ortholog
Cluster3252,gene-YBL067C,S_cerevisiae,pure_ortholog
Cluster3252,orf19.2026,C_albicans,pure_ortholog
Cluster3253,orf19.2029,C_albicans,pure_ortholog
Cluster3253,gene-YBR087W,S_cerevisiae,pure_ortholog
Cluster3253,CAGL0D01738g,C_glabrata,pure_ortholog
Cluster3253,gene:KLLA0_B12221g,K_lactis,pure_ortholog
Cluster3254,orf19.7037,C_albicans,pure_ortholog
Cluster3254,CAGL0F00473g,C_glabrata,pure_ortholog
Cluster3254,gene-YJR067C,S_cerevisiae,pure_ortholog
Cluster3254,gene:KLLA0_B13970g,K_lactis,pure_ortholog
Cluster3255,orf19.4353,C_albicans,pure_ortholog
Cluster3255,gene-YPL020C,S_cerevisiae,pure_ortholog
Cluster3255,CAGL0L08646g,C_glabrata,pure_ortholog
Cluster3255,gene:KLLA0_F11000g,K_lactis,pure_ortholog
Cluster3257,orf19.2715,C_albicans,pure_ortholog
Cluster3257,gene-YDL150W,S_cerevisiae,pure_ortholog
Cluster3257,CAGL0I03630g,C_glabrata,pure_ortholog
Cluster3257,gene:KLLA0_C16379g,K_lactis,pure_ortholog
Cluster3258,orf19.5368,C_albicans,pure_ortholog
Cluster3258,gene-YDR049W,S_cerevisiae,pure_ortholog
Cluster3258,CAGL0H08349g,C_glabrata,pure_ortholog
Cluster3258,gene:KLLA0_F11792g,K_lactis,pure_ortholog
Cluster327,orf19.5663,C_albicans,pure_ortholog
Cluster327,CAGL0F05929g,C_glabrata,pure_ortholog
Cluster327,gene-YMR034C,S_cerevisiae,pure_ortholog
Cluster327,gene:KLLA0_F27049g,K_lactis,pure_ortholog
Cluster328,gene:KLLA0_E14169g,K_lactis,pure_ortholog
Cluster328,gene-YFR003C,S_cerevisiae,pure_ortholog
Cluster328,CAGL0F02255g,C_glabrata,pure_ortholog
Cluster328,orf19.7227,C_albicans,pure_ortholog
Cluster3281,gene-YFR010W,S_cerevisiae,pure_ortholog
Cluster3281,CAGL0K10494g,C_glabrata,pure_ortholog
Cluster3281,gene:KLLA0_A10791g,K_lactis,pure_ortholog
Cluster3281,orf19.6063,C_albicans,pure_ortholog
Cluster3282,gene:KLLA0_D12584g,K_lactis,pure_ortholog
Cluster3282,gene-YPL249C,S_cerevisiae,pure_ortholog
Cluster3282,CAGL0H00737g,C_glabrata,pure_ortholog
Cluster3282,orf19.5340,C_albicans,pure_ortholog
Cluster3306,orf19.3568,C_albicans,pure_ortholog
Cluster3306,gene-YDL076C,S_cerevisiae,pure_ortholog
Cluster3306,CAGL0D00594g,C_glabrata,pure_ortholog
Cluster3306,gene:KLLA0_B02915g,K_lactis,pure_ortholog
Cluster3310,gene:KLLA0_F14773g,K_lactis,pure_ortholog
Cluster3310,CAGL0C04455g,C_glabrata,pure_ortholog
Cluster3310,gene-YDL004W,S_cerevisiae,pure_ortholog
Cluster3310,orf19.7678,C_albicans,pure_ortholog
Cluster3311,orf19.6780,C_albicans,pure_ortholog
Cluster3311,CAGL0K06677g,C_glabrata,pure_ortholog
Cluster3311,gene-YBR213W,S_cerevisiae,pure_ortholog
Cluster3311,gene:KLLA0_C05544g,K_lactis,pure_ortholog
Cluster3312,gene-YCL059C,S_cerevisiae,pure_ortholog
Cluster3312,CAGL0B00352g,C_glabrata,pure_ortholog
Cluster3312,gene:KLLA0_C00506g,K_lactis,pure_ortholog
Cluster3312,orf19.661,C_albicans,pure_ortholog
Cluster3313,CAGL0A00319g,C_glabrata,pure_ortholog
Cluster3313,gene-YGL017W,S_cerevisiae,pure_ortholog
Cluster3313,gene:KLLA0_A04862g,K_lactis,pure_ortholog
Cluster3313,orf19.2110,C_albicans,pure_ortholog
Cluster3314,orf19.3810,C_albicans,pure_ortholog
Cluster3314,gene:KLLA0_A07953g,K_lactis,pure_ortholog
Cluster3314,CAGL0G02189g,C_glabrata,pure_ortholog
Cluster3314,gene-YKR080W,S_cerevisiae,pure_ortholog
Cluster3316,CAGL0D06600g,C_glabrata,pure_ortholog
Cluster3316,gene-YLL019C,S_cerevisiae,pure_ortholog
Cluster3316,gene:KLLA0_F22297g,K_lactis,pure_ortholog
Cluster3316,orf19.4979,C_albicans,pure_ortholog
Cluster3318,orf19.1960,C_albicans,pure_ortholog
Cluster3318,gene:KLLA0_C13057g,K_lactis,pure_ortholog
Cluster3318,gene-YAL040C,S_cerevisiae,pure_ortholog
Cluster3318,CAGL0M11990g,C_glabrata,pure_ortholog
Cluster3319,gene:KLLA0_B02783g,K_lactis,pure_ortholog
Cluster3319,CAGL0D00550g,C_glabrata,pure_ortholog
Cluster3319,gene-YKL181W,S_cerevisiae,pure_ortholog
Cluster3319,orf19.969,C_albicans,pure_ortholog
Cluster332,orf19.5210,C_albicans,pure_ortholog
Cluster332,gene:KLLA0_F04015g,K_lactis,pure_ortholog
Cluster332,gene-YIL101C,S_cerevisiae,pure_ortholog
Cluster332,CAGL0G02739g,C_glabrata,pure_ortholog
Cluster3320,orf19.4956,C_albicans,pure_ortholog
Cluster3320,gene:KLLA0_E11507g,K_lactis,pure_ortholog
Cluster3320,gene-YHR027C,S_cerevisiae,pure_ortholog
Cluster3320,CAGL0J00605g,C_glabrata,pure_ortholog
Cluster3321,CAGL0L08140g,C_glabrata,pure_ortholog
Cluster3321,gene-YCR032W,S_cerevisiae,pure_ortholog
Cluster3321,gene:KLLA0_B07667g,K_lactis,pure_ortholog
Cluster3321,orf19.6261,C_albicans,pure_ortholog
Cluster3322,gene:KLLA0_E17491g,K_lactis,pure_ortholog
Cluster3322,gene-YBR006W,S_cerevisiae,pure_ortholog
Cluster3322,CAGL0C04191g,C_glabrata,pure_ortholog
Cluster3322,orf19.345,C_albicans,pure_ortholog
Cluster3324,CAGL0M13937g,C_glabrata,pure_ortholog
Cluster3324,gene-YMR311C,S_cerevisiae,pure_ortholog
Cluster3324,gene:KLLA0_F03080g,K_lactis,pure_ortholog
Cluster3324,orf19.2710,C_albicans,pure_ortholog
Cluster3326,orf19.6328,C_albicans,pure_ortholog
Cluster3326,gene-YDR511W,S_cerevisiae,pure_ortholog
Cluster3326,CAGL0K05775g,C_glabrata,pure_ortholog
Cluster3326,gene:KLLA0_C01430g,K_lactis,pure_ortholog
Cluster3327,gene:KLLA0_F10978g,K_lactis,pure_ortholog
Cluster3327,gene-YKR099W,S_cerevisiae,pure_ortholog
