cluster_id,gene_id,species,homology_class,ortholog_partners
Cluster1601,gene-YOL072W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D03674g', 'C_glabrata': 'CAGL0I08063g', 'C_albicans': 'orf19.5276'}"
Cluster1601,CAGL0I08063g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D03674g', 'S_cerevisiae': 'gene-YOL072W', 'C_albicans': 'orf19.5276'}"
Cluster1601,orf19.5276,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D03674g', 'S_cerevisiae': 'gene-YOL072W', 'C_glabrata': 'CAGL0I08063g'}"
Cluster1604,gene-YBL011W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0E02849g', 'K_lactis': 'gene:KLLA0_B10538g', 'C_albicans': 'orf19.1289'}"
Cluster1604,CAGL0E02849g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YBL011W', 'K_lactis': 'gene:KLLA0_B10538g', 'C_albicans': 'orf19.1289'}"
Cluster1604,gene:KLLA0_B10538g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YBL011W', 'C_glabrata': 'CAGL0E02849g', 'C_albicans': 'orf19.1289'}"
Cluster1604,orf19.1289,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YBL011W', 'C_glabrata': 'CAGL0E02849g', 'K_lactis': 'gene:KLLA0_B10538g'}"
Cluster1606,orf19.1275,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_A01342g', 'S_cerevisiae': 'gene-YFL021W', 'C_glabrata': 'CAGL0K07634g'}"
Cluster1606,gene:KLLA0_A01342g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.1275', 'S_cerevisiae': 'gene-YFL021W', 'C_glabrata': 'CAGL0K07634g'}"
Cluster1606,gene-YFL021W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.1275', 'K_lactis': 'gene:KLLA0_A01342g', 'C_glabrata': 'CAGL0K07634g'}"
Cluster1606,CAGL0K07634g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.1275', 'K_lactis': 'gene:KLLA0_A01342g', 'S_cerevisiae': 'gene-YFL021W'}"
Cluster1613,orf19.2404,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0K05049g', 'S_cerevisiae': 'gene-YNL221C', 'K_lactis': 'gene:KLLA0_D19448g'}"
Cluster1613,CAGL0K05049g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.2404', 'S_cerevisiae': 'gene-YNL221C', 'K_lactis': 'gene:KLLA0_D19448g'}"
Cluster1613,gene-YNL221C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.2404', 'C_glabrata': 'CAGL0K05049g', 'K_lactis': 'gene:KLLA0_D19448g'}"
Cluster1613,gene:KLLA0_D19448g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.2404', 'C_glabrata': 'CAGL0K05049g', 'S_cerevisiae': 'gene-YNL221C'}"
Cluster1615,orf19.2391,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F13882g', 'S_cerevisiae': 'gene-YKR023W', 'C_glabrata': 'CAGL0L03069g'}"
Cluster1615,gene:KLLA0_F13882g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.2391', 'S_cerevisiae': 'gene-YKR023W', 'C_glabrata': 'CAGL0L03069g'}"
Cluster1615,gene-YKR023W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.2391', 'K_lactis': 'gene:KLLA0_F13882g', 'C_glabrata': 'CAGL0L03069g'}"
Cluster1615,CAGL0L03069g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.2391', 'K_lactis': 'gene:KLLA0_F13882g', 'S_cerevisiae': 'gene-YKR023W'}"
Cluster1616,orf19.2973,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YOR359W', 'C_glabrata': 'CAGL0K09922g', 'K_lactis': 'gene:KLLA0_A03641g'}"
Cluster1616,gene-YOR359W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.2973', 'C_glabrata': 'CAGL0K09922g', 'K_lactis': 'gene:KLLA0_A03641g'}"
Cluster1616,CAGL0K09922g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.2973', 'S_cerevisiae': 'gene-YOR359W', 'K_lactis': 'gene:KLLA0_A03641g'}"
Cluster1616,gene:KLLA0_A03641g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.2973', 'S_cerevisiae': 'gene-YOR359W', 'C_glabrata': 'CAGL0K09922g'}"
Cluster1617,gene:KLLA0_B13453g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YKL007W', 'C_glabrata': 'CAGL0K02783g', 'C_albicans': 'orf19.3235'}"
Cluster1617,gene-YKL007W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_B13453g', 'C_glabrata': 'CAGL0K02783g', 'C_albicans': 'orf19.3235'}"
Cluster1617,CAGL0K02783g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_B13453g', 'S_cerevisiae': 'gene-YKL007W', 'C_albicans': 'orf19.3235'}"
Cluster1617,orf19.3235,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_B13453g', 'S_cerevisiae': 'gene-YKL007W', 'C_glabrata': 'CAGL0K02783g'}"
Cluster1618,gene:KLLA0_D12474g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0A03905g', 'S_cerevisiae': 'gene-YLR205C', 'C_albicans': 'orf19.6073'}"
Cluster1618,CAGL0A03905g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D12474g', 'S_cerevisiae': 'gene-YLR205C', 'C_albicans': 'orf19.6073'}"
Cluster1618,gene-YLR205C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D12474g', 'C_glabrata': 'CAGL0A03905g', 'C_albicans': 'orf19.6073'}"
Cluster1618,orf19.6073,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D12474g', 'C_glabrata': 'CAGL0A03905g', 'S_cerevisiae': 'gene-YLR205C'}"
Cluster1619,orf19.6744,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YMR262W', 'C_glabrata': 'CAGL0H02365g', 'K_lactis': 'gene:KLLA0_E11243g'}"
Cluster1619,gene-YMR262W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.6744', 'C_glabrata': 'CAGL0H02365g', 'K_lactis': 'gene:KLLA0_E11243g'}"
Cluster1619,CAGL0H02365g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.6744', 'S_cerevisiae': 'gene-YMR262W', 'K_lactis': 'gene:KLLA0_E11243g'}"
Cluster1619,gene:KLLA0_E11243g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.6744', 'S_cerevisiae': 'gene-YMR262W', 'C_glabrata': 'CAGL0H02365g'}"
Cluster1621,CAGL0A03080g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YDR379C-A', 'K_lactis': 'gene:KLLA0_E02619g', 'C_albicans': 'orf19.4593.1'}"
Cluster1621,gene-YDR379C-A,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0A03080g', 'K_lactis': 'gene:KLLA0_E02619g', 'C_albicans': 'orf19.4593.1'}"
Cluster1621,gene:KLLA0_E02619g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0A03080g', 'S_cerevisiae': 'gene-YDR379C-A', 'C_albicans': 'orf19.4593.1'}"
Cluster1621,orf19.4593.1,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0A03080g', 'S_cerevisiae': 'gene-YDR379C-A', 'K_lactis': 'gene:KLLA0_E02619g'}"
Cluster1622,orf19.7425,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0G07084g', 'S_cerevisiae': 'gene-YML021C', 'K_lactis': 'gene:KLLA0_B01265g'}"
Cluster1622,CAGL0G07084g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.7425', 'S_cerevisiae': 'gene-YML021C', 'K_lactis': 'gene:KLLA0_B01265g'}"
Cluster1622,gene-YML021C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.7425', 'C_glabrata': 'CAGL0G07084g', 'K_lactis': 'gene:KLLA0_B01265g'}"
Cluster1622,gene:KLLA0_B01265g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.7425', 'C_glabrata': 'CAGL0G07084g', 'S_cerevisiae': 'gene-YML021C'}"
Cluster1623,gene-YMR227C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0M11264g', 'K_lactis': 'gene:KLLA0_B08305g', 'C_albicans': 'orf19.1574'}"
Cluster1623,CAGL0M11264g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YMR227C', 'K_lactis': 'gene:KLLA0_B08305g', 'C_albicans': 'orf19.1574'}"
Cluster1623,gene:KLLA0_B08305g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YMR227C', 'C_glabrata': 'CAGL0M11264g', 'C_albicans': 'orf19.1574'}"
Cluster1623,orf19.1574,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YMR227C', 'C_glabrata': 'CAGL0M11264g', 'K_lactis': 'gene:KLLA0_B08305g'}"
Cluster1631,gene:KLLA0_E00507g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0E04004g', 'S_cerevisiae': 'gene-YHL036W', 'C_albicans': 'orf19.321'}"
Cluster1631,CAGL0E04004g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E00507g', 'S_cerevisiae': 'gene-YHL036W', 'C_albicans': 'orf19.321'}"
Cluster1631,gene-YHL036W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E00507g', 'C_glabrata': 'CAGL0E04004g', 'C_albicans': 'orf19.321'}"
Cluster1631,orf19.321,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E00507g', 'C_glabrata': 'CAGL0E04004g', 'S_cerevisiae': 'gene-YHL036W'}"
Cluster1635,CAGL0K01859g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YDL014W', 'K_lactis': 'gene:KLLA0_C04389g', 'C_albicans': 'orf19.3138'}"
Cluster1635,gene-YDL014W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0K01859g', 'K_lactis': 'gene:KLLA0_C04389g', 'C_albicans': 'orf19.3138'}"
Cluster1635,gene:KLLA0_C04389g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0K01859g', 'S_cerevisiae': 'gene-YDL014W', 'C_albicans': 'orf19.3138'}"
Cluster1635,orf19.3138,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0K01859g', 'S_cerevisiae': 'gene-YDL014W', 'K_lactis': 'gene:KLLA0_C04389g'}"
Cluster1636,orf19.59,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0I09350g', 'S_cerevisiae': 'gene-YBR267W', 'K_lactis': 'gene:KLLA0_F01727g'}"
Cluster1636,CAGL0I09350g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.59', 'S_cerevisiae': 'gene-YBR267W', 'K_lactis': 'gene:KLLA0_F01727g'}"
Cluster1636,gene-YBR267W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.59', 'C_glabrata': 'CAGL0I09350g', 'K_lactis': 'gene:KLLA0_F01727g'}"
Cluster1636,gene:KLLA0_F01727g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.59', 'C_glabrata': 'CAGL0I09350g', 'S_cerevisiae': 'gene-YBR267W'}"
Cluster1637,orf19.6197,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C16599g', 'C_glabrata': 'CAGL0I03476g', 'S_cerevisiae': 'gene-YDL160C'}"
Cluster1637,gene:KLLA0_C16599g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.6197', 'C_glabrata': 'CAGL0I03476g', 'S_cerevisiae': 'gene-YDL160C'}"
Cluster1637,CAGL0I03476g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.6197', 'K_lactis': 'gene:KLLA0_C16599g', 'S_cerevisiae': 'gene-YDL160C'}"
Cluster1637,gene-YDL160C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.6197', 'K_lactis': 'gene:KLLA0_C16599g', 'C_glabrata': 'CAGL0I03476g'}"
Cluster1638,orf19.2111,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YGR005C', 'C_glabrata': 'CAGL0F08679g', 'K_lactis': 'gene:KLLA0_C18194g'}"
Cluster1638,gene-YGR005C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.2111', 'C_glabrata': 'CAGL0F08679g', 'K_lactis': 'gene:KLLA0_C18194g'}"
Cluster1638,CAGL0F08679g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.2111', 'S_cerevisiae': 'gene-YGR005C', 'K_lactis': 'gene:KLLA0_C18194g'}"
Cluster1638,gene:KLLA0_C18194g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.2111', 'S_cerevisiae': 'gene-YGR005C', 'C_glabrata': 'CAGL0F08679g'}"
Cluster164,gene:KLLA0_E18679g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0K02937g', 'S_cerevisiae': 'gene-YKL027W', 'C_albicans': 'orf19.2115'}"
Cluster164,CAGL0K02937g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E18679g', 'S_cerevisiae': 'gene-YKL027W', 'C_albicans': 'orf19.2115'}"
Cluster164,gene-YKL027W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E18679g', 'C_glabrata': 'CAGL0K02937g', 'C_albicans': 'orf19.2115'}"
Cluster164,orf19.2115,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E18679g', 'C_glabrata': 'CAGL0K02937g', 'S_cerevisiae': 'gene-YKL027W'}"
Cluster1640,orf19.672,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C15433g', 'C_glabrata': 'CAGL0K11198g', 'S_cerevisiae': 'gene-YDR243C'}"
Cluster1640,gene:KLLA0_C15433g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.672', 'C_glabrata': 'CAGL0K11198g', 'S_cerevisiae': 'gene-YDR243C'}"
Cluster1640,CAGL0K11198g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.672', 'K_lactis': 'gene:KLLA0_C15433g', 'S_cerevisiae': 'gene-YDR243C'}"
Cluster1640,gene-YDR243C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.672', 'K_lactis': 'gene:KLLA0_C15433g', 'C_glabrata': 'CAGL0K11198g'}"
Cluster1641,gene-YLL008W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0D03124g', 'K_lactis': 'gene:KLLA0_F15752g', 'C_albicans': 'orf19.7635'}"
Cluster1641,CAGL0D03124g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YLL008W', 'K_lactis': 'gene:KLLA0_F15752g', 'C_albicans': 'orf19.7635'}"
Cluster1641,gene:KLLA0_F15752g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YLL008W', 'C_glabrata': 'CAGL0D03124g', 'C_albicans': 'orf19.7635'}"
Cluster1641,orf19.7635,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YLL008W', 'C_glabrata': 'CAGL0D03124g', 'K_lactis': 'gene:KLLA0_F15752g'}"
Cluster1642,gene:KLLA0_F10505g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YBR237W', 'C_glabrata': 'CAGL0K07029g', 'C_albicans': 'orf19.6831'}"
Cluster1642,gene-YBR237W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F10505g', 'C_glabrata': 'CAGL0K07029g', 'C_albicans': 'orf19.6831'}"
Cluster1642,CAGL0K07029g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F10505g', 'S_cerevisiae': 'gene-YBR237W', 'C_albicans': 'orf19.6831'}"
Cluster1642,orf19.6831,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F10505g', 'S_cerevisiae': 'gene-YBR237W', 'C_glabrata': 'CAGL0K07029g'}"
Cluster1643,orf19.6652,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_A05203g', 'S_cerevisiae': 'gene-YHR169W', 'C_glabrata': 'CAGL0I02354g'}"
Cluster1643,gene:KLLA0_A05203g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.6652', 'S_cerevisiae': 'gene-YHR169W', 'C_glabrata': 'CAGL0I02354g'}"
Cluster1643,gene-YHR169W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.6652', 'K_lactis': 'gene:KLLA0_A05203g', 'C_glabrata': 'CAGL0I02354g'}"
Cluster1643,CAGL0I02354g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.6652', 'K_lactis': 'gene:KLLA0_A05203g', 'S_cerevisiae': 'gene-YHR169W'}"
Cluster1644,gene:KLLA0_C15499g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0H03377g', 'S_cerevisiae': 'gene-YGL078C', 'C_albicans': 'orf19.4870'}"
Cluster1644,CAGL0H03377g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C15499g', 'S_cerevisiae': 'gene-YGL078C', 'C_albicans': 'orf19.4870'}"
Cluster1644,gene-YGL078C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C15499g', 'C_glabrata': 'CAGL0H03377g', 'C_albicans': 'orf19.4870'}"
Cluster1644,orf19.4870,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C15499g', 'C_glabrata': 'CAGL0H03377g', 'S_cerevisiae': 'gene-YGL078C'}"
Cluster1645,orf19.3962,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_A09669g', 'S_cerevisiae': 'gene-YMR290C', 'C_glabrata': 'CAGL0M13519g'}"
Cluster1645,gene:KLLA0_A09669g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.3962', 'S_cerevisiae': 'gene-YMR290C', 'C_glabrata': 'CAGL0M13519g'}"
Cluster1645,gene-YMR290C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.3962', 'K_lactis': 'gene:KLLA0_A09669g', 'C_glabrata': 'CAGL0M13519g'}"
Cluster1645,CAGL0M13519g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.3962', 'K_lactis': 'gene:KLLA0_A09669g', 'S_cerevisiae': 'gene-YMR290C'}"
Cluster1646,gene:KLLA0_F23716g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0L03846g', 'S_cerevisiae': 'gene-YNL112W', 'C_albicans': 'orf19.171'}"
Cluster1646,CAGL0L03846g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F23716g', 'S_cerevisiae': 'gene-YNL112W', 'C_albicans': 'orf19.171'}"
Cluster1646,gene-YNL112W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F23716g', 'C_glabrata': 'CAGL0L03846g', 'C_albicans': 'orf19.171'}"
Cluster1646,orf19.171,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F23716g', 'C_glabrata': 'CAGL0L03846g', 'S_cerevisiae': 'gene-YNL112W'}"
Cluster1648,CAGL0L10406g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YOR065W', 'K_lactis': 'gene:KLLA0_F16555g', 'C_albicans': 'orf19.3527'}"
Cluster1648,gene-YOR065W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0L10406g', 'K_lactis': 'gene:KLLA0_F16555g', 'C_albicans': 'orf19.3527'}"
Cluster1648,gene:KLLA0_F16555g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0L10406g', 'S_cerevisiae': 'gene-YOR065W', 'C_albicans': 'orf19.3527'}"
Cluster1648,orf19.3527,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0L10406g', 'S_cerevisiae': 'gene-YOR065W', 'K_lactis': 'gene:KLLA0_F16555g'}"
Cluster1650,orf19.4676,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C12639g', 'S_cerevisiae': 'gene-YKL053C-A', 'C_glabrata': 'CAGL0M13057g'}"
Cluster1650,gene:KLLA0_C12639g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.4676', 'S_cerevisiae': 'gene-YKL053C-A', 'C_glabrata': 'CAGL0M13057g'}"
Cluster1650,gene-YKL053C-A,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.4676', 'K_lactis': 'gene:KLLA0_C12639g', 'C_glabrata': 'CAGL0M13057g'}"
Cluster1650,CAGL0M13057g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.4676', 'K_lactis': 'gene:KLLA0_C12639g', 'S_cerevisiae': 'gene-YKL053C-A'}"
Cluster1651,orf19.7388,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E15313g', 'C_glabrata': 'CAGL0L05632g', 'S_cerevisiae': 'gene-YJL128C'}"
Cluster1651,gene:KLLA0_E15313g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.7388', 'C_glabrata': 'CAGL0L05632g', 'S_cerevisiae': 'gene-YJL128C'}"
Cluster1651,CAGL0L05632g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.7388', 'K_lactis': 'gene:KLLA0_E15313g', 'S_cerevisiae': 'gene-YJL128C'}"
Cluster1651,gene-YJL128C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.7388', 'K_lactis': 'gene:KLLA0_E15313g', 'C_glabrata': 'CAGL0L05632g'}"
Cluster1652,orf19.4723,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YDL045C', 'C_glabrata': 'CAGL0K01397g', 'K_lactis': 'gene:KLLA0_E13377g'}"
Cluster1652,gene-YDL045C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.4723', 'C_glabrata': 'CAGL0K01397g', 'K_lactis': 'gene:KLLA0_E13377g'}"
Cluster1652,CAGL0K01397g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.4723', 'S_cerevisiae': 'gene-YDL045C', 'K_lactis': 'gene:KLLA0_E13377g'}"
Cluster1652,gene:KLLA0_E13377g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.4723', 'S_cerevisiae': 'gene-YDL045C', 'C_glabrata': 'CAGL0K01397g'}"
Cluster1668,CAGL0H08459g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YBR096W', 'K_lactis': 'gene:KLLA0_B11968g', 'C_albicans': 'orf19.5777'}"
Cluster1668,gene-YBR096W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0H08459g', 'K_lactis': 'gene:KLLA0_B11968g', 'C_albicans': 'orf19.5777'}"
Cluster1668,gene:KLLA0_B11968g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0H08459g', 'S_cerevisiae': 'gene-YBR096W', 'C_albicans': 'orf19.5777'}"
Cluster1668,orf19.5777,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0H08459g', 'S_cerevisiae': 'gene-YBR096W', 'K_lactis': 'gene:KLLA0_B11968g'}"
Cluster1675,gene-YNL072W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0J10208g', 'K_lactis': 'gene:KLLA0_F04774g', 'C_albicans': 'orf19.6562'}"
Cluster1675,CAGL0J10208g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YNL072W', 'K_lactis': 'gene:KLLA0_F04774g', 'C_albicans': 'orf19.6562'}"
Cluster1675,gene:KLLA0_F04774g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YNL072W', 'C_glabrata': 'CAGL0J10208g', 'C_albicans': 'orf19.6562'}"
Cluster1675,orf19.6562,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YNL072W', 'C_glabrata': 'CAGL0J10208g', 'K_lactis': 'gene:KLLA0_F04774g'}"
Cluster1676,CAGL0G01210g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YLR351C', 'K_lactis': 'gene:KLLA0_A02453g', 'C_albicans': 'orf19.2351'}"
Cluster1676,gene-YLR351C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0G01210g', 'K_lactis': 'gene:KLLA0_A02453g', 'C_albicans': 'orf19.2351'}"
Cluster1676,gene:KLLA0_A02453g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0G01210g', 'S_cerevisiae': 'gene-YLR351C', 'C_albicans': 'orf19.2351'}"
Cluster1676,orf19.2351,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0G01210g', 'S_cerevisiae': 'gene-YLR351C', 'K_lactis': 'gene:KLLA0_A02453g'}"
Cluster1678,gene-YOR307C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0I09746g', 'K_lactis': 'gene:KLLA0_F08569g', 'C_albicans': 'orf19.4199'}"
Cluster1678,CAGL0I09746g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YOR307C', 'K_lactis': 'gene:KLLA0_F08569g', 'C_albicans': 'orf19.4199'}"
Cluster1678,gene:KLLA0_F08569g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YOR307C', 'C_glabrata': 'CAGL0I09746g', 'C_albicans': 'orf19.4199'}"
Cluster1678,orf19.4199,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YOR307C', 'C_glabrata': 'CAGL0I09746g', 'K_lactis': 'gene:KLLA0_F08569g'}"
Cluster1681,gene-YCL008C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0H03927g', 'K_lactis': 'gene:KLLA0_D04752g', 'C_albicans': 'orf19.2343'}"
Cluster1681,CAGL0H03927g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YCL008C', 'K_lactis': 'gene:KLLA0_D04752g', 'C_albicans': 'orf19.2343'}"
Cluster1681,gene:KLLA0_D04752g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YCL008C', 'C_glabrata': 'CAGL0H03927g', 'C_albicans': 'orf19.2343'}"
Cluster1681,orf19.2343,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YCL008C', 'C_glabrata': 'CAGL0H03927g', 'K_lactis': 'gene:KLLA0_D04752g'}"
Cluster1695,gene:KLLA0_E04379g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0J02728g', 'S_cerevisiae': 'gene-YER047C', 'C_albicans': 'orf19.7558'}"
Cluster1695,CAGL0J02728g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E04379g', 'S_cerevisiae': 'gene-YER047C', 'C_albicans': 'orf19.7558'}"
Cluster1695,gene-YER047C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E04379g', 'C_glabrata': 'CAGL0J02728g', 'C_albicans': 'orf19.7558'}"
Cluster1695,orf19.7558,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E04379g', 'C_glabrata': 'CAGL0J02728g', 'S_cerevisiae': 'gene-YER047C'}"
Cluster1696,CAGL0A02706g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YDR363W', 'K_lactis': 'gene:KLLA0_E21275g', 'C_albicans': 'orf19.2326'}"
Cluster1696,gene-YDR363W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0A02706g', 'K_lactis': 'gene:KLLA0_E21275g', 'C_albicans': 'orf19.2326'}"
