species1,gene1,species2,gene2,cluster_id
S. cerevisiae,gene-YKR058W,C. albicans,orf19.3325,Cluster12023
S. cerevisiae,gene-YJL137C,C. albicans,orf19.3325,Cluster12023
C. albicans,orf19.6654,S. cerevisiae,gene-YMR221C,Cluster12024
S. cerevisiae,gene-YMR221C,C. albicans,orf19.6316,Cluster12024
C. albicans,orf19.1203,S. cerevisiae,gene-YBL106C,Cluster12025
C. albicans,orf19.3615,S. cerevisiae,gene-YPL191C,Cluster12026
S. cerevisiae,gene-YKL020C,C. albicans,orf19.1751,Cluster12027
S. cerevisiae,gene-YOR356W,C. albicans,orf19.3175,Cluster12028
C. albicans,orf19.85,S. cerevisiae,gene-YIR037W,Cluster12030
C. albicans,orf19.86,S. cerevisiae,gene-YBR244W,Cluster12031
C. albicans,orf19.6627,S. cerevisiae,gene-YDR476C,Cluster12032
S. cerevisiae,gene-YDR234W,C. albicans,orf19.3846,Cluster12038
C. albicans,orf19.2128,S. cerevisiae,gene-YHL014C,Cluster12045
C. albicans,orf19.5142,S. cerevisiae,gene-YOR236W,Cluster12053
S. cerevisiae,gene-YJR047C,C. albicans,orf19.3426,Cluster12059
S. cerevisiae,gene-YEL034W,C. albicans,orf19.3426,Cluster12059
C. albicans,orf19.2191,S. cerevisiae,gene-YBR246W,Cluster12067
C. albicans,orf19.2073,S. cerevisiae,gene-YDR338C,Cluster12080
C. albicans,orf19.336,S. cerevisiae,gene-YPL252C,Cluster12088
S. cerevisiae,gene-YBL054W,C. albicans,orf19.2545,Cluster1210
S. cerevisiae,gene-YER088C,C. albicans,orf19.2545,Cluster1210
S. cerevisiae,gene-YMR008C,C. albicans,orf19.5102,Cluster12102
C. albicans,orf19.3764,S. cerevisiae,gene-YDR108W,Cluster12103
C. albicans,orf19.754,S. cerevisiae,gene-YBR025C,Cluster12105
S. cerevisiae,gene-YBR181C,C. albicans,orf19.4660,Cluster12107
S. cerevisiae,gene-YPL090C,C. albicans,orf19.4660,Cluster12107
C. albicans,orf19.3357,S. cerevisiae,gene-YHR059W,Cluster12110
S. cerevisiae,gene-YNL297C,C. albicans,orf19.4939,Cluster12112
C. albicans,orf19.3358,S. cerevisiae,gene-YOR142W,Cluster12114
C. albicans,orf19.4261,S. cerevisiae,gene-YPR041W,Cluster12126
S. cerevisiae,gene-YLL005C,C. albicans,orf19.1311,Cluster12151
S. cerevisiae,gene-YNL068C,C. albicans,orf19.2236,Cluster12152
S. cerevisiae,gene-YNL330C,C. albicans,orf19.2834,Cluster12153
S. cerevisiae,gene-YNL330C,C. albicans,orf19.6801,Cluster12153
C. albicans,orf19.7675,S. cerevisiae,gene-YGR076C,Cluster12154
C. albicans,orf19.1853,S. cerevisiae,gene-YNL031C,Cluster12156
C. albicans,orf19.1061,S. cerevisiae,gene-YBR010W,Cluster12157
C. albicans,orf19.5389,S. cerevisiae,gene-YIL131C,Cluster12158
S. cerevisiae,gene-YCR065W,C. albicans,orf19.4853,Cluster12159
C. albicans,orf19.1621,S. cerevisiae,gene-YER020W,Cluster12162
C. albicans,orf19.867,S. cerevisiae,gene-YGL160W,Cluster12165
S. cerevisiae,gene-YAL033W,C. albicans,orf19.275,Cluster12169
S. cerevisiae,gene-YMR315W,C. albicans,orf19.5525,Cluster12170
S. cerevisiae,gene-YDR446W,C. albicans,orf19.2332,Cluster12172
C. albicans,orf19.6036,S. cerevisiae,gene-YLR039C,Cluster12173
C. albicans,orf19.1283,S. cerevisiae,gene-YBR136W,Cluster12174
C. albicans,orf19.3008,S. cerevisiae,gene-YDR204W,Cluster12175
C. albicans,orf19.2739,S. cerevisiae,gene-YPR018W,Cluster12176
C. albicans,orf19.1560,S. cerevisiae,gene-YML069W,Cluster12177
C. albicans,orf19.5277,S. cerevisiae,gene-YGR072W,Cluster12178
S. cerevisiae,gene-YNL259C,C. albicans,orf19.2369.1,Cluster12179
S. cerevisiae,gene-YJL166W,C. albicans,orf19.4490.2,Cluster12180
S. cerevisiae,gene-YOR154W,C. albicans,orf19.4738,Cluster12181
C. albicans,orf19.5661,S. cerevisiae,gene-YHR076W,Cluster12194
C. albicans,orf19.2485,S. cerevisiae,gene-YER105C,Cluster12195
C. albicans,orf19.5869,S. cerevisiae,gene-YBR290W,Cluster12196
S. cerevisiae,gene-YBL035C,C. albicans,orf19.2796,Cluster12197
S. cerevisiae,gene-YDL043C,C. albicans,orf19.4724,Cluster12200
C. albicans,orf19.6253,S. cerevisiae,gene-YGR118W,Cluster12201
C. albicans,orf19.6253,S. cerevisiae,gene-YPR132W,Cluster12201
C. albicans,orf19.1532,S. cerevisiae,gene-YMR060C,Cluster12202
S. cerevisiae,gene-YMR113W,C. albicans,orf19.6908,Cluster12204
S. cerevisiae,gene-YJL108C,C. albicans,orf19.6527,Cluster12205
S. cerevisiae,gene-YLR328W,C. albicans,orf19.7499,Cluster12206
S. cerevisiae,gene-YOR201C,C. albicans,orf19.182,Cluster12207
S. cerevisiae,gene-YLR390W,C. albicans,orf19.6419.1,Cluster12213
C. albicans,orf19.5897,S. cerevisiae,gene-YBL104C,Cluster12216
C. albicans,orf19.5896,S. cerevisiae,gene-YMR244W,Cluster12217
C. albicans,orf19.5894,S. cerevisiae,gene-YEL023C,Cluster12218
C. albicans,orf19.5893,S. cerevisiae,gene-YEL024W,Cluster12219
C. albicans,orf19.6756,S. cerevisiae,gene-YGL198W,Cluster12221
S. cerevisiae,gene-YFL007W,C. albicans,orf19.2182,Cluster12222
C. albicans,orf19.718,S. cerevisiae,gene-YML043C,Cluster12223
C. albicans,orf19.4290,S. cerevisiae,gene-YHR106W,Cluster12224
C. albicans,orf19.4290,S. cerevisiae,gene-YDR353W,Cluster12224
C. albicans,orf19.56,S. cerevisiae,gene-YJL071W,Cluster12225
S. cerevisiae,gene-YML042W,C. albicans,orf19.4591,Cluster12228
C. albicans,orf19.4548,S. cerevisiae,gene-YCR019W,Cluster12229
C. albicans,orf19.6923,S. cerevisiae,gene-YML015C,Cluster12230
C. albicans,orf19.2754,S. cerevisiae,gene-YGR181W,Cluster12231
S. cerevisiae,gene-YLR083C,C. albicans,orf19.2746,Cluster12232
S. cerevisiae,gene-YDR107C,C. albicans,orf19.2746,Cluster12232
S. cerevisiae,gene-YNL242W,C. albicans,orf19.4119,Cluster12233
S. cerevisiae,gene-YMR128W,C. albicans,orf19.2090,Cluster12234
S. cerevisiae,gene-YGR205W,C. albicans,orf19.7345,Cluster12235
C. albicans,orf19.7578,S. cerevisiae,gene-YDR057W,Cluster12236
C. albicans,orf19.7588,S. cerevisiae,gene-YOR305W,Cluster12237
S. cerevisiae,gene-YMR238W,C. albicans,orf19.2075,Cluster12239
C. albicans,orf19.2755,S. cerevisiae,gene-YBL041W,Cluster12240
C. albicans,orf19.3673,S. cerevisiae,gene-YDR246W,Cluster12241
C. albicans,orf19.238,S. cerevisiae,gene-YKR066C,Cluster12242
S. cerevisiae,gene-YGR138C,C. albicans,orf19.4737,Cluster12243
S. cerevisiae,gene-YDR305C,C. albicans,orf19.7419,Cluster12245
C. albicans,orf19.7179,S. cerevisiae,gene-YEL030W,Cluster12254
C. albicans,orf19.2041,S. cerevisiae,gene-YKR008W,Cluster12255
S. cerevisiae,gene-YJL034W,C. albicans,orf19.2013,Cluster12256
C. albicans,orf19.5516,S. cerevisiae,gene-YPL210C,Cluster12259
S. cerevisiae,gene-YMR247C,C. albicans,orf19.1217,Cluster12261
S. cerevisiae,gene-YIL144W,C. albicans,orf19.2827,Cluster12274
C. albicans,orf19.5519,S. cerevisiae,gene-YDR019C,Cluster12280
S. cerevisiae,gene-YDL155W,C. albicans,orf19.7186,Cluster12282
S. cerevisiae,gene-YLR210W,C. albicans,orf19.7186,Cluster12282
C. albicans,orf19.2245,S. cerevisiae,gene-YML001W,Cluster12285
C. albicans,orf19.2843,S. cerevisiae,gene-YPR165W,Cluster12286
C. albicans,orf19.5006,S. cerevisiae,gene-YAL044C,Cluster12287
S. cerevisiae,gene-YNL138W,C. albicans,orf19.505,Cluster12288
C. albicans,orf19.5903,S. cerevisiae,gene-YOR301W,Cluster12289
S. cerevisiae,gene-YDR453C,C. albicans,orf19.7398.1,Cluster12290
C. albicans,orf19.7417,S. cerevisiae,gene-YML028W,Cluster12291
S. cerevisiae,gene-YLR445W,C. albicans,orf19.4741,Cluster12292
S. cerevisiae,gene-YOL142W,C. albicans,orf19.3304,Cluster12293
C. albicans,orf19.4931,S. cerevisiae,gene-YNL247W,Cluster12294
C. albicans,orf19.2364,S. cerevisiae,gene-YBR084W,Cluster12296
C. albicans,orf19.1670,S. cerevisiae,gene-YPL084W,Cluster12297
C. albicans,orf19.3534,S. cerevisiae,gene-YIL118W,Cluster12298
C. albicans,orf19.5487,S. cerevisiae,gene-YLR274W,Cluster12299
C. albicans,orf19.5220,S. cerevisiae,gene-YOL080C,Cluster12300
S. cerevisiae,gene-YGL219C,C. albicans,orf19.1826,Cluster12301
C. albicans,orf19.3211,S. cerevisiae,gene-YNL290W,Cluster12302
S. cerevisiae,gene-YOL049W,C. albicans,orf19.6404,Cluster12303
C. albicans,orf19.6411,S. cerevisiae,gene-YLR386W,Cluster12304
C. albicans,orf19.4726,S. cerevisiae,gene-YDR373W,Cluster12305
S. cerevisiae,gene-YIL150C,C. albicans,orf19.4441,Cluster12306
C. albicans,orf19.1744,S. cerevisiae,gene-YOR278W,Cluster12307
S. cerevisiae,gene-YMR218C,C. albicans,orf19.1265,Cluster12308
C. albicans,orf19.7265,S. cerevisiae,gene-YFR005C,Cluster12309
S. cerevisiae,gene-YPR011C,C. albicans,orf19.804,Cluster1231
S. cerevisiae,gene-YCL002C,C. albicans,orf19.7073,Cluster12310
C. albicans,orf19.5244,S. cerevisiae,gene-YKL165C,Cluster12311
S. cerevisiae,gene-YKL024C,C. albicans,orf19.5195,Cluster12314
C. albicans,orf19.7391,S. cerevisiae,gene-YGL038C,Cluster12315
C. albicans,orf19.3000,S. cerevisiae,gene-YML065W,Cluster12317
S. cerevisiae,gene-YML109W,C. albicans,orf19.3823,Cluster12318
C. albicans,orf19.3823,S. cerevisiae,gene-YMR273C,Cluster12318
C. albicans,orf19.5321,S. cerevisiae,gene-YPL023C,Cluster12324
C. albicans,orf19.5270,S. cerevisiae,gene-YJR111C,Cluster12325
C. albicans,orf19.5278,S. cerevisiae,gene-YJR111C,Cluster12325
C. albicans,orf19.2563,S. cerevisiae,gene-YMR268C,Cluster12327
C. albicans,orf19.3701,S. cerevisiae,gene-YLR392C,Cluster12328
C. albicans,orf19.3685,S. cerevisiae,gene-YNL201C,Cluster12329
C. albicans,orf19.5420,S. cerevisiae,gene-YEL050C,Cluster12330
S. cerevisiae,gene-YLR430W,C. albicans,orf19.5938,Cluster12333
C. albicans,orf19.4805,S. cerevisiae,gene-YMR266W,Cluster12335
C. albicans,orf19.151,S. cerevisiae,gene-YKL174C,Cluster12337
C. albicans,orf19.7258,S. cerevisiae,gene-YER143W,Cluster12338
S. cerevisiae,gene-YLR167W,C. albicans,orf19.3087,Cluster12339
S. cerevisiae,gene-YGR174C,C. albicans,orf19.392,Cluster12340
C. albicans,orf19.5342.1,S. cerevisiae,gene-YKL186C,Cluster12341
S. cerevisiae,gene-YLR216C,C. albicans,orf19.7654,Cluster12342
S. cerevisiae,gene-YDL142C,C. albicans,orf19.6100,Cluster12344
S. cerevisiae,gene-YDR468C,C. albicans,orf19.3898,Cluster12345
S. cerevisiae,gene-YIL138C,C. albicans,orf19.6414.3,Cluster12349
C. albicans,orf19.6414.3,S. cerevisiae,gene-YNL079C,Cluster12349
C. albicans,orf19.5201,S. cerevisiae,gene-YER050C,Cluster12365
S. cerevisiae,gene-YDL229W,C. albicans,orf19.6367,Cluster12366
S. cerevisiae,gene-YNL209W,C. albicans,orf19.6367,Cluster12366
C. albicans,orf19.655,S. cerevisiae,gene-YML123C,Cluster12370
S. cerevisiae,gene-YKL012W,C. albicans,orf19.3250,Cluster12371
S. cerevisiae,gene-YJR116W,C. albicans,orf19.3051,Cluster12375
C. albicans,orf19.1069,S. cerevisiae,gene-YDL020C,Cluster12381
S. cerevisiae,gene-YER078C,C. albicans,orf19.354,Cluster12391
S. cerevisiae,gene-YLR288C,C. albicans,orf19.5485,Cluster12392
C. albicans,orf19.6795,S. cerevisiae,gene-YBR111W-A,Cluster12393
S. cerevisiae,gene-YDR415C,C. albicans,orf19.2484,Cluster12396
C. albicans,orf19.2857,S. cerevisiae,gene-YIL143C,Cluster12398
C. albicans,orf19.713,S. cerevisiae,gene-YMR074C,Cluster12399
C. albicans,orf19.3541,S. cerevisiae,gene-YBR143C,Cluster12400
S. cerevisiae,gene-YGR078C,C. albicans,orf19.5985,Cluster12401
S. cerevisiae,gene-YNL088W,C. albicans,orf19.2873,Cluster12403
C. albicans,orf19.7343,S. cerevisiae,gene-YPR178W,Cluster12404
S. cerevisiae,gene-YGL128C,C. albicans,orf19.3785,Cluster12406
C. albicans,orf19.1228,S. cerevisiae,gene-YGL237C,Cluster12407
C. albicans,orf19.5418,S. cerevisiae,gene-YIL039W,Cluster12408
C. albicans,orf19.3861,S. cerevisiae,gene-YNL007C,Cluster12409
S. cerevisiae,gene-YJR097W,C. albicans,orf19.2018,Cluster12411
C. albicans,orf19.1646,S. cerevisiae,gene-YPR112C,Cluster12412
S. cerevisiae,gene-YNL275W,C. albicans,orf19.2898,Cluster12413
C. albicans,orf19.5168,S. cerevisiae,gene-YOL022C,Cluster12414
S. cerevisiae,gene-YDR068W,C. albicans,orf19.5030,Cluster12415
S. cerevisiae,gene-YFR029W,C. albicans,orf19.4535,Cluster12416
S. cerevisiae,gene-YDR470C,C. albicans,orf19.3900,Cluster12417
S. cerevisiae,gene-YLR405W,C. albicans,orf19.966,Cluster12418
C. albicans,orf19.2341,S. cerevisiae,gene-YDL125C,Cluster12419
C. albicans,orf19.2651,S. cerevisiae,gene-YGR201C,Cluster12420
C. albicans,orf19.2651,S. cerevisiae,gene-YKL081W,Cluster12420
C. albicans,orf19.6512,S. cerevisiae,gene-YJL085W,Cluster12421
S. cerevisiae,gene-YBR043C,C. albicans,orf19.136,Cluster12422
S. cerevisiae,gene-YAR007C,C. albicans,orf19.2093,Cluster12423
C. albicans,orf19.7308,S. cerevisiae,gene-YML124C,Cluster12424
C. albicans,orf19.7308,S. cerevisiae,gene-YML085C,Cluster12424
C. albicans,orf19.1083,S. cerevisiae,gene-YMR132C,Cluster12425
C. albicans,orf19.273,S. cerevisiae,gene-YNL156C,Cluster12426
C. albicans,orf19.273,S. cerevisiae,gene-YHR133C,Cluster12426
C. albicans,orf19.801,S. cerevisiae,gene-YPL128C,Cluster12427
S. cerevisiae,gene-YBR070C,C. albicans,orf19.5363,Cluster12428
C. albicans,orf19.2778,S. cerevisiae,gene-YKL014C,Cluster12429
S. cerevisiae,gene-YAL039C,C. albicans,orf19.1957,Cluster12430
C. albicans,orf19.3797,S. cerevisiae,gene-YDL202W,Cluster12431
C. albicans,orf19.3695,S. cerevisiae,gene-YHR123W,Cluster12432
C. albicans,orf19.3695,S. cerevisiae,gene-YNL130C,Cluster12432
S. cerevisiae,gene-YOL070C,C. albicans,orf19.4349,Cluster12433
C. albicans,orf19.300,S. cerevisiae,gene-YEL071W,Cluster12434
C. albicans,orf19.300,S. cerevisiae,gene-YDL178W,Cluster12434
S. cerevisiae,gene-YNL219C,C. albicans,orf19.4442,Cluster12435
S. cerevisiae,gene-YMR053C,C. albicans,orf19.314,Cluster12436
S. cerevisiae,gene-YKL072W,C. albicans,orf19.314,Cluster12436
S. cerevisiae,gene-YPL145C,C. albicans,orf19.6883,Cluster12437
S. cerevisiae,gene-YOR237W,C. albicans,orf19.6883,Cluster12437
C. albicans,orf19.4898,S. cerevisiae,gene-YER004W,Cluster12438
S. cerevisiae,gene-YKL195W,C. albicans,orf19.2977,Cluster12439
C. albicans,orf19.4883,S. cerevisiae,gene-YBR203W,Cluster12440
S. cerevisiae,gene-YLR290C,C. albicans,orf19.7092,Cluster12443
C. albicans,orf19.3964,S. cerevisiae,gene-YLR015W,Cluster12446
S. cerevisiae,gene-YDR440W,C. albicans,orf19.7402,Cluster1245
C. albicans,orf19.4195.1,S. cerevisiae,gene-YPR062W,Cluster12456
C. albicans,orf19.4518,S. cerevisiae,gene-YPL150W,Cluster12457
S. cerevisiae,gene-YDR346C,C. albicans,orf19.6068,Cluster12458
S. cerevisiae,gene-YML068W,C. albicans,orf19.5942,Cluster12459
S. cerevisiae,gene-YGR082W,C. albicans,orf19.2953,Cluster1246
C. albicans,orf19.4882,S. cerevisiae,gene-YKR062W,Cluster12460
C. albicans,orf19.3133,S. cerevisiae,gene-YIL155C,Cluster1247
C. albicans,orf19.2951,S. cerevisiae,gene-YJR139C,Cluster12470
S. cerevisiae,gene-YBR028C,C. albicans,orf19.6275,Cluster12472
C. albicans,orf19.4850,S. cerevisiae,gene-YPL260W,Cluster1248
C. albicans,orf19.4851,S. cerevisiae,gene-YKL028W,Cluster1249
S. cerevisiae,gene-YPL092W,C. albicans,orf19.1867,Cluster12498
S. cerevisiae,gene-YDL200C,C. albicans,orf19.3108,Cluster1250
S. cerevisiae,gene-YPL126W,C. albicans,orf19.2688,Cluster1251
S. cerevisiae,gene-YIR011C,C. albicans,orf19.4849,Cluster1252
C. albicans,orf19.3086,S. cerevisiae,gene-YLR166C,Cluster12523
C. albicans,orf19.4015,S. cerevisiae,gene-YHR005C,Cluster12525
S. cerevisiae,gene-YFR006W,C. albicans,orf19.7263,Cluster12526
S. cerevisiae,gene-YDL115C,C. albicans,orf19.6498,Cluster1254
S. cerevisiae,gene-YMR062C,C. albicans,orf19.6500,Cluster1255
C. albicans,orf19.28,S. cerevisiae,gene-YGR096W,Cluster1256
S. cerevisiae,gene-YOR228C,C. albicans,orf19.6550,Cluster1257
C. albicans,orf19.6387,S. cerevisiae,gene-YLL026W,Cluster1258
S. cerevisiae,gene-YDR169C,C. albicans,orf19.203,Cluster130
C. albicans,orf19.4464,S. cerevisiae,gene-YMR059W,Cluster1316
C. albicans,orf19.5229,S. cerevisiae,gene-YOL021C,Cluster1317
S. cerevisiae,gene-YMR287C,C. albicans,orf19.3624,Cluster1318
C. albicans,orf19.4862.2,S. cerevisiae,gene-YDR079W,Cluster1319
S. cerevisiae,gene-YDR404C,C. albicans,orf19.3347,Cluster1320
S. cerevisiae,gene-YBR120C,C. albicans,orf19.2201,Cluster1322
S. cerevisiae,gene-YJR095W,C. albicans,orf19.3931,Cluster1323
C. albicans,orf19.7466,S. cerevisiae,gene-YNR016C,Cluster1324
C. albicans,orf19.7466,S. cerevisiae,gene-YMR207C,Cluster1324
S. cerevisiae,gene-YPL107W,C. albicans,orf19.4600,Cluster1325
S. cerevisiae,gene-YOR056C,C. albicans,orf19.6955,Cluster1326
C. albicans,orf19.2768,S. cerevisiae,gene-YGL156W,Cluster1327
C. albicans,orf19.1555,S. cerevisiae,gene-YDR159W,Cluster1328
S. cerevisiae,gene-YBR122C,C. albicans,orf19.3205,Cluster1329
C. albicans,orf19.6044,S. cerevisiae,gene-YFL034C-B,Cluster1330
S. cerevisiae,gene-YDR012W,C. albicans,orf19.7217,Cluster1331
S. cerevisiae,gene-YBR031W,C. albicans,orf19.7217,Cluster1331
C. albicans,orf19.670,S. cerevisiae,gene-YDR510W,Cluster1332
S. cerevisiae,gene-YKL211C,C. albicans,orf19.5243,Cluster1333
C. albicans,orf19.4174,S. cerevisiae,gene-YAL022C,Cluster1334
C. albicans,orf19.74,S. cerevisiae,gene-YDR166C,Cluster1335
S. cerevisiae,gene-YLR398C,C. albicans,orf19.6425,Cluster1336
C. albicans,orf19.1676,S. cerevisiae,gene-YDL183C,Cluster1337
C. albicans,orf19.6034,S. cerevisiae,gene-YFL037W,Cluster1338
C. albicans,orf19.3293,S. cerevisiae,gene-YDL015C,Cluster1361
C. albicans,orf19.3265,S. cerevisiae,gene-YDR120C,Cluster1362
C. albicans,orf19.3034,S. cerevisiae,gene-YDR091C,Cluster1363
S. cerevisiae,gene-YLR243W,C. albicans,orf19.3130,Cluster1364
S. cerevisiae,gene-YDR225W,C. albicans,orf19.6924,Cluster1365
C. albicans,orf19.1051,S. cerevisiae,gene-YBL003C,Cluster1366
S. cerevisiae,gene-YGL124C,C. albicans,orf19.478,Cluster1367
C. albicans,orf19.327,S. cerevisiae,gene-YOL012C,Cluster1368
C. albicans,orf19.1112,S. cerevisiae,gene-YMR237W,Cluster1369
S. cerevisiae,gene-YKL069W,C. albicans,orf19.5553,Cluster137
S. cerevisiae,gene-YLL050C,C. albicans,orf19.953.1,Cluster1370
C. albicans,orf19.5984,S. cerevisiae,gene-YOL073C,Cluster1375
S. cerevisiae,gene-YGR284C,C. albicans,orf19.4579,Cluster1380
S. cerevisiae,gene-YDR419W,C. albicans,orf19.866,Cluster1393
C. albicans,orf19.5341,S. cerevisiae,gene-YJR145C,Cluster1399
S. cerevisiae,gene-YHR170W,C. albicans,orf19.706,Cluster1401
C. albicans,orf19.671,S. cerevisiae,gene-YDR505C,Cluster1402
S. cerevisiae,gene-YLR177W,C. albicans,orf19.7027,Cluster1403
S. cerevisiae,gene-YHR203C,C. albicans,orf19.3354,Cluster1404
S. cerevisiae,gene-YMR033W,C. albicans,orf19.2507,Cluster1405
C. albicans,orf19.4107,S. cerevisiae,gene-YHR201C,Cluster1406
C. albicans,orf19.7387,S. cerevisiae,gene-YPL086C,Cluster1407
S. cerevisiae,gene-YKL007W,C. albicans,orf19.3235,Cluster1408
C. albicans,orf19.5805,S. cerevisiae,gene-YDL174C,Cluster144
C. albicans,orf19.6043,S. cerevisiae,gene-YDL174C,Cluster144
S. cerevisiae,gene-YDL171C,C. albicans,orf19.6257,Cluster1440
C. albicans,orf19.4844,S. cerevisiae,gene-YDL175C,Cluster1441
C. albicans,orf19.2473,S. cerevisiae,gene-YML127W,Cluster1448
C. albicans,orf19.4967,S. cerevisiae,gene-YLL018C-A,Cluster1449
C. albicans,orf19.1435,S. cerevisiae,gene-YPR080W,Cluster145
S. cerevisiae,gene-YPR016C,C. albicans,orf19.1815,Cluster1450
C. albicans,orf19.1195,S. cerevisiae,gene-YKL134C,Cluster1452
S. cerevisiae,gene-YGR247W,C. albicans,orf19.703,Cluster1453
S. cerevisiae,gene-YNL075W,C. albicans,orf19.603,Cluster1454
C. albicans,orf19.2665,S. cerevisiae,gene-YDR335W,Cluster1455
C. albicans,orf19.500,S. cerevisiae,gene-YNL062C,Cluster1456
S. cerevisiae,gene-YHR097C,C. albicans,orf19.1658,Cluster1458
S. cerevisiae,gene-YDR348C,C. albicans,orf19.1658,Cluster1458
C. albicans,orf19.6462,S. cerevisiae,gene-YKL207W,Cluster1459
C. albicans,orf19.6002,S. cerevisiae,gene-YHL033C,Cluster149
S. cerevisiae,gene-YKL064W,C. albicans,orf19.5667,Cluster1493
C. albicans,orf19.3769,S. cerevisiae,gene-YNR039C,Cluster1497
S. cerevisiae,gene-YJL097W,C. albicans,orf19.5157,Cluster1498
S. cerevisiae,gene-YLL045C,C. albicans,orf19.2311,Cluster150
S. cerevisiae,gene-YDR522C,C. albicans,orf19.4955,Cluster151
S. cerevisiae,gene-YCL048W,C. albicans,orf19.4955,Cluster151
C. albicans,orf19.3251,S. cerevisiae,gene-YKL013C,Cluster1519
S. cerevisiae,gene-YMR314W,C. albicans,orf19.7178,Cluster152
S. cerevisiae,gene-YGL092W,C. albicans,orf19.748,Cluster1520
C. albicans,orf19.7433,S. cerevisiae,gene-YKL068W,Cluster1521
C. albicans,orf19.7433,S. cerevisiae,gene-YMR047C,Cluster1521
S. cerevisiae,gene-YDR085C,C. albicans,orf19.3635,Cluster154
S. cerevisiae,gene-YER158C,C. albicans,orf19.3635,Cluster154
C. albicans,orf19.6127,S. cerevisiae,gene-YFL018C,Cluster155
C. albicans,orf19.3404,S. cerevisiae,gene-YJL149W,Cluster156
S. cerevisiae,gene-YOR346W,C. albicans,orf19.4412,Cluster1560
C. albicans,orf19.5269.1,S. cerevisiae,gene-YPR170W-B,Cluster1561
S. cerevisiae,gene-YDR202C,C. albicans,orf19.5559,Cluster1562
S. cerevisiae,gene-YNL162W-A,C. albicans,orf19.4450.2,Cluster1563
C. albicans,orf19.6582,S. cerevisiae,gene-YOR362C,Cluster1564
S. cerevisiae,gene-YJL063C,C. albicans,orf19.6129,Cluster1565
S. cerevisiae,gene-YDL136W,C. albicans,orf19.5964.2,Cluster1566
S. cerevisiae,gene-YDL191W,C. albicans,orf19.5964.2,Cluster1566
C. albicans,orf19.3822,S. cerevisiae,gene-YMR272C,Cluster1567
C. albicans,orf19.6537,S. cerevisiae,gene-YPL233W,Cluster1568
C. albicans,orf19.1738.1,S. cerevisiae,gene-YOR265W,Cluster1569
C. albicans,orf19.7154,S. cerevisiae,gene-YJL069C,Cluster1570
S. cerevisiae,gene-YDL114W,C. albicans,orf19.2899,Cluster1571
S. cerevisiae,gene-YJR077C,C. albicans,orf19.4885,Cluster1572
S. cerevisiae,gene-YOR246C,C. albicans,orf19.4521,Cluster1573
S. cerevisiae,gene-YNL202W,C. albicans,orf19.4157,Cluster1574
S. cerevisiae,gene-YKR009C,C. albicans,orf19.1288,Cluster1575
C. albicans,orf19.6167,S. cerevisiae,gene-YIL124W,Cluster1576
S. cerevisiae,gene-YIR036C,C. albicans,orf19.5194.1,Cluster1577
C. albicans,orf19.6837,S. cerevisiae,gene-YIR035C,Cluster1578
C. albicans,orf19.5646,S. cerevisiae,gene-YPL034W,Cluster1582
S. cerevisiae,gene-YBR004C,C. albicans,orf19.1063,Cluster1584
S. cerevisiae,gene-YMR260C,C. albicans,orf19.5351,Cluster1588
S. cerevisiae,gene-YKR093W,C. albicans,orf19.6937,Cluster1600
S. cerevisiae,gene-YOR204W,C. albicans,orf19.7392,Cluster162
S. cerevisiae,gene-YPL119C,C. albicans,orf19.7392,Cluster162
C. albicans,orf19.6197,S. cerevisiae,gene-YDL160C,Cluster163
S. cerevisiae,gene-YDR435C,C. albicans,orf19.6377,Cluster1632
C. albicans,orf19.2994.1,S. cerevisiae,gene-YMR143W,Cluster1633
C. albicans,orf19.5165,S. cerevisiae,gene-YNR029C,Cluster1634
S. cerevisiae,gene-YOL141W,C. albicans,orf19.3303,Cluster1635
S. cerevisiae,gene-YMR261C,C. albicans,orf19.5348,Cluster1638
C. albicans,orf19.5991,S. cerevisiae,gene-YDL031W,Cluster164
C. albicans,orf19.6902,S. cerevisiae,gene-YKR024C,Cluster165
C. albicans,orf19.3756,S. cerevisiae,gene-YGL171W,Cluster166
S. cerevisiae,gene-YBL002W,C. albicans,orf19.1052,Cluster167
S. cerevisiae,gene-YDR224C,C. albicans,orf19.6925,Cluster168
C. albicans,orf19.7620,S. cerevisiae,gene-YOR148C,Cluster169
S. cerevisiae,gene-YJL003W,C. albicans,orf19.7665,Cluster1708
S. cerevisiae,gene-YGR097W,C. albicans,orf19.4043,Cluster171
S. cerevisiae,gene-YPR115W,C. albicans,orf19.4043,Cluster171
C. albicans,orf19.3774.1,S. cerevisiae,gene-YNR032C-A,Cluster1710
C. albicans,orf19.3934,S. cerevisiae,gene-YPL111W,Cluster1711
S. cerevisiae,gene-YAL067C,C. albicans,orf19.700,Cluster1712
C. albicans,orf19.6907,S. cerevisiae,gene-YDL156W,Cluster1713
C. albicans,orf19.7187,S. cerevisiae,gene-YIL070C,Cluster1714
S. cerevisiae,gene-YFL034C-A,C. albicans,orf19.1409.1,Cluster1715
S. cerevisiae,gene-YLR061W,C. albicans,orf19.1409.1,Cluster1715
S. cerevisiae,gene-YPR040W,C. albicans,orf19.3937,Cluster1716
S. cerevisiae,gene-YGR116W,C. albicans,orf19.7136,Cluster1717
C. albicans,orf19.6862,S. cerevisiae,gene-YHR197W,Cluster1718
