species1,gene1,species2,gene2,cluster_id
S. cerevisiae,gene-YKL018W,K. lactis,gene:KLLA0_E18063g,Cluster11947
K. lactis,gene:KLLA0_F15906g,S. cerevisiae,gene-YAL020C,Cluster11948
S. cerevisiae,gene-YER005W,K. lactis,gene:KLLA0_D13662g,Cluster11949
S. cerevisiae,gene-YAL032C,K. lactis,gene:KLLA0_F02475g,Cluster1195
S. cerevisiae,gene-YGL212W,K. lactis,gene:KLLA0_A01672g,Cluster11950
S. cerevisiae,gene-YOL026C,K. lactis,gene:KLLA0_B11814g,Cluster11952
S. cerevisiae,gene-YCL018W,K. lactis,gene:KLLA0_D04906g,Cluster11955
K. lactis,gene:KLLA0_C12419g,S. cerevisiae,gene-YDR493W,Cluster11956
K. lactis,gene:KLLA0_F17413g,S. cerevisiae,gene-YLR033W,Cluster11958
K. lactis,gene:KLLA0_F02431g,S. cerevisiae,gene-YOR335C,Cluster1196
K. lactis,gene:KLLA0_C10923g,S. cerevisiae,gene-YLR014C,Cluster11968
S. cerevisiae,gene-YER128W,K. lactis,gene:KLLA0_E13663g,Cluster11969
S. cerevisiae,gene-YDL189W,K. lactis,gene:KLLA0_F05291g,Cluster1197
K. lactis,gene:KLLA0_E05721g,S. cerevisiae,gene-YBL046W,Cluster11970
K. lactis,gene:KLLA0_A09251g,S. cerevisiae,gene-YHR178W,Cluster11972
K. lactis,gene:KLLA0_D07029g,S. cerevisiae,gene-YPL133C,Cluster11973
K. lactis,gene:KLLA0_B04620g,S. cerevisiae,gene-YML076C,Cluster11974
S. cerevisiae,gene-YFL021W,K. lactis,gene:KLLA0_A01342g,Cluster11976
K. lactis,gene:KLLA0_F21296g,S. cerevisiae,gene-YJL110C,Cluster11977
K. lactis,gene:KLLA0_F21296g,S. cerevisiae,gene-YKR034W,Cluster11977
S. cerevisiae,gene-YIR013C,K. lactis,gene:KLLA0_F25300g,Cluster11979
S. cerevisiae,gene-YBR094W,K. lactis,gene:KLLA0_B12012g,Cluster1198
K. lactis,gene:KLLA0_C18161g,S. cerevisiae,gene-YLR326W,Cluster11980
K. lactis,gene:KLLA0_E01805g,S. cerevisiae,gene-YIL169C,Cluster11981
S. cerevisiae,gene-YLR013W,K. lactis,gene:KLLA0_F17116g,Cluster11982
K. lactis,gene:KLLA0_F17116g,S. cerevisiae,gene-YCR018C,Cluster11982
S. cerevisiae,gene-YOR020W-A,K. lactis,gene:KLLA0_E09329g,Cluster11983
K. lactis,gene:KLLA0_E17821g,S. cerevisiae,gene-YMR297W,Cluster11984
S. cerevisiae,gene-YMR297W,K. lactis,gene:KLLA0_A09977g,Cluster11984
K. lactis,gene:KLLA0_C08349g,S. cerevisiae,gene-YER057C,Cluster11985
K. lactis,gene:KLLA0_C08349g,S. cerevisiae,gene-YIL051C,Cluster11985
K. lactis,gene:KLLA0_F09163g,S. cerevisiae,gene-YGL185C,Cluster11986
S. cerevisiae,gene-YLR299W,K. lactis,gene:KLLA0_C05236g,Cluster11987
S. cerevisiae,gene-YKL143W,K. lactis,gene:KLLA0_E13729g,Cluster11988
K. lactis,gene:KLLA0_F16555g,S. cerevisiae,gene-YOR065W,Cluster11989
K. lactis,gene:KLLA0_F19844g,S. cerevisiae,gene-YLR104W,Cluster1199
S. cerevisiae,gene-YDL141W,K. lactis,gene:KLLA0_F05049g,Cluster11990
K. lactis,gene:KLLA0_F13134g,S. cerevisiae,gene-YLR226W,Cluster11992
S. cerevisiae,gene-YHR120W,K. lactis,gene:KLLA0_F24156g,Cluster12000
S. cerevisiae,gene-YPL241C,K. lactis,gene:KLLA0_D12936g,Cluster12013
S. cerevisiae,gene-YLR116W,K. lactis,gene:KLLA0_F18018g,Cluster12017
S. cerevisiae,gene-YPL100W,K. lactis,gene:KLLA0_E24333g,Cluster12019
K. lactis,gene:KLLA0_D00616g,S. cerevisiae,gene-YPL267W,Cluster1202
K. lactis,gene:KLLA0_D03905g,S. cerevisiae,gene-YKL026C,Cluster12022
K. lactis,gene:KLLA0_A05709g,S. cerevisiae,gene-YKR058W,Cluster12023
K. lactis,gene:KLLA0_A05709g,S. cerevisiae,gene-YJL137C,Cluster12023
K. lactis,gene:KLLA0_C07040g,S. cerevisiae,gene-YMR221C,Cluster12024
S. cerevisiae,gene-YPL191C,K. lactis,gene:KLLA0_E19273g,Cluster12026
K. lactis,gene:KLLA0_E17953g,S. cerevisiae,gene-YKL020C,Cluster12027
K. lactis,gene:KLLA0_C12991g,S. cerevisiae,gene-YOR356W,Cluster12028
S. cerevisiae,gene-YMR198W,K. lactis,gene:KLLA0_B10329g,Cluster1203
S. cerevisiae,gene-YPL253C,K. lactis,gene:KLLA0_B10329g,Cluster1203
K. lactis,gene:KLLA0_F06732g,S. cerevisiae,gene-YIR037W,Cluster12030
S. cerevisiae,gene-YDR476C,K. lactis,gene:KLLA0_F02640g,Cluster12032
K. lactis,gene:KLLA0_C15125g,S. cerevisiae,gene-YDR234W,Cluster12038
S. cerevisiae,gene-YOR372C,K. lactis,gene:KLLA0_F00396g,Cluster12041
S. cerevisiae,gene-YHL014C,K. lactis,gene:KLLA0_F25564g,Cluster12045
S. cerevisiae,gene-YOR236W,K. lactis,gene:KLLA0_D07458g,Cluster12053
S. cerevisiae,gene-YJR047C,K. lactis,gene:KLLA0_E22199g,Cluster12059
S. cerevisiae,gene-YEL034W,K. lactis,gene:KLLA0_E22199g,Cluster12059
K. lactis,gene:KLLA0_F06688g,S. cerevisiae,gene-YBR246W,Cluster12067
K. lactis,gene:KLLA0_B10395g,S. cerevisiae,gene-YBR250W,Cluster1208
S. cerevisiae,gene-YDR338C,K. lactis,gene:KLLA0_A06952g,Cluster12080
S. cerevisiae,gene-YPL252C,K. lactis,gene:KLLA0_B10307g,Cluster12088
S. cerevisiae,gene-YGR075C,K. lactis,gene:KLLA0_D03795g,Cluster12098
K. lactis,gene:KLLA0_E19933g,S. cerevisiae,gene-YBL054W,Cluster1210
K. lactis,gene:KLLA0_E19933g,S. cerevisiae,gene-YER088C,Cluster1210
S. cerevisiae,gene-YLR007W,K. lactis,gene:KLLA0_E09483g,Cluster12101
K. lactis,gene:KLLA0_C05940g,S. cerevisiae,gene-YMR008C,Cluster12102
S. cerevisiae,gene-YDR108W,K. lactis,gene:KLLA0_F18953g,Cluster12103
K. lactis,gene:KLLA0_D03608g,S. cerevisiae,gene-YBR025C,Cluster12105
K. lactis,gene:KLLA0_E24047g,S. cerevisiae,gene-YBR181C,Cluster12107
K. lactis,gene:KLLA0_E24047g,S. cerevisiae,gene-YPL090C,Cluster12107
S. cerevisiae,gene-YHR059W,K. lactis,gene:KLLA0_C10164g,Cluster12110
K. lactis,gene:KLLA0_B07271g,S. cerevisiae,gene-YNCG0022W,Cluster12111
S. cerevisiae,gene-YNL297C,K. lactis,gene:KLLA0_A07425g,Cluster12112
S. cerevisiae,gene-YOR142W,K. lactis,gene:KLLA0_E03235g,Cluster12114
S. cerevisiae,gene-YPR041W,K. lactis,gene:KLLA0_E06095g,Cluster12126
K. lactis,gene:KLLA0_A03003g,S. cerevisiae,gene-YFR008W,Cluster12132
K. lactis,gene:KLLA0_E01695g,S. cerevisiae,gene-YMR163C,Cluster12135
K. lactis,gene:KLLA0_F15807g,S. cerevisiae,gene-YLL005C,Cluster12151
K. lactis,gene:KLLA0_F04631g,S. cerevisiae,gene-YNL068C,Cluster12152
S. cerevisiae,gene-YNL330C,K. lactis,gene:KLLA0_E01981g,Cluster12153
S. cerevisiae,gene-YGR076C,K. lactis,gene:KLLA0_D03817g,Cluster12154
K. lactis,gene:KLLA0_E08625g,S. cerevisiae,gene-YNL031C,Cluster12156
S. cerevisiae,gene-YBR010W,K. lactis,gene:KLLA0_E17623g,Cluster12157
K. lactis,gene:KLLA0_C08778g,S. cerevisiae,gene-YCR065W,Cluster12159
S. cerevisiae,gene-YER020W,K. lactis,gene:KLLA0_D10956g,Cluster12162
S. cerevisiae,gene-YAL033W,K. lactis,gene:KLLA0_F02453g,Cluster12169
K. lactis,gene:KLLA0_C18887g,S. cerevisiae,gene-YMR315W,Cluster12170
K. lactis,gene:KLLA0_B01452g,S. cerevisiae,gene-YDR446W,Cluster12172
K. lactis,gene:KLLA0_F17259g,S. cerevisiae,gene-YLR039C,Cluster12173
K. lactis,gene:KLLA0_C15785g,S. cerevisiae,gene-YBR136W,Cluster12174
K. lactis,gene:KLLA0_D18865g,S. cerevisiae,gene-YDR204W,Cluster12175
K. lactis,gene:KLLA0_D02090g,S. cerevisiae,gene-YPR018W,Cluster12176
S. cerevisiae,gene-YML069W,K. lactis,gene:KLLA0_B04906g,Cluster12177
K. lactis,gene:KLLA0_D03718g,S. cerevisiae,gene-YGR072W,Cluster12178
K. lactis,gene:KLLA0_C02673g,S. cerevisiae,gene-YNL259C,Cluster12179
K. lactis,gene:KLLA0_A06754g,S. cerevisiae,gene-YJL166W,Cluster12180
S. cerevisiae,gene-YOR154W,K. lactis,gene:KLLA0_C02211g,Cluster12181
K. lactis,gene:KLLA0_F04389g,S. cerevisiae,gene-YDR026C,Cluster12187
S. cerevisiae,gene-YLR298C,K. lactis,gene:KLLA0_C05192g,Cluster12192
S. cerevisiae,gene-YHR076W,K. lactis,gene:KLLA0_D13134g,Cluster12194
S. cerevisiae,gene-YER105C,K. lactis,gene:KLLA0_E20615g,Cluster12195
K. lactis,gene:KLLA0_E18745g,S. cerevisiae,gene-YBR290W,Cluster12196
K. lactis,gene:KLLA0_B12309g,S. cerevisiae,gene-YBL035C,Cluster12197
K. lactis,gene:KLLA0_F22473g,S. cerevisiae,gene-YDL043C,Cluster12200
K. lactis,gene:KLLA0_B11231g,S. cerevisiae,gene-YGR118W,Cluster12201
K. lactis,gene:KLLA0_B11231g,S. cerevisiae,gene-YPR132W,Cluster12201
K. lactis,gene:KLLA0_F26312g,S. cerevisiae,gene-YMR060C,Cluster12202
K. lactis,gene:KLLA0_B12463g,S. cerevisiae,gene-YMR113W,Cluster12204
S. cerevisiae,gene-YJL108C,K. lactis,gene:KLLA0_F02816g,Cluster12205
K. lactis,gene:KLLA0_F00946g,S. cerevisiae,gene-YOR201C,Cluster12207
K. lactis,gene:KLLA0_E05083g,S. cerevisiae,gene-YLR390W,Cluster12213
K. lactis,gene:KLLA0_E06469g,S. cerevisiae,gene-YBL104C,Cluster12216
K. lactis,gene:KLLA0_F08745g,S. cerevisiae,gene-YMR244W,Cluster12217
K. lactis,gene:KLLA0_E22595g,S. cerevisiae,gene-YEL023C,Cluster12218
K. lactis,gene:KLLA0_E22573g,S. cerevisiae,gene-YEL024W,Cluster12219
K. lactis,gene:KLLA0_E12057g,S. cerevisiae,gene-YFL007W,Cluster12222
K. lactis,gene:KLLA0_C05852g,S. cerevisiae,gene-YML043C,Cluster12223
S. cerevisiae,gene-YHR106W,K. lactis,gene:KLLA0_E21605g,Cluster12224
S. cerevisiae,gene-YDR353W,K. lactis,gene:KLLA0_E21605g,Cluster12224
K. lactis,gene:KLLA0_D06523g,S. cerevisiae,gene-YJL071W,Cluster12225
S. cerevisiae,gene-YML042W,K. lactis,gene:KLLA0_A02123g,Cluster12228
K. lactis,gene:KLLA0_A11242g,S. cerevisiae,gene-YCR019W,Cluster12229
S. cerevisiae,gene-YML015C,K. lactis,gene:KLLA0_B01067g,Cluster12230
K. lactis,gene:KLLA0_F15312g,S. cerevisiae,gene-YGR181W,Cluster12231
K. lactis,gene:KLLA0_F18931g,S. cerevisiae,gene-YLR083C,Cluster12232
K. lactis,gene:KLLA0_F18931g,S. cerevisiae,gene-YDR107C,Cluster12232
K. lactis,gene:KLLA0_D19899g,S. cerevisiae,gene-YNL242W,Cluster12233
K. lactis,gene:KLLA0_F17435g,S. cerevisiae,gene-YMR128W,Cluster12234
K. lactis,gene:KLLA0_E16501g,S. cerevisiae,gene-YGR205W,Cluster12235
S. cerevisiae,gene-YDR057W,K. lactis,gene:KLLA0_E12607g,Cluster12236
K. lactis,gene:KLLA0_F08503g,S. cerevisiae,gene-YOR305W,Cluster12237
S. cerevisiae,gene-YMR238W,K. lactis,gene:KLLA0_F24926g,Cluster12239
S. cerevisiae,gene-YBL041W,K. lactis,gene:KLLA0_E05633g,Cluster12240
K. lactis,gene:KLLA0_D12144g,S. cerevisiae,gene-YDR246W,Cluster12241
K. lactis,gene:KLLA0_B07557g,S. cerevisiae,gene-YKR066C,Cluster12242
K. lactis,gene:KLLA0_C10142g,S. cerevisiae,gene-YDR305C,Cluster12245
S. cerevisiae,gene-YAL064C-A,K. lactis,gene:KLLA0_D00264g,Cluster12248
K. lactis,gene:KLLA0_A02959g,S. cerevisiae,gene-YKR008W,Cluster12255
K. lactis,gene:KLLA0_B07843g,S. cerevisiae,gene-YJL034W,Cluster12256
K. lactis,gene:KLLA0_B02288g,S. cerevisiae,gene-YPL210C,Cluster12259
S. cerevisiae,gene-YMR247C,K. lactis,gene:KLLA0_C14344g,Cluster12261
K. lactis,gene:KLLA0_E13003g,S. cerevisiae,gene-YIL144W,Cluster12274
S. cerevisiae,gene-YDR019C,K. lactis,gene:KLLA0_B06754g,Cluster12280
S. cerevisiae,gene-YDL155W,K. lactis,gene:KLLA0_C16445g,Cluster12282
K. lactis,gene:KLLA0_C16445g,S. cerevisiae,gene-YLR210W,Cluster12282
S. cerevisiae,gene-YML001W,K. lactis,gene:KLLA0_D01265g,Cluster12285
K. lactis,gene:KLLA0_B10626g,S. cerevisiae,gene-YPR165W,Cluster12286
S. cerevisiae,gene-YAL044C,K. lactis,gene:KLLA0_A03597g,Cluster12287
S. cerevisiae,gene-YNL138W,K. lactis,gene:KLLA0_A11638g,Cluster12288
K. lactis,gene:KLLA0_F24904g,S. cerevisiae,gene-YOR301W,Cluster12289
S. cerevisiae,gene-YDR453C,K. lactis,gene:KLLA0_B01628g,Cluster12290
S. cerevisiae,gene-YLR445W,K. lactis,gene:KLLA0_B04928g,Cluster12292
K. lactis,gene:KLLA0_E02091g,S. cerevisiae,gene-YOL142W,Cluster12293
S. cerevisiae,gene-YNL247W,K. lactis,gene:KLLA0_C03025g,Cluster12294
K. lactis,gene:KLLA0_E12475g,S. cerevisiae,gene-YBR084W,Cluster12296
K. lactis,gene:KLLA0_E23871g,S. cerevisiae,gene-YPL084W,Cluster12297
K. lactis,gene:KLLA0_F03443g,S. cerevisiae,gene-YIL118W,Cluster12298
S. cerevisiae,gene-YLR274W,K. lactis,gene:KLLA0_D09262g,Cluster12299
K. lactis,gene:KLLA0_E17865g,S. cerevisiae,gene-YOL080C,Cluster12300
K. lactis,gene:KLLA0_A01573g,S. cerevisiae,gene-YGL219C,Cluster12301
S. cerevisiae,gene-YNL290W,K. lactis,gene:KLLA0_E13201g,Cluster12302
S. cerevisiae,gene-YOL049W,K. lactis,gene:KLLA0_F07557g,Cluster12303
S. cerevisiae,gene-YLR386W,K. lactis,gene:KLLA0_E05193g,Cluster12304
K. lactis,gene:KLLA0_E02399g,S. cerevisiae,gene-YDR373W,Cluster12305
S. cerevisiae,gene-YIL150C,K. lactis,gene:KLLA0_A00572g,Cluster12306
S. cerevisiae,gene-YOR278W,K. lactis,gene:KLLA0_C07150g,Cluster12307
K. lactis,gene:KLLA0_C07128g,S. cerevisiae,gene-YMR218C,Cluster12308
K. lactis,gene:KLLA0_E14125g,S. cerevisiae,gene-YFR005C,Cluster12309
K. lactis,gene:KLLA0_A08602g,S. cerevisiae,gene-YCL002C,Cluster12310
K. lactis,gene:KLLA0_B07249g,S. cerevisiae,gene-YKL165C,Cluster12311
S. cerevisiae,gene-YKL024C,K. lactis,gene:KLLA0_E08053g,Cluster12314
S. cerevisiae,gene-YGL038C,K. lactis,gene:KLLA0_F22220g,Cluster12315
K. lactis,gene:KLLA0_B05016g,S. cerevisiae,gene-YML065W,Cluster12317
S. cerevisiae,gene-YML109W,K. lactis,gene:KLLA0_D01683g,Cluster12318
S. cerevisiae,gene-YMR273C,K. lactis,gene:KLLA0_D01683g,Cluster12318
S. cerevisiae,gene-YPL023C,K. lactis,gene:KLLA0_D12188g,Cluster12324
K. lactis,gene:KLLA0_E05831g,S. cerevisiae,gene-YJR111C,Cluster12325
S. cerevisiae,gene-YMR268C,K. lactis,gene:KLLA0_E11045g,Cluster12327
S. cerevisiae,gene-YNL201C,K. lactis,gene:KLLA0_D18887g,Cluster12329
S. cerevisiae,gene-YEL050C,K. lactis,gene:KLLA0_A02035g,Cluster12330
K. lactis,gene:KLLA0_B05555g,S. cerevisiae,gene-YLR430W,Cluster12333
S. cerevisiae,gene-YMR266W,K. lactis,gene:KLLA0_E11111g,Cluster12335
K. lactis,gene:KLLA0_A06666g,S. cerevisiae,gene-YKL174C,Cluster12337
K. lactis,gene:KLLA0_E10341g,S. cerevisiae,gene-YER143W,Cluster12338
S. cerevisiae,gene-YLR167W,K. lactis,gene:KLLA0_D18304g,Cluster12339
K. lactis,gene:KLLA0_E23343g,S. cerevisiae,gene-YPL071C,Cluster1234
K. lactis,gene:KLLA0_F15246g,S. cerevisiae,gene-YGR174C,Cluster12340
K. lactis,gene:KLLA0_B02629g,S. cerevisiae,gene-YKL186C,Cluster12341
K. lactis,gene:KLLA0_F05093g,S. cerevisiae,gene-YLR216C,Cluster12342
S. cerevisiae,gene-YDL142C,K. lactis,gene:KLLA0_F05027g,Cluster12344
S. cerevisiae,gene-YDR468C,K. lactis,gene:KLLA0_E03543g,Cluster12345
S. cerevisiae,gene-YIL138C,K. lactis,gene:KLLA0_E17931g,Cluster12349
K. lactis,gene:KLLA0_E17931g,S. cerevisiae,gene-YNL079C,Cluster12349
S. cerevisiae,gene-YMR305C,K. lactis,gene:KLLA0_C14047g,Cluster12356
K. lactis,gene:KLLA0_E04555g,S. cerevisiae,gene-YER050C,Cluster12365
S. cerevisiae,gene-YDL229W,K. lactis,gene:KLLA0_D19041g,Cluster12366
S. cerevisiae,gene-YNL209W,K. lactis,gene:KLLA0_D19041g,Cluster12366
S. cerevisiae,gene-YKL012W,K. lactis,gene:KLLA0_E18239g,Cluster12371
S. cerevisiae,gene-YJR116W,K. lactis,gene:KLLA0_D10868g,Cluster12375
S. cerevisiae,gene-YDL020C,K. lactis,gene:KLLA0_C04103g,Cluster12381
S. cerevisiae,gene-YDL220C,K. lactis,gene:KLLA0_F20922g,Cluster12388
S. cerevisiae,gene-YER078C,K. lactis,gene:KLLA0_C07645g,Cluster12391
S. cerevisiae,gene-YLR288C,K. lactis,gene:KLLA0_C04840g,Cluster12392
K. lactis,gene:KLLA0_B09284g,S. cerevisiae,gene-YBR111W-A,Cluster12393
K. lactis,gene:KLLA0_A02013g,S. cerevisiae,gene-YDR415C,Cluster12396
K. lactis,gene:KLLA0_E13025g,S. cerevisiae,gene-YIL143C,Cluster12398
S. cerevisiae,gene-YMR074C,K. lactis,gene:KLLA0_F25850g,Cluster12399
S. cerevisiae,gene-YBR143C,K. lactis,gene:KLLA0_C11231g,Cluster12400
K. lactis,gene:KLLA0_C04510g,S. cerevisiae,gene-YGR078C,Cluster12401
K. lactis,gene:KLLA0_C13838g,S. cerevisiae,gene-YNL088W,Cluster12403
S. cerevisiae,gene-YPR178W,K. lactis,gene:KLLA0_E04819g,Cluster12404
S. cerevisiae,gene-YGL128C,K. lactis,gene:KLLA0_C02541g,Cluster12406
K. lactis,gene:KLLA0_A00891g,S. cerevisiae,gene-YGL237C,Cluster12407
S. cerevisiae,gene-YIL039W,K. lactis,gene:KLLA0_E04401g,Cluster12408
S. cerevisiae,gene-YNL007C,K. lactis,gene:KLLA0_D04818g,Cluster12409
S. cerevisiae,gene-YJR097W,K. lactis,gene:KLLA0_C02981g,Cluster12411
S. cerevisiae,gene-YPR112C,K. lactis,gene:KLLA0_D14949g,Cluster12412
K. lactis,gene:KLLA0_C02123g,S. cerevisiae,gene-YNL275W,Cluster12413
S. cerevisiae,gene-YOL022C,K. lactis,gene:KLLA0_A10901g,Cluster12414
S. cerevisiae,gene-YDR068W,K. lactis,gene:KLLA0_E10297g,Cluster12415
S. cerevisiae,gene-YFR029W,K. lactis,gene:KLLA0_F02255g,Cluster12416
K. lactis,gene:KLLA0_E03499g,S. cerevisiae,gene-YDR470C,Cluster12417
K. lactis,gene:KLLA0_B02959g,S. cerevisiae,gene-YLR405W,Cluster12418
K. lactis,gene:KLLA0_F05731g,S. cerevisiae,gene-YDL125C,Cluster12419
S. cerevisiae,gene-YGR201C,K. lactis,gene:KLLA0_D11594g,Cluster12420
K. lactis,gene:KLLA0_D11594g,S. cerevisiae,gene-YKL081W,Cluster12420
S. cerevisiae,gene-YJL085W,K. lactis,gene:KLLA0_F14421g,Cluster12421
K. lactis,gene:KLLA0_B06798g,S. cerevisiae,gene-YBR043C,Cluster12422
K. lactis,gene:KLLA0_A08844g,S. cerevisiae,gene-YAR007C,Cluster12423
K. lactis,gene:KLLA0_C16874g,S. cerevisiae,gene-YML124C,Cluster12424
K. lactis,gene:KLLA0_C16874g,S. cerevisiae,gene-YML085C,Cluster12424
K. lactis,gene:KLLA0_F17215g,S. cerevisiae,gene-YMR132C,Cluster12425
K. lactis,gene:KLLA0_F27885g,S. cerevisiae,gene-YNL156C,Cluster12426
K. lactis,gene:KLLA0_F27885g,S. cerevisiae,gene-YHR133C,Cluster12426
S. cerevisiae,gene-YPL128C,K. lactis,gene:KLLA0_D06765g,Cluster12427
S. cerevisiae,gene-YBR070C,K. lactis,gene:KLLA0_F18865g,Cluster12428
K. lactis,gene:KLLA0_E18151g,S. cerevisiae,gene-YKL014C,Cluster12429
K. lactis,gene:KLLA0_C13123g,S. cerevisiae,gene-YAL039C,Cluster12430
S. cerevisiae,gene-YDL202W,K. lactis,gene:KLLA0_A03267g,Cluster12431
K. lactis,gene:KLLA0_F24354g,S. cerevisiae,gene-YHR123W,Cluster12432
K. lactis,gene:KLLA0_F24354g,S. cerevisiae,gene-YNL130C,Cluster12432
S. cerevisiae,gene-YOL070C,K. lactis,gene:KLLA0_E13421g,Cluster12433
S. cerevisiae,gene-YEL071W,K. lactis,gene:KLLA0_F05753g,Cluster12434
S. cerevisiae,gene-YDL178W,K. lactis,gene:KLLA0_F05753g,Cluster12434
K. lactis,gene:KLLA0_D19404g,S. cerevisiae,gene-YNL219C,Cluster12435
K. lactis,gene:KLLA0_F26499g,S. cerevisiae,gene-YMR053C,Cluster12436
K. lactis,gene:KLLA0_F26499g,S. cerevisiae,gene-YKL072W,Cluster12436
S. cerevisiae,gene-YPL145C,K. lactis,gene:KLLA0_D07480g,Cluster12437
K. lactis,gene:KLLA0_D07480g,S. cerevisiae,gene-YOR237W,Cluster12437
S. cerevisiae,gene-YER004W,K. lactis,gene:KLLA0_D13684g,Cluster12438
K. lactis,gene:KLLA0_D02706g,S. cerevisiae,gene-YKL195W,Cluster12439
K. lactis,gene:KLLA0_E23079g,S. cerevisiae,gene-YBR203W,Cluster12440
K. lactis,gene:KLLA0_A04411g,S. cerevisiae,gene-YLR290C,Cluster12443
S. cerevisiae,gene-YLR015W,K. lactis,gene:KLLA0_C10945g,Cluster12446
K. lactis,gene:KLLA0_B01287g,S. cerevisiae,gene-YDR440W,Cluster1245
K. lactis,gene:KLLA0_B08437g,S. cerevisiae,gene-YPR062W,Cluster12456
S. cerevisiae,gene-YPL150W,K. lactis,gene:KLLA0_F11319g,Cluster12457
K. lactis,gene:KLLA0_D13332g,S. cerevisiae,gene-YDR346C,Cluster12458
S. cerevisiae,gene-YGR082W,K. lactis,gene:KLLA0_C15587g,Cluster1246
S. cerevisiae,gene-YKR062W,K. lactis,gene:KLLA0_A05951g,Cluster12460
K. lactis,gene:KLLA0_F17501g,S. cerevisiae,gene-YMR126C,Cluster12462
K. lactis,gene:KLLA0_A00418g,S. cerevisiae,gene-YIL155C,Cluster1247
S. cerevisiae,gene-YJR139C,K. lactis,gene:KLLA0_B03872g,Cluster12470
S. cerevisiae,gene-YBR028C,K. lactis,gene:KLLA0_F24618g,Cluster12472
K. lactis,gene:KLLA0_D14355g,S. cerevisiae,gene-YPL260W,Cluster1248
S. cerevisiae,gene-YKL028W,K. lactis,gene:KLLA0_E18657g,Cluster1249
S. cerevisiae,gene-YBL043W,K. lactis,gene:KLLA0_E05677g,Cluster12496
S. cerevisiae,gene-YPL092W,K. lactis,gene:KLLA0_E24091g,Cluster12498
K. lactis,gene:KLLA0_E01761g,S. cerevisiae,gene-YDL200C,Cluster1250
K. lactis,gene:KLLA0_D06677g,S. cerevisiae,gene-YPL126W,Cluster1251
S. cerevisiae,gene-YIR011C,K. lactis,gene:KLLA0_D15851g,Cluster1252
K. lactis,gene:KLLA0_C16049g,S. cerevisiae,gene-YPL228W,Cluster12521
S. cerevisiae,gene-YLR166C,K. lactis,gene:KLLA0_D18260g,Cluster12523
K. lactis,gene:KLLA0_F25916g,S. cerevisiae,gene-YHR005C,Cluster12525
K. lactis,gene:KLLA0_E14103g,S. cerevisiae,gene-YFR006W,Cluster12526
K. lactis,gene:KLLA0_E09131g,S. cerevisiae,gene-YDL115C,Cluster1254
K. lactis,gene:KLLA0_F26268g,S. cerevisiae,gene-YMR062C,Cluster1255
K. lactis,gene:KLLA0_D15015g,S. cerevisiae,gene-YGR096W,Cluster1256
K. lactis,gene:KLLA0_D07238g,S. cerevisiae,gene-YOR228C,Cluster1257
K. lactis,gene:KLLA0_F18194g,S. cerevisiae,gene-YLL026W,Cluster1258
K. lactis,gene:KLLA0_C19382g,S. cerevisiae,gene-YGL256W,Cluster1299
S. cerevisiae,gene-YDR169C,K. lactis,gene:KLLA0_D17270g,Cluster130
K. lactis,gene:KLLA0_F07667g,S. cerevisiae,gene-YOL044W,Cluster1301
S. cerevisiae,gene-YIL023C,K. lactis,gene:KLLA0_F17886g,Cluster1302
S. cerevisiae,gene-YNL311C,K. lactis,gene:KLLA0_E07327g,Cluster1303
K. lactis,gene:KLLA0_F26334g,S. cerevisiae,gene-YMR059W,Cluster1316
S. cerevisiae,gene-YOL021C,K. lactis,gene:KLLA0_A10835g,Cluster1317
S. cerevisiae,gene-YMR287C,K. lactis,gene:KLLA0_C06314g,Cluster1318
S. cerevisiae,gene-YDR079W,K. lactis,gene:KLLA0_C11693g,Cluster1319
S. cerevisiae,gene-YDR404C,K. lactis,gene:KLLA0_C06787g,Cluster1320
S. cerevisiae,gene-YBR120C,K. lactis,gene:KLLA0_B08954g,Cluster1322
K. lactis,gene:KLLA0_F03212g,S. cerevisiae,gene-YJR095W,Cluster1323
K. lactis,gene:KLLA0_F06072g,S. cerevisiae,gene-YNR016C,Cluster1324
K. lactis,gene:KLLA0_F06072g,S. cerevisiae,gene-YMR207C,Cluster1324
K. lactis,gene:KLLA0_E24619g,S. cerevisiae,gene-YPL107W,Cluster1325
S. cerevisiae,gene-YOR056C,K. lactis,gene:KLLA0_F16280g,Cluster1326
K. lactis,gene:KLLA0_D16775g,S. cerevisiae,gene-YDR159W,Cluster1328
K. lactis,gene:KLLA0_B08888g,S. cerevisiae,gene-YBR122C,Cluster1329
K. lactis,gene:KLLA0_D05225g,S. cerevisiae,gene-YFL034C-B,Cluster1330
S. cerevisiae,gene-YDR012W,K. lactis,gene:KLLA0_B07139g,Cluster1331
K. lactis,gene:KLLA0_B07139g,S. cerevisiae,gene-YBR031W,Cluster1331
K. lactis,gene:KLLA0_C01628g,S. cerevisiae,gene-YDR510W,Cluster1332
S. cerevisiae,gene-YKL211C,K. lactis,gene:KLLA0_B14366g,Cluster1333
S. cerevisiae,gene-YAL022C,K. lactis,gene:KLLA0_F15862g,Cluster1334
S. cerevisiae,gene-YDR166C,K. lactis,gene:KLLA0_D17138g,Cluster1335
S. cerevisiae,gene-YLR398C,K. lactis,gene:KLLA0_B03179g,Cluster1336
S. cerevisiae,gene-YDL183C,K. lactis,gene:KLLA0_F05423g,Cluster1337
