species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_F09273g,C. glabrata,CAGL0D06138g,Cluster11864
C. glabrata,CAGL0L03113g,K. lactis,gene:KLLA0_F21230g,Cluster11866
K. lactis,gene:KLLA0_F23782g,C. glabrata,CAGL0I02827g,Cluster11869
C. glabrata,CAGL0B00858g,K. lactis,gene:KLLA0_C01386g,Cluster11871
C. glabrata,CAGL0M09229g,K. lactis,gene:KLLA0_E06205g,Cluster11874
K. lactis,gene:KLLA0_A04983g,C. glabrata,CAGL0E02783g,Cluster11879
K. lactis,gene:KLLA0_C09416g,C. glabrata,CAGL0F08349r,Cluster11880
K. lactis,gene:KLLA0_D12012g,C. glabrata,CAGL0L12408g,Cluster11894
K. lactis,gene:KLLA0_E20153g,C. glabrata,CAGL0I04928g,Cluster11895
K. lactis,gene:KLLA0_F15730g,C. glabrata,CAGL0D03146g,Cluster1190
C. glabrata,CAGL0M07381g,K. lactis,gene:KLLA0_B09988g,Cluster11902
C. glabrata,CAGL0H10516g,K. lactis,gene:KLLA0_E09043g,Cluster11908
K. lactis,gene:KLLA0_F24068g,C. glabrata,CAGL0L04048g,Cluster11911
C. glabrata,CAGL0C03047g,K. lactis,gene:KLLA0_F09889g,Cluster11912
C. glabrata,CAGL0L05258g,K. lactis,gene:KLLA0_F25938g,Cluster11918
K. lactis,gene:KLLA0_F22407g,C. glabrata,CAGL0L05896g,Cluster11920
K. lactis,gene:KLLA0_F06380g,C. glabrata,CAGL0I05786g,Cluster11929
C. glabrata,CAGL0L08272g,K. lactis,gene:KLLA0_C11451g,Cluster1193
K. lactis,gene:KLLA0_A06798g,C. glabrata,CAGL0M08338g,Cluster1194
K. lactis,gene:KLLA0_F15906g,C. glabrata,CAGL0H06171g,Cluster11948
C. glabrata,CAGL0H09746g,K. lactis,gene:KLLA0_D13662g,Cluster11949
C. glabrata,CAGL0H03795g,K. lactis,gene:KLLA0_D04906g,Cluster11955
K. lactis,gene:KLLA0_C12419g,C. glabrata,CAGL0G04653g,Cluster11956
K. lactis,gene:KLLA0_F17413g,C. glabrata,CAGL0A03454g,Cluster11958
K. lactis,gene:KLLA0_F02431g,C. glabrata,CAGL0E05390g,Cluster1196
K. lactis,gene:KLLA0_C10923g,C. glabrata,CAGL0D02904g,Cluster11968
C. glabrata,CAGL0K02189g,K. lactis,gene:KLLA0_E13663g,Cluster11969
C. glabrata,CAGL0J09130g,K. lactis,gene:KLLA0_F05291g,Cluster1197
K. lactis,gene:KLLA0_E05721g,C. glabrata,CAGL0F04587g,Cluster11970
K. lactis,gene:KLLA0_D07029g,C. glabrata,CAGL0M02651g,Cluster11973
K. lactis,gene:KLLA0_B04620g,C. glabrata,CAGL0H04367g,Cluster11974
C. glabrata,CAGL0K07634g,K. lactis,gene:KLLA0_A01342g,Cluster11976
K. lactis,gene:KLLA0_C18161g,C. glabrata,CAGL0A01001g,Cluster11980
C. glabrata,CAGL0I00902g,K. lactis,gene:KLLA0_F17116g,Cluster11982
C. glabrata,CAGL0J00891g,K. lactis,gene:KLLA0_E13729g,Cluster11988
K. lactis,gene:KLLA0_F13134g,C. glabrata,CAGL0C01177g,Cluster11992
C. glabrata,CAGL0L13002g,K. lactis,gene:KLLA0_F24156g,Cluster12000
K. lactis,gene:KLLA0_C07040g,C. glabrata,CAGL0F04015g,Cluster12024
C. glabrata,CAGL0G09251g,K. lactis,gene:KLLA0_E19273g,Cluster12026
C. glabrata,CAGL0M08932g,K. lactis,gene:KLLA0_F02640g,Cluster12032
C. glabrata,CAGL0I01430g,K. lactis,gene:KLLA0_E22199g,Cluster12059
C. glabrata,CAGL0H00660g,K. lactis,gene:KLLA0_B10307g,Cluster12088
K. lactis,gene:KLLA0_E19933g,C. glabrata,CAGL0I05060g,Cluster1210
C. glabrata,CAGL0J00913g,K. lactis,gene:KLLA0_E09483g,Cluster12101
K. lactis,gene:KLLA0_E24047g,C. glabrata,CAGL0H05643g,Cluster12107
K. lactis,gene:KLLA0_E24047g,C. glabrata,CAGL0M06303g,Cluster12107
C. glabrata,CAGL0M03707g,K. lactis,gene:KLLA0_A07425g,Cluster12112
C. glabrata,CAGL0D00726g,K. lactis,gene:KLLA0_B03212g,Cluster12113
C. glabrata,CAGL0I07139g,K. lactis,gene:KLLA0_E03235g,Cluster12114
K. lactis,gene:KLLA0_A03003g,C. glabrata,CAGL0F02365g,Cluster12132
K. lactis,gene:KLLA0_F15807g,C. glabrata,CAGL0D05720g,Cluster12151
K. lactis,gene:KLLA0_F04631g,C. glabrata,CAGL0J10120g,Cluster12152
K. lactis,gene:KLLA0_C08778g,C. glabrata,CAGL0J03608g,Cluster12159
C. glabrata,CAGL0M11836g,K. lactis,gene:KLLA0_F02453g,Cluster12169
K. lactis,gene:KLLA0_B01452g,C. glabrata,CAGL0K06127g,Cluster12172
K. lactis,gene:KLLA0_D18865g,C. glabrata,CAGL0F05423g,Cluster12175
K. lactis,gene:KLLA0_D03718g,C. glabrata,CAGL0K01309g,Cluster12178
K. lactis,gene:KLLA0_C02673g,C. glabrata,CAGL0J07980g,Cluster12179
C. glabrata,CAGL0J10692g,K. lactis,gene:KLLA0_D13134g,Cluster12194
K. lactis,gene:KLLA0_E18745g,C. glabrata,CAGL0L02101g,Cluster12196
K. lactis,gene:KLLA0_B11231g,C. glabrata,CAGL0L04840g,Cluster12201
K. lactis,gene:KLLA0_B12463g,C. glabrata,CAGL0K03553g,Cluster12204
K. lactis,gene:KLLA0_F08745g,C. glabrata,CAGL0K07381g,Cluster12217
K. lactis,gene:KLLA0_E12057g,C. glabrata,CAGL0L08624g,Cluster12222
C. glabrata,CAGL0A02530g,K. lactis,gene:KLLA0_E21605g,Cluster12224
K. lactis,gene:KLLA0_D06523g,C. glabrata,CAGL0H02871g,Cluster12225
K. lactis,gene:KLLA0_A11242g,C. glabrata,CAGL0L07898g,Cluster12229
K. lactis,gene:KLLA0_F15312g,C. glabrata,CAGL0H09306g,Cluster12231
K. lactis,gene:KLLA0_F18931g,C. glabrata,CAGL0B01683g,Cluster12232
K. lactis,gene:KLLA0_D19899g,C. glabrata,CAGL0J07634g,Cluster12233
K. lactis,gene:KLLA0_D12144g,C. glabrata,CAGL0K11253g,Cluster12241
K. lactis,gene:KLLA0_B07557g,C. glabrata,CAGL0K08184g,Cluster12242
K. lactis,gene:KLLA0_C10142g,C. glabrata,CAGL0G04147g,Cluster12245
K. lactis,gene:KLLA0_A02959g,C. glabrata,CAGL0L02189g,Cluster12255
K. lactis,gene:KLLA0_B07843g,C. glabrata,CAGL0G04917g,Cluster12256
C. glabrata,CAGL0M11044g,K. lactis,gene:KLLA0_C16445g,Cluster12282
C. glabrata,CAGL0M12188g,K. lactis,gene:KLLA0_A03597g,Cluster12287
C. glabrata,CAGL0K09790g,K. lactis,gene:KLLA0_A11638g,Cluster12288
K. lactis,gene:KLLA0_E02091g,C. glabrata,CAGL0B01463g,Cluster12293
C. glabrata,CAGL0J07744g,K. lactis,gene:KLLA0_C03025g,Cluster12294
K. lactis,gene:KLLA0_A01573g,C. glabrata,CAGL0I07007g,Cluster12301
C. glabrata,CAGL0M03575g,K. lactis,gene:KLLA0_E13201g,Cluster12302
C. glabrata,CAGL0H06501g,K. lactis,gene:KLLA0_E05193g,Cluster12304
K. lactis,gene:KLLA0_A08602g,C. glabrata,CAGL0M10263g,Cluster12310
C. glabrata,CAGL0J11858g,K. lactis,gene:KLLA0_A02035g,Cluster12330
K. lactis,gene:KLLA0_B05555g,C. glabrata,CAGL0M00990g,Cluster12333
K. lactis,gene:KLLA0_F15246g,C. glabrata,CAGL0D05962g,Cluster12340
K. lactis,gene:KLLA0_B02629g,C. glabrata,CAGL0D00440g,Cluster12341
C. glabrata,CAGL0M13805g,K. lactis,gene:KLLA0_C14047g,Cluster12356
K. lactis,gene:KLLA0_E04555g,C. glabrata,CAGL0J02838g,Cluster12365
C. glabrata,CAGL0H00572g,K. lactis,gene:KLLA0_D10868g,Cluster12375
C. glabrata,CAGL0K01727g,K. lactis,gene:KLLA0_C04103g,Cluster12381
K. lactis,gene:KLLA0_A02013g,C. glabrata,CAGL0F02893g,Cluster12396
K. lactis,gene:KLLA0_E13025g,C. glabrata,CAGL0L08250g,Cluster12398
C. glabrata,CAGL0K03091g,K. lactis,gene:KLLA0_F25850g,Cluster12399
C. glabrata,CAGL0G05225g,K. lactis,gene:KLLA0_E10297g,Cluster12415
C. glabrata,CAGL0M03113g,K. lactis,gene:KLLA0_F14421g,Cluster12421
K. lactis,gene:KLLA0_F17215g,C. glabrata,CAGL0K03883g,Cluster12425
K. lactis,gene:KLLA0_E18151g,C. glabrata,CAGL0L09669g,Cluster12429
C. glabrata,CAGL0J09724g,K. lactis,gene:KLLA0_A03267g,Cluster12431
K. lactis,gene:KLLA0_F24354g,C. glabrata,CAGL0K09570g,Cluster12432
K. lactis,gene:KLLA0_D19404g,C. glabrata,CAGL0K05005g,Cluster12435
K. lactis,gene:KLLA0_F26499g,C. glabrata,CAGL0L05016g,Cluster12436
K. lactis,gene:KLLA0_E23079g,C. glabrata,CAGL0M05445g,Cluster12440
C. glabrata,CAGL0K05203g,K. lactis,gene:KLLA0_E06601g,Cluster12442
C. glabrata,CAGL0M02299g,K. lactis,gene:KLLA0_F11319g,Cluster12457
K. lactis,gene:KLLA0_D13332g,C. glabrata,CAGL0A02365g,Cluster12458
C. glabrata,CAGL0K01067g,K. lactis,gene:KLLA0_C15587g,Cluster1246
K. lactis,gene:KLLA0_F17501g,C. glabrata,CAGL0K03751g,Cluster12462
C. glabrata,CAGL0M00330g,K. lactis,gene:KLLA0_B03872g,Cluster12470
C. glabrata,CAGL0B04301g,K. lactis,gene:KLLA0_F24618g,Cluster12472
C. glabrata,CAGL0F04521g,K. lactis,gene:KLLA0_E05677g,Cluster12496
K. lactis,gene:KLLA0_C16049g,C. glabrata,CAGL0E06050g,Cluster12521
K. lactis,gene:KLLA0_F25916g,C. glabrata,CAGL0F06677g,Cluster12525
K. lactis,gene:KLLA0_D07238g,C. glabrata,CAGL0J04004g,Cluster1257
K. lactis,gene:KLLA0_F18194g,C. glabrata,CAGL0G03883g,Cluster1258
K. lactis,gene:KLLA0_F07667g,C. glabrata,CAGL0F00935g,Cluster1301
C. glabrata,CAGL0M03971g,K. lactis,gene:KLLA0_E07327g,Cluster1303
K. lactis,gene:KLLA0_F26334g,C. glabrata,CAGL0F06435g,Cluster1316
C. glabrata,CAGL0H04411g,K. lactis,gene:KLLA0_A10835g,Cluster1317
C. glabrata,CAGL0M07051g,K. lactis,gene:KLLA0_C06314g,Cluster1318
K. lactis,gene:KLLA0_F03212g,C. glabrata,CAGL0M09020g,Cluster1323
K. lactis,gene:KLLA0_F06072g,C. glabrata,CAGL0L10780g,Cluster1324
K. lactis,gene:KLLA0_E24619g,C. glabrata,CAGL0H05951g,Cluster1325
C. glabrata,CAGL0F00253g,K. lactis,gene:KLLA0_B14366g,Cluster1333
K. lactis,gene:KLLA0_D05269g,C. glabrata,CAGL0K12650g,Cluster1338
C. glabrata,CAGL0L07854g,K. lactis,gene:KLLA0_A11132g,Cluster1341
C. glabrata,CAGL0G08041g,K. lactis,gene:KLLA0_C17556g,Cluster1363
K. lactis,gene:KLLA0_D18557g,C. glabrata,CAGL0G08294g,Cluster1364
C. glabrata,CAGL0F06127g,K. lactis,gene:KLLA0_F26587g,Cluster137
K. lactis,gene:KLLA0_B04092g,C. glabrata,CAGL0D05148g,Cluster1378
K. lactis,gene:KLLA0_F03102g,C. glabrata,CAGL0G00176g,Cluster1380
C. glabrata,CAGL0B01078g,K. lactis,gene:KLLA0_C01716g,Cluster1402
K. lactis,gene:KLLA0_B03652g,C. glabrata,CAGL0F09031g,Cluster1404
K. lactis,gene:KLLA0_B03806g,C. glabrata,CAGL0L08602g,Cluster1406
K. lactis,gene:KLLA0_B06303g,C. glabrata,CAGL0J01848g,Cluster143
C. glabrata,CAGL0B02541g,K. lactis,gene:KLLA0_D10461g,Cluster1448
C. glabrata,CAGL0D06578g,K. lactis,gene:KLLA0_D03971g,Cluster1449
K. lactis,gene:KLLA0_D02046g,C. glabrata,CAGL0K02497g,Cluster1450
K. lactis,gene:KLLA0_F22154g,C. glabrata,CAGL0A02409g,Cluster1458
K. lactis,gene:KLLA0_F06897g,C. glabrata,CAGL0G07997g,Cluster1497
C. glabrata,CAGL0H01661g,K. lactis,gene:KLLA0_C01001g,Cluster151
C. glabrata,CAGL0L04928g,K. lactis,gene:KLLA0_F26697g,Cluster1521
C. glabrata,CAGL0F06171g,K. lactis,gene:KLLA0_F26697g,Cluster1521
K. lactis,gene:KLLA0_F06314g,C. glabrata,CAGL0I05742g,Cluster1522
C. glabrata,CAGL0I08591g,K. lactis,gene:KLLA0_C11891g,Cluster154
C. glabrata,CAGL0F05445g,K. lactis,gene:KLLA0_D18843g,Cluster1562
K. lactis,gene:KLLA0_C09460g,C. glabrata,CAGL0C02849g,Cluster1569
C. glabrata,CAGL0H02937g,K. lactis,gene:KLLA0_F02013g,Cluster1570
K. lactis,gene:KLLA0_D15521g,C. glabrata,CAGL0H10450g,Cluster1571
C. glabrata,CAGL0F00231g,K. lactis,gene:KLLA0_B14454g,Cluster1572
K. lactis,gene:KLLA0_D18909g,C. glabrata,CAGL0J05852g,Cluster1574
C. glabrata,CAGL0G08690g,K. lactis,gene:KLLA0_F04455g,Cluster1576
C. glabrata,CAGL0H02409g,K. lactis,gene:KLLA0_E11287g,Cluster1588
K. lactis,gene:KLLA0_A11682g,C. glabrata,CAGL0K09746g,Cluster1605
K. lactis,gene:KLLA0_B07183g,C. glabrata,CAGL0M08382g,Cluster1611
C. glabrata,CAGL0I09460g,K. lactis,gene:KLLA0_F01342g,Cluster1616
K. lactis,gene:KLLA0_C16599g,C. glabrata,CAGL0I03476g,Cluster163
C. glabrata,CAGL0F03201g,K. lactis,gene:KLLA0_B01089g,Cluster1632
K. lactis,gene:KLLA0_F24684g,C. glabrata,CAGL0K01551g,Cluster164
K. lactis,gene:KLLA0_C17424g,C. glabrata,CAGL0K02387g,Cluster166
C. glabrata,CAGL0M02101g,K. lactis,gene:KLLA0_D06061g,Cluster1687
C. glabrata,CAGL0J02728g,K. lactis,gene:KLLA0_E04379g,Cluster170
C. glabrata,CAGL0B04213g,K. lactis,gene:KLLA0_D15081g,Cluster171
C. glabrata,CAGL0M10912g,K. lactis,gene:KLLA0_C08470g,Cluster1710
C. glabrata,CAGL0F01683g,K. lactis,gene:KLLA0_D05181g,Cluster1715
K. lactis,gene:KLLA0_E22045g,C. glabrata,CAGL0L06864g,Cluster1720
C. glabrata,CAGL0K07029g,K. lactis,gene:KLLA0_F10505g,Cluster173
K. lactis,gene:KLLA0_D13376g,C. glabrata,CAGL0H09240g,Cluster1733
K. lactis,gene:KLLA0_F03707g,C. glabrata,CAGL0G01276g,Cluster1736
C. glabrata,CAGL0L08976g,K. lactis,gene:KLLA0_E14367g,Cluster174
C. glabrata,CAGL0J04796g,K. lactis,gene:KLLA0_D02552g,Cluster1740
C. glabrata,CAGL0K00869g,K. lactis,gene:KLLA0_E16413g,Cluster1765
K. lactis,gene:KLLA0_C16896g,C. glabrata,CAGL0H04125g,Cluster1768
C. glabrata,CAGL0E06468g,K. lactis,gene:KLLA0_E13795g,Cluster1769
K. lactis,gene:KLLA0_C13277g,C. glabrata,CAGL0G06622g,Cluster1770
C. glabrata,CAGL0A03674g,K. lactis,gene:KLLA0_C11275g,Cluster1774
K. lactis,gene:KLLA0_E06887g,C. glabrata,CAGL0G03641g,Cluster1775
C. glabrata,CAGL0B03971g,K. lactis,gene:KLLA0_E02135g,Cluster1777
C. glabrata,CAGL0E02651g,K. lactis,gene:KLLA0_D00979g,Cluster1780
C. glabrata,CAGL0F00583g,K. lactis,gene:KLLA0_C01133g,Cluster1789
K. lactis,gene:KLLA0_D18799g,C. glabrata,CAGL0F05489g,Cluster1827
C. glabrata,CAGL0L03960g,K. lactis,gene:KLLA0_F23892g,Cluster1828
K. lactis,gene:KLLA0_E24201g,C. glabrata,CAGL0M06237g,Cluster1829
C. glabrata,CAGL0D00550g,K. lactis,gene:KLLA0_B02783g,Cluster1830
K. lactis,gene:KLLA0_B10560g,C. glabrata,CAGL0I08393g,Cluster1831
C. glabrata,CAGL0H07117g,K. lactis,gene:KLLA0_B10153g,Cluster1835
K. lactis,gene:KLLA0_F09526g,C. glabrata,CAGL0I00330g,Cluster1836
K. lactis,gene:KLLA0_E02597g,C. glabrata,CAGL0I06512g,Cluster1849
C. glabrata,CAGL0I06512g,K. lactis,gene:KLLA0_E00903g,Cluster1849
C. glabrata,CAGL0I09218g,K. lactis,gene:KLLA0_F02123g,Cluster1851
C. glabrata,CAGL0C05599g,K. lactis,gene:KLLA0_D19877g,Cluster1859
C. glabrata,CAGL0H02629r,K. lactis,gene:KLLA0_E15621g,Cluster1863
C. glabrata,CAGL0J11396g,K. lactis,gene:KLLA0_D08514g,Cluster1865
C. glabrata,CAGL0F00385r,K. lactis,gene:KLLA0_B14190g,Cluster1867
C. glabrata,CAGL0H09086g,K. lactis,gene:KLLA0_A11616g,Cluster1918
K. lactis,gene:KLLA0_C02871g,C. glabrata,CAGL0J07832g,Cluster1935
C. glabrata,CAGL0K11814g,K. lactis,gene:KLLA0_F04345g,Cluster1937
C. glabrata,CAGL0H00957g,K. lactis,gene:KLLA0_D08932g,Cluster1960
C. glabrata,CAGL0H00935g,K. lactis,gene:KLLA0_D08910g,Cluster1961
K. lactis,gene:KLLA0_F20317g,C. glabrata,CAGL0L04466g,Cluster1964
C. glabrata,CAGL0J04048g,K. lactis,gene:KLLA0_D07161g,Cluster1965
K. lactis,gene:KLLA0_C14300g,C. glabrata,CAGL0K03289g,Cluster1966
K. lactis,gene:KLLA0_A07051g,C. glabrata,CAGL0F03261g,Cluster1969
C. glabrata,CAGL0K07766g,K. lactis,gene:KLLA0_B09240g,Cluster1973
C. glabrata,CAGL0K04961g,K. lactis,gene:KLLA0_D19338g,Cluster1974
K. lactis,gene:KLLA0_C11715g,C. glabrata,CAGL0I08569g,Cluster1975
K. lactis,gene:KLLA0_A03069g,C. glabrata,CAGL0I04224g,Cluster1976
K. lactis,gene:KLLA0_D18370g,C. glabrata,CAGL0G08217g,Cluster1995
C. glabrata,CAGL0K05555g,K. lactis,gene:KLLA0_A07623g,Cluster2023
C. glabrata,CAGL0L09020g,K. lactis,gene:KLLA0_E14323g,Cluster2027
C. glabrata,CAGL0G03069g,K. lactis,gene:KLLA0_D14927g,Cluster2057
C. glabrata,CAGL0L03003g,K. lactis,gene:KLLA0_F13970g,Cluster2058
C. glabrata,CAGL0J11352g,K. lactis,gene:KLLA0_D08459g,Cluster2075
K. lactis,gene:KLLA0_A01969g,C. glabrata,CAGL0F02915g,Cluster2077
C. glabrata,CAGL0G01298g,K. lactis,gene:KLLA0_F03685g,Cluster2080
K. lactis,gene:KLLA0_E02971g,C. glabrata,CAGL0I07271g,Cluster2081
C. glabrata,CAGL0D00594g,K. lactis,gene:KLLA0_B02915g,Cluster2108
K. lactis,gene:KLLA0_E00639g,C. glabrata,CAGL0E03872g,Cluster2109
K. lactis,gene:KLLA0_A02607g,C. glabrata,CAGL0K04235g,Cluster2112
K. lactis,gene:KLLA0_B09372g,C. glabrata,CAGL0M04609g,Cluster2115
K. lactis,gene:KLLA0_D16005g,C. glabrata,CAGL0D05258g,Cluster2120
C. glabrata,CAGL0L06248g,K. lactis,gene:KLLA0_B12353g,Cluster2125
C. glabrata,CAGL0D04686g,K. lactis,gene:KLLA0_D15631g,Cluster2149
K. lactis,gene:KLLA0_F00264g,C. glabrata,CAGL0K00715g,Cluster2158
K. lactis,gene:KLLA0_B14036g,C. glabrata,CAGL0K00473g,Cluster2166
K. lactis,gene:KLLA0_E21561g,C. glabrata,CAGL0A02574g,Cluster2167
K. lactis,gene:KLLA0_F19140g,C. glabrata,CAGL0B01771g,Cluster2173
K. lactis,gene:KLLA0_E10825g,C. glabrata,CAGL0E02981g,Cluster2188
K. lactis,gene:KLLA0_A04862g,C. glabrata,CAGL0A00319g,Cluster2190
K. lactis,gene:KLLA0_E08295g,C. glabrata,CAGL0M06897g,Cluster220
C. glabrata,CAGL0F04917g,K. lactis,gene:KLLA0_D09240g,Cluster2201
C. glabrata,CAGL0A03993g,K. lactis,gene:KLLA0_D12276g,Cluster2207
C. glabrata,CAGL0E05940g,K. lactis,gene:KLLA0_B01914g,Cluster2220
C. glabrata,CAGL0H08888g,K. lactis,gene:KLLA0_B01914g,Cluster2220
C. glabrata,CAGL0K03179g,K. lactis,gene:KLLA0_F25498g,Cluster2222
C. glabrata,CAGL0H07073g,K. lactis,gene:KLLA0_C16775g,Cluster2224
K. lactis,gene:KLLA0_E09307g,C. glabrata,CAGL0H08283g,Cluster2226
K. lactis,gene:KLLA0_F01661g,C. glabrata,CAGL0J05214g,Cluster2228
C. glabrata,CAGL0E02519g,K. lactis,gene:KLLA0_D01331g,Cluster2231
C. glabrata,CAGL0J04246g,K. lactis,gene:KLLA0_B12958g,Cluster2235
C. glabrata,CAGL0I01628g,K. lactis,gene:KLLA0_E22507g,Cluster2236
C. glabrata,CAGL0G04675g,K. lactis,gene:KLLA0_C12375g,Cluster226
K. lactis,gene:KLLA0_F07513g,C. glabrata,CAGL0H06193g,Cluster2276
C. glabrata,CAGL0K12518g,K. lactis,gene:KLLA0_F08954g,Cluster2277
C. glabrata,CAGL0A04081g,K. lactis,gene:KLLA0_E19559g,Cluster228
C. glabrata,CAGL0J01958g,K. lactis,gene:KLLA0_D13486g,Cluster2281
C. glabrata,CAGL0D04840g,K. lactis,gene:KLLA0_B11187g,Cluster2298
K. lactis,gene:KLLA0_B11187g,C. glabrata,CAGL0D04834g,Cluster2298
K. lactis,gene:KLLA0_E03719g,C. glabrata,CAGL0L01661r,Cluster2307
C. glabrata,CAGL0M11594g,K. lactis,gene:KLLA0_F19866g,Cluster2348
K. lactis,gene:KLLA0_E21011g,C. glabrata,CAGL0E01463g,Cluster2350
K. lactis,gene:KLLA0_A01518g,C. glabrata,CAGL0I06963g,Cluster2356
K. lactis,gene:KLLA0_E10495g,C. glabrata,CAGL0J04334g,Cluster2359
C. glabrata,CAGL0L05566g,K. lactis,gene:KLLA0_E15225g,Cluster2365
C. glabrata,CAGL0M08888g,K. lactis,gene:KLLA0_A07150g,Cluster2366
K. lactis,gene:KLLA0_E24597g,C. glabrata,CAGL0M06083g,Cluster2373
K. lactis,gene:KLLA0_F07029g,C. glabrata,CAGL0G07909g,Cluster2374
K. lactis,gene:KLLA0_F15433g,C. glabrata,CAGL0D05500g,Cluster2377
C. glabrata,CAGL0L02387g,K. lactis,gene:KLLA0_D13904g,Cluster2388
K. lactis,gene:KLLA0_C08415g,C. glabrata,CAGL0M10956g,Cluster2402
C. glabrata,CAGL0M03993g,K. lactis,gene:KLLA0_E07371g,Cluster2403
C. glabrata,CAGL0L09889g,K. lactis,gene:KLLA0_E08097g,Cluster2405
K. lactis,gene:KLLA0_E04049g,C. glabrata,CAGL0E01419g,Cluster2408
C. glabrata,CAGL0G07931g,K. lactis,gene:KLLA0_F07007g,Cluster2412
K. lactis,gene:KLLA0_E06689g,C. glabrata,CAGL0K05115g,Cluster2421
C. glabrata,CAGL0E02189g,K. lactis,gene:KLLA0_A07535g,Cluster2425
C. glabrata,CAGL0F06721g,K. lactis,gene:KLLA0_E18261g,Cluster2427
C. glabrata,CAGL0L03223g,K. lactis,gene:KLLA0_F21428g,Cluster243
C. glabrata,CAGL0J03344g,K. lactis,gene:KLLA0_C09262g,Cluster2430
K. lactis,gene:KLLA0_B06259g,C. glabrata,CAGL0C03718r,Cluster2437
K. lactis,gene:KLLA0_D02640g,C. glabrata,CAGL0I10032r,Cluster2438
K. lactis,gene:KLLA0_D02640g,C. glabrata,CAGL0B05027r,Cluster2438
C. glabrata,CAGL0A02090g,K. lactis,gene:KLLA0_A08448g,Cluster2448
K. lactis,gene:KLLA0_D19701g,C. glabrata,CAGL0J07458g,Cluster2449
K. lactis,gene:KLLA0_D07986g,C. glabrata,CAGL0J06160g,Cluster2451
K. lactis,gene:KLLA0_E10407g,C. glabrata,CAGL0J04422g,Cluster2453
C. glabrata,CAGL0J11506g,K. lactis,gene:KLLA0_D03542g,Cluster2471
K. lactis,gene:KLLA0_C07799g,C. glabrata,CAGL0M12705g,Cluster2474
C. glabrata,CAGL0H03685g,K. lactis,gene:KLLA0_D04796g,Cluster2476
C. glabrata,CAGL0H10406g,K. lactis,gene:KLLA0_E09197g,Cluster2477
C. glabrata,CAGL0G01496g,K. lactis,gene:KLLA0_F03993g,Cluster2478
K. lactis,gene:KLLA0_D18535g,C. glabrata,CAGL0F05621g,Cluster248
C. glabrata,CAGL0I10725g,K. lactis,gene:KLLA0_B11011g,Cluster2485
K. lactis,gene:KLLA0_E08405g,C. glabrata,CAGL0L08558r,Cluster2488
K. lactis,gene:KLLA0_C08063g,C. glabrata,CAGL0K07722r,Cluster2498
C. glabrata,CAGL0M04697g,K. lactis,gene:KLLA0_C06886g,Cluster2501
K. lactis,gene:KLLA0_C14784g,C. glabrata,CAGL0D03784g,Cluster2526
K. lactis,gene:KLLA0_A09735g,C. glabrata,CAGL0F08503g,Cluster2532
K. lactis,gene:KLLA0_E10121g,C. glabrata,CAGL0I06710g,Cluster2536
C. glabrata,CAGL0H07227g,K. lactis,gene:KLLA0_E12717g,Cluster2543
C. glabrata,CAGL0K12936g,K. lactis,gene:KLLA0_D05885g,Cluster2561
K. lactis,gene:KLLA0_F20009g,C. glabrata,CAGL0M11704g,Cluster2579
C. glabrata,CAGL0I08239g,K. lactis,gene:KLLA0_D10824g,Cluster2580
K. lactis,gene:KLLA0_A05841g,C. glabrata,CAGL0I05918g,Cluster2581
K. lactis,gene:KLLA0_C08217g,C. glabrata,CAGL0M11660g,Cluster2583
K. lactis,gene:KLLA0_C11143g,C. glabrata,CAGL0D04092g,Cluster2584
K. lactis,gene:KLLA0_C11143g,C. glabrata,CAGL0M12925g,Cluster2584
K. lactis,gene:KLLA0_C11143g,C. glabrata,CAGL0I05874g,Cluster2584
K. lactis,gene:KLLA0_B02871g,C. glabrata,CAGL0M09867g,Cluster2589
K. lactis,gene:KLLA0_C07777g,C. glabrata,CAGL0J03212g,Cluster2599
K. lactis,gene:KLLA0_C17072g,C. glabrata,CAGL0L07480g,Cluster2605
C. glabrata,CAGL0D01430g,K. lactis,gene:KLLA0_B09394g,Cluster2610
C. glabrata,CAGL0F01507g,K. lactis,gene:KLLA0_D14377g,Cluster2612
K. lactis,gene:KLLA0_C12177g,C. glabrata,CAGL0D02794g,Cluster2613
C. glabrata,CAGL0K05709g,K. lactis,gene:KLLA0_C01650g,Cluster262
K. lactis,gene:KLLA0_E24157g,C. glabrata,CAGL0H05731g,Cluster2639
K. lactis,gene:KLLA0_E05105g,C. glabrata,CAGL0H06457g,Cluster2640
C. glabrata,CAGL0I01606g,K. lactis,gene:KLLA0_E22485g,Cluster2648
K. lactis,gene:KLLA0_C15015g,C. glabrata,CAGL0K11341g,Cluster2651
C. glabrata,CAGL0D01650g,K. lactis,gene:KLLA0_B08569g,Cluster2653
C. glabrata,CAGL0F07469g,K. lactis,gene:KLLA0_F10461g,Cluster2664
K. lactis,gene:KLLA0_F10461g,C. glabrata,CAGL0K07007g,Cluster2664
C. glabrata,CAGL0J04664g,K. lactis,gene:KLLA0_D02838g,Cluster2667
K. lactis,gene:KLLA0_E08801g,C. glabrata,CAGL0H10582g,Cluster2668
K. lactis,gene:KLLA0_C10571g,C. glabrata,CAGL0H01287g,Cluster267
K. lactis,gene:KLLA0_A08536g,C. glabrata,CAGL0L11396r,Cluster2684
K. lactis,gene:KLLA0_E22331g,C. glabrata,CAGL0I01518g,Cluster269
