species1,gene1,species2,gene2,cluster_id
C. albicans,orf19.2070,K. lactis,gene:KLLA0_F17413g,Cluster11958
C. albicans,orf19.5746,K. lactis,gene:KLLA0_F02431g,Cluster1196
K. lactis,gene:KLLA0_C10923g,C. albicans,orf19.3986,Cluster11968
K. lactis,gene:KLLA0_E13663g,C. albicans,orf19.6286,Cluster11969
C. albicans,orf19.5967,K. lactis,gene:KLLA0_F05291g,Cluster1197
C. albicans,orf19.4019,K. lactis,gene:KLLA0_E05721g,Cluster11970
K. lactis,gene:KLLA0_A09251g,C. albicans,orf19.3308,Cluster11972
C. albicans,orf19.5849,K. lactis,gene:KLLA0_D07029g,Cluster11973
C. albicans,orf19.1035,K. lactis,gene:KLLA0_B04620g,Cluster11974
K. lactis,gene:KLLA0_A01342g,C. albicans,orf19.1275,Cluster11976
K. lactis,gene:KLLA0_F21296g,C. albicans,orf19.2842,Cluster11977
K. lactis,gene:KLLA0_F25300g,C. albicans,orf19.1577,Cluster11979
C. albicans,orf19.4621,K. lactis,gene:KLLA0_B12012g,Cluster1198
C. albicans,orf19.2106,K. lactis,gene:KLLA0_C18161g,Cluster11980
K. lactis,gene:KLLA0_E01805g,C. albicans,orf19.7404,Cluster11981
K. lactis,gene:KLLA0_F17116g,C. albicans,orf19.3912,Cluster11982
C. albicans,orf19.909.1,K. lactis,gene:KLLA0_E09329g,Cluster11983
K. lactis,gene:KLLA0_E17821g,C. albicans,orf19.1339,Cluster11984
K. lactis,gene:KLLA0_A09977g,C. albicans,orf19.1339,Cluster11984
K. lactis,gene:KLLA0_C08349g,C. albicans,orf19.6220.3,Cluster11985
C. albicans,orf19.1796,K. lactis,gene:KLLA0_F09163g,Cluster11986
K. lactis,gene:KLLA0_C05236g,C. albicans,orf19.6053,Cluster11987
K. lactis,gene:KLLA0_E13729g,C. albicans,orf19.7650,Cluster11988
C. albicans,orf19.3527,K. lactis,gene:KLLA0_F16555g,Cluster11989
C. albicans,orf19.6630,K. lactis,gene:KLLA0_F19844g,Cluster1199
C. albicans,orf19.7645,K. lactis,gene:KLLA0_F05049g,Cluster11990
C. albicans,orf19.4284,K. lactis,gene:KLLA0_F13134g,Cluster11992
C. albicans,orf19.496,K. lactis,gene:KLLA0_F24156g,Cluster12000
C. albicans,orf19.329,K. lactis,gene:KLLA0_F18018g,Cluster12017
K. lactis,gene:KLLA0_E24333g,C. albicans,orf19.3030,Cluster12019
K. lactis,gene:KLLA0_F09427g,C. albicans,orf19.552,Cluster12021
K. lactis,gene:KLLA0_D03905g,C. albicans,orf19.87,Cluster12022
K. lactis,gene:KLLA0_D03905g,C. albicans,orf19.4436,Cluster12022
K. lactis,gene:KLLA0_A05709g,C. albicans,orf19.3325,Cluster12023
C. albicans,orf19.6654,K. lactis,gene:KLLA0_C07040g,Cluster12024
K. lactis,gene:KLLA0_C07040g,C. albicans,orf19.6316,Cluster12024
C. albicans,orf19.3615,K. lactis,gene:KLLA0_E19273g,Cluster12026
K. lactis,gene:KLLA0_E17953g,C. albicans,orf19.1751,Cluster12027
K. lactis,gene:KLLA0_C12991g,C. albicans,orf19.3175,Cluster12028
C. albicans,orf19.85,K. lactis,gene:KLLA0_F06732g,Cluster12030
C. albicans,orf19.6627,K. lactis,gene:KLLA0_F02640g,Cluster12032
K. lactis,gene:KLLA0_C15125g,C. albicans,orf19.3846,Cluster12038
C. albicans,orf19.2128,K. lactis,gene:KLLA0_F25564g,Cluster12045
C. albicans,orf19.5142,K. lactis,gene:KLLA0_D07458g,Cluster12053
K. lactis,gene:KLLA0_E22199g,C. albicans,orf19.3426,Cluster12059
C. albicans,orf19.2191,K. lactis,gene:KLLA0_F06688g,Cluster12067
C. albicans,orf19.2073,K. lactis,gene:KLLA0_A06952g,Cluster12080
C. albicans,orf19.336,K. lactis,gene:KLLA0_B10307g,Cluster12088
K. lactis,gene:KLLA0_E19933g,C. albicans,orf19.2545,Cluster1210
K. lactis,gene:KLLA0_C05940g,C. albicans,orf19.5102,Cluster12102
C. albicans,orf19.3764,K. lactis,gene:KLLA0_F18953g,Cluster12103
C. albicans,orf19.754,K. lactis,gene:KLLA0_D03608g,Cluster12105
K. lactis,gene:KLLA0_E24047g,C. albicans,orf19.4660,Cluster12107
C. albicans,orf19.3357,K. lactis,gene:KLLA0_C10164g,Cluster12110
K. lactis,gene:KLLA0_A07425g,C. albicans,orf19.4939,Cluster12112
C. albicans,orf19.3358,K. lactis,gene:KLLA0_E03235g,Cluster12114
C. albicans,orf19.4261,K. lactis,gene:KLLA0_E06095g,Cluster12126
K. lactis,gene:KLLA0_A02893g,C. albicans,orf19.5238,Cluster12150
K. lactis,gene:KLLA0_F15807g,C. albicans,orf19.1311,Cluster12151
K. lactis,gene:KLLA0_F04631g,C. albicans,orf19.2236,Cluster12152
K. lactis,gene:KLLA0_E01981g,C. albicans,orf19.2834,Cluster12153
K. lactis,gene:KLLA0_E01981g,C. albicans,orf19.6801,Cluster12153
C. albicans,orf19.7675,K. lactis,gene:KLLA0_D03817g,Cluster12154
C. albicans,orf19.1853,K. lactis,gene:KLLA0_E08625g,Cluster12156
C. albicans,orf19.1061,K. lactis,gene:KLLA0_E17623g,Cluster12157
K. lactis,gene:KLLA0_C08778g,C. albicans,orf19.4853,Cluster12159
C. albicans,orf19.1621,K. lactis,gene:KLLA0_D10956g,Cluster12162
K. lactis,gene:KLLA0_F02453g,C. albicans,orf19.275,Cluster12169
K. lactis,gene:KLLA0_C18887g,C. albicans,orf19.5525,Cluster12170
K. lactis,gene:KLLA0_B01452g,C. albicans,orf19.2332,Cluster12172
C. albicans,orf19.6036,K. lactis,gene:KLLA0_F17259g,Cluster12173
C. albicans,orf19.1283,K. lactis,gene:KLLA0_C15785g,Cluster12174
C. albicans,orf19.3008,K. lactis,gene:KLLA0_D18865g,Cluster12175
C. albicans,orf19.2739,K. lactis,gene:KLLA0_D02090g,Cluster12176
C. albicans,orf19.1560,K. lactis,gene:KLLA0_B04906g,Cluster12177
C. albicans,orf19.5277,K. lactis,gene:KLLA0_D03718g,Cluster12178
K. lactis,gene:KLLA0_C02673g,C. albicans,orf19.2369.1,Cluster12179
K. lactis,gene:KLLA0_A06754g,C. albicans,orf19.4490.2,Cluster12180
K. lactis,gene:KLLA0_C02211g,C. albicans,orf19.4738,Cluster12181
C. albicans,orf19.5661,K. lactis,gene:KLLA0_D13134g,Cluster12194
C. albicans,orf19.2485,K. lactis,gene:KLLA0_E20615g,Cluster12195
C. albicans,orf19.5869,K. lactis,gene:KLLA0_E18745g,Cluster12196
K. lactis,gene:KLLA0_B12309g,C. albicans,orf19.2796,Cluster12197
K. lactis,gene:KLLA0_F22473g,C. albicans,orf19.4724,Cluster12200
C. albicans,orf19.6253,K. lactis,gene:KLLA0_B11231g,Cluster12201
C. albicans,orf19.1532,K. lactis,gene:KLLA0_F26312g,Cluster12202
C. albicans,orf19.3567,K. lactis,gene:KLLA0_B14729g,Cluster12203
K. lactis,gene:KLLA0_B12463g,C. albicans,orf19.6908,Cluster12204
K. lactis,gene:KLLA0_F02816g,C. albicans,orf19.6527,Cluster12205
K. lactis,gene:KLLA0_F00946g,C. albicans,orf19.182,Cluster12207
K. lactis,gene:KLLA0_E05083g,C. albicans,orf19.6419.1,Cluster12213
C. albicans,orf19.5897,K. lactis,gene:KLLA0_E06469g,Cluster12216
C. albicans,orf19.5896,K. lactis,gene:KLLA0_F08745g,Cluster12217
C. albicans,orf19.5894,K. lactis,gene:KLLA0_E22595g,Cluster12218
C. albicans,orf19.5893,K. lactis,gene:KLLA0_E22573g,Cluster12219
K. lactis,gene:KLLA0_E12057g,C. albicans,orf19.2182,Cluster12222
C. albicans,orf19.718,K. lactis,gene:KLLA0_C05852g,Cluster12223
C. albicans,orf19.4290,K. lactis,gene:KLLA0_E21605g,Cluster12224
C. albicans,orf19.56,K. lactis,gene:KLLA0_D06523g,Cluster12225
K. lactis,gene:KLLA0_A02123g,C. albicans,orf19.4591,Cluster12228
C. albicans,orf19.4548,K. lactis,gene:KLLA0_A11242g,Cluster12229
C. albicans,orf19.6923,K. lactis,gene:KLLA0_B01067g,Cluster12230
C. albicans,orf19.2754,K. lactis,gene:KLLA0_F15312g,Cluster12231
K. lactis,gene:KLLA0_F18931g,C. albicans,orf19.2746,Cluster12232
K. lactis,gene:KLLA0_D19899g,C. albicans,orf19.4119,Cluster12233
K. lactis,gene:KLLA0_F17435g,C. albicans,orf19.2090,Cluster12234
K. lactis,gene:KLLA0_E16501g,C. albicans,orf19.7345,Cluster12235
C. albicans,orf19.7578,K. lactis,gene:KLLA0_E12607g,Cluster12236
C. albicans,orf19.7588,K. lactis,gene:KLLA0_F08503g,Cluster12237
K. lactis,gene:KLLA0_F24926g,C. albicans,orf19.2075,Cluster12239
C. albicans,orf19.2755,K. lactis,gene:KLLA0_E05633g,Cluster12240
C. albicans,orf19.3673,K. lactis,gene:KLLA0_D12144g,Cluster12241
C. albicans,orf19.238,K. lactis,gene:KLLA0_B07557g,Cluster12242
K. lactis,gene:KLLA0_C10142g,C. albicans,orf19.7419,Cluster12245
C. albicans,orf19.2041,K. lactis,gene:KLLA0_A02959g,Cluster12255
K. lactis,gene:KLLA0_B07843g,C. albicans,orf19.2013,Cluster12256
C. albicans,orf19.5516,K. lactis,gene:KLLA0_B02288g,Cluster12259
K. lactis,gene:KLLA0_C14344g,C. albicans,orf19.1217,Cluster12261
K. lactis,gene:KLLA0_E13003g,C. albicans,orf19.2827,Cluster12274
C. albicans,orf19.5519,K. lactis,gene:KLLA0_B06754g,Cluster12280
K. lactis,gene:KLLA0_C16445g,C. albicans,orf19.7186,Cluster12282
C. albicans,orf19.2245,K. lactis,gene:KLLA0_D01265g,Cluster12285
C. albicans,orf19.2843,K. lactis,gene:KLLA0_B10626g,Cluster12286
C. albicans,orf19.5006,K. lactis,gene:KLLA0_A03597g,Cluster12287
K. lactis,gene:KLLA0_A11638g,C. albicans,orf19.505,Cluster12288
C. albicans,orf19.5903,K. lactis,gene:KLLA0_F24904g,Cluster12289
K. lactis,gene:KLLA0_B01628g,C. albicans,orf19.7398.1,Cluster12290
K. lactis,gene:KLLA0_B04928g,C. albicans,orf19.4741,Cluster12292
K. lactis,gene:KLLA0_E02091g,C. albicans,orf19.3304,Cluster12293
C. albicans,orf19.4931,K. lactis,gene:KLLA0_C03025g,Cluster12294
C. albicans,orf19.2364,K. lactis,gene:KLLA0_E12475g,Cluster12296
C. albicans,orf19.1670,K. lactis,gene:KLLA0_E23871g,Cluster12297
C. albicans,orf19.3534,K. lactis,gene:KLLA0_F03443g,Cluster12298
C. albicans,orf19.5487,K. lactis,gene:KLLA0_D09262g,Cluster12299
C. albicans,orf19.5220,K. lactis,gene:KLLA0_E17865g,Cluster12300
K. lactis,gene:KLLA0_A01573g,C. albicans,orf19.1826,Cluster12301
C. albicans,orf19.3211,K. lactis,gene:KLLA0_E13201g,Cluster12302
K. lactis,gene:KLLA0_F07557g,C. albicans,orf19.6404,Cluster12303
C. albicans,orf19.6411,K. lactis,gene:KLLA0_E05193g,Cluster12304
C. albicans,orf19.4726,K. lactis,gene:KLLA0_E02399g,Cluster12305
K. lactis,gene:KLLA0_A00572g,C. albicans,orf19.4441,Cluster12306
C. albicans,orf19.1744,K. lactis,gene:KLLA0_C07150g,Cluster12307
K. lactis,gene:KLLA0_C07128g,C. albicans,orf19.1265,Cluster12308
C. albicans,orf19.7265,K. lactis,gene:KLLA0_E14125g,Cluster12309
K. lactis,gene:KLLA0_A08602g,C. albicans,orf19.7073,Cluster12310
C. albicans,orf19.5244,K. lactis,gene:KLLA0_B07249g,Cluster12311
K. lactis,gene:KLLA0_E08053g,C. albicans,orf19.5195,Cluster12314
C. albicans,orf19.7391,K. lactis,gene:KLLA0_F22220g,Cluster12315
C. albicans,orf19.3000,K. lactis,gene:KLLA0_B05016g,Cluster12317
C. albicans,orf19.3823,K. lactis,gene:KLLA0_D01683g,Cluster12318
C. albicans,orf19.5321,K. lactis,gene:KLLA0_D12188g,Cluster12324
C. albicans,orf19.5270,K. lactis,gene:KLLA0_E05831g,Cluster12325
C. albicans,orf19.5278,K. lactis,gene:KLLA0_E05831g,Cluster12325
C. albicans,orf19.2563,K. lactis,gene:KLLA0_E11045g,Cluster12327
C. albicans,orf19.3685,K. lactis,gene:KLLA0_D18887g,Cluster12329
C. albicans,orf19.5420,K. lactis,gene:KLLA0_A02035g,Cluster12330
K. lactis,gene:KLLA0_B05555g,C. albicans,orf19.5938,Cluster12333
C. albicans,orf19.4805,K. lactis,gene:KLLA0_E11111g,Cluster12335
C. albicans,orf19.151,K. lactis,gene:KLLA0_A06666g,Cluster12337
C. albicans,orf19.7258,K. lactis,gene:KLLA0_E10341g,Cluster12338
K. lactis,gene:KLLA0_D18304g,C. albicans,orf19.3087,Cluster12339
K. lactis,gene:KLLA0_F15246g,C. albicans,orf19.392,Cluster12340
C. albicans,orf19.5342.1,K. lactis,gene:KLLA0_B02629g,Cluster12341
K. lactis,gene:KLLA0_F05093g,C. albicans,orf19.7654,Cluster12342
K. lactis,gene:KLLA0_F05027g,C. albicans,orf19.6100,Cluster12344
K. lactis,gene:KLLA0_E03543g,C. albicans,orf19.3898,Cluster12345
K. lactis,gene:KLLA0_E17931g,C. albicans,orf19.6414.3,Cluster12349
C. albicans,orf19.5201,K. lactis,gene:KLLA0_E04555g,Cluster12365
K. lactis,gene:KLLA0_D19041g,C. albicans,orf19.6367,Cluster12366
K. lactis,gene:KLLA0_E18239g,C. albicans,orf19.3250,Cluster12371
K. lactis,gene:KLLA0_D10868g,C. albicans,orf19.3051,Cluster12375
C. albicans,orf19.1069,K. lactis,gene:KLLA0_C04103g,Cluster12381
K. lactis,gene:KLLA0_C07645g,C. albicans,orf19.354,Cluster12391
K. lactis,gene:KLLA0_C04840g,C. albicans,orf19.5485,Cluster12392
C. albicans,orf19.6795,K. lactis,gene:KLLA0_B09284g,Cluster12393
K. lactis,gene:KLLA0_A02013g,C. albicans,orf19.2484,Cluster12396
C. albicans,orf19.2857,K. lactis,gene:KLLA0_E13025g,Cluster12398
C. albicans,orf19.713,K. lactis,gene:KLLA0_F25850g,Cluster12399
C. albicans,orf19.3541,K. lactis,gene:KLLA0_C11231g,Cluster12400
K. lactis,gene:KLLA0_C04510g,C. albicans,orf19.5985,Cluster12401
K. lactis,gene:KLLA0_C13838g,C. albicans,orf19.2873,Cluster12403
C. albicans,orf19.7343,K. lactis,gene:KLLA0_E04819g,Cluster12404
K. lactis,gene:KLLA0_C02541g,C. albicans,orf19.3785,Cluster12406
C. albicans,orf19.1228,K. lactis,gene:KLLA0_A00891g,Cluster12407
C. albicans,orf19.5418,K. lactis,gene:KLLA0_E04401g,Cluster12408
C. albicans,orf19.3861,K. lactis,gene:KLLA0_D04818g,Cluster12409
C. albicans,orf19.1276,K. lactis,gene:KLLA0_D05841g,Cluster12410
K. lactis,gene:KLLA0_C02981g,C. albicans,orf19.2018,Cluster12411
C. albicans,orf19.1646,K. lactis,gene:KLLA0_D14949g,Cluster12412
K. lactis,gene:KLLA0_C02123g,C. albicans,orf19.2898,Cluster12413
C. albicans,orf19.5168,K. lactis,gene:KLLA0_A10901g,Cluster12414
K. lactis,gene:KLLA0_E10297g,C. albicans,orf19.5030,Cluster12415
K. lactis,gene:KLLA0_F02255g,C. albicans,orf19.4535,Cluster12416
K. lactis,gene:KLLA0_E03499g,C. albicans,orf19.3900,Cluster12417
K. lactis,gene:KLLA0_B02959g,C. albicans,orf19.966,Cluster12418
C. albicans,orf19.2341,K. lactis,gene:KLLA0_F05731g,Cluster12419
C. albicans,orf19.2651,K. lactis,gene:KLLA0_D11594g,Cluster12420
C. albicans,orf19.6512,K. lactis,gene:KLLA0_F14421g,Cluster12421
K. lactis,gene:KLLA0_B06798g,C. albicans,orf19.136,Cluster12422
K. lactis,gene:KLLA0_A08844g,C. albicans,orf19.2093,Cluster12423
C. albicans,orf19.7308,K. lactis,gene:KLLA0_C16874g,Cluster12424
C. albicans,orf19.1083,K. lactis,gene:KLLA0_F17215g,Cluster12425
C. albicans,orf19.273,K. lactis,gene:KLLA0_F27885g,Cluster12426
C. albicans,orf19.801,K. lactis,gene:KLLA0_D06765g,Cluster12427
K. lactis,gene:KLLA0_F18865g,C. albicans,orf19.5363,Cluster12428
C. albicans,orf19.2778,K. lactis,gene:KLLA0_E18151g,Cluster12429
K. lactis,gene:KLLA0_C13123g,C. albicans,orf19.1957,Cluster12430
C. albicans,orf19.3797,K. lactis,gene:KLLA0_A03267g,Cluster12431
C. albicans,orf19.3695,K. lactis,gene:KLLA0_F24354g,Cluster12432
K. lactis,gene:KLLA0_E13421g,C. albicans,orf19.4349,Cluster12433
C. albicans,orf19.300,K. lactis,gene:KLLA0_F05753g,Cluster12434
K. lactis,gene:KLLA0_D19404g,C. albicans,orf19.4442,Cluster12435
K. lactis,gene:KLLA0_F26499g,C. albicans,orf19.314,Cluster12436
K. lactis,gene:KLLA0_D07480g,C. albicans,orf19.6883,Cluster12437
C. albicans,orf19.4898,K. lactis,gene:KLLA0_D13684g,Cluster12438
K. lactis,gene:KLLA0_D02706g,C. albicans,orf19.2977,Cluster12439
C. albicans,orf19.4883,K. lactis,gene:KLLA0_E23079g,Cluster12440
K. lactis,gene:KLLA0_A04411g,C. albicans,orf19.7092,Cluster12443
C. albicans,orf19.3964,K. lactis,gene:KLLA0_C10945g,Cluster12446
K. lactis,gene:KLLA0_B01287g,C. albicans,orf19.7402,Cluster1245
C. albicans,orf19.4195.1,K. lactis,gene:KLLA0_B08437g,Cluster12456
C. albicans,orf19.4518,K. lactis,gene:KLLA0_F11319g,Cluster12457
K. lactis,gene:KLLA0_D13332g,C. albicans,orf19.6068,Cluster12458
K. lactis,gene:KLLA0_C15587g,C. albicans,orf19.2953,Cluster1246
C. albicans,orf19.4882,K. lactis,gene:KLLA0_A05951g,Cluster12460
C. albicans,orf19.3133,K. lactis,gene:KLLA0_A00418g,Cluster1247
C. albicans,orf19.2951,K. lactis,gene:KLLA0_B03872g,Cluster12470
K. lactis,gene:KLLA0_F24618g,C. albicans,orf19.6275,Cluster12472
C. albicans,orf19.4850,K. lactis,gene:KLLA0_D14355g,Cluster1248
C. albicans,orf19.4851,K. lactis,gene:KLLA0_E18657g,Cluster1249
K. lactis,gene:KLLA0_E24091g,C. albicans,orf19.1867,Cluster12498
K. lactis,gene:KLLA0_E01761g,C. albicans,orf19.3108,Cluster1250
K. lactis,gene:KLLA0_D06677g,C. albicans,orf19.2688,Cluster1251
K. lactis,gene:KLLA0_D15851g,C. albicans,orf19.4849,Cluster1252
C. albicans,orf19.3086,K. lactis,gene:KLLA0_D18260g,Cluster12523
C. albicans,orf19.4015,K. lactis,gene:KLLA0_F25916g,Cluster12525
K. lactis,gene:KLLA0_E14103g,C. albicans,orf19.7263,Cluster12526
C. albicans,orf19.4583,K. lactis,gene:KLLA0_E09703g,Cluster1253
K. lactis,gene:KLLA0_E09131g,C. albicans,orf19.6498,Cluster1254
K. lactis,gene:KLLA0_F26268g,C. albicans,orf19.6500,Cluster1255
C. albicans,orf19.28,K. lactis,gene:KLLA0_D15015g,Cluster1256
K. lactis,gene:KLLA0_D07238g,C. albicans,orf19.6550,Cluster1257
C. albicans,orf19.6387,K. lactis,gene:KLLA0_F18194g,Cluster1258
K. lactis,gene:KLLA0_D17270g,C. albicans,orf19.203,Cluster130
K. lactis,gene:KLLA0_D12518g,C. albicans,orf19.827,Cluster1315
C. albicans,orf19.4464,K. lactis,gene:KLLA0_F26334g,Cluster1316
C. albicans,orf19.5229,K. lactis,gene:KLLA0_A10835g,Cluster1317
K. lactis,gene:KLLA0_C06314g,C. albicans,orf19.3624,Cluster1318
C. albicans,orf19.4862.2,K. lactis,gene:KLLA0_C11693g,Cluster1319
K. lactis,gene:KLLA0_C06787g,C. albicans,orf19.3347,Cluster1320
K. lactis,gene:KLLA0_E04357g,C. albicans,orf19.1461,Cluster1321
K. lactis,gene:KLLA0_B08954g,C. albicans,orf19.2201,Cluster1322
K. lactis,gene:KLLA0_F03212g,C. albicans,orf19.3931,Cluster1323
C. albicans,orf19.7466,K. lactis,gene:KLLA0_F06072g,Cluster1324
K. lactis,gene:KLLA0_E24619g,C. albicans,orf19.4600,Cluster1325
K. lactis,gene:KLLA0_F16280g,C. albicans,orf19.6955,Cluster1326
C. albicans,orf19.1555,K. lactis,gene:KLLA0_D16775g,Cluster1328
K. lactis,gene:KLLA0_B08888g,C. albicans,orf19.3205,Cluster1329
C. albicans,orf19.6044,K. lactis,gene:KLLA0_D05225g,Cluster1330
K. lactis,gene:KLLA0_B07139g,C. albicans,orf19.7217,Cluster1331
C. albicans,orf19.670,K. lactis,gene:KLLA0_C01628g,Cluster1332
K. lactis,gene:KLLA0_B14366g,C. albicans,orf19.5243,Cluster1333
C. albicans,orf19.4174,K. lactis,gene:KLLA0_F15862g,Cluster1334
C. albicans,orf19.74,K. lactis,gene:KLLA0_D17138g,Cluster1335
K. lactis,gene:KLLA0_B03179g,C. albicans,orf19.6425,Cluster1336
C. albicans,orf19.1676,K. lactis,gene:KLLA0_F05423g,Cluster1337
C. albicans,orf19.6034,K. lactis,gene:KLLA0_D05269g,Cluster1338
C. albicans,orf19.3293,K. lactis,gene:KLLA0_C04367g,Cluster1361
C. albicans,orf19.3265,K. lactis,gene:KLLA0_F19404g,Cluster1362
C. albicans,orf19.3034,K. lactis,gene:KLLA0_C17556g,Cluster1363
K. lactis,gene:KLLA0_D18557g,C. albicans,orf19.3130,Cluster1364
K. lactis,gene:KLLA0_E17359g,C. albicans,orf19.6924,Cluster1365
C. albicans,orf19.1051,K. lactis,gene:KLLA0_F13332g,Cluster1366
K. lactis,gene:KLLA0_F09768g,C. albicans,orf19.478,Cluster1367
C. albicans,orf19.327,K. lactis,gene:KLLA0_C05918g,Cluster1368
K. lactis,gene:KLLA0_F26587g,C. albicans,orf19.5553,Cluster137
K. lactis,gene:KLLA0_E00463g,C. albicans,orf19.953.1,Cluster1370
C. albicans,orf19.5984,K. lactis,gene:KLLA0_C04532g,Cluster1375
K. lactis,gene:KLLA0_F03102g,C. albicans,orf19.4579,Cluster1380
K. lactis,gene:KLLA0_A01848g,C. albicans,orf19.866,Cluster1393
C. albicans,orf19.4128,K. lactis,gene:KLLA0_F16709g,Cluster1400
K. lactis,gene:KLLA0_A05159g,C. albicans,orf19.706,Cluster1401
C. albicans,orf19.671,K. lactis,gene:KLLA0_C01716g,Cluster1402
K. lactis,gene:KLLA0_B03652g,C. albicans,orf19.3354,Cluster1404
K. lactis,gene:KLLA0_C12507g,C. albicans,orf19.2507,Cluster1405
C. albicans,orf19.4107,K. lactis,gene:KLLA0_B03806g,Cluster1406
C. albicans,orf19.7387,K. lactis,gene:KLLA0_E23937g,Cluster1407
K. lactis,gene:KLLA0_B13453g,C. albicans,orf19.3235,Cluster1408
C. albicans,orf19.5805,K. lactis,gene:KLLA0_E19691g,Cluster144
C. albicans,orf19.6043,K. lactis,gene:KLLA0_E19691g,Cluster144
K. lactis,gene:KLLA0_E19625g,C. albicans,orf19.6257,Cluster1440
C. albicans,orf19.4844,K. lactis,gene:KLLA0_F05896g,Cluster1441
C. albicans,orf19.2473,K. lactis,gene:KLLA0_D10461g,Cluster1448
C. albicans,orf19.4967,K. lactis,gene:KLLA0_D03971g,Cluster1449
K. lactis,gene:KLLA0_D02046g,C. albicans,orf19.1815,Cluster1450
C. albicans,orf19.1195,K. lactis,gene:KLLA0_B12397g,Cluster1452
K. lactis,gene:KLLA0_A05412g,C. albicans,orf19.703,Cluster1453
K. lactis,gene:KLLA0_E07833g,C. albicans,orf19.603,Cluster1454
C. albicans,orf19.2665,K. lactis,gene:KLLA0_F21648g,Cluster1455
C. albicans,orf19.500,K. lactis,gene:KLLA0_F03377g,Cluster1456
K. lactis,gene:KLLA0_F22154g,C. albicans,orf19.1658,Cluster1458
C. albicans,orf19.6462,K. lactis,gene:KLLA0_B14146g,Cluster1459
K. lactis,gene:KLLA0_F26895g,C. albicans,orf19.5667,Cluster1493
C. albicans,orf19.3769,K. lactis,gene:KLLA0_F06897g,Cluster1497
K. lactis,gene:KLLA0_F14146g,C. albicans,orf19.5157,Cluster1498
K. lactis,gene:KLLA0_E00573g,C. albicans,orf19.2311,Cluster150
K. lactis,gene:KLLA0_C01001g,C. albicans,orf19.4955,Cluster151
C. albicans,orf19.3251,K. lactis,gene:KLLA0_E18217g,Cluster1519
K. lactis,gene:KLLA0_A10153g,C. albicans,orf19.7178,Cluster152
K. lactis,gene:KLLA0_E18965g,C. albicans,orf19.748,Cluster1520
C. albicans,orf19.7433,K. lactis,gene:KLLA0_F26697g,Cluster1521
K. lactis,gene:KLLA0_C11891g,C. albicans,orf19.3635,Cluster154
C. albicans,orf19.6127,K. lactis,gene:KLLA0_D11154g,Cluster155
C. albicans,orf19.3404,K. lactis,gene:KLLA0_A06061g,Cluster156
K. lactis,gene:KLLA0_F23375g,C. albicans,orf19.4412,Cluster1560
C. albicans,orf19.5269.1,K. lactis,gene:KLLA0_B10769g,Cluster1561
K. lactis,gene:KLLA0_D18843g,C. albicans,orf19.5559,Cluster1562
K. lactis,gene:KLLA0_D07876g,C. albicans,orf19.4450.2,Cluster1563
C. albicans,orf19.6582,K. lactis,gene:KLLA0_A03487g,Cluster1564
K. lactis,gene:KLLA0_F01793g,C. albicans,orf19.6129,Cluster1565
K. lactis,gene:KLLA0_F05247g,C. albicans,orf19.5964.2,Cluster1566
C. albicans,orf19.3822,K. lactis,gene:KLLA0_D01639g,Cluster1567
C. albicans,orf19.6537,K. lactis,gene:KLLA0_C15939g,Cluster1568
C. albicans,orf19.1738.1,K. lactis,gene:KLLA0_C09460g,Cluster1569
C. albicans,orf19.7154,K. lactis,gene:KLLA0_F02013g,Cluster1570
K. lactis,gene:KLLA0_D15521g,C. albicans,orf19.2899,Cluster1571
K. lactis,gene:KLLA0_B14454g,C. albicans,orf19.4885,Cluster1572
K. lactis,gene:KLLA0_D06127g,C. albicans,orf19.4521,Cluster1573
K. lactis,gene:KLLA0_D18909g,C. albicans,orf19.4157,Cluster1574
K. lactis,gene:KLLA0_E13817g,C. albicans,orf19.1288,Cluster1575
C. albicans,orf19.6167,K. lactis,gene:KLLA0_F04455g,Cluster1576
K. lactis,gene:KLLA0_E08075g,C. albicans,orf19.5194.1,Cluster1577
C. albicans,orf19.2897,K. lactis,gene:KLLA0_E24003g,Cluster1579
C. albicans,orf19.2896,K. lactis,gene:KLLA0_E24003g,Cluster1579
K. lactis,gene:KLLA0_E22397g,C. albicans,orf19.732,Cluster1580
C. albicans,orf19.5646,K. lactis,gene:KLLA0_F07359g,Cluster1582
K. lactis,gene:KLLA0_E17161g,C. albicans,orf19.1063,Cluster1584
K. lactis,gene:KLLA0_E11287g,C. albicans,orf19.5351,Cluster1588
K. lactis,gene:KLLA0_E12915g,C. albicans,orf19.6937,Cluster1600
K. lactis,gene:KLLA0_F01034g,C. albicans,orf19.7392,Cluster162
C. albicans,orf19.6197,K. lactis,gene:KLLA0_C16599g,Cluster163
K. lactis,gene:KLLA0_B01089g,C. albicans,orf19.6377,Cluster1632
C. albicans,orf19.5165,K. lactis,gene:KLLA0_C08613g,Cluster1634
K. lactis,gene:KLLA0_E11265g,C. albicans,orf19.5348,Cluster1638
C. albicans,orf19.5991,K. lactis,gene:KLLA0_F24684g,Cluster164
C. albicans,orf19.6902,K. lactis,gene:KLLA0_F13926g,Cluster165
C. albicans,orf19.3756,K. lactis,gene:KLLA0_C17424g,Cluster166
K. lactis,gene:KLLA0_E17337g,C. albicans,orf19.1052,Cluster167
K. lactis,gene:KLLA0_F13310g,C. albicans,orf19.6925,Cluster168
C. albicans,orf19.7620,K. lactis,gene:KLLA0_C06490g,Cluster169
