cgla_gene,scer_gene,cgla_cluster,scer_cluster
CAGL0H03245g,YGL083W,Cluster9495,Cluster704
CAGL0G09251g,YGL082W,Cluster12026,Cluster5026
CAGL0G09251g,YGL082W,Cluster12026,Cluster5026
CAGL0H03311g,YGL081W,Cluster443,Cluster10612
CAGL0H03311g,YGL081W,Cluster443,Cluster10612
CAGL0H03355g,YGL079W,Cluster444,Cluster11278
CAGL0H03355g,YGL079W,Cluster444,Cluster11278
CAGL0H03399g,YGL077C,Cluster7649,Cluster10142
CAGL0H03399g,YGL077C,Cluster7649,Cluster10142
CAGL0G09130g,YGL076C,Cluster7263,Cluster11645
CAGL0G09130g,YGL076C,Cluster7263,Cluster11645
CAGL0H03443g,YGL073W,Cluster1545,Cluster8017
CAGL0H03443g,YGL073W,Cluster1545,Cluster8017
CAGL0G09042g,YGL071W,Cluster5743,Cluster9987
CAGL0G09042g,YGL071W,Cluster5743,Cluster9987
CAGL0H03509g,YGL070C,Cluster5449,Cluster11092
CAGL0H03509g,YGL070C,Cluster5449,Cluster11092
CAGL0M05687g,YGL067W,Cluster721,Cluster6504
CAGL0M05687g,YGL067W,Cluster721,Cluster6504
CAGL0M05709g,YGL066W,Cluster4418,Cluster10353
CAGL0M05709g,YGL066W,Cluster4418,Cluster10353
CAGL0E05764g,YGL063W,Cluster774,Cluster6561
CAGL0E05764g,YGL063W,Cluster774,Cluster6561
CAGL0F06963g,YGL061C,Cluster9360,Cluster10043
CAGL0F06963g,YGL061C,Cluster9360,Cluster10043
CAGL0F07007g,YGL059W,Cluster4842,Cluster5672
CAGL0F07007g,YGL059W,Cluster4842,Cluster5672
CAGL0I00352g,YGL058W,Cluster919,Cluster731
CAGL0I00352g,YGL058W,Cluster919,Cluster731
CAGL0I00374g,YGL057C,Cluster1206,Cluster10801
CAGL0I00374g,YGL057C,Cluster1206,Cluster10801
CAGL0D06336g,YGL050W,Cluster780,Cluster6418
CAGL0D06336g,YGL050W,Cluster780,Cluster6418
CAGL0D06314g,YGL049C,Cluster6299,Cluster8676
CAGL0D06314g,YGL049C,Cluster6299,Cluster8676
CAGL0D06292g,YGL048C,Cluster12130,Cluster4246
CAGL0D06292g,YGL048C,Cluster12130,Cluster4246
CAGL0D06204g,YGL045W,Cluster5457,Cluster6162
CAGL0D06204g,YGL045W,Cluster5457,Cluster6162
CAGL0D06182g,YGL044C,Cluster11809,Cluster6549
CAGL0D06182g,YGL044C,Cluster11809,Cluster6549
CAGL0A00231g,YBL009W,Cluster9193,Cluster8856
CAGL0A00231g,YBL009W,Cluster9193,Cluster8856
CAGL0A01738g,YGL038C,Cluster7930,Cluster12315
CAGL0A01738g,YGL038C,Cluster7930,Cluster12315
CAGL0A01716g,YGL037C,Cluster7933,Cluster6628
CAGL0A01716g,YGL037C,Cluster7933,Cluster6628
CAGL0A01694g,YGL036W,Cluster8199,Cluster5690
CAGL0A01694g,YGL036W,Cluster8199,Cluster5690
CAGL0A01628g,YGL035C,Cluster3698,Cluster3745
CAGL0A01628g,YGL035C,Cluster3698,Cluster3745
CAGL0A01562g,YGL031C,Cluster5011,Cluster6291
CAGL0A01562g,YGL031C,Cluster5011,Cluster6291
CAGL0E02805g,YBL008W,Cluster10270,Cluster4455
CAGL0E02805g,YBL008W,Cluster10270,Cluster4455
CAGL0E02937g,YGL029W,Cluster7722,Cluster5515
CAGL0E02937g,YGL029W,Cluster7722,Cluster5515
CAGL0A01452g,YGL027C,Cluster844,Cluster10247
CAGL0A01452g,YGL027C,Cluster844,Cluster10247
CAGL0A01430g,YGL026C,Cluster5388,Cluster2614
CAGL0A01430g,YGL026C,Cluster5388,Cluster2614
CAGL0A01408g,YGL025C,Cluster835,Cluster11018
CAGL0A01408g,YGL025C,Cluster835,Cluster11018
CAGL0A00187g,YGL023C,Cluster5548,Cluster7753
CAGL0A00187g,YGL023C,Cluster5548,Cluster7753
CAGL0A00209g,YGL022W,Cluster584,Cluster2911
CAGL0A00209g,YGL022W,Cluster584,Cluster2911
CAGL0A00253g,YGL020C,Cluster6720,Cluster8398
CAGL0A00253g,YGL020C,Cluster6720,Cluster8398
CAGL0M12254g,YAL047C,Cluster8253,Cluster1613
CAGL0M12254g,YAL047C,Cluster8253,Cluster1613
CAGL0A00297g,YGL018C,Cluster2703,Cluster5198
CAGL0A00297g,YGL018C,Cluster2703,Cluster5198
CAGL0A00385g,YGL016W,Cluster4649,Cluster7757
CAGL0A00385g,YGL016W,Cluster4649,Cluster7757
CAGL0A00473g,YGL014W,Cluster9139,Cluster4744
CAGL0A00473g,YGL014W,Cluster9139,Cluster4744
CAGL0A00429g,YGL012W,Cluster4490,Cluster6292
CAGL0A00429g,YGL012W,Cluster4490,Cluster6292
CAGL0A00341g,YGL010W,Cluster797,Cluster5017
CAGL0A00341g,YGL010W,Cluster797,Cluster5017
CAGL0A00363g,YGL009C,Cluster8348,Cluster9757
CAGL0A00363g,YGL009C,Cluster8348,Cluster9757
CAGL0A00495g,YGL008C,Cluster5277,Cluster4818
CAGL0A00495g,YGL008C,Cluster5277,Cluster4818
CAGL0E02761g,YBL006C,Cluster4092,Cluster2479
CAGL0E02761g,YBL006C,Cluster4092,Cluster2479
CAGL0A00517g,YGL006W,Cluster765,Cluster10887
CAGL0A00517g,YGL006W,Cluster765,Cluster10887
CAGL0A00561g,YGL004C,Cluster8974,Cluster6612
CAGL0A00561g,YGL004C,Cluster8974,Cluster6612
CAGL0F08525g,YGR001C,Cluster4220,Cluster2361
CAGL0F08525g,YGR001C,Cluster4220,Cluster2361
CAGL0F08613g,YGR002C,Cluster7218,Cluster4708
CAGL0F08613g,YGR002C,Cluster7218,Cluster4708
CAGL0F08635g,YGR003W,Cluster12515,Cluster8933
CAGL0F08635g,YGR003W,Cluster12515,Cluster8933
CAGL0F08657g,YGR004W,Cluster2709,Cluster9858
CAGL0F08657g,YGR004W,Cluster2709,Cluster9858
CAGL0A00451g,YBL005W,Cluster1262,Cluster498
CAGL0A00451g,YBL005W,Cluster1262,Cluster498
CAGL0F08679g,YGR005C,Cluster8286,Cluster7122
CAGL0F08679g,YGR005C,Cluster8286,Cluster7122
CAGL0F08745g,YGR008C,Cluster2955,Cluster11148
CAGL0F08745g,YGR008C,Cluster2955,Cluster11148
CAGL0A01023g,YGR010W,Cluster12206,Cluster9020
CAGL0A01023g,YGR010W,Cluster12206,Cluster9020
CAGL0F08789g,YGR012W,Cluster4495,Cluster11153
CAGL0F08789g,YGR012W,Cluster4495,Cluster11153
CAGL0F08811g,YGR013W,Cluster4742,Cluster2475
CAGL0F08811g,YGR013W,Cluster4742,Cluster2475
CAGL0F08833g,YGR014W,Cluster2737,Cluster10163
CAGL0F08833g,YGR014W,Cluster2737,Cluster10163
CAGL0F08855g,YGR015C,Cluster4203,Cluster9796
CAGL0F08855g,YGR015C,Cluster4203,Cluster9796
CAGL0M10527g,YBL004W,Cluster7694,Cluster6692
CAGL0M10527g,YBL004W,Cluster7694,Cluster6692
CAGL0F08877g,YGR016W,Cluster7041,Cluster5749
CAGL0F08877g,YGR016W,Cluster7041,Cluster5749
CAGL0D04004g,YGR017W,Cluster6687,Cluster2933
CAGL0D04004g,YGR017W,Cluster6687,Cluster2933
CAGL0D04026g,YGR019W,Cluster11452,Cluster9373
CAGL0D04026g,YGR019W,Cluster11452,Cluster9373
CAGL0D04070g,YGR021W,Cluster3889,Cluster9719
CAGL0D04070g,YGR021W,Cluster3889,Cluster9719
CAGL0G00858g,YGR023W,Cluster8329,Cluster5551
CAGL0G00858g,YGR023W,Cluster8329,Cluster5551
CAGL0J00209g,YGR024C,Cluster2255,Cluster4129
CAGL0J00209g,YGR024C,Cluster2255,Cluster4129
CAGL0J00187g,YGR026W,Cluster2252,Cluster2958
CAGL0J00187g,YGR026W,Cluster2252,Cluster2958
CAGL0J00165g,YGR027C,Cluster8464,Cluster10662
CAGL0J00165g,YGR027C,Cluster8464,Cluster10662
CAGL0K03971g,YGR028W,Cluster9769,Cluster7738
CAGL0K03971g,YGR028W,Cluster9769,Cluster7738
CAGL0G00946g,YGR029W,Cluster9014,Cluster9369
CAGL0G00946g,YGR029W,Cluster9014,Cluster9369
CAGL0K03993g,YGR030C,Cluster5734,Cluster7997
CAGL0K03993g,YGR030C,Cluster5734,Cluster7997
CAGL0K04037g,YGR032W,Cluster7508,Cluster5620
CAGL0K04037g,YGR032W,Cluster7508,Cluster5620
CAGL0K04059g,YGR033C,Cluster8983,Cluster2168
CAGL0K04059g,YGR033C,Cluster8983,Cluster2168
CAGL0G01122g,YGR035C,Cluster10105,Cluster9
CAGL0G01122g,YGR035C,Cluster10105,Cluster9
CAGL0K04103g,YGR036C,Cluster2666,Cluster6820
CAGL0K04103g,YGR036C,Cluster2666,Cluster6820
CAGL0K04125g,YGR037C,Cluster9834,Cluster4179
CAGL0K04125g,YGR037C,Cluster9834,Cluster4179
CAGL0K04169g,YGR040W,Cluster3632,Cluster4041
CAGL0K04169g,YGR040W,Cluster3632,Cluster4041
CAGL0B03091g,YGR041W,Cluster8248,Cluster10397
CAGL0B03091g,YGR041W,Cluster8248,Cluster10397
CAGL0K04213g,YGR042W,Cluster4257,Cluster11214
CAGL0K04213g,YGR042W,Cluster4257,Cluster11214
CAGL0B03069g,YGR043C,Cluster1869,Cluster2112
CAGL0B03069g,YGR043C,Cluster1869,Cluster2112
CAGL0K04257g,YGR044C,Cluster2659,Cluster2961
CAGL0K04257g,YGR044C,Cluster2659,Cluster2961
CAGL0G03861g,YGR046W,Cluster12033,Cluster7621
CAGL0G03861g,YGR046W,Cluster12033,Cluster7621
CAGL0A03630g,YGR047C,Cluster1391,Cluster6393
CAGL0A03630g,YGR047C,Cluster1391,Cluster6393
CAGL0J08096g,YGR048W,Cluster9616,Cluster5656
CAGL0J08096g,YGR048W,Cluster9616,Cluster5656
CAGL0B02860g,YGR049W,Cluster7069,Cluster4145
CAGL0B02860g,YGR049W,Cluster7069,Cluster4145
CAGL0K04323g,YGR053C,Cluster5629,Cluster10535
CAGL0K04323g,YGR053C,Cluster5629,Cluster10535
CAGL0K04367g,YGR055W,Cluster3068,Cluster8161
CAGL0K04367g,YGR055W,Cluster3068,Cluster8161
CAGL0K04389g,YGR056W,Cluster1481,Cluster6409
CAGL0K04389g,YGR056W,Cluster1481,Cluster6409
CAGL0K04411g,YGR057C,Cluster8703,Cluster11875
CAGL0K04411g,YGR057C,Cluster8703,Cluster11875
CAGL0K04433g,YGR058W,Cluster9817,Cluster7870
CAGL0K04433g,YGR058W,Cluster9817,Cluster7870
CAGL0K04499g,YGR061C,Cluster185,Cluster4137
CAGL0K04499g,YGR061C,Cluster185,Cluster4137
CAGL0K04521g,YGR062C,Cluster9488,Cluster5116
CAGL0K04521g,YGR062C,Cluster9488,Cluster5116
CAGL0M10439g,YBR001C,Cluster3652,Cluster6843
CAGL0M10439g,YBR001C,Cluster3652,Cluster6843
CAGL0K04543g,YGR063C,Cluster3990,Cluster5139
CAGL0K04543g,YGR063C,Cluster3990,Cluster5139
CAGL0K04631g,YGR067C,Cluster1932,Cluster8826
CAGL0K04631g,YGR067C,Cluster1932,Cluster8826
CAGL0K04653g,YGR068C,Cluster1838,Cluster5870
CAGL0K04653g,YGR068C,Cluster1838,Cluster5870
CAGL0G04873g,YGR070W,Cluster7074,Cluster7730
CAGL0G04873g,YGR070W,Cluster7074,Cluster7730
CAGL0K01287g,YGR074W,Cluster5412,Cluster8100
CAGL0K01287g,YGR074W,Cluster5412,Cluster8100
CAGL0K01265g,YGR075C,Cluster2549,Cluster12098
CAGL0K01265g,YGR075C,Cluster2549,Cluster12098
CAGL0K01243g,YGR076C,Cluster10523,Cluster12154
CAGL0K01243g,YGR076C,Cluster10523,Cluster12154
CAGL0K01177g,YGR078C,Cluster2266,Cluster12401
CAGL0K01177g,YGR078C,Cluster2266,Cluster12401
CAGL0K01155g,YGR079W,Cluster5819,Cluster11574
CAGL0K01155g,YGR079W,Cluster5819,Cluster11574
CAGL0K01045g,YGR083C,Cluster2934,Cluster9234
CAGL0K01045g,YGR083C,Cluster2934,Cluster9234
CAGL0K01023g,YGR084C,Cluster5812,Cluster8216
CAGL0K01023g,YGR084C,Cluster5812,Cluster8216
CAGL0G01826g,YGR085C,Cluster7142,Cluster189
CAGL0G01826g,YGR085C,Cluster7142,Cluster189
CAGL0G02915g,YGR086C,Cluster5826,Cluster708
CAGL0G02915g,YGR086C,Cluster5826,Cluster708
CAGL0C04257g,YBR003W,Cluster745,Cluster10436
CAGL0C04257g,YBR003W,Cluster745,Cluster10436
CAGL0G02959g,YGR089W,Cluster9895,Cluster2530
CAGL0G02959g,YGR089W,Cluster9895,Cluster2530
CAGL0G03025g,YGR091W,Cluster2002,Cluster2052
CAGL0G03025g,YGR091W,Cluster2002,Cluster2052
CAGL0G03047g,YGR092W,Cluster4327,Cluster756
CAGL0G03047g,YGR092W,Cluster4327,Cluster756
CAGL0G03113g,YGR095C,Cluster1677,Cluster8915
CAGL0G03113g,YGR095C,Cluster1677,Cluster8915
CAGL0G03135g,YGR096W,Cluster4518,Cluster1256
CAGL0G03135g,YGR096W,Cluster4518,Cluster1256
CAGL0C04235g,YBR004C,Cluster11252,Cluster1584
CAGL0C04235g,YBR004C,Cluster11252,Cluster1584
CAGL0G03179g,YGR097W,Cluster8294,Cluster171
CAGL0G03179g,YGR097W,Cluster8294,Cluster171
CAGL0G03223g,YGR098C,Cluster9528,Cluster10728
CAGL0G03223g,YGR098C,Cluster9528,Cluster10728
CAGL0G07755g,YGR099W,Cluster1103,Cluster9916
CAGL0G07755g,YGR099W,Cluster1103,Cluster9916
CAGL0G07777g,YGR100W,Cluster8441,Cluster6847
CAGL0G07777g,YGR100W,Cluster8441,Cluster6847
CAGL0G07799g,YGR101W,Cluster1101,Cluster5762
CAGL0G07799g,YGR101W,Cluster1101,Cluster5762
CAGL0G07843g,YGR103W,Cluster5421,Cluster9244
CAGL0G07843g,YGR103W,Cluster5421,Cluster9244
CAGL0D04620g,YGR108W,Cluster11579,Cluster10694
CAGL0D04620g,YGR108W,Cluster11579,Cluster10694
CAGL0D04642g,YGR109C,Cluster4097,Cluster2014
CAGL0D04642g,YGR109C,Cluster4097,Cluster2014
CAGL0L04708g,YGR111W,Cluster10483,Cluster3851
CAGL0L04708g,YGR111W,Cluster10483,Cluster3851
CAGL0L04730g,YGR112W,Cluster9049,Cluster3732
CAGL0L04730g,YGR112W,Cluster9049,Cluster3732
CAGL0L04774g,YGR116W,Cluster9771,Cluster1717
CAGL0L04774g,YGR116W,Cluster9771,Cluster1717
CAGL0L04818g,YGR117C,Cluster2326,Cluster884
CAGL0L04818g,YGR117C,Cluster2326,Cluster884
CAGL0L04862g,YGR119C,Cluster11641,Cluster878
CAGL0L04862g,YGR119C,Cluster11641,Cluster878
CAGL0C04191g,YBR006W,Cluster401,Cluster2841
CAGL0C04191g,YBR006W,Cluster401,Cluster2841
CAGL0I10725g,YGR122W,Cluster2485,Cluster11605
CAGL0I10725g,YGR122W,Cluster2485,Cluster11605
CAGL0D05060g,YGR123C,Cluster4987,Cluster330
CAGL0D05060g,YGR123C,Cluster4987,Cluster330
CAGL0I10648g,YGR124W,Cluster5235,Cluster2151
CAGL0I10648g,YGR124W,Cluster5235,Cluster2151
CAGL0I10604g,YGR126W,Cluster446,Cluster6390
CAGL0I10604g,YGR126W,Cluster446,Cluster6390
CAGL0I10582g,YGR127W,Cluster1936,Cluster7469
CAGL0I10582g,YGR127W,Cluster1936,Cluster7469
CAGL0C04169g,YBR007C,Cluster6307,Cluster11718
CAGL0C04169g,YBR007C,Cluster6307,Cluster11718
CAGL0I10494g,YGR131W,Cluster60,Cluster10531
CAGL0I10494g,YGR131W,Cluster60,Cluster10531
CAGL0I10472g,YGR132C,Cluster59,Cluster8621
CAGL0I10472g,YGR132C,Cluster59,Cluster8621
CAGL0I10450g,YGR133W,Cluster68,Cluster3059
CAGL0I10450g,YGR133W,Cluster68,Cluster3059
CAGL0F04829g,YGR136W,Cluster687,Cluster11865
CAGL0F04829g,YGR136W,Cluster687,Cluster11865
CAGL0I10384g,YGR138C,Cluster63,Cluster12243
CAGL0I10384g,YGR138C,Cluster63,Cluster12243
CAGL0I10318g,YGR140W,Cluster5719,Cluster7912
CAGL0I10318g,YGR140W,Cluster5719,Cluster7912
CAGL0F04873g,YGR143W,Cluster8592,Cluster8593
CAGL0F04873g,YGR143W,Cluster8592,Cluster8593
CAGL0E03025g,YGR146C,Cluster5735,Cluster9107
CAGL0E03025g,YGR146C,Cluster5735,Cluster9107
CAGL0E03003g,YGR147C,Cluster4915,Cluster11727
CAGL0E03003g,YGR147C,Cluster4915,Cluster11727
CAGL0E02959g,YGR150C,Cluster4747,Cluster8139
CAGL0E02959g,YGR150C,Cluster4747,Cluster8139
CAGL0E03113g,YGR152C,Cluster4533,Cluster6285
CAGL0E03113g,YGR152C,Cluster4533,Cluster6285
CAGL0E03179g,YGR156W,Cluster1288,Cluster2382
CAGL0E03179g,YGR156W,Cluster1288,Cluster2382
CAGL0E03223g,YGR158C,Cluster1290,Cluster4196
CAGL0E03223g,YGR158C,Cluster1290,Cluster4196
CAGL0E03245g,YGR159C,Cluster1289,Cluster6161
CAGL0E03245g,YGR159C,Cluster1289,Cluster6161
CAGL0E03267g,YGR161C,Cluster7026,Cluster5516
CAGL0E03267g,YGR161C,Cluster7026,Cluster5516
CAGL0I08855g,YGR166W,Cluster1342,Cluster10687
CAGL0I08855g,YGR166W,Cluster1342,Cluster10687
CAGL0I08833g,YGR167W,Cluster1339,Cluster4705
CAGL0I08833g,YGR167W,Cluster1339,Cluster4705
CAGL0I08811g,YGR168C,Cluster1356,Cluster8145
CAGL0I08811g,YGR168C,Cluster1356,Cluster8145
CAGL0I08789g,YGR169C,Cluster4590,Cluster10819
CAGL0I08789g,YGR169C,Cluster4590,Cluster10819
CAGL0I08745g,YGR170W,Cluster4733,Cluster1108
CAGL0I08745g,YGR170W,Cluster4733,Cluster1108
CAGL0I08723g,YGR171C,Cluster1345,Cluster8277
CAGL0I08723g,YGR171C,Cluster1345,Cluster8277
CAGL0I08701g,YGR172C,Cluster19,Cluster476
CAGL0I08701g,YGR172C,Cluster19,Cluster476
CAGL0D03454g,YGR173W,Cluster5752,Cluster3829
CAGL0D03454g,YGR173W,Cluster5752,Cluster3829
CAGL0D05896g,YGR178C,Cluster6683,Cluster9033
CAGL0D05896g,YGR178C,Cluster6683,Cluster9033
CAGL0G04191g,YGR179C,Cluster991,Cluster2734
CAGL0G04191g,YGR179C,Cluster991,Cluster2734
CAGL0D03432g,YGR180C,Cluster6434,Cluster6861
CAGL0D03432g,YGR180C,Cluster6434,Cluster6861
CAGL0H09328g,YGR183C,Cluster3742,Cluster3977
CAGL0H09328g,YGR183C,Cluster3742,Cluster3977
CAGL0H09372g,YGR185C,Cluster2381,Cluster10449
CAGL0H09372g,YGR185C,Cluster2381,Cluster10449
CAGL0D05478g,YGR186W,Cluster2311,Cluster2378
CAGL0D05478g,YGR186W,Cluster2311,Cluster2378
CAGL0G06930g,YGR188C,Cluster1656,Cluster2812
CAGL0G06930g,YGR188C,Cluster1656,Cluster2812
CAGL0G09449g,YGR189C,Cluster2771,Cluster3757
CAGL0G09449g,YGR189C,Cluster2771,Cluster3757
CAGL0G09383g,YGR192C,Cluster9566,Cluster9572
CAGL0G09383g,YGR192C,Cluster9566,Cluster9572
CAGL0G09361g,YGR193C,Cluster9533,Cluster8940
CAGL0G09361g,YGR193C,Cluster9533,Cluster8940
CAGL0G09317g,YGR195W,Cluster6296,Cluster5738
CAGL0G09317g,YGR195W,Cluster6296,Cluster5738
CAGL0G09295g,YGR196C,Cluster6300,Cluster2900
CAGL0G09295g,YGR196C,Cluster6300,Cluster2900
CAGL0K01001g,YGR198W,Cluster4453,Cluster2794
CAGL0K01001g,YGR198W,Cluster4453,Cluster2794
CAGL0K00979g,YGR199W,Cluster7565,Cluster7791
CAGL0K00979g,YGR199W,Cluster7565,Cluster7791
CAGL0K00957g,YGR200C,Cluster9335,Cluster4679
CAGL0K00957g,YGR200C,Cluster9335,Cluster4679
CAGL0B04015g,YGR202C,Cluster2271,Cluster11033
CAGL0B04015g,YGR202C,Cluster2271,Cluster11033
CAGL0K00935g,YGR203W,Cluster208,Cluster3760
CAGL0K00935g,YGR203W,Cluster208,Cluster3760
CAGL0K00913g,YGR204W,Cluster553,Cluster6023
CAGL0K00913g,YGR204W,Cluster553,Cluster6023
CAGL0K00891g,YGR205W,Cluster5132,Cluster12235
CAGL0K00891g,YGR205W,Cluster5132,Cluster12235
CAGL0M12210g,YAL044W-A,Cluster4930,Cluster1044
CAGL0M12210g,YAL044W-A,Cluster4930,Cluster1044
CAGL0K00847g,YGR207C,Cluster7361,Cluster2882
CAGL0K00847g,YGR207C,Cluster7361,Cluster2882
CAGL0K00825g,YGR208W,Cluster6893,Cluster459
CAGL0K00825g,YGR208W,Cluster6893,Cluster459
CAGL0K00803g,YGR209C,Cluster4595,Cluster3690
CAGL0K00803g,YGR209C,Cluster4595,Cluster3690
CAGL0K00781g,YGR210C,Cluster1055,Cluster11267
CAGL0K00781g,YGR210C,Cluster1055,Cluster11267
CAGL0K00759g,YGR211W,Cluster8951,Cluster7836
CAGL0K00759g,YGR211W,Cluster8951,Cluster7836
CAGL0K00737g,YGR212W,Cluster8950,Cluster9748
CAGL0K00737g,YGR212W,Cluster8950,Cluster9748
CAGL0B02255g,YGR215W,Cluster7210,Cluster2817
CAGL0B02255g,YGR215W,Cluster7210,Cluster2817
CAGL0B02233g,YGR216C,Cluster2085,Cluster1968
CAGL0B02233g,YGR216C,Cluster2085,Cluster1968
CAGL0B02211g,YGR217W,Cluster2084,Cluster4168
CAGL0B02211g,YGR217W,Cluster2084,Cluster4168
CAGL0B02167g,YGR220C,Cluster11819,Cluster695
CAGL0B02167g,YGR220C,Cluster11819,Cluster695
CAGL0B02123g,YGR222W,Cluster2443,Cluster3165
CAGL0B02123g,YGR222W,Cluster2443,Cluster3165
CAGL0B02101g,YGR223C,Cluster5985,Cluster3521
CAGL0B02101g,YGR223C,Cluster5985,Cluster3521
CAGL0B02079g,YGR224W,Cluster10720,Cluster10919
CAGL0B02079g,YGR224W,Cluster10720,Cluster10919
CAGL0L06622g,YGR233C,Cluster7022,Cluster6690
CAGL0L06622g,YGR233C,Cluster7022,Cluster6690
CAGL0F07931g,YGR235C,Cluster359,Cluster5867
CAGL0F07931g,YGR235C,Cluster359,Cluster5867
CAGL0F07975g,YGR237C,Cluster5117,Cluster2842
CAGL0F07975g,YGR237C,Cluster5117,Cluster2842
CAGL0I02090g,YGR238C,Cluster685,Cluster2336
CAGL0I02090g,YGR238C,Cluster685,Cluster2336
CAGL0I04488g,YBR017C,Cluster10411,Cluster8721
CAGL0I04488g,YBR017C,Cluster10411,Cluster8721
CAGL0F08019g,YGR239C,Cluster7717,Cluster1445
CAGL0F08019g,YGR239C,Cluster7717,Cluster1445
CAGL0F08041g,YGR240C,Cluster11804,Cluster11038
CAGL0F08041g,YGR240C,Cluster11804,Cluster11038
CAGL0I02156g,YGR241C,Cluster9739,Cluster4138
CAGL0I02156g,YGR241C,Cluster9739,Cluster4138
CAGL0F08085g,YGR243W,Cluster5090,Cluster11913
CAGL0F08085g,YGR243W,Cluster5090,Cluster11913
CAGL0F08173g,YGR247W,Cluster7091,Cluster1453
CAGL0F08173g,YGR247W,Cluster7091,Cluster1453
CAGL0I02200g,YGR248W,Cluster11854,Cluster2399
CAGL0I02200g,YGR248W,Cluster11854,Cluster2399
CAGL0F08217g,YGR250C,Cluster4191,Cluster2856
CAGL0F08217g,YGR250C,Cluster4191,Cluster2856
CAGL0F08283g,YGR252W,Cluster633,Cluster8223
CAGL0F08283g,YGR252W,Cluster633,Cluster8223
CAGL0I02486g,YGR254W,Cluster374,Cluster7384
CAGL0I02486g,YGR254W,Cluster374,Cluster7384
CAGL0F08239g,YGR255C,Cluster8518,Cluster7334
CAGL0F08239g,YGR255C,Cluster8518,Cluster7334
CAGL0M13343g,YGR256W,Cluster3635,Cluster9649
CAGL0M13343g,YGR256W,Cluster3635,Cluster9649
CAGL0F08305g,YGR257C,Cluster11231,Cluster5369
CAGL0F08305g,YGR257C,Cluster11231,Cluster5369
CAGL0F08327g,YGR258C,Cluster6103,Cluster10667
CAGL0F08327g,YGR258C,Cluster6103,Cluster10667
CAGL0F08371g,YGR260W,Cluster8352,Cluster10306
CAGL0F08371g,YGR260W,Cluster8352,Cluster10306
CAGL0F08393g,YGR261C,Cluster5853,Cluster7739
CAGL0F08393g,YGR261C,Cluster5853,Cluster7739
CAGL0F08415g,YGR262C,Cluster11577,Cluster3315
CAGL0F08415g,YGR262C,Cluster11577,Cluster3315
CAGL0F08481g,YGR266W,Cluster11618,Cluster7083
CAGL0F08481g,YGR266W,Cluster11618,Cluster7083
CAGL0G00484g,YGR271C-A,Cluster6298,Cluster2649
CAGL0G00484g,YGR271C-A,Cluster6298,Cluster2649
CAGL0M13629g,YGR273C,Cluster11388,Cluster10604
CAGL0M13629g,YGR273C,Cluster11388,Cluster10604
CAGL0G00396g,YGR275W,Cluster6303,Cluster3987
CAGL0G00396g,YGR275W,Cluster6303,Cluster3987
CAGL0G00352g,YGR277C,Cluster29,Cluster9727
CAGL0G00352g,YGR277C,Cluster29,Cluster9727
CAGL0G00330g,YGR278W,Cluster6302,Cluster9801
CAGL0G00330g,YGR278W,Cluster6302,Cluster9801
CAGL0G00308g,YGR279C,Cluster6301,Cluster6502
CAGL0G00308g,YGR279C,Cluster6301,Cluster6502
CAGL0G00264g,YGR280C,Cluster2033,Cluster6961
CAGL0G00264g,YGR280C,Cluster2033,Cluster6961
CAGL0G00154g,YGR285C,Cluster1091,Cluster10910
CAGL0G00154g,YGR285C,Cluster1091,Cluster10910
CAGL0B04389g,YBR023C,Cluster5565,Cluster3489
CAGL0B04389g,YBR023C,Cluster5565,Cluster3489
CAGL0B04367g,YBR024W,Cluster6048,Cluster10048
CAGL0B04367g,YBR024W,Cluster6048,Cluster10048
CAGL0E04092g,YHL040C,Cluster9298,Cluster5481
CAGL0E04092g,YHL040C,Cluster9298,Cluster5481
CAGL0B04345g,YBR025C,Cluster8515,Cluster12105
CAGL0B04345g,YBR025C,Cluster8515,Cluster12105
CAGL0E03784g,YHL029C,Cluster10502,Cluster6391
CAGL0E03784g,YHL029C,Cluster10502,Cluster6391
CAGL0D02794g,YHL028W,Cluster2613,Cluster2607
CAGL0D02794g,YHL028W,Cluster2613,Cluster2607
CAGL0E03762g,YHL027W,Cluster1043,Cluster11867
CAGL0E03762g,YHL027W,Cluster1043,Cluster11867
CAGL0E03740g,YHL026C,Cluster133,Cluster5753
CAGL0E03740g,YHL026C,Cluster133,Cluster5753
CAGL0E03718g,YHL025W,Cluster10495,Cluster4425
CAGL0E03718g,YHL025W,Cluster10495,Cluster4425
CAGL0E03630g,YHL024W,Cluster7609,Cluster7448
CAGL0E03630g,YHL024W,Cluster7609,Cluster7448
CAGL0E03608g,YHL023C,Cluster1695,Cluster6378
CAGL0E03608g,YHL023C,Cluster1695,Cluster6378
CAGL0K08844g,YHL021C,Cluster632,Cluster11778
CAGL0K08844g,YHL021C,Cluster632,Cluster11778
CAGL0K03267g,YHL020C,Cluster9167,Cluster5584
CAGL0K03267g,YHL020C,Cluster9167,Cluster5584
CAGL0K03201g,YHL018W,Cluster994,Cluster11035
CAGL0K03201g,YHL018W,Cluster994,Cluster11035
CAGL0L01881g,YHL017W,Cluster11647,Cluster2222
CAGL0L01881g,YHL017W,Cluster11647,Cluster2222
CAGL0K03157g,YHL016C,Cluster1536,Cluster1963
CAGL0K03157g,YHL016C,Cluster1536,Cluster1963
CAGL0K03135g,YHL015W,Cluster2391,Cluster10341
