cgla_gene,scer_gene,cluster
CAGL0H03531g,YGL068W,Cluster11036
CAGL0E02849g,YBL011W,Cluster10693
CAGL0E02849g,YBL011W,Cluster10693
CAGL0M05731g,YGL065C,Cluster2906
CAGL0M05731g,YGL065C,Cluster2906
CAGL0M05753g,YGL064C,Cluster7675
CAGL0M05753g,YGL064C,Cluster7675
CAGL0I00418g,YGL055W,Cluster8563
CAGL0I00418g,YGL055W,Cluster8563
CAGL0E02827g,YBL010C,Cluster5630
CAGL0E02827g,YBL010C,Cluster5630
CAGL0D06270g,YGL047W,Cluster706
CAGL0D06270g,YGL047W,Cluster706
CAGL0D06160g,YGL043W,Cluster8719
CAGL0D06160g,YGL043W,Cluster8719
CAGL0D06138g,YGL040C,Cluster11864
CAGL0D06138g,YGL040C,Cluster11864
CAGL0A01606g,YGL033W,Cluster9437
CAGL0A01606g,YGL033W,Cluster9437
CAGL0A01584g,YGL032C,Cluster5011
CAGL0A01584g,YGL032C,Cluster5011
CAGL0A01540g,YGL030W,Cluster7303
CAGL0A01540g,YGL030W,Cluster7303
CAGL0E02915g,YGL028C,Cluster6753
CAGL0E02915g,YGL028C,Cluster6753
CAGL0A00275g,YGL019W,Cluster5316
CAGL0A00275g,YGL019W,Cluster5316
CAGL0E02783g,YBL007C,Cluster11879
CAGL0E02783g,YBL007C,Cluster11879
CAGL0A00319g,YGL017W,Cluster2190
CAGL0A00319g,YGL017W,Cluster2190
CAGL0A00407g,YGL011C,Cluster9685
CAGL0A00407g,YGL011C,Cluster9685
CAGL0A00539g,YGL005C,Cluster10082
CAGL0A00539g,YGL005C,Cluster10082
CAGL0A00605g,YGL003C,Cluster7112
CAGL0A00605g,YGL003C,Cluster7112
CAGL0G00594g,YGL001C,Cluster4831
CAGL0G00594g,YGL001C,Cluster4831
CAGL0F08701g,YGR006W,Cluster7563
CAGL0F08701g,YGR006W,Cluster7563
CAGL0F08723g,YGR007W,Cluster10685
CAGL0F08723g,YGR007W,Cluster10685
CAGL0A01672g,YGR009C,Cluster3603
CAGL0A01672g,YGR009C,Cluster3603
CAGL0D04048g,YGR020C,Cluster8264
CAGL0D04048g,YGR020C,Cluster8264
CAGL0K04015g,YGR031W,Cluster9797
CAGL0K04015g,YGR031W,Cluster9797
CAGL0G01078g,YGR034W,Cluster8243
CAGL0G01078g,YGR034W,Cluster8243
CAGL0K04147g,YGR038W,Cluster9161
CAGL0K04147g,YGR038W,Cluster9161
CAGL0K04301g,YGR052W,Cluster4347
CAGL0K04301g,YGR052W,Cluster4347
CAGL0C04367g,YBL001C,Cluster3974
CAGL0C04367g,YBL001C,Cluster3974
CAGL0K04345g,YGR054W,Cluster8428
CAGL0K04345g,YGR054W,Cluster8428
CAGL0K04477g,YGR060W,Cluster272
CAGL0K04477g,YGR060W,Cluster272
CAGL0K01309g,YGR072W,Cluster12178
CAGL0K01309g,YGR072W,Cluster12178
CAGL0C04279g,YBR002C,Cluster6136
CAGL0C04279g,YBR002C,Cluster6136
CAGL0K01221g,YGR077C,Cluster8189
CAGL0K01221g,YGR077C,Cluster8189
CAGL0K01133g,YGR080W,Cluster6848
CAGL0K01133g,YGR080W,Cluster6848
CAGL0K01089g,YGR081C,Cluster3038
CAGL0K01089g,YGR081C,Cluster3038
CAGL0K01067g,YGR082W,Cluster1246
CAGL0K01067g,YGR082W,Cluster1246
CAGL0G03003g,YGR090W,Cluster5499
CAGL0G03003g,YGR090W,Cluster5499
CAGL0G03069g,YGR093W,Cluster2057
CAGL0G03069g,YGR093W,Cluster2057
CAGL0G03091g,YGR094W,Cluster4638
CAGL0G03091g,YGR094W,Cluster4638
CAGL0M12232g,YAL046C,Cluster3485
CAGL0M12232g,YAL046C,Cluster3485
CAGL0G07821g,YGR102C,Cluster7726
CAGL0G07821g,YGR102C,Cluster7726
CAGL0G07865g,YGR104C,Cluster6334
CAGL0G07865g,YGR104C,Cluster6334
CAGL0G07881g,YGR105W,Cluster7723
CAGL0G07881g,YGR105W,Cluster7723
CAGL0G07887g,YGR106C,Cluster5124
CAGL0G07887g,YGR106C,Cluster5124
CAGL0M10417g,YBR005W,Cluster8995
CAGL0M10417g,YBR005W,Cluster8995
CAGL0L04686g,YGR110W,Cluster3162
CAGL0L04686g,YGR110W,Cluster3162
CAGL0L04752g,YGR113W,Cluster9531
CAGL0L04752g,YGR113W,Cluster9531
CAGL0L04840g,YGR118W,Cluster12201
CAGL0L04840g,YGR118W,Cluster12201
CAGL0L04884g,YGR120C,Cluster8851
CAGL0L04884g,YGR120C,Cluster8851
CAGL0D04928g,YGR121C,Cluster10146
CAGL0D04928g,YGR121C,Cluster10146
CAGL0I10626g,YGR125W,Cluster8240
CAGL0I10626g,YGR125W,Cluster8240
CAGL0I10560g,YGR128C,Cluster3302
CAGL0I10560g,YGR128C,Cluster3302
CAGL0I10538g,YGR129W,Cluster8335
CAGL0I10538g,YGR129W,Cluster8335
CAGL0I10516g,YGR130C,Cluster9190
CAGL0I10516g,YGR130C,Cluster9190
CAGL0I10428g,YGR134W,Cluster5644
CAGL0I10428g,YGR134W,Cluster5644
CAGL0I10406g,YGR135W,Cluster7821
CAGL0I10406g,YGR135W,Cluster7821
CAGL0I10296g,YGR141W,Cluster8764
CAGL0I10296g,YGR141W,Cluster8764
CAGL0I10010g,YGR142W,Cluster9084
CAGL0I10010g,YGR142W,Cluster9084
CAGL0M01166g,YGR144W,Cluster4603
CAGL0M01166g,YGR144W,Cluster4603
CAGL0E03069g,YGR145W,Cluster6819
CAGL0E03069g,YGR145W,Cluster6819
CAGL0E02981g,YGR149W,Cluster2188
CAGL0E02981g,YGR149W,Cluster2188
CAGL0E03157g,YGR155W,Cluster6484
CAGL0E03157g,YGR155W,Cluster6484
CAGL0E03201g,YGR157W,Cluster9280
CAGL0E03201g,YGR157W,Cluster9280
CAGL0E03311g,YGR163W,Cluster6487
CAGL0E03311g,YGR163W,Cluster6487
CAGL0I08877g,YGR165W,Cluster9319
CAGL0I08877g,YGR165W,Cluster9319
CAGL0D05962g,YGR174C,Cluster12340
CAGL0D05962g,YGR174C,Cluster12340
CAGL0H09878g,YBR011C,Cluster9273
CAGL0H09878g,YBR011C,Cluster9273
CAGL0D05940g,YGR175C,Cluster10253
CAGL0D05940g,YGR175C,Cluster10253
CAGL0H09306g,YGR181W,Cluster12231
CAGL0H09306g,YGR181W,Cluster12231
CAGL0H09350g,YGR184C,Cluster7578
CAGL0H09350g,YGR184C,Cluster7578
CAGL0D05500g,YGR187C,Cluster2377
CAGL0D05500g,YGR187C,Cluster2377
CAGL0B03773g,YGR191W,Cluster5226
CAGL0B03773g,YGR191W,Cluster5226
CAGL0G09339g,YGR194C,Cluster10471
CAGL0G09339g,YGR194C,Cluster10471
CAGL0B03971g,YGR197C,Cluster1777
CAGL0B03971g,YGR197C,Cluster1777
CAGL0K00869g,YGR206W,Cluster1765
CAGL0K00869g,YGR206W,Cluster1765
CAGL0I04554g,YBR014C,Cluster6746
CAGL0I04554g,YBR014C,Cluster6746
CAGL0K00715g,YGR213C,Cluster2158
CAGL0K00715g,YGR213C,Cluster2158
CAGL0M02849g,YGR214W,Cluster9217
CAGL0M02849g,YGR214W,Cluster9217
CAGL0I04532g,YBR015C,Cluster3453
CAGL0I04532g,YBR015C,Cluster3453
CAGL0B02189g,YGR218W,Cluster2986
CAGL0B02189g,YGR218W,Cluster2986
CAGL0I01848g,YGR221C,Cluster12096
CAGL0I01848g,YGR221C,Cluster12096
CAGL0L06578g,YGR225W,Cluster4688
CAGL0L06578g,YGR225W,Cluster4688
CAGL0L06556g,YGR227W,Cluster10475
CAGL0L06556g,YGR227W,Cluster10475
CAGL0L06534g,YGR229C,Cluster4180
CAGL0L06534g,YGR229C,Cluster4180
CAGL0I01914g,YGR230W,Cluster11597
CAGL0I01914g,YGR230W,Cluster11597
CAGL0L06490g,YGR231C,Cluster5549
CAGL0L06490g,YGR231C,Cluster5549
CAGL0L06600g,YGR232W,Cluster4527
CAGL0L06600g,YGR232W,Cluster4527
CAGL0L06666g,YGR234W,Cluster5581
CAGL0L06666g,YGR234W,Cluster5581
CAGL0F07953g,YGR236C,Cluster5077
CAGL0F07953g,YGR236C,Cluster5077
CAGL0F08107g,YGR244C,Cluster8442
CAGL0F08107g,YGR244C,Cluster8442
CAGL0F08129g,YGR245C,Cluster9432
CAGL0F08129g,YGR245C,Cluster9432
CAGL0F08151g,YGR246C,Cluster10242
CAGL0F08151g,YGR246C,Cluster10242
CAGL0I02376g,YGR251W,Cluster7110
CAGL0I02376g,YGR251W,Cluster7110
CAGL0F08437g,YGR263C,Cluster9999
CAGL0F08437g,YGR263C,Cluster9999
CAGL0F08459g,YGR264C,Cluster11715
CAGL0F08459g,YGR264C,Cluster11715
CAGL0F08503g,YGR267C,Cluster2532
CAGL0F08503g,YGR267C,Cluster2532
CAGL0G00550g,YGR268C,Cluster9453
CAGL0G00550g,YGR268C,Cluster9453
CAGL0G00528g,YGR270W,Cluster9439
CAGL0G00528g,YGR270W,Cluster9439
CAGL0G00506g,YGR271W,Cluster9600
CAGL0G00506g,YGR271W,Cluster9600
CAGL0G00418g,YGR274C,Cluster3730
CAGL0G00418g,YGR274C,Cluster3730
CAGL0G00374g,YGR276C,Cluster11689
CAGL0G00374g,YGR276C,Cluster11689
CAGL0B04411g,YBR022W,Cluster8840
CAGL0B04411g,YBR022W,Cluster8840
CAGL0G00242g,YGR281W,Cluster292
CAGL0G00242g,YGR281W,Cluster292
CAGL0G00220g,YGR282C,Cluster8028
CAGL0G00220g,YGR282C,Cluster8028
CAGL0M13915g,YGR283C,Cluster9872
CAGL0M13915g,YGR283C,Cluster9872
CAGL0G00176g,YGR284C,Cluster1380
CAGL0G00176g,YGR284C,Cluster1380
CAGL0E04070g,YHL039W,Cluster4581
CAGL0E04070g,YHL039W,Cluster4581
CAGL0E04026g,YHL038C,Cluster9551
CAGL0E04026g,YHL038C,Cluster9551
CAGL0E04004g,YHL036W,Cluster8160
CAGL0E04004g,YHL036W,Cluster8160
CAGL0E03982g,YHL035C,Cluster286
CAGL0E03982g,YHL035C,Cluster286
CAGL0E03960g,YHL034C,Cluster2859
CAGL0E03960g,YHL034C,Cluster2859
CAGL0E03938g,YHL033C,Cluster149
CAGL0E03938g,YHL033C,Cluster149
CAGL0E03916g,YHL032C,Cluster11061
CAGL0E03916g,YHL032C,Cluster11061
CAGL0E03872g,YHL031C,Cluster2109
CAGL0E03872g,YHL031C,Cluster2109
CAGL0M12188g,YAL044C,Cluster12287
CAGL0M12188g,YAL044C,Cluster12287
CAGL0E03828g,YHL030W,Cluster8748
CAGL0E03828g,YHL030W,Cluster8748
CAGL0C02783g,YHL022C,Cluster2910
CAGL0C02783g,YHL022C,Cluster2910
CAGL0B04323g,YBR026C,Cluster7043
CAGL0B04323g,YBR026C,Cluster7043
CAGL0K03223g,YHL019C,Cluster11201
CAGL0K03223g,YHL019C,Cluster11201
CAGL0K02541g,YHL011C,Cluster7152
CAGL0K02541g,YHL011C,Cluster7152
CAGL0B04301g,YBR028C,Cluster12472
CAGL0B04301g,YBR028C,Cluster12472
CAGL0K02563g,YHL010C,Cluster1155
CAGL0K02563g,YHL010C,Cluster1155
CAGL0K02585g,YHL009C,Cluster946
CAGL0K02585g,YHL009C,Cluster946
CAGL0K02695g,YHL006C,Cluster11178
CAGL0K02695g,YHL006C,Cluster11178
CAGL0K02717g,YHL004W,Cluster9724
CAGL0K02717g,YHL004W,Cluster9724
CAGL0K02893g,YHR001W-A,Cluster6064
CAGL0K02893g,YHR001W-A,Cluster6064
CAGL0K02915g,YHR002W,Cluster855
CAGL0K02915g,YHR002W,Cluster855
CAGL0K02959g,YHR004C,Cluster7971
CAGL0K02959g,YHR004C,Cluster7971
CAGL0F06677g,YHR005C,Cluster12525
CAGL0F06677g,YHR005C,Cluster12525
CAGL0F06693g,YHR005C-A,Cluster9743
CAGL0F06693g,YHR005C-A,Cluster9743
CAGL0E04334g,YHR007C,Cluster8666
CAGL0E04334g,YHR007C,Cluster8666
CAGL0E04378g,YHR009C,Cluster6322
CAGL0E04378g,YHR009C,Cluster6322
CAGL0E04400g,YHR011W,Cluster4817
CAGL0E04400g,YHR011W,Cluster4817
CAGL0E04444g,YHR013C,Cluster11152
CAGL0E04444g,YHR013C,Cluster11152
CAGL0A02112g,YHR019C,Cluster3715
CAGL0A02112g,YHR019C,Cluster3715
CAGL0A02090g,YHR020W,Cluster2448
CAGL0A02090g,YHR020W,Cluster2448
CAGL0J00671g,YHR024C,Cluster8019
CAGL0J00671g,YHR024C,Cluster8019
CAGL0J00649g,YHR025W,Cluster7959
CAGL0J00649g,YHR025W,Cluster7959
CAGL0J00561g,YHR029C,Cluster6323
CAGL0J00561g,YHR029C,Cluster6323
CAGL0D03938g,YHR035W,Cluster925
CAGL0D03938g,YHR035W,Cluster925
CAGL0F08943g,YHR038W,Cluster8315
CAGL0F08943g,YHR038W,Cluster8315
CAGL0F08965g,YHR039C,Cluster8367
CAGL0F08965g,YHR039C,Cluster8367
CAGL0J00363g,YHR048W,Cluster8700
CAGL0J00363g,YHR048W,Cluster8700
CAGL0J00385g,YHR049W,Cluster10235
CAGL0J00385g,YHR049W,Cluster10235
CAGL0D03784g,YHR060W,Cluster2526
CAGL0D03784g,YHR060W,Cluster2526
CAGL0L10560g,YHR064C,Cluster10552
CAGL0L10560g,YHR064C,Cluster10552
CAGL0J10912g,YHR065C,Cluster4280
CAGL0J10912g,YHR065C,Cluster4280
CAGL0J10868g,YHR067W,Cluster6762
CAGL0J10868g,YHR067W,Cluster6762
CAGL0H07205g,YHR069C,Cluster8917
CAGL0H07205g,YHR069C,Cluster8917
CAGL0H07183g,YHR070W,Cluster5930
CAGL0H07183g,YHR070W,Cluster5930
CAGL0J10824g,YHR072W,Cluster11722
CAGL0J10824g,YHR072W,Cluster11722
CAGL0J10802g,YHR072W-A,Cluster8316
CAGL0J10802g,YHR072W-A,Cluster8316
CAGL0J10758g,YHR074W,Cluster10652
CAGL0J10758g,YHR074W,Cluster10652
CAGL0M12166g,YAL043C,Cluster868
CAGL0M12166g,YAL043C,Cluster868
CAGL0J10736g,YHR075C,Cluster10648
CAGL0J10736g,YHR075C,Cluster10648
CAGL0J10692g,YHR076W,Cluster12194
CAGL0J10692g,YHR076W,Cluster12194
CAGL0J10670g,YHR077C,Cluster3301
CAGL0J10670g,YHR077C,Cluster3301
CAGL0J10626g,YHR078W,Cluster7086
CAGL0J10626g,YHR078W,Cluster7086
CAGL0F03261g,YHR079C-A,Cluster1969
CAGL0F03261g,YHR079C-A,Cluster1969
CAGL0H02123g,YHR086W,Cluster5710
CAGL0H02123g,YHR086W,Cluster5710
CAGL0I04664g,YBR040W,Cluster8404
CAGL0I04664g,YBR040W,Cluster8404
CAGL0L11528g,YHR101C,Cluster4135
CAGL0L11528g,YHR101C,Cluster4135
CAGL0L11550g,YHR102W,Cluster11826
CAGL0L11550g,YHR102W,Cluster11826
CAGL0I01210g,YHR109W,Cluster8685
CAGL0I01210g,YHR109W,Cluster8685
CAGL0I01298g,YHR113W,Cluster10386
CAGL0I01298g,YHR113W,Cluster10386
CAGL0I02750g,YHR114W,Cluster6359
CAGL0I02750g,YHR114W,Cluster6359
CAGL0L03960g,YHR115C,Cluster1828
CAGL0L03960g,YHR115C,Cluster1828
CAGL0L13002g,YHR120W,Cluster12000
CAGL0L13002g,YHR120W,Cluster12000
CAGL0L13024g,YHR121W,Cluster8210
CAGL0L13024g,YHR121W,Cluster8210
CAGL0K09570g,YHR123W,Cluster12432
CAGL0K09570g,YHR123W,Cluster12432
CAGL0H09086g,YHR127W,Cluster1918
CAGL0H09086g,YHR127W,Cluster1918
CAGL0G06182g,YHR131C,Cluster9645
CAGL0G06182g,YHR131C,Cluster9645
CAGL0G06116g,YHR134W,Cluster11420
CAGL0G06116g,YHR134W,Cluster11420
CAGL0G06138g,YHR135C,Cluster10056
CAGL0G06138g,YHR135C,Cluster10056
CAGL0G05918g,YHR142W,Cluster2779
CAGL0G05918g,YHR142W,Cluster2779
CAGL0G05874g,YHR143W-A,Cluster11085
CAGL0G05874g,YHR143W-A,Cluster11085
CAGL0I01804g,YHR147C,Cluster5518
CAGL0I01804g,YHR147C,Cluster5518
CAGL0I01870g,YHR150W,Cluster11421
CAGL0I01870g,YHR150W,Cluster11421
CAGL0I01958g,YHR154W,Cluster6127
CAGL0I01958g,YHR154W,Cluster6127
CAGL0H09922g,YBR045C,Cluster9703
CAGL0H09922g,YBR045C,Cluster9703
CAGL0I02112g,YHR159W,Cluster7422
CAGL0I02112g,YHR159W,Cluster7422
CAGL0I02288g,YHR166C,Cluster3298
CAGL0I02288g,YHR166C,Cluster3298
CAGL0I02310g,YHR167W,Cluster5875
CAGL0I02310g,YHR167W,Cluster5875
CAGL0I02332g,YHR168W,Cluster53
CAGL0I02332g,YHR168W,Cluster53
CAGL0I02354g,YHR169W,Cluster4277
CAGL0I02354g,YHR169W,Cluster4277
CAGL0I02508g,YHR175W,Cluster10249
CAGL0I02508g,YHR175W,Cluster10249
CAGL0I02530g,YHR176W,Cluster1151
CAGL0I02530g,YHR176W,Cluster1151
CAGL0I02574g,YHR179W,Cluster3762
CAGL0I02574g,YHR179W,Cluster3762
CAGL0M13321g,YHR181W,Cluster5517
CAGL0M13321g,YHR181W,Cluster5517
CAGL0M13365g,YHR184W,Cluster343
CAGL0M13365g,YHR184W,Cluster343
CAGL0M13387g,YHR185C,Cluster11272
CAGL0M13387g,YHR185C,Cluster11272
CAGL0M13409g,YHR186C,Cluster96
CAGL0M13409g,YHR186C,Cluster96
CAGL0M07073g,YHR189W,Cluster947
CAGL0M07073g,YHR189W,Cluster947
CAGL0M07095g,YHR190W,Cluster6051
CAGL0M07095g,YHR190W,Cluster6051
CAGL0M11946g,YAL042W,Cluster10222
CAGL0M11946g,YAL042W,Cluster10222
CAGL0K11748g,YBR048W,Cluster9985
CAGL0K11748g,YBR048W,Cluster9985
CAGL0M07161g,YHR193C,Cluster5338
CAGL0M07161g,YHR193C,Cluster5338
CAGL0L08602g,YHR201C,Cluster1406
CAGL0L08602g,YHR201C,Cluster1406
CAGL0F09031g,YHR203C,Cluster1404
CAGL0F09031g,YHR203C,Cluster1404
CAGL0F09075g,YHR205W,Cluster5368
CAGL0F09075g,YHR205W,Cluster5368
CAGL0H06787g,YIL160C,Cluster7857
CAGL0H06787g,YIL160C,Cluster7857
CAGL0H10054g,YBR053C,Cluster6233
CAGL0H10054g,YBR053C,Cluster6233
CAGL0H06677g,YIL154C,Cluster11787
CAGL0H06677g,YIL154C,Cluster11787
CAGL0H10076g,YBR054W,Cluster5237
CAGL0H10076g,YBR054W,Cluster5237
CAGL0G02475g,YIL148W,Cluster11425
CAGL0G02475g,YIL148W,Cluster11425
CAGL0H06545g,YIL146C,Cluster1084
CAGL0H06545g,YIL146C,Cluster1084
CAGL0L08250g,YIL143C,Cluster12398
CAGL0L08250g,YIL143C,Cluster12398
CAGL0L08272g,YIL142W,Cluster1193
CAGL0L08272g,YIL142W,Cluster1193
CAGL0L08294g,YIL140W,Cluster8164
CAGL0L08294g,YIL140W,Cluster8164
CAGL0J10164g,YIL133C,Cluster6057
CAGL0J10164g,YIL133C,Cluster6057
CAGL0G08888g,YIL132C,Cluster9108
CAGL0G08888g,YIL132C,Cluster9108
CAGL0G08690g,YIL124W,Cluster1576
CAGL0G08690g,YIL124W,Cluster1576
CAGL0H10164g,YBR057C,Cluster7082
CAGL0H10164g,YBR057C,Cluster7082
CAGL0G01320g,YIL113W,Cluster3706
CAGL0G01320g,YIL113W,Cluster3706
CAGL0C01331g,YIL110W,Cluster4606
CAGL0C01331g,YIL110W,Cluster4606
CAGL0C01375g,YIL108W,Cluster10178
CAGL0C01375g,YIL108W,Cluster10178
CAGL0G02805g,YIL106W,Cluster5361
CAGL0G02805g,YIL106W,Cluster5361
CAGL0G02827g,YIL105C,Cluster10385
CAGL0G02827g,YIL105C,Cluster10385
CAGL0H10202g,YBR058C-A,Cluster3948
CAGL0H10202g,YBR058C-A,Cluster3948
CAGL0G02585g,YIL094C,Cluster9922
CAGL0G02585g,YIL094C,Cluster9922
CAGL0D04202g,YIL090W,Cluster9661
CAGL0D04202g,YIL090W,Cluster9661
CAGL0M06611g,YIL088C,Cluster8798
CAGL0M06611g,YIL088C,Cluster8798
CAGL0M06721g,YIL083C,Cluster8774
CAGL0M06721g,YIL083C,Cluster8774
CAGL0M12991g,YIL078W,Cluster10233
CAGL0M12991g,YIL078W,Cluster10233
CAGL0M12749g,YIL071C,Cluster8437
CAGL0M12749g,YIL071C,Cluster8437
CAGL0M12573g,YIL061C,Cluster8299
CAGL0M12573g,YIL061C,Cluster8299
CAGL0L00693g,YIL049W,Cluster6033
CAGL0L00693g,YIL049W,Cluster6033
CAGL0L00737g,YIL047C,Cluster7272
CAGL0L00737g,YIL047C,Cluster7272
CAGL0L00825g,YIL044C,Cluster8796
CAGL0L00825g,YIL044C,Cluster8796
CAGL0I05192g,YIL035C,Cluster4039
CAGL0I05192g,YIL035C,Cluster4039
CAGL0J02464g,YIL031W,Cluster10137
CAGL0J02464g,YIL031W,Cluster10137
CAGL0I05324g,YIL027C,Cluster3597
CAGL0I05324g,YIL027C,Cluster3597
CAGL0J02398g,YIL020C,Cluster9782
CAGL0J02398g,YIL020C,Cluster9782
CAGL0J02310g,YIL016W,Cluster6079
CAGL0J02310g,YIL016W,Cluster6079
CAGL0C03784g,YIL008W,Cluster8747
CAGL0C03784g,YIL008W,Cluster8747
CAGL0C03762g,YIL007C,Cluster7615
CAGL0C03762g,YIL007C,Cluster7615
CAGL0J02112g,YIL003W,Cluster3317
CAGL0J02112g,YIL003W,Cluster3317
CAGL0J02200g,YIR001C,Cluster6553
CAGL0J02200g,YIR001C,Cluster6553
CAGL0J01980g,YIR002C,Cluster11685
CAGL0J01980g,YIR002C,Cluster11685
CAGL0J01958g,YIR003W,Cluster2281
CAGL0J01958g,YIR003W,Cluster2281
CAGL0J01914g,YIR005W,Cluster8296
CAGL0J01914g,YIR005W,Cluster8296
CAGL0J01892g,YIR006C,Cluster3299
CAGL0J01892g,YIR006C,Cluster3299
CAGL0L09471g,YIR008C,Cluster11029
CAGL0L09471g,YIR008C,Cluster11029
CAGL0F06721g,YIR022W,Cluster2427
CAGL0F06721g,YIR022W,Cluster2427
CAGL0F06743g,YIR023W,Cluster5284
CAGL0F06743g,YIR023W,Cluster5284
CAGL0M11990g,YAL040C,Cluster10803
CAGL0M11990g,YAL040C,Cluster10803
CAGL0K11066g,YJL218W,Cluster6399
CAGL0K11066g,YJL218W,Cluster6399
CAGL0I06314g,YJL209W,Cluster743
CAGL0I06314g,YJL209W,Cluster743
CAGL0M01958g,YBR073W,Cluster1979
CAGL0M01958g,YBR073W,Cluster1979
CAGL0L08110g,YJL189W,Cluster5180
CAGL0L08110g,YJL189W,Cluster5180
CAGL0K00693g,YJL187C,Cluster4714
CAGL0K00693g,YJL187C,Cluster4714
CAGL0M01936g,YBR074W,Cluster8737
CAGL0M01936g,YBR074W,Cluster8737
CAGL0M08118g,YJL177W,Cluster9271
CAGL0M08118g,YJL177W,Cluster9271
CAGL0C00363g,YJL174W,Cluster6235
CAGL0C00363g,YJL174W,Cluster6235
CAGL0C00341g,YJL173C,Cluster11795
CAGL0C00341g,YJL173C,Cluster11795
CAGL0C00319g,YJL172W,Cluster11397
CAGL0C00319g,YJL172W,Cluster11397
CAGL0M08206g,YJL171C,Cluster11041
CAGL0M08206g,YJL171C,Cluster11041
CAGL0M01892g,YBR076W,Cluster4229
CAGL0M01892g,YBR076W,Cluster4229
CAGL0I06050g,YJL153C,Cluster10223
CAGL0I06050g,YJL153C,Cluster10223
CAGL0I05984g,YJL147C,Cluster5451
CAGL0I05984g,YJL147C,Cluster5451
CAGL0I05940g,YJL145W,Cluster6388
CAGL0I05940g,YJL145W,Cluster6388
CAGL0I05918g,YJL143W,Cluster2581
CAGL0I05918g,YJL143W,Cluster2581
CAGL0I05896g,YJL141C,Cluster9279
CAGL0I05896g,YJL141C,Cluster9279
CAGL0I04400g,YJL140W,Cluster10045
CAGL0I04400g,YJL140W,Cluster10045
CAGL0I04356g,YJL138C,Cluster10326
CAGL0I04356g,YJL138C,Cluster10326
CAGL0K08382g,YJL136C,Cluster9003
CAGL0K08382g,YJL136C,Cluster9003
CAGL0L05654g,YJL129C,Cluster6125
CAGL0L05654g,YJL129C,Cluster6125
CAGL0L05588g,YJL126W,Cluster4166
CAGL0L05588g,YJL126W,Cluster4166
CAGL0L05566g,YJL125C,Cluster2365
CAGL0L05566g,YJL125C,Cluster2365
CAGL0G04345g,YJL112W,Cluster6608
CAGL0G04345g,YJL112W,Cluster6608
CAGL0G04411g,YJL109C,Cluster6355
CAGL0G04411g,YJL109C,Cluster6355
CAGL0G04455g,YJL106W,Cluster11830
CAGL0G04455g,YJL106W,Cluster11830
CAGL0L03674g,YJL103C,Cluster8743
CAGL0L03674g,YJL103C,Cluster8743
CAGL0L03630g,YJL101C,Cluster6546
CAGL0L03630g,YJL101C,Cluster6546
CAGL0L03454g,YJL092W,Cluster11166
CAGL0L03454g,YJL092W,Cluster11166
CAGL0L03377g,YJL089W,Cluster6865
CAGL0L03377g,YJL089W,Cluster6865
CAGL0F04081g,YBR083W,Cluster6811
CAGL0F04081g,YBR083W,Cluster6811
CAGL0M03091g,YJL087C,Cluster4612
CAGL0M03091g,YJL087C,Cluster4612
CAGL0M03113g,YJL085W,Cluster12421
CAGL0M03113g,YJL085W,Cluster12421
CAGL0M03135g,YJL084C,Cluster5869
CAGL0M03135g,YJL084C,Cluster5869
CAGL0H02871g,YJL071W,Cluster12225
CAGL0H02871g,YJL071W,Cluster12225
CAGL0H02937g,YJL069C,Cluster1570
CAGL0H02937g,YJL069C,Cluster1570
CAGL0J05324g,YJL068C,Cluster10712
CAGL0J05324g,YJL068C,Cluster10712
CAGL0L06248g,YBR085C-A,Cluster2125
CAGL0L06248g,YBR085C-A,Cluster2125
CAGL0J05214g,YJL061W,Cluster2228
CAGL0J05214g,YJL061W,Cluster2228
CAGL0J05082g,YJL057C,Cluster9025
CAGL0J05082g,YJL057C,Cluster9025
CAGL0J04950g,YJL051W,Cluster8111
CAGL0J04950g,YJL051W,Cluster8111
CAGL0J00825g,YJL044C,Cluster7886
CAGL0J00825g,YJL044C,Cluster7886
CAGL0J00781g,YJL041W,Cluster2837
CAGL0J00781g,YJL041W,Cluster2837
CAGL0J01045g,YJL033W,Cluster6986
CAGL0J01045g,YJL033W,Cluster6986
CAGL0J01067g,YJL031C,Cluster6755
CAGL0J01067g,YJL031C,Cluster6755
CAGL0D01716g,YBR088C,Cluster7282
CAGL0D01716g,YBR088C,Cluster7282
CAGL0G06908g,YJL014W,Cluster8868
CAGL0G06908g,YJL014W,Cluster8868
CAGL0G06974g,YJL011C,Cluster7837
CAGL0G06974g,YJL011C,Cluster7837
CAGL0D03014g,YJL008C,Cluster2887
CAGL0D03014g,YJL008C,Cluster2887
CAGL0D03146g,YJL004C,Cluster1190
CAGL0D03146g,YJL004C,Cluster1190
CAGL0D05742g,YJL002C,Cluster11552
CAGL0D05742g,YJL002C,Cluster11552
CAGL0D03058g,YJL001W,Cluster6468
CAGL0D03058g,YJL001W,Cluster6468
CAGL0D05874g,YJR002W,Cluster5138
CAGL0D05874g,YJR002W,Cluster5138
CAGL0J11110g,YJR003C,Cluster9344
CAGL0J11110g,YJR003C,Cluster9344
CAGL0B03855g,YJR010C-A,Cluster8234
CAGL0B03855g,YJR010C-A,Cluster8234
CAGL0H08525g,YBR091C,Cluster9744
CAGL0H08525g,YBR091C,Cluster9744
CAGL0M08030g,YJR032W,Cluster7569
CAGL0M08030g,YJR032W,Cluster7569
