gene_id,transcript_id,exon_length,cds_length,utr_size,utr_percentage,match,species
CAGL0H05995g,CAGL0H05995g-T,744,744,0,0.0,True,C. glabrata
CAGL0H06017g,CAGL0H06017g-T,1674,1674,0,0.0,True,C. glabrata
CAGL0H06039g,CAGL0H06039g-T,3197,1770,1427,44.63559587112918,False,C. glabrata
CAGL0H06105g,CAGL0H06105g-T,5206,873,4333,83.23088743757204,False,C. glabrata
CAGL0H06127g,CAGL0H06127g-T,1261,264,997,79.06423473433783,False,C. glabrata
CAGL0H06149g,CAGL0H06149g-T,3435,2622,813,23.66812227074236,False,C. glabrata
CAGL0H06171g,CAGL0H06171g-T,1352,1065,287,21.227810650887573,False,C. glabrata
CAGL0H06193g,CAGL0H06193g-T,4542,3381,1161,25.561426684280054,False,C. glabrata
CAGL0H06215g,CAGL0H06215g-T,4123,3288,835,20.252243512005823,False,C. glabrata
CAGL0H06237g,CAGL0H06237g-T,1699,909,790,46.49793996468511,False,C. glabrata
CAGL0H06259g,CAGL0H06259g-T,4625,4011,614,13.275675675675675,False,C. glabrata
CAGL0H06281g,CAGL0H06281g-T,2485,1821,664,26.720321931589535,False,C. glabrata
CAGL0H06303g,CAGL0H06303g-T,1407,1407,0,0.0,True,C. glabrata
CAGL0H06325g,CAGL0H06325g-T,1380,828,552,40.0,False,C. glabrata
CAGL0H06347g,CAGL0H06347g-T,2334,1779,555,23.77892030848329,False,C. glabrata
CAGL0H06369g,CAGL0H06369g-T,1555,1176,379,24.372990353697748,False,C. glabrata
CAGL0H06391g,CAGL0H06391g-T,2123,1980,143,6.7357512953367875,False,C. glabrata
CAGL0H06413g,CAGL0H06413g-T,927,639,288,31.06796116504854,False,C. glabrata
CAGL0H06435g,CAGL0H06435g-T,571,312,259,45.359019264448335,False,C. glabrata
CAGL0H06457g,CAGL0H06457g-T,3311,3027,284,8.57746904258532,False,C. glabrata
CAGL0H06479g,CAGL0H06479g-T,1920,1236,684,35.625,False,C. glabrata
CAGL0H06501g,CAGL0H06501g-T,4432,2607,1825,41.17779783393502,False,C. glabrata
CAGL0H06523g,CAGL0H06523g-T,984,915,69,7.01219512195122,False,C. glabrata
CAGL0H06545g,CAGL0H06545g-T,1773,1479,294,16.58206429780034,False,C. glabrata
CAGL0H06567g,CAGL0H06567g-T,3838,3510,328,8.546117769671705,False,C. glabrata
CAGL0H06589g,CAGL0H06589g-T,1987,1752,235,11.82687468545546,False,C. glabrata
CAGL0H06611g,CAGL0H06611g-T,4227,3849,378,8.942512420156138,False,C. glabrata
CAGL0H06622g,CAGL0H06622g-T,556,393,163,29.31654676258993,False,C. glabrata
CAGL0H06633g,CAGL0H06633g-T,2799,1635,1164,41.58628081457664,False,C. glabrata
CAGL0H06655g,CAGL0H06655g-T,4136,1275,2861,69.17311411992263,False,C. glabrata
CAGL0H06677g,CAGL0H06677g-T,2011,1017,994,49.42814520139234,False,C. glabrata
CAGL0H06699g,CAGL0H06699g-T,2992,1953,1039,34.725935828877006,False,C. glabrata
CAGL0H06721g,CAGL0H06721g-T,3380,3246,134,3.964497041420118,False,C. glabrata
CAGL0H06732g,CAGL0H06732g-T,294,219,75,25.510204081632654,False,C. glabrata
CAGL0H06743g,CAGL0H06743g-T,1485,543,942,63.43434343434343,False,C. glabrata
CAGL0H06765g,CAGL0H06765g-T,4042,3903,139,3.4388916378030676,False,C. glabrata
CAGL0H06787g,CAGL0H06787g-T,1624,1230,394,24.261083743842367,False,C. glabrata
CAGL0H06809g,CAGL0H06809g-T,1252,444,808,64.5367412140575,False,C. glabrata
CAGL0H06831g,CAGL0H06831g-T,2679,618,2061,76.93169092945129,False,C. glabrata
CAGL0H06853g,CAGL0H06853g-T,2265,1083,1182,52.185430463576154,False,C. glabrata
CAGL0H06875g,CAGL0H06875g-T,2659,2109,550,20.684467845054535,False,C. glabrata
CAGL0H06897g,CAGL0H06897g-T,815,492,323,39.6319018404908,False,C. glabrata
CAGL0H06919g,CAGL0H06919g-T,2122,1884,238,11.215834118755891,False,C. glabrata
CAGL0H06941g,CAGL0H06941g-T,1874,1365,509,27.161152614727857,False,C. glabrata
CAGL0H06963g,CAGL0H06963g-T,1633,1554,79,4.837721984078383,False,C. glabrata
CAGL0H06985g,CAGL0H06985g-T,2843,2637,206,7.245867041857193,False,C. glabrata
CAGL0H07007g,CAGL0H07007g-T,1793,753,1040,58.00334634690463,False,C. glabrata
CAGL0H07023g,CAGL0H07023g-T,526,273,253,48.09885931558935,False,C. glabrata
CAGL0H07029g,CAGL0H07029g-T,1192,1071,121,10.151006711409396,False,C. glabrata
CAGL0H07051g,CAGL0H07051g-T,1297,1137,160,12.336160370084812,False,C. glabrata
CAGL0H07073g,CAGL0H07073g-T,621,222,399,64.25120772946859,False,C. glabrata
CAGL0H07095g,CAGL0H07095g-T,3083,1986,1097,35.5822251054168,False,C. glabrata
CAGL0H07117g,CAGL0H07117g-T,783,783,0,0.0,True,C. glabrata
CAGL0H07139g,CAGL0H07139g-T,1203,1077,126,10.473815461346634,False,C. glabrata
CAGL0H07161g,CAGL0H07161g-T,1559,1275,284,18.216805644644,False,C. glabrata
CAGL0H07183g,CAGL0H07183g-T,1497,1497,0,0.0,True,C. glabrata
CAGL0H07205g,CAGL0H07205g-T,1892,1110,782,41.33192389006343,False,C. glabrata
CAGL0H07227g,CAGL0H07227g-T,1488,1359,129,8.669354838709678,False,C. glabrata
CAGL0H07249g,CAGL0H07249g-T,1440,1158,282,19.583333333333332,False,C. glabrata
CAGL0H07271g,CAGL0H07271g-T,991,837,154,15.539858728557013,False,C. glabrata
CAGL0H07293g,CAGL0H07293g-T,3183,2007,1176,36.94627709707823,False,C. glabrata
CAGL0H07315g,CAGL0H07315g-T,837,837,0,0.0,True,C. glabrata
CAGL0H07337g,CAGL0H07337g-T,538,450,88,16.356877323420075,False,C. glabrata
CAGL0H07359g,CAGL0H07359g-T,1877,1638,239,12.733084709643046,False,C. glabrata
CAGL0H07381g,CAGL0H07381g-T,1320,432,888,67.27272727272727,False,C. glabrata
CAGL0H07403g,CAGL0H07403g-T,1760,1392,368,20.909090909090907,False,C. glabrata
CAGL0H07425g,CAGL0H07425g-T,1206,1143,63,5.223880597014925,False,C. glabrata
CAGL0H07447g,CAGL0H07447g-T,2748,2181,567,20.633187772925766,False,C. glabrata
CAGL0H07469g,CAGL0H07469g-T,3223,681,2542,78.87061743717034,False,C. glabrata
CAGL0H07491g,CAGL0H07491g-T,1803,1536,267,14.80865224625624,False,C. glabrata
CAGL0H07513g,CAGL0H07513g-T,1187,1059,128,10.783487784330244,False,C. glabrata
CAGL0H07535g,CAGL0H07535g-T,897,897,0,0.0,True,C. glabrata
CAGL0H07557g,CAGL0H07557g-T,2323,1431,892,38.39862247094275,False,C. glabrata
CAGL0H07579g,CAGL0H07579g-T,2614,1461,1153,44.10864575363428,False,C. glabrata
CAGL0H07601g,CAGL0H07601g-T,3393,3198,195,5.747126436781609,False,C. glabrata
CAGL0H07623g,CAGL0H07623g-T,1123,867,256,22.79608192341941,False,C. glabrata
CAGL0H07645g,CAGL0H07645g-T,2031,2031,0,0.0,True,C. glabrata
CAGL0H07667g,CAGL0H07667g-T,1381,1101,280,20.275162925416364,False,C. glabrata
CAGL0H07689g,CAGL0H07689g-T,902,540,362,40.133037694013304,False,C. glabrata
CAGL0H07711g,CAGL0H07711g-T,1894,1701,193,10.190073917634637,False,C. glabrata
CAGL0H07733g,CAGL0H07733g-T,1305,1158,147,11.264367816091953,False,C. glabrata
CAGL0H07755g,CAGL0H07755g-T,1358,519,839,61.7820324005891,False,C. glabrata
CAGL0H07777g,CAGL0H07777g-T,3183,3066,117,3.6757775683317626,False,C. glabrata
CAGL0H07799g,CAGL0H07799g-T,963,789,174,18.06853582554517,False,C. glabrata
CAGL0H07821g,CAGL0H07821g-T,3370,2886,484,14.362017804154304,False,C. glabrata
CAGL0H07843g,CAGL0H07843g-T,1070,891,179,16.728971962616825,False,C. glabrata
CAGL0H07865g,CAGL0H07865g-T,2713,1992,721,26.57574640619241,False,C. glabrata
CAGL0H07887g,CAGL0H07887g-T,2591,2376,215,8.297954457738326,False,C. glabrata
CAGL0H07909g,CAGL0H07909g-T,2938,2649,289,9.836623553437713,False,C. glabrata
CAGL0H07931g,CAGL0H07931g-T,873,798,75,8.59106529209622,False,C. glabrata
CAGL0H07953g,CAGL0H07953g-T,1689,552,1137,67.31793960923623,False,C. glabrata
CAGL0H07975g,CAGL0H07975g-T,1349,828,521,38.621200889547815,False,C. glabrata
CAGL0H07997g,CAGL0H07997g-T,2041,798,1243,60.90151886330231,False,C. glabrata
CAGL0H08019g,CAGL0H08019g-T,1941,1278,663,34.15765069551777,False,C. glabrata
CAGL0H08041g,CAGL0H08041g-T,2597,1362,1235,47.55487100500578,False,C. glabrata
CAGL0H08063g,CAGL0H08063g-T,1023,873,150,14.66275659824047,False,C. glabrata
CAGL0H08085g,CAGL0H08085g-T,2025,2025,0,0.0,True,C. glabrata
CAGL0H08107g,CAGL0H08107g-T,5371,1017,4354,81.06497858871718,False,C. glabrata
CAGL0H08129g,CAGL0H08129g-T,7251,1701,5550,76.54116673562267,False,C. glabrata
CAGL0H08173g,CAGL0H08173g-T,1747,480,1267,72.5243274184316,False,C. glabrata
CAGL0H08195g,CAGL0H08195g-T,2150,1752,398,18.511627906976745,False,C. glabrata
CAGL0H08217g,CAGL0H08217g-T,1170,978,192,16.41025641025641,False,C. glabrata
CAGL0H08239g,CAGL0H08239g-T,1500,1305,195,13.0,False,C. glabrata
CAGL0H08261g,CAGL0H08261g-T,2445,2205,240,9.815950920245399,False,C. glabrata
CAGL0H08283g,CAGL0H08283g-T,576,321,255,44.27083333333333,False,C. glabrata
CAGL0H08305g,CAGL0H08305g-T,1093,960,133,12.168344007319305,False,C. glabrata
CAGL0H08327g,CAGL0H08327g-T,899,747,152,16.907675194660733,False,C. glabrata
CAGL0H08349g,CAGL0H08349g-T,2040,1953,87,4.264705882352941,False,C. glabrata
CAGL0H08371g,CAGL0H08371g-T,1338,1083,255,19.05829596412556,False,C. glabrata
CAGL0H08393g,CAGL0H08393g-T,2246,1839,407,18.121104185218165,False,C. glabrata
CAGL0H08415g,CAGL0H08415g-T,642,333,309,48.13084112149533,False,C. glabrata
CAGL0H08437g,CAGL0H08437g-T,4300,4233,67,1.5581395348837208,False,C. glabrata
CAGL0H08459g,CAGL0H08459g-T,1106,681,425,38.42676311030742,False,C. glabrata
CAGL0H08481g,CAGL0H08481g-T,1920,1266,654,34.0625,False,C. glabrata
CAGL0H08503g,CAGL0H08503g-T,4323,2178,2145,49.61832061068702,False,C. glabrata
CAGL0H08525g,CAGL0H08525g-T,1150,306,844,73.3913043478261,False,C. glabrata
CAGL0H08541g,CAGL0H08541g-T,489,282,207,42.331288343558285,False,C. glabrata
CAGL0H08547g,CAGL0H08547g-T,642,546,96,14.953271028037381,False,C. glabrata
CAGL0H08558g,CAGL0H08558g-T,3792,3333,459,12.104430379746836,False,C. glabrata
CAGL0H08580g,CAGL0H08580g-T,1988,1866,122,6.1368209255533195,False,C. glabrata
CAGL0H08602g,CAGL0H08602g-T,1646,1440,206,12.515188335358445,False,C. glabrata
CAGL0H08624g,CAGL0H08624g-T,780,558,222,28.46153846153846,False,C. glabrata
CAGL0H08690g,CAGL0H08690g-T,2399,1323,1076,44.852021675698204,False,C. glabrata
CAGL0H08712g,CAGL0H08712g-T,2263,1218,1045,46.177640300486075,False,C. glabrata
CAGL0H08734g,CAGL0H08734g-T,2497,279,2218,88.82659191029235,False,C. glabrata
CAGL0H08756g,CAGL0H08756g-T,249,249,0,0.0,True,C. glabrata
CAGL0H08778g,CAGL0H08778g-T,3520,3198,322,9.147727272727273,False,C. glabrata
CAGL0H08800g,CAGL0H08800g-T,633,447,186,29.383886255924168,False,C. glabrata
CAGL0H08822g,CAGL0H08822g-T,2675,1545,1130,42.242990654205606,False,C. glabrata
CAGL0H08844g,CAGL0H08844g-T,2975,1977,998,33.54621848739496,False,C. glabrata
CAGL0H08866g,CAGL0H08866g-T,2221,1977,244,10.986042323277804,False,C. glabrata
CAGL0H08888g,CAGL0H08888g-T,3423,2421,1002,29.27256792287467,False,C. glabrata
CAGL0H08910g,CAGL0H08910g-T,1884,1041,843,44.745222929936304,False,C. glabrata
CAGL0H08932g,CAGL0H08932g-T,3003,2709,294,9.79020979020979,False,C. glabrata
CAGL0H08954g,CAGL0H08954g-T,982,783,199,20.264765784114054,False,C. glabrata
CAGL0H08976g,CAGL0H08976g-T,1013,654,359,35.43928923988154,False,C. glabrata
CAGL0H08998g,CAGL0H08998g-T,1644,1644,0,0.0,True,C. glabrata
CAGL0H09020g,CAGL0H09020g-T,4301,3777,524,12.183213206231109,False,C. glabrata
CAGL0H09042g,CAGL0H09042g-T,1283,1164,119,9.275136399064692,False,C. glabrata
CAGL0H09064g,CAGL0H09064g-T,1492,651,841,56.36729222520107,False,C. glabrata
CAGL0H09086g,CAGL0H09086g-T,929,696,233,25.080731969860064,False,C. glabrata
CAGL0H09108g,CAGL0H09108g-T,2395,1599,796,33.235908141962426,False,C. glabrata
CAGL0H09130g,CAGL0H09130g-T,3550,3048,502,14.140845070422536,False,C. glabrata
CAGL0H09152g,CAGL0H09152g-T,2782,2334,448,16.10352264557872,False,C. glabrata
CAGL0H09174g,CAGL0H09174g-T,3287,3096,191,5.810769698813507,False,C. glabrata
CAGL0H09196g,CAGL0H09196g-T,3059,975,2084,68.12683883622098,False,C. glabrata
CAGL0H09218g,CAGL0H09218g-T,1023,840,183,17.888563049853374,False,C. glabrata
CAGL0H09240g,CAGL0H09240g-T,2063,1929,134,6.495395055744062,False,C. glabrata
CAGL0H09262g,CAGL0H09262g-T,2191,1878,313,14.285714285714285,False,C. glabrata
CAGL0H09306g,CAGL0H09306g-T,412,288,124,30.097087378640776,False,C. glabrata
CAGL0H09328g,CAGL0H09328g-T,470,210,260,55.319148936170215,False,C. glabrata
CAGL0H09350g,CAGL0H09350g-T,6227,5898,329,5.2834430704994375,False,C. glabrata
CAGL0H09372g,CAGL0H09372g-T,1385,1179,206,14.873646209386282,False,C. glabrata
CAGL0H09394g,CAGL0H09394g-T,1271,906,365,28.71754523996853,False,C. glabrata
CAGL0H09416g,CAGL0H09416g-T,2731,2253,478,17.502746246796043,False,C. glabrata
CAGL0H09438g,CAGL0H09438g-T,1129,975,154,13.640389725420727,False,C. glabrata
CAGL0H09460g,CAGL0H09460g-T,2400,2226,174,7.249999999999999,False,C. glabrata
CAGL0H09482g,CAGL0H09482g-T,820,405,415,50.609756097560975,False,C. glabrata
CAGL0H09504g,CAGL0H09504g-T,1766,1617,149,8.437146092865232,False,C. glabrata
CAGL0H09526g,CAGL0H09526g-T,3618,3408,210,5.804311774461028,False,C. glabrata
CAGL0H09548g,CAGL0H09548g-T,1197,585,612,51.127819548872175,False,C. glabrata
CAGL0H09592g,CAGL0H09592g-T,2067,711,1356,65.60232220609579,False,C. glabrata
CAGL0H09614g,CAGL0H09614g-T,949,711,238,25.07903055848261,False,C. glabrata
CAGL0H09636g,CAGL0H09636g-T,1941,708,1233,63.52395672333848,False,C. glabrata
CAGL0H09658g,CAGL0H09658g-T,378,378,0,0.0,True,C. glabrata
CAGL0H09680g,CAGL0H09680g-T,4942,4047,895,18.11007689194658,False,C. glabrata
CAGL0H09702g,CAGL0H09702g-T,1580,1488,92,5.822784810126582,False,C. glabrata
CAGL0H09724g,CAGL0H09724g-T,1941,1560,381,19.629057187017,False,C. glabrata
CAGL0H09746g,CAGL0H09746g-T,2016,1905,111,5.5059523809523805,False,C. glabrata
CAGL0H09768g,CAGL0H09768g-T,1060,702,358,33.77358490566038,False,C. glabrata
CAGL0H09812g,CAGL0H09812g-T,4083,2952,1131,27.700220426157234,False,C. glabrata
CAGL0H09834g,CAGL0H09834g-T,917,312,605,65.97600872410034,False,C. glabrata
CAGL0H09856g,CAGL0H09856g-T,3109,411,2698,86.78031521389514,False,C. glabrata
CAGL0H09878g,CAGL0H09878g-T,2531,864,1667,65.86329514026077,False,C. glabrata
CAGL0H09922g,CAGL0H09922g-T,4945,3348,1597,32.29524772497472,False,C. glabrata
CAGL0H09944g,CAGL0H09944g-T,1565,1056,509,32.52396166134186,False,C. glabrata
CAGL0H09966g,CAGL0H09966g-T,1525,552,973,63.80327868852459,False,C. glabrata
CAGL0H09988g,CAGL0H09988g-T,2180,1962,218,10.0,False,C. glabrata
CAGL0H10010g,CAGL0H10010g-T,1350,834,516,38.22222222222222,False,C. glabrata
CAGL0H10032g,CAGL0H10032g-T,1097,597,500,45.578851412944395,False,C. glabrata
CAGL0H10054g,CAGL0H10054g-T,3599,1062,2537,70.49180327868852,False,C. glabrata
CAGL0H10076g,CAGL0H10076g-T,2763,978,1785,64.60369163952225,False,C. glabrata
CAGL0H10098g,CAGL0H10098g-T,4075,2586,1489,36.5398773006135,False,C. glabrata
CAGL0H10120g,CAGL0H10120g-T,2027,1488,539,26.591021213616184,False,C. glabrata
CAGL0H10142g,CAGL0H10142g-T,1469,1119,350,23.82573179033356,False,C. glabrata
CAGL0H10164g,CAGL0H10164g-T,3324,1455,1869,56.227436823104696,False,C. glabrata
CAGL0H10186g,CAGL0H10186g-T,2615,2337,278,10.630975143403441,False,C. glabrata
CAGL0H10202g,CAGL0H10202g-T,255,255,0,0.0,True,C. glabrata
CAGL0H10208g,CAGL0H10208g-T,4421,3084,1337,30.24202669079394,False,C. glabrata
CAGL0H10230g,CAGL0H10230g-T,1999,1545,454,22.71135567783892,False,C. glabrata
CAGL0H10252g,CAGL0H10252g-T,1070,930,140,13.084112149532709,False,C. glabrata
CAGL0H10274g,CAGL0H10274g-T,683,528,155,22.693997071742313,False,C. glabrata
CAGL0H10296g,CAGL0H10296g-T,1388,1122,266,19.164265129683,False,C. glabrata
CAGL0H10318g,CAGL0H10318g-T,1020,924,96,9.411764705882353,False,C. glabrata
CAGL0H10340g,CAGL0H10340g-T,2131,1779,352,16.51806663538245,False,C. glabrata
CAGL0H10362g,CAGL0H10362g-T,901,450,451,50.055493895671475,False,C. glabrata
CAGL0H10384g,CAGL0H10384g-T,853,795,58,6.799531066822978,False,C. glabrata
CAGL0H10406g,CAGL0H10406g-T,4472,4263,209,4.673524150268336,False,C. glabrata
CAGL0H10428g,CAGL0H10428g-T,2857,2262,595,20.826041302065104,False,C. glabrata
CAGL0H10450g,CAGL0H10450g-T,1183,936,247,20.87912087912088,False,C. glabrata
CAGL0H10472g,CAGL0H10472g-T,2362,1074,1288,54.53005927180355,False,C. glabrata
CAGL0H10494g,CAGL0H10494g-T,2623,2175,448,17.079679756004577,False,C. glabrata
CAGL0H10516g,CAGL0H10516g-T,3074,2643,431,14.02081977878985,False,C. glabrata
CAGL0H10538g,CAGL0H10538g-T,1524,894,630,41.338582677165356,False,C. glabrata
CAGL0H10560g,CAGL0H10560g-T,731,435,296,40.49247606019152,False,C. glabrata
CAGL0H10582g,CAGL0H10582g-T,2700,2373,327,12.11111111111111,False,C. glabrata
CAGL0H10604g,CAGL0H10604g-T,2253,1251,1002,44.47403462050599,False,C. glabrata
CAGL0H10626g,CAGL0H10626g-T,4881,4881,0,0.0,True,C. glabrata
CAGL0I00209g,CAGL0I00209g-T,6180,6180,0,0.0,True,C. glabrata
CAGL0I00220g,CAGL0I00220g-T,4184,2595,1589,37.978011472275334,False,C. glabrata
CAGL0I00242g,CAGL0I00242g-T,903,498,405,44.85049833887043,False,C. glabrata
CAGL0I00264g,CAGL0I00264g-T,1048,555,493,47.041984732824424,False,C. glabrata
CAGL0I00286g,CAGL0I00286g-T,1930,1668,262,13.575129533678757,False,C. glabrata
CAGL0I00308g,CAGL0I00308g-T,1520,393,1127,74.14473684210526,False,C. glabrata
CAGL0I00330g,CAGL0I00330g-T,1116,1116,0,0.0,True,C. glabrata
CAGL0I00352g,CAGL0I00352g-T,643,504,139,21.61741835147745,False,C. glabrata
CAGL0I00374g,CAGL0I00374g-T,2728,558,2170,79.54545454545455,False,C. glabrata
CAGL0I00396g,CAGL0I00396g-T,348,348,0,0.0,True,C. glabrata
CAGL0I00418g,CAGL0I00418g-T,1905,1473,432,22.677165354330707,False,C. glabrata
CAGL0I00440g,CAGL0I00440g-T,956,411,545,57.00836820083682,False,C. glabrata
CAGL0I00462g,CAGL0I00462g-T,855,750,105,12.280701754385964,False,C. glabrata
CAGL0I00484g,CAGL0I00484g-T,1769,1332,437,24.703222159412096,False,C. glabrata
CAGL0I00506g,CAGL0I00506g-T,3606,1866,1740,48.25291181364393,False,C. glabrata
CAGL0I00528g,CAGL0I00528g-T,3839,672,3167,82.49544152122948,False,C. glabrata
CAGL0I00550g,CAGL0I00550g-T,1416,237,1179,83.26271186440678,False,C. glabrata
CAGL0I00572g,CAGL0I00572g-T,1087,318,769,70.74517019319228,False,C. glabrata
CAGL0I00594g,CAGL0I00594g-T,1209,645,564,46.65012406947891,False,C. glabrata
CAGL0I00616g,CAGL0I00616g-T,809,576,233,28.80098887515451,False,C. glabrata
CAGL0I00638g,CAGL0I00638g-T,900,783,117,13.0,False,C. glabrata
CAGL0I00660g,CAGL0I00660g-T,2120,1974,146,6.886792452830188,False,C. glabrata
CAGL0I00682g,CAGL0I00682g-T,1305,570,735,56.32183908045977,False,C. glabrata
CAGL0I00704g,CAGL0I00704g-T,1057,831,226,21.381267738883633,False,C. glabrata
CAGL0I00726g,CAGL0I00726g-T,808,390,418,51.73267326732673,False,C. glabrata
CAGL0I00748g,CAGL0I00748g-T,2331,1593,738,31.66023166023166,False,C. glabrata
CAGL0I00770g,CAGL0I00770g-T,3594,957,2637,73.37228714524207,False,C. glabrata
CAGL0I00792g,CAGL0I00792g-T,843,432,411,48.754448398576514,False,C. glabrata
CAGL0I00814g,CAGL0I00814g-T,668,324,344,51.49700598802395,False,C. glabrata
CAGL0I00836g,CAGL0I00836g-T,1590,1410,180,11.320754716981133,False,C. glabrata
CAGL0I00858g,CAGL0I00858g-T,1400,594,806,57.57142857142858,False,C. glabrata
CAGL0I00880g,CAGL0I00880g-T,3571,2211,1360,38.08457014841781,False,C. glabrata
CAGL0I00902g,CAGL0I00902g-T,3279,1704,1575,48.032936870997254,False,C. glabrata
CAGL0I00924g,CAGL0I00924g-T,1010,825,185,18.316831683168317,False,C. glabrata
CAGL0I00946g,CAGL0I00946g-T,1420,780,640,45.07042253521127,False,C. glabrata
CAGL0I00968g,CAGL0I00968g-T,3584,2994,590,16.462053571428573,False,C. glabrata
CAGL0I00990g,CAGL0I00990g-T,1090,1032,58,5.321100917431193,False,C. glabrata
CAGL0I01012g,CAGL0I01012g-T,1139,849,290,25.460930640913084,False,C. glabrata
CAGL0I01034g,CAGL0I01034g-T,3073,2352,721,23.462414578587698,False,C. glabrata
CAGL0I01056g,CAGL0I01056g-T,2692,2529,163,6.054977711738484,False,C. glabrata
CAGL0I01078g,CAGL0I01078g-T,698,381,317,45.41547277936962,False,C. glabrata
CAGL0I01100g,CAGL0I01100g-T,1121,933,188,16.770740410347905,False,C. glabrata
CAGL0I01122g,CAGL0I01122g-T,1109,981,128,11.541929666366094,False,C. glabrata
CAGL0I01144g,CAGL0I01144g-T,1273,522,751,58.994501178318934,False,C. glabrata
CAGL0I01166g,CAGL0I01166g-T,1172,969,203,17.320819112627987,False,C. glabrata
CAGL0I01188g,CAGL0I01188g-T,2323,1176,1147,49.37580714593198,False,C. glabrata
CAGL0I01210g,CAGL0I01210g-T,1801,1656,145,8.051082731815658,False,C. glabrata
CAGL0I01232g,CAGL0I01232g-T,933,633,300,32.154340836012864,False,C. glabrata
CAGL0I01254g,CAGL0I01254g-T,1373,1302,71,5.17115804806992,False,C. glabrata
CAGL0I01276g,CAGL0I01276g-T,1737,1143,594,34.196891191709845,False,C. glabrata
CAGL0I01298g,CAGL0I01298g-T,1809,1455,354,19.56882255389718,False,C. glabrata
CAGL0I01320g,CAGL0I01320g-T,1503,1503,0,0.0,True,C. glabrata
CAGL0I01342g,CAGL0I01342g-T,1611,1161,450,27.932960893854748,False,C. glabrata
CAGL0I01364g,CAGL0I01364g-T,1090,612,478,43.853211009174316,False,C. glabrata
CAGL0I01386g,CAGL0I01386g-T,3182,1533,1649,51.82275298554369,False,C. glabrata
CAGL0I01408g,CAGL0I01408g-T,996,315,681,68.37349397590361,False,C. glabrata
CAGL0I01430g,CAGL0I01430g-T,1606,474,1132,70.4856787048568,False,C. glabrata
CAGL0I01474g,CAGL0I01474g-T,1882,1782,100,5.313496280552603,False,C. glabrata
CAGL0I01496g,CAGL0I01496g-T,2612,1944,668,25.57427258805513,False,C. glabrata
CAGL0I01518g,CAGL0I01518g-T,1020,420,600,58.82352941176471,False,C. glabrata
CAGL0I01562g,CAGL0I01562g-T,1320,483,837,63.40909090909091,False,C. glabrata
CAGL0I01584g,CAGL0I01584g-T,3947,2169,1778,45.04687104129719,False,C. glabrata
CAGL0I01606g,CAGL0I01606g-T,4931,3474,1457,29.54775907523829,False,C. glabrata
CAGL0I01628g,CAGL0I01628g-T,2470,2325,145,5.870445344129554,False,C. glabrata
CAGL0I01650g,CAGL0I01650g-T,3491,3369,122,3.4947006588370093,False,C. glabrata
CAGL0I01672g,CAGL0I01672g-T,3224,2577,647,20.068238213399503,False,C. glabrata
CAGL0I01694g,CAGL0I01694g-T,3567,3216,351,9.840201850294365,False,C. glabrata
CAGL0I01782g,CAGL0I01782g-T,4603,3156,1447,31.436019986965025,False,C. glabrata
CAGL0I01804g,CAGL0I01804g-T,1593,651,942,59.133709981167605,False,C. glabrata
CAGL0I01826g,CAGL0I01826g-T,1569,552,1017,64.81835564053537,False,C. glabrata
CAGL0I01848g,CAGL0I01848g-T,2589,2106,483,18.6558516801854,False,C. glabrata
CAGL0I01870g,CAGL0I01870g-T,2020,1650,370,18.316831683168317,False,C. glabrata
CAGL0I01892g,CAGL0I01892g-T,2459,1647,812,33.02155347702318,False,C. glabrata
CAGL0I01914g,CAGL0I01914g-T,1653,432,1221,73.86569872958258,False,C. glabrata
CAGL0I01936g,CAGL0I01936g-T,1200,564,636,53.0,False,C. glabrata
CAGL0I01958g,CAGL0I01958g-T,3558,3300,258,7.251264755480608,False,C. glabrata
CAGL0I01980g,CAGL0I01980g-T,4233,3915,318,7.5124025513819985,False,C. glabrata
CAGL0I02002g,CAGL0I02002g-T,1010,930,80,7.920792079207921,False,C. glabrata
CAGL0I02024g,CAGL0I02024g-T,1296,1203,93,7.175925925925926,False,C. glabrata
CAGL0I02046g,CAGL0I02046g-T,1173,1050,123,10.485933503836318,False,C. glabrata
CAGL0I02068g,CAGL0I02068g-T,423,423,0,0.0,True,C. glabrata
CAGL0I02090g,CAGL0I02090g-T,4038,3411,627,15.527488855869242,False,C. glabrata
CAGL0I02112g,CAGL0I02112g-T,2184,1470,714,32.69230769230769,False,C. glabrata
CAGL0I02134g,CAGL0I02134g-T,1837,780,1057,57.53946652150245,False,C. glabrata
CAGL0I02156g,CAGL0I02156g-T,2359,2136,223,9.453158117846545,False,C. glabrata
CAGL0I02178g,CAGL0I02178g-T,633,384,249,39.33649289099526,False,C. glabrata
CAGL0I02200g,CAGL0I02200g-T,918,738,180,19.607843137254903,False,C. glabrata
CAGL0I02222g,CAGL0I02222g-T,4666,4539,127,2.7218174024860695,False,C. glabrata
CAGL0I02244g,CAGL0I02244g-T,780,510,270,34.61538461538461,False,C. glabrata
CAGL0I02266g,CAGL0I02266g-T,7357,7245,112,1.5223596574690772,False,C. glabrata
CAGL0I02288g,CAGL0I02288g-T,2202,1920,282,12.806539509536785,False,C. glabrata
CAGL0I02310g,CAGL0I02310g-T,1188,771,417,35.1010101010101,False,C. glabrata
CAGL0I02332g,CAGL0I02332g-T,1910,1632,278,14.554973821989527,False,C. glabrata
