qseqid,sseqid,pident,qcovs,evalue,bitscore
root_000002;694,orf19.5725,98.988,99,0.0,1382.0
root_005208;649,orf19.4366,99.384,100,0.0,1331.0
root_005209;1182,orf19.4369,98.646,100,0.0,2336.0
root_005210;418,orf19.5057,97.368,100,0.0,833.0
root_005211;101,orf19.2959,100.0,100,2.93e-70,202.0
root_005242;387,orf19.9,96.899,100,0.0,753.0
root_005258;144,orf19.4481,100.0,100,1.07e-102,288.0
root_005296;283,orf19.899,100.0,100,0.0,565.0
root_005300;279,orf19.7091,98.208,100,0.0,555.0
root_005301;543,orf19.3437,99.263,100,0.0,1079.0
root_005302;318,orf19.3439,99.371,100,0.0,625.0
root_005303;272,orf19.344,96.691,100,0.0,514.0
root_005304;611,orf19.3529,98.854,100,0.0,1197.0
root_005305;338,orf19.7084,99.408,100,0.0,660.0
root_005312;415,orf19.27,98.072,100,0.0,828.0
root_005313;105,orf19.270,99.048,100,1.96e-71,206.0
root_005321;314,orf19.6194,99.045,100,0.0,626.0
root_005324;607,orf19.1330,98.517,100,0.0,1216.0
root_005324;607,orf19.6703,93.914,100,0.0,1157.0
root_005325;655,orf19.1334,98.473,100,0.0,1293.0
root_005341;371,orf19.836,98.922,100,0.0,729.0
root_005354;693,orf19.813,99.711,100,0.0,1307.0
root_005357;190,orf19.822,100.0,100,1.75e-140,387.0
root_005359;99,orf19.3223.1,100.0,100,4.4500000000000004e-72,207.0
root_005360;414,orf19.2157,99.275,100,0.0,851.0
root_005361;102,orf19.3229,93.137,100,6.15e-45,139.0
root_005387;849,orf19.3801,98.469,100,0.0,1705.0
root_005390;285,orf19.2049,100.0,100,0.0,564.0
root_005391;122,orf19.2048,97.541,100,2.4e-87,247.0
root_005392;486,orf19.2044,99.383,100,0.0,975.0
root_005405;123,orf19.6833.2,99.187,100,9.11e-84,238.0
root_005411;167,orf19.716,98.204,100,3.2099999999999997e-115,321.0
root_005412;256,orf19.7157,98.438,100,0.0,503.0
root_005413;136,orf19.7163,99.265,100,7.800000000000001e-100,280.0
root_005415;135,orf19.1735,98.519,100,6.48e-85,242.0
root_005427;231,orf19.6580,98.701,100,2.1399999999999998e-172,471.0
root_005428;437,orf19.6579,99.542,100,0.0,891.0
root_005429;109,orf19.6575,97.248,100,3.38e-75,216.0
root_005439;795,orf19.6049,97.358,100,0.0,1562.0
root_005445;140,orf19.556,100.0,100,7.39e-101,283.0
root_005446;355,orf19.5565,100.0,100,0.0,734.0
root_005449;464,orf19.5269,98.06,100,0.0,909.0
root_005450;101,orf19.1736,97.03,100,5.4100000000000004e-70,202.0
root_005451;151,orf19.4847,96.689,100,2.89e-101,285.0
root_005452;240,orf19.4544,99.583,100,4.6700000000000005e-173,474.0
root_005453;273,orf19.4857,98.168,100,0.0,551.0
root_005453;273,orf19.4824,87.179,100,7.39e-179,491.0
root_005454;472,orf19.4856,99.364,100,0.0,959.0
root_005454;472,orf19.4821,72.863,99,0.0,728.0
root_005454;472,orf19.4823,63.457,97,0.0,616.0
root_005454;472,orf19.4804,57.634,98,0.0,579.0
root_005454;472,orf19.4822,57.556,95,0.0,561.0
root_005454;472,orf19.1345,51.957,97,9.07e-175,496.0
root_005454;472,orf19.5179,51.762,96,1.26e-172,491.0
root_005454;472,orf19.2133,50.441,96,8.34e-171,486.0
root_005455;237,orf19.2910,97.468,100,1.08e-168,462.0
root_005456;881,orf19.230,97.616,100,0.0,1727.0
root_005457;228,orf19.2907,99.123,100,3.04e-162,445.0
root_005458;137,orf19.296,97.08,100,3.93e-92,261.0
root_005458;137,orf19.280,97.08,100,3.93e-92,261.0
root_005461;419,orf19.7487,97.136,100,0.0,830.0
root_005461;419,orf19.559,90.361,99,0.0,765.0
root_005485;246,orf19.5502,99.187,100,4.65e-178,487.0
root_005497;481,orf19.5499,99.168,100,0.0,979.0
root_005510;956,orf19.5504,97.803,100,0.0,1893.0
root_005511;110,orf19.5503,98.182,100,2.13e-74,214.0
root_005554;264,orf19.725,98.106,100,0.0,506.0
root_005555;108,orf19.7252,98.148,100,3.21e-75,216.0
root_005558;284,orf19.4872,98.592,100,0.0,562.0
root_005565;128,orf19.3420,96.094,100,1.0099999999999999e-89,254.0
root_005567;117,orf19.3427,98.291,100,4.25e-83,236.0
root_005569;234,orf19.751,97.009,100,1.52e-167,459.0
root_005570;156,orf19.7507,98.718,100,1.15e-112,314.0
root_005573;964,orf19.7516,98.755,100,0.0,1962.0
root_005576;447,orf19.5976,98.658,100,0.0,887.0
root_005613;742,orf19.1825,98.113,100,0.0,1513.0
root_005613;742,orf19.2657,96.848,94,0.0,1414.0
root_005615;918,orf19.2903,99.564,100,0.0,1877.0
root_005634;697,orf19.894,99.426,100,0.0,1414.0
root_005646;334,orf19.3248,99.401,100,0.0,650.0
root_005691;119,orf19.1737,99.16,100,1.55e-84,240.0
root_005708;805,orf19.2763,98.385,100,0.0,1575.0
root_005710;213,orf19.3210,98.592,100,1.09e-149,412.0
root_005712;267,orf19.7167,100.0,100,1.06e-171,473.0
root_005723;574,orf19.7173,98.084,100,0.0,1144.0
root_005724;130,orf19.7170,100.0,100,7.15e-86,244.0
root_005725;141,orf19.1831,97.872,100,2.67e-95,269.0
root_005726;631,orf19.1002,98.574,100,0.0,1261.0
root_005726;631,orf19.996,54.633,99,0.0,669.0
root_005728;111,orf19.4830,100.0,100,1.04e-78,224.0
root_005729;235,orf19.4834,98.723,100,7.079999999999999e-172,470.0
root_005730;510,orf19.4828,97.647,100,0.0,1013.0
root_005732;145,orf19.1456,97.931,100,6.07e-102,286.0
root_005773;791,orf19.1943,97.977,100,0.0,1526.0
root_005775;536,orf19.194,97.948,100,0.0,1056.0
root_005776;213,orf19.1938,98.122,100,6.62e-155,426.0
root_005795;110,orf19.6978,97.273,100,2.0200000000000002e-70,204.0
root_005821;113,orf19.2731,99.115,100,1.35e-80,229.0
root_005821;113,orf19.2742,95.575,100,2.84e-78,224.0
root_005823;153,orf19.2770,98.693,100,8.509999999999999e-108,301.0
root_005844;373,orf19.3402,97.855,100,0.0,749.0
root_005845;200,orf19.340,98.5,100,2.31e-141,390.0
root_005853;120,orf19.599,97.5,100,6.33e-83,236.0
root_005880;669,orf19.7545,97.309,100,0.0,1333.0
root_005881;251,orf19.7544,99.203,100,2.44e-178,488.0
root_005881;251,orf19.4054,80.632,100,1.92e-122,347.0
root_005881;251,orf19.3074,78.486,100,1.14e-121,343.0
root_005881;251,orf19.2661,88.76,100,5.7700000000000006e-117,336.0
root_005881;251,orf19.6112,85.547,100,2.52e-113,323.0
root_005881;251,orf19.362,71.713,100,1.21e-97,283.0
root_005881;251,orf19.7680,76.868,100,3.33e-96,281.0
root_005883;380,orf19.7539,98.158,100,0.0,759.0
root_005884;390,orf19.7539.1,99.744,100,0.0,739.0
root_005884;390,orf19.6336,70.82,86,3.01e-71,237.0
root_005884;390,orf19.6336,100.0,86,1.1999999999999999e-28,116.0
root_005884;390,orf19.6336,72.619,86,1.63e-15,76.3
root_005885;499,orf19.2724,100.0,100,0.0,995.0
root_005886;320,orf19.2789,97.188,100,0.0,635.0
root_005890;129,orf19.1671.1,100.0,100,1.05e-85,244.0
root_005920;119,orf19.4976,99.16,100,9.71e-75,215.0
root_005921;420,orf19.875,99.524,100,0.0,851.0
root_005946;188,orf19.679,98.404,100,2.9099999999999996e-138,381.0
root_005947;578,orf19.6786,96.886,100,0.0,1107.0
root_005948;114,orf19.711,100.0,100,1.0100000000000001e-70,204.0
root_005949;431,orf19.6784,99.304,100,0.0,807.0
root_005962;469,orf19.4821,99.787,100,0.0,956.0
root_005962;469,orf19.4856,72.863,99,0.0,728.0
root_005962;469,orf19.4804,59.227,99,0.0,599.0
root_005962;469,orf19.4823,59.737,97,0.0,592.0
root_005962;469,orf19.4822,55.484,99,0.0,562.0
root_005962;469,orf19.2133,55.973,96,0.0,528.0
root_005962;469,orf19.1345,56.36,97,0.0,528.0
root_005962;469,orf19.5179,55.31,96,0.0,514.0
root_005962;469,orf19.5172,53.675,96,1.8999999999999998e-180,510.0
root_005964;169,orf19.4529,99.408,100,8.41e-116,323.0
root_005977;1705,orf19.7494,97.947,100,0.0,3427.0
root_005978;114,orf19.2537,96.491,100,8.03e-74,213.0
root_005979;322,orf19.2531,100.0,100,0.0,643.0
root_005980;111,orf19.2530,98.198,100,4.21e-77,221.0
root_005981;63,orf19.2529.1,96.825,100,2.85e-38,119.0
root_005982;423,orf19.254,99.291,100,0.0,847.0
root_005983;112,orf19.2539,98.214,100,3.88e-74,213.0
root_005984;279,orf19.2328,99.642,100,0.0,575.0
root_005985;192,orf19.2418,99.479,100,1.12e-141,390.0
root_005986;89,orf19.5210.1,96.629,100,2.37e-59,174.0
root_005987;201,orf19.2954,100.0,100,2.3799999999999998e-150,413.0
root_005996;386,orf19.5134,99.741,100,0.0,773.0
root_005997;127,orf19.5132,98.425,100,7.679999999999999e-82,234.0
root_005998;265,orf19.1535,98.868,100,0.0,498.0
root_005999;289,orf19.3323,99.308,100,0.0,584.0
root_006006;619,orf19.1441,99.354,100,0.0,1253.0
root_006007;190,orf19.1057,98.421,100,3.66e-138,381.0
root_006008;170,orf19.1060,99.412,100,1.22e-116,325.0
root_006012;205,orf19.442,96.585,100,5.6000000000000007e-132,367.0
root_006013;59,orf19.4418.1,100.0,100,7.48e-38,117.0
root_006015;198,orf19.4415,99.495,100,2.6099999999999998e-142,392.0
root_006016;390,orf19.4414,97.949,100,0.0,787.0
root_006091;272,orf19.3374,99.632,100,0.0,537.0
root_006092;196,orf19.3375,100.0,100,1.9999999999999998e-138,382.0
root_006093;102,orf19.3368,98.039,100,2.6e-68,197.0
root_006094;84,orf19.3366.1,100.0,100,1.6e-58,171.0
root_006099;232,orf19.2169,99.569,100,7.6e-175,478.0
root_006110;121,orf19.7557,98.347,100,5.11e-80,229.0
root_006111;215,orf19.7556,99.535,100,3.02e-152,419.0
root_006112;146,orf19.7555,97.26,100,2.14e-102,287.0
root_006113;43,orf19.2813,100.0,100,1.4199999999999999e-25,85.5
root_006114;176,orf19.2821,100.0,100,9.56e-132,364.0
root_006115;218,orf19.2819,98.165,100,3.21e-156,429.0
root_006116;282,orf19.2822,98.936,100,0.0,537.0
root_006119;161,orf19.4310,97.516,100,3.29e-112,313.0
root_006129;561,orf19.1684,98.396,100,0.0,1112.0
root_006133;423,orf19.4951,98.345,100,0.0,830.0
root_006134;254,orf19.4946,96.85,100,0.0,502.0
root_006135;101,orf19.4949,99.01,100,1.73e-70,203.0
root_006136;411,orf19.4995,98.297,100,0.0,808.0
root_006155;854,orf19.3202,98.126,100,0.0,1667.0
root_006156;739,orf19.3204,98.512,100,0.0,1454.0
root_006157;105,orf19.3209,99.048,100,6.92e-67,194.0
root_006170;460,orf19.2133,99.783,100,0.0,932.0
root_006170;460,orf19.5179,81.758,99,0.0,795.0
root_006170;460,orf19.1345,82.418,99,0.0,795.0
root_006170;460,orf19.5172,76.286,97,0.0,735.0
root_006170;460,orf19.4821,55.531,98,0.0,526.0
root_006170;460,orf19.4823,51.641,99,1.5699999999999998e-172,490.0
root_006170;460,orf19.4856,50.22,98,9.27e-171,486.0
root_006170;460,orf19.4822,50.78,97,4.75e-168,479.0
root_006170;460,orf19.4804,50.889,97,4.3500000000000006e-167,477.0
root_006171;234,orf19.2132,98.718,100,1.55e-168,462.0
root_006173;367,orf19.6027,98.638,100,0.0,711.0
root_006174;276,orf19.3932,99.638,100,0.0,553.0
root_006175;61,orf19.3931.2,91.803,100,9.56e-36,112.0
root_006176;90,orf19.3932.1,98.889,100,3.94e-60,176.0
root_006176;90,orf19.3932,58.427,99,4.9200000000000004e-29,102.0
root_006177;101,orf19.3935,93.069,100,7.3e-61,179.0
root_006180;133,orf19.7139,95.489,100,3.19e-90,255.0
root_006183;353,orf19.7125,96.884,100,0.0,691.0
root_006186;134,orf19.7130,96.269,100,3.05e-95,268.0
root_006198;110,orf19.6943,99.091,100,1.6300000000000002e-73,211.0
root_006200;105,orf19.741,98.095,100,2.61e-70,203.0
root_006201;109,orf19.6164,98.165,100,7.88e-75,214.0
root_006207;281,orf19.5539,99.283,99,0.0,547.0
root_006215;696,orf19.5140,98.994,100,0.0,1400.0
root_006222;104,orf19.6113,98.077,100,4.18e-72,207.0
root_006222;104,orf19.5468,97.115,100,1.9400000000000002e-71,206.0
root_006222;104,orf19.4055,94.231,100,2.57e-69,200.0
root_006222;104,orf19.5370,94.505,87,1.97e-54,172.0
root_006224;104,orf19.6114,97.115,100,9.999999999999999e-69,199.0
root_006225;116,orf19.6110,95.69,100,3.9300000000000005e-77,221.0
root_006226;256,orf19.6112,99.219,100,0.0,496.0
root_006226;256,orf19.7544,92.578,100,8.67e-123,348.0
root_006226;256,orf19.4054,83.203,100,1.01e-121,345.0
root_006226;256,orf19.3074,73.438,100,3.14e-121,342.0
root_006226;256,orf19.2661,80.62,100,2.56e-117,337.0
root_006226;256,orf19.7680,66.434,100,1.24e-94,277.0
root_006227;113,orf19.6115,97.345,100,1.22e-78,224.0
root_006230;493,orf19.7304,99.189,100,0.0,979.0
root_006232;536,orf19.1080,97.948,100,0.0,1028.0
root_006233;172,orf19.1082,100.0,100,6.53e-121,336.0
root_006234;807,orf19.1087,98.265,100,0.0,1587.0
root_006235;570,orf19.4394,98.07,100,0.0,1146.0
root_006236;272,orf19.4400,98.529,100,0.0,545.0
root_006281;668,orf19.3360,99.401,100,0.0,1323.0
root_006292;685,orf19.426,99.124,100,0.0,1380.0
root_006293;782,orf19.4253,98.082,100,0.0,1531.0
root_006294;388,orf19.4263,98.711,100,0.0,754.0
root_006321;327,orf19.7341,99.388,100,0.0,638.0
root_006322;111,orf19.7340,99.099,100,1.06e-74,214.0
root_006323;98,orf19.7341.1,100.0,100,9.92e-66,191.0
root_006333;107,orf19.1482,99.065,100,1.47e-74,214.0
root_006336;140,orf19.4651,100.0,100,3.5699999999999997e-93,263.0
root_006337;146,orf19.4646,97.945,100,1.37e-98,278.0
root_006361;381,orf19.1287,99.213,100,0.0,760.0
root_006363;736,orf19.8,98.777,100,0.0,1433.0
root_006375;108,orf19.1968,96.296,100,8.37e-74,212.0
root_006376;501,orf19.1964,99.401,100,0.0,1028.0
root_006376;501,orf19.2252,51.3,84,5.09e-147,429.0
root_006376;501,orf19.2247,53.181,78,3.4099999999999996e-146,427.0
root_006376;501,orf19.2253,53.465,80,1.03e-139,410.0
root_006377;235,orf19.1970,99.574,100,1.1e-168,462.0
root_006405;135,orf19.5860,97.778,100,1.28e-88,251.0
root_006412;173,orf19.5863,98.266,100,5.43e-125,347.0
root_006415;97,orf19.5861.1,98.969,100,1.16e-66,193.0
root_006419;108,orf19.5866,96.296,100,2.72e-72,208.0
root_006423;1198,orf19.6763,99.583,100,0.0,2342.0
root_006426;197,orf19.2585,97.97,100,2.91e-142,392.0
root_006429;158,orf19.3611,100.0,100,3.72e-118,328.0
root_006436;313,orf19.2381,97.125,100,0.0,627.0
root_006446;463,orf19.6307,99.136,100,0.0,913.0
root_006448;220,orf19.1488,96.818,100,3.0199999999999997e-150,414.0
root_006450;131,orf19.1109,100.0,100,2.43e-92,261.0
root_006452;86,orf19.1105.3,97.674,100,4.8900000000000004e-57,168.0
root_006453;785,orf19.1106,98.471,100,0.0,1537.0
root_006455;256,orf19.1113,97.656,100,0.0,500.0
root_006486;98,orf19.3159.4,97.959,100,3.6500000000000004e-66,192.0
root_006487;329,orf19.3163,97.264,100,0.0,639.0
root_006488;684,orf19.4465,97.368,100,0.0,1350.0
root_006489;77,orf19.446.1,100.0,100,1.3299999999999997e-54,161.0
root_006490;298,orf19.446,98.658,100,0.0,600.0
root_006491;121,orf19.4461,95.041,100,9.95e-76,218.0
root_006492;78,orf19.446.2,100.0,100,1.2999999999999999e-54,161.0
root_006594;104,orf19.2220,97.115,100,6.350000000000001e-72,207.0
root_006595;168,orf19.1551,96.429,100,3.4600000000000003e-116,324.0
root_006596;249,orf19.1549,99.598,100,0.0,499.0
root_006598;77,orf19.4674.1,100.0,100,1.59e-49,148.0
root_006599;101,orf19.4672,100.0,100,3.0400000000000002e-65,190.0
root_006600;643,orf19.467,97.823,100,0.0,1251.0
root_006601;137,orf19.4666,99.27,100,7.67e-97,272.0
root_006604;114,orf19.5966,99.123,100,5.58e-79,226.0
root_006627;310,orf19.1824,99.032,100,0.0,616.0
root_006628;111,orf19.1830,99.099,100,1.3e-76,219.0
root_006630;453,orf19.1827,98.675,100,0.0,892.0
root_006633;404,orf19.1985,99.752,100,0.0,826.0
root_006634;512,orf19.199,99.414,100,0.0,1015.0
root_006645;179,orf19.5461,98.324,100,1.16e-121,338.0
root_006674;179,orf19.2177,97.207,100,4.07e-124,345.0
root_006683;142,orf19.5190,97.887,100,1.3e-97,275.0
root_006686;432,orf19.3572,99.769,100,0.0,851.0
root_006687;139,orf19.3571,97.122,100,1.4599999999999998e-89,254.0
root_006688;289,orf19.6939,96.54,100,0.0,554.0
root_006689;147,orf19.6940,97.279,100,5.63e-100,281.0
root_006691;483,orf19.2558,98.758,100,0.0,981.0
root_006692;233,orf19.5694,96.996,100,3.3000000000000003e-167,458.0
root_006693;54,orf19.3626.1,98.148,100,7.5e-13,54.3
root_006695;588,orf19.3631,97.789,100,0.0,1157.0
root_006704;170,orf19.5700,98.824,100,1.39e-121,338.0
root_006704;170,orf19.6191,95.882,100,4.9500000000000006e-117,326.0
root_006704;170,orf19.7127,93.976,94,9.340000000000001e-110,308.0
root_006704;170,orf19.5467,94.706,100,2.41e-93,266.0
root_006704;170,orf19.6337,87.006,100,6.16e-90,258.0
root_006704;170,orf19.1925,86.441,100,8.44e-88,253.0
root_006704;170,orf19.362,96.522,68,1.92e-77,228.0
root_006704;170,orf19.3074,95.652,68,1.22e-76,226.0
root_006704;170,orf19.6112,95.614,67,9.06e-75,223.0
root_006704;170,orf19.4054,95.96,58,1.23e-64,196.0
root_006704;170,orf19.7544,97.849,55,2.55e-61,188.0
root_006704;170,orf19.2661,96.774,55,9.88e-60,186.0
root_006734;253,orf19.6366,99.209,100,0.0,512.0
root_006735;425,orf19.6371,96.471,100,0.0,847.0
root_006736;333,orf19.114,99.399,100,0.0,658.0
root_006737;300,orf19.113,100.0,100,0.0,595.0
root_006779;543,orf19.4445,99.263,100,0.0,1077.0
root_006780;148,orf19.4439,98.649,100,1.56e-103,290.0
root_006783;95,orf19.332.1,100.0,100,7.55e-69,198.0
root_006784;118,orf19.3320,98.305,100,1.5200000000000001e-77,222.0
root_006829;535,orf19.4104,97.57,100,0.0,1075.0
root_006830;164,orf19.4094,98.78,100,2.7e-116,324.0
root_006831;151,orf19.4095,98.675,100,9.78e-106,296.0
root_006832;858,orf19.4097,98.951,100,0.0,1728.0
root_006833;103,orf19.4101,96.117,100,1.63e-65,191.0
root_006854;246,orf19.7303,98.374,100,2.74e-180,492.0
root_006855;587,orf19.7301,97.956,100,0.0,1191.0
root_006855;587,orf19.3820,59.136,86,0.0,615.0
root_006855;587,orf19.2866,59.136,86,0.0,614.0
root_006856;100,orf19.7299.1,100.0,100,3.3e-68,197.0
root_006868;506,orf19.1371,97.233,100,0.0,1001.0
root_006869;288,orf19.1370,100.0,100,0.0,561.0
root_006870;609,orf19.1368,99.343,100,0.0,1225.0
root_006871;81,orf19.1367.1,100.0,100,2.2800000000000003e-56,166.0
root_006872;191,orf19.1374,99.476,100,1.06e-129,360.0
root_006877;509,orf19.2247,98.625,100,0.0,1030.0
root_006877;509,orf19.2252,52.715,86,3.4000000000000003e-166,478.0
root_006877;509,orf19.2253,54.023,85,2.4e-155,451.0
root_006878;513,orf19.2252,99.61,100,0.0,1058.0
root_006878;513,orf19.2253,57.996,99,0.0,559.0
root_006878;513,orf19.2247,55.838,77,3.21e-163,471.0
root_006878;513,orf19.1964,51.537,82,5.22e-148,431.0
root_006879;519,orf19.2253,99.422,100,0.0,1066.0
root_006879;519,orf19.2252,57.824,99,0.0,591.0
root_006879;519,orf19.2247,57.179,76,4.3300000000000006e-163,470.0
root_006885;109,orf19.653,99.083,100,3.5799999999999995e-74,213.0
root_006889;132,orf19.2010,97.727,100,2.9e-90,255.0
root_006890;168,orf19.201,97.619,100,2.3699999999999998e-119,332.0
root_006890;168,orf19.4067,56.757,87,1.2699999999999999e-54,168.0
root_006891;72,orf19.2638.1,100.0,100,1.05e-48,145.0
root_006931;93,orf19.6898.1,98.925,100,1.03e-62,183.0
root_006932;195,orf19.287,100.0,100,1.39e-143,395.0
root_006933;144,orf19.2870,100.0,100,1.43e-102,288.0
root_006940;166,orf19.2878,97.59,100,8.83e-115,320.0
root_006940;166,orf19.2906,51.485,55,9.68e-28,103.0
root_006940;166,orf19.2907,51.485,61,1.4900000000000002e-27,100.0
root_006941;585,orf19.3869,97.949,100,0.0,1159.0
root_006942;118,orf19.3868,97.458,100,1.6900000000000002e-79,227.0
root_006944;244,orf19.247,97.541,100,2.79e-174,477.0
root_006945;178,orf19.962,100.0,100,4.8399999999999993e-126,350.0
root_006947;93,orf19.4503,50.617,87,1.05e-13,62.0
root_006948;226,orf19.4503,99.558,100,4.05e-162,445.0
root_006950;343,orf19.2674,98.834,100,0.0,690.0
root_006952;159,orf19.3007,100.0,100,2.7999999999999998e-112,313.0
root_006953;201,orf19.5686,98.01,100,7.97e-149,409.0
root_006956;178,orf19.1162.1,98.315,100,3.5899999999999997e-128,355.0
root_006958;289,orf19.1597,100.0,100,0.0,580.0
root_006960;987,orf19.3453,98.987,100,0.0,1969.0
root_006962;166,orf19.4706,98.795,100,6.56e-121,336.0
root_006964;1037,orf19.1808,98.457,100,0.0,1989.0
root_006966;500,orf19.4390,97.8,100,0.0,971.0
root_006968;732,orf19.5701,98.224,100,0.0,1432.0
root_006970;459,orf19.3136,98.475,100,0.0,923.0
root_006972;340,orf19.2673,97.941,100,0.0,661.0
root_006974;116,orf19.3317,99.138,100,2.67e-77,221.0
root_006976;327,orf19.1785,99.083,100,0.0,648.0
root_006978;153,orf19.2037,99.346,100,5.3200000000000004e-107,300.0
root_006980;434,orf19.1543,97.696,100,0.0,858.0
root_006981;213,orf19.4082,100.0,100,2.8e-120,338.0
root_006982;431,orf19.4082,67.816,82,1.39e-36,131.0
root_006982;431,orf19.4082,64.362,82,4.25e-35,127.0
root_006982;431,orf19.4082,66.854,82,8.67e-35,126.0
root_006982;431,orf19.4082,65.405,82,6.62e-34,124.0
root_006982;431,orf19.4082,68.023,82,1.2400000000000001e-33,123.0
root_006982;431,orf19.4082,65.922,82,3.34e-31,117.0
root_006982;431,orf19.4082,59.729,82,7.8e-31,115.0
root_006982;431,orf19.4082,64.78,82,1.25e-25,101.0
root_006982;431,orf19.4082,60.274,82,3.85e-22,92.0
root_006982;431,orf19.4082,66.942,82,1.08e-21,90.9
root_006982;431,orf19.4082,72.289,82,4.47e-16,74.7
root_006982;972,orf19.4082,55.556,60,3.7999999999999995e-24,99.8
root_006982;972,orf19.4082,57.488,60,4.9699999999999995e-24,99.4
root_006982;972,orf19.4082,55.804,60,7.079999999999999e-24,99.0
root_006982;972,orf19.4082,54.911,60,1.9e-22,94.7
root_006982;972,orf19.4082,56.522,60,2.19e-22,94.7
root_006982;972,orf19.4082,54.701,60,2.6e-22,94.4
root_006982;972,orf19.4082,54.867,60,3.09e-22,94.0
root_006982;972,orf19.4082,56.279,60,5.33e-22,93.6
root_006982;972,orf19.4082,54.237,60,5.65e-22,93.2
root_006982;972,orf19.4082,53.846,60,1.12e-20,89.7
root_006982;972,orf19.4082,53.917,60,1.1e-17,80.9
root_006982;972,orf19.4082,55.625,60,4.32e-14,70.5
root_006982;972,orf19.4082,55.215,60,1.2e-11,63.2
root_006984;105,orf19.3992,97.143,100,2.61e-67,195.0
root_006986;301,orf19.1050,99.668,100,0.0,603.0
root_006988;176,orf19.4473,97.159,100,1.85e-117,328.0
root_006990;773,orf19.6921,98.189,100,0.0,1514.0
root_006991;189,orf19.6590,98.413,100,1.81e-133,369.0
root_006994;572,orf19.881,97.378,100,0.0,1147.0
root_006995;718,orf19.1907,98.329,100,0.0,1424.0
root_006998;89,orf19.6563.1,100.0,100,3.36e-63,184.0
root_007000;154,orf19.1247,99.351,100,1.11e-111,311.0
root_007002;180,orf19.3088,99.444,100,4.01e-132,365.0
root_007004;200,orf19.997,99.5,100,1.56e-142,393.0
root_007005;94,orf19.5660.1,100.0,100,3.4e-66,192.0
root_007008;476,orf19.5933,97.269,100,0.0,934.0
root_007010;403,orf19.6601,98.511,100,0.0,800.0
root_007012;154,orf19.6503,98.701,100,1.07e-108,304.0
root_007014;167,orf19.2863,99.401,100,1.5400000000000002e-122,340.0
root_007016;473,orf19.1331,98.52,100,0.0,916.0
root_007018;1007,orf19.6583,98.61,100,0.0,1951.0
root_007020;446,orf19.497,98.206,100,0.0,862.0
root_007022;446,orf19.4721,97.982,100,0.0,903.0
root_007023;249,orf19.7657,99.197,100,0.0,509.0
root_007025;130,orf19.3215,99.231,100,4.83e-85,242.0
root_007028;1020,orf19.871,98.529,100,0.0,2053.0
root_007030;758,orf19.7473,98.813,100,0.0,1483.0
root_007032;251,orf19.3310,97.61,100,9.82e-178,486.0
root_007034;257,orf19.1406,99.611,100,0.0,512.0
root_007036;109,orf19.6321,100.0,100,5.869999999999999e-74,213.0
root_007038;324,orf19.6970,99.074,100,0.0,630.0
root_007040;132,orf19.3275,96.923,98,1.79e-89,253.0
root_007041;49,CaalfMp07,97.959,100,8e-26,86.7
root_007044;139,orf19.3871,99.281,100,1.09e-96,272.0
root_007045;689,orf19.4743,97.968,100,0.0,1399.0
root_007047;66,orf19.6078.1,96.97,100,1.2699999999999999e-42,130.0
root_007047;66,orf19.2029,82.759,88,5.4e-25,92.4
root_007048;308,orf19.6185,98.377,100,0.0,618.0
root_007048;308,orf19.6187,98.344,98,0.0,608.0
root_007050;483,orf19.4014,98.137,100,0.0,971.0
root_007051;336,orf19.6349,98.214,100,0.0,659.0
root_007055;464,orf19.2393,97.845,100,0.0,936.0
root_007056;503,orf19.984,100.0,100,0.0,1031.0
root_007057;527,orf19.333,98.861,100,0.0,1058.0
root_007058;589,orf19.4365,98.981,100,0.0,1196.0
root_007062;538,orf19.5362,97.955,100,0.0,1092.0
root_007066;713,orf19.4707,100.0,100,0.0,1493.0
root_007068;279,orf19.2165,99.283,100,0.0,566.0
root_007070;352,orf19.353,98.58,100,0.0,702.0
root_007071;347,orf19.3519,99.135,100,0.0,703.0
root_007071;347,orf19.3059,59.706,98,5.16e-146,414.0
root_007072;1769,orf19.816,98.53,100,0.0,3570.0
root_007074;579,orf19.6671,98.1,100,0.0,1153.0
root_007077;106,orf19.1707,100.0,100,1.33e-67,196.0
root_007080;422,orf19.4698,98.815,100,0.0,845.0
root_007081;459,orf19.4943,99.346,100,0.0,927.0
root_007083;370,orf19.673,97.838,100,0.0,746.0
root_007086;64,orf19.665,68.75,95,5.670000000000001e-29,101.0
root_007088;256,orf19.1502,99.609,100,0.0,514.0
root_007089;674,orf19.3773,98.22,100,0.0,1358.0
root_007090;372,orf19.1440,98.387,100,0.0,723.0
root_007091;266,orf19.6830,100.0,100,0.0,545.0
root_007093;133,orf19.7625,100.0,100,1.8199999999999998e-92,261.0
root_007094;131,orf19.4377,96.183,100,1.5400000000000002e-85,243.0
root_007095;737,orf19.4368,99.05,100,0.0,1493.0
root_007096;505,orf19.3966,98.614,100,0.0,1023.0
root_007099;548,orf19.6578,99.453,100,0.0,1124.0
root_007099;548,orf19.7071,69.531,93,0.0,746.0
root_007100;519,orf19.4984,99.807,100,0.0,1065.0
root_007101;627,orf19.1510,98.884,100,0.0,1241.0
root_007102;1219,orf19.6499,98.523,100,0.0,2484.0
root_007104;293,orf19.2184,98.294,100,0.0,589.0
root_007109;131,orf19.837.1,98.473,100,1.3e-90,256.0
