qseqid,sseqid,pident,qcovs,evalue,bitscore
orf19.5741,root_007590;2363,70.764,73,1.0800000000000001e-161,534.0
orf19.5741,root_007590;2363,62.342,73,1.14e-156,520.0
orf19.5741,root_007590;2363,72.632,73,1.57e-142,479.0
orf19.5741,root_007908;2101,80.026,68,0.0,1062.0
orf19.5741,root_007908;2101,85.122,68,2.23e-169,553.0
orf19.5741,root_007908;2101,78.842,68,2.74e-169,553.0
orf19.5741,root_007908;2101,85.856,68,1.94e-168,550.0
orf19.5741,root_007908;2101,85.961,68,1.31e-167,548.0
orf19.5741,root_007908;2101,73.819,68,4.65e-157,518.0
orf19.5741,root_007907;1891,67.424,63,0.0,1031.0
orf19.1123,root_003313;118,98.305,100,1.7799999999999998e-83,238.0
orf19.7186,root_009904;486,99.179,100,0.0,1003.0
orf19.7186,root_009904;427,56.159,57,4.9500000000000004e-110,332.0
orf19.6419.1,root_009099;110,98.198,100,2.87e-76,219.0
orf19.359,root_007934;250,100.0,100,0.0,509.0
orf19.359,root_007933;250,87.6,100,2.3e-165,456.0
orf19.4911,root_000881;321,97.508,100,0.0,640.0
orf19.3914,root_007152;431,98.84,100,0.0,866.0
orf19.5964.2,root_011504;120,80.165,100,3.5600000000000003e-63,187.0
CaalfMp09,root_001619;476,98.109,100,0.0,880.0
orf19.1240,root_009079;2735,98.246,100,0.0,5528.0
orf19.3252,root_008749;878,97.952,100,0.0,1770.0
orf19.2029,root_012016;354,54.722,99,5.35e-134,385.0
orf19.4227,root_001230;365,98.904,100,0.0,731.0
orf19.238,root_010726;361,54.693,84,2.9e-107,318.0
orf19.3254,root_001353;607,97.694,100,0.0,1195.0
orf19.1163,root_010174;363,98.901,100,0.0,737.0
orf19.7506,root_001987;408,98.039,100,0.0,803.0
orf19.7506,root_003564;395,88.778,98,0.0,686.0
orf19.6604,root_001744;419,98.807,100,0.0,826.0
orf19.4555,root_007908;2101,99.667,100,0.0,3912.0
orf19.4555,root_007590;2363,82.411,91,0.0,2300.0
orf19.4555,root_007590;2363,88.363,91,0.0,2107.0
orf19.4555,root_007590;2363,90.632,91,0.0,1765.0
orf19.4555,root_007590;2363,84.066,91,0.0,890.0
orf19.4555,root_007907;1891,69.0,52,0.0,1448.0
orf19.4555,root_007910;1156,76.852,75,0.0,1158.0
orf19.4555,root_007910;1156,80.0,75,0.0,634.0
orf19.4555,root_007910;1156,80.412,75,0.0,632.0
orf19.4555,root_007910;1156,80.412,75,0.0,625.0
orf19.4555,root_007910;1156,77.32,75,0.0,603.0
orf19.4555,root_007909;1261,79.798,86,0.0,1092.0
orf19.4555,root_007909;1261,73.57,86,4.6899999999999997e-172,561.0
orf19.4555,root_007909;1261,85.472,86,7.15e-170,555.0
orf19.4555,root_007909;1261,85.472,86,2.41e-169,553.0
orf19.4555,root_007909;1261,84.988,86,2.3200000000000002e-167,548.0
orf19.4555,root_007909;1261,81.84,86,4.5100000000000005e-160,528.0
orf19.5750,root_012474;469,83.12,99,0.0,825.0
orf19.5750,root_012475;498,61.834,99,0.0,609.0
orf19.6058,root_012472;326,51.662,94,2.42e-111,326.0
orf19.6058,root_012472;832,51.497,95,3.7e-106,328.0
orf19.2863,root_007014;167,99.401,100,4.5900000000000004e-122,340.0
orf19.5117,root_011493;477,62.553,96,0.0,587.0
orf19.4632,root_009672;172,81.503,100,1.1199999999999998e-104,296.0
orf19.4632,root_008083;173,81.503,100,1.1199999999999998e-104,296.0
orf19.4516,root_009186;493,52.104,96,1.38e-167,482.0
orf19.2418,root_005985;192,99.479,100,3.36e-141,390.0
orf19.5809,root_008151;454,97.577,100,0.0,907.0
orf19.5809,root_009175;444,53.215,98,2.8300000000000005e-163,467.0
orf19.940,root_011489;1237,98.465,100,0.0,2495.0
orf19.4131,root_008312;861,99.42,100,0.0,1714.0
orf19.5320,root_010918;168,98.225,100,7.31e-119,332.0
orf19.5576,root_010757;554,99.459,100,0.0,1130.0
orf19.7308,root_011055;447,88.117,99,0.0,802.0
orf19.1730,root_010650;311,99.679,100,0.0,626.0
orf19.4844,root_009729;381,97.906,100,0.0,766.0
orf19.3269,root_009554;1876,52.305,99,0.0,1793.0
orf19.1368,root_006870;609,99.343,100,0.0,1225.0
orf19.692,root_000999;447,99.553,100,0.0,914.0
orf19.5938,root_009023;2018,98.811,100,0.0,4117.0
orf19.3627,root_007255;240,98.75,100,1.28e-176,484.0
orf19.1880,root_009640;393,64.286,97,6.86e-177,497.0
orf19.6917,root_008468;184,98.919,100,4.25e-133,369.0
orf19.4778,root_008451;689,97.971,100,0.0,1382.0
orf19.4778,root_008228;877,64.0,77,2.75e-15,79.3
orf19.4778,root_008227;593,60.345,77,2.73e-16,82.0
orf19.4061,root_010327;267,96.269,100,0.0,531.0
orf19.5063,root_003807;192,100.0,100,9.59e-143,394.0
orf19.125,root_008036;408,99.755,100,0.0,837.0
orf19.125,root_008035;407,82.108,100,0.0,712.0
orf19.125,root_010117;413,52.577,92,6.459999999999999e-138,400.0
orf19.6445,root_008878;305,100.0,100,0.0,629.0
orf19.6445,root_008879;267,57.401,91,6.72e-101,296.0
orf19.7606,root_004540;164,100.0,100,9.84e-109,306.0
orf19.3322,root_011485;148,66.207,91,3.0199999999999997e-67,200.0
orf19.3013,root_012192;394,65.075,99,5.59e-175,493.0
orf19.3013,root_012192;748,53.58,99,1.22e-147,436.0
orf19.7043,root_010619;169,99.412,100,3.75e-117,328.0
orf19.1327,root_007603;722,99.861,100,0.0,1387.0
orf19.1327,root_002016;635,51.893,54,3.37e-71,243.0
orf19.1685,root_008438;449,98.889,100,0.0,902.0
orf19.4904,root_011909;446,97.763,100,0.0,892.0
orf19.172,root_011969;127,64.167,90,1.44e-52,161.0
orf19.3558,root_009834;213,99.533,100,1.05e-159,439.0
orf19.836.1,root_010578;77,60.256,100,4.27e-26,90.5
orf19.836.1,root_010578;196,56.0,99,2.37e-24,89.4
orf19.3294,root_011416;151,66.443,98,2.12e-69,206.0
orf19.2968,root_001883;201,98.507,100,1.22e-142,395.0
orf19.6164,root_006201;109,98.165,100,2.35e-74,214.0
orf19.2982,root_001479;477,98.742,100,0.0,958.0
orf19.2168,root_008101;448,99.554,100,0.0,903.0
orf19.2168,root_008100;380,79.79,85,0.0,640.0
orf19.2168,root_007306;408,63.747,92,0.0,538.0
orf19.2168,root_008098;415,55.448,92,4.37e-162,462.0
orf19.2168,root_008099;374,54.743,82,2.8e-143,413.0
orf19.7311,root_002948;195,96.923,100,1.13e-140,389.0
orf19.7205,root_007762;675,99.111,100,0.0,1355.0
orf19.7205,root_007763;672,82.84,100,0.0,1147.0
orf19.7205,root_012176;698,55.54,99,0.0,766.0
orf19.4393,root_011280;467,100.0,100,0.0,955.0
orf19.4393,root_007886;483,82.393,95,0.0,758.0
orf19.5157,root_011641;203,98.529,100,4.89e-145,401.0
orf19.4571,root_000792;550,99.091,100,0.0,1121.0
orf19.1618.1,root_010850;73,59.155,95,4.67e-25,87.8
orf19.5664,root_008125;608,97.204,100,0.0,1216.0
orf19.2505,root_003438;103,100.0,100,2.6500000000000002e-70,204.0
orf19.5325,root_011924;428,97.424,99,0.0,845.0
orf19.5861.1,root_006415;97,98.969,100,3.4600000000000003e-66,193.0
orf19.7127.1,root_002407;67,98.507,100,1.27e-39,124.0
orf19.7127.1,root_003053;226,97.015,100,7.23e-39,127.0
orf19.7127.1,root_003819;67,95.522,100,1.04e-37,119.0
orf19.7127.1,root_000562;220,95.522,100,1.83e-37,123.0
orf19.7127.1,root_005881;251,95.522,100,2.62e-36,121.0
orf19.7127.1,root_006226;256,95.522,100,3.25e-36,121.0
orf19.7127.1,root_002187;253,92.537,100,9.78e-35,117.0
orf19.7127.1,root_000301;332,91.045,100,4.8e-30,106.0
orf19.7127.1,root_004462;274,73.973,100,1.1e-24,91.7
orf19.6581,root_009212;446,98.658,100,0.0,908.0
orf19.3925,root_002562;152,95.395,100,1.15e-102,290.0
orf19.2468,root_011602;306,99.023,100,0.0,634.0
orf19.6230,root_008295;391,98.724,100,0.0,789.0
orf19.4036,root_009478;443,60.179,99,0.0,554.0
orf19.1642,root_008462;204,57.971,99,3.18e-54,171.0
orf19.6248,root_000270;234,97.863,100,2.42e-169,465.0
orf19.1249,root_009077;261,57.875,98,3.76e-96,283.0
orf19.1249,root_009077;522,56.228,99,7.25e-88,270.0
orf19.747,root_008558;328,76.129,76,2.0900000000000002e-179,501.0
orf19.747,root_008559;283,51.19,60,1.91e-82,253.0
orf19.6810,root_010761;610,52.895,99,0.0,652.0
orf19.3392,root_011483;240,100.0,100,5.15e-179,490.0
orf19.1687,root_010050;767,77.135,99,0.0,1219.0
orf19.886,root_011142;1397,99.213,100,0.0,2823.0
orf19.2707.1,root_011669;66,53.333,68,4.09e-14,59.7
orf19.84,root_012032;590,58.427,93,0.0,595.0
orf19.84,root_012031;581,56.752,95,0.0,585.0
orf19.84,root_012033;579,53.714,92,0.0,524.0
orf19.3633,root_012408;162,99.387,100,1.18e-118,331.0
orf19.6882.1,root_010522;107,100.0,100,6.59e-76,218.0
orf19.6882.1,root_007969;108,83.333,100,1.54e-64,190.0
orf19.4055,root_000369;104,98.077,100,1.89e-72,209.0
orf19.4055,root_006222;104,94.231,100,7.69e-69,200.0
orf19.4055,root_000532;104,93.269,100,5.029999999999999e-68,198.0
orf19.4055,root_007132;390,93.407,87,2.0999999999999997e-54,173.0
orf19.2558,root_006691;483,98.758,100,0.0,981.0
orf19.3885,root_004011;363,98.347,100,0.0,723.0
orf19.158,root_008875;308,98.706,100,0.0,617.0
orf19.4506,root_012520;417,100.0,100,0.0,860.0
orf19.4506,root_012521;441,88.972,95,0.0,744.0
orf19.2848,root_010285;761,98.556,100,0.0,1532.0
orf19.6638,root_010718;345,99.133,100,0.0,708.0
orf19.1765,root_003831;419,99.523,100,0.0,855.0
orf19.1765,root_000291;413,68.734,94,2.14e-180,508.0
orf19.1765,root_003833;402,55.668,93,9.89e-149,427.0
orf19.4172,root_009196;321,99.379,100,0.0,650.0
orf19.4172,root_007213;322,56.962,98,5.6e-131,375.0
orf19.6975,root_012106;251,82.857,80,3.97e-134,378.0
orf19.6793,root_001855;366,99.454,100,0.0,741.0
orf19.850,root_008387;374,98.667,100,0.0,751.0
orf19.2728,root_008642;589,97.458,100,0.0,1151.0
orf19.5005,root_008049;649,99.23,100,0.0,1325.0
orf19.4372,root_010339;572,98.429,100,0.0,1097.0
orf19.4418,root_010709;359,97.778,100,0.0,723.0
orf19.396,root_010303;211,98.585,100,1.09e-148,411.0
orf19.1868,root_009200;401,74.521,92,0.0,571.0
orf19.1868,root_007212;346,52.312,88,1.1699999999999998e-128,373.0
orf19.6851,root_012258;465,99.142,100,0.0,945.0
orf19.2265,root_009786;469,98.936,100,0.0,940.0
orf19.6274,root_003742;176,99.432,100,3.12e-126,351.0
orf19.5535,root_012435;512,53.547,88,3.779999999999999e-170,488.0
orf19.5692,root_001752;533,98.124,100,0.0,1075.0
orf19.1273,root_011702;129,58.779,100,4.7899999999999994e-46,145.0
orf19.6838,root_012322;269,100.0,100,0.0,551.0
orf19.5814,root_003064;117,100.0,100,7.71e-81,231.0
orf19.5012,root_000432;199,97.487,100,1.11e-139,387.0
orf19.2540,root_010033;805,98.139,100,0.0,1609.0
orf19.6570,root_002114;407,100.0,100,0.0,842.0
orf19.6570,root_002116;379,53.977,85,1.74e-133,387.0
orf19.467,root_006600;643,97.823,100,0.0,1251.0
orf19.4411,root_011666;436,99.085,100,0.0,897.0
orf19.4361,root_011115;941,97.452,100,0.0,1792.0
orf19.4361,root_007600;1309,76.957,88,0.0,695.0
orf19.4361,root_007600;1309,50.917,88,7.19e-71,256.0
orf19.4361,root_007602;1527,75.0,88,0.0,614.0
orf19.4361,root_007601;1563,61.273,68,5.32e-148,476.0
orf19.4361,root_007601;1563,52.941,68,2.62e-12,70.5
orf19.1649,root_010288;389,51.198,79,3.64e-100,303.0
orf19.3504,root_009230;137,86.232,100,1.85e-87,250.0
orf19.3968,root_001816;104,98.077,100,2.5900000000000004e-66,194.0
orf19.7217,root_011974;362,76.177,99,0.0,516.0
orf19.2517,root_007822;549,98.543,100,0.0,1091.0
orf19.2517,root_007823;554,50.091,99,0.0,558.0
orf19.360,root_010683;570,99.299,100,0.0,1159.0
orf19.7030,root_009123;234,100.0,100,5.48e-150,416.0
orf19.6045,root_010702;590,98.477,100,0.0,1194.0
orf19.709,root_011152;260,83.539,95,4.28e-148,413.0
orf19.4334,root_000194;241,100.0,100,1.38e-141,395.0
orf19.6222.1,root_004625;68,100.0,100,8.01e-46,139.0
orf19.3567,root_008942;486,98.768,100,0.0,992.0
orf19.5133,root_008242;1106,98.101,100,0.0,2255.0
orf19.3734,root_007188;860,98.953,100,0.0,1743.0
orf19.2513,root_000042;717,98.745,100,0.0,1400.0
orf19.5826,root_007832;545,85.0,99,0.0,897.0
orf19.6260,root_011598;1372,99.126,100,0.0,2805.0
orf19.6984,root_009505;762,99.214,100,0.0,1528.0
orf19.5042,root_004950;213,98.592,100,8.73e-152,419.0
orf19.4811,root_012450;327,68.085,100,1.5800000000000002e-167,468.0
orf19.6391,root_000559;307,97.068,100,0.0,617.0
orf19.2688,root_010907;839,99.286,100,0.0,1705.0
orf19.5442,root_003529;499,97.796,100,0.0,961.0
orf19.6191,root_000930;170,98.824,100,2.02e-121,338.0
orf19.6191,root_006704;170,95.882,100,1.48e-116,326.0
orf19.6191,root_002410;176,93.976,94,1.41e-110,311.0
orf19.6191,root_000533;170,95.294,100,1.91e-92,265.0
orf19.6191,root_003308;177,87.006,100,4.52e-89,257.0
orf19.6191,root_000738;177,86.441,100,8.33e-87,251.0
orf19.6191,root_006226;256,95.652,67,2.4800000000000003e-72,218.0
orf19.6191,root_002187;253,95.96,58,8.58e-64,196.0
orf19.6191,root_000562;220,95.918,58,2.12e-63,193.0
orf19.6191,root_005881;251,97.849,55,1.99e-60,187.0
orf19.6191,root_000301;332,96.774,55,8.25e-59,185.0
orf19.2681,root_007166;326,99.693,100,0.0,673.0
orf19.422,root_008363;751,98.404,100,0.0,1481.0
orf19.4102,root_012358;268,58.051,83,5.88e-88,262.0
orf19.5312,root_008856;385,98.446,100,0.0,758.0
orf19.3784,root_004626;294,98.639,100,0.0,580.0
orf19.6809,root_007869;323,100.0,100,0.0,663.0
orf19.891,root_010432;810,69.968,80,0.0,882.0
orf19.2062,root_001838;233,100.0,100,5.21e-169,464.0
orf19.2062,root_001841;229,66.524,100,4.0600000000000004e-105,302.0
orf19.3286,root_009731;442,98.194,100,0.0,890.0
orf19.7481,root_008605;334,52.108,98,1.98e-105,311.0
orf19.7475,root_009106;1330,98.798,100,0.0,2643.0
orf19.1122,root_003315;281,99.644,100,0.0,579.0
orf19.3136,root_006970;459,98.475,100,0.0,923.0
orf19.864,root_011140;1034,98.261,100,0.0,2045.0
orf19.2123,root_004547;105,100.0,100,1.37e-72,210.0
orf19.2173,root_008683;380,99.213,100,0.0,769.0
orf19.6239,root_011927;310,74.086,88,1.26e-169,473.0
orf19.1105.2,root_003086;85,100.0,100,1.69e-49,150.0
orf19.2611,root_011404;1017,63.795,92,0.0,1151.0
orf19.7572,root_008337;1307,98.547,100,0.0,2622.0
orf19.6873.1,root_011184;82,72.308,92,3.5999999999999996e-30,100.0
orf19.7193,root_011274;676,99.557,100,0.0,1364.0
orf19.2049,root_005390;285,100.0,100,0.0,564.0
orf19.7411,root_009234;324,54.896,96,2.18e-127,367.0
orf19.297,root_007782;137,98.54,84,2.2200000000000002e-97,276.0
orf19.297,root_012010;150,57.595,96,2.85e-57,175.0
orf19.451,root_011705;825,98.789,100,0.0,1670.0
orf19.2203.1,root_003955;99,98.99,100,9.280000000000001e-64,187.0
orf19.6034,root_011979;457,87.097,96,0.0,785.0
orf19.5020,root_000433;341,98.534,100,0.0,662.0
orf19.4255,root_010091;413,100.0,100,0.0,806.0
orf19.4375.1,root_011130;63,89.062,100,4.77e-29,97.1
orf19.4375.1,root_007902;64,85.938,100,1.7700000000000002e-27,93.2
orf19.7024,root_000390;103,97.087,100,1.64e-70,204.0
orf19.732,root_012314;292,57.483,100,2.37e-108,315.0
orf19.1945,root_012240;471,99.364,100,0.0,962.0
orf19.1945,root_007759;402,50.552,96,1.54e-150,434.0
orf19.1945,root_012240;517,51.576,74,6.07e-127,378.0
orf19.6313,root_007469;720,99.167,100,0.0,1447.0
orf19.4424,root_007129;324,100.0,100,0.0,659.0
orf19.2447,root_011790;696,97.991,100,0.0,1406.0
orf19.3871,root_007044;139,99.281,100,3.25e-96,272.0
orf19.6135,root_000003;358,98.045,100,0.0,694.0
orf19.6532,root_012049;316,97.476,100,0.0,623.0
orf19.5835,root_011858;280,98.577,100,0.0,563.0
orf19.6860,root_012162;220,50.698,93,1.76e-73,222.0
orf19.1477,root_011234;192,98.964,100,4.19e-140,387.0
orf19.5194.1,root_012316;254,50.787,99,9.68e-84,250.0
orf19.7579,root_003281;522,97.701,100,0.0,1042.0
orf19.1780,root_000291;413,99.274,100,0.0,832.0
orf19.1780,root_003831;419,67.217,99,0.0,522.0
orf19.1780,root_003833;402,57.552,91,8.8e-154,440.0
orf19.5177,root_002826;645,98.14,100,0.0,1281.0
orf19.5177,root_002014;657,63.47,100,0.0,815.0
orf19.5177,root_001162;599,63.484,91,0.0,730.0
orf19.5177,root_003850;688,54.869,98,0.0,692.0
orf19.5177,root_004068;693,50.156,97,0.0,580.0
orf19.5177,root_002970;494,54.008,73,2.6699999999999997e-165,481.0
orf19.5177,root_002812;391,51.714,52,2.6600000000000002e-107,329.0
orf19.4788,root_011749;856,68.696,94,0.0,1142.0
orf19.2511.1,root_012489;96,98.969,100,7.14e-66,192.0
orf19.2726,root_012498;312,99.361,100,0.0,640.0
orf19.6785,root_010484;143,73.984,85,7.29e-57,173.0
orf19.6650,root_003556;192,98.438,100,1.39e-138,384.0
orf19.605,root_003525;105,97.143,100,5.78e-72,208.0
orf19.5588,root_004006;742,99.191,100,0.0,1451.0
orf19.3761,root_008783;892,63.135,96,0.0,1118.0
orf19.2693,root_007386;220,99.545,100,5.43e-162,445.0
orf19.2690,root_008782;883,52.408,94,0.0,874.0
orf19.3003,root_011123;1417,99.577,100,0.0,2893.0
orf19.3601,root_007230;548,99.453,100,0.0,1107.0
orf19.3881,root_003549;360,95.833,100,0.0,717.0
orf19.6684,root_011713;244,99.184,100,0.0,500.0
orf19.1635,root_009659;165,87.952,100,1.1899999999999998e-104,296.0
orf19.2994.1,root_008194;144,89.583,100,2.62e-90,258.0
orf19.2994.1,root_008801;143,89.209,97,3.1199999999999997e-89,255.0
orf19.6355,root_009353;511,63.238,100,0.0,648.0
orf19.567,root_008982;360,98.338,100,0.0,719.0
orf19.7055,root_003386;109,97.248,100,2.2e-71,207.0
orf19.4867,root_009461;1178,98.134,100,0.0,2348.0
orf19.6587,root_008303;259,98.462,100,0.0,507.0
orf19.458,root_012145;446,68.721,98,0.0,644.0
orf19.2284,root_000580;340,98.235,100,0.0,685.0
orf19.5225.2,root_009694;136,81.022,100,1.35e-80,233.0
orf19.5225.2,root_009694;376,79.412,99,1.3200000000000001e-77,233.0
orf19.544,root_011071;141,98.592,100,1.01e-101,286.0
orf19.6529,root_011777;292,66.667,85,7.969999999999999e-104,302.0
orf19.2799,root_010059;411,76.14,73,4.26e-165,468.0
orf19.728,root_011118;1287,98.214,100,0.0,2551.0
orf19.5250,root_008263;162,100.0,100,3.38e-118,330.0
orf19.758,root_010190;123,98.387,100,3.4e-89,253.0
orf19.2713,root_009576;802,98.132,100,0.0,1600.0
orf19.2397.3,root_010581;338,97.64,100,0.0,674.0
CaalfMp04,root_012280;260,58.868,98,4.25e-91,270.0
orf19.4701,root_009185;308,98.382,100,0.0,600.0
orf19.301,root_007594;754,100.0,100,0.0,1367.0
orf19.4949,root_006135;101,99.01,100,5.16e-70,203.0
orf19.7353,root_009734;972,96.506,100,0.0,1915.0
orf19.440,root_011279;651,79.173,98,0.0,1012.0
orf19.440,root_011278;640,76.535,99,0.0,1003.0
orf19.1494,root_011710;417,100.0,100,0.0,843.0
orf19.6404,root_010535;487,51.844,99,1.68e-168,483.0
orf19.555,root_008973;275,100.0,100,0.0,554.0
orf19.555,root_008168;276,99.638,100,0.0,552.0
orf19.555,root_007399;357,78.671,96,3.31e-155,436.0
orf19.555,root_007395;275,63.707,91,3.18e-91,270.0
orf19.555,root_007398;355,78.378,75,6.75e-57,185.0
orf19.3952,root_008713;535,99.44,100,0.0,1083.0
orf19.6059,root_007928;120,100.0,100,1.0300000000000001e-85,244.0
orf19.6059,root_010975;353,50.926,87,7.55e-33,117.0
orf19.3442,root_010117;413,99.034,100,0.0,852.0
orf19.3442,root_008036;408,53.093,93,3.18e-140,405.0
orf19.3442,root_008035;407,52.972,93,7.939999999999999e-140,404.0
orf19.3442,root_010118;392,50.75,95,4.5700000000000005e-123,361.0
orf19.7518,root_012113;582,97.256,100,0.0,1172.0
orf19.4445,root_006779;543,99.263,100,0.0,1077.0
orf19.1409,root_010489;779,98.718,100,0.0,1550.0
orf19.4812,root_011792;135,97.059,100,1.15e-96,273.0
orf19.522,root_009976;1078,99.259,100,0.0,2188.0
orf19.921,root_009173;685,98.834,100,0.0,1357.0
orf19.6385,root_009821;778,81.83,99,0.0,1337.0
orf19.6385,root_009820;795,54.362,99,0.0,863.0
orf19.4846,root_010790;409,67.64,99,0.0,580.0
orf19.1266,root_005184;122,100.0,100,5.7e-87,248.0
orf19.3478,root_010994;181,81.319,100,6.359999999999999e-113,318.0
orf19.4159,root_011426;364,59.544,94,8.310000000000001e-122,355.0
orf19.4435,root_009210;1303,98.466,100,0.0,2607.0
orf19.4366,root_005208;649,99.384,100,0.0,1331.0
orf19.1950,root_011112;156,98.726,100,3.07e-115,322.0
orf19.4341,root_009075;482,99.172,100,0.0,946.0
orf19.742,root_007392;542,100.0,100,0.0,1108.0
orf19.3419,root_012090;658,68.301,95,0.0,863.0
orf19.1468,root_010481;452,73.89,86,0.0,571.0
orf19.1468,root_010481;452,56.757,86,3.06e-16,80.5
orf19.7317,root_007718;483,98.551,100,0.0,983.0
orf19.5520,root_001155;149,99.329,100,1.25e-108,304.0
orf19.5759,root_012389;1501,54.73,95,0.0,1605.0
orf19.6716,root_008705;474,98.105,100,0.0,964.0
orf19.7085,root_004942;440,99.545,100,0.0,882.0
orf19.1112,root_011358;764,99.477,100,0.0,1570.0
orf19.6805,root_011917;943,99.047,100,0.0,1878.0
orf19.4031,root_010292;897,97.661,100,0.0,1833.0
orf19.4722,root_009171;274,97.818,100,0.0,535.0
orf19.3590,root_011281;287,79.298,99,4.27e-175,484.0
orf19.3590,root_011281;814,77.113,98,4.13e-154,449.0
orf19.3590,root_011282;310,50.699,97,1.41e-95,283.0
orf19.4739,root_007618;669,99.103,100,0.0,1365.0
orf19.600,root_011732;1235,51.747,69,2.76e-154,489.0
orf19.600,root_011732;1630,61.754,84,1.76e-108,370.0
orf19.600,root_011732;1630,55.645,84,1.0999999999999999e-38,156.0
orf19.3680,root_012189;670,99.106,100,0.0,1363.0
orf19.1400,root_002147;748,98.663,100,0.0,1481.0
orf19.2398,root_000454;288,98.611,100,0.0,556.0
orf19.2512,root_000080;220,98.636,100,1.4800000000000002e-156,431.0
orf19.295,root_008877;365,96.175,100,0.0,728.0
orf19.2765,root_007592;214,100.0,100,6.08e-142,394.0
orf19.2765,root_010823;533,50.0,53,2.9e-19,84.7
orf19.2765,root_010823;533,53.0,53,9.13e-15,71.6
orf19.7485,root_011541;293,99.66,100,0.0,595.0
orf19.3088,root_007002;180,99.444,100,1.2e-131,365.0
orf19.3575,root_008708;500,72.691,99,0.0,758.0
orf19.1060,root_006008;170,99.412,100,3.6400000000000004e-116,325.0
orf19.1372,root_010691;239,98.333,100,2.49e-173,476.0
orf19.3065,root_011026;361,98.619,100,0.0,727.0
orf19.4337,root_008495;671,98.065,100,0.0,1355.0
orf19.3303,root_008803;689,98.406,100,0.0,1403.0
orf19.558,root_010413;661,56.414,98,0.0,687.0
orf19.2125,root_001039;152,100.0,100,2.5699999999999997e-112,314.0
orf19.2125,root_003340;143,52.577,64,6.69e-33,113.0
orf19.1616,root_003729;1115,98.834,100,0.0,2020.0
orf19.1299,root_010237;434,55.658,98,1.16e-159,457.0
orf19.7007,root_000616;143,97.902,100,3.05e-101,285.0
orf19.849,root_007877;849,99.293,100,0.0,1704.0
orf19.822,root_005357;190,100.0,100,5.2199999999999995e-140,387.0
orf19.3259,root_008374;169,66.234,91,1.8100000000000002e-73,217.0
orf19.1219,root_007667;401,99.002,100,0.0,799.0
orf19.4465,root_006488;684,97.368,100,0.0,1350.0
orf19.7365,root_009603;572,99.476,100,0.0,1133.0
orf19.5484,root_008477;395,58.586,99,8.08e-162,459.0
orf19.6118,root_011716;150,98.675,100,1.29e-107,302.0
orf19.6588,root_009056;342,99.417,100,0.0,687.0
orf19.6337,root_003308;177,98.87,100,6.639999999999999e-126,350.0
orf19.6337,root_000738;177,97.175,100,2.2100000000000002e-122,342.0
orf19.6337,root_002410;176,96.988,94,2.13e-116,326.0
orf19.6337,root_000930;170,93.22,100,3.4799999999999996e-94,270.0
orf19.6337,root_006704;170,88.136,100,4.23e-91,262.0
orf19.6337,root_000533;170,89.266,100,4.77e-91,262.0
orf19.6337,root_002187;253,94.949,56,7.13e-63,194.0
orf19.6337,root_000562;220,94.898,55,2.1e-62,191.0
orf19.6337,root_005881;251,96.774,53,1.2900000000000001e-59,185.0
orf19.6337,root_000301;332,95.699,53,3.9300000000000005e-58,184.0
orf19.1963,root_012525;507,98.622,100,0.0,1001.0
orf19.4643,root_003517;2384,97.19,100,0.0,4598.0
orf19.6726,root_001022;333,97.297,100,0.0,641.0
orf19.3861,root_011172;354,52.022,100,8.820000000000001e-117,341.0
orf19.2438,root_012354;153,63.636,73,5.69e-54,168.0
orf19.176,root_007360;367,99.728,100,0.0,744.0
orf19.176,root_008186;906,92.935,100,0.0,709.0
orf19.176,root_008187;930,91.304,100,0.0,699.0
orf19.176,root_008185;922,81.25,100,0.0,626.0
orf19.176,root_012253;854,72.285,73,3.6200000000000004e-122,372.0
orf19.176,root_008860;869,52.778,96,2.07e-118,362.0
orf19.5339,root_003585;115,99.13,100,1.62e-79,228.0
orf19.2959.1,root_008066;58,100.0,100,1.46e-34,110.0
orf19.2839,root_002398;556,98.381,100,0.0,1135.0
orf19.2555,root_010071;226,68.182,99,2.2899999999999997e-106,305.0
orf19.2555,root_008043;645,68.468,99,2.25e-98,298.0
orf19.1421,root_008656;213,99.065,100,2.14e-159,438.0
orf19.5064,root_011162;404,99.259,100,0.0,824.0
orf19.7261,root_010102;445,70.536,98,0.0,659.0
orf19.6029,root_010186;256,57.269,86,3.46e-86,256.0
orf19.2529,root_012130;205,99.029,100,5.17e-150,414.0
orf19.4072,root_011113;1086,99.724,100,0.0,1993.0
orf19.5530,root_010776;836,99.403,100,0.0,1698.0
orf19.6021,root_001660;249,99.197,100,0.0,504.0
orf19.4662,root_012241;611,98.039,100,0.0,1189.0
orf19.5380,root_007701;862,98.26,100,0.0,1729.0
orf19.6329,root_003309;362,100.0,100,0.0,688.0
orf19.4637,root_009442;453,99.119,100,0.0,933.0
orf19.3074,root_000562;220,99.091,100,2.8600000000000003e-157,433.0
orf19.3074,root_002187;253,74.308,100,8.55e-120,340.0
orf19.3074,root_005881;251,73.705,100,5.76e-117,332.0
orf19.3074,root_003053;226,85.841,100,1.34e-100,290.0
orf19.3074,root_004462;274,62.774,100,5.52e-91,268.0
orf19.3074,root_006704;170,95.652,52,4.71e-76,226.0
orf19.4498,root_000556;236,99.153,100,6.71e-169,464.0
orf19.6455,root_011773;227,53.165,100,8.94e-67,204.0
orf19.5848,root_008661;621,98.553,100,0.0,1261.0
